Input Number, Run_Number, Result@ 100, PO, A, H, X1, M, CE, Y, D, CO, PE, B
INVAR-10, Run: 009, P, 0, 437, 0, 0, 0, 0, 173, 105, 173, 0, 0
INVAR-10, Run: 010, P, 0, 47, 0, 0, 0, 0, 581, 114, 581, 0, 0
INVAR-10, Run: 011, P, 0, 556, 0, 0, 0, 1, 57, 105, 56, 0, 0
INVAR-10, Run: 012, P, 0, 42, 0, 0, 0, 0, 578, 110, 578, 0, 0
INVAR-10, Run: 013, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0
INVAR-10, Run: 014, P, 0, 435, 0, 0, 0, 0, 185, 110, 185, 0, 0
INVAR-10, Run: 015, P, 0, 612, 0, 0, 0, 106, 106, 0, 0, 1, 0
INVAR-10, Run: 016, P, 0, 185, 0, 0, 0, 0, 435, 110, 435, 0, 0
INVAR-10, Run: 017, P, 0, 83, 0, 0, 0, 0, 537, 110, 537, 0, 0
INVAR-10, Run: 018, P, 0, 408, 0, 0, 0, 0, 208, 108, 208, 0, 0
INVAR-10, Run: 019, P, 0, 27, 0, 0, 0, 0, 591, 109, 591, 0, 0
INVAR-10, Run: 020, P, 0, 626, 0, 0, 0, 113, 113, 0, 0, 1, 0
INVAR-10, Run: 021, P, 0, 69, 0, 0, 0, 0, 549, 109, 549, 0, 0
INVAR-10, Run: 022, P, 0, 168, 0, 0, 0, 0, 452, 110, 452, 0, 0
INVAR-10, Run: 023, P, 0, 333, 0, 0, 0, 0, 283, 108, 283, 0, 0
INVAR-10, Run: 024, P, 0, 622, 0, 0, 0, 111, 111, 0, 0, 1, 0
INVAR-10, Run: 025, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0
INVAR-10, Run: 026, P, 0, 626, 0, 0, 0, 113, 113, 0, 0, 1, 0
INVAR-10, Run: 027, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0
INVAR-10, Run: 028, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0
INVAR-10, Run: 029, P, 0, 9, 0, 0, 0, 0, 611, 110, 611, 0, 0
INVAR-10, Run: 030, P, 0, 5, 0, 0, 0, 0, 617, 111, 617, 0, 0
INVAR-10, Run: 031, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0
INVAR-10, Run: 032, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0
INVAR-10, Run: 033, P, 0, 248, 0, 0, 0, 0, 378, 113, 378, 0, 0
INVAR-10, Run: 034, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0
INVAR-10, Run: 035, P, 0, 614, 0, 0, 0, 107, 107, 0, 0, 1, 0
INVAR-10, Run: 036, P, 0, 104, 0, 0, 0, 0, 520, 112, 520, 0, 0
INVAR-10, Run: 037, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0
INVAR-10, Run: 038, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0
INVAR-10, Run: 039, P, 0, 106, 0, 0, 0, 0, 516, 111, 516, 0, 0
INVAR-10, Run: 040, P, 0, 55, 0, 0, 0, 0, 563, 109, 563, 0, 0
INVAR-10, Run: 041, P, 0, 614, 0, 0, 0, 107, 107, 0, 0, 1, 0
INVAR-10, Run: 042, P, 0, 22, 0, 0, 0, 0, 596, 109, 596, 0, 0
INVAR-10, Run: 043, P, 0, 624, 0, 0, 0, 112, 112, 0, 0, 1, 0
INVAR-10, Run: 044, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0
INVAR-10, Run: 045, P, 0, 108, 0, 0, 0, 0, 522, 115, 522, 0, 0
INVAR-10, Run: 046, P, 0, 612, 0, 0, 0, 106, 106, 0, 0, 1, 0
INVAR-10, Run: 047, P, 0, 35, 0, 0, 0, 0, 587, 111, 587, 0, 0
INVAR-10, Run: 048, P, 0, 612, 0, 0, 0, 106, 106, 0, 0, 1, 0
INVAR-10, Run: 049, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0
INVAR-10, Run: 050, P, 0, 600, 0, 0, 0, 9, 29, 101, 20, 0, 0
INVAR-10, Run: 051, P, 0, 451, 0, 0, 0, 0, 163, 107, 163, 0, 0
INVAR-10, Run: 052, P, 0, 626, 0, 0, 0, 113, 113, 0, 0, 1, 0
INVAR-10, Run: 053, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0
INVAR-10, Run: 054, P, 0, 60, 0, 0, 0, 0, 558, 109, 558, 0, 0
INVAR-10, Run: 055, P, 0, 369, 0, 0, 0, 0, 255, 112, 255, 0, 0
INVAR-10, Run: 056, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0
INVAR-10, Run: 057, P, 0, 25, 0, 0, 0, 0, 591, 108, 591, 0, 0
INVAR-10, Run: 058, P, 0, 31, 0, 0, 0, 0, 587, 109, 587, 0, 0
INVAR-10, Run: 059, P, 0, 612, 0, 0, 0, 106, 106, 0, 0, 1, 0
INVAR-10, Run: 060, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0
INVAR-10, Run: 061, P, 0, 360, 0, 0, 0, 0, 258, 109, 258, 0, 0
INVAR-10, Run: 062, P, 0, 399, 0, 0, 0, 0, 219, 109, 219, 0, 0
INVAR-10, Run: 063, P, 0, 490, 0, 0, 0, 0, 124, 107, 124, 0, 0
INVAR-10, Run: 064, P, 0, 45, 0, 0, 0, 0, 571, 108, 571, 0, 0
INVAR-10, Run: 065, P, 0, 614, 0, 0, 0, 107, 107, 0, 0, 1, 0
INVAR-10, Run: 066, P, 0, 231, 0, 0, 0, 0, 389, 110, 389, 0, 0
INVAR-10, Run: 067, P, 0, 312, 0, 0, 0, 0, 306, 109, 306, 0, 0
INVAR-10, Run: 068, P, 0, 624, 0, 0, 0, 112, 112, 0, 0, 1, 0
INVAR-10, Run: 069, P, 0, 122, 0, 0, 0, 0, 496, 109, 496, 0, 0
INVAR-10, Run: 070, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0
INVAR-10, Run: 071, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0
INVAR-10, Run: 072, P, 0, 624, 0, 0, 0, 112, 112, 0, 0, 1, 0
INVAR-10, Run: 073, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0
INVAR-10, Run: 074, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0
INVAR-10, Run: 075, P, 0, 52, 0, 0, 0, 0, 572, 112, 572, 0, 0
INVAR-10, Run: 076, P, 0, 190, 0, 0, 0, 0, 430, 110, 430, 0, 0
INVAR-10, Run: 077, P, 0, 612, 0, 0, 0, 106, 106, 0, 0, 1, 0
INVAR-10, Run: 078, P, 0, 622, 0, 0, 0, 111, 111, 0, 0, 1, 0
INVAR-10, Run: 079, P, 0, 586, 0, 0, 0, 4, 36, 105, 32, 0, 0
INVAR-10, Run: 080, P, 0, 198, 0, 0, 0, 0, 416, 107, 416, 0, 0
INVAR-10, Run: 081, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0
INVAR-10, Run: 082, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0
INVAR-10, Run: 083, P, 0, 65, 0, 0, 0, 0, 555, 110, 555, 0, 0
INVAR-10, Run: 084, P, 0, 122, 0, 0, 0, 0, 494, 108, 494, 0, 0
INVAR-10, Run: 085, P, 0, 14, 0, 0, 0, 0, 604, 109, 604, 0, 0
INVAR-10, Run: 086, P, 0, 614, 0, 0, 0, 107, 107, 0, 0, 1, 0
INVAR-10, Run: 087, P, 0, 55, 0, 0, 0, 0, 561, 108, 561, 0, 0
INVAR-10, Run: 088, P, 0, 302, 0, 0, 0, 0, 318, 110, 318, 0, 0
INVAR-10, Run: 089, P, 0, 217, 0, 0, 0, 0, 403, 110, 403, 0, 0
INVAR-10, Run: 090, P, 0, 622, 0, 0, 0, 111, 111, 0, 0, 1, 0
INVAR-10, Run: 091, P, 0, 626, 0, 0, 0, 113, 113, 0, 0, 1, 0
INVAR-10, Run: 092, P, 0, 171, 0, 0, 0, 0, 445, 108, 445, 0, 0
INVAR-10, Run: 093, P, 0, 618, 0, 0, 0, 109, 109, 0, 0, 1, 0
INVAR-10, Run: 094, P, 0, 614, 0, 0, 0, 107, 107, 0, 0, 1, 0
INVAR-10, Run: 095, P, 0, 616, 0, 0, 0, 108, 108, 0, 0, 1, 0
INVAR-10, Run: 096, P, 0, 462, 0, 0, 0, 0, 156, 109, 156, 0, 0
INVAR-10, Run: 097, P, 0, 622, 0, 0, 0, 111, 111, 0, 0, 1, 0
INVAR-10, Run: 098, P, 0, 620, 0, 0, 0, 110, 110, 0, 0, 1, 0
INVAR-10, Run: 099, P, 0, 626, 0, 0, 0, 113, 113, 0, 0, 1, 0
INVAR-10, Run: 100, P, 0, 196, 0, 0, 0, 0, 418, 107, 418, 0, 0
INVAR-2, Run: 001, P, 0, 16, 0, 0, 0, 0, 166, 35, 166, 0, 0
INVAR-2, Run: 002, P, 0, 25, 0, 0, 0, 0, 151, 32, 151, 0, 0
INVAR-2, Run: 003, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
INVAR-2, Run: 004, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
INVAR-2, Run: 005, P, 0, 174, 0, 0, 0, 31, 31, 0, 0, 1, 0
INVAR-2, Run: 006, P, 0, 27, 0, 0, 0, 0, 149, 32, 149, 0, 0
INVAR-2, Run: 007, P, 0, 122, 0, 0, 0, 0, 52, 31, 52, 0, 0
INVAR-2, Run: 008, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
INVAR-2, Run: 009, P, 0, 30, 0, 0, 0, 0, 154, 36, 154, 0, 0
INVAR-2, Run: 010, P, 0, 104, 0, 0, 0, 0, 78, 35, 78, 0, 0
INVAR-2, Run: 011, P, 0, 97, 0, 0, 0, 0, 85, 35, 85, 0, 0
INVAR-2, Run: 012, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
INVAR-2, Run: 013, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
INVAR-2, Run: 014, P, 0, 66, 0, 0, 0, 0, 114, 34, 114, 0, 0
INVAR-2, Run: 015, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0
INVAR-2, Run: 016, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
INVAR-2, Run: 017, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
INVAR-2, Run: 018, P, 0, 174, 0, 0, 0, 31, 31, 0, 0, 1, 0
INVAR-2, Run: 019, P, 0, 97, 0, 0, 0, 0, 81, 33, 81, 0, 0
INVAR-2, Run: 020, P, 0, 35, 0, 0, 0, 0, 141, 32, 141, 0, 0
INVAR-2, Run: 021, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0
INVAR-2, Run: 022, P, 0, 176, 0, 0, 0, 3, 11, 33, 8, 0, 0
INVAR-2, Run: 023, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
INVAR-2, Run: 024, P, 0, 11, 0, 0, 0, 0, 167, 33, 167, 0, 0
INVAR-2, Run: 025, P, 0, 24, 0, 0, 0, 0, 152, 32, 152, 0, 0
INVAR-2, Run: 026, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
INVAR-2, Run: 027, P, 0, 14, 0, 0, 0, 0, 164, 33, 164, 0, 0
INVAR-2, Run: 028, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
INVAR-2, Run: 029, P, 0, 52, 0, 0, 0, 0, 126, 33, 126, 0, 0
INVAR-2, Run: 030, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
INVAR-2, Run: 031, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
INVAR-2, Run: 032, P, 0, 18, 0, 0, 0, 0, 158, 32, 158, 0, 0
INVAR-2, Run: 033, P, 0, 43, 0, 0, 0, 0, 131, 31, 131, 0, 0
INVAR-2, Run: 034, P, 0, 77, 0, 0, 0, 0, 101, 33, 101, 0, 0
INVAR-2, Run: 035, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
INVAR-2, Run: 036, P, 0, 24, 0, 0, 0, 0, 152, 32, 152, 0, 0
INVAR-2, Run: 037, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
INVAR-2, Run: 038, P, 0, 21, 0, 0, 0, 0, 153, 31, 153, 0, 0
INVAR-2, Run: 039, P, 0, 33, 0, 0, 0, 0, 149, 35, 149, 0, 0
INVAR-2, Run: 040, P, 0, 58, 0, 0, 0, 0, 122, 34, 122, 0, 0
INVAR-2, Run: 041, P, 0, 105, 0, 0, 0, 0, 79, 36, 79, 0, 0
INVAR-2, Run: 042, P, 0, 83, 0, 0, 0, 0, 97, 34, 97, 0, 0
INVAR-2, Run: 043, P, 0, 115, 0, 0, 0, 0, 61, 32, 61, 0, 0
INVAR-2, Run: 044, P, 0, 20, 0, 0, 0, 0, 158, 33, 158, 0, 0
INVAR-2, Run: 045, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
INVAR-2, Run: 046, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
INVAR-2, Run: 047, P, 0, 39, 0, 0, 0, 0, 139, 33, 139, 0, 0
INVAR-2, Run: 048, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
INVAR-2, Run: 049, P, 0, 42, 0, 0, 0, 0, 136, 33, 136, 0, 0
INVAR-2, Run: 050, P, 0, 26, 0, 0, 0, 0, 152, 33, 152, 0, 0
INVAR-2, Run: 051, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
INVAR-2, Run: 052, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
INVAR-2, Run: 053, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
INVAR-2, Run: 054, P, 0, 102, 0, 0, 0, 0, 78, 34, 78, 0, 0
INVAR-2, Run: 055, P, 0, 174, 0, 0, 0, 31, 31, 0, 0, 1, 0
INVAR-2, Run: 056, P, 0, 29, 0, 0, 0, 0, 149, 33, 149, 0, 0
INVAR-2, Run: 057, P, 0, 160, 0, 0, 0, 0, 24, 36, 24, 0, 0
INVAR-2, Run: 058, P, 0, 173, 0, 0, 0, 10, 15, 23, 5, 0, 0
INVAR-2, Run: 059, P, 0, 45, 0, 0, 0, 0, 135, 34, 135, 0, 0
INVAR-2, Run: 060, P, 0, 174, 0, 0, 0, 31, 31, 0, 0, 1, 0
INVAR-2, Run: 061, P, 0, 37, 0, 0, 0, 0, 137, 31, 137, 0, 0
INVAR-2, Run: 062, P, 0, 108, 0, 0, 0, 0, 70, 33, 70, 0, 0
INVAR-2, Run: 063, P, 0, 111, 0, 0, 0, 0, 69, 34, 69, 0, 0
INVAR-2, Run: 064, P, 0, 55, 0, 0, 0, 0, 125, 34, 125, 0, 0
INVAR-2, Run: 065, P, 0, 68, 0, 0, 0, 0, 112, 34, 112, 0, 0
INVAR-2, Run: 066, P, 0, 165, 0, 0, 0, 1, 10, 30, 9, 0, 0
INVAR-2, Run: 067, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
INVAR-2, Run: 068, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
INVAR-2, Run: 069, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0
INVAR-2, Run: 070, P, 0, 123, 0, 0, 0, 0, 55, 33, 55, 0, 0
INVAR-2, Run: 071, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
INVAR-2, Run: 072, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
INVAR-2, Run: 073, P, 0, 17, 0, 0, 0, 0, 157, 31, 157, 0, 0
INVAR-2, Run: 074, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
INVAR-2, Run: 075, P, 0, 67, 0, 0, 0, 0, 115, 35, 115, 0, 0
INVAR-2, Run: 076, P, 0, 174, 0, 0, 0, 31, 31, 0, 0, 1, 0
INVAR-2, Run: 077, P, 0, 180, 0, 0, 0, 34, 34, 0, 0, 1, 0
INVAR-2, Run: 078, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
INVAR-2, Run: 079, P, 0, 38, 0, 0, 0, 0, 142, 34, 142, 0, 0
INVAR-2, Run: 080, P, 0, 172, 0, 0, 0, 30, 30, 0, 0, 1, 0
INVAR-2, Run: 081, P, 0, 176, 0, 0, 0, 32, 32, 0, 0, 1, 0
INVAR-2, Run: 082, P, 0, 2, 0, 0, 0, 0, 174, 32, 174, 0, 0
INVAR-2, Run: 083, P, 0, 161, 0, 0, 0, 0, 23, 36, 23, 0, 0
INVAR-2, Run: 084, P, 0, 30, 0, 0, 0, 0, 146, 32, 146, 0, 0
INVAR-2, Run: 085, P, 0, 96, 0, 0, 0, 0, 88, 36, 88, 0, 0
INVAR-2, Run: 086, P, 0, 12, 0, 0, 0, 0, 174, 37, 174, 0, 0
INVAR-2, Run: 087, P, 0, 178, 0, 0, 0, 33, 33, 0, 0, 1, 0
INVAR-2, Run: 088, P, 0, 72, 0, 0, 0, 0, 108, 34, 108, 0, 0
