Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, CO, Y, PE, CE, E, F
INVAR-1, Run: 001, F, 0, 0, 0, 0, 0, 40, 14, 0, 1, 7, 16, 0
INVAR-1, Run: 002, F, 0, 0, 0, 0, 0, 48, 6, 0, 1, 12, 12, 0
INVAR-1, Run: 003, F, 0, 0, 0, 0, 0, 42, 12, 0, 1, 5, 15, 0
INVAR-1, Run: 004, F, 0, 0, 0, 0, 0, 32, 22, 0, 1, 12, 20, 0
INVAR-1, Run: 005, F, 0, 0, 0, 0, 0, 40, 14, 0, 1, 7, 16, 0
INVAR-1, Run: 006, F, 0, 0, 0, 0, 0, 42, 12, 0, 1, 10, 15, 0
INVAR-1, Run: 007, F, 0, 0, 0, 0, 0, 42, 12, 0, 1, 8, 15, 0
INVAR-1, Run: 008, F, 0, 0, 0, 0, 0, 44, 10, 0, 1, 8, 14, 0
INVAR-1, Run: 009, F, 0, 0, 0, 0, 0, 46, 8, 0, 1, 5, 13, 0
INVAR-1, Run: 010, F, 0, 0, 0, 0, 0, 30, 24, 0, 1, 5, 21, 0
INVAR-1, Run: 011, F, 0, 0, 0, 0, 0, 36, 18, 0, 1, 3, 18, 0
INVAR-1, Run: 012, F, 0, 0, 0, 0, 0, 42, 12, 0, 1, 2, 15, 0
INVAR-1, Run: 013, F, 0, 0, 0, 0, 0, 40, 14, 0, 1, 7, 16, 0
INVAR-1, Run: 014, F, 0, 0, 0, 0, 0, 54, 0, 0, 1, 10, 9, 0
INVAR-1, Run: 015, F, 0, 0, 0, 0, 0, 48, 6, 0, 1, 11, 12, 0
INVAR-1, Run: 016, F, 0, 0, 0, 0, 0, 30, 24, 0, 1, 8, 21, 0
INVAR-1, Run: 017, F, 0, 0, 0, 0, 0, 32, 22, 0, 1, 3, 20, 0
INVAR-1, Run: 018, F, 0, 0, 0, 0, 0, 42, 12, 0, 1, 8, 15, 0
INVAR-1, Run: 019, F, 0, 0, 0, 0, 0, 42, 12, 0, 1, 12, 15, 0
INVAR-1, Run: 020, F, 0, 0, 0, 0, 0, 8, 46, 0, 1, 9, 32, 0
INVAR-1, Run: 021, F, 0, 0, 0, 0, 0, 30, 24, 0, 1, 10, 21, 0
INVAR-1, Run: 022, F, 0, 0, 0, 0, 0, 10, 44, 0, 1, 4, 31, 0
INVAR-1, Run: 023, F, 0, 0, 0, 0, 0, 36, 18, 0, 1, 7, 18, 0
