Input Number, Run_Number, Result@ 100, F, X1, A, B, C, PO, D, CO, Y, PE, CE, E
INVAR-10, Run: 057, F, 0, 0, 0, 4, 0, 0, 482, 0, 0, 1, 0, 100
INVAR-10, Run: 058, F, 0, 0, 0, 2, 0, 0, 502, 0, 2, 1, 2, 99
INVAR-10, Run: 059, F, 1, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 100
INVAR-10, Run: 060, F, 1, 0, 0, 0, 0, 0, 476, 0, 0, 1, 0, 100
INVAR-10, Run: 061, F, 0, 0, 0, 3, 0, 0, 481, 0, 0, 1, 0, 100
INVAR-10, Run: 062, F, 1, 0, 0, 0, 0, 0, 486, 0, 0, 1, 0, 100
INVAR-10, Run: 063, F, 1, 0, 0, 2, 0, 0, 506, 0, 2, 1, 2, 99
INVAR-10, Run: 064, F, 0, 0, 0, 2, 0, 0, 490, 0, 2, 1, 2, 99
INVAR-10, Run: 065, F, 1, 0, 0, 1, 0, 0, 497, 0, 0, 1, 0, 100
INVAR-10, Run: 066, F, 0, 0, 0, 0, 0, 0, 508, 0, 0, 1, 0, 100
INVAR-10, Run: 067, F, 1, 0, 0, 0, 0, 0, 506, 0, 0, 1, 0, 100
INVAR-10, Run: 068, F, 0, 0, 0, 2, 0, 0, 496, 0, 0, 1, 0, 100
INVAR-10, Run: 069, F, 1, 0, 0, 0, 0, 0, 508, 0, 0, 1, 0, 100
INVAR-10, Run: 070, F, 0, 0, 0, 2, 0, 0, 490, 0, 0, 1, 0, 100
INVAR-10, Run: 071, F, 1, 0, 0, 0, 0, 0, 508, 0, 0, 1, 0, 100
INVAR-10, Run: 072, F, 1, 0, 0, 0, 0, 0, 490, 0, 0, 1, 0, 100
INVAR-10, Run: 073, F, 0, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 100
INVAR-10, Run: 074, F, 0, 0, 0, 2, 0, 0, 502, 0, 0, 1, 0, 100
INVAR-10, Run: 075, F, 0, 0, 0, 2, 0, 0, 512, 0, 0, 1, 0, 100
INVAR-10, Run: 076, F, 1, 0, 0, 1, 0, 0, 489, 0, 0, 1, 0, 100
INVAR-10, Run: 077, F, 1, 0, 0, 0, 0, 0, 518, 0, 2, 1, 2, 99
INVAR-10, Run: 078, F, 0, 0, 0, 0, 0, 0, 502, 0, 0, 1, 0, 100
INVAR-10, Run: 079, F, 1, 0, 0, 0, 0, 0, 508, 0, 0, 1, 0, 100
INVAR-10, Run: 080, F, 1, 0, 0, 0, 0, 0, 490, 0, 2, 1, 2, 99
INVAR-10, Run: 081, F, 1, 0, 0, 2, 0, 0, 490, 0, 2, 1, 2, 99
INVAR-10, Run: 082, F, 1, 0, 0, 1, 0, 0, 493, 0, 0, 1, 0, 100
INVAR-10, Run: 083, F, 1, 0, 0, 1, 0, 0, 519, 0, 0, 1, 0, 100
INVAR-10, Run: 084, F, 1, 0, 0, 1, 0, 0, 491, 0, 0, 1, 0, 100
INVAR-10, Run: 085, F, 1, 0, 0, 0, 0, 0, 490, 0, 2, 1, 2, 99
INVAR-10, Run: 086, F, 1, 0, 0, 0, 0, 0, 502, 0, 0, 1, 0, 100
INVAR-10, Run: 087, F, 1, 0, 0, 0, 0, 0, 500, 0, 2, 1, 2, 99
INVAR-10, Run: 088, F, 1, 0, 0, 1, 0, 0, 511, 0, 2, 1, 2, 99
INVAR-10, Run: 089, F, 0, 0, 0, 2, 0, 0, 506, 0, 0, 1, 0, 100
INVAR-10, Run: 090, F, 1, 0, 0, 0, 0, 0, 506, 0, 0, 1, 0, 100
INVAR-10, Run: 091, F, 1, 0, 0, 0, 0, 0, 502, 0, 2, 1, 2, 99
INVAR-10, Run: 092, F, 0, 0, 0, 0, 0, 0, 520, 0, 2, 1, 2, 99
INVAR-10, Run: 093, F, 0, 0, 0, 2, 0, 0, 510, 0, 0, 1, 0, 100
INVAR-10, Run: 094, F, 1, 0, 0, 0, 0, 0, 494, 0, 0, 1, 0, 100
INVAR-10, Run: 095, F, 0, 0, 0, 0, 0, 0, 482, 0, 2, 1, 2, 99
INVAR-10, Run: 096, F, 0, 0, 0, 0, 0, 0, 500, 0, 2, 1, 2, 99
INVAR-10, Run: 097, F, 1, 0, 0, 1, 0, 0, 485, 0, 2, 1, 2, 99
INVAR-10, Run: 098, F, 1, 0, 0, 0, 0, 0, 522, 0, 0, 1, 0, 100
INVAR-10, Run: 099, F, 1, 0, 0, 1, 0, 0, 487, 0, 2, 1, 2, 99
INVAR-10, Run: 100, F, 1, 0, 0, 1, 0, 0, 511, 0, 2, 1, 2, 99
INVAR-2, Run: 001, F, 1, 0, 0, 0, 0, 0, 78, 0, 0, 1, 0, 28
INVAR-2, Run: 002, F, 1, 0, 0, 1, 0, 0, 57, 0, 0, 1, 0, 28
INVAR-2, Run: 003, F, 1, 0, 0, 0, 0, 0, 78, 0, 0, 1, 0, 28
INVAR-2, Run: 004, F, 1, 0, 0, 1, 0, 0, 55, 0, 2, 1, 2, 27
INVAR-2, Run: 005, F, 0, 0, 0, 0, 0, 0, 42, 0, 0, 1, 0, 28
INVAR-2, Run: 006, F, 1, 0, 0, 1, 0, 0, 83, 0, 0, 1, 0, 28
INVAR-2, Run: 007, F, 1, 0, 0, 1, 0, 0, 61, 0, 0, 1, 0, 28
INVAR-2, Run: 008, F, 0, 0, 0, 0, 0, 0, 80, 0, 0, 1, 0, 28
INVAR-2, Run: 009, F, 1, 0, 0, 1, 0, 0, 79, 0, 2, 1, 2, 27
INVAR-2, Run: 010, F, 1, 0, 0, 3, 0, 0, 57, 0, 2, 1, 2, 27
INVAR-2, Run: 011, F, 1, 0, 0, 0, 0, 0, 80, 0, 0, 1, 0, 28
INVAR-2, Run: 012, F, 1, 0, 0, 1, 0, 0, 61, 0, 0, 1, 0, 28
INVAR-2, Run: 013, F, 0, 0, 0, 2, 0, 0, 62, 0, 0, 1, 0, 28
INVAR-2, Run: 014, F, 1, 0, 0, 0, 0, 0, 72, 0, 0, 1, 0, 28
INVAR-2, Run: 015, F, 1, 0, 0, 0, 0, 0, 76, 0, 0, 1, 0, 28
INVAR-2, Run: 016, F, 1, 0, 0, 1, 0, 0, 73, 0, 0, 1, 0, 28
INVAR-2, Run: 017, F, 1, 0, 0, 1, 0, 0, 55, 0, 2, 1, 2, 27
INVAR-2, Run: 018, F, 1, 0, 0, 0, 0, 0, 60, 0, 2, 1, 2, 27
INVAR-2, Run: 019, F, 1, 0, 0, 0, 0, 0, 76, 0, 0, 1, 0, 28
INVAR-2, Run: 020, F, 1, 0, 0, 1, 0, 0, 103, 0, 2, 1, 2, 27
INVAR-2, Run: 021, F, 0, 0, 0, 0, 0, 0, 72, 0, 0, 1, 0, 28
INVAR-2, Run: 022, F, 1, 0, 0, 1, 0, 0, 71, 0, 2, 1, 2, 27
INVAR-2, Run: 023, F, 1, 0, 0, 2, 0, 0, 60, 0, 0, 1, 0, 28
INVAR-2, Run: 024, F, 1, 0, 0, 1, 0, 0, 69, 0, 0, 1, 0, 28
INVAR-2, Run: 025, F, 1, 0, 0, 0, 0, 0, 74, 0, 0, 1, 0, 28
INVAR-2, Run: 026, F, 1, 0, 0, 0, 0, 0, 74, 0, 0, 1, 0, 28
INVAR-2, Run: 027, F, 1, 0, 0, 1, 0, 0, 61, 0, 0, 1, 0, 28
INVAR-2, Run: 028, F, 0, 0, 0, 4, 0, 0, 56, 0, 0, 1, 0, 28
INVAR-2, Run: 029, F, 1, 0, 0, 1, 0, 0, 63, 0, 0, 1, 0, 28
INVAR-2, Run: 030, F, 0, 0, 0, 2, 0, 0, 64, 0, 0, 1, 0, 28
INVAR-2, Run: 031, F, 1, 0, 0, 1, 0, 0, 51, 0, 0, 1, 0, 28
INVAR-2, Run: 032, F, 0, 0, 0, 0, 0, 0, 74, 0, 0, 1, 0, 28
INVAR-2, Run: 033, F, 0, 0, 0, 0, 0, 0, 54, 0, 0, 1, 0, 28
INVAR-2, Run: 034, F, 1, 0, 0, 0, 0, 0, 50, 0, 2, 1, 2, 27
INVAR-2, Run: 035, F, 1, 0, 0, 0, 0, 0, 60, 0, 0, 1, 0, 28
INVAR-2, Run: 036, F, 1, 0, 0, 0, 0, 0, 62, 0, 2, 1, 2, 27
INVAR-2, Run: 037, F, 0, 0, 0, 0, 0, 0, 76, 0, 0, 1, 0, 28
INVAR-2, Run: 038, F, 1, 0, 0, 0, 0, 0, 62, 0, 0, 1, 0, 28
INVAR-2, Run: 039, F, 1, 0, 0, 1, 0, 0, 59, 0, 0, 1, 0, 28
INVAR-2, Run: 040, F, 1, 0, 0, 0, 0, 0, 74, 0, 2, 1, 2, 27
INVAR-2, Run: 041, F, 1, 0, 0, 1, 0, 0, 75, 0, 2, 1, 2, 27
INVAR-2, Run: 042, F, 0, 0, 0, 3, 0, 0, 65, 0, 0, 1, 0, 28
INVAR-2, Run: 043, F, 1, 0, 0, 1, 0, 0, 71, 0, 2, 1, 2, 27
INVAR-2, Run: 044, F, 1, 0, 0, 0, 0, 0, 58, 0, 0, 1, 0, 28
INVAR-2, Run: 045, F, 1, 0, 0, 1, 0, 0, 63, 0, 0, 1, 0, 28
INVAR-2, Run: 046, F, 1, 0, 0, 1, 0, 0, 73, 0, 2, 1, 2, 27
INVAR-2, Run: 047, F, 0, 0, 0, 2, 0, 0, 74, 0, 0, 1, 0, 28
INVAR-2, Run: 048, F, 0, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0, 28
INVAR-2, Run: 049, F, 1, 0, 0, 0, 0, 0, 60, 0, 0, 1, 0, 28
INVAR-2, Run: 050, F, 1, 0, 0, 1, 0, 0, 71, 0, 2, 1, 2, 27
INVAR-2, Run: 051, F, 1, 0, 0, 0, 0, 0, 66, 0, 0, 1, 0, 28
INVAR-2, Run: 052, F, 1, 0, 0, 0, 0, 0, 72, 0, 0, 1, 0, 28
INVAR-2, Run: 053, F, 1, 0, 0, 0, 0, 0, 80, 0, 0, 1, 0, 28
INVAR-2, Run: 054, F, 0, 0, 0, 0, 0, 0, 78, 0, 0, 1, 0, 28
INVAR-2, Run: 055, F, 1, 0, 0, 1, 0, 0, 65, 0, 2, 1, 2, 27
INVAR-2, Run: 056, F, 1, 0, 0, 0, 0, 0, 74, 0, 0, 1, 0, 28
INVAR-2, Run: 057, F, 1, 0, 0, 0, 0, 0, 74, 0, 0, 1, 0, 28
INVAR-2, Run: 058, F, 0, 0, 0, 0, 0, 0, 72, 0, 0, 1, 0, 28
INVAR-2, Run: 059, F, 1, 0, 0, 2, 0, 0, 72, 0, 2, 1, 2, 27
INVAR-2, Run: 060, F, 1, 0, 0, 0, 0, 0, 82, 0, 0, 1, 0, 28
INVAR-2, Run: 061, F, 1, 0, 0, 0, 0, 0, 68, 0, 0, 1, 0, 28
INVAR-2, Run: 062, F, 0, 0, 0, 0, 0, 0, 76, 0, 0, 1, 0, 28
INVAR-2, Run: 063, F, 0, 0, 0, 0, 0, 0, 42, 0, 0, 1, 0, 28
INVAR-2, Run: 064, F, 1, 0, 0, 1, 0, 0, 71, 0, 2, 1, 2, 27
INVAR-2, Run: 065, F, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 0, 28
INVAR-2, Run: 066, F, 0, 0, 0, 2, 0, 0, 66, 0, 0, 1, 0, 28
INVAR-2, Run: 067, F, 1, 0, 0, 0, 0, 0, 78, 0, 0, 1, 0, 28
INVAR-2, Run: 068, F, 1, 0, 0, 0, 0, 0, 84, 0, 0, 1, 0, 28
INVAR-2, Run: 069, F, 1, 0, 0, 1, 0, 0, 59, 0, 0, 1, 0, 28
INVAR-2, Run: 070, F, 0, 0, 0, 2, 0, 0, 72, 0, 2, 1, 2, 27
