Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 20, 67, 9, 4, 4, 9, 18, 27, 29, 67
INVAR-1, Run: 002, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 10, 76, 9, 7, 1, 9, 18, 27, 19, 76
INVAR-1, Run: 003, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 17, 102, 9, 6, 2, 9, 18, 27, 26, 102
INVAR-1, Run: 004, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 19, 135, 9, 8, 0, 9, 18, 27, 28, 135
INVAR-1, Run: 005, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 17, 65, 9, 5, 3, 9, 18, 27, 26, 65
INVAR-1, Run: 006, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 11, 53, 9, 5, 3, 9, 18, 27, 20, 53
INVAR-1, Run: 007, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 21, 115, 9, 7, 1, 9, 18, 27, 30, 115
INVAR-1, Run: 008, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 18, 99, 9, 4, 4, 9, 18, 27, 27, 99
INVAR-1, Run: 009, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 28, 156, 9, 4, 4, 9, 18, 27, 37, 156
INVAR-1, Run: 010, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 10, 101, 9, 7, 1, 9, 18, 27, 19, 101
INVAR-1, Run: 011, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 9, 103, 9, 7, 1, 9, 18, 27, 18, 103
INVAR-1, Run: 012, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 14, 66, 9, 6, 2, 9, 18, 27, 23, 66
INVAR-1, Run: 013, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 15, 136, 9, 6, 2, 9, 18, 27, 24, 136
INVAR-1, Run: 014, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 12, 65, 9, 5, 3, 9, 18, 27, 21, 65
INVAR-1, Run: 015, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 8, 33, 9, 4, 4, 9, 18, 27, 17, 33
INVAR-1, Run: 016, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 13, 121, 9, 6, 2, 9, 18, 27, 22, 121
INVAR-1, Run: 017, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 13, 184, 9, 7, 1, 9, 18, 27, 22, 184
INVAR-1, Run: 018, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 24, 191, 9, 6, 2, 9, 18, 27, 33, 191
INVAR-1, Run: 019, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 9, 41, 9, 4, 4, 9, 18, 27, 18, 41
INVAR-1, Run: 020, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 13, 83, 9, 7, 1, 9, 18, 27, 22, 83
INVAR-1, Run: 021, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 8, 57, 9, 4, 4, 9, 18, 27, 17, 57
INVAR-1, Run: 022, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 17, 157, 9, 7, 1, 9, 18, 27, 26, 157
INVAR-1, Run: 023, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 17, 47, 9, 1, 7, 9, 18, 27, 26, 47
INVAR-1, Run: 024, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 16, 144, 9, 4, 4, 9, 18, 27, 25, 144
INVAR-1, Run: 025, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 13, 115, 9, 6, 2, 9, 18, 27, 22, 115
INVAR-1, Run: 026, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 24, 132, 9, 5, 3, 9, 18, 27, 33, 132
INVAR-1, Run: 027, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 13, 157, 9, 6, 2, 9, 18, 27, 22, 157
INVAR-1, Run: 028, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 12, 93, 9, 6, 2, 9, 18, 27, 21, 93
INVAR-1, Run: 029, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 20, 128, 9, 6, 2, 9, 18, 27, 29, 128
INVAR-1, Run: 030, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 15, 77, 9, 6, 2, 9, 18, 27, 24, 77
INVAR-1, Run: 031, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 18, 40, 9, 4, 4, 9, 18, 27, 27, 40
INVAR-1, Run: 032, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 14, 119, 9, 7, 1, 9, 18, 27, 23, 119
INVAR-1, Run: 033, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 14, 104, 9, 6, 2, 9, 18, 27, 23, 104
INVAR-1, Run: 034, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 15, 124, 9, 6, 2, 9, 18, 27, 24, 124
INVAR-1, Run: 035, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 9, 144, 9, 5, 3, 9, 18, 27, 18, 144
INVAR-1, Run: 036, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 20, 131, 9, 5, 3, 9, 18, 27, 29, 131
INVAR-1, Run: 037, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 18, 189, 9, 6, 2, 9, 18, 27, 27, 189
INVAR-1, Run: 038, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 14, 122, 9, 5, 3, 9, 18, 27, 23, 122
INVAR-1, Run: 039, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 10, 116, 9, 5, 3, 9, 18, 27, 19, 116
INVAR-1, Run: 040, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 7, 68, 9, 6, 2, 9, 18, 27, 16, 68
INVAR-1, Run: 041, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 6, 140, 9, 6, 2, 9, 18, 27, 15, 140
INVAR-1, Run: 042, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 16, 99, 9, 5, 3, 9, 18, 27, 25, 99
INVAR-1, Run: 043, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 11, 92, 9, 6, 2, 9, 18, 27, 20, 92
INVAR-1, Run: 044, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 16, 121, 9, 3, 5, 9, 18, 27, 25, 121
INVAR-1, Run: 045, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 4, 42, 9, 6, 2, 9, 18, 27, 13, 42
INVAR-1, Run: 046, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 19, 74, 9, 3, 5, 9, 18, 27, 28, 74
INVAR-1, Run: 047, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 20, 130, 9, 5, 3, 9, 18, 27, 29, 130
INVAR-1, Run: 048, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 11, 41, 9, 4, 4, 9, 18, 27, 20, 41
INVAR-1, Run: 049, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 10, 79, 9, 6, 2, 9, 18, 27, 19, 79
INVAR-1, Run: 050, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 19, 107, 9, 5, 3, 9, 18, 27, 28, 107
INVAR-1, Run: 051, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 23, 177, 9, 7, 1, 9, 18, 27, 32, 177
INVAR-1, Run: 052, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 17, 101, 9, 5, 3, 9, 18, 27, 26, 101
INVAR-1, Run: 053, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 21, 65, 9, 5, 3, 9, 18, 27, 30, 65
INVAR-1, Run: 054, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 20, 125, 9, 6, 2, 9, 18, 27, 29, 125
INVAR-1, Run: 055, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 7, 73, 9, 7, 1, 9, 18, 27, 16, 73
INVAR-1, Run: 056, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 14, 118, 9, 7, 1, 9, 18, 27, 23, 118
INVAR-1, Run: 057, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 11, 101, 9, 7, 1, 9, 18, 27, 20, 101
INVAR-1, Run: 058, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 9, 62, 9, 7, 1, 9, 18, 27, 18, 62
INVAR-1, Run: 059, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 29, 143, 9, 6, 2, 9, 18, 27, 38, 143
INVAR-1, Run: 060, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 24, 116, 9, 3, 5, 9, 18, 27, 33, 116
INVAR-1, Run: 061, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 9, 90, 9, 7, 1, 9, 18, 27, 18, 90
INVAR-1, Run: 062, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 13, 86, 9, 6, 2, 9, 18, 27, 22, 86
INVAR-1, Run: 063, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 22, 159, 9, 4, 4, 9, 18, 27, 31, 159
INVAR-1, Run: 064, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 21, 106, 9, 4, 4, 9, 18, 27, 30, 106
INVAR-1, Run: 065, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 17, 90, 9, 6, 2, 9, 18, 27, 26, 90
INVAR-1, Run: 066, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 14, 130, 9, 6, 2, 9, 18, 27, 23, 130
INVAR-1, Run: 067, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 13, 108, 9, 4, 4, 9, 18, 27, 22, 108
INVAR-1, Run: 068, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 19, 85, 9, 5, 3, 9, 18, 27, 28, 85
INVAR-1, Run: 069, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 18, 132, 9, 3, 5, 9, 18, 27, 27, 132
INVAR-1, Run: 070, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 13, 100, 9, 6, 2, 9, 18, 27, 22, 100
INVAR-1, Run: 071, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 20, 126, 9, 5, 3, 9, 18, 27, 29, 126
INVAR-1, Run: 072, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 24, 171, 9, 5, 3, 9, 18, 27, 33, 171
INVAR-1, Run: 073, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 6, 43, 9, 4, 4, 9, 18, 27, 15, 43
INVAR-1, Run: 074, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 17, 95, 9, 6, 2, 9, 18, 27, 26, 95
INVAR-1, Run: 075, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 15, 160, 9, 7, 1, 9, 18, 27, 24, 160
INVAR-1, Run: 076, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 13, 108, 9, 4, 4, 9, 18, 27, 22, 108
INVAR-1, Run: 077, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 20, 153, 9, 5, 3, 9, 18, 27, 29, 153
INVAR-1, Run: 078, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 20, 211, 9, 7, 1, 9, 18, 27, 29, 211
INVAR-1, Run: 079, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 10, 98, 9, 6, 2, 9, 18, 27, 19, 98
INVAR-1, Run: 080, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 17, 44, 9, 5, 3, 9, 18, 27, 26, 44
INVAR-1, Run: 081, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 13, 125, 9, 7, 1, 9, 18, 27, 22, 125
INVAR-1, Run: 082, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 24, 156, 9, 5, 3, 9, 18, 27, 33, 156
INVAR-1, Run: 083, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 28, 94, 9, 4, 4, 9, 18, 27, 37, 94
INVAR-1, Run: 084, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 10, 119, 9, 8, 0, 9, 18, 27, 19, 119
INVAR-1, Run: 085, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 19, 148, 9, 4, 4, 9, 18, 27, 28, 148
