Input Number, Run_Number, Result@ 100, CO, PE, B, X1, H, M, PO, CE, Y, D, A
1, Run: 090, P, 0, 1, 0, 0, 0, 0, 0, 9, 15, 0, 42
1, Run: 091, F, 25, 0, 0, 0, 0, 0, 0, 0, 29, 9, 21
1, Run: 092, F, 2, 0, 1, 0, 0, 0, 0, 1, 8, 8, 43
1, Run: 093, F, 33, 0, 1, 0, 0, 0, 0, 0, 36, 9, 16
1, Run: 094, F, 1, 0, 0, 0, 0, 0, 0, 3, 8, 6, 45
1, Run: 095, F, 21, 0, 0, 0, 0, 0, 0, 0, 25, 9, 25
1, Run: 096, F, 21, 0, 1, 0, 0, 0, 0, 0, 26, 9, 24
1, Run: 097, F, 13, 0, 1, 0, 0, 0, 0, 0, 18, 9, 32
1, Run: 098, F, 4, 0, 1, 0, 0, 0, 0, 0, 9, 9, 41
1, Run: 099, P, 0, 1, 0, 0, 0, 0, 0, 9, 13, 0, 46
1, Run: 100, P, 0, 1, 1, 0, 0, 0, 0, 9, 14, 0, 45
10, Run: 001, F, 411, 0, 0, 0, 0, 0, 0, 0, 455, 100, 101
10, Run: 002, F, 385, 0, 1, 0, 0, 0, 0, 0, 434, 100, 118
10, Run: 003, P, 0, 1, 1, 0, 0, 0, 0, 100, 143, 0, 515
10, Run: 004, F, 267, 0, 1, 0, 0, 0, 0, 0, 312, 100, 244
10, Run: 005, F, 357, 0, 1, 0, 0, 0, 0, 0, 402, 100, 154
10, Run: 006, F, 357, 0, 0, 0, 0, 0, 0, 0, 411, 100, 135
10, Run: 007, F, 189, 0, 0, 0, 0, 0, 0, 0, 241, 100, 307
10, Run: 008, F, 1, 0, 1, 0, 0, 0, 0, 9, 55, 91, 510
10, Run: 009, F, 200, 0, 0, 0, 0, 0, 0, 2, 244, 98, 316
10, Run: 010, F, 92, 0, 0, 0, 0, 0, 0, 0, 140, 100, 412
10, Run: 011, F, 221, 0, 0, 0, 0, 0, 0, 0, 271, 100, 279
10, Run: 012, F, 391, 0, 1, 0, 0, 0, 0, 0, 438, 100, 116
10, Run: 013, F, 13, 0, 0, 0, 0, 0, 0, 1, 68, 99, 479
10, Run: 014, F, 236, 0, 0, 0, 0, 0, 0, 0, 286, 100, 264
10, Run: 015, F, 137, 0, 0, 0, 0, 0, 0, 0, 191, 100, 355
10, Run: 016, F, 5, 0, 0, 0, 0, 0, 0, 2, 55, 98, 499
10, Run: 017, F, 300, 0, 1, 0, 0, 0, 0, 0, 349, 100, 203
10, Run: 018, F, 102, 0, 1, 0, 0, 0, 0, 1, 154, 99, 397
10, Run: 019, F, 133, 0, 1, 0, 0, 0, 0, 0, 180, 100, 374
10, Run: 020, F, 201, 0, 1, 0, 0, 0, 0, 0, 248, 100, 306
10, Run: 021, F, 177, 0, 1, 0, 0, 0, 0, 0, 222, 100, 334
10, Run: 022, F, 26, 0, 1, 0, 0, 0, 0, 1, 78, 99, 473
10, Run: 023, F, 462, 0, 0, 0, 0, 0, 0, 0, 514, 100, 34
10, Run: 024, F, 166, 0, 1, 0, 0, 0, 0, 0, 215, 100, 337
10, Run: 025, F, 273, 0, 0, 0, 0, 0, 0, 0, 321, 100, 231
10, Run: 026, F, 484, 0, 1, 0, 0, 0, 0, 0, 531, 100, 23
10, Run: 027, F, 77, 0, 1, 0, 0, 0, 0, 0, 130, 100, 418
10, Run: 028, P, 0, 1, 0, 0, 0, 0, 0, 100, 152, 0, 496
10, Run: 029, F, 63, 0, 1, 0, 0, 0, 0, 0, 116, 100, 432
10, Run: 030, F, 457, 0, 0, 0, 0, 0, 0, 0, 505, 100, 47
10, Run: 031, F, 231, 0, 0, 0, 0, 0, 0, 0, 277, 100, 277
10, Run: 032, F, 214, 0, 0, 0, 0, 0, 0, 0, 266, 100, 282
10, Run: 033, F, 103, 0, 1, 0, 0, 0, 0, 0, 156, 100, 392
10, Run: 034, F, 47, 0, 1, 0, 0, 0, 0, 0, 98, 100, 452
10, Run: 035, F, 301, 0, 1, 0, 0, 0, 0, 0, 358, 100, 186
10, Run: 036, F, 168, 0, 1, 0, 0, 0, 0, 1, 214, 99, 343
10, Run: 037, F, 62, 0, 0, 0, 0, 0, 0, 0, 114, 100, 434
10, Run: 038, F, 116, 0, 1, 0, 0, 0, 0, 1, 166, 99, 387
10, Run: 039, F, 37, 0, 1, 0, 0, 0, 0, 1, 87, 99, 466
10, Run: 040, F, 215, 0, 1, 0, 0, 0, 0, 0, 262, 100, 292
10, Run: 041, F, 178, 0, 0, 0, 0, 0, 0, 1, 235, 99, 310
10, Run: 042, F, 112, 0, 1, 0, 0, 0, 0, 1, 164, 99, 387
10, Run: 043, F, 291, 0, 0, 0, 0, 0, 0, 0, 337, 100, 217
10, Run: 044, P, 0, 1, 1, 0, 0, 0, 0, 100, 147, 0, 507
10, Run: 045, F, 195, 0, 0, 0, 0, 0, 0, 0, 245, 100, 305
10, Run: 046, F, 95, 0, 0, 0, 0, 0, 0, 0, 147, 100, 401
10, Run: 047, F, 195, 0, 1, 0, 0, 0, 0, 0, 250, 100, 296
10, Run: 048, P, 0, 1, 0, 0, 0, 0, 0, 100, 150, 0, 500
10, Run: 049, F, 260, 0, 1, 0, 0, 0, 0, 0, 311, 100, 239
10, Run: 050, P, 0, 1, 1, 0, 0, 0, 0, 100, 145, 0, 511
10, Run: 051, F, 72, 0, 0, 0, 0, 0, 0, 0, 114, 100, 444
10, Run: 052, F, 4, 0, 1, 0, 0, 0, 0, 8, 63, 92, 495
10, Run: 053, F, 431, 0, 1, 0, 0, 0, 0, 0, 480, 100, 72
10, Run: 054, F, 176, 0, 0, 0, 0, 0, 0, 1, 229, 99, 320
10, Run: 055, F, 234, 0, 0, 0, 0, 0, 0, 0, 284, 100, 266
10, Run: 056, F, 409, 0, 0, 0, 0, 0, 0, 0, 463, 100, 83
10, Run: 057, F, 3, 0, 1, 0, 0, 0, 0, 2, 58, 98, 492
10, Run: 058, F, 333, 0, 0, 0, 0, 0, 0, 0, 379, 100, 175
10, Run: 059, F, 96, 0, 0, 0, 0, 0, 0, 1, 149, 99, 400
10, Run: 060, P, 0, 1, 1, 0, 0, 0, 0, 100, 141, 0, 519
10, Run: 061, F, 317, 0, 0, 0, 0, 0, 0, 0, 363, 100, 191
10, Run: 062, F, 380, 0, 1, 0, 0, 0, 0, 0, 425, 100, 131
10, Run: 063, F, 180, 0, 1, 0, 0, 0, 0, 0, 231, 100, 319
10, Run: 064, F, 271, 0, 1, 0, 0, 0, 0, 0, 320, 100, 232
10, Run: 065, F, 49, 0, 1, 0, 0, 0, 0, 2, 100, 98, 454
10, Run: 066, F, 70, 0, 0, 0, 0, 0, 0, 0, 116, 100, 438
10, Run: 067, P, 0, 1, 1, 0, 0, 0, 0, 100, 147, 0, 507
10, Run: 068, F, 256, 0, 1, 0, 0, 0, 0, 0, 303, 100, 251
10, Run: 069, F, 304, 0, 1, 0, 0, 0, 0, 0, 349, 100, 207
10, Run: 070, F, 174, 0, 1, 0, 0, 0, 0, 0, 221, 100, 333
10, Run: 071, F, 453, 0, 1, 0, 0, 0, 0, 0, 502, 100, 50
10, Run: 072, F, 130, 0, 1, 0, 0, 0, 0, 0, 177, 100, 377
10, Run: 073, F, 398, 0, 0, 0, 0, 0, 0, 0, 444, 100, 110
10, Run: 074, F, 434, 0, 0, 0, 0, 0, 0, 0, 480, 100, 74
10, Run: 075, F, 163, 0, 0, 0, 0, 0, 0, 0, 209, 100, 345
10, Run: 076, F, 113, 0, 0, 0, 0, 0, 0, 1, 162, 99, 391
10, Run: 077, F, 341, 0, 0, 0, 0, 0, 0, 0, 393, 100, 155
10, Run: 078, F, 256, 0, 0, 0, 0, 0, 0, 0, 302, 100, 252
10, Run: 079, F, 334, 0, 0, 0, 0, 0, 0, 1, 393, 99, 150
10, Run: 080, F, 29, 0, 1, 0, 0, 0, 0, 3, 85, 97, 466
10, Run: 081, F, 179, 0, 1, 0, 0, 0, 0, 0, 234, 100, 312
10, Run: 082, F, 230, 0, 1, 0, 0, 0, 0, 0, 277, 100, 277
10, Run: 083, F, 186, 0, 1, 0, 0, 0, 0, 0, 231, 100, 325
10, Run: 084, F, 284, 0, 0, 0, 0, 0, 0, 0, 332, 100, 220
10, Run: 085, F, 59, 0, 0, 0, 0, 0, 0, 1, 116, 99, 429
10, Run: 086, P, 0, 1, 0, 0, 0, 0, 0, 100, 144, 0, 512
10, Run: 087, F, 411, 0, 1, 0, 0, 0, 0, 0, 462, 100, 88
10, Run: 088, P, 0, 1, 1, 0, 0, 0, 0, 100, 145, 0, 511
10, Run: 089, P, 0, 1, 1, 0, 0, 0, 0, 100, 147, 0, 507
10, Run: 090, F, 117, 0, 0, 0, 0, 0, 0, 0, 165, 100, 387
10, Run: 091, F, 297, 0, 0, 0, 0, 0, 0, 0, 343, 100, 211
10, Run: 092, F, 112, 0, 1, 0, 0, 0, 0, 3, 158, 97, 403
10, Run: 093, F, 40, 0, 0, 0, 0, 0, 0, 1, 83, 99, 476
10, Run: 094, F, 138, 0, 0, 0, 0, 0, 0, 0, 188, 100, 362
10, Run: 095, P, 0, 1, 0, 0, 0, 0, 0, 100, 150, 0, 500
10, Run: 096, F, 172, 0, 1, 0, 0, 0, 0, 0, 219, 100, 335
10, Run: 097, P, 0, 1, 0, 0, 0, 0, 0, 100, 142, 0, 516
10, Run: 098, F, 77, 0, 0, 0, 0, 0, 0, 1, 132, 99, 415
10, Run: 099, F, 50, 0, 1, 0, 0, 0, 0, 2, 105, 98, 445
10, Run: 100, P, 0, 1, 0, 0, 0, 0, 0, 100, 146, 0, 508
2, Run: 001, F, 86, 0, 1, 0, 0, 0, 0, 0, 101, 28, 53
2, Run: 002, F, 98, 0, 1, 0, 0, 0, 0, 0, 113, 28, 41
2, Run: 003, F, 35, 0, 0, 0, 0, 0, 0, 2, 49, 26, 109
2, Run: 004, F, 15, 0, 0, 0, 0, 0, 0, 0, 27, 28, 129
2, Run: 005, F, 66, 0, 0, 0, 0, 0, 0, 0, 76, 28, 82
2, Run: 006, P, 0, 1, 1, 0, 0, 0, 0, 28, 41, 0, 143
2, Run: 007, F, 77, 0, 0, 0, 0, 0, 0, 0, 93, 28, 59
2, Run: 008, F, 45, 0, 1, 0, 0, 0, 0, 0, 62, 28, 90
2, Run: 009, F, 83, 0, 0, 0, 0, 0, 0, 0, 97, 28, 57
2, Run: 010, P, 0, 1, 0, 0, 0, 0, 0, 28, 40, 0, 144
2, Run: 011, P, 0, 1, 1, 0, 0, 0, 0, 28, 43, 0, 139
2, Run: 012, F, 16, 0, 0, 0, 0, 0, 0, 0, 30, 28, 124
2, Run: 013, F, 67, 0, 1, 0, 0, 0, 0, 0, 84, 28, 68
2, Run: 014, F, 39, 0, 0, 0, 0, 0, 0, 0, 55, 28, 97
2, Run: 015, F, 25, 0, 1, 0, 0, 0, 0, 0, 38, 28, 118
2, Run: 016, F, 45, 0, 1, 0, 0, 0, 0, 0, 62, 28, 90
2, Run: 017, P, 0, 1, 1, 0, 0, 0, 0, 28, 39, 0, 147
2, Run: 018, P, 0, 1, 0, 0, 0, 0, 0, 28, 42, 0, 140
2, Run: 019, F, 24, 0, 0, 0, 0, 0, 0, 1, 39, 27, 116
2, Run: 020, F, 1, 0, 0, 0, 0, 0, 0, 3, 20, 25, 135
2, Run: 021, F, 67, 0, 0, 0, 0, 0, 0, 0, 79, 28, 77
2, Run: 022, P, 0, 1, 1, 0, 0, 0, 0, 28, 37, 0, 151
2, Run: 023, F, 33, 0, 1, 0, 0, 0, 0, 1, 47, 27, 110
2, Run: 024, F, 72, 0, 0, 0, 0, 0, 0, 0, 90, 28, 60
2, Run: 025, F, 23, 0, 0, 0, 0, 0, 0, 0, 35, 28, 121
2, Run: 026, F, 62, 0, 0, 0, 0, 0, 0, 2, 80, 26, 74
2, Run: 027, F, 26, 0, 1, 0, 0, 0, 0, 0, 41, 28, 113
2, Run: 028, F, 65, 0, 1, 0, 0, 0, 0, 1, 79, 27, 78
2, Run: 029, F, 40, 0, 0, 0, 0, 0, 0, 0, 50, 28, 108
2, Run: 030, F, 11, 0, 1, 0, 0, 0, 0, 3, 27, 25, 132
2, Run: 031, F, 14, 0, 0, 0, 0, 0, 0, 1, 31, 27, 122
2, Run: 032, F, 21, 0, 0, 0, 0, 0, 0, 1, 34, 27, 123
2, Run: 033, F, 9, 0, 0, 0, 0, 0, 0, 3, 30, 25, 123
2, Run: 034, F, 75, 0, 0, 0, 0, 0, 0, 0, 87, 28, 69
2, Run: 035, F, 31, 0, 1, 0, 0, 0, 0, 1, 45, 27, 112
2, Run: 036, P, 0, 1, 1, 0, 0, 0, 0, 28, 41, 0, 143
2, Run: 037, F, 23, 0, 0, 0, 0, 0, 0, 0, 39, 28, 113
2, Run: 038, F, 3, 0, 0, 0, 0, 0, 0, 2, 23, 26, 129
2, Run: 039, P, 0, 1, 0, 0, 0, 0, 0, 28, 46, 0, 132
2, Run: 040, F, 85, 0, 1, 0, 0, 0, 0, 0, 96, 28, 62
2, Run: 041, F, 101, 0, 1, 0, 0, 0, 0, 1, 119, 27, 34
2, Run: 042, F, 19, 0, 0, 0, 0, 0, 0, 0, 35, 28, 117
2, Run: 043, P, 0, 1, 0, 0, 0, 0, 0, 28, 46, 0, 132
2, Run: 044, F, 80, 0, 0, 0, 0, 0, 0, 1, 95, 27, 60
2, Run: 045, F, 75, 0, 0, 0, 0, 0, 0, 0, 91, 28, 61
2, Run: 046, F, 3, 0, 1, 0, 0, 0, 0, 2, 24, 26, 128
2, Run: 047, P, 0, 1, 1, 0, 0, 0, 0, 28, 41, 0, 143
2, Run: 048, F, 2, 0, 0, 0, 0, 0, 0, 3, 19, 25, 138
2, Run: 049, F, 11, 0, 1, 0, 0, 0, 0, 1, 27, 27, 128
2, Run: 050, P, 0, 1, 1, 0, 0, 0, 0, 28, 41, 0, 143
2, Run: 051, P, 0, 1, 1, 0, 0, 0, 0, 28, 45, 0, 135
2, Run: 052, F, 4, 0, 1, 0, 0, 0, 0, 3, 18, 25, 143
2, Run: 053, F, 34, 0, 0, 0, 0, 0, 0, 0, 48, 28, 106
2, Run: 054, F, 77, 0, 0, 0, 0, 0, 0, 0, 91, 28, 63
2, Run: 055, F, 26, 0, 0, 0, 0, 0, 0, 2, 44, 26, 110
2, Run: 056, F, 74, 0, 0, 0, 0, 0, 0, 0, 90, 28, 62
2, Run: 057, F, 8, 0, 0, 0, 0, 0, 0, 0, 20, 28, 136
2, Run: 058, F, 36, 0, 1, 0, 0, 0, 0, 1, 50, 27, 107
2, Run: 059, P, 0, 1, 1, 0, 0, 0, 0, 28, 37, 0, 151
2, Run: 060, F, 51, 0, 0, 0, 0, 0, 0, 0, 71, 28, 77
2, Run: 061, P, 0, 1, 1, 0, 0, 0, 0, 28, 45, 0, 135
2, Run: 062, F, 25, 0, 0, 0, 0, 0, 0, 0, 39, 28, 115
2, Run: 063, F, 17, 0, 1, 0, 0, 0, 0, 1, 33, 27, 122
2, Run: 064, F, 43, 0, 0, 0, 0, 0, 0, 0, 61, 28, 89
2, Run: 065, P, 0, 1, 1, 0, 0, 0, 0, 28, 39, 0, 147
2, Run: 066, F, 24, 0, 0, 0, 0, 0, 0, 3, 39, 25, 120
2, Run: 067, F, 87, 0, 0, 0, 0, 0, 0, 0, 101, 28, 53
2, Run: 068, F, 9, 0, 0, 0, 0, 0, 0, 0, 25, 28, 127
2, Run: 069, F, 55, 0, 1, 0, 0, 0, 0, 0, 68, 28, 88
2, Run: 070, F, 85, 0, 1, 0, 0, 0, 0, 0, 98, 28, 58
2, Run: 071, F, 65, 0, 1, 0, 0, 0, 0, 0, 82, 28, 70
2, Run: 072, F, 62, 0, 1, 0, 0, 0, 0, 1, 80, 27, 73
2, Run: 073, F, 71, 0, 0, 0, 0, 0, 0, 0, 87, 28, 65
2, Run: 074, P, 0, 1, 1, 0, 0, 0, 0, 28, 39, 0, 147
2, Run: 075, F, 57, 0, 0, 0, 0, 0, 0, 0, 67, 28, 91
2, Run: 076, F, 61, 0, 1, 0, 0, 0, 0, 0, 78, 28, 74
2, Run: 077, F, 38, 0, 1, 0, 0, 0, 0, 0, 53, 28, 101
2, Run: 078, F, 91, 0, 1, 0, 0, 0, 0, 0, 108, 28, 44
2, Run: 079, F, 119, 0, 0, 0, 0, 0, 0, 0, 135, 28, 17
2, Run: 080, F, 27, 0, 1, 0, 0, 0, 0, 1, 43, 27, 112
2, Run: 081, F, 29, 0, 1, 0, 0, 0, 0, 1, 43, 27, 114
2, Run: 082, F, 83, 0, 1, 0, 0, 0, 0, 0, 98, 28, 56
2, Run: 083, F, 2, 0, 0, 0, 0, 0, 0, 2, 18, 26, 138
2, Run: 084, F, 49, 0, 1, 0, 0, 0, 0, 0, 64, 28, 90
2, Run: 085, F, 5, 0, 0, 0, 0, 0, 0, 3, 18, 25, 143
2, Run: 086, P, 0, 1, 0, 0, 0, 0, 0, 28, 40, 0, 144
2, Run: 087, F, 60, 0, 0, 0, 0, 0, 0, 0, 72, 28, 84
2, Run: 088, P, 0, 1, 0, 0, 0, 0, 0, 28, 44, 0, 136
2, Run: 089, F, 113, 0, 1, 0, 0, 0, 0, 0, 130, 28, 22
2, Run: 090, F, 54, 0, 1, 0, 0, 0, 0, 0, 67, 28, 89
2, Run: 091, F, 26, 0, 0, 0, 0, 0, 0, 2, 44, 26, 110
2, Run: 092, F, 51, 0, 1, 0, 0, 0, 0, 1, 71, 27, 80
2, Run: 093, F, 86, 0, 0, 0, 0, 0, 0, 0, 102, 28, 50
2, Run: 094, F, 15, 0, 1, 0, 0, 0, 0, 0, 26, 28, 132
2, Run: 095, P, 0, 1, 1, 0, 0, 0, 0, 28, 45, 0, 135
2, Run: 096, F, 31, 0, 1, 0, 0, 0, 0, 1, 47, 27, 108
2, Run: 097, F, 86, 0, 0, 0, 0, 0, 0, 0, 100, 28, 54
2, Run: 098, F, 7, 0, 0, 0, 0, 0, 0, 2, 23, 26, 133
2, Run: 099, F, 22, 0, 0, 0, 0, 0, 0, 1, 37, 27, 118
2, Run: 100, P, 0, 1, 1, 0, 0, 0, 0, 28, 37, 0, 151
3, Run: 001, F, 66, 0, 0, 0, 0, 0, 0, 0, 106, 82, 346
3, Run: 002, F, 225, 0, 0, 0, 0, 0, 0, 0, 263, 82, 191
3, Run: 003, F, 185, 0, 0, 0, 0, 0, 0, 0, 215, 82, 247
3, Run: 004, F, 273, 0, 0, 0, 0, 0, 0, 0, 313, 82, 139
3, Run: 005, F, 35, 0, 1, 0, 0, 0, 0, 0, 68, 82, 392
3, Run: 006, F, 369, 0, 0, 0, 0, 0, 0, 0, 409, 82, 43
3, Run: 007, P, 0, 1, 1, 0, 0, 0, 0, 82, 121, 0, 415
3, Run: 008, F, 246, 0, 1, 0, 0, 0, 0, 0, 291, 82, 157
3, Run: 009, F, 126, 0, 0, 0, 0, 0, 0, 1, 169, 81, 282
3, Run: 010, F, 26, 0, 0, 0, 0, 0, 0, 0, 64, 82, 390
3, Run: 011, F, 310, 0, 1, 0, 0, 0, 0, 0, 345, 82, 113
3, Run: 012, F, 13, 0, 1, 0, 0, 0, 0, 3, 57, 79, 398
3, Run: 013, F, 253, 0, 1, 0, 0, 0, 0, 0, 294, 82, 158
3, Run: 014, F, 30, 0, 1, 0, 0, 0, 0, 2, 75, 80, 377
3, Run: 015, F, 276, 0, 0, 0, 0, 0, 0, 0, 312, 82, 144
3, Run: 016, F, 245, 0, 1, 0, 0, 0, 0, 0, 282, 82, 174
3, Run: 017, F, 169, 0, 0, 0, 0, 0, 0, 1, 212, 81, 239
3, Run: 018, F, 59, 0, 0, 0, 0, 0, 0, 0, 103, 82, 345
3, Run: 019, F, 15, 0, 1, 0, 0, 0, 0, 2, 58, 80, 396
3, Run: 020, F, 116, 0, 0, 0, 0, 0, 0, 0, 150, 82, 308
3, Run: 021, F, 170, 0, 0, 0, 0, 0, 0, 0, 212, 82, 238
3, Run: 022, F, 8, 0, 1, 0, 0, 0, 0, 4, 53, 78, 403
3, Run: 023, F, 126, 0, 1, 0, 0, 0, 0, 0, 167, 82, 285
