Input Number, Run_Number, Result@ 100, X1, H, PO, CE, Y, D, CO, PE, A, M, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 091, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 7, 0, 9, 4, 4, 9, 0, 0, 16, 0
INVAR-1, Run: 092, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 22, 0, 9, 4, 4, 9, 0, 0, 31, 0
INVAR-1, Run: 093, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 2, 0, 9, 6, 2, 9, 0, 0, 11, 0
INVAR-1, Run: 094, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 11, 0, 9, 3, 5, 9, 0, 0, 20, 0
INVAR-1, Run: 095, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 13, 0, 9, 5, 3, 9, 0, 0, 22, 0
INVAR-1, Run: 096, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 5, 0, 9, 5, 3, 9, 0, 0, 14, 0
INVAR-1, Run: 097, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 13, 0, 9, 6, 2, 9, 0, 0, 22, 0
INVAR-1, Run: 098, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 16, 0, 9, 6, 2, 9, 0, 0, 25, 0
INVAR-1, Run: 099, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 6, 0, 9, 6, 2, 9, 0, 0, 15, 0
INVAR-1, Run: 100, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 7, 0, 9, 6, 2, 9, 0, 0, 16, 0
INVAR-10, Run: 001, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 865, 0, 100, 66, 33, 100, 0, 0, 965, 0
INVAR-10, Run: 002, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 753, 0, 100, 66, 33, 100, 0, 0, 853, 0
INVAR-10, Run: 003, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 811, 0, 100, 62, 37, 100, 0, 0, 911, 0
INVAR-10, Run: 004, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 680, 0, 100, 66, 33, 100, 0, 0, 780, 0
INVAR-10, Run: 005, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 707, 0, 100, 62, 37, 100, 0, 0, 807, 0
INVAR-10, Run: 006, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 759, 0, 100, 68, 31, 100, 0, 0, 859, 0
INVAR-10, Run: 007, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 667, 0, 100, 58, 41, 100, 0, 0, 767, 0
INVAR-10, Run: 008, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 875, 0, 100, 50, 49, 100, 0, 0, 975, 0
INVAR-10, Run: 009, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 730, 0, 100, 57, 42, 100, 0, 0, 830, 0
INVAR-10, Run: 010, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 913, 0, 100, 66, 33, 100, 0, 0, 1013, 0
INVAR-10, Run: 011, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 762, 0, 100, 63, 36, 100, 0, 0, 862, 0
INVAR-10, Run: 012, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 785, 0, 100, 62, 37, 100, 0, 0, 885, 0
INVAR-10, Run: 013, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 990, 0, 100, 60, 39, 100, 0, 0, 1090, 0
INVAR-10, Run: 014, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 963, 0, 100, 67, 32, 100, 0, 0, 1063, 0
INVAR-10, Run: 015, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 808, 0, 100, 52, 47, 100, 0, 0, 908, 0
INVAR-10, Run: 016, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 653, 0, 100, 61, 38, 100, 0, 0, 753, 0
INVAR-10, Run: 017, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 917, 0, 100, 63, 36, 100, 0, 0, 1017, 0
INVAR-10, Run: 018, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 707, 0, 100, 59, 40, 100, 0, 0, 807, 0
INVAR-10, Run: 019, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 740, 0, 100, 58, 41, 100, 0, 0, 840, 0
INVAR-10, Run: 020, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 719, 0, 100, 71, 28, 100, 0, 0, 819, 0
INVAR-10, Run: 021, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 964, 0, 100, 71, 28, 100, 0, 0, 1064, 0
INVAR-10, Run: 022, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 558, 0, 100, 73, 26, 100, 0, 0, 658, 0
INVAR-10, Run: 023, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 858, 0, 100, 61, 38, 100, 0, 0, 958, 0
INVAR-10, Run: 024, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 663, 0, 100, 62, 37, 100, 0, 0, 763, 0
INVAR-10, Run: 025, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 883, 0, 100, 59, 40, 100, 0, 0, 983, 0
INVAR-10, Run: 026, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 741, 0, 100, 61, 38, 100, 0, 0, 841, 0
INVAR-10, Run: 027, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 663, 0, 100, 66, 33, 100, 0, 0, 763, 0
INVAR-10, Run: 028, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 724, 0, 100, 55, 44, 100, 0, 0, 824, 0
INVAR-10, Run: 029, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 965, 0, 100, 64, 35, 100, 0, 0, 1065, 0
INVAR-10, Run: 030, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 708, 0, 100, 63, 36, 100, 0, 0, 808, 0
INVAR-10, Run: 031, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 616, 0, 100, 67, 32, 100, 0, 0, 716, 0
INVAR-10, Run: 032, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 778, 0, 100, 59, 40, 100, 0, 0, 878, 0
INVAR-10, Run: 033, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 802, 0, 100, 63, 36, 100, 0, 0, 902, 0
INVAR-10, Run: 034, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 861, 0, 100, 65, 34, 100, 0, 0, 961, 0
INVAR-10, Run: 035, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 595, 0, 100, 66, 33, 100, 0, 0, 695, 0
INVAR-10, Run: 036, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 775, 0, 100, 50, 49, 100, 0, 0, 875, 0
INVAR-10, Run: 037, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 806, 0, 100, 70, 29, 100, 0, 0, 906, 0
INVAR-10, Run: 038, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 862, 0, 100, 61, 38, 100, 0, 0, 962, 0
INVAR-10, Run: 039, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 902, 0, 100, 56, 43, 100, 0, 0, 1002, 0
INVAR-10, Run: 040, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 932, 0, 100, 60, 39, 100, 0, 0, 1032, 0
INVAR-10, Run: 041, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 710, 0, 100, 68, 31, 100, 0, 0, 810, 0
INVAR-10, Run: 042, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 640, 0, 100, 68, 31, 100, 0, 0, 740, 0
INVAR-10, Run: 043, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 996, 0, 100, 67, 32, 100, 0, 0, 1096, 0
INVAR-10, Run: 044, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 900, 0, 100, 55, 44, 100, 0, 0, 1000, 0
INVAR-10, Run: 045, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 653, 0, 100, 69, 30, 100, 0, 0, 753, 0
INVAR-10, Run: 046, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 706, 0, 100, 67, 32, 100, 0, 0, 806, 0
INVAR-10, Run: 047, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 1159, 0, 100, 60, 39, 100, 0, 0, 1259, 0
INVAR-10, Run: 048, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 520, 0, 100, 56, 43, 100, 0, 0, 620, 0
INVAR-10, Run: 049, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 959, 0, 100, 49, 50, 100, 0, 0, 1059, 0
INVAR-10, Run: 050, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 737, 0, 100, 57, 42, 100, 0, 0, 837, 0
INVAR-10, Run: 051, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 738, 0, 100, 62, 37, 100, 0, 0, 838, 0
INVAR-10, Run: 052, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 683, 0, 100, 66, 33, 100, 0, 0, 783, 0
INVAR-10, Run: 053, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 802, 0, 100, 67, 32, 100, 0, 0, 902, 0
INVAR-10, Run: 054, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 921, 0, 100, 62, 37, 100, 0, 0, 1021, 0
INVAR-10, Run: 055, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 956, 0, 100, 57, 42, 100, 0, 0, 1056, 0
INVAR-10, Run: 056, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 884, 0, 100, 68, 31, 100, 0, 0, 984, 0
INVAR-10, Run: 057, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 913, 0, 100, 60, 39, 100, 0, 0, 1013, 0
INVAR-10, Run: 058, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 973, 0, 100, 55, 44, 100, 0, 0, 1073, 0
INVAR-10, Run: 059, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 856, 0, 100, 53, 46, 100, 0, 0, 956, 0
INVAR-10, Run: 060, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 614, 0, 100, 67, 32, 100, 0, 0, 714, 0
INVAR-10, Run: 061, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 878, 0, 100, 62, 37, 100, 0, 0, 978, 0
INVAR-10, Run: 062, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 819, 0, 100, 60, 39, 100, 0, 0, 919, 0
INVAR-10, Run: 063, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 809, 0, 100, 65, 34, 100, 0, 0, 909, 0
INVAR-10, Run: 064, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 901, 0, 100, 54, 45, 100, 0, 0, 1001, 0
INVAR-10, Run: 065, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 777, 0, 100, 54, 45, 100, 0, 0, 877, 0
INVAR-10, Run: 066, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 733, 0, 100, 69, 30, 100, 0, 0, 833, 0
INVAR-10, Run: 067, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 681, 0, 100, 68, 31, 100, 0, 0, 781, 0
INVAR-10, Run: 068, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 1092, 0, 100, 66, 33, 100, 0, 0, 1192, 0
INVAR-10, Run: 069, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 746, 0, 100, 65, 34, 100, 0, 0, 846, 0
INVAR-10, Run: 070, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 792, 0, 100, 64, 35, 100, 0, 0, 892, 0
INVAR-10, Run: 071, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 674, 0, 100, 70, 29, 100, 0, 0, 774, 0
INVAR-10, Run: 072, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 1036, 0, 100, 67, 32, 100, 0, 0, 1136, 0
INVAR-10, Run: 073, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 801, 0, 100, 60, 39, 100, 0, 0, 901, 0
INVAR-10, Run: 074, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 702, 0, 100, 73, 26, 100, 0, 0, 802, 0
INVAR-10, Run: 075, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 897, 0, 100, 52, 47, 100, 0, 0, 997, 0
INVAR-10, Run: 076, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 890, 0, 100, 68, 31, 100, 0, 0, 990, 0
INVAR-10, Run: 077, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 778, 0, 100, 65, 34, 100, 0, 0, 878, 0
INVAR-10, Run: 078, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 858, 0, 100, 70, 29, 100, 0, 0, 958, 0
INVAR-10, Run: 079, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 919, 0, 100, 62, 37, 100, 0, 0, 1019, 0
INVAR-10, Run: 080, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 829, 0, 100, 63, 36, 100, 0, 0, 929, 0
INVAR-10, Run: 081, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 808, 0, 100, 63, 36, 100, 0, 0, 908, 0
INVAR-10, Run: 082, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 871, 0, 100, 60, 39, 100, 0, 0, 971, 0
INVAR-10, Run: 083, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 801, 0, 100, 63, 36, 100, 0, 0, 901, 0
INVAR-10, Run: 084, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 658, 0, 100, 68, 31, 100, 0, 0, 758, 0
INVAR-10, Run: 085, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 1154, 0, 100, 58, 41, 100, 0, 0, 1254, 0
INVAR-10, Run: 086, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 724, 0, 100, 64, 35, 100, 0, 0, 824, 0
INVAR-10, Run: 087, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 708, 0, 100, 66, 33, 100, 0, 0, 808, 0
INVAR-10, Run: 088, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 861, 0, 100, 64, 35, 100, 0, 0, 961, 0
INVAR-10, Run: 089, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 699, 0, 100, 64, 35, 100, 0, 0, 799, 0
INVAR-10, Run: 090, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 695, 0, 100, 56, 43, 100, 0, 0, 795, 0
INVAR-10, Run: 091, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 708, 0, 100, 68, 31, 100, 0, 0, 808, 0
INVAR-10, Run: 092, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 650, 0, 100, 68, 31, 100, 0, 0, 750, 0
INVAR-10, Run: 093, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 869, 0, 100, 58, 41, 100, 0, 0, 969, 0
INVAR-10, Run: 094, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 810, 0, 100, 64, 35, 100, 0, 0, 910, 0
INVAR-10, Run: 095, P, 0, 0, 0, 100, 100, 0, 0, 1, 0, 0, 0, 200, 990, 0, 100, 56, 43, 100, 0, 0, 1090, 0
