Input Number, Run_Number, Result@ 100, X1, H, PO, CE, Y, D, CO, PE, A, M, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 054, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 27, 0, 9, 4, 4, 9, 0, 0, 36, 0
INVAR-1, Run: 055, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 16, 0, 9, 5, 3, 9, 0, 0, 25, 0
INVAR-1, Run: 056, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 12, 0, 9, 4, 4, 9, 0, 0, 21, 0
INVAR-1, Run: 057, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 2, 0, 9, 4, 4, 9, 0, 0, 11, 0
INVAR-1, Run: 058, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 15, 0, 9, 6, 2, 9, 0, 0, 24, 0
INVAR-1, Run: 059, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 5, 0, 9, 5, 3, 9, 0, 0, 14, 0
INVAR-1, Run: 060, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 22, 0, 9, 6, 2, 9, 0, 0, 31, 0
INVAR-1, Run: 061, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 7, 0, 9, 5, 3, 9, 0, 0, 16, 0
INVAR-1, Run: 062, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 14, 0, 9, 4, 4, 9, 0, 0, 23, 0
INVAR-1, Run: 063, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 13, 0, 9, 4, 4, 9, 0, 0, 22, 0
INVAR-1, Run: 064, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 14, 0, 9, 4, 4, 9, 0, 0, 23, 0
INVAR-1, Run: 065, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 12, 0, 9, 6, 2, 9, 0, 0, 21, 0
INVAR-1, Run: 066, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 12, 0, 9, 8, 0, 9, 0, 0, 21, 0
INVAR-1, Run: 067, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 15, 0, 9, 6, 2, 9, 0, 0, 24, 0
INVAR-1, Run: 068, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 6, 0, 9, 5, 3, 9, 0, 0, 15, 0
INVAR-1, Run: 069, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 8, 0, 9, 7, 1, 9, 0, 0, 17, 0
INVAR-1, Run: 070, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 21, 0, 9, 2, 6, 9, 0, 0, 30, 0
INVAR-1, Run: 071, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 37, 0, 9, 5, 3, 9, 0, 0, 46, 0
INVAR-1, Run: 072, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 41, 0, 9, 4, 4, 9, 0, 0, 50, 0
INVAR-1, Run: 073, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 14, 0, 9, 6, 2, 9, 0, 0, 23, 0
INVAR-1, Run: 074, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 21, 0, 9, 4, 4, 9, 0, 0, 30, 0
INVAR-1, Run: 075, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 13, 0, 9, 4, 4, 9, 0, 0, 22, 0
INVAR-1, Run: 076, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 8, 0, 9, 6, 2, 9, 0, 0, 17, 0
INVAR-1, Run: 077, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 24, 0, 9, 7, 1, 9, 0, 0, 33, 0
INVAR-1, Run: 078, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 14, 0, 9, 4, 4, 9, 0, 0, 23, 0
INVAR-1, Run: 079, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 19, 0, 9, 3, 5, 9, 0, 0, 28, 0
INVAR-1, Run: 080, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 16, 0, 9, 4, 4, 9, 0, 0, 25, 0
INVAR-1, Run: 081, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 11, 0, 9, 4, 4, 9, 0, 0, 20, 0
INVAR-1, Run: 082, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 11, 0, 9, 4, 4, 9, 0, 0, 20, 0
INVAR-1, Run: 083, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 15, 0, 9, 7, 1, 9, 0, 0, 24, 0
INVAR-1, Run: 084, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 14, 0, 9, 5, 3, 9, 0, 0, 23, 0
INVAR-1, Run: 085, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 13, 0, 9, 7, 1, 9, 0, 0, 22, 0
INVAR-1, Run: 086, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 13, 0, 9, 6, 2, 9, 0, 0, 22, 0
INVAR-1, Run: 087, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 17, 0, 9, 4, 4, 9, 0, 0, 26, 0
INVAR-1, Run: 088, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 14, 0, 9, 2, 6, 9, 0, 0, 23, 0
INVAR-1, Run: 089, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 14, 0, 9, 6, 2, 9, 0, 0, 23, 0
INVAR-1, Run: 090, P, 0, 0, 0, 9, 9, 0, 0, 1, 0, 0, 0, 18, 24, 0, 9, 8, 0, 9, 0, 0, 33, 0
