Input Number, Run_Number, Result@ 100, X1, Y, X2
INVAR-14, Run: 067, F, 1, 89, 0
INVAR-14, Run: 068, F, 0, 103, 0
INVAR-14, Run: 069, F, 0, 93, 0
INVAR-14, Run: 070, F, 2, 98, 0
INVAR-14, Run: 071, F, 0, 110, 0
INVAR-14, Run: 072, F, 2, 112, 0
INVAR-14, Run: 073, F, 0, 114, 0
INVAR-14, Run: 074, F, 0, 92, 0
INVAR-14, Run: 075, F, 0, 116, 0
INVAR-14, Run: 076, F, 0, 109, 0
INVAR-14, Run: 077, F, 3, 96, 0
INVAR-14, Run: 078, F, 0, 93, 0
INVAR-14, Run: 079, F, 2, 105, 0
