Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, P, 0, 0, 0, 0, 9, 6, 0, 0, 1, 76, 22, 18, 0, 3, 1, 0, 0, 9, 18, 16, 9, 3
INVAR-1, Run: 002, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 84, 30, 18, 0, 0, 3, 1, 1, 9, 18, 12, 9, 0
INVAR-1, Run: 003, P, 0, 0, 0, 0, 9, 7, 0, 0, 1, 80, 26, 18, 0, 2, 2, 1, 0, 9, 18, 14, 9, 2
INVAR-1, Run: 004, P, 0, 0, 0, 0, 9, 7, 0, 0, 1, 92, 38, 18, 1, 2, 5, 1, 3, 9, 18, 8, 10, 2
INVAR-1, Run: 005, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 84, 30, 18, 0, 0, 3, 1, 1, 9, 18, 12, 9, 0
INVAR-1, Run: 006, P, 0, 0, 0, 0, 9, 0, 0, 3, 1, 81, 30, 18, 1, 9, 3, 1, 1, 9, 18, 12, 10, 12
INVAR-1, Run: 007, P, 0, 0, 0, 0, 9, 7, 0, 0, 1, 88, 34, 18, 1, 2, 4, 3, 0, 9, 18, 10, 10, 2
INVAR-1, Run: 008, P, 0, 0, 0, 0, 9, 3, 0, 0, 1, 88, 34, 18, 1, 6, 4, 2, 1, 9, 18, 10, 10, 6
INVAR-1, Run: 009, P, 0, 0, 0, 0, 9, 6, 0, 0, 1, 80, 26, 18, 2, 3, 2, 1, 0, 9, 18, 14, 11, 3
INVAR-1, Run: 010, P, 0, 0, 0, 0, 0, 0, 9, 0, 0, 80, 26, 18, 0, 0, 2, 2, 0, 9, 18, 14, 0, 0
INVAR-1, Run: 011, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 84, 30, 18, 0, 0, 3, 1, 1, 9, 18, 12, 9, 0
INVAR-1, Run: 012, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 84, 30, 18, 0, 0, 3, 2, 0, 9, 18, 12, 9, 0
INVAR-1, Run: 013, P, 0, 0, 0, 0, 9, 6, 0, 0, 1, 84, 30, 18, 0, 3, 3, 1, 1, 9, 18, 12, 9, 3
INVAR-1, Run: 014, P, 0, 0, 0, 0, 0, 0, 9, 3, 0, 77, 26, 18, 1, 0, 2, 2, 0, 9, 18, 14, 1, 3
INVAR-1, Run: 015, P, 0, 0, 0, 0, 9, 5, 0, 0, 1, 96, 42, 18, 1, 4, 6, 3, 2, 9, 18, 6, 10, 4
INVAR-1, Run: 016, P, 0, 0, 0, 0, 9, 6, 0, 0, 1, 84, 30, 18, 1, 3, 3, 1, 1, 9, 18, 12, 10, 3
INVAR-1, Run: 017, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 88, 34, 18, 0, 0, 4, 2, 1, 9, 18, 10, 9, 0
INVAR-1, Run: 018, P, 0, 0, 0, 0, 9, 7, 0, 0, 1, 84, 30, 18, 0, 2, 3, 1, 1, 9, 18, 12, 9, 2
INVAR-1, Run: 019, P, 0, 0, 0, 0, 9, 3, 0, 0, 1, 84, 30, 18, 0, 6, 3, 2, 0, 9, 18, 12, 9, 6
INVAR-1, Run: 020, P, 0, 0, 0, 0, 9, 7, 0, 0, 1, 84, 30, 18, 0, 2, 3, 0, 2, 9, 18, 12, 9, 2
INVAR-1, Run: 021, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 80, 26, 18, 0, 0, 2, 0, 1, 9, 18, 14, 9, 0
INVAR-1, Run: 022, P, 0, 0, 0, 0, 9, 4, 0, 0, 1, 80, 26, 18, 2, 5, 2, 1, 0, 9, 18, 14, 11, 5
INVAR-1, Run: 023, P, 0, 0, 0, 0, 0, 0, 9, 0, 0, 88, 34, 18, 0, 0, 4, 4, 0, 9, 18, 10, 0, 0
INVAR-1, Run: 024, P, 0, 0, 0, 0, 0, 0, 9, 0, 0, 80, 26, 18, 0, 0, 2, 2, 0, 9, 18, 14, 0, 0
INVAR-1, Run: 025, P, 0, 0, 0, 0, 9, 8, 0, 0, 1, 80, 26, 18, 0, 1, 2, 0, 1, 9, 18, 14, 9, 1
INVAR-1, Run: 026, P, 0, 0, 0, 0, 9, 1, 0, 0, 1, 84, 30, 18, 3, 8, 3, 2, 0, 9, 18, 12, 12, 8
INVAR-1, Run: 027, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 80, 26, 18, 0, 0, 2, 0, 1, 9, 18, 14, 9, 0
INVAR-1, Run: 028, P, 0, 0, 0, 0, 0, 0, 9, 0, 0, 80, 26, 18, 0, 0, 2, 2, 0, 9, 18, 14, 0, 0
INVAR-1, Run: 029, P, 0, 0, 0, 0, 2, 1, 7, 2, 0, 82, 30, 18, 0, 1, 3, 3, 0, 9, 18, 12, 2, 3
INVAR-1, Run: 030, P, 0, 0, 0, 0, 9, 0, 0, 5, 1, 79, 30, 18, 0, 9, 3, 1, 1, 9, 18, 12, 9, 14
INVAR-1, Run: 031, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 84, 30, 18, 0, 0, 3, 2, 0, 9, 18, 12, 9, 0
INVAR-1, Run: 032, P, 0, 0, 0, 0, 9, 2, 0, 0, 1, 80, 26, 18, 0, 7, 2, 0, 1, 9, 18, 14, 9, 7
INVAR-1, Run: 033, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 84, 30, 18, 0, 0, 3, 1, 1, 9, 18, 12, 9, 0
INVAR-1, Run: 034, P, 0, 0, 0, 0, 1, 1, 8, 2, 0, 86, 34, 18, 2, 0, 4, 4, 0, 9, 18, 10, 3, 2
INVAR-1, Run: 035, P, 0, 0, 0, 0, 9, 0, 0, 0, 1, 80, 26, 18, 0, 9, 2, 0, 1, 9, 18, 14, 9, 9
INVAR-1, Run: 036, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 84, 30, 18, 0, 0, 3, 2, 0, 9, 18, 12, 9, 0
INVAR-1, Run: 037, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 80, 26, 18, 0, 0, 2, 0, 1, 9, 18, 14, 9, 0
INVAR-1, Run: 038, P, 0, 0, 0, 0, 0, 0, 9, 0, 0, 80, 26, 18, 0, 0, 2, 2, 0, 9, 18, 14, 0, 0
INVAR-1, Run: 039, P, 0, 0, 0, 0, 9, 4, 0, 0, 1, 80, 26, 18, 1, 5, 2, 0, 1, 9, 18, 14, 10, 5
INVAR-1, Run: 040, P, 0, 0, 0, 0, 9, 6, 0, 0, 1, 84, 30, 18, 0, 3, 3, 0, 2, 9, 18, 12, 9, 3
INVAR-1, Run: 041, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 84, 30, 18, 0, 0, 3, 0, 2, 9, 18, 12, 9, 0
INVAR-1, Run: 042, P, 0, 0, 0, 0, 9, 6, 0, 0, 1, 88, 34, 18, 5, 3, 4, 1, 2, 9, 18, 10, 14, 3
INVAR-1, Run: 043, P, 0, 0, 0, 0, 9, 6, 0, 0, 1, 88, 34, 18, 1, 3, 4, 1, 2, 9, 18, 10, 10, 3
INVAR-1, Run: 044, P, 0, 0, 0, 0, 9, 0, 0, 0, 1, 80, 26, 18, 1, 9, 2, 1, 0, 9, 18, 14, 10, 9
INVAR-1, Run: 045, P, 0, 0, 0, 0, 9, 7, 0, 0, 1, 80, 26, 18, 0, 2, 2, 1, 0, 9, 18, 14, 9, 2
INVAR-1, Run: 046, P, 0, 0, 0, 0, 9, 5, 0, 0, 1, 84, 30, 18, 1, 4, 3, 2, 0, 9, 18, 12, 10, 4
INVAR-1, Run: 047, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 84, 30, 18, 0, 0, 3, 1, 1, 9, 18, 12, 9, 0
INVAR-1, Run: 048, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 88, 34, 18, 0, 0, 4, 1, 2, 9, 18, 10, 9, 0
INVAR-1, Run: 049, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 88, 34, 18, 0, 0, 4, 1, 2, 9, 18, 10, 9, 0
INVAR-1, Run: 050, P, 0, 0, 0, 0, 1, 1, 8, 5, 0, 79, 30, 18, 0, 0, 3, 2, 1, 9, 18, 12, 1, 5
INVAR-1, Run: 051, P, 0, 0, 0, 0, 0, 0, 9, 0, 0, 84, 30, 18, 0, 0, 3, 3, 0, 9, 18, 12, 0, 0
INVAR-1, Run: 052, P, 0, 0, 0, 0, 9, 8, 0, 0, 1, 84, 30, 18, 2, 1, 3, 0, 2, 9, 18, 12, 11, 1
INVAR-1, Run: 053, P, 0, 0, 0, 0, 9, 8, 0, 0, 1, 88, 34, 18, 0, 1, 4, 1, 2, 9, 18, 10, 9, 1
INVAR-1, Run: 054, P, 0, 0, 0, 0, 9, 0, 0, 0, 1, 80, 26, 18, 0, 9, 2, 0, 1, 9, 18, 14, 9, 9
INVAR-1, Run: 055, P, 0, 0, 0, 0, 0, 0, 9, 1, 0, 83, 30, 18, 1, 0, 3, 3, 0, 9, 18, 12, 1, 1
INVAR-1, Run: 056, P, 0, 0, 0, 0, 9, 7, 0, 0, 1, 80, 26, 18, 0, 2, 2, 0, 1, 9, 18, 14, 9, 2
