Input Number, Run_Number, Result@ 100, PE, X1, M, Y, H, PO, CE, D, CO, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-3, Run: 023, F, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 99, 1931, 56, 1, 2, 56, 164, 246, 155, 1931
INVAR-3, Run: 024, F, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 104, 2375, 56, 5, 0, 56, 164, 246, 104, 2867
INVAR-3, Run: 025, F, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0, 48, 116, 89, 2313, 58, 7, 2, 58, 164, 246, 147, 2313
INVAR-3, Run: 026, F, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 62, 1948, 57, 7, 1, 57, 164, 246, 62, 2440
INVAR-3, Run: 027, F, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 56, 2417, 56, 3, 0, 56, 164, 246, 112, 2417
INVAR-3, Run: 028, F, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0, 48, 116, 84, 2733, 58, 7, 2, 58, 164, 246, 142, 2733
INVAR-3, Run: 029, F, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 67, 1572, 57, 5, 1, 57, 164, 246, 124, 1572
INVAR-3, Run: 030, F, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 405, 4643, 56, 5, 0, 56, 164, 246, 405, 5135
INVAR-3, Run: 031, F, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 61, 1699, 57, 6, 0, 57, 164, 246, 118, 1699
INVAR-3, Run: 032, F, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 47, 2392, 57, 6, 0, 57, 164, 246, 104, 2392
INVAR-3, Run: 033, F, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 348, 3706, 57, 8, 0, 57, 164, 246, 348, 4198
INVAR-3, Run: 034, F, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 82, 2179, 57, 8, 0, 57, 164, 246, 82, 2671
INVAR-3, Run: 035, F, 0, 0, 0, 75, 0, 0, 23, 33, 0, 492, 0, 52, 112, 120, 2083, 56, 4, 0, 56, 164, 246, 143, 2083
INVAR-3, Run: 036, F, 0, 0, 0, 539, 1, 1, 0, 58, 492, 0, 0, 47, 117, 219, 3124, 58, 9, 2, 58, 164, 246, 219, 3616
INVAR-3, Run: 037, F, 0, 0, 0, 60, 0, 0, 6, 51, 4, 488, 0, 50, 114, 77, 2001, 57, 7, 0, 57, 164, 246, 83, 2005
INVAR-3, Run: 038, F, 0, 0, 0, 539, 1, 1, 0, 58, 492, 0, 0, 47, 117, 89, 2216, 58, 10, 1, 58, 164, 246, 89, 2708
INVAR-3, Run: 039, F, 1, 0, 0, 105, 0, 0, 59, 0, 0, 492, 0, 46, 118, 102, 2600, 59, 12, 0, 59, 164, 246, 161, 2600
INVAR-3, Run: 040, F, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 172, 2429, 57, 8, 0, 57, 164, 246, 172, 2921
INVAR-3, Run: 041, F, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 61, 1806, 56, 3, 0, 56, 164, 246, 117, 1806
INVAR-3, Run: 042, F, 0, 0, 0, 81, 0, 0, 29, 27, 0, 492, 0, 52, 112, 48, 1905, 56, 4, 0, 56, 164, 246, 77, 1905
INVAR-3, Run: 043, F, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 69, 1285, 56, 3, 2, 56, 164, 246, 69, 1777
INVAR-3, Run: 044, F, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 48, 1649, 57, 6, 0, 57, 164, 246, 105, 1649
INVAR-3, Run: 045, F, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 58, 1366, 56, 3, 0, 56, 164, 246, 114, 1366
INVAR-3, Run: 046, F, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 46, 1797, 56, 4, 1, 56, 164, 246, 46, 2289
INVAR-3, Run: 047, F, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 50, 1305, 57, 8, 0, 57, 164, 246, 50, 1797
INVAR-3, Run: 048, F, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 168, 1978, 57, 6, 2, 57, 164, 246, 168, 2470
INVAR-3, Run: 049, F, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0, 48, 116, 62, 1735, 58, 9, 0, 58, 164, 246, 120, 1735
INVAR-3, Run: 050, F, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 54, 1360, 56, 2, 1, 56, 164, 246, 110, 1360
INVAR-3, Run: 051, F, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 50, 1714, 56, 3, 0, 56, 164, 246, 106, 1714
INVAR-3, Run: 052, F, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 59, 1643, 57, 6, 2, 57, 164, 246, 59, 2135
INVAR-3, Run: 053, F, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 76, 1620, 56, 1, 2, 56, 164, 246, 132, 1620
INVAR-3, Run: 054, F, 0, 0, 0, 72, 0, 0, 2, 55, 20, 472, 0, 50, 114, 66, 2149, 57, 7, 0, 57, 164, 246, 68, 2169
INVAR-3, Run: 055, F, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 86, 1161, 57, 8, 0, 57, 164, 246, 86, 1653
INVAR-3, Run: 056, F, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 90, 1437, 56, 4, 1, 56, 164, 246, 90, 1929
INVAR-3, Run: 057, F, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 83, 1571, 57, 5, 1, 57, 164, 246, 140, 1571
INVAR-3, Run: 058, F, 0, 0, 0, 545, 1, 1, 0, 55, 492, 0, 0, 53, 111, 86, 1482, 55, 2, 0, 55, 164, 246, 86, 1974
INVAR-3, Run: 059, F, 0, 0, 0, 545, 1, 1, 0, 55, 492, 0, 0, 53, 111, 25, 1412, 55, 2, 0, 55, 164, 246, 25, 1904
INVAR-3, Run: 060, F, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 61, 1318, 56, 5, 0, 56, 164, 246, 61, 1810
INVAR-3, Run: 061, F, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 171, 1735, 57, 5, 3, 57, 164, 246, 171, 2227
INVAR-3, Run: 062, F, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 75, 1510, 56, 3, 0, 56, 164, 246, 131, 1510
INVAR-3, Run: 063, F, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 109, 2467, 56, 5, 0, 56, 164, 246, 109, 2959
INVAR-3, Run: 064, F, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0, 48, 116, 114, 1833, 58, 8, 1, 58, 164, 246, 172, 1833
INVAR-3, Run: 065, F, 0, 0, 0, 68, 0, 0, 16, 40, 0, 492, 0, 52, 112, 72, 1319, 56, 4, 0, 56, 164, 246, 88, 1319
INVAR-3, Run: 066, F, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 88, 1564, 57, 8, 0, 57, 164, 246, 88, 2056
INVAR-3, Run: 067, F, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 132, 1956, 56, 4, 1, 56, 164, 246, 132, 2448
INVAR-3, Run: 068, F, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 63, 1799, 56, 3, 0, 56, 164, 246, 119, 1799
INVAR-3, Run: 069, F, 0, 0, 0, 545, 1, 1, 0, 55, 492, 0, 0, 53, 111, 73, 1540, 55, 2, 0, 55, 164, 246, 73, 2032
INVAR-3, Run: 070, F, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 65, 2085, 57, 6, 0, 57, 164, 246, 122, 2085
INVAR-3, Run: 071, F, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0, 48, 116, 52, 1936, 58, 9, 0, 58, 164, 246, 110, 1936
INVAR-3, Run: 072, F, 1, 0, 0, 106, 0, 0, 58, 0, 0, 492, 0, 48, 116, 92, 2434, 58, 8, 1, 58, 164, 246, 150, 2434
INVAR-3, Run: 073, F, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 67, 1667, 56, 3, 2, 56, 164, 246, 67, 2159
INVAR-3, Run: 074, F, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 170, 2218, 56, 5, 0, 56, 164, 246, 170, 2710
INVAR-3, Run: 075, F, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 123, 1632, 57, 7, 1, 57, 164, 246, 123, 2124
INVAR-3, Run: 076, F, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 202, 2767, 57, 8, 0, 57, 164, 246, 202, 3259
INVAR-3, Run: 077, F, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 74, 1827, 56, 4, 1, 56, 164, 246, 74, 2319
INVAR-3, Run: 078, F, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 76, 2386, 56, 3, 0, 56, 164, 246, 132, 2386
INVAR-3, Run: 079, F, 0, 0, 0, 539, 1, 1, 0, 58, 492, 0, 0, 47, 117, 143, 2048, 58, 11, 0, 58, 164, 246, 143, 2540
INVAR-3, Run: 080, F, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 83, 1740, 56, 5, 0, 56, 164, 246, 83, 2232
INVAR-3, Run: 081, F, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 50, 1675, 56, 3, 0, 56, 164, 246, 106, 1675
INVAR-3, Run: 082, F, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 78, 2080, 57, 6, 0, 57, 164, 246, 135, 2080
INVAR-3, Run: 083, F, 0, 0, 0, 545, 1, 1, 0, 55, 492, 0, 0, 53, 111, 73, 1502, 55, 2, 0, 55, 164, 246, 73, 1994
INVAR-3, Run: 084, F, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 50, 1734, 57, 5, 1, 57, 164, 246, 107, 1734
INVAR-3, Run: 085, F, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 86, 2032, 56, 5, 0, 56, 164, 246, 86, 2524
INVAR-3, Run: 086, F, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 91, 2116, 56, 3, 0, 56, 164, 246, 147, 2116
INVAR-3, Run: 087, F, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 37, 1327, 57, 4, 2, 57, 164, 246, 94, 1327
INVAR-3, Run: 088, F, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 37, 1172, 57, 4, 2, 57, 164, 246, 94, 1172
INVAR-3, Run: 089, F, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 71, 1529, 57, 8, 0, 57, 164, 246, 71, 2021
INVAR-3, Run: 090, F, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 195, 3287, 56, 5, 0, 56, 164, 246, 195, 3779
INVAR-3, Run: 091, F, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 89, 1428, 56, 4, 1, 56, 164, 246, 89, 1920
INVAR-3, Run: 092, F, 0, 0, 0, 60, 0, 0, 4, 52, 4, 488, 0, 52, 112, 40, 2069, 56, 4, 0, 56, 164, 246, 44, 2073
INVAR-3, Run: 093, F, 0, 0, 0, 137, 0, 0, 0, 56, 85, 407, 0, 52, 112, 58, 1418, 56, 4, 0, 56, 164, 246, 58, 1503
INVAR-3, Run: 094, F, 0, 0, 0, 545, 1, 1, 0, 55, 492, 0, 0, 53, 111, 71, 2124, 55, 2, 0, 55, 164, 246, 71, 2616
INVAR-3, Run: 095, F, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 88, 1816, 57, 6, 0, 57, 164, 246, 145, 1816
INVAR-3, Run: 096, F, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 117, 1990, 57, 5, 1, 57, 164, 246, 174, 1990
INVAR-3, Run: 097, F, 0, 0, 0, 545, 1, 1, 0, 55, 492, 0, 0, 53, 111, 68, 1918, 55, 2, 0, 55, 164, 246, 68, 2410
INVAR-3, Run: 098, F, 0, 0, 0, 545, 1, 1, 0, 55, 492, 0, 0, 53, 111, 82, 1406, 55, 2, 0, 55, 164, 246, 82, 1898
INVAR-3, Run: 099, F, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 62, 2017, 56, 3, 0, 56, 164, 246, 118, 2017
INVAR-3, Run: 100, F, 0, 0, 0, 76, 0, 0, 22, 33, 0, 492, 0, 54, 110, 78, 1676, 55, 1, 0, 55, 164, 246, 100, 1676
INVAR-4, Run: 001, F, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1, 9, 30, 13, 249, 15, 5, 0, 15, 39, 58, 28, 249
INVAR-4, Run: 002, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 10, 139, 14, 2, 0, 14, 39, 58, 24, 139
INVAR-4, Run: 003, F, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 5, 98, 13, 1, 0, 13, 39, 58, 5, 216
INVAR-4, Run: 004, F, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1, 9, 30, 14, 270, 15, 4, 1, 15, 39, 58, 29, 270
INVAR-4, Run: 005, F, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 8, 150, 13, 1, 0, 13, 39, 58, 8, 268
INVAR-4, Run: 006, F, 0, 0, 0, 16, 0, 0, 5, 9, 0, 118, 1, 11, 28, 4, 255, 14, 2, 1, 14, 39, 58, 9, 255
INVAR-4, Run: 007, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 17, 139, 14, 1, 1, 14, 39, 58, 31, 139
INVAR-4, Run: 008, F, 0, 0, 0, 19, 0, 0, 8, 6, 0, 118, 1, 11, 28, 3, 120, 14, 3, 0, 14, 39, 58, 11, 120
INVAR-4, Run: 009, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 7, 209, 14, 2, 0, 14, 39, 58, 21, 209
INVAR-4, Run: 010, F, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1, 9, 30, 14, 232, 15, 3, 2, 15, 39, 58, 29, 232
INVAR-4, Run: 011, F, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1, 9, 30, 10, 101, 15, 3, 2, 15, 39, 58, 25, 101
INVAR-4, Run: 012, F, 0, 0, 0, 19, 0, 0, 6, 7, 0, 118, 1, 13, 26, 8, 105, 13, 0, 0, 13, 39, 58, 14, 105
INVAR-4, Run: 013, F, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 11, 124, 14, 4, 0, 14, 39, 58, 11, 242
INVAR-4, Run: 014, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 9, 251, 14, 2, 0, 14, 39, 58, 23, 251
INVAR-4, Run: 015, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 5, 139, 14, 2, 0, 14, 39, 58, 19, 139
INVAR-4, Run: 016, F, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 17, 195, 13, 1, 0, 13, 39, 58, 17, 313
INVAR-4, Run: 017, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 9, 206, 14, 2, 0, 14, 39, 58, 23, 206
INVAR-4, Run: 018, F, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 9, 99, 13, 1, 0, 13, 39, 58, 9, 217
INVAR-4, Run: 019, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 9, 108, 14, 0, 2, 14, 39, 58, 23, 108
INVAR-4, Run: 020, F, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 33, 409, 13, 1, 0, 13, 39, 58, 33, 527
INVAR-4, Run: 021, F, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 14, 120, 13, 1, 0, 13, 39, 58, 14, 238
INVAR-4, Run: 022, F, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 10, 121, 14, 4, 0, 14, 39, 58, 10, 239
INVAR-4, Run: 023, F, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 40, 334, 14, 4, 0, 14, 39, 58, 40, 452
INVAR-4, Run: 024, F, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 24, 234, 13, 1, 0, 13, 39, 58, 24, 352
INVAR-4, Run: 025, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 8, 205, 14, 2, 0, 14, 39, 58, 22, 205
INVAR-4, Run: 026, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 7, 212, 14, 2, 0, 14, 39, 58, 21, 212
INVAR-4, Run: 027, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 5, 175, 14, 2, 0, 14, 39, 58, 19, 175
INVAR-4, Run: 028, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 17, 262, 14, 2, 0, 14, 39, 58, 31, 262
INVAR-4, Run: 029, F, 0, 0, 0, 19, 0, 0, 8, 6, 0, 118, 1, 11, 28, 12, 156, 14, 1, 2, 14, 39, 58, 20, 156
INVAR-4, Run: 030, F, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 33, 216, 14, 4, 0, 14, 39, 58, 33, 334
INVAR-4, Run: 031, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 4, 223, 14, 1, 1, 14, 39, 58, 18, 223
INVAR-4, Run: 032, F, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 13, 198, 14, 3, 1, 14, 39, 58, 13, 316
INVAR-4, Run: 033, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 8, 185, 14, 2, 0, 14, 39, 58, 22, 185
INVAR-4, Run: 034, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 6, 257, 14, 2, 0, 14, 39, 58, 20, 257
INVAR-4, Run: 035, F, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1, 9, 30, 26, 273, 15, 4, 1, 15, 39, 58, 41, 273
INVAR-4, Run: 036, F, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 15, 173, 13, 1, 0, 13, 39, 58, 15, 291
INVAR-4, Run: 037, F, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 24, 160, 14, 3, 1, 14, 39, 58, 24, 278
INVAR-4, Run: 038, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 11, 151, 14, 2, 0, 14, 39, 58, 25, 151
INVAR-4, Run: 039, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 3, 173, 14, 1, 1, 14, 39, 58, 17, 173
INVAR-4, Run: 040, F, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1, 9, 30, 15, 215, 15, 4, 1, 15, 39, 58, 30, 215
INVAR-4, Run: 041, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 23, 211, 14, 2, 0, 14, 39, 58, 37, 211
INVAR-4, Run: 042, F, 0, 0, 0, 18, 0, 0, 7, 7, 0, 118, 1, 11, 28, 2, 108, 14, 3, 0, 14, 39, 58, 9, 108
INVAR-4, Run: 043, F, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 19, 243, 13, 1, 0, 13, 39, 58, 19, 361
INVAR-4, Run: 044, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 12, 231, 14, 2, 0, 14, 39, 58, 26, 231
INVAR-4, Run: 045, F, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 14, 323, 14, 3, 1, 14, 39, 58, 14, 441
INVAR-4, Run: 046, F, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1, 9, 30, 19, 257, 15, 4, 1, 15, 39, 58, 34, 257
INVAR-4, Run: 047, F, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 14, 108, 14, 2, 2, 14, 39, 58, 14, 226
INVAR-4, Run: 048, F, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 10, 148, 14, 3, 1, 14, 39, 58, 10, 266
INVAR-4, Run: 049, F, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 5, 130, 13, 1, 0, 13, 39, 58, 5, 248
INVAR-4, Run: 050, F, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 13, 116, 13, 0, 1, 13, 39, 58, 13, 234
INVAR-4, Run: 051, F, 0, 0, 0, 21, 0, 0, 10, 4, 0, 118, 1, 11, 28, 6, 157, 14, 3, 0, 14, 39, 58, 16, 157
INVAR-4, Run: 052, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 12, 219, 14, 2, 0, 14, 39, 58, 26, 219
INVAR-4, Run: 053, F, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 20, 119, 14, 4, 0, 14, 39, 58, 20, 237
INVAR-4, Run: 054, F, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1, 9, 30, 6, 219, 15, 5, 0, 15, 39, 58, 21, 219
INVAR-4, Run: 055, F, 0, 0, 0, 21, 0, 0, 10, 4, 0, 118, 1, 11, 28, 6, 138, 14, 3, 0, 14, 39, 58, 16, 138
INVAR-4, Run: 056, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 14, 224, 14, 2, 0, 14, 39, 58, 28, 224
INVAR-4, Run: 057, F, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 14, 215, 14, 4, 0, 14, 39, 58, 14, 333
INVAR-4, Run: 058, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 9, 281, 14, 2, 0, 14, 39, 58, 23, 281
INVAR-4, Run: 059, F, 0, 0, 0, 17, 0, 0, 3, 10, 1, 117, 1, 13, 26, 10, 249, 13, 0, 0, 13, 39, 58, 13, 250
INVAR-4, Run: 060, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 12, 181, 14, 1, 1, 14, 39, 58, 26, 181
INVAR-4, Run: 061, F, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 5, 157, 14, 3, 1, 14, 39, 58, 5, 275
INVAR-4, Run: 062, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 15, 306, 14, 2, 0, 14, 39, 58, 29, 306
INVAR-4, Run: 063, F, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 11, 193, 14, 4, 0, 14, 39, 58, 11, 311
INVAR-4, Run: 064, F, 0, 0, 0, 16, 0, 0, 4, 10, 1, 117, 1, 11, 28, 9, 213, 14, 2, 1, 14, 39, 58, 13, 214
INVAR-4, Run: 065, F, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 7, 209, 13, 1, 0, 13, 39, 58, 7, 327
INVAR-4, Run: 066, F, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 14, 126, 13, 1, 0, 13, 39, 58, 14, 244
INVAR-4, Run: 067, F, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1, 9, 30, 9, 123, 15, 4, 1, 15, 39, 58, 24, 123
INVAR-4, Run: 068, F, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1, 9, 30, 4, 160, 15, 5, 0, 15, 39, 58, 19, 160
INVAR-4, Run: 069, F, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1, 9, 30, 12, 175, 15, 4, 1, 15, 39, 58, 27, 175
INVAR-4, Run: 070, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 15, 222, 14, 1, 1, 14, 39, 58, 29, 222
INVAR-4, Run: 071, F, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1, 9, 30, 13, 159, 15, 5, 0, 15, 39, 58, 28, 159
INVAR-4, Run: 072, F, 0, 0, 0, 20, 0, 0, 9, 5, 0, 118, 1, 11, 28, 11, 152, 14, 3, 0, 14, 39, 58, 20, 152
INVAR-4, Run: 073, F, 0, 0, 0, 21, 0, 0, 10, 4, 0, 118, 1, 11, 28, 7, 98, 14, 2, 1, 14, 39, 58, 17, 98
INVAR-4, Run: 074, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 10, 137, 14, 1, 1, 14, 39, 58, 24, 137
INVAR-4, Run: 075, F, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 52, 394, 13, 1, 0, 13, 39, 58, 52, 512
INVAR-4, Run: 076, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 15, 121, 14, 0, 2, 14, 39, 58, 29, 121
INVAR-4, Run: 077, F, 1, 0, 0, 24, 0, 0, 15, 0, 0, 118, 1, 9, 30, 29, 352, 15, 3, 2, 15, 39, 58, 44, 352
INVAR-4, Run: 078, F, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 28, 300, 14, 4, 0, 14, 39, 58, 28, 418
INVAR-4, Run: 079, F, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 17, 163, 14, 4, 0, 14, 39, 58, 17, 281
INVAR-4, Run: 080, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 6, 148, 14, 2, 0, 14, 39, 58, 20, 148
INVAR-4, Run: 081, F, 0, 0, 0, 14, 0, 0, 1, 12, 0, 118, 1, 13, 26, 6, 168, 13, 0, 0, 13, 39, 58, 7, 168
INVAR-4, Run: 082, F, 0, 0, 0, 130, 1, 1, 0, 13, 118, 0, 1, 12, 27, 4, 83, 13, 1, 0, 13, 39, 58, 4, 201
INVAR-4, Run: 083, F, 0, 0, 0, 128, 1, 1, 0, 14, 118, 0, 1, 10, 29, 37, 385, 14, 4, 0, 14, 39, 58, 37, 503
INVAR-4, Run: 084, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 21, 222, 14, 0, 2, 14, 39, 58, 35, 222
INVAR-4, Run: 085, F, 1, 0, 0, 25, 0, 0, 14, 0, 0, 118, 1, 11, 28, 12, 292, 14, 2, 0, 14, 39, 58, 26, 292
