Input Number, Run_Number, Result@ 100, PE, X1, M, Y, H, PO, CE, D, CO, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 060, F, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 107, 2184, 69, 8, 0, 69, 200, 300, 107, 2784
INVAR-10, Run: 061, F, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 86, 2592, 69, 5, 1, 69, 200, 300, 155, 2592
INVAR-10, Run: 062, F, 1, 0, 0, 130, 0, 0, 70, 0, 0, 600, 0, 60, 140, 96, 3354, 70, 9, 0, 70, 200, 300, 166, 3354
INVAR-10, Run: 063, F, 0, 0, 0, 665, 1, 1, 0, 67, 600, 0, 0, 65, 135, 88, 2576, 67, 2, 0, 67, 200, 300, 88, 3176
INVAR-10, Run: 064, F, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 102, 3123, 69, 6, 0, 69, 200, 300, 171, 3123
INVAR-10, Run: 065, F, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 96, 1957, 69, 8, 0, 69, 200, 300, 96, 2557
INVAR-10, Run: 066, F, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 142, 2903, 69, 6, 2, 69, 200, 300, 142, 3503
INVAR-10, Run: 067, F, 1, 0, 0, 132, 0, 0, 68, 0, 0, 600, 0, 64, 136, 78, 1958, 68, 2, 1, 68, 200, 300, 146, 1958
INVAR-10, Run: 068, F, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 105, 2891, 68, 5, 0, 68, 200, 300, 105, 3491
INVAR-10, Run: 069, F, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 166, 2079, 69, 6, 2, 69, 200, 300, 166, 2679
INVAR-10, Run: 070, F, 1, 0, 0, 130, 0, 0, 70, 0, 0, 600, 0, 60, 140, 156, 2993, 70, 7, 2, 70, 200, 300, 226, 2993
INVAR-10, Run: 071, F, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 78, 2221, 69, 8, 0, 69, 200, 300, 78, 2821
INVAR-10, Run: 072, F, 1, 0, 0, 130, 0, 0, 70, 0, 0, 600, 0, 60, 140, 108, 2845, 70, 8, 1, 70, 200, 300, 178, 2845
INVAR-10, Run: 073, F, 0, 0, 0, 107, 0, 0, 45, 24, 0, 600, 0, 62, 138, 91, 2429, 69, 6, 1, 69, 200, 300, 136, 2429
INVAR-10, Run: 074, F, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 202, 3134, 69, 7, 1, 69, 200, 300, 202, 3734
INVAR-10, Run: 075, F, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 115, 2198, 68, 5, 0, 68, 200, 300, 115, 2798
INVAR-10, Run: 076, F, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 113, 2277, 69, 6, 2, 69, 200, 300, 113, 2877
INVAR-10, Run: 077, F, 1, 0, 0, 130, 0, 0, 70, 0, 0, 600, 0, 60, 140, 126, 2212, 70, 9, 0, 70, 200, 300, 196, 2212
INVAR-10, Run: 078, F, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 91, 2352, 69, 5, 1, 69, 200, 300, 160, 2352
INVAR-10, Run: 079, F, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 76, 2582, 69, 8, 0, 69, 200, 300, 76, 3182
INVAR-10, Run: 080, F, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 187, 2918, 69, 6, 2, 69, 200, 300, 187, 3518
INVAR-10, Run: 081, F, 1, 0, 0, 128, 0, 0, 72, 0, 0, 600, 0, 56, 144, 115, 2083, 72, 14, 1, 72, 200, 300, 187, 2083
INVAR-10, Run: 082, F, 1, 0, 0, 133, 0, 0, 67, 0, 0, 600, 0, 66, 134, 80, 2683, 67, 0, 0, 67, 200, 300, 147, 2683
INVAR-10, Run: 083, F, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 121, 3008, 69, 8, 0, 69, 200, 300, 121, 3608
INVAR-10, Run: 084, F, 0, 0, 0, 665, 1, 1, 0, 67, 600, 0, 0, 65, 135, 119, 1934, 67, 1, 1, 67, 200, 300, 119, 2534
INVAR-10, Run: 085, F, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 82, 3165, 68, 5, 0, 68, 200, 300, 82, 3765
INVAR-10, Run: 086, F, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 51, 2051, 69, 5, 1, 69, 200, 300, 120, 2051
INVAR-10, Run: 087, F, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 115, 2703, 69, 5, 1, 69, 200, 300, 184, 2703
INVAR-10, Run: 088, F, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 161, 3646, 69, 6, 0, 69, 200, 300, 230, 3646
INVAR-10, Run: 089, F, 0, 0, 0, 79, 0, 0, 15, 53, 0, 600, 0, 64, 136, 112, 2067, 68, 2, 2, 68, 200, 300, 127, 2067
INVAR-10, Run: 090, F, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 79, 2138, 68, 5, 0, 68, 200, 300, 79, 2738
INVAR-10, Run: 091, F, 0, 0, 0, 93, 0, 0, 31, 38, 0, 600, 0, 62, 138, 58, 2347, 69, 7, 0, 69, 200, 300, 89, 2347
INVAR-10, Run: 092, F, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 123, 2691, 68, 4, 1, 68, 200, 300, 123, 3291
INVAR-10, Run: 093, F, 0, 0, 0, 93, 0, 0, 31, 38, 0, 600, 0, 62, 138, 67, 2478, 69, 7, 0, 69, 200, 300, 98, 2478
INVAR-10, Run: 094, F, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 301, 3125, 68, 5, 0, 68, 200, 300, 301, 3725
INVAR-10, Run: 095, F, 0, 0, 0, 663, 1, 1, 0, 68, 600, 0, 0, 63, 137, 88, 2017, 68, 5, 0, 68, 200, 300, 88, 2617
INVAR-10, Run: 096, F, 0, 0, 0, 92, 0, 0, 32, 38, 0, 600, 0, 60, 140, 84, 2377, 70, 9, 1, 70, 200, 300, 116, 2377
INVAR-10, Run: 097, F, 1, 0, 0, 131, 0, 0, 69, 0, 0, 600, 0, 62, 138, 97, 2505, 69, 5, 1, 69, 200, 300, 166, 2505
INVAR-10, Run: 098, F, 0, 0, 0, 87, 0, 0, 23, 45, 0, 600, 0, 64, 136, 63, 2089, 68, 4, 0, 68, 200, 300, 86, 2089
INVAR-10, Run: 099, F, 1, 0, 0, 130, 0, 0, 70, 0, 0, 600, 0, 60, 140, 151, 2843, 70, 8, 1, 70, 200, 300, 221, 2843
INVAR-10, Run: 100, F, 0, 0, 0, 661, 1, 1, 0, 69, 600, 0, 0, 61, 139, 128, 2621, 69, 7, 1, 69, 200, 300, 128, 3221
INVAR-2, Run: 001, F, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 54, 486, 19, 2, 0, 19, 56, 84, 54, 654
INVAR-2, Run: 002, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 19, 408, 20, 3, 0, 20, 56, 84, 39, 408
INVAR-2, Run: 003, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 14, 328, 20, 3, 0, 20, 56, 84, 34, 328
INVAR-2, Run: 004, F, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 16, 216, 20, 3, 2, 20, 56, 84, 16, 384
INVAR-2, Run: 005, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 17, 338, 20, 2, 1, 20, 56, 84, 37, 338
INVAR-2, Run: 006, F, 0, 0, 0, 25, 0, 0, 7, 12, 0, 168, 0, 18, 38, 12, 250, 19, 1, 0, 19, 56, 84, 19, 250
INVAR-2, Run: 007, F, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 43, 480, 20, 5, 0, 20, 56, 84, 43, 648
INVAR-2, Run: 008, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 11, 415, 20, 3, 0, 20, 56, 84, 31, 415
INVAR-2, Run: 009, F, 0, 0, 0, 181, 1, 1, 0, 21, 168, 0, 0, 13, 43, 26, 468, 21, 8, 0, 21, 56, 84, 26, 636
INVAR-2, Run: 010, F, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 47, 371, 20, 5, 0, 20, 56, 84, 47, 539
INVAR-2, Run: 011, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 27, 541, 20, 2, 1, 20, 56, 84, 47, 541
INVAR-2, Run: 012, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 33, 508, 20, 3, 0, 20, 56, 84, 53, 508
INVAR-2, Run: 013, F, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 15, 262, 19, 2, 0, 19, 56, 84, 15, 430
INVAR-2, Run: 014, F, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 15, 201, 19, 2, 0, 19, 56, 84, 15, 369
INVAR-2, Run: 015, F, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 64, 408, 20, 5, 0, 20, 56, 84, 64, 576
INVAR-2, Run: 016, F, 0, 0, 0, 27, 0, 0, 11, 9, 0, 168, 0, 16, 40, 9, 474, 20, 3, 1, 20, 56, 84, 20, 474
INVAR-2, Run: 017, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 13, 257, 20, 3, 0, 20, 56, 84, 33, 257
INVAR-2, Run: 018, F, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 38, 362, 20, 5, 0, 20, 56, 84, 38, 530
INVAR-2, Run: 019, F, 0, 0, 0, 28, 0, 0, 12, 8, 0, 168, 0, 16, 40, 5, 152, 20, 3, 1, 20, 56, 84, 17, 152
INVAR-2, Run: 020, F, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 27, 476, 20, 5, 0, 20, 56, 84, 27, 644
INVAR-2, Run: 021, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 6, 365, 20, 3, 0, 20, 56, 84, 26, 365
INVAR-2, Run: 022, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 25, 394, 20, 2, 1, 20, 56, 84, 45, 394
INVAR-2, Run: 023, F, 1, 0, 0, 35, 0, 0, 21, 0, 0, 168, 0, 14, 42, 26, 476, 21, 5, 1, 21, 56, 84, 47, 476
INVAR-2, Run: 024, F, 0, 0, 0, 19, 0, 0, 2, 18, 1, 167, 0, 16, 40, 21, 359, 20, 3, 1, 20, 56, 84, 23, 360
INVAR-2, Run: 025, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 38, 401, 20, 2, 1, 20, 56, 84, 58, 401
INVAR-2, Run: 026, F, 0, 0, 0, 52, 0, 0, 0, 20, 36, 132, 0, 16, 40, 15, 306, 20, 4, 0, 20, 56, 84, 15, 342
INVAR-2, Run: 027, F, 1, 0, 0, 37, 0, 0, 19, 0, 0, 168, 0, 18, 38, 2, 253, 19, 0, 0, 19, 56, 84, 21, 253
INVAR-2, Run: 028, F, 1, 0, 0, 35, 0, 0, 21, 0, 0, 168, 0, 14, 42, 9, 307, 21, 5, 1, 21, 56, 84, 30, 307
INVAR-2, Run: 029, F, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 25, 403, 20, 4, 1, 20, 56, 84, 25, 571
INVAR-2, Run: 030, F, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 47, 467, 19, 2, 0, 19, 56, 84, 47, 635
INVAR-2, Run: 031, F, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 24, 489, 20, 5, 0, 20, 56, 84, 24, 657
INVAR-2, Run: 032, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 13, 370, 20, 3, 0, 20, 56, 84, 33, 370
INVAR-2, Run: 033, F, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 23, 259, 20, 4, 1, 20, 56, 84, 23, 427
INVAR-2, Run: 034, F, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 56, 489, 20, 5, 0, 20, 56, 84, 56, 657
INVAR-2, Run: 035, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 14, 268, 20, 2, 1, 20, 56, 84, 34, 268
INVAR-2, Run: 036, F, 0, 0, 0, 54, 0, 0, 0, 19, 36, 132, 0, 18, 38, 8, 199, 19, 0, 1, 19, 56, 84, 8, 235
INVAR-2, Run: 037, F, 0, 0, 0, 181, 1, 1, 0, 21, 168, 0, 0, 13, 43, 66, 528, 21, 7, 1, 21, 56, 84, 66, 696
INVAR-2, Run: 038, F, 0, 0, 0, 25, 0, 0, 1, 18, 6, 162, 0, 18, 38, 9, 253, 19, 1, 0, 19, 56, 84, 10, 259
INVAR-2, Run: 039, F, 1, 0, 0, 35, 0, 0, 21, 0, 0, 168, 0, 14, 42, 22, 287, 21, 6, 0, 21, 56, 84, 43, 287
INVAR-2, Run: 040, F, 0, 0, 0, 25, 0, 0, 2, 18, 7, 161, 0, 16, 40, 8, 365, 20, 4, 0, 20, 56, 84, 10, 372
INVAR-2, Run: 041, F, 1, 0, 0, 35, 0, 0, 21, 0, 0, 168, 0, 14, 42, 34, 350, 21, 4, 2, 21, 56, 84, 55, 350
INVAR-2, Run: 042, F, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 11, 315, 19, 2, 0, 19, 56, 84, 11, 483
INVAR-2, Run: 043, F, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 16, 261, 19, 1, 1, 19, 56, 84, 16, 429
INVAR-2, Run: 044, F, 1, 0, 0, 37, 0, 0, 19, 0, 0, 168, 0, 18, 38, 16, 387, 19, 0, 0, 19, 56, 84, 35, 387
INVAR-2, Run: 045, F, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 24, 329, 19, 2, 0, 19, 56, 84, 24, 497
INVAR-2, Run: 046, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 13, 264, 20, 1, 2, 20, 56, 84, 33, 264
INVAR-2, Run: 047, F, 1, 0, 0, 35, 0, 0, 21, 0, 0, 168, 0, 14, 42, 16, 487, 21, 6, 0, 21, 56, 84, 37, 487
INVAR-2, Run: 048, F, 1, 0, 0, 37, 0, 0, 19, 0, 0, 168, 0, 18, 38, 11, 335, 19, 0, 0, 19, 56, 84, 30, 335
INVAR-2, Run: 049, F, 1, 0, 0, 35, 0, 0, 21, 0, 0, 168, 0, 14, 42, 15, 428, 21, 5, 1, 21, 56, 84, 36, 428
INVAR-2, Run: 050, F, 1, 0, 0, 35, 0, 0, 21, 0, 0, 168, 0, 14, 42, 68, 711, 21, 6, 0, 21, 56, 84, 89, 711
INVAR-2, Run: 051, F, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 20, 318, 20, 4, 1, 20, 56, 84, 20, 486
INVAR-2, Run: 052, F, 1, 0, 0, 35, 0, 0, 21, 0, 0, 168, 0, 14, 42, 40, 366, 21, 4, 2, 21, 56, 84, 61, 366
INVAR-2, Run: 053, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 24, 410, 20, 3, 0, 20, 56, 84, 44, 410
INVAR-2, Run: 054, F, 1, 0, 0, 35, 0, 0, 21, 0, 0, 168, 0, 14, 42, 10, 256, 21, 5, 1, 21, 56, 84, 31, 256
INVAR-2, Run: 055, F, 0, 0, 0, 34, 0, 0, 16, 3, 0, 168, 0, 18, 38, 24, 109, 19, 1, 0, 19, 56, 84, 40, 109
INVAR-2, Run: 056, F, 0, 0, 0, 20, 0, 0, 5, 16, 1, 167, 0, 14, 42, 15, 346, 21, 7, 0, 21, 56, 84, 20, 347
INVAR-2, Run: 057, F, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 26, 428, 20, 5, 0, 20, 56, 84, 26, 596
INVAR-2, Run: 058, F, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 71, 845, 19, 2, 0, 19, 56, 84, 71, 1013
INVAR-2, Run: 059, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 28, 398, 20, 3, 0, 20, 56, 84, 48, 398
INVAR-2, Run: 060, F, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 39, 340, 19, 2, 0, 19, 56, 84, 39, 508
INVAR-2, Run: 061, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 18, 450, 20, 2, 1, 20, 56, 84, 38, 450
INVAR-2, Run: 062, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 13, 361, 20, 3, 0, 20, 56, 84, 33, 361
INVAR-2, Run: 063, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 15, 309, 20, 3, 0, 20, 56, 84, 35, 309
INVAR-2, Run: 064, F, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 51, 419, 20, 5, 0, 20, 56, 84, 51, 587
INVAR-2, Run: 065, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 15, 282, 20, 3, 0, 20, 56, 84, 35, 282
INVAR-2, Run: 066, F, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 35, 358, 20, 5, 0, 20, 56, 84, 35, 526
INVAR-2, Run: 067, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 22, 366, 20, 3, 0, 20, 56, 84, 42, 366
INVAR-2, Run: 068, F, 0, 0, 0, 26, 0, 0, 8, 11, 0, 168, 0, 18, 38, 8, 178, 19, 1, 0, 19, 56, 84, 16, 178
INVAR-2, Run: 069, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 22, 356, 20, 2, 1, 20, 56, 84, 42, 356
INVAR-2, Run: 070, F, 1, 0, 0, 35, 0, 0, 21, 0, 0, 168, 0, 14, 42, 23, 346, 21, 4, 2, 21, 56, 84, 44, 346
INVAR-2, Run: 071, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 30, 551, 20, 2, 1, 20, 56, 84, 50, 551
INVAR-2, Run: 072, F, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 15, 420, 19, 2, 0, 19, 56, 84, 15, 588
INVAR-2, Run: 073, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 15, 397, 20, 2, 1, 20, 56, 84, 35, 397
INVAR-2, Run: 074, F, 1, 0, 0, 37, 0, 0, 19, 0, 0, 168, 0, 18, 38, 12, 262, 19, 0, 0, 19, 56, 84, 31, 262
INVAR-2, Run: 075, F, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 45, 534, 20, 4, 1, 20, 56, 84, 45, 702
INVAR-2, Run: 076, F, 1, 0, 0, 37, 0, 0, 19, 0, 0, 168, 0, 18, 38, 24, 293, 19, 0, 0, 19, 56, 84, 43, 293
INVAR-2, Run: 077, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 12, 272, 20, 2, 1, 20, 56, 84, 32, 272
INVAR-2, Run: 078, F, 1, 0, 0, 35, 0, 0, 21, 0, 0, 168, 0, 14, 42, 8, 302, 21, 6, 0, 21, 56, 84, 29, 302
INVAR-2, Run: 079, F, 0, 0, 0, 27, 0, 0, 15, 7, 0, 168, 0, 12, 44, 9, 185, 22, 10, 0, 22, 56, 84, 24, 185
INVAR-2, Run: 080, F, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 23, 353, 20, 5, 0, 20, 56, 84, 23, 521
INVAR-2, Run: 081, F, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 44, 499, 20, 5, 0, 20, 56, 84, 44, 667
INVAR-2, Run: 082, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 6, 148, 20, 3, 0, 20, 56, 84, 26, 148
INVAR-2, Run: 083, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 12, 171, 20, 3, 0, 20, 56, 84, 32, 171
INVAR-2, Run: 084, F, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 10, 175, 19, 2, 0, 19, 56, 84, 10, 343
INVAR-2, Run: 085, F, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 19, 442, 19, 2, 0, 19, 56, 84, 19, 610
INVAR-2, Run: 086, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 15, 372, 20, 3, 0, 20, 56, 84, 35, 372
INVAR-2, Run: 087, F, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 21, 281, 19, 2, 0, 19, 56, 84, 21, 449
INVAR-2, Run: 088, F, 1, 0, 0, 35, 0, 0, 21, 0, 0, 168, 0, 14, 42, 9, 394, 21, 6, 0, 21, 56, 84, 30, 394
INVAR-2, Run: 089, F, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 51, 536, 20, 5, 0, 20, 56, 84, 51, 704
INVAR-2, Run: 090, F, 0, 0, 0, 183, 1, 1, 0, 20, 168, 0, 0, 15, 41, 19, 227, 20, 4, 1, 20, 56, 84, 19, 395
INVAR-2, Run: 091, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 23, 371, 20, 1, 2, 20, 56, 84, 43, 371
INVAR-2, Run: 092, F, 0, 0, 0, 31, 0, 0, 15, 5, 0, 168, 0, 16, 40, 13, 280, 20, 3, 1, 20, 56, 84, 28, 280
INVAR-2, Run: 093, F, 1, 0, 0, 37, 0, 0, 19, 0, 0, 168, 0, 18, 38, 13, 406, 19, 0, 0, 19, 56, 84, 32, 406
INVAR-2, Run: 094, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 16, 395, 20, 3, 0, 20, 56, 84, 36, 395
INVAR-2, Run: 095, F, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 23, 206, 19, 2, 0, 19, 56, 84, 23, 374
INVAR-2, Run: 096, F, 0, 0, 0, 181, 1, 1, 0, 21, 168, 0, 0, 13, 43, 55, 608, 21, 6, 2, 21, 56, 84, 55, 776
INVAR-2, Run: 097, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 15, 452, 20, 3, 0, 20, 56, 84, 35, 452
INVAR-2, Run: 098, F, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 11, 313, 19, 2, 0, 19, 56, 84, 11, 481
INVAR-2, Run: 099, F, 0, 0, 0, 185, 1, 1, 0, 19, 168, 0, 0, 17, 39, 30, 327, 19, 1, 1, 19, 56, 84, 30, 495
INVAR-2, Run: 100, F, 1, 0, 0, 36, 0, 0, 20, 0, 0, 168, 0, 16, 40, 14, 252, 20, 2, 1, 20, 56, 84, 34, 252
INVAR-3, Run: 001, F, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 98, 1678, 57, 8, 0, 57, 164, 246, 98, 2170
INVAR-3, Run: 002, F, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 83, 1548, 57, 5, 1, 57, 164, 246, 140, 1548
INVAR-3, Run: 003, F, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 61, 2109, 57, 6, 0, 57, 164, 246, 118, 2109
INVAR-3, Run: 004, F, 0, 0, 0, 539, 1, 1, 0, 58, 492, 0, 0, 47, 117, 86, 2201, 58, 10, 1, 58, 164, 246, 86, 2693
INVAR-3, Run: 005, F, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 102, 2020, 57, 8, 0, 57, 164, 246, 102, 2512
INVAR-3, Run: 006, F, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 108, 2958, 57, 6, 0, 57, 164, 246, 165, 2958
INVAR-3, Run: 007, F, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 72, 1658, 57, 7, 1, 57, 164, 246, 72, 2150
INVAR-3, Run: 008, F, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 96, 1778, 56, 5, 0, 56, 164, 246, 96, 2270
INVAR-3, Run: 009, F, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 84, 2306, 56, 4, 1, 56, 164, 246, 84, 2798
INVAR-3, Run: 010, F, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 40, 2051, 57, 6, 0, 57, 164, 246, 97, 2051
INVAR-3, Run: 011, F, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 79, 2517, 56, 5, 0, 56, 164, 246, 79, 3009
INVAR-3, Run: 012, F, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 35, 1650, 57, 6, 0, 57, 164, 246, 92, 1650
INVAR-3, Run: 013, F, 0, 0, 0, 541, 1, 1, 0, 57, 492, 0, 0, 49, 115, 66, 1769, 57, 7, 1, 57, 164, 246, 66, 2261
INVAR-3, Run: 014, F, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 189, 2721, 56, 5, 0, 56, 164, 246, 189, 3213
INVAR-3, Run: 015, F, 0, 0, 0, 67, 0, 0, 17, 40, 0, 492, 0, 50, 114, 56, 1602, 57, 6, 1, 57, 164, 246, 73, 1602
INVAR-3, Run: 016, F, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 90, 2268, 56, 4, 1, 56, 164, 246, 90, 2760
INVAR-3, Run: 017, F, 1, 0, 0, 108, 0, 0, 56, 0, 0, 492, 0, 52, 112, 43, 2053, 56, 3, 0, 56, 164, 246, 99, 2053
INVAR-3, Run: 018, F, 0, 0, 0, 75, 0, 0, 23, 33, 0, 492, 0, 52, 112, 47, 1489, 56, 4, 0, 56, 164, 246, 70, 1489
INVAR-3, Run: 019, F, 1, 0, 0, 107, 0, 0, 57, 0, 0, 492, 0, 50, 114, 68, 2145, 57, 6, 0, 57, 164, 246, 125, 2145
INVAR-3, Run: 020, F, 0, 0, 0, 51, 0, 0, 1, 58, 4, 488, 0, 46, 118, 32, 1994, 59, 12, 1, 59, 164, 246, 33, 1998
INVAR-3, Run: 021, F, 0, 0, 0, 543, 1, 1, 0, 56, 492, 0, 0, 51, 113, 68, 1353, 56, 5, 0, 56, 164, 246, 68, 1845
INVAR-3, Run: 022, F, 0, 0, 0, 539, 1, 1, 0, 58, 492, 0, 0, 47, 117, 277, 4079, 58, 10, 1, 58, 164, 246, 277, 4571
