Input Number, Run_Number, Result@ 100, V, X, Y
5, Run: 015, P, 13, 0, 0
5, Run: 016, P, 10, 0, 0
5, Run: 017, P, 15, 0, 0
5, Run: 018, P, 1, 0, 0
5, Run: 019, P, 2, 0, 0
5, Run: 020, P, 5, 0, 0
5, Run: 021, P, 14, 0, 0
5, Run: 022, P, 22, 0, 0
5, Run: 023, P, 1, 0, 0
5, Run: 024, P, 3, 0, 0
5, Run: 025, P, 21, 0, 0
5, Run: 026, P, 14, 0, 0
5, Run: 027, P, 7, 0, 0
5, Run: 028, P, 2, 0, 0
5, Run: 029, P, 17, 0, 0
5, Run: 030, P, 28, 0, 0
5, Run: 031, P, 1, 0, 0
5, Run: 032, P, 1, 0, 0
5, Run: 033, P, 1, 0, 0
5, Run: 034, P, 21, 0, 0
5, Run: 035, P, 31, 0, 0
5, Run: 036, P, 10, 0, 0
5, Run: 037, P, 5, 0, 0
5, Run: 038, P, 5, 0, 0
5, Run: 039, P, 1, 0, 0
5, Run: 040, P, 1, 0, 0
5, Run: 041, P, 24, 0, 0
5, Run: 042, P, 1, 0, 0
5, Run: 043, P, 17, 0, 0
5, Run: 044, P, 24, 0, 0
5, Run: 045, P, 7, 0, 0
5, Run: 046, P, 1, 0, 0
5, Run: 047, P, 2, 0, 0
5, Run: 048, P, 24, 0, 0
5, Run: 049, P, 1, 0, 0
5, Run: 050, P, 4, 0, 0
5, Run: 051, P, 6, 0, 0
5, Run: 052, P, 1, 0, 0
5, Run: 053, P, 22, 0, 0
5, Run: 054, P, 9, 0, 0
5, Run: 055, P, 1, 0, 0
5, Run: 056, P, 3, 0, 0
5, Run: 057, P, 36, 0, 0
5, Run: 058, P, 11, 0, 0
5, Run: 059, P, 38, 0, 0
5, Run: 060, P, 1, 0, 0
5, Run: 061, P, 28, 0, 0
5, Run: 062, P, 42, 0, 0
5, Run: 063, P, 1, 0, 0
5, Run: 064, P, 4, 0, 0
5, Run: 065, P, 18, 0, 0
5, Run: 066, P, 1, 0, 0
5, Run: 067, P, 8, 0, 0
5, Run: 068, P, 13, 0, 0
5, Run: 069, P, 31, 0, 0
5, Run: 070, P, 25, 0, 0
5, Run: 071, P, 15, 0, 0
5, Run: 072, P, 1, 0, 0
5, Run: 073, P, 4, 0, 0
5, Run: 074, P, 3, 0, 0
5, Run: 075, P, 19, 0, 0
5, Run: 076, P, 16, 0, 0
5, Run: 077, P, 11, 0, 0
5, Run: 078, P, 9, 0, 0
5, Run: 079, P, 26, 0, 0
5, Run: 080, P, 25, 0, 0
5, Run: 081, P, 7, 0, 0
5, Run: 082, P, 3, 0, 0
5, Run: 083, P, 20, 0, 0
5, Run: 084, P, 33, 0, 0
5, Run: 085, P, 16, 0, 0
5, Run: 086, P, 1, 0, 0
5, Run: 087, P, 15, 0, 0
5, Run: 088, P, 6, 0, 0
5, Run: 089, P, 1, 0, 0
5, Run: 090, P, 16, 0, 0
5, Run: 091, P, 13, 0, 0
5, Run: 092, P, 10, 0, 0
5, Run: 093, P, 1, 0, 0
5, Run: 094, P, 19, 0, 0
5, Run: 095, P, 1, 0, 0
5, Run: 096, P, 7, 0, 0
5, Run: 097, P, 16, 0, 0
5, Run: 098, P, 32, 0, 0
5, Run: 099, P, 20, 0, 0
5, Run: 100, P, 24, 0, 0
6, Run: 001, P, 14, 0, 0
6, Run: 002, P, 26, 0, 0
6, Run: 003, P, 6, 0, 0
6, Run: 004, P, 60, 0, 0
6, Run: 005, P, 14, 0, 0
6, Run: 006, P, 69, 0, 0
6, Run: 007, P, 15, 0, 0
6, Run: 008, P, 68, 0, 0
6, Run: 009, P, 10, 0, 0
6, Run: 010, P, 26, 0, 0
6, Run: 011, P, 4, 0, 0
6, Run: 012, P, 29, 0, 0
6, Run: 013, P, 2, 0, 0
6, Run: 014, P, 1, 0, 0
6, Run: 015, P, 38, 0, 0
6, Run: 016, P, 9, 0, 0
6, Run: 017, P, 2, 0, 0
6, Run: 018, P, 57, 0, 0
6, Run: 019, P, 43, 0, 0
6, Run: 020, P, 2, 0, 0
6, Run: 021, P, 10, 0, 0
6, Run: 022, P, 1, 0, 0
6, Run: 023, P, 25, 0, 0
6, Run: 024, P, 4, 0, 0
6, Run: 025, P, 12, 0, 0
6, Run: 026, P, 46, 0, 0
6, Run: 027, P, 82, 0, 0
6, Run: 028, P, 40, 0, 0
6, Run: 029, P, 68, 0, 0
6, Run: 030, P, 41, 0, 0
6, Run: 031, P, 43, 0, 0
6, Run: 032, P, 51, 0, 0
6, Run: 033, P, 5, 0, 0
6, Run: 034, P, 14, 0, 0
6, Run: 035, P, 8, 0, 0
6, Run: 036, P, 1, 0, 0
6, Run: 037, P, 6, 0, 0
6, Run: 038, P, 2, 0, 0
6, Run: 039, P, 15, 0, 0
6, Run: 040, P, 49, 0, 0
6, Run: 041, P, 23, 0, 0
6, Run: 042, P, 16, 0, 0
6, Run: 043, P, 39, 0, 0
6, Run: 044, P, 19, 0, 0
6, Run: 045, P, 2, 0, 0
6, Run: 046, P, 19, 0, 0
6, Run: 047, P, 2, 0, 0
6, Run: 048, P, 48, 0, 0
6, Run: 049, P, 5, 0, 0
6, Run: 050, P, 1, 0, 0
6, Run: 051, P, 20, 0, 0
6, Run: 052, P, 27, 0, 0
6, Run: 053, P, 2, 0, 0
6, Run: 054, P, 1, 0, 0
6, Run: 055, P, 6, 0, 0
6, Run: 056, P, 45, 0, 0
6, Run: 057, P, 2, 0, 0
6, Run: 058, P, 2, 0, 0
6, Run: 059, P, 48, 0, 0
6, Run: 060, P, 41, 0, 0
6, Run: 061, P, 20, 0, 0
6, Run: 062, P, 42, 0, 0
6, Run: 063, P, 60, 0, 0
6, Run: 064, P, 34, 0, 0
6, Run: 065, P, 22, 0, 0
6, Run: 066, P, 13, 0, 0
6, Run: 067, P, 1, 0, 0
6, Run: 068, P, 2, 0, 0
6, Run: 069, P, 17, 0, 0
6, Run: 070, P, 14, 0, 0
6, Run: 071, P, 1, 0, 0
6, Run: 072, P, 15, 0, 0
6, Run: 073, P, 63, 0, 0
6, Run: 074, P, 67, 0, 0
6, Run: 075, P, 1, 0, 0
6, Run: 076, P, 7, 0, 0
6, Run: 077, P, 44, 0, 0
6, Run: 078, P, 29, 0, 0
6, Run: 079, P, 60, 0, 0
6, Run: 080, P, 4, 0, 0
6, Run: 081, P, 71, 0, 0
6, Run: 082, P, 52, 0, 0
6, Run: 083, P, 45, 0, 0
6, Run: 084, P, 2, 0, 0
6, Run: 085, P, 26, 0, 0
6, Run: 086, P, 52, 0, 0
6, Run: 087, P, 55, 0, 0
6, Run: 088, P, 5, 0, 0
6, Run: 089, P, 2, 0, 0
6, Run: 090, P, 34, 0, 0
6, Run: 091, P, 21, 0, 0
6, Run: 092, P, 3, 0, 0
6, Run: 093, P, 23, 0, 0
6, Run: 094, P, 1, 0, 0
6, Run: 095, P, 15, 0, 0
6, Run: 096, P, 40, 0, 0
6, Run: 097, P, 42, 0, 0
6, Run: 098, P, 2, 0, 0
6, Run: 099, P, 39, 0, 0
6, Run: 100, P, 7, 0, 0
