Input Number, Run_Number, Result@ 100, Y, X2, Reaction1, Reaction2
INVAR-19, Run: 033, P, 105, 0, 105, 0
INVAR-19, Run: 034, P, 114, 0, 114, 0
INVAR-19, Run: 035, P, 96, 0, 96, 0
INVAR-19, Run: 036, P, 108, 0, 108, 0
INVAR-19, Run: 037, P, 93, 0, 93, 0
INVAR-19, Run: 038, P, 104, 0, 104, 0
INVAR-19, Run: 039, P, 110, 0, 110, 0
INVAR-19, Run: 040, P, 109, 0, 109, 0
INVAR-19, Run: 041, P, 95, 0, 95, 0
INVAR-19, Run: 042, P, 110, 0, 110, 0
INVAR-19, Run: 043, P, 95, 0, 95, 0
INVAR-19, Run: 044, P, 86, 0, 86, 0
INVAR-19, Run: 045, P, 101, 0, 101, 0
INVAR-19, Run: 046, P, 102, 0, 102, 0
INVAR-19, Run: 047, P, 91, 0, 91, 0
INVAR-19, Run: 048, P, 105, 0, 105, 0
INVAR-19, Run: 049, P, 84, 0, 84, 0
INVAR-19, Run: 050, P, 98, 0, 98, 0
INVAR-19, Run: 051, P, 103, 0, 103, 0
INVAR-19, Run: 052, P, 107, 0, 107, 0
INVAR-19, Run: 053, P, 106, 0, 106, 0
INVAR-19, Run: 054, P, 88, 0, 88, 0
INVAR-19, Run: 055, P, 96, 0, 96, 0
INVAR-19, Run: 056, P, 100, 0, 100, 0
INVAR-19, Run: 057, P, 97, 0, 97, 0
INVAR-19, Run: 058, P, 85, 0, 85, 0
INVAR-19, Run: 059, P, 95, 0, 95, 0
INVAR-19, Run: 060, P, 102, 0, 102, 0
INVAR-19, Run: 061, P, 100, 0, 100, 0
INVAR-19, Run: 062, P, 96, 0, 96, 0
INVAR-19, Run: 063, P, 104, 0, 104, 0
INVAR-19, Run: 064, P, 89, 0, 89, 0
INVAR-19, Run: 065, P, 101, 0, 101, 0
INVAR-19, Run: 066, P, 95, 0, 95, 0
INVAR-19, Run: 067, P, 101, 0, 101, 0
INVAR-19, Run: 068, P, 92, 0, 92, 0
INVAR-19, Run: 069, P, 86, 0, 86, 0
INVAR-19, Run: 070, P, 105, 0, 105, 0
INVAR-19, Run: 071, P, 85, 0, 85, 0
INVAR-19, Run: 072, P, 106, 0, 106, 0
INVAR-19, Run: 073, P, 94, 0, 94, 0
INVAR-19, Run: 074, P, 88, 0, 88, 0
INVAR-19, Run: 075, P, 108, 0, 108, 0
INVAR-19, Run: 076, P, 105, 0, 105, 0
INVAR-19, Run: 077, P, 107, 0, 107, 0
INVAR-19, Run: 078, P, 98, 0, 98, 0
INVAR-19, Run: 079, P, 86, 0, 86, 0
INVAR-19, Run: 080, P, 104, 0, 104, 0
INVAR-19, Run: 081, P, 101, 0, 101, 0
INVAR-19, Run: 082, P, 99, 0, 99, 0
INVAR-19, Run: 083, P, 80, 0, 80, 0
INVAR-19, Run: 084, P, 86, 0, 86, 0
INVAR-19, Run: 085, P, 108, 0, 108, 0
INVAR-19, Run: 086, P, 84, 0, 84, 0
INVAR-19, Run: 087, P, 110, 0, 110, 0
INVAR-19, Run: 088, P, 92, 0, 92, 0
INVAR-19, Run: 089, P, 117, 0, 117, 0
INVAR-19, Run: 090, P, 111, 0, 111, 0
INVAR-19, Run: 091, P, 97, 0, 97, 0
INVAR-19, Run: 092, P, 108, 0, 108, 0
INVAR-19, Run: 093, P, 111, 0, 111, 0
INVAR-19, Run: 094, P, 102, 0, 102, 0
INVAR-19, Run: 095, P, 101, 0, 101, 0
INVAR-19, Run: 096, P, 89, 0, 89, 0
INVAR-19, Run: 097, P, 107, 0, 107, 0
INVAR-19, Run: 098, P, 98, 0, 98, 0
INVAR-19, Run: 099, P, 100, 0, 100, 0
INVAR-19, Run: 100, P, 88, 0, 88, 0
INVAR-2, Run: 001, P, 41, 0, 101, 60
INVAR-2, Run: 002, P, 33, 0, 93, 60
INVAR-2, Run: 003, P, 46, 0, 106, 60
INVAR-2, Run: 004, P, 14, 0, 74, 60
INVAR-2, Run: 005, P, 47, 0, 107, 60
INVAR-2, Run: 006, P, 34, 0, 94, 60
INVAR-2, Run: 007, P, 39, 0, 99, 60
INVAR-2, Run: 008, P, 42, 0, 102, 60
INVAR-2, Run: 009, P, 40, 0, 100, 60
INVAR-2, Run: 010, P, 57, 0, 117, 60
INVAR-2, Run: 011, P, 46, 0, 106, 60
INVAR-2, Run: 012, P, 41, 0, 101, 60
INVAR-2, Run: 013, P, 24, 0, 84, 60
INVAR-2, Run: 014, P, 35, 0, 95, 60
INVAR-2, Run: 015, P, 25, 0, 85, 60
INVAR-2, Run: 016, P, 58, 0, 118, 60
INVAR-2, Run: 017, P, 42, 0, 102, 60
INVAR-2, Run: 018, P, 45, 0, 105, 60
INVAR-2, Run: 019, P, 40, 0, 100, 60
INVAR-2, Run: 020, P, 51, 0, 111, 60
INVAR-2, Run: 021, P, 27, 0, 87, 60
INVAR-2, Run: 022, P, 39, 0, 99, 60
INVAR-2, Run: 023, P, 32, 0, 92, 60
INVAR-2, Run: 024, P, 49, 0, 109, 60
INVAR-2, Run: 025, P, 44, 0, 104, 60
INVAR-2, Run: 026, P, 40, 0, 100, 60
INVAR-2, Run: 027, P, 48, 0, 108, 60
INVAR-2, Run: 028, P, 33, 0, 93, 60
INVAR-2, Run: 029, P, 27, 0, 87, 60
INVAR-2, Run: 030, P, 27, 0, 87, 60
INVAR-2, Run: 031, P, 50, 0, 110, 60
INVAR-2, Run: 032, P, 40, 0, 100, 60
INVAR-2, Run: 033, P, 42, 0, 102, 60
INVAR-2, Run: 034, P, 41, 0, 101, 60
INVAR-2, Run: 035, P, 63, 0, 123, 60
INVAR-2, Run: 036, P, 49, 0, 109, 60
INVAR-2, Run: 037, P, 44, 0, 104, 60
INVAR-2, Run: 038, P, 51, 0, 111, 60
INVAR-2, Run: 039, P, 41, 0, 101, 60
INVAR-2, Run: 040, P, 60, 0, 120, 60
INVAR-2, Run: 041, P, 38, 0, 98, 60
INVAR-2, Run: 042, P, 36, 0, 96, 60
INVAR-2, Run: 043, P, 30, 0, 90, 60
INVAR-2, Run: 044, P, 43, 0, 103, 60
INVAR-2, Run: 045, P, 39, 0, 99, 60
INVAR-2, Run: 046, P, 45, 0, 105, 60
INVAR-2, Run: 047, P, 39, 0, 99, 60
INVAR-2, Run: 048, P, 42, 0, 102, 60
INVAR-2, Run: 049, P, 47, 0, 107, 60
INVAR-2, Run: 050, P, 39, 0, 99, 60
INVAR-2, Run: 051, P, 35, 0, 95, 60
INVAR-2, Run: 052, P, 45, 0, 105, 60
INVAR-2, Run: 053, P, 31, 0, 91, 60
INVAR-2, Run: 054, P, 28, 0, 88, 60
INVAR-2, Run: 055, P, 34, 0, 94, 60
INVAR-2, Run: 056, P, 40, 0, 100, 60
INVAR-2, Run: 057, P, 40, 0, 100, 60
INVAR-2, Run: 058, P, 54, 0, 114, 60
INVAR-2, Run: 059, P, 36, 0, 96, 60
INVAR-2, Run: 060, P, 35, 0, 95, 60
INVAR-2, Run: 061, P, 52, 0, 112, 60
INVAR-2, Run: 062, P, 43, 0, 103, 60
INVAR-2, Run: 063, P, 39, 0, 99, 60
INVAR-2, Run: 064, P, 43, 0, 103, 60
INVAR-2, Run: 065, P, 34, 0, 94, 60
INVAR-2, Run: 066, P, 42, 0, 102, 60
INVAR-2, Run: 067, P, 29, 0, 89, 60
INVAR-2, Run: 068, P, 43, 0, 103, 60
INVAR-2, Run: 069, P, 47, 0, 107, 60
INVAR-2, Run: 070, P, 51, 0, 111, 60
INVAR-2, Run: 071, P, 30, 0, 90, 60
INVAR-2, Run: 072, P, 52, 0, 112, 60
INVAR-2, Run: 073, P, 34, 0, 94, 60
INVAR-2, Run: 074, P, 38, 0, 98, 60
INVAR-2, Run: 075, P, 40, 0, 100, 60
INVAR-2, Run: 076, P, 44, 0, 104, 60
INVAR-2, Run: 077, P, 47, 0, 107, 60
INVAR-2, Run: 078, P, 42, 0, 102, 60
INVAR-2, Run: 079, P, 49, 0, 109, 60
INVAR-2, Run: 080, P, 37, 0, 97, 60
INVAR-2, Run: 081, P, 15, 0, 75, 60
INVAR-2, Run: 082, P, 44, 0, 104, 60
INVAR-2, Run: 083, P, 38, 0, 98, 60
INVAR-2, Run: 084, P, 48, 0, 108, 60
INVAR-2, Run: 085, P, 39, 0, 99, 60
INVAR-2, Run: 086, P, 47, 0, 107, 60
INVAR-2, Run: 087, P, 44, 0, 104, 60
INVAR-2, Run: 088, P, 44, 0, 104, 60
INVAR-2, Run: 089, P, 50, 0, 110, 60
INVAR-2, Run: 090, P, 24, 0, 84, 60
INVAR-2, Run: 091, P, 51, 0, 111, 60
INVAR-2, Run: 092, P, 32, 0, 92, 60
INVAR-2, Run: 093, P, 39, 0, 99, 60
INVAR-2, Run: 094, P, 50, 0, 110, 60
INVAR-2, Run: 095, P, 48, 0, 108, 60
INVAR-2, Run: 096, P, 23, 0, 83, 60
INVAR-2, Run: 097, P, 28, 0, 88, 60
INVAR-2, Run: 098, P, 28, 0, 88, 60
INVAR-2, Run: 099, P, 29, 0, 89, 60
INVAR-2, Run: 100, P, 44, 0, 104, 60
INVAR-20, Run: 001, P, 97, 0, 97, 0
INVAR-20, Run: 002, P, 118, 0, 118, 0
INVAR-20, Run: 003, P, 103, 0, 103, 0
INVAR-20, Run: 004, P, 100, 0, 100, 0
INVAR-20, Run: 005, P, 104, 0, 104, 0
INVAR-20, Run: 006, P, 94, 0, 94, 0
INVAR-20, Run: 007, P, 94, 0, 94, 0
INVAR-20, Run: 008, P, 89, 0, 89, 0
INVAR-20, Run: 009, P, 98, 0, 98, 0
INVAR-20, Run: 010, P, 98, 0, 98, 0
INVAR-20, Run: 011, P, 102, 0, 102, 0
INVAR-20, Run: 012, P, 98, 0, 98, 0
INVAR-20, Run: 013, P, 97, 0, 97, 0
INVAR-20, Run: 014, P, 94, 0, 94, 0
INVAR-20, Run: 015, P, 106, 0, 106, 0
INVAR-20, Run: 016, P, 117, 0, 117, 0
INVAR-20, Run: 017, P, 114, 0, 114, 0
INVAR-20, Run: 018, P, 96, 0, 96, 0
INVAR-20, Run: 019, P, 97, 0, 97, 0
INVAR-20, Run: 020, P, 75, 0, 75, 0
INVAR-20, Run: 021, P, 84, 0, 84, 0
INVAR-20, Run: 022, P, 96, 0, 96, 0
INVAR-20, Run: 023, P, 103, 0, 103, 0
INVAR-20, Run: 024, P, 106, 0, 106, 0
INVAR-20, Run: 025, P, 78, 0, 78, 0
INVAR-20, Run: 026, P, 85, 0, 85, 0
INVAR-20, Run: 027, P, 93, 0, 93, 0
INVAR-20, Run: 028, P, 90, 0, 90, 0
INVAR-20, Run: 029, P, 93, 0, 93, 0
INVAR-20, Run: 030, P, 88, 0, 88, 0
INVAR-20, Run: 031, P, 106, 0, 106, 0
INVAR-20, Run: 032, P, 103, 0, 103, 0
INVAR-20, Run: 033, P, 84, 0, 84, 0
INVAR-20, Run: 034, P, 113, 0, 113, 0
INVAR-20, Run: 035, P, 113, 0, 113, 0
INVAR-20, Run: 036, P, 103, 0, 103, 0
INVAR-20, Run: 037, P, 92, 0, 92, 0
INVAR-20, Run: 038, P, 96, 0, 96, 0
INVAR-20, Run: 039, P, 94, 0, 94, 0
INVAR-20, Run: 040, P, 120, 0, 120, 0
INVAR-20, Run: 041, P, 86, 0, 86, 0
INVAR-20, Run: 042, P, 91, 0, 91, 0
INVAR-20, Run: 043, P, 76, 0, 76, 0
INVAR-20, Run: 044, P, 92, 0, 92, 0
INVAR-20, Run: 045, P, 96, 0, 96, 0
INVAR-20, Run: 046, P, 101, 0, 101, 0
INVAR-20, Run: 047, P, 97, 0, 97, 0
INVAR-20, Run: 048, P, 104, 0, 104, 0
INVAR-20, Run: 049, P, 104, 0, 104, 0
INVAR-20, Run: 050, P, 99, 0, 99, 0
INVAR-20, Run: 051, P, 105, 0, 105, 0
INVAR-20, Run: 052, P, 102, 0, 102, 0
INVAR-20, Run: 053, P, 114, 0, 114, 0
INVAR-20, Run: 054, P, 92, 0, 92, 0
INVAR-20, Run: 055, P, 114, 0, 114, 0
INVAR-20, Run: 056, P, 98, 0, 98, 0
INVAR-20, Run: 057, P, 98, 0, 98, 0
INVAR-20, Run: 058, P, 114, 0, 114, 0
INVAR-20, Run: 059, P, 86, 0, 86, 0
INVAR-20, Run: 060, P, 86, 0, 86, 0
INVAR-20, Run: 061, P, 104, 0, 104, 0
INVAR-20, Run: 062, P, 107, 0, 107, 0
INVAR-20, Run: 063, P, 104, 0, 104, 0
INVAR-20, Run: 064, P, 93, 0, 93, 0
INVAR-20, Run: 065, P, 95, 0, 95, 0
INVAR-20, Run: 066, P, 88, 0, 88, 0
INVAR-20, Run: 067, P, 95, 0, 95, 0
INVAR-20, Run: 068, P, 100, 0, 100, 0
INVAR-20, Run: 069, P, 107, 0, 107, 0
INVAR-20, Run: 070, P, 107, 0, 107, 0
INVAR-20, Run: 071, P, 93, 0, 93, 0
INVAR-20, Run: 072, P, 114, 0, 114, 0
INVAR-20, Run: 073, P, 94, 0, 94, 0
INVAR-20, Run: 074, P, 113, 0, 113, 0
INVAR-20, Run: 075, P, 99, 0, 99, 0
INVAR-20, Run: 076, P, 106, 0, 106, 0
INVAR-20, Run: 077, P, 107, 0, 107, 0
INVAR-20, Run: 078, P, 87, 0, 87, 0
INVAR-20, Run: 079, P, 104, 0, 104, 0
INVAR-20, Run: 080, P, 100, 0, 100, 0
INVAR-20, Run: 081, P, 89, 0, 89, 0
INVAR-20, Run: 082, P, 107, 0, 107, 0
INVAR-20, Run: 083, P, 102, 0, 102, 0
INVAR-20, Run: 084, P, 105, 0, 105, 0
INVAR-20, Run: 085, P, 98, 0, 98, 0
INVAR-20, Run: 086, P, 96, 0, 96, 0
INVAR-20, Run: 087, P, 106, 0, 106, 0
INVAR-20, Run: 088, P, 93, 0, 93, 0
INVAR-20, Run: 089, P, 108, 0, 108, 0
INVAR-20, Run: 090, P, 104, 0, 104, 0
INVAR-20, Run: 091, P, 89, 0, 89, 0
INVAR-20, Run: 092, P, 91, 0, 91, 0
INVAR-20, Run: 093, P, 92, 0, 92, 0
INVAR-20, Run: 094, P, 108, 0, 108, 0
INVAR-20, Run: 095, P, 104, 0, 104, 0
INVAR-20, Run: 096, P, 102, 0, 102, 0
INVAR-20, Run: 097, P, 87, 0, 87, 0
INVAR-20, Run: 098, P, 110, 0, 110, 0
INVAR-20, Run: 099, P, 80, 0, 80, 0
INVAR-20, Run: 100, P, 98, 0, 98, 0
INVAR-21, Run: 001, P, 101, 0, 101, 0
INVAR-21, Run: 002, P, 113, 0, 113, 0
INVAR-21, Run: 003, P, 89, 0, 89, 0
INVAR-21, Run: 004, P, 107, 0, 107, 0
INVAR-21, Run: 005, P, 96, 0, 96, 0
INVAR-21, Run: 006, P, 99, 0, 99, 0
INVAR-21, Run: 007, P, 105, 0, 105, 0
INVAR-21, Run: 008, P, 93, 0, 93, 0
INVAR-21, Run: 009, P, 88, 0, 88, 0
INVAR-21, Run: 010, P, 98, 0, 98, 0
INVAR-21, Run: 011, P, 116, 0, 116, 0
INVAR-21, Run: 012, P, 92, 0, 92, 0
INVAR-21, Run: 013, P, 95, 0, 95, 0
INVAR-21, Run: 014, P, 85, 0, 85, 0
INVAR-21, Run: 015, P, 115, 0, 115, 0
INVAR-21, Run: 016, P, 107, 0, 107, 0
INVAR-21, Run: 017, P, 109, 0, 109, 0
INVAR-21, Run: 018, P, 100, 0, 100, 0
INVAR-21, Run: 019, P, 84, 0, 84, 0
INVAR-21, Run: 020, P, 106, 0, 106, 0
INVAR-21, Run: 021, P, 103, 0, 103, 0
INVAR-21, Run: 022, P, 108, 0, 108, 0
INVAR-21, Run: 023, P, 102, 0, 102, 0
INVAR-21, Run: 024, P, 73, 0, 73, 0
INVAR-21, Run: 025, P, 102, 0, 102, 0
INVAR-21, Run: 026, P, 93, 0, 93, 0
INVAR-21, Run: 027, P, 102, 0, 102, 0
INVAR-21, Run: 028, P, 99, 0, 99, 0
INVAR-21, Run: 029, P, 106, 0, 106, 0
INVAR-21, Run: 030, P, 107, 0, 107, 0
INVAR-21, Run: 031, P, 87, 0, 87, 0
INVAR-21, Run: 032, P, 102, 0, 102, 0
INVAR-21, Run: 033, P, 99, 0, 99, 0
INVAR-21, Run: 034, P, 99, 0, 99, 0
INVAR-21, Run: 035, P, 103, 0, 103, 0
INVAR-21, Run: 036, P, 106, 0, 106, 0
INVAR-21, Run: 037, P, 100, 0, 100, 0
INVAR-21, Run: 038, P, 97, 0, 97, 0
INVAR-21, Run: 039, P, 96, 0, 96, 0
INVAR-21, Run: 040, P, 117, 0, 117, 0
INVAR-21, Run: 041, P, 81, 0, 81, 0
INVAR-21, Run: 042, P, 93, 0, 93, 0
INVAR-21, Run: 043, P, 101, 0, 101, 0
INVAR-21, Run: 044, P, 101, 0, 101, 0
INVAR-21, Run: 045, P, 103, 0, 103, 0
INVAR-21, Run: 046, P, 115, 0, 115, 0
INVAR-21, Run: 047, P, 85, 0, 85, 0
INVAR-21, Run: 048, P, 116, 0, 116, 0
INVAR-21, Run: 049, P, 94, 0, 94, 0
INVAR-21, Run: 050, P, 100, 0, 100, 0
INVAR-21, Run: 051, P, 113, 0, 113, 0
INVAR-21, Run: 052, P, 90, 0, 90, 0
INVAR-21, Run: 053, P, 105, 0, 105, 0
INVAR-21, Run: 054, P, 110, 0, 110, 0
INVAR-21, Run: 055, P, 117, 0, 117, 0
INVAR-21, Run: 056, P, 112, 0, 112, 0
INVAR-21, Run: 057, P, 103, 0, 103, 0
INVAR-21, Run: 058, P, 96, 0, 96, 0
INVAR-21, Run: 059, P, 94, 0, 94, 0
INVAR-21, Run: 060, P, 95, 0, 95, 0
INVAR-21, Run: 061, P, 118, 0, 118, 0
INVAR-21, Run: 062, P, 87, 0, 87, 0
INVAR-21, Run: 063, P, 105, 0, 105, 0
INVAR-21, Run: 064, P, 91, 0, 91, 0
INVAR-21, Run: 065, P, 98, 0, 98, 0
INVAR-21, Run: 066, P, 95, 0, 95, 0
INVAR-21, Run: 067, P, 80, 0, 80, 0
INVAR-21, Run: 068, P, 86, 0, 86, 0
INVAR-21, Run: 069, P, 103, 0, 103, 0
INVAR-21, Run: 070, P, 102, 0, 102, 0
INVAR-21, Run: 071, P, 109, 0, 109, 0
INVAR-21, Run: 072, P, 111, 0, 111, 0
INVAR-21, Run: 073, P, 92, 0, 92, 0
INVAR-21, Run: 074, P, 118, 0, 118, 0
INVAR-21, Run: 075, P, 107, 0, 107, 0
INVAR-21, Run: 076, P, 96, 0, 96, 0
INVAR-21, Run: 077, P, 86, 0, 86, 0
INVAR-21, Run: 078, P, 113, 0, 113, 0
INVAR-21, Run: 079, P, 75, 0, 75, 0
INVAR-21, Run: 080, P, 124, 0, 124, 0
INVAR-21, Run: 081, P, 107, 0, 107, 0
INVAR-21, Run: 082, P, 104, 0, 104, 0
INVAR-21, Run: 083, P, 111, 0, 111, 0
INVAR-21, Run: 084, P, 94, 0, 94, 0
INVAR-21, Run: 085, P, 107, 0, 107, 0
INVAR-21, Run: 086, P, 96, 0, 96, 0
INVAR-21, Run: 087, P, 107, 0, 107, 0
INVAR-21, Run: 088, P, 92, 0, 92, 0
INVAR-21, Run: 089, P, 89, 0, 89, 0
INVAR-21, Run: 090, P, 98, 0, 98, 0
INVAR-21, Run: 091, P, 106, 0, 106, 0
INVAR-21, Run: 092, P, 104, 0, 104, 0
INVAR-21, Run: 093, P, 106, 0, 106, 0
INVAR-21, Run: 094, P, 102, 0, 102, 0
INVAR-21, Run: 095, P, 99, 0, 99, 0
INVAR-21, Run: 096, P, 104, 0, 104, 0
INVAR-21, Run: 097, P, 99, 0, 99, 0
INVAR-21, Run: 098, P, 94, 0, 94, 0
INVAR-21, Run: 099, P, 88, 0, 88, 0
INVAR-21, Run: 100, P, 81, 0, 81, 0
INVAR-22, Run: 001, P, 95, 0, 116, 21
INVAR-22, Run: 002, P, 68, 0, 89, 21
INVAR-22, Run: 003, P, 82, 0, 103, 21
INVAR-22, Run: 004, P, 96, 0, 117, 21
INVAR-22, Run: 005, P, 79, 0, 100, 21
INVAR-22, Run: 006, P, 68, 0, 89, 21
INVAR-22, Run: 007, P, 81, 0, 102, 21
INVAR-22, Run: 008, P, 70, 0, 91, 21
INVAR-22, Run: 009, P, 63, 0, 84, 21
INVAR-22, Run: 010, P, 63, 0, 84, 21
INVAR-22, Run: 011, P, 84, 0, 105, 21
INVAR-22, Run: 012, P, 88, 0, 109, 21
INVAR-22, Run: 013, P, 76, 0, 97, 21
INVAR-22, Run: 014, P, 77, 0, 98, 21
INVAR-22, Run: 015, P, 80, 0, 101, 21
INVAR-22, Run: 016, P, 67, 0, 88, 21
INVAR-22, Run: 017, P, 70, 0, 91, 21
INVAR-22, Run: 018, P, 92, 0, 113, 21
INVAR-22, Run: 019, P, 58, 0, 79, 21
INVAR-22, Run: 020, P, 70, 0, 91, 21
INVAR-22, Run: 021, P, 81, 0, 102, 21
INVAR-22, Run: 022, P, 66, 0, 87, 21
INVAR-22, Run: 023, P, 91, 0, 112, 21
INVAR-22, Run: 024, P, 78, 0, 99, 21
INVAR-22, Run: 025, P, 70, 0, 91, 21
INVAR-22, Run: 026, P, 76, 0, 97, 21
INVAR-22, Run: 027, P, 88, 0, 109, 21
INVAR-22, Run: 028, P, 72, 0, 93, 21
INVAR-22, Run: 029, P, 69, 0, 90, 21
INVAR-22, Run: 030, P, 82, 0, 103, 21
INVAR-22, Run: 031, P, 78, 0, 99, 21
INVAR-22, Run: 032, P, 92, 0, 113, 21
INVAR-22, Run: 033, P, 77, 0, 98, 21
INVAR-22, Run: 034, P, 79, 0, 100, 21
INVAR-22, Run: 035, P, 75, 0, 96, 21
INVAR-22, Run: 036, P, 69, 0, 90, 21
INVAR-22, Run: 037, P, 83, 0, 104, 21
INVAR-22, Run: 038, P, 85, 0, 106, 21
INVAR-22, Run: 039, P, 70, 0, 91, 21
INVAR-22, Run: 040, P, 68, 0, 89, 21
INVAR-22, Run: 041, P, 59, 0, 80, 21
INVAR-22, Run: 042, P, 85, 0, 106, 21
INVAR-22, Run: 043, P, 55, 0, 76, 21
INVAR-22, Run: 044, P, 83, 0, 104, 21
INVAR-22, Run: 045, P, 97, 0, 118, 21
INVAR-22, Run: 046, P, 66, 0, 87, 21
INVAR-22, Run: 047, P, 86, 0, 107, 21
INVAR-22, Run: 048, P, 69, 0, 90, 21
INVAR-22, Run: 049, P, 67, 0, 88, 21
INVAR-22, Run: 050, P, 80, 0, 101, 21
INVAR-22, Run: 051, P, 90, 0, 111, 21
INVAR-22, Run: 052, P, 88, 0, 109, 21
INVAR-22, Run: 053, P, 92, 0, 113, 21
INVAR-22, Run: 054, P, 63, 0, 84, 21
INVAR-22, Run: 055, P, 67, 0, 88, 21
INVAR-22, Run: 056, P, 79, 0, 100, 21
INVAR-22, Run: 057, P, 77, 0, 98, 21
INVAR-22, Run: 058, P, 84, 0, 105, 21
INVAR-22, Run: 059, P, 96, 0, 117, 21
INVAR-22, Run: 060, P, 73, 0, 94, 21
INVAR-22, Run: 061, P, 77, 0, 98, 21
INVAR-22, Run: 062, P, 89, 0, 110, 21
INVAR-22, Run: 063, P, 86, 0, 107, 21
INVAR-22, Run: 064, P, 97, 0, 118, 21
INVAR-22, Run: 065, P, 90, 0, 111, 21
INVAR-22, Run: 066, P, 80, 0, 101, 21
INVAR-22, Run: 067, P, 63, 0, 84, 21
INVAR-22, Run: 068, P, 93, 0, 114, 21
INVAR-22, Run: 069, P, 81, 0, 102, 21
INVAR-22, Run: 070, P, 75, 0, 96, 21
INVAR-22, Run: 071, P, 87, 0, 108, 21
INVAR-22, Run: 072, P, 86, 0, 107, 21
INVAR-22, Run: 073, P, 84, 0, 105, 21
INVAR-22, Run: 074, P, 101, 0, 122, 21
INVAR-22, Run: 075, P, 83, 0, 104, 21
INVAR-22, Run: 076, P, 63, 0, 84, 21
INVAR-22, Run: 077, P, 87, 0, 108, 21
INVAR-22, Run: 078, P, 71, 0, 92, 21
INVAR-22, Run: 079, P, 70, 0, 91, 21
INVAR-22, Run: 080, P, 77, 0, 98, 21
INVAR-22, Run: 081, P, 73, 0, 94, 21
INVAR-22, Run: 082, P, 69, 0, 90, 21
INVAR-22, Run: 083, P, 86, 0, 107, 21
INVAR-22, Run: 084, P, 77, 0, 98, 21
INVAR-22, Run: 085, P, 74, 0, 95, 21
INVAR-22, Run: 086, P, 60, 0, 81, 21
INVAR-22, Run: 087, P, 71, 0, 92, 21
INVAR-22, Run: 088, P, 96, 0, 117, 21
INVAR-22, Run: 089, P, 115, 0, 136, 21
INVAR-22, Run: 090, P, 96, 0, 117, 21
INVAR-22, Run: 091, P, 85, 0, 106, 21
INVAR-22, Run: 092, P, 81, 0, 102, 21
INVAR-22, Run: 093, P, 70, 0, 91, 21
INVAR-22, Run: 094, P, 85, 0, 106, 21
INVAR-22, Run: 095, P, 79, 0, 100, 21
INVAR-22, Run: 096, P, 80, 0, 101, 21
INVAR-22, Run: 097, P, 87, 0, 108, 21
INVAR-22, Run: 098, P, 77, 0, 98, 21
INVAR-22, Run: 099, P, 87, 0, 108, 21
INVAR-22, Run: 100, P, 71, 0, 92, 21
INVAR-23, Run: 001, P, 54, 0, 111, 57
INVAR-23, Run: 002, P, 39, 0, 96, 57
INVAR-23, Run: 003, P, 47, 0, 104, 57
INVAR-23, Run: 004, P, 53, 0, 110, 57
INVAR-23, Run: 005, P, 35, 0, 92, 57
INVAR-23, Run: 006, P, 58, 0, 115, 57
INVAR-23, Run: 007, P, 55, 0, 112, 57
INVAR-23, Run: 008, P, 34, 0, 91, 57
INVAR-23, Run: 009, P, 58, 0, 115, 57
INVAR-23, Run: 010, P, 38, 0, 95, 57
INVAR-23, Run: 011, P, 55, 0, 112, 57
INVAR-23, Run: 012, P, 48, 0, 105, 57
INVAR-23, Run: 013, P, 35, 0, 92, 57
INVAR-23, Run: 014, P, 44, 0, 101, 57
INVAR-23, Run: 015, P, 51, 0, 108, 57
INVAR-23, Run: 016, P, 51, 0, 108, 57
INVAR-23, Run: 017, P, 33, 0, 90, 57
INVAR-23, Run: 018, P, 47, 0, 104, 57
INVAR-23, Run: 019, P, 37, 0, 94, 57
INVAR-23, Run: 020, P, 52, 0, 109, 57
INVAR-23, Run: 021, P, 44, 0, 101, 57
INVAR-23, Run: 022, P, 40, 0, 97, 57
INVAR-23, Run: 023, P, 57, 0, 114, 57
INVAR-23, Run: 024, P, 41, 0, 98, 57
INVAR-23, Run: 025, P, 59, 0, 116, 57
INVAR-23, Run: 026, P, 38, 0, 95, 57
INVAR-23, Run: 027, P, 66, 0, 123, 57
INVAR-23, Run: 028, P, 37, 0, 94, 57
INVAR-23, Run: 029, P, 30, 0, 87, 57
INVAR-23, Run: 030, P, 32, 0, 89, 57
INVAR-23, Run: 031, P, 47, 0, 104, 57
INVAR-23, Run: 032, P, 42, 0, 99, 57
INVAR-23, Run: 033, P, 51, 0, 108, 57
INVAR-23, Run: 034, P, 33, 0, 90, 57
INVAR-23, Run: 035, P, 26, 0, 83, 57
INVAR-23, Run: 036, P, 42, 0, 99, 57
INVAR-23, Run: 037, P, 38, 0, 95, 57
INVAR-23, Run: 038, P, 45, 0, 102, 57
INVAR-23, Run: 039, P, 46, 0, 103, 57
INVAR-23, Run: 040, P, 27, 0, 84, 57
INVAR-23, Run: 041, P, 38, 0, 95, 57
INVAR-23, Run: 042, P, 41, 0, 98, 57
INVAR-23, Run: 043, P, 62, 0, 119, 57
INVAR-23, Run: 044, P, 52, 0, 109, 57
INVAR-23, Run: 045, P, 64, 0, 121, 57
INVAR-23, Run: 046, P, 47, 0, 104, 57
INVAR-23, Run: 047, P, 41, 0, 98, 57
INVAR-23, Run: 048, P, 42, 0, 99, 57
INVAR-23, Run: 049, P, 25, 0, 82, 57
