Input Number, Run_Number, Result@ 100, CO, CE, X1, A, B, C, PO, D, Y, PE, E, F
4, Run: 060, F, 118, 11143, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 061, F, 118, 11055, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 062, F, 118, 11259, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 063, F, 118, 11155, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 064, F, 118, 11366, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 065, F, 118, 11307, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 066, F, 118, 11347, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 067, F, 118, 11301, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 068, F, 118, 11255, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 069, F, 118, 11171, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 070, F, 118, 11302, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 071, F, 118, 11309, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 072, F, 118, 11084, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 073, F, 118, 11107, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 074, F, 118, 11134, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 075, F, 118, 11239, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 076, F, 118, 11229, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 077, F, 118, 11278, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 078, F, 118, 11170, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 079, F, 118, 11200, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 080, F, 118, 11234, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 081, F, 118, 11207, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 082, F, 118, 11183, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 083, F, 118, 11294, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 084, F, 118, 11069, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 085, F, 118, 11176, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 086, F, 118, 11266, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 087, F, 118, 11000, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 088, F, 118, 11077, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 089, F, 118, 11180, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 090, F, 118, 11458, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 091, F, 118, 11152, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 092, F, 118, 11114, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 093, F, 118, 11206, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 094, F, 118, 11002, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 095, F, 118, 11190, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 096, F, 118, 11141, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 097, F, 118, 11268, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 098, F, 118, 10985, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 099, F, 118, 11188, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
4, Run: 100, F, 118, 11402, 0, 1, 0, 0, 1, 0, 0, 0, 78, 1
5, Run: 001, F, 160, 15261, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 002, F, 160, 15123, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 003, F, 160, 15200, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 004, F, 160, 15223, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 005, F, 160, 15092, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 006, F, 160, 15261, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 007, F, 160, 15086, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 008, F, 160, 15062, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 009, F, 160, 15122, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 010, F, 160, 15068, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 011, F, 160, 15131, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 012, F, 160, 14928, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 013, F, 160, 14955, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 014, F, 160, 15056, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 015, F, 160, 15477, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 016, F, 160, 15069, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 017, F, 160, 15399, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 018, F, 160, 15084, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 019, F, 160, 14847, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 020, F, 160, 15295, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 021, F, 160, 15352, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 022, F, 160, 15157, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 023, F, 160, 15359, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 024, F, 160, 14885, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 025, F, 160, 15198, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 026, F, 160, 15467, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 027, F, 160, 14994, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 028, F, 160, 15326, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 029, F, 160, 15127, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 030, F, 160, 15045, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 031, F, 160, 15086, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 032, F, 160, 15521, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 033, F, 160, 15110, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 034, F, 160, 15362, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 035, F, 160, 15132, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 036, F, 160, 15034, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 037, F, 160, 15098, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 038, F, 160, 15185, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 039, F, 160, 15134, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 040, F, 160, 15399, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 041, F, 160, 15199, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 042, F, 160, 15099, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 043, F, 160, 15228, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 044, F, 160, 14834, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 045, F, 160, 15297, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 046, F, 160, 15170, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 047, F, 160, 15223, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 048, F, 160, 15054, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 049, F, 160, 15090, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 050, F, 160, 14998, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 051, F, 160, 15247, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 052, F, 160, 15117, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 053, F, 160, 14929, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 054, F, 160, 15213, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 055, F, 160, 15031, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 056, F, 160, 14926, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 057, F, 160, 15014, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 058, F, 160, 15080, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 059, F, 160, 15112, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 060, F, 160, 14889, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 061, F, 160, 15278, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 062, F, 160, 15218, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 063, F, 160, 15115, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 064, F, 160, 15092, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 065, F, 160, 15238, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 066, F, 160, 15148, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 067, F, 160, 15028, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 068, F, 160, 15377, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 069, F, 160, 15294, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 070, F, 160, 15184, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 071, F, 160, 15370, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 072, F, 160, 15287, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 073, F, 160, 15085, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 074, F, 160, 15427, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 075, F, 160, 15198, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 076, F, 160, 15013, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 077, F, 160, 15322, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 078, F, 160, 15467, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 079, F, 160, 15307, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 080, F, 160, 15164, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 081, F, 160, 15250, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 082, F, 160, 15134, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 083, F, 160, 15130, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 084, F, 160, 14716, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 085, F, 160, 15050, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 086, F, 160, 15073, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 087, F, 160, 15125, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 088, F, 160, 15272, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 089, F, 160, 15095, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 090, F, 160, 15035, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 091, F, 160, 15230, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 092, F, 160, 15299, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 093, F, 160, 15179, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 094, F, 160, 15259, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 095, F, 160, 15331, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 096, F, 160, 15493, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 097, F, 160, 15160, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 098, F, 160, 15423, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 099, F, 160, 15071, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
5, Run: 100, F, 160, 14971, 0, 1, 0, 0, 1, 0, 0, 0, 106, 1
6, Run: 001, F, 526, 49648, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 002, F, 526, 49677, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 003, F, 526, 50021, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 004, F, 526, 49574, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 005, F, 526, 49575, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 006, F, 526, 49343, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 007, F, 526, 49853, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 008, F, 526, 49873, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 009, F, 526, 49565, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 010, F, 526, 49988, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 011, F, 526, 49731, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 012, F, 526, 50096, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 013, F, 526, 49463, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 014, F, 526, 49886, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 015, F, 526, 50005, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 016, F, 526, 47602, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 017, F, 526, 49939, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 018, F, 526, 49761, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 019, F, 526, 49573, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 020, F, 526, 49559, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 021, F, 526, 49627, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 022, F, 526, 49201, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 023, F, 526, 49533, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 024, F, 526, 49788, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 025, F, 526, 49945, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 026, F, 526, 50028, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 027, F, 526, 50261, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 028, F, 526, 49974, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 029, F, 526, 49810, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 030, F, 526, 48698, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 031, F, 526, 49477, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 032, F, 526, 50466, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 033, F, 526, 49360, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 034, F, 526, 49625, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 035, F, 526, 49943, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 036, F, 526, 49368, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 037, F, 526, 49964, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 038, F, 526, 49115, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 039, F, 526, 49832, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 040, F, 526, 49780, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 041, F, 526, 49633, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 042, F, 526, 49674, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 043, F, 526, 50128, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 044, F, 526, 49668, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 045, F, 526, 49606, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 046, F, 526, 49443, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 047, F, 526, 48985, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 048, F, 526, 50567, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 049, F, 526, 50355, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 050, F, 526, 49736, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 051, F, 526, 48905, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 052, F, 526, 49728, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 053, F, 526, 49695, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 054, F, 526, 49611, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 055, F, 526, 49766, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 056, F, 526, 49499, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 057, F, 526, 49202, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 058, F, 526, 49978, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 059, F, 526, 50035, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 060, F, 526, 49739, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 061, F, 526, 49107, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 062, F, 526, 49142, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 063, F, 526, 48579, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 064, F, 526, 49181, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 065, F, 526, 49451, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 066, F, 526, 49741, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 067, F, 526, 49737, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 068, F, 526, 49728, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 069, F, 526, 49745, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 070, F, 526, 49342, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 071, F, 526, 49817, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 072, F, 526, 49661, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 073, F, 526, 48970, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 074, F, 526, 48949, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 075, F, 526, 49666, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 076, F, 526, 49684, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 077, F, 526, 50400, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 078, F, 526, 49776, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 079, F, 526, 49777, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 080, F, 526, 48938, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 081, F, 526, 49987, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 082, F, 526, 49758, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 083, F, 526, 49426, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 084, F, 526, 49821, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 085, F, 526, 49817, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 086, F, 526, 50226, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 087, F, 526, 50173, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 088, F, 526, 49257, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 089, F, 526, 49313, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 090, F, 526, 50190, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 091, F, 526, 49837, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 092, F, 526, 49450, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 093, F, 526, 49817, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 094, F, 526, 49893, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
6, Run: 095, F, 526, 49649, 0, 1, 0, 0, 1, 0, 0, 0, 350, 1
