Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, CO, Y, PE, CE, E, F, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, F, 0, 0, 0, 0, 0, 49, 0, 0, 1, 0, 9, 0, 18, 132, 7, 7, 132, 9, 3, 5, 9, 9, 18, 232, 116
INVAR-1, Run: 002, F, 0, 0, 0, 0, 0, 51, 0, 0, 1, 0, 9, 0, 18, 140, 3, 3, 140, 9, 5, 3, 9, 9, 18, 126, 63
INVAR-1, Run: 003, F, 0, 0, 0, 0, 0, 53, 0, 0, 1, 0, 9, 0, 18, 109, 1, 1, 109, 9, 7, 1, 9, 9, 18, 166, 83
INVAR-1, Run: 004, F, 0, 0, 0, 0, 0, 49, 0, 0, 1, 0, 9, 0, 18, 84, 3, 3, 84, 9, 3, 5, 9, 9, 18, 116, 58
INVAR-1, Run: 005, F, 0, 0, 0, 0, 0, 51, 0, 2, 1, 2, 8, 0, 18, 111, 10, 8, 111, 9, 5, 3, 8, 9, 18, 64, 32
INVAR-1, Run: 006, F, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0, 9, 0, 18, 59, 6, 6, 59, 9, 4, 4, 9, 9, 18, 38, 19
INVAR-1, Run: 007, F, 0, 0, 0, 0, 0, 53, 0, 0, 1, 0, 9, 0, 18, 94, 3, 3, 94, 9, 7, 1, 9, 9, 18, 424, 212
INVAR-1, Run: 008, F, 0, 0, 0, 0, 0, 51, 0, 2, 1, 2, 8, 0, 18, 125, 4, 2, 125, 9, 5, 3, 8, 9, 18, 220, 110
INVAR-1, Run: 009, F, 0, 0, 0, 0, 0, 51, 0, 0, 1, 0, 9, 0, 18, 100, 5, 5, 100, 9, 5, 3, 9, 9, 18, 124, 62
INVAR-1, Run: 010, F, 0, 0, 0, 0, 0, 52, 0, 2, 1, 2, 8, 0, 18, 80, 3, 1, 80, 9, 6, 2, 8, 9, 18, 54, 27
INVAR-1, Run: 011, F, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0, 9, 0, 18, 116, 4, 4, 116, 9, 4, 4, 9, 9, 18, 188, 94
INVAR-1, Run: 012, F, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0, 9, 0, 18, 131, 10, 10, 131, 9, 4, 4, 9, 9, 18, 332, 166
INVAR-1, Run: 013, F, 0, 0, 0, 0, 0, 51, 0, 0, 1, 0, 9, 0, 18, 86, 2, 2, 86, 9, 5, 3, 9, 9, 18, 84, 42
INVAR-1, Run: 014, F, 0, 0, 0, 0, 0, 49, 0, 0, 1, 0, 9, 0, 18, 69, 5, 5, 69, 9, 3, 5, 9, 9, 18, 250, 125
INVAR-1, Run: 015, F, 0, 0, 0, 0, 0, 48, 0, 0, 1, 0, 9, 0, 18, 123, 6, 6, 123, 9, 2, 6, 9, 9, 18, 170, 85
INVAR-1, Run: 016, F, 0, 0, 0, 0, 0, 49, 0, 0, 1, 0, 9, 0, 18, 162, 7, 7, 162, 9, 3, 5, 9, 9, 18, 58, 29
INVAR-1, Run: 017, F, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0, 9, 0, 18, 92, 5, 5, 92, 9, 4, 4, 9, 9, 18, 82, 41
INVAR-1, Run: 018, F, 0, 0, 0, 0, 0, 50, 0, 0, 1, 0, 9, 0, 18, 57, 4, 4, 57, 9, 4, 4, 9, 9, 18, 32, 16
INVAR-1, Run: 019, F, 0, 0, 0, 0, 0, 52, 0, 0, 1, 0, 9, 0, 18, 79, 1, 1, 79, 9, 6, 2, 9, 9, 18, 104, 52
INVAR-1, Run: 020, F, 0, 0, 0, 0, 0, 49, 0, 0, 1, 0, 9, 0, 18, 115, 3, 3, 115, 9, 3, 5, 9, 9, 18, 102, 51
INVAR-1, Run: 021, F, 0, 0, 0, 0, 0, 47, 0, 2, 1, 2, 8, 0, 18, 74, 9, 7, 74, 9, 1, 7, 8, 9, 18, 320, 160
