Input Number, Run_Number, Result@ 100, Y, A, X1, B, C, PO, D, CO, PE, CE, E, F
1, Run: 024, P, 0, 0, 0, 0, 0, 0, 44, 10, 1, 1, 14, 0
1, Run: 025, P, 0, 0, 0, 0, 0, 0, 48, 6, 1, 1, 12, 0
1, Run: 026, P, 0, 0, 0, 0, 0, 0, 42, 12, 1, 3, 15, 0
1, Run: 027, P, 0, 0, 0, 0, 0, 0, 36, 18, 1, 1, 18, 0
1, Run: 028, P, 0, 0, 0, 0, 0, 0, 24, 30, 1, 0, 24, 0
1, Run: 029, P, 0, 0, 0, 0, 0, 0, 48, 6, 1, 1, 12, 0
1, Run: 030, P, 0, 0, 0, 0, 0, 0, 38, 16, 1, 1, 17, 0
1, Run: 031, P, 0, 0, 0, 0, 0, 0, 50, 4, 1, 2, 11, 0
1, Run: 032, P, 0, 0, 0, 0, 0, 0, 30, 24, 1, 1, 21, 0
1, Run: 033, P, 0, 0, 0, 0, 0, 0, 10, 44, 1, 1, 31, 0
1, Run: 034, P, 0, 0, 0, 0, 0, 0, 48, 6, 1, 5, 12, 0
1, Run: 035, P, 0, 0, 0, 0, 0, 0, 38, 16, 1, 2, 17, 0
1, Run: 036, P, 0, 0, 0, 0, 0, 0, 10, 44, 1, 1, 31, 0
1, Run: 037, P, 0, 0, 0, 0, 0, 0, 36, 18, 1, 2, 18, 0
1, Run: 038, P, 0, 0, 0, 0, 0, 0, 42, 12, 1, 2, 15, 0
1, Run: 039, P, 0, 0, 0, 0, 0, 0, 48, 6, 1, 1, 12, 0
1, Run: 040, P, 0, 0, 0, 0, 0, 0, 42, 12, 1, 3, 15, 0
1, Run: 041, P, 0, 0, 0, 0, 0, 0, 40, 14, 1, 2, 16, 0
1, Run: 042, P, 0, 0, 0, 0, 0, 0, 36, 18, 1, 0, 18, 0
1, Run: 043, P, 0, 0, 0, 0, 0, 0, 48, 6, 1, 1, 12, 0
1, Run: 044, P, 0, 0, 0, 0, 0, 0, 50, 4, 1, 1, 11, 0
1, Run: 045, P, 0, 0, 0, 0, 0, 0, 40, 14, 1, 0, 16, 0
1, Run: 046, P, 0, 0, 0, 0, 0, 0, 34, 20, 1, 2, 19, 0
1, Run: 047, P, 0, 0, 0, 0, 0, 0, 30, 24, 1, 2, 21, 0
1, Run: 048, P, 0, 0, 0, 0, 0, 0, 42, 12, 1, 2, 15, 0
1, Run: 049, P, 0, 0, 0, 0, 0, 0, 40, 14, 1, 1, 16, 0
1, Run: 050, P, 0, 0, 0, 0, 0, 0, 40, 14, 1, 0, 16, 0
1, Run: 051, P, 0, 0, 0, 0, 0, 0, 38, 16, 1, 0, 17, 0
1, Run: 052, P, 0, 0, 0, 0, 0, 0, 40, 14, 1, 1, 16, 0
1, Run: 053, P, 0, 0, 0, 0, 0, 0, 10, 44, 1, 1, 31, 0
1, Run: 054, P, 0, 0, 0, 0, 0, 0, 22, 32, 1, 1, 25, 0
1, Run: 055, P, 0, 0, 0, 0, 0, 0, 46, 8, 1, 2, 13, 0
1, Run: 056, P, 0, 0, 0, 0, 0, 0, 32, 22, 1, 0, 20, 0
1, Run: 057, P, 0, 0, 0, 0, 0, 0, 40, 14, 1, 1, 16, 0
1, Run: 058, P, 0, 0, 0, 0, 0, 0, 6, 48, 1, 1, 33, 0
1, Run: 059, P, 0, 0, 0, 0, 0, 0, 42, 12, 1, 0, 15, 0
1, Run: 060, P, 0, 0, 0, 0, 0, 0, 14, 40, 1, 3, 29, 0
1, Run: 061, P, 0, 0, 0, 0, 0, 0, 36, 18, 1, 2, 18, 0
1, Run: 062, P, 0, 0, 0, 0, 0, 0, 22, 32, 1, 1, 25, 0
1, Run: 063, P, 0, 0, 0, 0, 0, 0, 46, 8, 1, 0, 13, 0
1, Run: 064, P, 0, 0, 0, 0, 0, 0, 44, 10, 1, 2, 14, 0
1, Run: 065, P, 0, 0, 0, 0, 0, 0, 48, 6, 1, 0, 12, 0
1, Run: 066, P, 0, 0, 0, 0, 0, 0, 26, 28, 1, 1, 23, 0
1, Run: 067, P, 0, 0, 0, 0, 0, 0, 48, 6, 1, 1, 12, 0
1, Run: 068, P, 0, 0, 0, 0, 0, 0, 20, 34, 1, 0, 26, 0
1, Run: 069, P, 0, 0, 0, 0, 0, 0, 38, 16, 1, 2, 17, 0
1, Run: 070, P, 0, 0, 0, 0, 0, 0, 42, 12, 1, 4, 15, 0
1, Run: 071, P, 0, 0, 0, 0, 0, 0, 34, 20, 1, 2, 19, 0
1, Run: 072, P, 0, 0, 0, 0, 0, 0, 42, 12, 1, 0, 15, 0
1, Run: 073, P, 0, 0, 0, 0, 0, 0, 38, 16, 1, 3, 17, 0
1, Run: 074, P, 0, 0, 0, 0, 0, 0, 50, 4, 1, 0, 11, 0
1, Run: 075, P, 0, 0, 0, 0, 0, 0, 50, 4, 1, 3, 11, 0
1, Run: 076, P, 0, 0, 0, 0, 0, 0, 48, 6, 1, 5, 12, 0
1, Run: 077, P, 0, 0, 0, 0, 0, 0, 50, 4, 1, 4, 11, 0
1, Run: 078, P, 0, 0, 0, 0, 0, 0, 18, 36, 1, 3, 27, 0
1, Run: 079, P, 0, 0, 0, 0, 0, 0, 52, 2, 1, 5, 10, 0
1, Run: 080, P, 0, 0, 0, 0, 0, 0, 46, 8, 1, 0, 13, 0
1, Run: 081, P, 0, 0, 0, 0, 0, 0, 50, 4, 1, 5, 11, 0
1, Run: 082, P, 0, 0, 0, 0, 0, 0, 48, 6, 1, 3, 12, 0
1, Run: 083, P, 0, 0, 0, 0, 0, 0, 46, 8, 1, 2, 13, 0
1, Run: 084, P, 0, 0, 0, 0, 0, 0, 16, 38, 1, 1, 28, 0
1, Run: 085, P, 0, 0, 0, 0, 0, 0, 26, 28, 1, 2, 23, 0
1, Run: 086, P, 0, 0, 0, 0, 0, 0, 48, 6, 1, 2, 12, 0
1, Run: 087, P, 0, 0, 0, 0, 0, 0, 32, 22, 1, 0, 20, 0
1, Run: 088, P, 0, 0, 0, 0, 0, 0, 34, 20, 1, 1, 19, 0
1, Run: 089, P, 0, 0, 0, 0, 0, 0, 38, 16, 1, 2, 17, 0
1, Run: 090, P, 0, 0, 0, 0, 0, 0, 44, 10, 1, 1, 14, 0
1, Run: 091, P, 0, 0, 0, 0, 0, 0, 2, 52, 1, 0, 35, 0
1, Run: 092, P, 0, 0, 0, 0, 0, 0, 46, 8, 1, 1, 13, 0
1, Run: 093, P, 0, 0, 0, 0, 0, 0, 48, 6, 1, 3, 12, 0
1, Run: 094, P, 0, 0, 0, 0, 0, 0, 44, 10, 1, 0, 14, 0
1, Run: 095, P, 0, 0, 0, 0, 0, 0, 26, 28, 1, 1, 23, 0
1, Run: 096, P, 0, 0, 0, 0, 0, 0, 46, 8, 1, 3, 13, 0
1, Run: 097, P, 0, 0, 0, 0, 0, 0, 28, 26, 1, 2, 22, 0
1, Run: 098, P, 0, 0, 0, 0, 0, 0, 48, 6, 1, 1, 12, 0
1, Run: 099, P, 0, 0, 0, 0, 0, 0, 34, 20, 1, 0, 19, 0
1, Run: 100, P, 0, 0, 0, 0, 0, 0, 50, 4, 1, 2, 11, 0
10, Run: 001, P, 0, 0, 0, 0, 0, 0, 332, 268, 1, 0, 234, 0
10, Run: 002, P, 0, 0, 0, 0, 0, 0, 292, 308, 1, 3, 254, 0
10, Run: 003, P, 0, 0, 0, 0, 0, 0, 470, 130, 1, 1, 165, 0
10, Run: 004, P, 0, 0, 0, 0, 0, 0, 272, 328, 1, 0, 264, 0
10, Run: 005, P, 0, 0, 0, 0, 0, 0, 244, 356, 1, 2, 278, 0
10, Run: 006, P, 0, 0, 0, 0, 0, 0, 122, 478, 1, 1, 339, 0
10, Run: 007, P, 0, 0, 0, 0, 0, 0, 386, 214, 1, 3, 207, 0
10, Run: 008, P, 0, 0, 0, 0, 0, 0, 370, 230, 1, 2, 215, 0
10, Run: 009, P, 0, 0, 0, 0, 0, 0, 74, 526, 1, 1, 363, 0
10, Run: 010, P, 0, 0, 0, 0, 0, 0, 506, 94, 1, 1, 147, 0
10, Run: 011, P, 0, 0, 0, 0, 0, 0, 340, 260, 1, 3, 230, 0
10, Run: 012, P, 0, 0, 0, 0, 0, 0, 424, 176, 1, 1, 188, 0
10, Run: 013, P, 0, 0, 0, 0, 0, 0, 512, 88, 1, 3, 144, 0
10, Run: 014, P, 0, 0, 0, 0, 0, 0, 350, 250, 1, 1, 225, 0
10, Run: 015, P, 0, 0, 0, 0, 0, 0, 444, 156, 1, 0, 178, 0
10, Run: 016, P, 0, 0, 0, 0, 0, 0, 484, 116, 1, 0, 158, 0
10, Run: 017, P, 0, 0, 0, 0, 0, 0, 438, 162, 1, 3, 181, 0
10, Run: 018, P, 0, 0, 0, 0, 0, 0, 346, 254, 1, 2, 227, 0
10, Run: 019, P, 0, 0, 0, 0, 0, 0, 284, 316, 1, 5, 258, 0
10, Run: 020, P, 0, 0, 0, 0, 0, 0, 506, 94, 1, 2, 147, 0
10, Run: 021, P, 0, 0, 0, 0, 0, 0, 350, 250, 1, 2, 225, 0
10, Run: 022, P, 0, 0, 0, 0, 0, 0, 542, 58, 1, 3, 129, 0
10, Run: 023, P, 0, 0, 0, 0, 0, 0, 338, 262, 1, 2, 231, 0
10, Run: 024, P, 0, 0, 0, 0, 0, 0, 534, 66, 1, 0, 133, 0
10, Run: 025, P, 0, 0, 0, 0, 0, 0, 140, 460, 1, 1, 330, 0
10, Run: 026, P, 0, 0, 0, 0, 0, 0, 130, 470, 1, 1, 335, 0
10, Run: 027, P, 0, 0, 0, 0, 0, 0, 348, 252, 1, 2, 226, 0
10, Run: 028, P, 0, 0, 0, 0, 0, 0, 372, 228, 1, 1, 214, 0
10, Run: 029, P, 0, 0, 0, 0, 0, 0, 530, 70, 1, 1, 135, 0
10, Run: 030, P, 0, 0, 0, 0, 0, 0, 462, 138, 1, 2, 169, 0
10, Run: 031, P, 0, 0, 0, 0, 0, 0, 106, 494, 1, 1, 347, 0
10, Run: 032, P, 0, 0, 0, 0, 0, 0, 406, 194, 1, 2, 197, 0
10, Run: 033, P, 0, 0, 0, 0, 0, 0, 528, 72, 1, 2, 136, 0
10, Run: 034, P, 0, 0, 0, 0, 0, 0, 528, 72, 1, 2, 136, 0
10, Run: 035, P, 0, 0, 0, 0, 0, 0, 512, 88, 1, 2, 144, 0
10, Run: 036, P, 0, 0, 0, 0, 0, 0, 496, 104, 1, 2, 152, 0
10, Run: 037, P, 0, 0, 0, 0, 0, 0, 552, 48, 1, 2, 124, 0
10, Run: 038, P, 0, 0, 0, 0, 0, 0, 392, 208, 1, 0, 204, 0
10, Run: 039, P, 0, 0, 0, 0, 0, 0, 502, 98, 1, 2, 149, 0
10, Run: 040, P, 0, 0, 0, 0, 0, 0, 460, 140, 1, 1, 170, 0
10, Run: 041, P, 0, 0, 0, 0, 0, 0, 466, 134, 1, 2, 167, 0
10, Run: 042, P, 0, 0, 0, 0, 0, 0, 304, 296, 1, 0, 248, 0
10, Run: 043, P, 0, 0, 0, 0, 0, 0, 418, 182, 1, 3, 191, 0
10, Run: 044, P, 0, 0, 0, 0, 0, 0, 430, 170, 1, 2, 185, 0
10, Run: 045, P, 0, 0, 0, 0, 0, 0, 152, 448, 1, 2, 324, 0
10, Run: 046, P, 0, 0, 0, 0, 0, 0, 304, 296, 1, 4, 248, 0
10, Run: 047, P, 0, 0, 0, 0, 0, 0, 474, 126, 1, 0, 163, 0
10, Run: 048, P, 0, 0, 0, 0, 0, 0, 162, 438, 1, 2, 319, 0
10, Run: 049, P, 0, 0, 0, 0, 0, 0, 246, 354, 1, 0, 277, 0
10, Run: 050, P, 0, 0, 0, 0, 0, 0, 504, 96, 1, 1, 148, 0
10, Run: 051, P, 0, 0, 0, 0, 0, 0, 494, 106, 1, 0, 153, 0
10, Run: 052, P, 0, 0, 0, 0, 0, 0, 502, 98, 1, 1, 149, 0
10, Run: 053, P, 0, 0, 0, 0, 0, 0, 510, 90, 1, 1, 145, 0
10, Run: 054, P, 0, 0, 0, 0, 0, 0, 298, 302, 1, 0, 251, 0
10, Run: 055, P, 0, 0, 0, 0, 0, 0, 534, 66, 1, 3, 133, 0
10, Run: 056, P, 0, 0, 0, 0, 0, 0, 424, 176, 1, 1, 188, 0
10, Run: 057, P, 0, 0, 0, 0, 0, 0, 290, 310, 1, 0, 255, 0
10, Run: 058, P, 0, 0, 0, 0, 0, 0, 376, 224, 1, 0, 212, 0
10, Run: 059, P, 0, 0, 0, 0, 0, 0, 542, 58, 1, 2, 129, 0
10, Run: 060, P, 0, 0, 0, 0, 0, 0, 488, 112, 1, 2, 156, 0
10, Run: 061, P, 0, 0, 0, 0, 0, 0, 480, 120, 1, 1, 160, 0
10, Run: 062, P, 0, 0, 0, 0, 0, 0, 270, 330, 1, 1, 265, 0
10, Run: 063, P, 0, 0, 0, 0, 0, 0, 292, 308, 1, 0, 254, 0
10, Run: 064, P, 0, 0, 0, 0, 0, 0, 512, 88, 1, 0, 144, 0
10, Run: 065, P, 0, 0, 0, 0, 0, 0, 390, 210, 1, 3, 205, 0
10, Run: 066, P, 0, 0, 0, 0, 0, 0, 506, 94, 1, 2, 147, 0
10, Run: 067, P, 0, 0, 0, 0, 0, 0, 358, 242, 1, 1, 221, 0
10, Run: 068, P, 0, 0, 0, 0, 0, 0, 478, 122, 1, 2, 161, 0
10, Run: 069, P, 0, 0, 0, 0, 0, 0, 532, 68, 1, 1, 134, 0
10, Run: 070, P, 0, 0, 0, 0, 0, 0, 554, 46, 1, 4, 123, 0
10, Run: 071, P, 0, 0, 0, 0, 0, 0, 456, 144, 1, 4, 172, 0
10, Run: 072, P, 0, 0, 0, 0, 0, 0, 410, 190, 1, 2, 195, 0
10, Run: 073, P, 0, 0, 0, 0, 0, 0, 348, 252, 1, 1, 226, 0
10, Run: 074, P, 0, 0, 0, 0, 0, 0, 532, 68, 1, 3, 134, 0
10, Run: 075, P, 0, 0, 0, 0, 0, 0, 434, 166, 1, 2, 183, 0
10, Run: 076, P, 0, 0, 0, 0, 0, 0, 388, 212, 1, 1, 206, 0
10, Run: 077, P, 0, 0, 0, 0, 0, 0, 122, 478, 1, 0, 339, 0
10, Run: 078, P, 0, 0, 0, 0, 0, 0, 96, 504, 1, 1, 352, 0
10, Run: 079, P, 0, 0, 0, 0, 0, 0, 546, 54, 1, 4, 127, 0
10, Run: 080, P, 0, 0, 0, 0, 0, 0, 440, 160, 1, 1, 180, 0
10, Run: 081, P, 0, 0, 0, 0, 0, 0, 510, 90, 1, 2, 145, 0
10, Run: 082, P, 0, 0, 0, 0, 0, 0, 476, 124, 1, 0, 162, 0
10, Run: 083, P, 0, 0, 0, 0, 0, 0, 512, 88, 1, 1, 144, 0
10, Run: 084, P, 0, 0, 0, 0, 0, 0, 112, 488, 1, 0, 344, 0
10, Run: 085, P, 0, 0, 0, 0, 0, 0, 302, 298, 1, 0, 249, 0
10, Run: 086, P, 0, 0, 0, 0, 0, 0, 516, 84, 1, 3, 142, 0
10, Run: 087, P, 0, 0, 0, 0, 0, 0, 220, 380, 1, 2, 290, 0
10, Run: 088, P, 0, 0, 0, 0, 0, 0, 68, 532, 1, 2, 366, 0
10, Run: 089, P, 0, 0, 0, 0, 0, 0, 368, 232, 1, 1, 216, 0
10, Run: 090, P, 0, 0, 0, 0, 0, 0, 482, 118, 1, 1, 159, 0
10, Run: 091, P, 0, 0, 0, 0, 0, 0, 358, 242, 1, 1, 221, 0
10, Run: 092, P, 0, 0, 0, 0, 0, 0, 424, 176, 1, 2, 188, 0
10, Run: 093, P, 0, 0, 0, 0, 0, 0, 452, 148, 1, 2, 174, 0
10, Run: 094, P, 0, 0, 0, 0, 0, 0, 240, 360, 1, 2, 280, 0
10, Run: 095, P, 0, 0, 0, 0, 0, 0, 492, 108, 1, 1, 154, 0
10, Run: 096, P, 0, 0, 0, 0, 0, 0, 260, 340, 1, 1, 270, 0
10, Run: 097, P, 0, 0, 0, 0, 0, 0, 514, 86, 1, 3, 143, 0
10, Run: 098, P, 0, 0, 0, 0, 0, 0, 542, 58, 1, 5, 129, 0
10, Run: 099, P, 0, 0, 0, 0, 0, 0, 494, 106, 1, 2, 153, 0
10, Run: 100, P, 0, 0, 0, 0, 0, 0, 364, 236, 1, 3, 218, 0
2, Run: 001, P, 0, 0, 0, 0, 0, 0, 148, 20, 1, 1, 38, 0
2, Run: 002, P, 0, 0, 0, 0, 0, 0, 86, 82, 1, 1, 69, 0
2, Run: 003, P, 0, 0, 0, 0, 0, 0, 108, 60, 1, 2, 58, 0
2, Run: 004, P, 0, 0, 0, 0, 0, 0, 136, 32, 1, 1, 44, 0
2, Run: 005, P, 0, 0, 0, 0, 0, 0, 40, 128, 1, 2, 92, 0
2, Run: 006, P, 0, 0, 0, 0, 0, 0, 142, 26, 1, 4, 41, 0
2, Run: 007, P, 0, 0, 0, 0, 0, 0, 12, 156, 1, 0, 106, 0
2, Run: 008, P, 0, 0, 0, 0, 0, 0, 126, 42, 1, 3, 49, 0
2, Run: 009, P, 0, 0, 0, 0, 0, 0, 142, 26, 1, 2, 41, 0
2, Run: 010, P, 0, 0, 0, 0, 0, 0, 144, 24, 1, 3, 40, 0
2, Run: 011, P, 0, 0, 0, 0, 0, 0, 148, 20, 1, 1, 38, 0
2, Run: 012, P, 0, 0, 0, 0, 0, 0, 148, 20, 1, 3, 38, 0
2, Run: 013, P, 0, 0, 0, 0, 0, 0, 132, 36, 1, 1, 46, 0
2, Run: 014, P, 0, 0, 0, 0, 0, 0, 154, 14, 1, 2, 35, 0
2, Run: 015, P, 0, 0, 0, 0, 0, 0, 118, 50, 1, 1, 53, 0
2, Run: 016, P, 0, 0, 0, 0, 0, 0, 138, 30, 1, 0, 43, 0
2, Run: 017, P, 0, 0, 0, 0, 0, 0, 112, 56, 1, 0, 56, 0
2, Run: 018, P, 0, 0, 0, 0, 0, 0, 114, 54, 1, 2, 55, 0
2, Run: 019, P, 0, 0, 0, 0, 0, 0, 134, 34, 1, 2, 45, 0
2, Run: 020, P, 0, 0, 0, 0, 0, 0, 134, 34, 1, 0, 45, 0
2, Run: 021, P, 0, 0, 0, 0, 0, 0, 102, 66, 1, 2, 61, 0
2, Run: 022, P, 0, 0, 0, 0, 0, 0, 76, 92, 1, 1, 74, 0
2, Run: 023, P, 0, 0, 0, 0, 0, 0, 130, 38, 1, 4, 47, 0
2, Run: 024, P, 0, 0, 0, 0, 0, 0, 136, 32, 1, 3, 44, 0
2, Run: 025, P, 0, 0, 0, 0, 0, 0, 96, 72, 1, 4, 64, 0
2, Run: 026, P, 0, 0, 0, 0, 0, 0, 146, 22, 1, 3, 39, 0
2, Run: 027, P, 0, 0, 0, 0, 0, 0, 150, 18, 1, 0, 37, 0
2, Run: 028, P, 0, 0, 0, 0, 0, 0, 150, 18, 1, 0, 37, 0
2, Run: 029, P, 0, 0, 0, 0, 0, 0, 124, 44, 1, 2, 50, 0
2, Run: 030, P, 0, 0, 0, 0, 0, 0, 68, 100, 1, 2, 78, 0
2, Run: 031, P, 0, 0, 0, 0, 0, 0, 126, 42, 1, 2, 49, 0
2, Run: 032, P, 0, 0, 0, 0, 0, 0, 144, 24, 1, 3, 40, 0
2, Run: 033, P, 0, 0, 0, 0, 0, 0, 136, 32, 1, 2, 44, 0
2, Run: 034, P, 0, 0, 0, 0, 0, 0, 138, 30, 1, 1, 43, 0
2, Run: 035, P, 0, 0, 0, 0, 0, 0, 32, 136, 1, 1, 96, 0
2, Run: 036, P, 0, 0, 0, 0, 0, 0, 128, 40, 1, 1, 48, 0
2, Run: 037, P, 0, 0, 0, 0, 0, 0, 94, 74, 1, 1, 65, 0
2, Run: 038, P, 0, 0, 0, 0, 0, 0, 120, 48, 1, 0, 52, 0
2, Run: 039, P, 0, 0, 0, 0, 0, 0, 106, 62, 1, 1, 59, 0
2, Run: 040, P, 0, 0, 0, 0, 0, 0, 126, 42, 1, 7, 49, 0
2, Run: 041, P, 0, 0, 0, 0, 0, 0, 78, 90, 1, 0, 73, 0
2, Run: 042, P, 0, 0, 0, 0, 0, 0, 78, 90, 1, 2, 73, 0
2, Run: 043, P, 0, 0, 0, 0, 0, 0, 112, 56, 1, 0, 56, 0
2, Run: 044, P, 0, 0, 0, 0, 0, 0, 122, 46, 1, 2, 51, 0
2, Run: 045, P, 0, 0, 0, 0, 0, 0, 92, 76, 1, 2, 66, 0
2, Run: 046, P, 0, 0, 0, 0, 0, 0, 142, 26, 1, 3, 41, 0
2, Run: 047, P, 0, 0, 0, 0, 0, 0, 156, 12, 1, 1, 34, 0
2, Run: 048, P, 0, 0, 0, 0, 0, 0, 150, 18, 1, 0, 37, 0
2, Run: 049, P, 0, 0, 0, 0, 0, 0, 118, 50, 1, 1, 53, 0
2, Run: 050, P, 0, 0, 0, 0, 0, 0, 140, 28, 1, 1, 42, 0
2, Run: 051, P, 0, 0, 0, 0, 0, 0, 154, 14, 1, 0, 35, 0
2, Run: 052, P, 0, 0, 0, 0, 0, 0, 136, 32, 1, 0, 44, 0
2, Run: 053, P, 0, 0, 0, 0, 0, 0, 138, 30, 1, 2, 43, 0
2, Run: 054, P, 0, 0, 0, 0, 0, 0, 150, 18, 1, 1, 37, 0
2, Run: 055, P, 0, 0, 0, 0, 0, 0, 146, 22, 1, 2, 39, 0
2, Run: 056, P, 0, 0, 0, 0, 0, 0, 120, 48, 1, 2, 52, 0
2, Run: 057, P, 0, 0, 0, 0, 0, 0, 44, 124, 1, 2, 90, 0
2, Run: 058, P, 0, 0, 0, 0, 0, 0, 88, 80, 1, 3, 68, 0
2, Run: 059, P, 0, 0, 0, 0, 0, 0, 60, 108, 1, 0, 82, 0
2, Run: 060, P, 0, 0, 0, 0, 0, 0, 102, 66, 1, 1, 61, 0
2, Run: 061, P, 0, 0, 0, 0, 0, 0, 150, 18, 1, 0, 37, 0
2, Run: 062, P, 0, 0, 0, 0, 0, 0, 88, 80, 1, 1, 68, 0
2, Run: 063, P, 0, 0, 0, 0, 0, 0, 88, 80, 1, 1, 68, 0
2, Run: 064, P, 0, 0, 0, 0, 0, 0, 16, 152, 1, 1, 104, 0
2, Run: 065, P, 0, 0, 0, 0, 0, 0, 142, 26, 1, 3, 41, 0
2, Run: 066, P, 0, 0, 0, 0, 0, 0, 100, 68, 1, 0, 62, 0
2, Run: 067, P, 0, 0, 0, 0, 0, 0, 90, 78, 1, 1, 67, 0
2, Run: 068, P, 0, 0, 0, 0, 0, 0, 130, 38, 1, 0, 47, 0
2, Run: 069, P, 0, 0, 0, 0, 0, 0, 70, 98, 1, 2, 77, 0
2, Run: 070, P, 0, 0, 0, 0, 0, 0, 144, 24, 1, 0, 40, 0
2, Run: 071, P, 0, 0, 0, 0, 0, 0, 74, 94, 1, 1, 75, 0
2, Run: 072, P, 0, 0, 0, 0, 0, 0, 142, 26, 1, 1, 41, 0
2, Run: 073, P, 0, 0, 0, 0, 0, 0, 62, 106, 1, 1, 81, 0
2, Run: 074, P, 0, 0, 0, 0, 0, 0, 100, 68, 1, 1, 62, 0
2, Run: 075, P, 0, 0, 0, 0, 0, 0, 146, 22, 1, 1, 39, 0
2, Run: 076, P, 0, 0, 0, 0, 0, 0, 114, 54, 1, 2, 55, 0
2, Run: 077, P, 0, 0, 0, 0, 0, 0, 120, 48, 1, 2, 52, 0
2, Run: 078, P, 0, 0, 0, 0, 0, 0, 96, 72, 1, 3, 64, 0
2, Run: 079, P, 0, 0, 0, 0, 0, 0, 30, 138, 1, 2, 97, 0
2, Run: 080, P, 0, 0, 0, 0, 0, 0, 136, 32, 1, 3, 44, 0
2, Run: 081, P, 0, 0, 0, 0, 0, 0, 154, 14, 1, 3, 35, 0
2, Run: 082, P, 0, 0, 0, 0, 0, 0, 114, 54, 1, 1, 55, 0
2, Run: 083, P, 0, 0, 0, 0, 0, 0, 72, 96, 1, 2, 76, 0
2, Run: 084, P, 0, 0, 0, 0, 0, 0, 146, 22, 1, 2, 39, 0
2, Run: 085, P, 0, 0, 0, 0, 0, 0, 74, 94, 1, 0, 75, 0
2, Run: 086, P, 0, 0, 0, 0, 0, 0, 144, 24, 1, 3, 40, 0
2, Run: 087, P, 0, 0, 0, 0, 0, 0, 102, 66, 1, 2, 61, 0
2, Run: 088, P, 0, 0, 0, 0, 0, 0, 152, 16, 1, 3, 36, 0
2, Run: 089, P, 0, 0, 0, 0, 0, 0, 122, 46, 1, 2, 51, 0
2, Run: 090, P, 0, 0, 0, 0, 0, 0, 98, 70, 1, 3, 63, 0
2, Run: 091, P, 0, 0, 0, 0, 0, 0, 122, 46, 1, 1, 51, 0
2, Run: 092, P, 0, 0, 0, 0, 0, 0, 98, 70, 1, 3, 63, 0
2, Run: 093, P, 0, 0, 0, 0, 0, 0, 140, 28, 1, 3, 42, 0
2, Run: 094, P, 0, 0, 0, 0, 0, 0, 140, 28, 1, 1, 42, 0
2, Run: 095, P, 0, 0, 0, 0, 0, 0, 54, 114, 1, 2, 85, 0
2, Run: 096, P, 0, 0, 0, 0, 0, 0, 94, 74, 1, 1, 65, 0
2, Run: 097, P, 0, 0, 0, 0, 0, 0, 14, 154, 1, 1, 105, 0
2, Run: 098, P, 0, 0, 0, 0, 0, 0, 80, 88, 1, 0, 72, 0
2, Run: 099, P, 0, 0, 0, 0, 0, 0, 112, 56, 1, 1, 56, 0
2, Run: 100, P, 0, 0, 0, 0, 0, 0, 116, 52, 1, 1, 54, 0
3, Run: 001, P, 0, 0, 0, 0, 0, 0, 324, 168, 1, 2, 166, 0
3, Run: 002, P, 0, 0, 0, 0, 0, 0, 114, 378, 1, 3, 271, 0
