Input Number, Run_Number, Result@ 100, X, V, Y
1, Run: 072, F, 0, 13, 0
1, Run: 073, P, 0, 0, 2
1, Run: 074, F, 0, 5, 0
1, Run: 075, F, 0, 5, 0
1, Run: 076, P, 0, 0, 2
1, Run: 077, P, 0, 0, 1
1, Run: 078, P, 0, 0, 2
1, Run: 079, P, 0, 0, 1
1, Run: 080, F, 0, 3, 0
1, Run: 081, P, 0, 0, 2
1, Run: 082, P, 0, 0, 2
1, Run: 083, P, 0, 0, 2
1, Run: 084, P, 0, 0, 2
1, Run: 085, P, 0, 0, 2
1, Run: 086, P, 0, 0, 1
1, Run: 087, P, 0, 0, 1
1, Run: 088, F, 0, 3, 0
1, Run: 089, P, 0, 0, 1
1, Run: 090, P, 0, 0, 1
1, Run: 091, F, 0, 7, 0
1, Run: 092, P, 0, 0, 1
1, Run: 093, F, 0, 5, 0
1, Run: 094, P, 0, 0, 2
1, Run: 095, P, 0, 0, 2
1, Run: 096, P, 0, 0, 2
1, Run: 097, F, 0, 5, 0
1, Run: 098, P, 0, 0, 1
1, Run: 099, P, 0, 0, 2
1, Run: 100, P, 0, 0, 2
10, Run: 001, P, 2, 0, 0
10, Run: 002, P, 2, 0, 0
10, Run: 003, P, 2, 0, 0
10, Run: 004, P, 2, 0, 0
10, Run: 005, P, 2, 0, 0
10, Run: 006, P, 2, 0, 0
10, Run: 007, P, 2, 0, 0
10, Run: 008, P, 2, 0, 0
10, Run: 009, P, 2, 0, 0
10, Run: 010, P, 2, 0, 0
10, Run: 011, P, 2, 0, 0
10, Run: 012, P, 2, 0, 0
10, Run: 013, P, 2, 0, 0
10, Run: 014, P, 2, 0, 0
10, Run: 015, P, 2, 0, 0
10, Run: 016, P, 2, 0, 0
10, Run: 017, P, 2, 0, 0
10, Run: 018, P, 2, 0, 0
10, Run: 019, P, 2, 0, 0
10, Run: 020, P, 2, 0, 0
10, Run: 021, P, 2, 0, 0
10, Run: 022, P, 2, 0, 0
10, Run: 023, P, 2, 0, 0
10, Run: 024, P, 2, 0, 0
10, Run: 025, P, 2, 0, 0
10, Run: 026, P, 2, 0, 0
10, Run: 027, P, 2, 0, 0
10, Run: 028, P, 2, 0, 0
10, Run: 029, P, 2, 0, 0
10, Run: 030, P, 2, 0, 0
10, Run: 031, P, 2, 0, 0
10, Run: 032, P, 2, 0, 0
10, Run: 033, P, 2, 0, 0
10, Run: 034, P, 2, 0, 0
10, Run: 035, P, 2, 0, 0
10, Run: 036, P, 2, 0, 0
10, Run: 037, P, 2, 0, 0
10, Run: 038, P, 2, 0, 0
10, Run: 039, P, 2, 0, 0
10, Run: 040, P, 2, 0, 0
10, Run: 041, P, 2, 0, 0
10, Run: 042, P, 2, 0, 0
10, Run: 043, P, 2, 0, 0
10, Run: 044, P, 2, 0, 0
10, Run: 045, P, 2, 0, 0
10, Run: 046, P, 2, 0, 0
10, Run: 047, P, 2, 0, 0
10, Run: 048, P, 2, 0, 0
10, Run: 049, P, 2, 0, 0
10, Run: 050, P, 2, 0, 0
10, Run: 051, P, 2, 0, 0
10, Run: 052, P, 2, 0, 0
10, Run: 053, P, 2, 0, 0
10, Run: 054, P, 2, 0, 0
10, Run: 055, P, 2, 0, 0
10, Run: 056, P, 2, 0, 0
10, Run: 057, P, 2, 0, 0
10, Run: 058, P, 2, 0, 0
10, Run: 059, P, 2, 0, 0
10, Run: 060, P, 2, 0, 0
10, Run: 061, P, 2, 0, 0
10, Run: 062, P, 2, 0, 0
10, Run: 063, P, 2, 0, 0
10, Run: 064, P, 2, 0, 0
10, Run: 065, P, 2, 0, 0
10, Run: 066, P, 2, 0, 0
10, Run: 067, P, 2, 0, 0
10, Run: 068, P, 2, 0, 0
10, Run: 069, P, 2, 0, 0
10, Run: 070, P, 2, 0, 0
10, Run: 071, P, 2, 0, 0
10, Run: 072, P, 2, 0, 0
10, Run: 073, P, 2, 0, 0
10, Run: 074, P, 2, 0, 0
10, Run: 075, P, 2, 0, 0
10, Run: 076, P, 2, 0, 0
10, Run: 077, P, 2, 0, 0
10, Run: 078, P, 2, 0, 0
10, Run: 079, P, 2, 0, 0
10, Run: 080, P, 2, 0, 0
10, Run: 081, P, 2, 0, 0
10, Run: 082, P, 2, 0, 0
10, Run: 083, P, 2, 0, 0
10, Run: 084, P, 2, 0, 0
10, Run: 085, P, 2, 0, 0
10, Run: 086, P, 2, 0, 0
10, Run: 087, P, 2, 0, 0
10, Run: 088, P, 2, 0, 0
10, Run: 089, P, 2, 0, 0
10, Run: 090, P, 2, 0, 0
10, Run: 091, P, 2, 0, 0
10, Run: 092, P, 2, 0, 0
10, Run: 093, P, 2, 0, 0
10, Run: 094, P, 2, 0, 0
10, Run: 095, P, 2, 0, 0
10, Run: 096, P, 2, 0, 0
10, Run: 097, P, 2, 0, 0
10, Run: 098, P, 2, 0, 0
10, Run: 099, P, 2, 0, 0
10, Run: 100, P, 2, 0, 0
11, Run: 001, F, 0, 35, 0
11, Run: 002, P, 0, 0, 2
11, Run: 003, F, 0, 13, 0
11, Run: 004, F, 0, 20, 0
11, Run: 005, P, 0, 0, 1
11, Run: 006, P, 0, 0, 1
11, Run: 007, P, 0, 0, 2
11, Run: 008, P, 0, 0, 1
11, Run: 009, F, 0, 22, 0
11, Run: 010, P, 0, 0, 1
11, Run: 011, F, 0, 18, 0
11, Run: 012, F, 0, 31, 0
11, Run: 013, P, 0, 0, 1
11, Run: 014, P, 0, 0, 1
11, Run: 015, P, 0, 0, 1
11, Run: 016, F, 0, 35, 0
11, Run: 017, F, 0, 18, 0
11, Run: 018, P, 0, 0, 2
11, Run: 019, P, 0, 0, 2
11, Run: 020, F, 0, 34, 0
11, Run: 021, F, 0, 30, 0
11, Run: 022, P, 0, 0, 1
11, Run: 023, P, 0, 0, 1
11, Run: 024, P, 0, 0, 1
11, Run: 025, F, 0, 5, 0
11, Run: 026, P, 0, 0, 2
11, Run: 027, F, 0, 12, 0
11, Run: 028, F, 0, 25, 0
11, Run: 029, P, 0, 0, 2
11, Run: 030, F, 0, 13, 0
11, Run: 031, P, 0, 0, 2
11, Run: 032, P, 0, 0, 1
11, Run: 033, P, 0, 0, 1
11, Run: 034, F, 0, 20, 0
11, Run: 035, F, 0, 18, 0
11, Run: 036, F, 0, 14, 0
11, Run: 037, F, 0, 31, 0
11, Run: 038, F, 0, 31, 0
11, Run: 039, P, 0, 0, 1
11, Run: 040, P, 0, 0, 2
11, Run: 041, P, 0, 0, 1
11, Run: 042, F, 0, 39, 0
11, Run: 043, F, 0, 23, 0
11, Run: 044, P, 0, 0, 2
11, Run: 045, P, 0, 0, 2
11, Run: 046, F, 0, 10, 0
11, Run: 047, P, 0, 0, 1
11, Run: 048, P, 0, 0, 2
11, Run: 049, F, 0, 11, 0
11, Run: 050, P, 0, 0, 1
11, Run: 051, P, 0, 0, 1
11, Run: 052, P, 0, 0, 1
11, Run: 053, P, 0, 0, 2
11, Run: 054, F, 0, 29, 0
11, Run: 055, F, 0, 40, 0
11, Run: 056, F, 0, 32, 0
11, Run: 057, P, 0, 0, 1
11, Run: 058, P, 0, 0, 1
11, Run: 059, P, 0, 0, 2
11, Run: 060, F, 0, 19, 0
11, Run: 061, P, 0, 0, 1
11, Run: 062, P, 0, 0, 2
11, Run: 063, P, 0, 0, 1
11, Run: 064, F, 0, 25, 0
11, Run: 065, P, 0, 0, 1
11, Run: 066, P, 0, 0, 1
11, Run: 067, P, 0, 0, 1
11, Run: 068, P, 0, 0, 1
11, Run: 069, P, 0, 0, 1
11, Run: 070, F, 0, 25, 0
11, Run: 071, P, 0, 0, 1
11, Run: 072, P, 0, 0, 2
11, Run: 073, F, 0, 21, 0
11, Run: 074, P, 0, 0, 1
11, Run: 075, P, 0, 0, 2
11, Run: 076, P, 0, 0, 1
11, Run: 077, F, 0, 5, 0
11, Run: 078, F, 0, 24, 0
11, Run: 079, F, 0, 7, 0
11, Run: 080, P, 0, 0, 1
11, Run: 081, P, 0, 0, 1
11, Run: 082, P, 0, 0, 1
11, Run: 083, P, 0, 0, 1
11, Run: 084, F, 0, 8, 0
11, Run: 085, P, 0, 0, 2
11, Run: 086, P, 0, 0, 1
11, Run: 087, P, 0, 0, 2
11, Run: 088, P, 0, 0, 1
11, Run: 089, F, 0, 18, 0
11, Run: 090, P, 0, 0, 1
11, Run: 091, P, 0, 0, 2
11, Run: 092, P, 0, 0, 2
11, Run: 093, P, 0, 0, 1
11, Run: 094, F, 0, 7, 0
11, Run: 095, F, 0, 37, 0
11, Run: 096, P, 0, 0, 1
11, Run: 097, F, 0, 27, 0
11, Run: 098, F, 0, 33, 0
11, Run: 099, F, 0, 21, 0
11, Run: 100, P, 0, 0, 1
12, Run: 001, P, 2, 0, 0
12, Run: 002, P, 2, 0, 0
12, Run: 003, P, 2, 0, 0
12, Run: 004, P, 2, 0, 0
12, Run: 005, P, 2, 0, 0
12, Run: 006, P, 2, 0, 0
12, Run: 007, P, 2, 0, 0
12, Run: 008, P, 2, 0, 0
12, Run: 009, P, 2, 0, 0
12, Run: 010, P, 2, 0, 0
12, Run: 011, P, 2, 0, 0
12, Run: 012, P, 2, 0, 0
12, Run: 013, P, 2, 0, 0
12, Run: 014, P, 2, 0, 0
12, Run: 015, P, 2, 0, 0
12, Run: 016, P, 2, 0, 0
12, Run: 017, P, 2, 0, 0
12, Run: 018, P, 2, 0, 0
12, Run: 019, P, 2, 0, 0
12, Run: 020, P, 2, 0, 0
12, Run: 021, P, 2, 0, 0
12, Run: 022, P, 2, 0, 0
12, Run: 023, P, 2, 0, 0
12, Run: 024, P, 2, 0, 0
12, Run: 025, P, 2, 0, 0
12, Run: 026, P, 2, 0, 0
12, Run: 027, P, 2, 0, 0
12, Run: 028, P, 2, 0, 0
12, Run: 029, P, 2, 0, 0
12, Run: 030, P, 2, 0, 0
12, Run: 031, P, 2, 0, 0
12, Run: 032, P, 2, 0, 0
12, Run: 033, P, 2, 0, 0
12, Run: 034, P, 2, 0, 0
12, Run: 035, P, 2, 0, 0
12, Run: 036, P, 2, 0, 0
12, Run: 037, P, 2, 0, 0
12, Run: 038, P, 2, 0, 0
12, Run: 039, P, 2, 0, 0
12, Run: 040, P, 2, 0, 0
12, Run: 041, P, 2, 0, 0
12, Run: 042, P, 2, 0, 0
12, Run: 043, P, 2, 0, 0
12, Run: 044, P, 2, 0, 0
12, Run: 045, P, 2, 0, 0
12, Run: 046, P, 2, 0, 0
12, Run: 047, P, 2, 0, 0
12, Run: 048, P, 2, 0, 0
12, Run: 049, P, 2, 0, 0
12, Run: 050, P, 2, 0, 0
12, Run: 051, P, 2, 0, 0
12, Run: 052, P, 2, 0, 0
12, Run: 053, P, 2, 0, 0
12, Run: 054, P, 2, 0, 0
12, Run: 055, P, 2, 0, 0
12, Run: 056, P, 2, 0, 0
12, Run: 057, P, 2, 0, 0
12, Run: 058, P, 2, 0, 0
12, Run: 059, P, 2, 0, 0
12, Run: 060, P, 2, 0, 0
12, Run: 061, P, 2, 0, 0
12, Run: 062, P, 2, 0, 0
12, Run: 063, P, 2, 0, 0
12, Run: 064, P, 2, 0, 0
12, Run: 065, P, 2, 0, 0
12, Run: 066, P, 2, 0, 0
12, Run: 067, P, 2, 0, 0
12, Run: 068, P, 2, 0, 0
12, Run: 069, P, 2, 0, 0
12, Run: 070, P, 2, 0, 0
12, Run: 071, P, 2, 0, 0
12, Run: 072, P, 2, 0, 0
12, Run: 073, P, 2, 0, 0
12, Run: 074, P, 2, 0, 0
12, Run: 075, P, 2, 0, 0
12, Run: 076, P, 2, 0, 0
12, Run: 077, P, 2, 0, 0
12, Run: 078, P, 2, 0, 0
12, Run: 079, P, 2, 0, 0
12, Run: 080, P, 2, 0, 0
12, Run: 081, P, 2, 0, 0
12, Run: 082, P, 2, 0, 0
12, Run: 083, P, 2, 0, 0
12, Run: 084, P, 2, 0, 0
12, Run: 085, P, 2, 0, 0
12, Run: 086, P, 2, 0, 0
12, Run: 087, P, 2, 0, 0
12, Run: 088, P, 2, 0, 0
12, Run: 089, P, 2, 0, 0
12, Run: 090, P, 2, 0, 0
12, Run: 091, P, 2, 0, 0
12, Run: 092, P, 2, 0, 0
12, Run: 093, P, 2, 0, 0
12, Run: 094, P, 2, 0, 0
12, Run: 095, P, 2, 0, 0
12, Run: 096, P, 2, 0, 0
12, Run: 097, P, 2, 0, 0
12, Run: 098, P, 2, 0, 0
12, Run: 099, P, 2, 0, 0
12, Run: 100, P, 2, 0, 0
13, Run: 001, P, 0, 0, 2
13, Run: 002, F, 0, 22, 0
13, Run: 003, P, 0, 0, 1
13, Run: 004, P, 0, 0, 2
13, Run: 005, F, 0, 15, 0
13, Run: 006, P, 0, 0, 1
13, Run: 007, F, 0, 26, 0
13, Run: 008, P, 0, 0, 1
13, Run: 009, F, 0, 15, 0
13, Run: 010, P, 0, 0, 1
13, Run: 011, P, 0, 0, 1
13, Run: 012, P, 0, 0, 1
13, Run: 013, P, 0, 0, 2
13, Run: 014, F, 0, 19, 0
13, Run: 015, P, 0, 0, 1
13, Run: 016, P, 0, 0, 2
13, Run: 017, P, 0, 0, 1
13, Run: 018, F, 0, 3, 0
13, Run: 019, P, 0, 0, 2
13, Run: 020, P, 0, 0, 1
13, Run: 021, P, 0, 0, 2
13, Run: 022, F, 0, 9, 0
13, Run: 023, P, 0, 0, 2
13, Run: 024, F, 0, 14, 0
13, Run: 025, F, 0, 17, 0
13, Run: 026, P, 0, 0, 2
13, Run: 027, P, 0, 0, 1
13, Run: 028, F, 0, 12, 0
13, Run: 029, P, 0, 0, 1
13, Run: 030, P, 0, 0, 1
13, Run: 031, P, 0, 0, 2
13, Run: 032, F, 0, 11, 0
13, Run: 033, P, 0, 0, 1
13, Run: 034, P, 0, 0, 1
13, Run: 035, P, 0, 0, 1
13, Run: 036, P, 0, 0, 1
13, Run: 037, P, 0, 0, 1
13, Run: 038, P, 0, 0, 1
13, Run: 039, P, 0, 0, 2
13, Run: 040, P, 0, 0, 2
13, Run: 041, P, 0, 0, 2
13, Run: 042, P, 0, 0, 1
13, Run: 043, F, 0, 19, 0
13, Run: 044, F, 0, 24, 0
13, Run: 045, F, 0, 23, 0
13, Run: 046, P, 0, 0, 2
13, Run: 047, F, 0, 28, 0
13, Run: 048, P, 0, 0, 1
13, Run: 049, P, 0, 0, 2
13, Run: 050, P, 0, 0, 1
13, Run: 051, P, 0, 0, 2
13, Run: 052, P, 0, 0, 1
13, Run: 053, P, 0, 0, 2
13, Run: 054, P, 0, 0, 2
13, Run: 055, P, 0, 0, 1
13, Run: 056, P, 0, 0, 1
13, Run: 057, P, 0, 0, 1
13, Run: 058, F, 0, 20, 0
13, Run: 059, P, 0, 0, 1
13, Run: 060, P, 0, 0, 2
13, Run: 061, F, 0, 22, 0
13, Run: 062, F, 0, 21, 0
13, Run: 063, P, 0, 0, 1
13, Run: 064, P, 0, 0, 1
13, Run: 065, P, 0, 0, 1
13, Run: 066, P, 0, 0, 1
13, Run: 067, F, 0, 14, 0
13, Run: 068, P, 0, 0, 1
13, Run: 069, P, 0, 0, 1
13, Run: 070, P, 0, 0, 2
13, Run: 071, P, 0, 0, 2
13, Run: 072, P, 0, 0, 1
13, Run: 073, F, 0, 7, 0
13, Run: 074, F, 0, 38, 0
13, Run: 075, F, 0, 12, 0
13, Run: 076, F, 0, 27, 0
13, Run: 077, P, 0, 0, 2
13, Run: 078, P, 0, 0, 2
13, Run: 079, P, 0, 0, 1
13, Run: 080, F, 0, 11, 0
13, Run: 081, F, 0, 25, 0
13, Run: 082, P, 0, 0, 1
13, Run: 083, F, 0, 9, 0
13, Run: 084, P, 0, 0, 1
13, Run: 085, F, 0, 13, 0
13, Run: 086, F, 0, 4, 0
13, Run: 087, P, 0, 0, 1
13, Run: 088, F, 0, 5, 0
13, Run: 089, P, 0, 0, 1
13, Run: 090, F, 0, 30, 0
13, Run: 091, F, 0, 44, 0
13, Run: 092, F, 0, 15, 0
13, Run: 093, P, 0, 0, 2
13, Run: 094, P, 0, 0, 1
13, Run: 095, P, 0, 0, 1
13, Run: 096, F, 0, 21, 0
13, Run: 097, F, 0, 2, 0
13, Run: 098, F, 0, 33, 0
13, Run: 099, P, 0, 0, 1
13, Run: 100, F, 0, 29, 0
14, Run: 001, P, 0, 0, 1
14, Run: 002, F, 0, 12, 0
14, Run: 003, P, 0, 0, 2
14, Run: 004, P, 0, 0, 1
14, Run: 005, F, 0, 7, 0
14, Run: 006, P, 0, 0, 2
14, Run: 007, P, 0, 0, 1
14, Run: 008, P, 0, 0, 2
14, Run: 009, P, 0, 0, 1
14, Run: 010, P, 0, 0, 1
14, Run: 011, P, 0, 0, 1
14, Run: 012, P, 0, 0, 1
14, Run: 013, F, 0, 9, 0
14, Run: 014, P, 0, 0, 1
14, Run: 015, P, 0, 0, 1
14, Run: 016, P, 0, 0, 1
14, Run: 017, P, 0, 0, 1
14, Run: 018, P, 0, 0, 1
14, Run: 019, F, 0, 6, 0
14, Run: 020, F, 0, 13, 0
14, Run: 021, F, 0, 7, 0
14, Run: 022, P, 0, 0, 2
14, Run: 023, P, 0, 0, 2
14, Run: 024, P, 0, 0, 1
14, Run: 025, F, 0, 8, 0
14, Run: 026, P, 0, 0, 1
14, Run: 027, P, 0, 0, 1
14, Run: 028, P, 0, 0, 2
14, Run: 029, P, 0, 0, 1
14, Run: 030, P, 0, 0, 1
14, Run: 031, P, 0, 0, 2
14, Run: 032, P, 0, 0, 1
14, Run: 033, P, 0, 0, 1
14, Run: 034, P, 0, 0, 2
14, Run: 035, F, 0, 1, 0
14, Run: 036, P, 0, 0, 1
14, Run: 037, F, 0, 11, 0
14, Run: 038, P, 0, 0, 2
14, Run: 039, P, 0, 0, 2
14, Run: 040, P, 0, 0, 2
14, Run: 041, P, 0, 0, 1
14, Run: 042, P, 0, 0, 2
14, Run: 043, P, 0, 0, 1
14, Run: 044, F, 0, 12, 0
14, Run: 045, F, 0, 7, 0
14, Run: 046, F, 0, 12, 0
14, Run: 047, P, 0, 0, 1
14, Run: 048, P, 0, 0, 1
14, Run: 049, F, 0, 8, 0
14, Run: 050, P, 0, 0, 1
14, Run: 051, F, 0, 14, 0
14, Run: 052, F, 0, 11, 0
14, Run: 053, F, 0, 6, 0
14, Run: 054, P, 0, 0, 2
14, Run: 055, F, 0, 3, 0
14, Run: 056, P, 0, 0, 2
14, Run: 057, F, 0, 7, 0
14, Run: 058, P, 0, 0, 1
14, Run: 059, P, 0, 0, 1
14, Run: 060, P, 0, 0, 2
14, Run: 061, P, 0, 0, 1
14, Run: 062, P, 0, 0, 2
14, Run: 063, F, 0, 2, 0
14, Run: 064, P, 0, 0, 2
14, Run: 065, P, 0, 0, 2
14, Run: 066, P, 0, 0, 1
14, Run: 067, F, 0, 5, 0
14, Run: 068, P, 0, 0, 1
14, Run: 069, P, 0, 0, 1
14, Run: 070, P, 0, 0, 2
14, Run: 071, F, 0, 10, 0
14, Run: 072, F, 0, 10, 0
14, Run: 073, P, 0, 0, 2
14, Run: 074, P, 0, 0, 1
14, Run: 075, P, 0, 0, 1
14, Run: 076, F, 0, 3, 0
14, Run: 077, P, 0, 0, 1
14, Run: 078, P, 0, 0, 2
14, Run: 079, P, 0, 0, 2
14, Run: 080, P, 0, 0, 1
14, Run: 081, P, 0, 0, 2
14, Run: 082, P, 0, 0, 1
14, Run: 083, P, 0, 0, 1
14, Run: 084, P, 0, 0, 2
14, Run: 085, F, 0, 11, 0
14, Run: 086, F, 0, 5, 0
14, Run: 087, P, 0, 0, 1
14, Run: 088, P, 0, 0, 2
14, Run: 089, P, 0, 0, 2
14, Run: 090, P, 0, 0, 2
14, Run: 091, P, 0, 0, 1
14, Run: 092, P, 0, 0, 1
14, Run: 093, F, 0, 9, 0
14, Run: 094, P, 0, 0, 2
14, Run: 095, F, 0, 8, 0
14, Run: 096, P, 0, 0, 1
14, Run: 097, F, 0, 9, 0
14, Run: 098, P, 0, 0, 1
14, Run: 099, P, 0, 0, 1
14, Run: 100, P, 0, 0, 1
15, Run: 001, F, 0, 13, 0
15, Run: 002, P, 0, 0, 1
15, Run: 003, F, 0, 15, 0
15, Run: 004, P, 0, 0, 2
15, Run: 005, P, 0, 0, 1
15, Run: 006, P, 0, 0, 1
15, Run: 007, P, 0, 0, 1
15, Run: 008, F, 0, 32, 0
15, Run: 009, F, 0, 31, 0
15, Run: 010, P, 0, 0, 2
15, Run: 011, P, 0, 0, 2
15, Run: 012, P, 0, 0, 1
15, Run: 013, P, 0, 0, 1
15, Run: 014, P, 0, 0, 1
15, Run: 015, P, 0, 0, 1
15, Run: 016, P, 0, 0, 1
15, Run: 017, P, 0, 0, 1
15, Run: 018, P, 0, 0, 2
15, Run: 019, P, 0, 0, 2
15, Run: 020, P, 0, 0, 1
15, Run: 021, P, 0, 0, 1
15, Run: 022, P, 0, 0, 1
15, Run: 023, P, 0, 0, 1
15, Run: 024, P, 0, 0, 2
15, Run: 025, F, 0, 20, 0
15, Run: 026, F, 0, 25, 0
15, Run: 027, P, 0, 0, 1
15, Run: 028, F, 0, 43, 0
15, Run: 029, P, 0, 0, 1
15, Run: 030, F, 0, 39, 0
15, Run: 031, F, 0, 2, 0
15, Run: 032, P, 0, 0, 1
15, Run: 033, F, 0, 7, 0
15, Run: 034, P, 0, 0, 1
15, Run: 035, P, 0, 0, 1
15, Run: 036, P, 0, 0, 2
15, Run: 037, F, 0, 26, 0
15, Run: 038, F, 0, 29, 0
15, Run: 039, P, 0, 0, 1
15, Run: 040, P, 0, 0, 1
15, Run: 041, P, 0, 0, 1
15, Run: 042, P, 0, 0, 1
15, Run: 043, F, 0, 18, 0
15, Run: 044, P, 0, 0, 2
15, Run: 045, P, 0, 0, 2
15, Run: 046, P, 0, 0, 2
15, Run: 047, F, 0, 29, 0
15, Run: 048, F, 0, 11, 0
15, Run: 049, F, 0, 40, 0
15, Run: 050, P, 0, 0, 2
15, Run: 051, P, 0, 0, 1
15, Run: 052, P, 0, 0, 2
15, Run: 053, P, 0, 0, 1
15, Run: 054, F, 0, 32, 0
15, Run: 055, P, 0, 0, 1
15, Run: 056, P, 0, 0, 1
15, Run: 057, P, 0, 0, 1
15, Run: 058, F, 0, 19, 0
15, Run: 059, P, 0, 0, 1
15, Run: 060, F, 0, 5, 0
15, Run: 061, F, 0, 10, 0
15, Run: 062, F, 0, 28, 0
15, Run: 063, F, 0, 13, 0
15, Run: 064, P, 0, 0, 2
15, Run: 065, P, 0, 0, 1
15, Run: 066, P, 0, 0, 1
15, Run: 067, F, 0, 6, 0
15, Run: 068, F, 0, 5, 0
15, Run: 069, P, 0, 0, 1
15, Run: 070, F, 0, 4, 0
15, Run: 071, P, 0, 0, 1
15, Run: 072, F, 0, 38, 0
15, Run: 073, P, 0, 0, 1
15, Run: 074, F, 0, 34, 0
15, Run: 075, F, 0, 21, 0
15, Run: 076, F, 0, 16, 0
15, Run: 077, P, 0, 0, 1
15, Run: 078, P, 0, 0, 1
15, Run: 079, P, 0, 0, 1
15, Run: 080, P, 0, 0, 1
15, Run: 081, P, 0, 0, 1
15, Run: 082, F, 0, 37, 0
15, Run: 083, P, 0, 0, 1
15, Run: 084, P, 0, 0, 1
15, Run: 085, P, 0, 0, 2
15, Run: 086, P, 0, 0, 2
15, Run: 087, F, 0, 31, 0
15, Run: 088, P, 0, 0, 1
15, Run: 089, F, 0, 6, 0
15, Run: 090, F, 0, 9, 0
15, Run: 091, F, 0, 15, 0
15, Run: 092, F, 0, 21, 0
15, Run: 093, F, 0, 17, 0
15, Run: 094, F, 0, 22, 0
15, Run: 095, F, 0, 18, 0
15, Run: 096, P, 0, 0, 2
15, Run: 097, F, 0, 29, 0
15, Run: 098, P, 0, 0, 1
15, Run: 099, F, 0, 20, 0
15, Run: 100, P, 0, 0, 2
16, Run: 001, F, 0, 30, 0
16, Run: 002, P, 0, 0, 2
16, Run: 003, F, 0, 46, 0
16, Run: 004, F, 0, 36, 0
16, Run: 005, P, 0, 0, 2
16, Run: 006, P, 0, 0, 1
16, Run: 007, F, 0, 41, 0
16, Run: 008, P, 0, 0, 2
16, Run: 009, F, 0, 23, 0
16, Run: 010, P, 0, 0, 2
16, Run: 011, P, 0, 0, 2
16, Run: 012, P, 0, 0, 2
16, Run: 013, F, 0, 67, 0
16, Run: 014, F, 0, 82, 0
16, Run: 015, F, 0, 63, 0
16, Run: 016, P, 0, 0, 1
16, Run: 017, P, 0, 0, 2
16, Run: 018, F, 0, 44, 0
16, Run: 019, P, 0, 0, 2
16, Run: 020, P, 0, 0, 1
16, Run: 021, F, 0, 24, 0
16, Run: 022, P, 0, 0, 1
16, Run: 023, P, 0, 0, 1
16, Run: 024, F, 0, 21, 0
16, Run: 025, P, 0, 0, 2
16, Run: 026, P, 0, 0, 1
16, Run: 027, P, 0, 0, 2
16, Run: 028, P, 0, 0, 1
16, Run: 029, F, 0, 20, 0
16, Run: 030, P, 0, 0, 2
16, Run: 031, F, 0, 20, 0
16, Run: 032, P, 0, 0, 2
16, Run: 033, P, 0, 0, 1
16, Run: 034, P, 0, 0, 1
