Test, Input, Number_R, Number_F, Number_E, Number_TSE, Number_TEE, Number_NP
ASE1,1,100,45,0,0,0,45
ASE1,10,100,50,0,0,0,50
ASE1,2,100,53,0,0,0,53
ASE1,3,100,50,0,0,0,50
ASE1,8,100,49,0,0,0,49
ASE1,9,100,51,0,0,0,51
ASE2,4,100,55,0,0,0,55
ASE2,5,100,53,0,0,0,53
ASE2,6,100,57,0,0,0,57
ASE3,7,100,0,0,0,0,0
ASE4,1,100,0,100,0,0,100
ASE4,10,100,0,100,0,0,100
ASE4,2,100,0,100,0,0,100
ASE4,3,100,0,100,0,0,100
ASE4,4,100,0,100,0,0,100
ASE4,5,100,0,100,0,0,100
ASE4,6,100,0,100,0,0,100
ASE4,8,100,0,100,0,0,100
ASE4,9,100,0,100,0,0,100
ASE5,1,100,63,0,0,0,63
ASE5,10,100,65,0,0,0,65
ASE5,2,100,88,0,0,0,88
ASE5,3,100,62,0,0,0,62
ASE5,8,100,54,0,0,0,54
ASE5,9,100,65,0,0,0,65
ASE6,1,100,80,0,0,0,80
ASE6,10,100,81,0,0,0,81
ASE6,2,100,77,0,0,0,77
ASE6,3,100,73,0,0,0,73
ASE6,8,100,72,0,0,0,72
ASE6,9,100,85,0,0,0,85
ASE7,4,100,34,0,0,0,34
ASE7,5,100,36,0,0,0,36
ASE7,6,100,37,0,0,0,37
ASE8,4,100,39,0,0,0,39
ASE8,5,100,44,0,0,0,44
ASE8,6,100,42,0,0,0,42
M10,1,100,0,100,0,0,100
M10,10,100,0,100,0,0,100
M10,2,100,0,100,0,0,100
M10,3,100,0,100,0,0,100
M10,4,100,0,100,0,0,100
M10,5,100,0,100,0,0,100
M10,6,100,0,100,0,0,100
M10,8,100,0,100,0,0,100
M10,9,100,0,100,0,0,100
M11,1,100,0,100,0,0,100
M11,10,100,0,100,0,0,100
M11,2,100,0,100,0,0,100
M11,3,100,0,100,0,0,100
M11,4,100,0,100,0,0,100
M11,5,100,0,100,0,0,100
M11,6,100,0,100,0,0,100
M11,8,100,0,100,0,0,100
M11,9,100,0,100,0,0,100
M12,1,100,0,100,0,0,100
M12,10,100,0,100,0,0,100
M12,2,100,0,100,0,0,100
M12,3,100,0,100,0,0,100
M12,8,100,0,100,0,0,100
M12,9,100,0,100,0,0,100
M14,4,100,100,0,0,0,100
M14,5,100,100,0,0,0,100
M14,6,100,100,0,0,0,100
M15,1,100,33,0,0,0,33
M15,10,100,39,0,0,0,39
M15,2,100,37,0,0,0,37
M15,3,100,38,0,0,0,38
M15,8,100,36,0,0,0,36
M15,9,100,43,0,0,0,43
M16,4,100,37,0,0,0,37
M16,5,100,42,0,0,0,42
M16,6,100,39,0,0,0,39
M9,1,100,0,100,0,0,100
M9,10,100,0,100,0,0,100
M9,2,100,0,100,0,0,100
M9,3,100,0,100,0,0,100
M9,4,100,0,100,0,0,100
M9,5,100,0,100,0,0,100
M9,6,100,0,100,0,0,100
M9,8,100,0,100,0,0,100
M9,9,100,0,100,0,0,100
