Input Number, Run_Number, Result@ 100, X1, X2, U
1, Run: 001, F, 66, 0, 0
1, Run: 002, F, 68, 0, 0
1, Run: 003, F, 67, 0, 0
1, Run: 004, F, 61, 0, 0
1, Run: 005, F, 51, 0, 0
1, Run: 006, F, 32, 0, 0
1, Run: 007, F, 0, 59, 0
1, Run: 008, F, 65, 0, 0
1, Run: 009, F, 58, 0, 0
1, Run: 010, F, 52, 0, 0
1, Run: 011, F, 66, 0, 0
1, Run: 012, F, 67, 0, 0
1, Run: 013, F, 65, 0, 0
1, Run: 014, F, 71, 0, 0
1, Run: 015, F, 58, 0, 0
1, Run: 016, F, 68, 0, 0
1, Run: 017, F, 71, 0, 0
1, Run: 018, F, 68, 0, 0
1, Run: 019, F, 41, 0, 0
1, Run: 020, F, 70, 0, 0
1, Run: 021, F, 0, 68, 0
1, Run: 022, F, 69, 0, 0
1, Run: 023, F, 62, 0, 0
1, Run: 024, F, 63, 0, 0
1, Run: 025, F, 59, 0, 0
1, Run: 026, F, 60, 0, 0
1, Run: 027, F, 68, 0, 0
1, Run: 028, F, 62, 0, 0
1, Run: 029, F, 61, 0, 0
1, Run: 030, F, 41, 0, 0
1, Run: 031, F, 64, 0, 0
1, Run: 032, F, 68, 0, 0
1, Run: 033, F, 72, 0, 0
1, Run: 034, F, 71, 0, 0
1, Run: 035, F, 68, 0, 0
1, Run: 036, F, 59, 0, 0
1, Run: 037, F, 75, 0, 0
1, Run: 038, F, 57, 0, 0
1, Run: 039, F, 60, 0, 0
1, Run: 040, F, 72, 0, 0
1, Run: 041, F, 73, 0, 0
1, Run: 042, F, 68, 0, 0
1, Run: 043, F, 77, 0, 0
1, Run: 044, F, 54, 0, 0
1, Run: 045, F, 67, 0, 0
1, Run: 046, F, 51, 0, 0
1, Run: 047, F, 65, 0, 0
1, Run: 048, F, 61, 0, 0
1, Run: 049, F, 70, 0, 0
1, Run: 050, F, 72, 0, 0
1, Run: 051, F, 62, 0, 0
1, Run: 052, F, 67, 0, 0
1, Run: 053, F, 60, 0, 0
1, Run: 054, F, 62, 0, 0
1, Run: 055, F, 60, 0, 0
1, Run: 056, F, 71, 0, 0
1, Run: 057, F, 72, 0, 0
1, Run: 058, F, 71, 0, 0
1, Run: 059, F, 63, 0, 0
1, Run: 060, F, 62, 0, 0
1, Run: 061, F, 58, 0, 0
1, Run: 062, F, 61, 0, 0
1, Run: 063, F, 0, 56, 0
1, Run: 064, F, 71, 0, 0
1, Run: 065, F, 70, 0, 0
1, Run: 066, F, 68, 0, 0
1, Run: 067, F, 73, 0, 0
1, Run: 068, F, 60, 0, 0
1, Run: 069, F, 72, 0, 0
1, Run: 070, F, 71, 0, 0
1, Run: 071, F, 70, 0, 0
1, Run: 072, F, 64, 0, 0
1, Run: 073, F, 67, 0, 0
1, Run: 074, F, 65, 0, 0
1, Run: 075, F, 71, 0, 0
1, Run: 076, F, 61, 0, 0
1, Run: 077, F, 75, 0, 0
1, Run: 078, F, 68, 0, 0
1, Run: 079, F, 53, 0, 0
1, Run: 080, F, 65, 0, 0
1, Run: 081, F, 0, 63, 0
1, Run: 082, F, 74, 0, 0
1, Run: 083, F, 70, 0, 0
1, Run: 084, F, 68, 0, 0
1, Run: 085, F, 67, 0, 0
1, Run: 086, F, 56, 0, 0
1, Run: 087, F, 60, 0, 0
1, Run: 088, F, 72, 0, 0
1, Run: 089, F, 76, 0, 0
1, Run: 090, F, 73, 0, 0
1, Run: 091, F, 74, 0, 0
1, Run: 092, F, 75, 0, 0
1, Run: 093, F, 66, 0, 0
1, Run: 094, F, 68, 0, 0
1, Run: 095, F, 59, 0, 0
1, Run: 096, F, 68, 0, 0
1, Run: 097, F, 67, 0, 0
1, Run: 098, F, 74, 0, 0
1, Run: 099, F, 57, 0, 0
1, Run: 100, F, 0, 65, 0
10, Run: 001, F, 0, 77, 0
10, Run: 002, F, 0, 68, 0
10, Run: 003, F, 0, 83, 0
10, Run: 004, F, 0, 86, 0
10, Run: 005, F, 0, 95, 0
10, Run: 006, F, 0, 81, 0
10, Run: 007, F, 0, 67, 0
10, Run: 008, F, 0, 81, 0
10, Run: 009, F, 0, 93, 0
10, Run: 010, F, 0, 91, 0
10, Run: 011, F, 0, 54, 0
10, Run: 012, F, 0, 78, 0
10, Run: 013, F, 0, 83, 0
10, Run: 014, F, 0, 89, 0
10, Run: 015, F, 0, 74, 0
10, Run: 016, F, 0, 90, 0
10, Run: 017, F, 0, 73, 0
10, Run: 018, F, 0, 62, 0
10, Run: 019, F, 0, 83, 0
10, Run: 020, F, 0, 81, 0
10, Run: 021, F, 0, 83, 0
10, Run: 022, F, 0, 87, 0
10, Run: 023, F, 0, 82, 0
10, Run: 024, F, 0, 68, 0
10, Run: 025, F, 0, 86, 0
10, Run: 026, F, 0, 81, 0
10, Run: 027, F, 0, 90, 0
10, Run: 028, F, 0, 90, 0
10, Run: 029, F, 0, 86, 0
10, Run: 030, F, 0, 76, 0
10, Run: 031, F, 0, 76, 0
10, Run: 032, F, 0, 76, 0
10, Run: 033, F, 0, 80, 0
10, Run: 034, F, 0, 65, 0
10, Run: 035, F, 0, 82, 0
10, Run: 036, F, 0, 89, 0
10, Run: 037, F, 0, 70, 0
10, Run: 038, F, 0, 79, 0
10, Run: 039, F, 0, 87, 0
10, Run: 040, F, 0, 86, 0
10, Run: 041, F, 0, 83, 0
10, Run: 042, F, 0, 80, 0
10, Run: 043, F, 0, 88, 0
10, Run: 044, F, 0, 93, 0
10, Run: 045, F, 0, 87, 0
10, Run: 046, F, 0, 75, 0
10, Run: 047, F, 0, 90, 0
10, Run: 048, F, 0, 85, 0
10, Run: 049, F, 0, 89, 0
10, Run: 050, F, 0, 83, 0
10, Run: 051, F, 0, 91, 0
10, Run: 052, F, 0, 64, 0
10, Run: 053, F, 0, 68, 0
10, Run: 054, F, 0, 87, 0
10, Run: 055, F, 0, 84, 0
10, Run: 056, F, 0, 73, 0
10, Run: 057, F, 0, 67, 0
10, Run: 058, F, 0, 80, 0
10, Run: 059, F, 0, 77, 0
10, Run: 060, F, 0, 86, 0
10, Run: 061, F, 0, 87, 0
10, Run: 062, F, 0, 83, 0
10, Run: 063, F, 0, 84, 0
10, Run: 064, F, 0, 95, 0
10, Run: 065, F, 0, 85, 0
10, Run: 066, F, 0, 87, 0
10, Run: 067, F, 0, 75, 0
10, Run: 068, F, 0, 80, 0
10, Run: 069, F, 0, 90, 0
10, Run: 070, F, 0, 80, 0
10, Run: 071, F, 0, 73, 0
10, Run: 072, F, 0, 81, 0
10, Run: 073, F, 0, 79, 0
10, Run: 074, F, 0, 80, 0
10, Run: 075, F, 0, 73, 0
10, Run: 076, F, 0, 95, 0
10, Run: 077, F, 0, 82, 0
10, Run: 078, F, 0, 88, 0
10, Run: 079, F, 0, 54, 0
10, Run: 080, F, 0, 74, 0
10, Run: 081, F, 0, 76, 0
10, Run: 082, F, 0, 84, 0
10, Run: 083, F, 0, 86, 0
10, Run: 084, F, 0, 85, 0
10, Run: 085, F, 0, 62, 0
10, Run: 086, F, 0, 74, 0
10, Run: 087, F, 0, 82, 0
10, Run: 088, F, 0, 74, 0
10, Run: 089, F, 0, 85, 0
10, Run: 090, F, 0, 82, 0
10, Run: 091, F, 0, 77, 0
10, Run: 092, F, 0, 74, 0
10, Run: 093, F, 0, 61, 0
10, Run: 094, F, 0, 75, 0
10, Run: 095, F, 0, 84, 0
10, Run: 096, F, 0, 89, 0
10, Run: 097, F, 0, 82, 0
10, Run: 098, F, 0, 74, 0
10, Run: 099, F, 0, 90, 0
10, Run: 100, F, 0, 76, 0
11, Run: 001, F, 0, 167, 0
11, Run: 002, F, 0, 148, 0
11, Run: 003, F, 0, 153, 0
11, Run: 004, F, 0, 154, 0
11, Run: 005, F, 0, 168, 0
11, Run: 006, F, 0, 136, 0
11, Run: 007, F, 0, 157, 0
11, Run: 008, F, 0, 134, 0
11, Run: 009, F, 0, 139, 0
11, Run: 010, F, 0, 182, 0
11, Run: 011, F, 0, 164, 0
11, Run: 012, F, 0, 152, 0
11, Run: 013, F, 0, 174, 0
11, Run: 014, F, 0, 169, 0
11, Run: 015, F, 0, 169, 0
11, Run: 016, F, 0, 163, 0
11, Run: 017, F, 0, 165, 0
