Input Number, Run_Number, Result@ 100, Y, X, V, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-19, Run: 056, F, 0, 0, 1, 95, 11, 31, 2, 11, 32
INVAR-19, Run: 057, F, 1, 0, 0, 96, 11, 31, 2, 12, 32
INVAR-19, Run: 058, F, 1, 0, 0, 93, 11, 30, 2, 11, 32
INVAR-19, Run: 059, F, 1, 0, 0, 90, 11, 29, 2, 12, 30
INVAR-19, Run: 060, F, 0, 0, 1, 113, 11, 37, 2, 10, 39
INVAR-19, Run: 061, F, 0, 0, 2, 104, 11, 34, 2, 11, 34
INVAR-19, Run: 062, F, 0, 0, 1, 110, 11, 36, 2, 8, 40
INVAR-19, Run: 063, F, 0, 0, 1, 101, 11, 33, 2, 10, 35
INVAR-19, Run: 064, F, 0, 0, 1, 110, 11, 36, 2, 11, 37
INVAR-19, Run: 065, F, 1, 0, 0, 120, 11, 39, 2, 9, 43
INVAR-19, Run: 066, F, 2, 0, 0, 91, 11, 29, 2, 11, 31
INVAR-19, Run: 067, F, 1, 0, 0, 111, 11, 36, 2, 11, 38
INVAR-19, Run: 068, F, 2, 0, 0, 97, 11, 31, 2, 9, 35
INVAR-19, Run: 069, F, 2, 0, 1, 97, 11, 31, 2, 12, 31
INVAR-19, Run: 070, F, 1, 0, 0, 96, 11, 31, 2, 12, 32
INVAR-19, Run: 071, F, 2, 0, 0, 115, 11, 37, 2, 7, 43
INVAR-19, Run: 072, F, 1, 0, 0, 90, 11, 29, 2, 12, 30
INVAR-19, Run: 073, F, 1, 0, 1, 108, 11, 35, 2, 12, 35
INVAR-19, Run: 074, F, 2, 0, 0, 100, 11, 32, 2, 9, 36
INVAR-19, Run: 075, F, 1, 0, 0, 111, 11, 36, 2, 10, 39
INVAR-19, Run: 076, F, 1, 0, 1, 99, 11, 32, 2, 11, 33
INVAR-19, Run: 077, F, 1, 0, 1, 87, 11, 28, 2, 12, 28
INVAR-19, Run: 078, F, 3, 0, 0, 92, 11, 29, 2, 11, 31
INVAR-19, Run: 079, F, 2, 0, 0, 100, 11, 32, 2, 8, 37
INVAR-19, Run: 080, F, 0, 0, 2, 104, 11, 34, 2, 13, 32
INVAR-19, Run: 081, F, 2, 0, 1, 109, 11, 35, 2, 6, 41
INVAR-19, Run: 082, F, 2, 0, 0, 100, 11, 32, 2, 12, 33
INVAR-19, Run: 083, F, 2, 0, 0, 100, 11, 32, 2, 12, 33
INVAR-19, Run: 084, F, 2, 0, 0, 97, 11, 31, 2, 12, 32
INVAR-19, Run: 085, F, 2, 0, 1, 106, 11, 34, 2, 6, 40
INVAR-19, Run: 086, F, 1, 0, 1, 108, 11, 35, 2, 10, 37
INVAR-19, Run: 087, F, 1, 0, 0, 102, 11, 33, 2, 12, 34
INVAR-19, Run: 088, F, 2, 0, 0, 100, 11, 32, 2, 12, 33
INVAR-19, Run: 089, F, 2, 0, 0, 94, 11, 30, 2, 12, 31
INVAR-19, Run: 090, F, 0, 0, 1, 101, 11, 33, 2, 10, 35
INVAR-19, Run: 091, F, 2, 0, 0, 106, 11, 34, 2, 11, 36
INVAR-19, Run: 092, F, 0, 0, 1, 104, 11, 34, 2, 8, 38
INVAR-19, Run: 093, F, 2, 0, 0, 100, 11, 32, 2, 10, 35
INVAR-19, Run: 094, F, 1, 0, 1, 96, 11, 31, 2, 12, 31
INVAR-19, Run: 095, F, 1, 0, 0, 90, 11, 29, 2, 12, 30
INVAR-19, Run: 096, F, 1, 0, 0, 117, 11, 38, 2, 11, 40
INVAR-19, Run: 097, F, 1, 0, 0, 117, 11, 38, 2, 12, 39
INVAR-19, Run: 098, F, 1, 0, 0, 99, 11, 32, 2, 11, 34
INVAR-19, Run: 099, F, 1, 0, 1, 90, 11, 29, 2, 12, 29
INVAR-19, Run: 100, F, 2, 0, 0, 91, 11, 29, 2, 13, 29
INVAR-2, Run: 001, F, 0, 0, 1, 97, 19, 54, 3, 22, 53
INVAR-2, Run: 002, F, 0, 0, 1, 118, 19, 61, 3, 29, 53
INVAR-2, Run: 003, F, 0, 0, 1, 97, 19, 54, 3, 17, 58
INVAR-2, Run: 004, F, 2, 0, 0, 102, 19, 55, 3, 5, 72
INVAR-2, Run: 005, F, 0, 0, 1, 94, 19, 53, 3, 25, 49
INVAR-2, Run: 006, F, 2, 0, 0, 96, 19, 53, 3, 31, 44
INVAR-2, Run: 007, F, 0, 0, 1, 82, 19, 49, 3, 5, 65
INVAR-2, Run: 008, F, 0, 0, 1, 109, 20, 59, 0, 11, 67
INVAR-2, Run: 009, F, 2, 0, 0, 93, 20, 53, 0, 2, 71
INVAR-2, Run: 010, F, 1, 0, 1, 101, 19, 55, 3, 19, 57
INVAR-2, Run: 011, F, 1, 0, 2, 107, 19, 57, 3, 29, 48
INVAR-2, Run: 012, F, 0, 0, 1, 91, 19, 52, 3, 31, 42
INVAR-2, Run: 013, F, 0, 0, 1, 91, 19, 52, 3, 12, 61
INVAR-2, Run: 014, F, 0, 0, 1, 103, 20, 57, 0, 6, 70
INVAR-2, Run: 015, F, 1, 0, 1, 104, 19, 56, 3, 19, 58
INVAR-2, Run: 016, F, 2, 0, 0, 87, 19, 50, 3, 23, 49
INVAR-2, Run: 017, F, 0, 0, 1, 88, 19, 51, 3, 7, 65
INVAR-2, Run: 018, F, 2, 0, 0, 96, 20, 54, 0, 14, 60
INVAR-2, Run: 019, F, 2, 0, 0, 96, 20, 54, 0, 7, 67
INVAR-2, Run: 020, F, 0, 0, 1, 109, 19, 58, 3, 22, 57
INVAR-2, Run: 021, F, 2, 0, 0, 93, 19, 52, 3, 26, 48
INVAR-2, Run: 022, F, 2, 0, 0, 102, 20, 56, 0, 9, 67
INVAR-2, Run: 023, F, 2, 0, 1, 105, 19, 56, 3, 22, 55
INVAR-2, Run: 024, F, 1, 0, 0, 107, 19, 57, 3, 4, 75
INVAR-2, Run: 025, F, 1, 0, 1, 86, 19, 50, 3, 20, 51
INVAR-2, Run: 026, F, 2, 0, 0, 99, 19, 54, 3, 24, 52
INVAR-2, Run: 027, F, 0, 0, 1, 97, 19, 54, 3, 23, 52
INVAR-2, Run: 028, F, 3, 0, 0, 91, 19, 51, 3, 24, 49
INVAR-2, Run: 029, F, 1, 0, 1, 92, 20, 53, 0, 4, 68
INVAR-2, Run: 030, F, 3, 0, 0, 97, 18, 52, 6, 35, 41
INVAR-2, Run: 031, F, 1, 0, 1, 101, 19, 55, 3, 20, 56
INVAR-2, Run: 032, F, 3, 0, 0, 100, 19, 54, 3, 1, 75
INVAR-2, Run: 033, F, 1, 0, 1, 107, 19, 57, 3, 16, 62
INVAR-2, Run: 034, F, 0, 0, 1, 97, 18, 53, 6, 31, 45
INVAR-2, Run: 035, F, 0, 0, 1, 103, 19, 56, 3, 26, 51
INVAR-2, Run: 036, F, 0, 0, 1, 118, 20, 62, 0, 8, 73
INVAR-2, Run: 037, F, 2, 0, 0, 111, 19, 58, 3, 25, 55
INVAR-2, Run: 038, F, 2, 0, 0, 96, 19, 53, 3, 16, 59
INVAR-2, Run: 039, F, 0, 0, 1, 106, 19, 57, 3, 27, 51
INVAR-2, Run: 040, F, 0, 0, 1, 88, 19, 51, 3, 26, 46
INVAR-2, Run: 041, F, 0, 0, 1, 100, 19, 55, 3, 27, 49
INVAR-2, Run: 042, F, 2, 0, 0, 108, 19, 57, 3, 6, 73
INVAR-2, Run: 043, F, 2, 0, 0, 84, 19, 49, 3, 27, 44
INVAR-2, Run: 044, F, 1, 0, 1, 95, 19, 53, 3, 21, 53
INVAR-2, Run: 045, F, 3, 0, 0, 100, 19, 54, 3, 23, 53
INVAR-2, Run: 046, F, 0, 0, 1, 88, 19, 51, 3, 6, 66
INVAR-2, Run: 047, F, 2, 0, 0, 99, 19, 54, 3, 23, 53
INVAR-2, Run: 048, F, 0, 0, 1, 124, 19, 63, 3, 31, 53
INVAR-2, Run: 049, F, 2, 0, 0, 90, 19, 51, 3, 25, 48
INVAR-2, Run: 050, F, 2, 0, 1, 99, 19, 54, 3, 35, 40
INVAR-2, Run: 051, F, 2, 0, 0, 99, 18, 53, 6, 31, 46
INVAR-2, Run: 052, F, 0, 0, 1, 103, 19, 56, 3, 27, 50
INVAR-2, Run: 053, F, 0, 0, 1, 88, 19, 51, 3, 23, 49
INVAR-2, Run: 054, F, 3, 0, 0, 88, 19, 50, 3, 30, 42
INVAR-2, Run: 055, F, 2, 0, 1, 90, 18, 50, 6, 32, 41
INVAR-2, Run: 056, F, 3, 0, 1, 97, 20, 54, 0, 16, 57
INVAR-2, Run: 057, F, 3, 0, 0, 100, 20, 55, 0, 3, 72
INVAR-2, Run: 058, F, 3, 0, 0, 94, 19, 52, 3, 10, 64
INVAR-2, Run: 059, F, 2, 0, 0, 105, 19, 56, 3, 17, 61
INVAR-2, Run: 060, F, 1, 0, 1, 92, 20, 53, 0, 8, 64
INVAR-2, Run: 061, F, 1, 0, 1, 104, 20, 57, 0, 13, 63
INVAR-2, Run: 062, F, 0, 0, 1, 100, 18, 54, 6, 19, 58
INVAR-2, Run: 063, F, 2, 0, 0, 90, 19, 51, 3, 20, 53
INVAR-2, Run: 064, F, 0, 0, 1, 91, 19, 52, 3, 29, 44
INVAR-2, Run: 065, F, 2, 0, 0, 99, 19, 54, 3, 19, 57
INVAR-2, Run: 066, F, 2, 0, 1, 99, 19, 54, 3, 24, 51
INVAR-2, Run: 067, F, 2, 0, 0, 75, 20, 47, 0, 10, 57
INVAR-2, Run: 068, F, 1, 0, 0, 92, 20, 53, 0, 7, 66
INVAR-2, Run: 069, F, 0, 0, 1, 88, 19, 51, 3, 17, 55
INVAR-2, Run: 070, F, 1, 0, 0, 119, 19, 61, 3, 29, 54
INVAR-2, Run: 071, F, 3, 0, 0, 100, 19, 54, 3, 31, 45
INVAR-2, Run: 072, F, 1, 0, 1, 92, 19, 52, 3, 31, 42
INVAR-2, Run: 073, F, 2, 0, 0, 90, 19, 51, 3, 30, 43
INVAR-2, Run: 074, F, 3, 0, 0, 100, 19, 54, 3, 2, 74
INVAR-2, Run: 075, F, 2, 0, 0, 111, 19, 58, 3, 26, 54
INVAR-2, Run: 076, F, 2, 0, 0, 108, 20, 58, 0, 9, 69
INVAR-2, Run: 077, F, 2, 0, 0, 105, 20, 57, 0, 12, 65
INVAR-2, Run: 078, F, 1, 0, 0, 101, 20, 56, 0, 7, 69
INVAR-2, Run: 079, F, 0, 0, 1, 94, 19, 53, 3, 23, 51
INVAR-2, Run: 080, F, 1, 0, 1, 92, 19, 52, 3, 38, 35
INVAR-2, Run: 081, F, 0, 0, 1, 100, 19, 55, 3, 27, 49
INVAR-2, Run: 082, F, 1, 0, 1, 107, 19, 57, 3, 28, 50
INVAR-2, Run: 083, F, 1, 0, 0, 98, 19, 54, 3, 18, 58
INVAR-2, Run: 084, F, 0, 0, 1, 127, 19, 64, 3, 27, 58
INVAR-2, Run: 085, F, 1, 0, 0, 104, 19, 56, 3, 40, 38
INVAR-2, Run: 086, F, 1, 0, 1, 119, 20, 62, 0, 16, 65
INVAR-2, Run: 087, F, 1, 0, 1, 101, 19, 55, 3, 20, 56
INVAR-2, Run: 088, F, 2, 0, 0, 99, 20, 55, 0, 6, 69
INVAR-2, Run: 089, F, 2, 0, 0, 108, 18, 56, 6, 15, 65
INVAR-2, Run: 090, F, 2, 0, 0, 120, 20, 62, 0, 7, 75
INVAR-2, Run: 091, F, 2, 0, 0, 93, 19, 52, 3, 22, 52
INVAR-2, Run: 092, F, 1, 0, 1, 98, 19, 54, 3, 15, 60
INVAR-2, Run: 093, F, 0, 0, 1, 82, 19, 49, 3, 19, 51
INVAR-2, Run: 094, F, 0, 0, 1, 109, 18, 57, 6, 27, 53
INVAR-2, Run: 095, F, 1, 0, 0, 98, 19, 54, 3, 18, 58
INVAR-2, Run: 096, F, 2, 0, 1, 108, 19, 57, 3, 18, 60
INVAR-2, Run: 097, F, 1, 0, 2, 113, 19, 59, 3, 13, 66
INVAR-2, Run: 098, F, 2, 0, 0, 108, 19, 57, 3, 17, 62
INVAR-2, Run: 099, F, 2, 0, 0, 102, 19, 55, 3, 27, 50
INVAR-2, Run: 100, F, 2, 0, 0, 90, 19, 51, 3, 28, 45
INVAR-20, Run: 001, F, 0, 0, 1, 91, 30, 30, 1, 24, 36
INVAR-20, Run: 002, F, 1, 0, 0, 95, 30, 31, 1, 30, 32
INVAR-20, Run: 003, F, 1, 0, 0, 86, 30, 28, 1, 30, 29
INVAR-20, Run: 004, F, 0, 0, 1, 97, 30, 32, 1, 24, 38
INVAR-20, Run: 005, F, 2, 0, 0, 117, 30, 38, 1, 21, 48
INVAR-20, Run: 006, F, 2, 0, 0, 90, 30, 29, 1, 14, 46
INVAR-20, Run: 007, F, 1, 0, 0, 101, 30, 33, 1, 21, 43
INVAR-20, Run: 008, F, 1, 0, 0, 92, 30, 30, 1, 25, 36
INVAR-20, Run: 009, F, 2, 0, 0, 99, 30, 32, 1, 29, 34
INVAR-20, Run: 010, F, 2, 0, 1, 99, 30, 32, 1, 30, 32
INVAR-20, Run: 011, F, 2, 0, 1, 102, 30, 33, 1, 29, 34
INVAR-20, Run: 012, F, 1, 0, 0, 86, 30, 28, 1, 29, 30
INVAR-20, Run: 013, F, 1, 0, 1, 95, 30, 31, 1, 18, 43
INVAR-20, Run: 014, F, 1, 0, 1, 92, 30, 30, 1, 27, 33
INVAR-20, Run: 015, F, 2, 0, 0, 99, 30, 32, 1, 26, 37
INVAR-20, Run: 016, F, 2, 0, 0, 84, 30, 27, 1, 29, 29
INVAR-20, Run: 017, F, 2, 0, 0, 99, 30, 32, 1, 28, 35
INVAR-20, Run: 018, F, 0, 0, 1, 94, 30, 31, 1, 28, 33
INVAR-20, Run: 019, F, 0, 0, 1, 118, 30, 39, 1, 25, 44
INVAR-20, Run: 020, F, 0, 0, 1, 112, 30, 37, 1, 26, 41
INVAR-20, Run: 021, F, 0, 0, 1, 97, 30, 32, 1, 19, 43
INVAR-20, Run: 022, F, 1, 0, 0, 116, 30, 38, 1, 16, 53
INVAR-20, Run: 023, F, 3, 0, 0, 91, 30, 29, 1, 16, 44
INVAR-20, Run: 024, F, 0, 0, 2, 103, 30, 34, 1, 17, 46
INVAR-20, Run: 025, F, 2, 0, 0, 102, 30, 33, 1, 26, 38
INVAR-20, Run: 026, F, 0, 0, 1, 91, 30, 30, 1, 26, 34
INVAR-20, Run: 027, F, 1, 0, 0, 113, 30, 37, 1, 23, 45
INVAR-20, Run: 028, F, 2, 0, 0, 93, 30, 30, 1, 16, 45
INVAR-20, Run: 029, F, 1, 0, 0, 77, 30, 25, 1, 17, 39
INVAR-20, Run: 030, F, 0, 0, 3, 106, 30, 35, 1, 20, 43
INVAR-20, Run: 031, F, 0, 0, 1, 118, 30, 39, 1, 27, 42
INVAR-20, Run: 032, F, 2, 0, 0, 93, 30, 30, 1, 25, 36
INVAR-20, Run: 033, F, 1, 0, 1, 110, 30, 36, 1, 28, 38
INVAR-20, Run: 034, F, 3, 0, 0, 94, 30, 30, 1, 21, 40
INVAR-20, Run: 035, F, 1, 0, 1, 92, 30, 30, 1, 26, 34
INVAR-20, Run: 036, F, 0, 0, 1, 91, 30, 30, 1, 18, 42
INVAR-20, Run: 037, F, 2, 0, 0, 99, 30, 32, 1, 25, 38
INVAR-20, Run: 038, F, 0, 0, 2, 106, 30, 35, 1, 21, 43
INVAR-20, Run: 039, F, 1, 0, 3, 107, 30, 35, 1, 23, 40
INVAR-20, Run: 040, F, 1, 0, 2, 83, 30, 27, 1, 11, 45
INVAR-20, Run: 041, F, 2, 0, 0, 96, 30, 31, 1, 30, 32
INVAR-20, Run: 042, F, 2, 0, 1, 108, 30, 35, 1, 8, 57
INVAR-20, Run: 043, F, 0, 0, 1, 91, 30, 30, 1, 21, 39
INVAR-20, Run: 044, F, 2, 0, 0, 96, 30, 31, 1, 25, 37
INVAR-20, Run: 045, F, 2, 0, 0, 105, 30, 34, 1, 17, 48
INVAR-20, Run: 046, F, 2, 0, 1, 96, 30, 31, 1, 24, 37
INVAR-20, Run: 047, F, 0, 0, 1, 115, 30, 38, 1, 14, 54
INVAR-20, Run: 048, F, 0, 0, 1, 88, 30, 29, 1, 28, 31
INVAR-20, Run: 049, F, 0, 0, 1, 94, 30, 31, 1, 29, 32
INVAR-20, Run: 050, F, 0, 0, 1, 100, 30, 33, 1, 15, 48
INVAR-20, Run: 051, F, 1, 0, 1, 110, 30, 36, 1, 30, 36
INVAR-20, Run: 052, F, 1, 0, 1, 107, 30, 35, 1, 29, 36
INVAR-20, Run: 053, F, 2, 0, 0, 90, 30, 29, 1, 28, 32
INVAR-20, Run: 054, F, 1, 0, 0, 110, 30, 36, 1, 22, 45
INVAR-20, Run: 055, F, 1, 0, 1, 113, 30, 37, 1, 24, 43
INVAR-20, Run: 056, F, 2, 0, 0, 99, 30, 32, 1, 16, 47
INVAR-20, Run: 057, F, 0, 0, 1, 115, 30, 38, 1, 27, 41
INVAR-20, Run: 058, F, 2, 0, 0, 105, 30, 34, 1, 7, 58
INVAR-20, Run: 059, F, 3, 0, 0, 94, 30, 30, 1, 30, 31
INVAR-20, Run: 060, F, 2, 0, 0, 96, 30, 31, 1, 30, 32
INVAR-20, Run: 061, F, 1, 0, 1, 95, 30, 31, 1, 21, 40
INVAR-20, Run: 062, F, 2, 0, 0, 96, 30, 31, 1, 18, 44
INVAR-20, Run: 063, F, 1, 0, 0, 86, 30, 28, 1, 27, 32
INVAR-20, Run: 064, F, 2, 0, 0, 99, 30, 32, 1, 30, 33
INVAR-20, Run: 065, F, 2, 0, 0, 87, 30, 28, 1, 25, 34
INVAR-20, Run: 066, F, 2, 0, 0, 105, 30, 34, 1, 30, 35
INVAR-20, Run: 067, F, 2, 0, 0, 96, 30, 31, 1, 25, 37
INVAR-20, Run: 068, F, 2, 0, 0, 96, 30, 31, 1, 19, 43
INVAR-20, Run: 069, F, 1, 0, 0, 89, 30, 29, 1, 21, 39
INVAR-20, Run: 070, F, 2, 0, 0, 96, 30, 31, 1, 27, 35
INVAR-20, Run: 071, F, 0, 0, 1, 103, 30, 34, 1, 14, 50
INVAR-20, Run: 072, F, 1, 0, 1, 92, 30, 30, 1, 17, 43
INVAR-20, Run: 073, F, 3, 0, 0, 103, 30, 33, 1, 26, 38
INVAR-20, Run: 074, F, 1, 0, 1, 113, 30, 37, 1, 22, 45
INVAR-20, Run: 075, F, 0, 0, 2, 106, 30, 35, 1, 25, 39
INVAR-20, Run: 076, F, 1, 0, 0, 107, 30, 35, 1, 29, 37
INVAR-20, Run: 077, F, 1, 0, 0, 116, 30, 38, 1, 27, 42
INVAR-20, Run: 078, F, 0, 0, 1, 121, 30, 40, 1, 16, 54
INVAR-20, Run: 079, F, 0, 0, 1, 97, 30, 32, 1, 15, 47
INVAR-20, Run: 080, F, 0, 0, 1, 106, 30, 35, 1, 24, 41
INVAR-20, Run: 081, F, 0, 0, 3, 109, 30, 36, 1, 23, 41
INVAR-20, Run: 082, F, 1, 0, 0, 92, 30, 30, 1, 21, 40
INVAR-20, Run: 083, F, 2, 0, 0, 114, 30, 37, 1, 17, 51
INVAR-20, Run: 084, F, 0, 0, 1, 106, 30, 35, 1, 28, 37
INVAR-20, Run: 085, F, 0, 0, 1, 109, 30, 36, 1, 22, 44
INVAR-20, Run: 086, F, 2, 0, 0, 99, 30, 32, 1, 18, 45
INVAR-20, Run: 087, F, 2, 0, 1, 102, 30, 33, 1, 18, 45
INVAR-20, Run: 088, F, 1, 0, 0, 122, 30, 40, 1, 27, 44
INVAR-20, Run: 089, F, 1, 0, 1, 101, 30, 33, 1, 20, 43
INVAR-20, Run: 090, F, 1, 0, 1, 86, 30, 28, 1, 18, 40
INVAR-20, Run: 091, F, 2, 0, 0, 87, 30, 28, 1, 27, 32
INVAR-20, Run: 092, F, 2, 0, 0, 102, 30, 33, 1, 25, 39
INVAR-20, Run: 093, F, 2, 0, 1, 102, 30, 33, 1, 25, 38
INVAR-20, Run: 094, F, 1, 0, 0, 137, 30, 45, 1, 28, 48
INVAR-20, Run: 095, F, 0, 0, 1, 88, 30, 29, 1, 24, 35
INVAR-20, Run: 096, F, 1, 0, 1, 95, 30, 31, 1, 21, 40
INVAR-20, Run: 097, F, 2, 0, 0, 93, 30, 30, 1, 31, 30
INVAR-20, Run: 098, F, 1, 0, 0, 110, 30, 36, 1, 27, 40
INVAR-20, Run: 099, F, 0, 0, 1, 106, 30, 35, 1, 13, 52
INVAR-20, Run: 100, F, 1, 0, 1, 98, 30, 32, 1, 22, 40
INVAR-21, Run: 001, F, 2, 0, 0, 108, 44, 35, 1, 40, 40
INVAR-21, Run: 002, F, 2, 0, 0, 99, 44, 32, 1, 22, 55
INVAR-21, Run: 003, F, 0, 0, 1, 94, 44, 31, 1, 42, 33
INVAR-21, Run: 004, F, 3, 0, 0, 100, 44, 32, 1, 35, 42
INVAR-21, Run: 005, F, 2, 0, 1, 90, 44, 29, 1, 18, 55
INVAR-21, Run: 006, F, 2, 0, 0, 123, 44, 40, 1, 37, 48
INVAR-21, Run: 007, F, 0, 0, 2, 112, 44, 37, 1, 31, 49
INVAR-21, Run: 008, F, 1, 0, 0, 95, 44, 31, 1, 37, 39
INVAR-21, Run: 009, F, 3, 0, 0, 103, 44, 33, 1, 37, 41
INVAR-21, Run: 010, F, 1, 0, 2, 98, 44, 32, 1, 41, 34
INVAR-21, Run: 011, F, 2, 0, 0, 96, 44, 31, 1, 34, 42
INVAR-21, Run: 012, F, 1, 0, 0, 110, 44, 36, 1, 40, 41
INVAR-21, Run: 013, F, 2, 0, 0, 93, 44, 30, 1, 35, 40
INVAR-21, Run: 014, F, 0, 0, 1, 115, 44, 38, 1, 16, 66
INVAR-21, Run: 015, F, 0, 0, 2, 103, 44, 34, 1, 38, 39
INVAR-21, Run: 016, F, 1, 0, 0, 95, 44, 31, 1, 44, 32
INVAR-21, Run: 017, F, 2, 0, 1, 99, 44, 32, 1, 44, 32
INVAR-21, Run: 018, F, 1, 0, 1, 107, 44, 35, 1, 34, 45
INVAR-21, Run: 019, F, 2, 0, 0, 96, 44, 31, 1, 42, 34
INVAR-21, Run: 020, F, 2, 0, 0, 96, 44, 31, 1, 42, 34
INVAR-21, Run: 021, F, 2, 0, 0, 96, 44, 31, 1, 33, 43
INVAR-21, Run: 022, F, 0, 0, 1, 94, 44, 31, 1, 15, 60
INVAR-21, Run: 023, F, 2, 0, 0, 93, 44, 30, 1, 32, 43
INVAR-21, Run: 024, F, 1, 0, 0, 95, 44, 31, 1, 15, 61
INVAR-21, Run: 025, F, 1, 0, 1, 107, 44, 35, 1, 21, 58
INVAR-21, Run: 026, F, 0, 0, 1, 97, 44, 32, 1, 11, 65
INVAR-21, Run: 027, F, 2, 0, 0, 90, 44, 29, 1, 22, 52
INVAR-21, Run: 028, F, 2, 0, 1, 102, 44, 33, 1, 27, 50
INVAR-21, Run: 029, F, 2, 0, 0, 105, 44, 34, 1, 37, 42
INVAR-21, Run: 030, F, 2, 0, 0, 111, 44, 36, 1, 18, 63
INVAR-21, Run: 031, F, 1, 0, 1, 95, 44, 31, 1, 21, 54
INVAR-21, Run: 032, F, 0, 0, 1, 91, 44, 30, 1, 42, 32
INVAR-21, Run: 033, F, 1, 0, 1, 98, 44, 32, 1, 31, 45
INVAR-21, Run: 034, F, 0, 0, 1, 115, 44, 38, 1, 10, 72
INVAR-21, Run: 035, F, 1, 0, 0, 95, 44, 31, 1, 31, 45
INVAR-21, Run: 036, F, 2, 0, 1, 114, 44, 37, 1, 25, 56
INVAR-21, Run: 037, F, 2, 0, 0, 93, 44, 30, 1, 34, 41
INVAR-21, Run: 038, F, 2, 0, 0, 84, 44, 27, 1, 25, 47
INVAR-21, Run: 039, F, 2, 0, 0, 93, 44, 30, 1, 30, 45
INVAR-21, Run: 040, F, 2, 0, 0, 99, 44, 32, 1, 40, 37
INVAR-21, Run: 041, F, 0, 0, 1, 100, 44, 33, 1, 24, 53
INVAR-21, Run: 042, F, 1, 0, 0, 104, 44, 34, 1, 28, 51
INVAR-21, Run: 043, F, 2, 0, 0, 96, 44, 31, 1, 41, 35
INVAR-21, Run: 044, F, 0, 0, 2, 91, 44, 30, 1, 41, 32
INVAR-21, Run: 045, F, 0, 0, 1, 112, 44, 37, 1, 27, 54
INVAR-21, Run: 046, F, 0, 0, 1, 97, 44, 32, 1, 34, 42
INVAR-21, Run: 047, F, 1, 0, 0, 101, 44, 33, 1, 41, 37
INVAR-21, Run: 048, F, 1, 0, 1, 95, 44, 31, 1, 24, 51
INVAR-21, Run: 049, F, 0, 0, 1, 103, 44, 34, 1, 42, 36
INVAR-21, Run: 050, F, 2, 0, 1, 111, 44, 36, 1, 35, 45
INVAR-21, Run: 051, F, 1, 0, 1, 116, 44, 38, 1, 39, 43
INVAR-21, Run: 052, F, 2, 0, 0, 111, 44, 36, 1, 16, 65
INVAR-21, Run: 053, F, 0, 0, 1, 91, 44, 30, 1, 38, 36
INVAR-21, Run: 054, F, 2, 0, 0, 102, 44, 33, 1, 42, 36
INVAR-21, Run: 055, F, 1, 0, 1, 89, 44, 29, 1, 44, 29
INVAR-21, Run: 056, F, 0, 0, 1, 100, 44, 33, 1, 41, 36
INVAR-21, Run: 057, F, 1, 0, 1, 110, 44, 36, 1, 26, 54
INVAR-21, Run: 058, F, 2, 0, 0, 93, 44, 30, 1, 19, 56
INVAR-21, Run: 059, F, 3, 0, 0, 100, 44, 32, 1, 33, 44
INVAR-21, Run: 060, F, 0, 0, 1, 91, 44, 30, 1, 22, 52
INVAR-21, Run: 061, F, 2, 0, 0, 90, 44, 29, 1, 39, 35
INVAR-21, Run: 062, F, 1, 0, 2, 95, 44, 31, 1, 13, 61
INVAR-21, Run: 063, F, 2, 0, 0, 102, 44, 33, 1, 42, 36
INVAR-21, Run: 064, F, 2, 0, 0, 114, 44, 37, 1, 33, 49
INVAR-21, Run: 065, F, 2, 0, 0, 96, 44, 31, 1, 28, 48
INVAR-21, Run: 066, F, 0, 0, 1, 106, 44, 35, 1, 43, 36
INVAR-21, Run: 067, F, 1, 0, 1, 101, 44, 33, 1, 42, 35
INVAR-21, Run: 068, F, 0, 0, 2, 91, 44, 30, 1, 18, 55
INVAR-21, Run: 069, F, 1, 0, 0, 107, 44, 35, 1, 19, 61
INVAR-21, Run: 070, F, 1, 0, 1, 107, 44, 35, 1, 20, 59
INVAR-21, Run: 071, F, 0, 0, 2, 100, 44, 33, 1, 28, 48
INVAR-21, Run: 072, F, 0, 0, 1, 106, 44, 35, 1, 26, 53
INVAR-21, Run: 073, F, 2, 0, 0, 90, 44, 29, 1, 28, 46
INVAR-21, Run: 074, F, 2, 0, 0, 84, 44, 27, 1, 25, 47
INVAR-21, Run: 075, F, 2, 0, 0, 93, 44, 30, 1, 39, 36
INVAR-21, Run: 076, F, 3, 0, 1, 106, 44, 34, 1, 41, 37
INVAR-21, Run: 077, F, 2, 0, 0, 84, 44, 27, 1, 37, 35
INVAR-21, Run: 078, F, 2, 0, 0, 102, 44, 33, 1, 40, 38
INVAR-21, Run: 079, F, 2, 0, 0, 84, 44, 27, 1, 31, 41
INVAR-21, Run: 080, F, 0, 0, 1, 94, 44, 31, 1, 32, 43
INVAR-21, Run: 081, F, 2, 0, 0, 84, 44, 27, 1, 38, 34
INVAR-21, Run: 082, F, 0, 0, 1, 82, 44, 27, 1, 42, 29
INVAR-21, Run: 083, F, 2, 0, 1, 99, 44, 32, 1, 31, 45
INVAR-21, Run: 084, F, 2, 0, 0, 84, 44, 27, 1, 23, 49
INVAR-21, Run: 085, F, 1, 0, 1, 92, 44, 30, 1, 36, 38
INVAR-21, Run: 086, F, 2, 0, 0, 114, 44, 37, 1, 33, 49
