Input Number, Run_Number, Result@ 100, CO, CE, X1, A, B, C, PO, D, Y, PE, E, F
INVAR-1, Run: 068, P, 50, 4741, 0, 0, 0, 0, 0, 4, 0, 1, 34, 0
INVAR-1, Run: 069, P, 44, 4182, 0, 0, 0, 0, 0, 10, 0, 1, 31, 0
INVAR-1, Run: 070, P, 6, 626, 0, 0, 0, 0, 0, 48, 0, 1, 12, 0
INVAR-1, Run: 071, P, 28, 2848, 0, 0, 0, 0, 0, 26, 0, 1, 23, 0
INVAR-1, Run: 072, P, 16, 1590, 0, 0, 0, 0, 0, 38, 0, 1, 17, 0
INVAR-1, Run: 073, P, 46, 4446, 0, 0, 0, 0, 0, 8, 0, 1, 32, 0
INVAR-1, Run: 074, P, 22, 2154, 0, 0, 0, 0, 0, 32, 0, 1, 20, 0
INVAR-1, Run: 075, P, 36, 3534, 0, 0, 0, 0, 0, 18, 0, 1, 27, 0
INVAR-1, Run: 076, P, 22, 2151, 0, 0, 0, 0, 0, 32, 0, 1, 20, 0
INVAR-1, Run: 077, P, 4, 392, 0, 0, 0, 0, 0, 50, 0, 1, 11, 0
INVAR-1, Run: 078, P, 36, 3492, 0, 0, 0, 0, 0, 18, 0, 1, 27, 0
INVAR-1, Run: 079, P, 16, 1613, 0, 0, 0, 0, 0, 38, 0, 1, 17, 0
INVAR-1, Run: 080, P, 16, 1459, 0, 0, 0, 0, 0, 38, 0, 1, 17, 0
INVAR-1, Run: 081, P, 48, 4582, 0, 0, 0, 0, 0, 6, 0, 1, 33, 0
INVAR-1, Run: 082, P, 6, 543, 0, 0, 0, 0, 0, 48, 0, 1, 12, 0
INVAR-1, Run: 083, P, 22, 2107, 0, 0, 0, 0, 0, 32, 0, 1, 20, 0
INVAR-1, Run: 084, P, 12, 1205, 0, 0, 0, 0, 0, 42, 0, 1, 15, 0
INVAR-1, Run: 085, P, 46, 4400, 0, 0, 0, 0, 0, 8, 0, 1, 32, 0
INVAR-1, Run: 086, P, 50, 4717, 0, 0, 0, 0, 0, 4, 0, 1, 34, 0
INVAR-1, Run: 087, P, 46, 4422, 0, 0, 0, 0, 0, 8, 0, 1, 32, 0
INVAR-1, Run: 088, P, 8, 712, 0, 0, 0, 0, 0, 46, 0, 1, 13, 0
INVAR-1, Run: 089, P, 48, 4524, 0, 0, 0, 0, 0, 6, 0, 1, 33, 0
INVAR-1, Run: 090, P, 20, 1919, 0, 0, 0, 0, 0, 34, 0, 1, 19, 0
INVAR-1, Run: 091, P, 22, 2103, 0, 0, 0, 0, 0, 32, 0, 1, 20, 0
INVAR-1, Run: 092, P, 46, 4369, 0, 0, 0, 0, 0, 8, 0, 1, 32, 0
INVAR-1, Run: 093, P, 44, 4022, 0, 0, 0, 0, 0, 10, 0, 1, 31, 0
INVAR-1, Run: 094, P, 42, 4002, 0, 0, 0, 0, 0, 12, 0, 1, 30, 0
INVAR-1, Run: 095, P, 46, 4484, 0, 0, 0, 0, 0, 8, 0, 1, 32, 0
INVAR-1, Run: 096, P, 12, 1203, 0, 0, 0, 0, 0, 42, 0, 1, 15, 0
INVAR-1, Run: 097, P, 50, 4819, 0, 0, 0, 0, 0, 4, 0, 1, 34, 0
INVAR-1, Run: 098, P, 6, 618, 0, 0, 0, 0, 0, 48, 0, 1, 12, 0
INVAR-1, Run: 099, P, 10, 1002, 0, 0, 0, 0, 0, 44, 0, 1, 14, 0
INVAR-1, Run: 100, P, 50, 4793, 0, 0, 0, 0, 0, 4, 0, 1, 34, 0
INVAR-10, Run: 001, P, 490, 46997, 0, 0, 0, 0, 0, 110, 0, 1, 345, 0
INVAR-10, Run: 002, P, 248, 23809, 0, 0, 0, 0, 0, 352, 0, 1, 224, 0
INVAR-10, Run: 003, P, 598, 56310, 0, 0, 0, 0, 0, 2, 0, 1, 399, 0
INVAR-10, Run: 004, P, 530, 50485, 0, 0, 0, 0, 0, 70, 0, 1, 365, 0
INVAR-10, Run: 005, P, 454, 42981, 0, 0, 0, 0, 0, 146, 0, 1, 327, 0
INVAR-10, Run: 006, P, 576, 54777, 0, 0, 0, 0, 0, 24, 0, 1, 388, 0
INVAR-10, Run: 007, P, 556, 52900, 0, 0, 0, 0, 0, 44, 0, 1, 378, 0
INVAR-10, Run: 008, P, 556, 53101, 0, 0, 0, 0, 0, 44, 0, 1, 378, 0
INVAR-10, Run: 009, P, 396, 38258, 0, 0, 0, 0, 0, 204, 0, 1, 298, 0
INVAR-10, Run: 010, P, 584, 55180, 0, 0, 0, 0, 0, 16, 0, 1, 392, 0
INVAR-10, Run: 011, P, 494, 46651, 0, 0, 0, 0, 0, 106, 0, 1, 347, 0
INVAR-10, Run: 012, P, 596, 56298, 0, 0, 0, 0, 0, 4, 0, 1, 398, 0
INVAR-10, Run: 013, P, 572, 53659, 0, 0, 0, 0, 0, 28, 0, 1, 386, 0
INVAR-10, Run: 014, P, 572, 54325, 0, 0, 0, 0, 0, 28, 0, 1, 386, 0
INVAR-10, Run: 015, P, 338, 32419, 0, 0, 0, 0, 0, 262, 0, 1, 269, 0
INVAR-10, Run: 016, P, 470, 44532, 0, 0, 0, 0, 0, 130, 0, 1, 335, 0
INVAR-10, Run: 017, P, 350, 33427, 0, 0, 0, 0, 0, 250, 0, 1, 275, 0
INVAR-10, Run: 018, P, 590, 55814, 0, 0, 0, 0, 0, 10, 0, 1, 395, 0
INVAR-10, Run: 019, P, 570, 54189, 0, 0, 0, 0, 0, 30, 0, 1, 385, 0
INVAR-10, Run: 020, P, 314, 29760, 0, 0, 0, 0, 0, 286, 0, 1, 257, 0
INVAR-10, Run: 021, P, 234, 22569, 0, 0, 0, 0, 0, 366, 0, 1, 217, 0
INVAR-10, Run: 022, P, 572, 54507, 0, 0, 0, 0, 0, 28, 0, 1, 386, 0
INVAR-10, Run: 023, P, 576, 55239, 0, 0, 0, 0, 0, 24, 0, 1, 388, 0
INVAR-10, Run: 024, P, 518, 49099, 0, 0, 0, 0, 0, 82, 0, 1, 359, 0
INVAR-10, Run: 025, P, 600, 57072, 0, 0, 0, 0, 0, 0, 0, 1, 400, 0
INVAR-10, Run: 026, P, 576, 54674, 0, 0, 0, 0, 0, 24, 0, 1, 388, 0
INVAR-10, Run: 027, P, 478, 45342, 0, 0, 0, 0, 0, 122, 0, 1, 339, 0
INVAR-10, Run: 028, P, 488, 46571, 0, 0, 0, 0, 0, 112, 0, 1, 344, 0
INVAR-10, Run: 029, P, 522, 49211, 0, 0, 0, 0, 0, 78, 0, 1, 361, 0
INVAR-10, Run: 030, P, 522, 49798, 0, 0, 0, 0, 0, 78, 0, 1, 361, 0
INVAR-10, Run: 031, P, 468, 44242, 0, 0, 0, 0, 0, 132, 0, 1, 334, 0
INVAR-10, Run: 032, P, 546, 51513, 0, 0, 0, 0, 0, 54, 0, 1, 373, 0
INVAR-10, Run: 033, P, 572, 54485, 0, 0, 0, 0, 0, 28, 0, 1, 386, 0
INVAR-10, Run: 034, P, 586, 55281, 0, 0, 0, 0, 0, 14, 0, 1, 393, 0
INVAR-10, Run: 035, P, 564, 53718, 0, 0, 0, 0, 0, 36, 0, 1, 382, 0
INVAR-10, Run: 036, P, 558, 52151, 0, 0, 0, 0, 0, 42, 0, 1, 379, 0
INVAR-10, Run: 037, P, 574, 54053, 0, 0, 0, 0, 0, 26, 0, 1, 387, 0
INVAR-10, Run: 038, P, 384, 36495, 0, 0, 0, 0, 0, 216, 0, 1, 292, 0
INVAR-10, Run: 039, P, 534, 51037, 0, 0, 0, 0, 0, 66, 0, 1, 367, 0
INVAR-10, Run: 040, P, 558, 52652, 0, 0, 0, 0, 0, 42, 0, 1, 379, 0
INVAR-10, Run: 041, P, 588, 55752, 0, 0, 0, 0, 0, 12, 0, 1, 394, 0
INVAR-10, Run: 042, P, 596, 56165, 0, 0, 0, 0, 0, 4, 0, 1, 398, 0
INVAR-10, Run: 043, P, 594, 56919, 0, 0, 0, 0, 0, 6, 0, 1, 397, 0
INVAR-10, Run: 044, P, 548, 52254, 0, 0, 0, 0, 0, 52, 0, 1, 374, 0
INVAR-10, Run: 045, P, 422, 39805, 0, 0, 0, 0, 0, 178, 0, 1, 311, 0
INVAR-10, Run: 046, P, 598, 56677, 0, 0, 0, 0, 0, 2, 0, 1, 399, 0
INVAR-10, Run: 047, P, 400, 38098, 0, 0, 0, 0, 0, 200, 0, 1, 300, 0
INVAR-10, Run: 048, P, 450, 42962, 0, 0, 0, 0, 0, 150, 0, 1, 325, 0
INVAR-10, Run: 049, P, 512, 48629, 0, 0, 0, 0, 0, 88, 0, 1, 356, 0
INVAR-10, Run: 050, P, 510, 49067, 0, 0, 0, 0, 0, 90, 0, 1, 355, 0
INVAR-10, Run: 051, P, 570, 54356, 0, 0, 0, 0, 0, 30, 0, 1, 385, 0
INVAR-10, Run: 052, P, 536, 50306, 0, 0, 0, 0, 0, 64, 0, 1, 368, 0
INVAR-10, Run: 053, P, 546, 52100, 0, 0, 0, 0, 0, 54, 0, 1, 373, 0
INVAR-10, Run: 054, P, 500, 47648, 0, 0, 0, 0, 0, 100, 0, 1, 350, 0
INVAR-10, Run: 055, P, 578, 55387, 0, 0, 0, 0, 0, 22, 0, 1, 389, 0
INVAR-10, Run: 056, P, 578, 54535, 0, 0, 0, 0, 0, 22, 0, 1, 389, 0
INVAR-10, Run: 057, P, 522, 49505, 0, 0, 0, 0, 0, 78, 0, 1, 361, 0
INVAR-10, Run: 058, P, 596, 56717, 0, 0, 0, 0, 0, 4, 0, 1, 398, 0
INVAR-10, Run: 059, P, 586, 55676, 0, 0, 0, 0, 0, 14, 0, 1, 393, 0
INVAR-10, Run: 060, P, 538, 50636, 0, 0, 0, 0, 0, 62, 0, 1, 369, 0
INVAR-10, Run: 061, P, 580, 54869, 0, 0, 0, 0, 0, 20, 0, 1, 390, 0
INVAR-10, Run: 062, P, 484, 46330, 0, 0, 0, 0, 0, 116, 0, 1, 342, 0
INVAR-10, Run: 063, P, 430, 41005, 0, 0, 0, 0, 0, 170, 0, 1, 315, 0
INVAR-10, Run: 064, P, 568, 54384, 0, 0, 0, 0, 0, 32, 0, 1, 384, 0
INVAR-10, Run: 065, P, 532, 50751, 0, 0, 0, 0, 0, 68, 0, 1, 366, 0
INVAR-10, Run: 066, P, 546, 52065, 0, 0, 0, 0, 0, 54, 0, 1, 373, 0
INVAR-10, Run: 067, P, 482, 45876, 0, 0, 0, 0, 0, 118, 0, 1, 341, 0
INVAR-10, Run: 068, P, 600, 56802, 0, 0, 0, 0, 0, 0, 0, 1, 400, 0
INVAR-10, Run: 069, P, 594, 56057, 0, 0, 0, 0, 0, 6, 0, 1, 397, 0
INVAR-10, Run: 070, P, 326, 31316, 0, 0, 0, 0, 0, 274, 0, 1, 263, 0
INVAR-10, Run: 071, P, 532, 50454, 0, 0, 0, 0, 0, 68, 0, 1, 366, 0
INVAR-10, Run: 072, P, 546, 51718, 0, 0, 0, 0, 0, 54, 0, 1, 373, 0
INVAR-10, Run: 073, P, 580, 55024, 0, 0, 0, 0, 0, 20, 0, 1, 390, 0
INVAR-10, Run: 074, P, 572, 53426, 0, 0, 0, 0, 0, 28, 0, 1, 386, 0
INVAR-10, Run: 075, P, 554, 52587, 0, 0, 0, 0, 0, 46, 0, 1, 377, 0
INVAR-10, Run: 076, P, 596, 56529, 0, 0, 0, 0, 0, 4, 0, 1, 398, 0
INVAR-10, Run: 077, P, 454, 43534, 0, 0, 0, 0, 0, 146, 0, 1, 327, 0
INVAR-10, Run: 078, P, 498, 47302, 0, 0, 0, 0, 0, 102, 0, 1, 349, 0
INVAR-10, Run: 079, P, 574, 54397, 0, 0, 0, 0, 0, 26, 0, 1, 387, 0
INVAR-10, Run: 080, P, 276, 26664, 0, 0, 0, 0, 0, 324, 0, 1, 238, 0
INVAR-10, Run: 081, P, 500, 47693, 0, 0, 0, 0, 0, 100, 0, 1, 350, 0
INVAR-10, Run: 082, P, 590, 55818, 0, 0, 0, 0, 0, 10, 0, 1, 395, 0
INVAR-10, Run: 083, P, 558, 53401, 0, 0, 0, 0, 0, 42, 0, 1, 379, 0
INVAR-10, Run: 084, P, 506, 47792, 0, 0, 0, 0, 0, 94, 0, 1, 353, 0
INVAR-10, Run: 085, P, 590, 55612, 0, 0, 0, 0, 0, 10, 0, 1, 395, 0
INVAR-10, Run: 086, P, 464, 44075, 0, 0, 0, 0, 0, 136, 0, 1, 332, 0
INVAR-10, Run: 087, P, 424, 39935, 0, 0, 0, 0, 0, 176, 0, 1, 312, 0
INVAR-10, Run: 088, P, 534, 50948, 0, 0, 0, 0, 0, 66, 0, 1, 367, 0
INVAR-10, Run: 089, P, 542, 51439, 0, 0, 0, 0, 0, 58, 0, 1, 371, 0
INVAR-10, Run: 090, P, 282, 26981, 0, 0, 0, 0, 0, 318, 0, 1, 241, 0
INVAR-10, Run: 091, P, 584, 54923, 0, 0, 0, 0, 0, 16, 0, 1, 392, 0
INVAR-10, Run: 092, P, 310, 29855, 0, 0, 0, 0, 0, 290, 0, 1, 255, 0
INVAR-10, Run: 093, P, 598, 56865, 0, 0, 0, 0, 0, 2, 0, 1, 399, 0
INVAR-10, Run: 094, P, 412, 39618, 0, 0, 0, 0, 0, 188, 0, 1, 306, 0
INVAR-10, Run: 095, P, 364, 34786, 0, 0, 0, 0, 0, 236, 0, 1, 282, 0
INVAR-10, Run: 096, P, 422, 40436, 0, 0, 0, 0, 0, 178, 0, 1, 311, 0
INVAR-10, Run: 097, P, 346, 33286, 0, 0, 0, 0, 0, 254, 0, 1, 273, 0
INVAR-10, Run: 098, P, 358, 34116, 0, 0, 0, 0, 0, 242, 0, 1, 279, 0
INVAR-10, Run: 099, P, 582, 55421, 0, 0, 0, 0, 0, 18, 0, 1, 391, 0
INVAR-10, Run: 100, P, 596, 55989, 0, 0, 0, 0, 0, 4, 0, 1, 398, 0
INVAR-2, Run: 001, P, 92, 8816, 0, 0, 0, 0, 0, 76, 0, 1, 74, 0
INVAR-2, Run: 002, P, 110, 10518, 0, 0, 0, 0, 0, 58, 0, 1, 83, 0
INVAR-2, Run: 003, P, 164, 15661, 0, 0, 0, 0, 0, 4, 0, 1, 110, 0
INVAR-2, Run: 004, P, 126, 12079, 0, 0, 0, 0, 0, 42, 0, 1, 91, 0
INVAR-2, Run: 005, P, 136, 13208, 0, 0, 0, 0, 0, 32, 0, 1, 96, 0
INVAR-2, Run: 006, P, 38, 3684, 0, 0, 0, 0, 0, 130, 0, 1, 47, 0
INVAR-2, Run: 007, P, 164, 15772, 0, 0, 0, 0, 0, 4, 0, 1, 110, 0
INVAR-2, Run: 008, P, 150, 14352, 0, 0, 0, 0, 0, 18, 0, 1, 103, 0
INVAR-2, Run: 009, P, 114, 10916, 0, 0, 0, 0, 0, 54, 0, 1, 85, 0
INVAR-2, Run: 010, P, 134, 12957, 0, 0, 0, 0, 0, 34, 0, 1, 95, 0
INVAR-2, Run: 011, P, 156, 14842, 0, 0, 0, 0, 0, 12, 0, 1, 106, 0
INVAR-2, Run: 012, P, 148, 14251, 0, 0, 0, 0, 0, 20, 0, 1, 102, 0
INVAR-2, Run: 013, P, 144, 13789, 0, 0, 0, 0, 0, 24, 0, 1, 100, 0
INVAR-2, Run: 014, P, 42, 4060, 0, 0, 0, 0, 0, 126, 0, 1, 49, 0
INVAR-2, Run: 015, P, 148, 14070, 0, 0, 0, 0, 0, 20, 0, 1, 102, 0
INVAR-2, Run: 016, P, 126, 11996, 0, 0, 0, 0, 0, 42, 0, 1, 91, 0
INVAR-2, Run: 017, P, 110, 10597, 0, 0, 0, 0, 0, 58, 0, 1, 83, 0
INVAR-2, Run: 018, P, 86, 8244, 0, 0, 0, 0, 0, 82, 0, 1, 71, 0
INVAR-2, Run: 019, P, 148, 14203, 0, 0, 0, 0, 0, 20, 0, 1, 102, 0
INVAR-2, Run: 020, P, 112, 10896, 0, 0, 0, 0, 0, 56, 0, 1, 84, 0
INVAR-2, Run: 021, P, 164, 15656, 0, 0, 0, 0, 0, 4, 0, 1, 110, 0
INVAR-2, Run: 022, P, 114, 10908, 0, 0, 0, 0, 0, 54, 0, 1, 85, 0
INVAR-2, Run: 023, P, 26, 2550, 0, 0, 0, 0, 0, 142, 0, 1, 41, 0
INVAR-2, Run: 024, P, 106, 10096, 0, 0, 0, 0, 0, 62, 0, 1, 81, 0
INVAR-2, Run: 025, P, 104, 9997, 0, 0, 0, 0, 0, 64, 0, 1, 80, 0
INVAR-2, Run: 026, P, 52, 5136, 0, 0, 0, 0, 0, 116, 0, 1, 54, 0
INVAR-2, Run: 027, P, 158, 14993, 0, 0, 0, 0, 0, 10, 0, 1, 107, 0
INVAR-2, Run: 028, P, 120, 11605, 0, 0, 0, 0, 0, 48, 0, 1, 88, 0
INVAR-2, Run: 029, P, 46, 4453, 0, 0, 0, 0, 0, 122, 0, 1, 51, 0
INVAR-2, Run: 030, P, 154, 14701, 0, 0, 0, 0, 0, 14, 0, 1, 105, 0
INVAR-2, Run: 031, P, 62, 6207, 0, 0, 0, 0, 0, 106, 0, 1, 59, 0
INVAR-2, Run: 032, P, 48, 4725, 0, 0, 0, 0, 0, 120, 0, 1, 52, 0
INVAR-2, Run: 033, P, 156, 15109, 0, 0, 0, 0, 0, 12, 0, 1, 106, 0
INVAR-2, Run: 034, P, 120, 11573, 0, 0, 0, 0, 0, 48, 0, 1, 88, 0
INVAR-2, Run: 035, P, 118, 11409, 0, 0, 0, 0, 0, 50, 0, 1, 87, 0
INVAR-2, Run: 036, P, 142, 13555, 0, 0, 0, 0, 0, 26, 0, 1, 99, 0
INVAR-2, Run: 037, P, 116, 11123, 0, 0, 0, 0, 0, 52, 0, 1, 86, 0
INVAR-2, Run: 038, P, 150, 14340, 0, 0, 0, 0, 0, 18, 0, 1, 103, 0
INVAR-2, Run: 039, P, 156, 14933, 0, 0, 0, 0, 0, 12, 0, 1, 106, 0
INVAR-2, Run: 040, P, 142, 13386, 0, 0, 0, 0, 0, 26, 0, 1, 99, 0
INVAR-2, Run: 041, P, 162, 15462, 0, 0, 0, 0, 0, 6, 0, 1, 109, 0
INVAR-2, Run: 042, P, 146, 13937, 0, 0, 0, 0, 0, 22, 0, 1, 101, 0
INVAR-2, Run: 043, P, 136, 12949, 0, 0, 0, 0, 0, 32, 0, 1, 96, 0
INVAR-2, Run: 044, P, 154, 14723, 0, 0, 0, 0, 0, 14, 0, 1, 105, 0
INVAR-2, Run: 045, P, 104, 9941, 0, 0, 0, 0, 0, 64, 0, 1, 80, 0
INVAR-2, Run: 046, P, 106, 10083, 0, 0, 0, 0, 0, 62, 0, 1, 81, 0
INVAR-2, Run: 047, P, 102, 9878, 0, 0, 0, 0, 0, 66, 0, 1, 79, 0
INVAR-2, Run: 048, P, 154, 14577, 0, 0, 0, 0, 0, 14, 0, 1, 105, 0
INVAR-2, Run: 049, P, 146, 13833, 0, 0, 0, 0, 0, 22, 0, 1, 101, 0
INVAR-2, Run: 050, P, 56, 5538, 0, 0, 0, 0, 0, 112, 0, 1, 56, 0
INVAR-2, Run: 051, P, 48, 4763, 0, 0, 0, 0, 0, 120, 0, 1, 52, 0
INVAR-2, Run: 052, P, 104, 9963, 0, 0, 0, 0, 0, 64, 0, 1, 80, 0
INVAR-2, Run: 053, P, 132, 12633, 0, 0, 0, 0, 0, 36, 0, 1, 94, 0
INVAR-2, Run: 054, P, 154, 14670, 0, 0, 0, 0, 0, 14, 0, 1, 105, 0
INVAR-2, Run: 055, P, 96, 9192, 0, 0, 0, 0, 0, 72, 0, 1, 76, 0
INVAR-2, Run: 056, P, 86, 8241, 0, 0, 0, 0, 0, 82, 0, 1, 71, 0
INVAR-2, Run: 057, P, 104, 9989, 0, 0, 0, 0, 0, 64, 0, 1, 80, 0
INVAR-2, Run: 058, P, 124, 11887, 0, 0, 0, 0, 0, 44, 0, 1, 90, 0
INVAR-2, Run: 059, P, 160, 15536, 0, 0, 0, 0, 0, 8, 0, 1, 108, 0
INVAR-2, Run: 060, P, 106, 9964, 0, 0, 0, 0, 0, 62, 0, 1, 81, 0
INVAR-2, Run: 061, P, 138, 13080, 0, 0, 0, 0, 0, 30, 0, 1, 97, 0
INVAR-2, Run: 062, P, 166, 15840, 0, 0, 0, 0, 0, 2, 0, 1, 111, 0
INVAR-2, Run: 063, P, 146, 13873, 0, 0, 0, 0, 0, 22, 0, 1, 101, 0
INVAR-2, Run: 064, P, 116, 10926, 0, 0, 0, 0, 0, 52, 0, 1, 86, 0
INVAR-2, Run: 065, P, 88, 8642, 0, 0, 0, 0, 0, 80, 0, 1, 72, 0
INVAR-2, Run: 066, P, 120, 11405, 0, 0, 0, 0, 0, 48, 0, 1, 88, 0
INVAR-2, Run: 067, P, 64, 6316, 0, 0, 0, 0, 0, 104, 0, 1, 60, 0
