Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, CO, D, Y, PE, CE, E, F, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 052, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 87, 87, 0, 100, 60, 39, 100, 100, 200, 6654, 3327
INVAR-10, Run: 053, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 55, 55, 0, 100, 72, 27, 100, 100, 200, 6122, 3061
INVAR-10, Run: 054, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 53, 51, 0, 100, 62, 37, 99, 100, 200, 4032, 2016
INVAR-10, Run: 055, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 70, 68, 0, 100, 51, 48, 99, 100, 200, 5966, 2983
INVAR-10, Run: 056, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 66, 64, 0, 100, 62, 37, 99, 100, 200, 4528, 2264
INVAR-10, Run: 057, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 72, 70, 0, 100, 68, 31, 99, 100, 200, 4436, 2218
INVAR-10, Run: 058, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 80, 80, 0, 100, 62, 37, 100, 100, 200, 5422, 2711
INVAR-10, Run: 059, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 64, 62, 0, 100, 66, 33, 99, 100, 200, 4198, 2099
INVAR-10, Run: 060, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 72, 72, 0, 100, 60, 39, 100, 100, 200, 6632, 3316
INVAR-10, Run: 061, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 62, 62, 0, 100, 71, 28, 100, 100, 200, 5226, 2613
INVAR-10, Run: 062, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 72, 70, 0, 100, 54, 45, 99, 100, 200, 5924, 2962
INVAR-10, Run: 063, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 73, 71, 0, 100, 72, 27, 99, 100, 200, 4684, 2342
INVAR-10, Run: 064, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 71, 69, 0, 100, 59, 40, 99, 100, 200, 7020, 3510
INVAR-10, Run: 065, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 63, 61, 0, 100, 64, 35, 99, 100, 200, 4890, 2445
INVAR-10, Run: 066, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 56, 56, 0, 100, 67, 32, 100, 100, 200, 5112, 2556
INVAR-10, Run: 067, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 57, 57, 0, 100, 63, 36, 100, 100, 200, 9056, 4528
INVAR-10, Run: 068, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 53, 51, 0, 100, 69, 30, 99, 100, 200, 5746, 2873
INVAR-10, Run: 069, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 54, 52, 0, 100, 66, 33, 99, 100, 200, 7978, 3989
INVAR-10, Run: 070, P, 0, 0, 0, 0, 0, 0, 600, 4, 1, 4, 98, 0, 200, 0, 68, 64, 0, 100, 50, 49, 98, 100, 200, 6124, 3062
INVAR-10, Run: 071, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 78, 78, 0, 100, 59, 40, 100, 100, 200, 4504, 2252
INVAR-10, Run: 072, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 82, 80, 0, 100, 56, 43, 99, 100, 200, 4634, 2317
INVAR-10, Run: 073, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 62, 62, 0, 100, 66, 33, 100, 100, 200, 6646, 3323
INVAR-10, Run: 074, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 64, 64, 0, 100, 65, 34, 100, 100, 200, 7720, 3860
INVAR-10, Run: 075, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 59, 57, 0, 100, 63, 36, 99, 100, 200, 8134, 4067
INVAR-10, Run: 076, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 74, 72, 0, 100, 49, 50, 99, 100, 200, 3820, 1910
INVAR-10, Run: 077, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 52, 50, 0, 100, 63, 36, 99, 100, 200, 4580, 2290
INVAR-10, Run: 078, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 72, 72, 0, 100, 51, 48, 100, 100, 200, 6620, 3310
INVAR-10, Run: 079, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 59, 59, 0, 100, 62, 37, 100, 100, 200, 6922, 3461
INVAR-10, Run: 080, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 62, 62, 0, 100, 55, 44, 100, 100, 200, 4704, 2352
INVAR-10, Run: 081, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 68, 66, 0, 100, 52, 47, 99, 100, 200, 6006, 3003
INVAR-10, Run: 082, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 75, 75, 0, 100, 56, 43, 100, 100, 200, 6080, 3040
INVAR-10, Run: 083, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 52, 50, 0, 100, 70, 29, 99, 100, 200, 6528, 3264
INVAR-10, Run: 084, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 86, 86, 0, 100, 63, 36, 100, 100, 200, 5132, 2566
INVAR-10, Run: 085, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 59, 57, 0, 100, 61, 38, 99, 100, 200, 6186, 3093
INVAR-10, Run: 086, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 96, 94, 0, 100, 57, 42, 99, 100, 200, 5330, 2665
INVAR-10, Run: 087, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 37, 35, 0, 100, 58, 41, 99, 100, 200, 4866, 2433
INVAR-10, Run: 088, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 46, 44, 0, 100, 59, 40, 99, 100, 200, 5942, 2971
INVAR-10, Run: 089, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 55, 55, 0, 100, 67, 32, 100, 100, 200, 5816, 2908
INVAR-10, Run: 090, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 94, 92, 0, 100, 54, 45, 99, 100, 200, 5672, 2836
INVAR-10, Run: 091, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 70, 70, 0, 100, 65, 34, 100, 100, 200, 5130, 2565
INVAR-10, Run: 092, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 64, 64, 0, 100, 58, 41, 100, 100, 200, 6402, 3201
INVAR-10, Run: 093, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 54, 52, 0, 100, 70, 29, 99, 100, 200, 9332, 4666
INVAR-10, Run: 094, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 60, 58, 0, 100, 63, 36, 99, 100, 200, 7412, 3706
INVAR-10, Run: 095, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 60, 60, 0, 100, 61, 38, 100, 100, 200, 5162, 2581
INVAR-10, Run: 096, P, 0, 0, 0, 0, 0, 0, 600, 4, 1, 4, 98, 0, 200, 0, 72, 68, 0, 100, 64, 35, 98, 100, 200, 4428, 2214
INVAR-10, Run: 097, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 51, 51, 0, 100, 65, 34, 100, 100, 200, 5870, 2935
INVAR-10, Run: 098, P, 0, 0, 0, 0, 0, 0, 600, 0, 1, 0, 100, 0, 200, 0, 75, 75, 0, 100, 60, 39, 100, 100, 200, 4636, 2318
INVAR-10, Run: 099, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 37, 35, 0, 100, 67, 32, 99, 100, 200, 6132, 3066
INVAR-10, Run: 100, P, 0, 0, 0, 0, 0, 0, 600, 2, 1, 2, 99, 0, 200, 0, 63, 61, 0, 100, 58, 41, 99, 100, 200, 6914, 3457
INVAR-2, Run: 001, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 21, 19, 0, 28, 20, 7, 27, 28, 56, 740, 370
INVAR-2, Run: 002, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 16, 14, 0, 28, 14, 13, 27, 28, 56, 790, 395
INVAR-2, Run: 003, P, 0, 0, 0, 0, 0, 0, 168, 4, 1, 4, 26, 0, 56, 0, 24, 20, 0, 28, 15, 12, 26, 28, 56, 978, 489
INVAR-2, Run: 004, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 16, 16, 0, 28, 18, 9, 28, 28, 56, 822, 411
INVAR-2, Run: 005, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 15, 13, 0, 28, 18, 9, 27, 28, 56, 642, 321
INVAR-2, Run: 006, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 20, 18, 0, 28, 19, 8, 27, 28, 56, 2162, 1081
INVAR-2, Run: 007, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 18, 18, 0, 28, 19, 8, 28, 28, 56, 1754, 877
INVAR-2, Run: 008, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 23, 21, 0, 28, 21, 6, 27, 28, 56, 982, 491
INVAR-2, Run: 009, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 25, 25, 0, 28, 16, 11, 28, 28, 56, 1198, 599
INVAR-2, Run: 010, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 24, 22, 0, 28, 19, 8, 27, 28, 56, 1066, 533
INVAR-2, Run: 011, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 7, 5, 0, 28, 15, 12, 27, 28, 56, 616, 308
INVAR-2, Run: 012, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 15, 15, 0, 28, 17, 10, 28, 28, 56, 882, 441
INVAR-2, Run: 013, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 16, 14, 0, 28, 13, 14, 27, 28, 56, 698, 349
INVAR-2, Run: 014, P, 0, 0, 0, 0, 0, 0, 168, 4, 1, 4, 26, 0, 56, 0, 23, 19, 0, 28, 18, 9, 26, 28, 56, 500, 250
INVAR-2, Run: 015, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 24, 22, 0, 28, 13, 14, 27, 28, 56, 1048, 524
INVAR-2, Run: 016, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 16, 16, 0, 28, 18, 9, 28, 28, 56, 522, 261
INVAR-2, Run: 017, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 16, 14, 0, 28, 16, 11, 27, 28, 56, 2038, 1019
INVAR-2, Run: 018, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 22, 20, 0, 28, 18, 9, 27, 28, 56, 474, 237
INVAR-2, Run: 019, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 22, 22, 0, 28, 17, 10, 28, 28, 56, 988, 494
INVAR-2, Run: 020, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 24, 22, 0, 28, 20, 7, 27, 28, 56, 1022, 511
INVAR-2, Run: 021, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 25, 25, 0, 28, 15, 12, 28, 28, 56, 1780, 890
INVAR-2, Run: 022, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 17, 15, 0, 28, 20, 7, 27, 28, 56, 1128, 564
INVAR-2, Run: 023, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 22, 22, 0, 28, 18, 9, 28, 28, 56, 1036, 518
INVAR-2, Run: 024, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 20, 20, 0, 28, 16, 11, 28, 28, 56, 1828, 914
INVAR-2, Run: 025, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 15, 15, 0, 28, 13, 14, 28, 28, 56, 548, 274
INVAR-2, Run: 026, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 19, 17, 0, 28, 14, 13, 27, 28, 56, 1196, 598
INVAR-2, Run: 027, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 20, 20, 0, 28, 14, 13, 28, 28, 56, 1154, 577
INVAR-2, Run: 028, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 28, 26, 0, 28, 19, 8, 27, 28, 56, 802, 401
INVAR-2, Run: 029, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 21, 19, 0, 28, 19, 8, 27, 28, 56, 1854, 927
INVAR-2, Run: 030, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 22, 20, 0, 28, 16, 11, 27, 28, 56, 902, 451
INVAR-2, Run: 031, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 19, 19, 0, 28, 20, 7, 28, 28, 56, 728, 364
INVAR-2, Run: 032, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 24, 24, 0, 28, 13, 14, 28, 28, 56, 528, 264
INVAR-2, Run: 033, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 20, 18, 0, 28, 16, 11, 27, 28, 56, 714, 357
INVAR-2, Run: 034, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 10, 8, 0, 28, 17, 10, 27, 28, 56, 1024, 512
INVAR-2, Run: 035, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 17, 17, 0, 28, 18, 9, 28, 28, 56, 952, 476
INVAR-2, Run: 036, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 23, 21, 0, 28, 15, 12, 27, 28, 56, 1964, 982
INVAR-2, Run: 037, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 12, 12, 0, 28, 16, 11, 28, 28, 56, 690, 345
INVAR-2, Run: 038, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 19, 17, 0, 28, 18, 9, 27, 28, 56, 1236, 618
INVAR-2, Run: 039, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 23, 23, 0, 28, 18, 9, 28, 28, 56, 1038, 519
INVAR-2, Run: 040, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 14, 14, 0, 28, 15, 12, 28, 28, 56, 1386, 693
INVAR-2, Run: 041, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 15, 13, 0, 28, 18, 9, 27, 28, 56, 1140, 570
INVAR-2, Run: 042, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 13, 13, 0, 28, 16, 11, 28, 28, 56, 1118, 559
INVAR-2, Run: 043, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 17, 15, 0, 28, 11, 16, 27, 28, 56, 884, 442
INVAR-2, Run: 044, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 24, 22, 0, 28, 20, 7, 27, 28, 56, 902, 451
INVAR-2, Run: 045, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 22, 22, 0, 28, 18, 9, 28, 28, 56, 784, 392
INVAR-2, Run: 046, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 14, 14, 0, 28, 17, 10, 28, 28, 56, 634, 317
INVAR-2, Run: 047, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 19, 17, 0, 28, 17, 10, 27, 28, 56, 976, 488
INVAR-2, Run: 048, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 8, 8, 0, 28, 17, 10, 28, 28, 56, 1672, 836
INVAR-2, Run: 049, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 18, 16, 0, 28, 14, 13, 27, 28, 56, 1046, 523
INVAR-2, Run: 050, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 19, 17, 0, 28, 18, 9, 27, 28, 56, 1844, 922
INVAR-2, Run: 051, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 19, 19, 0, 28, 18, 9, 28, 28, 56, 878, 439
INVAR-2, Run: 052, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 13, 13, 0, 28, 16, 11, 28, 28, 56, 892, 446
INVAR-2, Run: 053, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 21, 21, 0, 28, 12, 15, 28, 28, 56, 918, 459
INVAR-2, Run: 054, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 21, 19, 0, 28, 19, 8, 27, 28, 56, 1274, 637
INVAR-2, Run: 055, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 20, 18, 0, 28, 18, 9, 27, 28, 56, 1378, 689
INVAR-2, Run: 056, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 10, 8, 0, 28, 20, 7, 27, 28, 56, 634, 317
INVAR-2, Run: 057, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 22, 20, 0, 28, 16, 11, 27, 28, 56, 638, 319
INVAR-2, Run: 058, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 19, 19, 0, 28, 23, 4, 28, 28, 56, 1140, 570
INVAR-2, Run: 059, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 22, 20, 0, 28, 15, 12, 27, 28, 56, 618, 309
INVAR-2, Run: 060, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 15, 15, 0, 28, 24, 3, 28, 28, 56, 2156, 1078
INVAR-2, Run: 061, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 18, 16, 0, 28, 17, 10, 27, 28, 56, 592, 296
INVAR-2, Run: 062, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 27, 25, 0, 28, 17, 10, 27, 28, 56, 734, 367
INVAR-2, Run: 063, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 14, 14, 0, 28, 21, 6, 28, 28, 56, 932, 466
INVAR-2, Run: 064, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 17, 17, 0, 28, 13, 14, 28, 28, 56, 432, 216
INVAR-2, Run: 065, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 26, 24, 0, 28, 19, 8, 27, 28, 56, 454, 227
INVAR-2, Run: 066, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 8, 8, 0, 28, 17, 10, 28, 28, 56, 1146, 573
INVAR-2, Run: 067, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 19, 19, 0, 28, 15, 12, 28, 28, 56, 934, 467
INVAR-2, Run: 068, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 28, 28, 0, 28, 18, 9, 28, 28, 56, 1114, 557
INVAR-2, Run: 069, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 23, 21, 0, 28, 14, 13, 27, 28, 56, 594, 297
INVAR-2, Run: 070, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 16, 16, 0, 28, 19, 8, 28, 28, 56, 880, 440
INVAR-2, Run: 071, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 21, 19, 0, 28, 18, 9, 27, 28, 56, 1200, 600
INVAR-2, Run: 072, P, 0, 0, 0, 0, 0, 0, 168, 6, 1, 6, 25, 0, 56, 0, 24, 18, 0, 28, 20, 7, 25, 28, 56, 722, 361
INVAR-2, Run: 073, P, 0, 0, 0, 0, 0, 0, 168, 4, 1, 4, 26, 0, 56, 0, 19, 15, 0, 28, 18, 9, 26, 28, 56, 924, 462
INVAR-2, Run: 074, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 32, 32, 0, 28, 13, 14, 28, 28, 56, 752, 376
INVAR-2, Run: 075, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 17, 17, 0, 28, 19, 8, 28, 28, 56, 580, 290
INVAR-2, Run: 076, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 15, 15, 0, 28, 18, 9, 28, 28, 56, 1232, 616
INVAR-2, Run: 077, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 22, 20, 0, 28, 17, 10, 27, 28, 56, 1026, 513
INVAR-2, Run: 078, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 21, 19, 0, 28, 16, 11, 27, 28, 56, 606, 303
INVAR-2, Run: 079, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 24, 22, 0, 28, 17, 10, 27, 28, 56, 864, 432
INVAR-2, Run: 080, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 21, 21, 0, 28, 19, 8, 28, 28, 56, 776, 388
INVAR-2, Run: 081, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 13, 13, 0, 28, 19, 8, 28, 28, 56, 1770, 885
INVAR-2, Run: 082, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 16, 16, 0, 28, 17, 10, 28, 28, 56, 898, 449
INVAR-2, Run: 083, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 15, 13, 0, 28, 21, 6, 27, 28, 56, 738, 369
INVAR-2, Run: 084, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 12, 10, 0, 28, 18, 9, 27, 28, 56, 664, 332
INVAR-2, Run: 085, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 23, 21, 0, 28, 15, 12, 27, 28, 56, 1206, 603
INVAR-2, Run: 086, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 29, 29, 0, 28, 16, 11, 28, 28, 56, 1334, 667
INVAR-2, Run: 087, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 24, 22, 0, 28, 18, 9, 27, 28, 56, 1532, 766
INVAR-2, Run: 088, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 13, 13, 0, 28, 22, 5, 28, 28, 56, 812, 406
INVAR-2, Run: 089, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 19, 17, 0, 28, 16, 11, 27, 28, 56, 1260, 630
INVAR-2, Run: 090, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 19, 19, 0, 28, 22, 5, 28, 28, 56, 840, 420
INVAR-2, Run: 091, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 17, 15, 0, 28, 17, 10, 27, 28, 56, 730, 365
INVAR-2, Run: 092, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 8, 8, 0, 28, 17, 10, 28, 28, 56, 428, 214
INVAR-2, Run: 093, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 17, 15, 0, 28, 22, 5, 27, 28, 56, 690, 345
INVAR-2, Run: 094, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 21, 21, 0, 28, 15, 12, 28, 28, 56, 1110, 555
INVAR-2, Run: 095, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 23, 23, 0, 28, 16, 11, 28, 28, 56, 1058, 529
INVAR-2, Run: 096, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 56, 0, 15, 15, 0, 28, 18, 9, 28, 28, 56, 1540, 770
INVAR-2, Run: 097, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 16, 14, 0, 28, 17, 10, 27, 28, 56, 620, 310
INVAR-2, Run: 098, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 16, 14, 0, 28, 16, 11, 27, 28, 56, 1410, 705
INVAR-2, Run: 099, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 20, 18, 0, 28, 20, 7, 27, 28, 56, 472, 236
INVAR-2, Run: 100, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 56, 0, 21, 19, 0, 28, 17, 10, 27, 28, 56, 738, 369
INVAR-3, Run: 001, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 164, 0, 41, 41, 0, 82, 57, 24, 82, 82, 164, 4644, 2322
INVAR-3, Run: 002, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 60, 58, 0, 82, 47, 34, 81, 82, 164, 3784, 1892
INVAR-3, Run: 003, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 164, 0, 65, 63, 0, 82, 53, 28, 81, 82, 164, 6066, 3033
