Input Number, Run_Number, Result@ 100, X1, X2, U
1, Run: 001, F, 75, 0, 0
1, Run: 002, F, 66, 0, 0
1, Run: 003, F, 64, 0, 0
1, Run: 004, F, 120, 0, 0
1, Run: 005, F, 52, 0, 0
1, Run: 006, F, 52, 0, 0
1, Run: 007, F, 50, 0, 0
1, Run: 008, F, 56, 0, 0
1, Run: 009, F, 54, 0, 0
1, Run: 010, F, 66, 0, 0
1, Run: 011, F, 0, 197, 0
1, Run: 012, F, 54, 0, 0
1, Run: 013, F, 47, 0, 0
1, Run: 014, F, 101, 0, 0
1, Run: 015, F, 0, 123, 0
1, Run: 016, F, 46, 0, 0
1, Run: 017, F, 60, 0, 0
1, Run: 018, F, 47, 0, 0
1, Run: 019, F, 54, 0, 0
1, Run: 020, F, 56, 0, 0
1, Run: 021, F, 79, 0, 0
1, Run: 022, F, 69, 0, 0
1, Run: 023, F, 51, 0, 0
1, Run: 024, F, 78, 0, 0
1, Run: 025, F, 71, 0, 0
1, Run: 026, F, 105, 0, 0
1, Run: 027, F, 95, 0, 0
1, Run: 028, F, 53, 0, 0
1, Run: 029, F, 57, 0, 0
1, Run: 030, F, 56, 0, 0
1, Run: 031, F, 68, 0, 0
1, Run: 032, F, 51, 0, 0
1, Run: 033, F, 61, 0, 0
1, Run: 034, F, 0, 254, 0
1, Run: 035, F, 48, 0, 0
1, Run: 036, F, 60, 0, 0
1, Run: 037, F, 61, 0, 0
1, Run: 038, F, 96, 0, 0
1, Run: 039, F, 59, 0, 0
1, Run: 040, F, 49, 0, 0
1, Run: 041, F, 49, 0, 0
1, Run: 042, F, 54, 0, 0
1, Run: 043, F, 0, 190, 0
1, Run: 044, F, 54, 0, 0
1, Run: 045, F, 61, 0, 0
1, Run: 046, F, 68, 0, 0
1, Run: 047, F, 75, 0, 0
1, Run: 048, F, 58, 0, 0
1, Run: 049, F, 63, 0, 0
1, Run: 050, F, 0, 229, 0
1, Run: 051, F, 51, 0, 0
1, Run: 052, F, 47, 0, 0
1, Run: 053, F, 73, 0, 0
1, Run: 054, F, 65, 0, 0
1, Run: 055, F, 60, 0, 0
1, Run: 056, F, 61, 0, 0
1, Run: 057, F, 51, 0, 0
1, Run: 058, F, 86, 0, 0
1, Run: 059, F, 59, 0, 0
1, Run: 060, F, 50, 0, 0
1, Run: 061, F, 58, 0, 0
1, Run: 062, F, 78, 0, 0
1, Run: 063, F, 45, 0, 0
1, Run: 064, F, 54, 0, 0
1, Run: 065, F, 56, 0, 0
1, Run: 066, F, 60, 0, 0
1, Run: 067, F, 76, 0, 0
1, Run: 068, F, 64, 0, 0
1, Run: 069, F, 69, 0, 0
1, Run: 070, F, 47, 0, 0
1, Run: 071, F, 49, 0, 0
1, Run: 072, F, 56, 0, 0
1, Run: 073, F, 88, 0, 0
1, Run: 074, F, 70, 0, 0
1, Run: 075, F, 0, 94, 0
1, Run: 076, F, 58, 0, 0
1, Run: 077, F, 55, 0, 0
1, Run: 078, F, 58, 0, 0
1, Run: 079, F, 89, 0, 0
1, Run: 080, F, 90, 0, 0
1, Run: 081, F, 50, 0, 0
1, Run: 082, F, 49, 0, 0
1, Run: 083, F, 56, 0, 0
1, Run: 084, F, 51, 0, 0
1, Run: 085, F, 51, 0, 0
1, Run: 086, F, 61, 0, 0
1, Run: 087, F, 55, 0, 0
1, Run: 088, F, 58, 0, 0
1, Run: 089, F, 62, 0, 0
1, Run: 090, F, 54, 0, 0
1, Run: 091, F, 70, 0, 0
1, Run: 092, F, 58, 0, 0
1, Run: 093, F, 49, 0, 0
1, Run: 094, F, 51, 0, 0
1, Run: 095, F, 57, 0, 0
1, Run: 096, F, 49, 0, 0
1, Run: 097, F, 68, 0, 0
1, Run: 098, F, 47, 0, 0
1, Run: 099, F, 49, 0, 0
1, Run: 100, F, 45, 0, 0
10, Run: 001, F, 28, 0, 0
10, Run: 002, F, 22, 0, 0
10, Run: 003, F, 19, 0, 0
10, Run: 004, F, 0, 22, 0
10, Run: 005, F, 15, 0, 0
10, Run: 006, F, 42, 0, 0
10, Run: 007, F, 13, 0, 0
10, Run: 008, F, 15, 0, 0
10, Run: 009, F, 86, 0, 0
10, Run: 010, F, 27, 0, 0
10, Run: 011, F, 13, 0, 0
10, Run: 012, F, 15, 0, 0
10, Run: 013, F, 23, 0, 0
10, Run: 014, F, 22, 0, 0
10, Run: 015, F, 25, 0, 0
10, Run: 016, F, 16, 0, 0
10, Run: 017, F, 15, 0, 0
10, Run: 018, F, 17, 0, 0
10, Run: 019, F, 0, 23, 0
10, Run: 020, F, 14, 0, 0
10, Run: 021, F, 14, 0, 0
10, Run: 022, F, 21, 0, 0
10, Run: 023, F, 16, 0, 0
10, Run: 024, F, 0, 23, 0
10, Run: 025, F, 15, 0, 0
10, Run: 026, F, 14, 0, 0
10, Run: 027, F, 19, 0, 0
10, Run: 028, F, 0, 19, 0
10, Run: 029, F, 22, 0, 0
10, Run: 030, F, 13, 0, 0
10, Run: 031, F, 15, 0, 0
10, Run: 032, F, 16, 0, 0
10, Run: 033, F, 0, 25, 0
10, Run: 034, F, 0, 41, 0
10, Run: 035, F, 0, 28, 0
10, Run: 036, F, 16, 0, 0
10, Run: 037, F, 0, 21, 0
10, Run: 038, F, 0, 26, 0
10, Run: 039, F, 0, 25, 0
