Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9, NEW_REACTION
INVAR-1, Run: 047, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 19, 54, 9, 5, 3, 13, 10, 15, 32, 54, 8
INVAR-1, Run: 048, P, 0, 1, 0, 0, 13, 13, 0, 0, 1, 28, 1, 18, 34, 115, 9, 5, 3, 13, 9, 13, 47, 115, 9
INVAR-1, Run: 049, P, 0, 1, 0, 0, 12, 12, 0, 0, 1, 34, 1, 18, 14, 65, 9, 6, 2, 12, 11, 16, 26, 65, 7
INVAR-1, Run: 050, P, 0, 1, 0, 0, 13, 13, 0, 0, 1, 28, 1, 18, 20, 85, 9, 6, 2, 13, 9, 13, 33, 85, 9
INVAR-1, Run: 051, P, 0, 0, 0, 0, 14, 14, 0, 0, 1, 24, 0, 18, 11, 41, 9, 6, 2, 14, 8, 12, 25, 41, 10
INVAR-1, Run: 052, P, 0, 1, 0, 0, 14, 14, 0, 0, 1, 22, 1, 18, 15, 36, 9, 3, 5, 14, 7, 10, 29, 36, 11
INVAR-1, Run: 053, P, 0, 0, 0, 0, 14, 14, 0, 0, 1, 24, 0, 18, 26, 92, 9, 8, 0, 14, 8, 12, 40, 92, 10
INVAR-1, Run: 054, P, 0, 1, 0, 0, 13, 13, 0, 0, 1, 28, 1, 18, 22, 45, 9, 5, 3, 13, 9, 13, 35, 45, 9
INVAR-1, Run: 055, P, 0, 1, 0, 0, 13, 13, 0, 0, 1, 28, 1, 18, 22, 66, 9, 6, 2, 13, 9, 13, 35, 66, 9
INVAR-1, Run: 056, P, 0, 0, 0, 0, 11, 11, 0, 0, 1, 42, 0, 18, 18, 104, 9, 5, 3, 11, 14, 21, 29, 104, 4
INVAR-1, Run: 057, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 23, 81, 9, 6, 2, 13, 10, 15, 36, 81, 8
INVAR-1, Run: 058, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 20, 132, 9, 8, 0, 13, 10, 15, 33, 132, 8
INVAR-1, Run: 059, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 14, 75, 9, 5, 3, 13, 10, 15, 27, 75, 8
INVAR-1, Run: 060, P, 0, 1, 0, 0, 12, 12, 0, 0, 1, 34, 1, 18, 23, 59, 9, 5, 3, 12, 11, 16, 35, 59, 7
INVAR-1, Run: 061, P, 0, 1, 0, 0, 12, 12, 0, 0, 1, 34, 1, 18, 14, 68, 9, 5, 3, 12, 11, 16, 26, 68, 7
INVAR-1, Run: 062, P, 0, 1, 0, 0, 11, 11, 0, 0, 1, 40, 1, 18, 23, 112, 9, 7, 1, 11, 13, 19, 34, 112, 5
INVAR-1, Run: 063, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 7, 53, 9, 7, 1, 13, 10, 15, 20, 53, 8
INVAR-1, Run: 064, P, 0, 1, 0, 0, 12, 12, 0, 0, 1, 34, 1, 18, 13, 62, 9, 7, 1, 12, 11, 16, 25, 62, 7
INVAR-1, Run: 065, P, 0, 0, 0, 0, 12, 12, 0, 0, 1, 36, 0, 18, 19, 60, 9, 3, 5, 12, 12, 18, 31, 60, 6
INVAR-1, Run: 066, P, 0, 1, 0, 0, 12, 12, 0, 0, 1, 34, 1, 18, 12, 56, 9, 4, 4, 12, 11, 16, 24, 56, 7
INVAR-1, Run: 067, P, 0, 1, 0, 0, 14, 14, 0, 0, 1, 22, 1, 18, 27, 53, 9, 6, 2, 14, 7, 10, 41, 53, 11
INVAR-1, Run: 068, P, 0, 1, 0, 0, 13, 13, 0, 0, 1, 28, 1, 18, 35, 48, 9, 1, 7, 13, 9, 13, 48, 48, 9
INVAR-1, Run: 069, P, 0, 1, 0, 0, 13, 13, 0, 0, 1, 28, 1, 18, 11, 54, 9, 7, 1, 13, 9, 13, 24, 54, 9
INVAR-1, Run: 070, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 28, 76, 9, 3, 5, 13, 10, 15, 41, 76, 8
INVAR-1, Run: 071, P, 0, 0, 0, 0, 14, 14, 0, 0, 1, 24, 0, 18, 10, 51, 9, 6, 2, 14, 8, 12, 24, 51, 10
INVAR-1, Run: 072, P, 0, 0, 0, 0, 12, 12, 0, 0, 1, 36, 0, 18, 13, 76, 9, 6, 2, 12, 12, 18, 25, 76, 6
INVAR-1, Run: 073, P, 0, 1, 0, 0, 14, 14, 0, 0, 1, 22, 1, 18, 35, 58, 9, 6, 2, 14, 7, 10, 49, 58, 11
INVAR-1, Run: 074, P, 0, 0, 0, 0, 14, 14, 0, 0, 1, 24, 0, 18, 23, 48, 9, 7, 1, 14, 8, 12, 37, 48, 10
INVAR-1, Run: 075, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 18, 60, 9, 7, 1, 13, 10, 15, 31, 60, 8
INVAR-1, Run: 076, P, 0, 0, 0, 0, 15, 15, 0, 0, 1, 18, 0, 18, 17, 36, 9, 7, 1, 15, 6, 9, 32, 36, 12
INVAR-1, Run: 077, P, 0, 1, 0, 0, 12, 12, 0, 0, 1, 34, 1, 18, 14, 58, 9, 7, 1, 12, 11, 16, 26, 58, 7
INVAR-1, Run: 078, P, 0, 1, 0, 0, 15, 15, 0, 0, 1, 16, 1, 18, 42, 37, 9, 7, 1, 15, 5, 7, 57, 37, 13
INVAR-1, Run: 079, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 12, 80, 9, 6, 2, 13, 10, 15, 25, 80, 8
INVAR-1, Run: 080, P, 0, 1, 0, 0, 11, 11, 0, 0, 1, 40, 1, 18, 27, 160, 9, 3, 5, 11, 13, 19, 38, 160, 5
INVAR-1, Run: 081, P, 0, 1, 0, 0, 13, 13, 0, 0, 1, 28, 1, 18, 20, 93, 9, 7, 1, 13, 9, 13, 33, 93, 9
INVAR-1, Run: 082, P, 0, 1, 0, 0, 13, 13, 0, 0, 1, 28, 1, 18, 30, 65, 9, 5, 3, 13, 9, 13, 43, 65, 9
INVAR-1, Run: 083, P, 0, 0, 0, 0, 14, 14, 0, 0, 1, 24, 0, 18, 26, 67, 9, 4, 4, 14, 8, 12, 40, 67, 10
INVAR-1, Run: 084, P, 0, 0, 0, 0, 14, 14, 0, 0, 1, 24, 0, 18, 8, 58, 9, 6, 2, 14, 8, 12, 22, 58, 10
INVAR-1, Run: 085, P, 0, 1, 0, 0, 14, 14, 0, 0, 1, 22, 1, 18, 21, 30, 9, 2, 6, 14, 7, 10, 35, 30, 11
INVAR-1, Run: 086, P, 0, 0, 0, 0, 12, 12, 0, 0, 1, 36, 0, 18, 28, 89, 9, 4, 4, 12, 12, 18, 40, 89, 6
INVAR-1, Run: 087, P, 0, 1, 0, 0, 15, 15, 0, 0, 1, 16, 1, 18, 29, 41, 9, 6, 2, 15, 5, 7, 44, 41, 13
INVAR-1, Run: 088, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 29, 43, 9, 5, 3, 13, 10, 15, 42, 43, 8
INVAR-1, Run: 089, P, 0, 1, 0, 0, 13, 13, 0, 0, 1, 28, 1, 18, 17, 38, 9, 6, 2, 13, 9, 13, 30, 38, 9
INVAR-1, Run: 090, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 11, 19, 9, 3, 5, 13, 10, 15, 24, 19, 8
INVAR-1, Run: 091, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 10, 42, 9, 5, 3, 13, 10, 15, 23, 42, 8
INVAR-1, Run: 092, P, 0, 1, 0, 0, 14, 14, 0, 0, 1, 22, 1, 18, 21, 73, 9, 7, 1, 14, 7, 10, 35, 73, 11
INVAR-1, Run: 093, P, 0, 1, 0, 0, 14, 14, 0, 0, 1, 22, 1, 18, 13, 46, 9, 4, 4, 14, 7, 10, 27, 46, 11
INVAR-1, Run: 094, P, 0, 1, 0, 0, 14, 14, 0, 0, 1, 22, 1, 18, 32, 42, 9, 5, 3, 14, 7, 10, 46, 42, 11
INVAR-1, Run: 095, P, 0, 1, 0, 0, 14, 14, 0, 0, 1, 22, 1, 18, 17, 36, 9, 5, 3, 14, 7, 10, 31, 36, 11
INVAR-1, Run: 096, P, 0, 1, 0, 0, 12, 12, 0, 0, 1, 34, 1, 18, 11, 96, 9, 5, 3, 12, 11, 16, 23, 96, 7
INVAR-1, Run: 097, P, 0, 0, 0, 0, 14, 14, 0, 0, 1, 24, 0, 18, 32, 75, 9, 4, 4, 14, 8, 12, 46, 75, 10
INVAR-1, Run: 098, P, 0, 1, 0, 0, 13, 13, 0, 0, 1, 28, 1, 18, 19, 55, 9, 4, 4, 13, 9, 13, 32, 55, 9
INVAR-1, Run: 099, P, 0, 0, 0, 0, 14, 14, 0, 0, 1, 24, 0, 18, 21, 56, 9, 3, 5, 14, 8, 12, 35, 56, 10
INVAR-1, Run: 100, P, 0, 0, 0, 0, 13, 13, 0, 0, 1, 30, 0, 18, 44, 155, 9, 6, 2, 13, 10, 15, 57, 155, 8
INVAR-10, Run: 001, P, 0, 1, 0, 0, 151, 151, 0, 0, 1, 292, 1, 200, 1370, 2987, 100, 70, 29, 151, 97, 145, 1521, 2987, 103
INVAR-10, Run: 002, P, 0, 0, 0, 0, 150, 150, 0, 0, 1, 300, 0, 200, 1048, 3304, 100, 58, 41, 150, 100, 150, 1198, 3304, 100
INVAR-10, Run: 003, P, 0, 0, 0, 0, 156, 156, 0, 0, 1, 264, 0, 200, 1303, 2379, 100, 59, 40, 156, 88, 132, 1459, 2379, 112
INVAR-10, Run: 004, P, 0, 1, 0, 0, 149, 149, 0, 0, 1, 304, 1, 200, 1334, 3096, 100, 59, 40, 149, 101, 151, 1483, 3096, 99
INVAR-10, Run: 005, P, 0, 0, 0, 0, 156, 156, 0, 0, 1, 264, 0, 200, 874, 2099, 100, 50, 49, 156, 88, 132, 1030, 2099, 112
INVAR-10, Run: 006, P, 0, 0, 0, 0, 146, 146, 0, 0, 1, 324, 0, 200, 927, 3130, 100, 78, 21, 146, 108, 162, 1073, 3130, 92
INVAR-10, Run: 007, P, 0, 1, 0, 0, 147, 147, 0, 0, 1, 316, 1, 200, 1196, 3019, 100, 57, 42, 147, 105, 157, 1343, 3019, 95
INVAR-10, Run: 008, P, 0, 1, 0, 0, 147, 147, 0, 0, 1, 316, 1, 200, 1094, 3013, 100, 67, 32, 147, 105, 157, 1241, 3013, 95
INVAR-10, Run: 009, P, 0, 1, 0, 0, 150, 150, 0, 0, 1, 298, 1, 200, 1392, 4193, 100, 57, 42, 150, 99, 148, 1542, 4193, 101
INVAR-10, Run: 010, P, 0, 1, 0, 0, 153, 153, 0, 0, 1, 280, 1, 200, 1228, 3006, 100, 65, 34, 153, 93, 139, 1381, 3006, 107
INVAR-10, Run: 011, P, 0, 0, 0, 0, 153, 153, 0, 0, 1, 282, 0, 200, 1268, 2657, 100, 63, 36, 153, 94, 141, 1421, 2657, 106
INVAR-10, Run: 012, P, 0, 1, 0, 0, 153, 153, 0, 0, 1, 280, 1, 200, 1158, 1806, 100, 54, 45, 153, 93, 139, 1311, 1806, 107
INVAR-10, Run: 013, P, 0, 0, 0, 0, 146, 146, 0, 0, 1, 324, 0, 200, 1351, 3087, 100, 67, 32, 146, 108, 162, 1497, 3087, 92
INVAR-10, Run: 014, P, 0, 0, 0, 0, 153, 153, 0, 0, 1, 282, 0, 200, 1355, 3068, 100, 63, 36, 153, 94, 141, 1508, 3068, 106
INVAR-10, Run: 015, P, 0, 0, 0, 0, 142, 142, 0, 0, 1, 348, 0, 200, 1027, 2956, 100, 60, 39, 142, 116, 174, 1169, 2956, 84
INVAR-10, Run: 016, P, 0, 1, 0, 0, 144, 144, 0, 0, 1, 334, 1, 200, 1503, 4027, 100, 64, 35, 144, 111, 166, 1647, 4027, 89
INVAR-10, Run: 017, P, 0, 1, 0, 0, 154, 154, 0, 0, 1, 274, 1, 200, 1179, 2942, 100, 70, 29, 154, 91, 136, 1333, 2942, 109
INVAR-10, Run: 018, P, 0, 0, 0, 0, 145, 145, 0, 0, 1, 330, 0, 200, 1060, 3451, 100, 60, 39, 145, 110, 165, 1205, 3451, 90
INVAR-10, Run: 019, P, 0, 1, 0, 0, 150, 150, 0, 0, 1, 298, 1, 200, 925, 2654, 100, 69, 30, 150, 99, 148, 1075, 2654, 101
INVAR-10, Run: 020, P, 0, 0, 0, 0, 151, 151, 0, 0, 1, 294, 0, 200, 1362, 2967, 100, 65, 34, 151, 98, 147, 1513, 2967, 102
INVAR-10, Run: 021, P, 0, 1, 0, 0, 153, 153, 0, 0, 1, 280, 1, 200, 981, 2381, 100, 64, 35, 153, 93, 139, 1134, 2381, 107
INVAR-10, Run: 022, P, 0, 1, 0, 0, 148, 148, 0, 0, 1, 310, 1, 200, 1130, 3029, 100, 74, 25, 148, 103, 154, 1278, 3029, 97
INVAR-10, Run: 023, P, 0, 0, 0, 0, 150, 150, 0, 0, 1, 300, 0, 200, 1422, 3472, 100, 57, 42, 150, 100, 150, 1572, 3472, 100
INVAR-10, Run: 024, P, 0, 0, 0, 0, 148, 148, 0, 0, 1, 312, 0, 200, 982, 2617, 100, 54, 45, 148, 104, 156, 1130, 2617, 96
INVAR-10, Run: 025, P, 0, 0, 0, 0, 149, 149, 0, 0, 1, 306, 0, 200, 1238, 3281, 100, 64, 35, 149, 102, 153, 1387, 3281, 98
INVAR-10, Run: 026, P, 0, 0, 0, 0, 152, 152, 0, 0, 1, 288, 0, 200, 1171, 2901, 100, 65, 34, 152, 96, 144, 1323, 2901, 104
INVAR-10, Run: 027, P, 0, 0, 0, 0, 154, 154, 0, 0, 1, 276, 0, 200, 1170, 2774, 100, 67, 32, 154, 92, 138, 1324, 2774, 108
INVAR-10, Run: 028, P, 0, 1, 0, 0, 158, 158, 0, 0, 1, 250, 1, 200, 920, 2576, 100, 60, 39, 158, 83, 124, 1078, 2576, 117
INVAR-10, Run: 029, P, 0, 0, 0, 0, 149, 149, 0, 0, 1, 306, 0, 200, 1073, 3037, 100, 71, 28, 149, 102, 153, 1222, 3037, 98
INVAR-10, Run: 030, P, 0, 0, 0, 0, 150, 150, 0, 0, 1, 300, 0, 200, 1020, 3045, 100, 69, 30, 150, 100, 150, 1170, 3045, 100
INVAR-10, Run: 031, P, 0, 0, 0, 0, 147, 147, 0, 0, 1, 318, 0, 200, 1183, 2842, 100, 68, 31, 147, 106, 159, 1330, 2842, 94
INVAR-10, Run: 032, P, 0, 1, 0, 0, 150, 150, 0, 0, 1, 298, 1, 200, 1499, 3425, 100, 69, 30, 150, 99, 148, 1649, 3425, 101
INVAR-10, Run: 033, P, 0, 1, 0, 0, 152, 152, 0, 0, 1, 286, 1, 200, 976, 2701, 100, 71, 28, 152, 95, 142, 1128, 2701, 105
INVAR-10, Run: 034, P, 0, 1, 0, 0, 148, 148, 0, 0, 1, 310, 1, 200, 1127, 2949, 100, 64, 35, 148, 103, 154, 1275, 2949, 97
INVAR-10, Run: 035, P, 0, 1, 0, 0, 148, 148, 0, 0, 1, 310, 1, 200, 1349, 3398, 100, 59, 40, 148, 103, 154, 1497, 3398, 97
INVAR-10, Run: 036, P, 0, 0, 0, 0, 144, 144, 0, 0, 1, 336, 0, 200, 889, 2959, 100, 58, 41, 144, 112, 168, 1033, 2959, 88
INVAR-10, Run: 037, P, 0, 0, 0, 0, 154, 154, 0, 0, 1, 276, 0, 200, 1259, 2603, 100, 55, 44, 154, 92, 138, 1413, 2603, 108
INVAR-10, Run: 038, P, 0, 1, 0, 0, 151, 151, 0, 0, 1, 292, 1, 200, 977, 2739, 100, 54, 45, 151, 97, 145, 1128, 2739, 103
INVAR-10, Run: 039, P, 0, 0, 0, 0, 158, 158, 0, 0, 1, 252, 0, 200, 1351, 2656, 100, 61, 38, 158, 84, 126, 1509, 2656, 116
INVAR-10, Run: 040, P, 0, 1, 0, 0, 149, 149, 0, 0, 1, 304, 1, 200, 1215, 3196, 100, 65, 34, 149, 101, 151, 1364, 3196, 99
INVAR-10, Run: 041, P, 0, 1, 0, 0, 146, 146, 0, 0, 1, 322, 1, 200, 1191, 3246, 100, 60, 39, 146, 107, 160, 1337, 3246, 93
INVAR-10, Run: 042, P, 0, 0, 0, 0, 147, 147, 0, 0, 1, 318, 0, 200, 932, 2496, 100, 65, 34, 147, 106, 159, 1079, 2496, 94
INVAR-10, Run: 043, P, 0, 1, 0, 0, 149, 149, 0, 0, 1, 304, 1, 200, 1538, 3479, 100, 63, 36, 149, 101, 151, 1687, 3479, 99
INVAR-10, Run: 044, P, 0, 1, 0, 0, 153, 153, 0, 0, 1, 280, 1, 200, 1654, 3685, 100, 60, 39, 153, 93, 139, 1807, 3685, 107
INVAR-10, Run: 045, P, 0, 0, 0, 0, 149, 149, 0, 0, 1, 306, 0, 200, 1144, 2668, 100, 60, 39, 149, 102, 153, 1293, 2668, 98
INVAR-10, Run: 046, P, 0, 0, 0, 0, 152, 152, 0, 0, 1, 288, 0, 200, 1132, 2991, 100, 65, 34, 152, 96, 144, 1284, 2991, 104
INVAR-10, Run: 047, P, 0, 1, 0, 0, 150, 150, 0, 0, 1, 298, 1, 200, 1108, 3157, 100, 69, 30, 150, 99, 148, 1258, 3157, 101
INVAR-10, Run: 048, P, 0, 0, 0, 0, 149, 149, 0, 0, 1, 306, 0, 200, 1214, 3414, 100, 61, 38, 149, 102, 153, 1363, 3414, 98
INVAR-10, Run: 049, P, 0, 0, 0, 0, 148, 148, 0, 0, 1, 312, 0, 200, 1119, 2909, 100, 48, 51, 148, 104, 156, 1267, 2909, 96
INVAR-10, Run: 050, P, 0, 0, 0, 0, 153, 153, 0, 0, 1, 282, 0, 200, 1113, 2318, 100, 61, 38, 153, 94, 141, 1266, 2318, 106
INVAR-10, Run: 051, P, 0, 1, 0, 0, 152, 152, 0, 0, 1, 286, 1, 200, 1248, 2461, 100, 67, 32, 152, 95, 142, 1400, 2461, 105
INVAR-10, Run: 052, P, 0, 0, 0, 0, 146, 146, 0, 0, 1, 324, 0, 200, 1093, 3151, 100, 64, 35, 146, 108, 162, 1239, 3151, 92
INVAR-10, Run: 053, P, 0, 0, 0, 0, 146, 146, 0, 0, 1, 324, 0, 200, 1043, 3439, 100, 68, 31, 146, 108, 162, 1189, 3439, 92
INVAR-10, Run: 054, P, 0, 1, 0, 0, 152, 152, 0, 0, 1, 286, 1, 200, 1300, 2544, 100, 58, 41, 152, 95, 142, 1452, 2544, 105
INVAR-10, Run: 055, P, 0, 0, 0, 0, 148, 148, 0, 0, 1, 312, 0, 200, 1052, 3338, 100, 69, 30, 148, 104, 156, 1200, 3338, 96
INVAR-10, Run: 056, P, 0, 1, 0, 0, 148, 148, 0, 0, 1, 310, 1, 200, 1079, 3073, 100, 58, 41, 148, 103, 154, 1227, 3073, 97
INVAR-10, Run: 057, P, 0, 1, 0, 0, 150, 150, 0, 0, 1, 298, 1, 200, 1073, 2777, 100, 56, 43, 150, 99, 148, 1223, 2777, 101
INVAR-10, Run: 058, P, 0, 1, 0, 0, 148, 148, 0, 0, 1, 310, 1, 200, 1076, 3064, 100, 65, 34, 148, 103, 154, 1224, 3064, 97
INVAR-10, Run: 059, P, 0, 1, 0, 0, 144, 144, 0, 0, 1, 334, 1, 200, 991, 3440, 100, 61, 38, 144, 111, 166, 1135, 3440, 89
INVAR-10, Run: 060, P, 0, 1, 0, 0, 147, 147, 0, 0, 1, 316, 1, 200, 1141, 2648, 100, 64, 35, 147, 105, 157, 1288, 2648, 95
INVAR-10, Run: 061, P, 0, 0, 0, 0, 153, 153, 0, 0, 1, 282, 0, 200, 1268, 2796, 100, 71, 28, 153, 94, 141, 1421, 2796, 106
