Input Number, Run_Number, Result@ 100, X1, Y, X2, X1*, Y*, X2*
In01, Run: 001, P, 1, 114, 0
In01, Run: 002, P, 1, 117, 0
In01, Run: 003, P, 0, 117, 0
In01, Run: 004, P, 0, 100, 0
In01, Run: 005, P, 0, 107, 0
In01, Run: 006, P, 1, 109, 0
In01, Run: 007, P, 1, 103, 0
In01, Run: 008, P, 2, 115, 0
In01, Run: 009, P, 0, 110, 0
In01, Run: 010, P, 0, 104, 0
In01, Run: 011, P, 2, 112, 0
In01, Run: 012, P, 0, 112, 0
In01, Run: 013, P, 0, 113, 0
In01, Run: 014, P, 0, 103, 0
In01, Run: 015, P, 2, 107, 0
In01, Run: 016, P, 0, 110, 0
In01, Run: 017, P, 0, 117, 0
In01, Run: 018, P, 1, 101, 0
In01, Run: 019, P, 0, 105, 0
In01, Run: 020, P, 2, 123, 0
In01, Run: 021, P, 1, 116, 0
In01, Run: 022, P, 2, 116, 0
In01, Run: 023, P, 1, 101, 0
In01, Run: 024, P, 1, 120, 0
In01, Run: 025, P, 0, 103, 0
In01, Run: 026, F, 0, 113, 0
In01, Run: 027, P, 0, 118, 0
In01, Run: 028, P, 0, 94, 0
In01, Run: 029, P, 1, 102, 0
In01, Run: 030, P, 0, 107, 0
In01, Run: 031, P, 1, 111, 0
In01, Run: 032, P, 1, 113, 0
In01, Run: 033, P, 3, 121, 0
In01, Run: 034, P, 0, 114, 0
In01, Run: 035, P, 2, 107, 0
In01, Run: 036, P, 1, 104, 0
In01, Run: 037, P, 1, 117, 0
In01, Run: 038, P, 2, 114, 0
In01, Run: 039, F, 1, 115, 0
In01, Run: 040, P, 0, 111, 0
In01, Run: 041, P, 0, 115, 0
In01, Run: 042, P, 1, 121, 0
In01, Run: 043, P, 2, 128, 0
In01, Run: 044, P, 4, 123, 0
In01, Run: 045, P, 2, 113, 0
In01, Run: 046, P, 1, 109, 0
In01, Run: 047, F, 1, 124, 0
In01, Run: 048, P, 0, 93, 0
In01, Run: 049, P, 2, 128, 0
In01, Run: 050, P, 1, 112, 0
In01, Run: 051, P, 1, 109, 0
In01, Run: 052, P, 1, 115, 0
In01, Run: 053, F, 0, 118, 0
In01, Run: 054, F, 0, 134, 0
In01, Run: 055, P, 1, 100, 0
In01, Run: 056, P, 1, 116, 0
In01, Run: 057, F, 2, 119, 0
In01, Run: 058, P, 1, 101, 0
In01, Run: 059, P, 1, 112, 0
In01, Run: 060, P, 0, 108, 0
In01, Run: 061, F, 1, 133, 0
In01, Run: 062, P, 3, 104, 0
In01, Run: 063, P, 0, 103, 0
In01, Run: 064, P, 0, 117, 0
In01, Run: 065, P, 2, 104, 0
In01, Run: 066, P, 1, 112, 0
In01, Run: 067, P, 1, 93, 0
In01, Run: 068, P, 2, 99, 0
In01, Run: 069, P, 2, 93, 0
In01, Run: 070, P, 2, 99, 0
In01, Run: 071, P, 0, 103, 0
In01, Run: 072, F, 2, 123, 0
In01, Run: 073, P, 0, 96, 0
In01, Run: 074, P, 1, 132, 0
In01, Run: 075, P, 0, 117, 0
In01, Run: 076, P, 1, 117, 0
In01, Run: 077, P, 2, 110, 0
In01, Run: 078, P, 1, 115, 0
In01, Run: 079, P, 0, 110, 0
In01, Run: 080, P, 2, 107, 0
In01, Run: 081, P, 1, 119, 1
In01, Run: 082, P, 1, 108, 0
In01, Run: 083, P, 0, 96, 0
In01, Run: 084, P, 1, 98, 0
In01, Run: 085, P, 0, 115, 0
In01, Run: 086, P, 0, 106, 0
In01, Run: 087, P, 1, 115, 0
In01, Run: 088, P, 2, 125, 0
In01, Run: 089, P, 1, 100, 0
In01, Run: 090, P, 1, 122, 0
In01, Run: 091, F, 0, 117, 0
In01, Run: 092, P, 1, 105, 0
In01, Run: 093, P, 3, 110, 0
In01, Run: 094, F, 3, 122, 0
In01, Run: 095, P, 4, 115, 0
In01, Run: 096, P, 2, 114, 0
In01, Run: 097, P, 1, 111, 0
In01, Run: 098, P, 1, 110, 0
In01, Run: 099, P, 1, 104, 0
In01, Run: 100, P, 1, 130, 0
In02, Run: 001, P, 2, 106, 0
In02, Run: 002, P, 1, 97, 0
In02, Run: 003, P, 1, 96, 0
In02, Run: 004, F, 1, 120, 0
In02, Run: 005, P, 2, 117, 0
In02, Run: 006, P, 0, 108, 0
In02, Run: 007, P, 2, 91, 0
In02, Run: 008, P, 1, 120, 0
In02, Run: 009, P, 1, 111, 0
In02, Run: 010, P, 2, 102, 0
In02, Run: 011, F, 0, 135, 0
In02, Run: 012, F, 0, 126, 0
In02, Run: 013, P, 1, 122, 0
In02, Run: 014, P, 1, 112, 0
In02, Run: 015, P, 1, 110, 0
In02, Run: 016, P, 3, 120, 0
In02, Run: 017, P, 2, 99, 0
In02, Run: 018, P, 1, 108, 0
In02, Run: 019, P, 0, 119, 0
In02, Run: 020, P, 2, 114, 0
In02, Run: 021, P, 1, 118, 0
In02, Run: 022, P, 3, 110, 0
In02, Run: 023, P, 1, 124, 0
In02, Run: 024, P, 2, 113, 0
In02, Run: 025, P, 2, 102, 0
In02, Run: 026, P, 0, 114, 0
In02, Run: 027, P, 1, 104, 0
In02, Run: 028, P, 0, 113, 0
In02, Run: 029, P, 1, 103, 0
In02, Run: 030, P, 0, 118, 0
In02, Run: 031, P, 0, 121, 0
