Input Number, Run_Number, Result@ 100, X1, Y, X2
In01, Run: 001, F, 0, 88, 0
In01, Run: 002, F, 1, 80, 0
In01, Run: 003, F, 0, 84, 0
In01, Run: 004, F, 0, 104, 0
In01, Run: 005, F, 0, 94, 0
In01, Run: 006, F, 1, 115, 0
In01, Run: 007, F, 1, 84, 0
In01, Run: 008, F, 0, 84, 0
In01, Run: 009, F, 0, 103, 0
In01, Run: 010, F, 0, 95, 0
In01, Run: 011, F, 1, 77, 0
In01, Run: 012, F, 1, 84, 0
In01, Run: 013, F, 1, 81, 0
In01, Run: 014, F, 0, 94, 0
In01, Run: 015, F, 1, 79, 0
In01, Run: 016, F, 2, 75, 0
In01, Run: 017, F, 1, 67, 1
In01, Run: 018, F, 4, 73, 0
In01, Run: 019, F, 1, 102, 0
In01, Run: 020, F, 0, 87, 0
In01, Run: 021, F, 2, 74, 0
In01, Run: 022, F, 1, 84, 0
In01, Run: 023, F, 0, 74, 0
In01, Run: 024, F, 1, 85, 0
In01, Run: 025, F, 1, 76, 0
In01, Run: 026, F, 2, 70, 0
In01, Run: 027, F, 0, 61, 0
In01, Run: 028, F, 2, 89, 0
In01, Run: 029, F, 1, 92, 0
In01, Run: 030, F, 0, 100, 0
In01, Run: 031, F, 2, 81, 0
In01, Run: 032, F, 2, 95, 0
In01, Run: 033, F, 1, 76, 0
In01, Run: 034, F, 0, 97, 0
In01, Run: 035, F, 0, 80, 0
In01, Run: 036, F, 0, 89, 0
In01, Run: 037, F, 0, 69, 0
In01, Run: 038, F, 0, 81, 0
In01, Run: 039, F, 3, 92, 0
In01, Run: 040, F, 3, 103, 0
In01, Run: 041, F, 2, 72, 0
In01, Run: 042, F, 3, 86, 0
In01, Run: 043, F, 0, 98, 0
In01, Run: 044, F, 2, 85, 0
In01, Run: 045, F, 1, 78, 0
In01, Run: 046, F, 0, 99, 0
In01, Run: 047, F, 3, 80, 0
In01, Run: 048, F, 1, 87, 0
In01, Run: 049, F, 2, 100, 0
In01, Run: 050, F, 1, 85, 0
In01, Run: 051, F, 0, 81, 0
In01, Run: 052, F, 0, 110, 0
In01, Run: 053, F, 1, 82, 0
In01, Run: 054, F, 1, 76, 0
In01, Run: 055, F, 0, 100, 0
In01, Run: 056, F, 0, 79, 0
In01, Run: 057, F, 1, 95, 0
In01, Run: 058, F, 0, 95, 0
In01, Run: 059, F, 0, 64, 0
In01, Run: 060, F, 1, 93, 0
In01, Run: 061, F, 2, 70, 0
In01, Run: 062, F, 0, 77, 0
In01, Run: 063, F, 2, 89, 0
In01, Run: 064, F, 1, 90, 0
In01, Run: 065, F, 0, 91, 0
In01, Run: 066, F, 0, 103, 0
In01, Run: 067, F, 1, 85, 0
In01, Run: 068, F, 4, 87, 0
In01, Run: 069, F, 1, 69, 1
In01, Run: 070, F, 0, 96, 0
In01, Run: 071, F, 1, 73, 0
In01, Run: 072, F, 1, 87, 0
In01, Run: 073, F, 1, 80, 0
In01, Run: 074, F, 4, 72, 0
In01, Run: 075, F, 0, 69, 0
In01, Run: 076, F, 2, 74, 0
In01, Run: 077, F, 2, 78, 0
In01, Run: 078, F, 1, 81, 0
In01, Run: 079, F, 1, 78, 0
In01, Run: 080, F, 1, 94, 0
In01, Run: 081, F, 1, 70, 0
In01, Run: 082, F, 0, 88, 0
In01, Run: 083, F, 1, 90, 0
In01, Run: 084, F, 0, 81, 0
In01, Run: 085, F, 1, 80, 0
In01, Run: 086, F, 2, 96, 0
In01, Run: 087, F, 0, 77, 0
In01, Run: 088, F, 1, 85, 0
In01, Run: 089, F, 2, 86, 0
In01, Run: 090, F, 0, 83, 0
In01, Run: 091, F, 2, 88, 0
In01, Run: 092, F, 0, 74, 0
In01, Run: 093, F, 0, 96, 0
In01, Run: 094, F, 1, 95, 0
In01, Run: 095, F, 1, 87, 0
In01, Run: 096, F, 1, 84, 0
In01, Run: 097, F, 0, 94, 0
In01, Run: 098, F, 0, 88, 0
In01, Run: 099, F, 1, 103, 0
In01, Run: 100, F, 0, 84, 0
In02, Run: 001, F, 2, 82, 0
In02, Run: 002, F, 1, 83, 0
In02, Run: 003, F, 2, 97, 0
In02, Run: 004, F, 0, 86, 0
In02, Run: 005, F, 1, 83, 0
In02, Run: 006, F, 0, 96, 0
In02, Run: 007, F, 1, 82, 0
In02, Run: 008, F, 0, 79, 0
In02, Run: 009, F, 1, 96, 1
In02, Run: 010, F, 0, 94, 0
In02, Run: 011, F, 0, 90, 0
In02, Run: 012, F, 0, 105, 0
In02, Run: 013, F, 1, 100, 0
In02, Run: 014, F, 0, 100, 0
In02, Run: 015, F, 0, 89, 0
In02, Run: 016, F, 2, 88, 0
In02, Run: 017, F, 1, 73, 0
In02, Run: 018, F, 2, 89, 0
In02, Run: 019, F, 1, 89, 0
In02, Run: 020, F, 0, 95, 0
In02, Run: 021, F, 0, 109, 0
In02, Run: 022, F, 0, 87, 0
In02, Run: 023, F, 3, 88, 1
In02, Run: 024, F, 2, 87, 0
In02, Run: 025, F, 1, 90, 0
In02, Run: 026, F, 2, 99, 0
In02, Run: 027, F, 2, 110, 1
In02, Run: 028, F, 3, 75, 0
In02, Run: 029, F, 1, 90, 0
In02, Run: 030, F, 3, 96, 0
In02, Run: 031, F, 2, 87, 0
In02, Run: 032, F, 1, 74, 0
In02, Run: 033, F, 2, 99, 0
In02, Run: 034, F, 1, 94, 0
In02, Run: 035, F, 2, 96, 0
