Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, CO, Y, PE, CE, F, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-3, Run: 048, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 4646, 93, 93, 4646, 82, 85, 78, 82, 82, 164, 2780, 1390
INVAR-3, Run: 049, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 4553, 62, 62, 4553, 82, 69, 94, 82, 82, 164, 3866, 1933
INVAR-3, Run: 050, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 4413, 87, 87, 4413, 82, 71, 92, 82, 82, 164, 3306, 1653
INVAR-3, Run: 051, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 4286, 93, 91, 4286, 82, 78, 84, 81, 82, 164, 3706, 1853
INVAR-3, Run: 052, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 5091, 86, 86, 5091, 82, 75, 88, 82, 82, 164, 3710, 1855
INVAR-3, Run: 053, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 3699, 105, 105, 3699, 82, 77, 86, 82, 82, 164, 3354, 1677
INVAR-3, Run: 054, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 3976, 77, 75, 3976, 82, 87, 75, 81, 82, 164, 3756, 1878
INVAR-3, Run: 055, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 3076, 79, 77, 3076, 82, 85, 77, 81, 82, 164, 2866, 1433
INVAR-3, Run: 056, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 3466, 87, 85, 3466, 82, 86, 76, 81, 82, 164, 4634, 2317
INVAR-3, Run: 057, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 5003, 84, 82, 5003, 82, 72, 90, 81, 82, 164, 3566, 1783
INVAR-3, Run: 058, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 4303, 101, 99, 4303, 82, 91, 71, 81, 82, 164, 3952, 1976
INVAR-3, Run: 059, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 3630, 81, 81, 3630, 82, 77, 86, 82, 82, 164, 4578, 2289
INVAR-3, Run: 060, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 3490, 100, 100, 3490, 82, 77, 86, 82, 82, 164, 3692, 1846
INVAR-3, Run: 061, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 3576, 84, 84, 3576, 82, 89, 74, 82, 82, 164, 3534, 1767
INVAR-3, Run: 062, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 4912, 104, 104, 4912, 82, 85, 78, 82, 82, 164, 4020, 2010
INVAR-3, Run: 063, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 4279, 88, 88, 4279, 82, 92, 71, 82, 82, 164, 4582, 2291
INVAR-3, Run: 064, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 4052, 81, 81, 4052, 82, 85, 78, 82, 82, 164, 4776, 2388
INVAR-3, Run: 065, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 5181, 67, 67, 5181, 82, 90, 73, 82, 82, 164, 5228, 2614
INVAR-3, Run: 066, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 4976, 84, 84, 4976, 82, 83, 80, 82, 82, 164, 6178, 3089
INVAR-3, Run: 067, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 3957, 77, 75, 3957, 82, 77, 85, 81, 82, 164, 5848, 2924
INVAR-3, Run: 068, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 4910, 93, 93, 4910, 82, 77, 86, 82, 82, 164, 3862, 1931
INVAR-3, Run: 069, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 4428, 77, 77, 4428, 82, 87, 76, 82, 82, 164, 4336, 2168
INVAR-3, Run: 070, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 2525, 83, 81, 2525, 82, 97, 65, 81, 82, 164, 2010, 1005
INVAR-3, Run: 071, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 3613, 96, 94, 3613, 82, 79, 83, 81, 82, 164, 3774, 1887
INVAR-3, Run: 072, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 4419, 71, 69, 4419, 82, 87, 75, 81, 82, 164, 4168, 2084
INVAR-3, Run: 073, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 3430, 76, 74, 3430, 82, 79, 83, 81, 82, 164, 3354, 1677
INVAR-3, Run: 074, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 5118, 93, 93, 5118, 82, 66, 97, 82, 82, 164, 5574, 2787
INVAR-3, Run: 075, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 2894, 71, 71, 2894, 82, 76, 87, 82, 82, 164, 4840, 2420
INVAR-3, Run: 076, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 3493, 86, 84, 3493, 82, 75, 87, 81, 82, 164, 2850, 1425
INVAR-3, Run: 077, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 3813, 84, 82, 3813, 82, 84, 78, 81, 82, 164, 6804, 3402
INVAR-3, Run: 078, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 4691, 94, 94, 4691, 82, 68, 95, 82, 82, 164, 4146, 2073
INVAR-3, Run: 079, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 3514, 87, 87, 3514, 82, 81, 82, 82, 82, 164, 4750, 2375
INVAR-3, Run: 080, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 3804, 72, 72, 3804, 82, 86, 77, 82, 82, 164, 3532, 1766
INVAR-3, Run: 081, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 4482, 63, 63, 4482, 82, 93, 70, 82, 82, 164, 3602, 1801
INVAR-3, Run: 082, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 3815, 69, 67, 3815, 82, 83, 79, 81, 82, 164, 3550, 1775
INVAR-3, Run: 083, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 4425, 91, 89, 4425, 82, 85, 77, 81, 82, 164, 3620, 1810
INVAR-3, Run: 084, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 2902, 80, 80, 2902, 82, 93, 70, 82, 82, 164, 3220, 1610
INVAR-3, Run: 085, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 4151, 98, 98, 4151, 82, 83, 80, 82, 82, 164, 3546, 1773
INVAR-3, Run: 086, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 3180, 74, 74, 3180, 82, 90, 73, 82, 82, 164, 4204, 2102
INVAR-3, Run: 087, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 3884, 94, 94, 3884, 82, 102, 61, 82, 82, 164, 5868, 2934
INVAR-3, Run: 088, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 4004, 97, 97, 4004, 82, 82, 81, 82, 82, 164, 4680, 2340
INVAR-3, Run: 089, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 4992, 85, 83, 4992, 82, 95, 67, 81, 82, 164, 6030, 3015
INVAR-3, Run: 090, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 5386, 94, 94, 5386, 82, 88, 75, 82, 82, 164, 3342, 1671
INVAR-3, Run: 091, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 3344, 77, 75, 3344, 82, 93, 69, 81, 82, 164, 3760, 1880
INVAR-3, Run: 092, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 3741, 110, 108, 3741, 82, 79, 83, 81, 82, 164, 6858, 3429
INVAR-3, Run: 093, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 4144, 70, 70, 4144, 82, 83, 80, 82, 82, 164, 4246, 2123
INVAR-3, Run: 094, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 5113, 85, 85, 5113, 82, 80, 83, 82, 82, 164, 4184, 2092
INVAR-3, Run: 095, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 3258, 106, 106, 3258, 82, 72, 91, 82, 82, 164, 3840, 1920
INVAR-3, Run: 096, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 2935, 79, 77, 2935, 82, 78, 84, 81, 82, 164, 4246, 2123
INVAR-3, Run: 097, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 4258, 67, 65, 4258, 82, 77, 85, 81, 82, 164, 5598, 2799
INVAR-3, Run: 098, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 4001, 80, 78, 4001, 82, 68, 94, 81, 82, 164, 3972, 1986
INVAR-3, Run: 099, P, 0, 0, 0, 0, 0, 492, 0, 2, 1, 2, 0, 164, 3945, 78, 76, 3945, 82, 94, 68, 81, 82, 164, 3988, 1994
INVAR-3, Run: 100, P, 0, 0, 0, 0, 0, 492, 0, 0, 1, 0, 0, 164, 3459, 80, 80, 3459, 82, 82, 81, 82, 82, 164, 4450, 2225
INVAR-4, Run: 001, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 542, 26, 26, 424, 19, 24, 14, 19, 19, 39, 263, 131
INVAR-4, Run: 002, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 575, 12, 12, 457, 19, 21, 17, 19, 19, 39, 449, 224
INVAR-4, Run: 003, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 751, 27, 27, 633, 19, 17, 21, 19, 19, 39, 365, 182
INVAR-4, Run: 004, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 544, 17, 17, 426, 19, 20, 18, 19, 19, 39, 343, 171
INVAR-4, Run: 005, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 508, 20, 20, 390, 19, 24, 14, 19, 19, 39, 253, 126
INVAR-4, Run: 006, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 680, 25, 25, 562, 19, 17, 21, 19, 19, 39, 429, 214
INVAR-4, Run: 007, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 595, 18, 18, 477, 19, 27, 11, 19, 19, 39, 447, 223
INVAR-4, Run: 008, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 489, 16, 16, 371, 19, 23, 15, 19, 19, 39, 615, 307
INVAR-4, Run: 009, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 518, 15, 15, 400, 19, 22, 16, 19, 19, 39, 279, 139
INVAR-4, Run: 010, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 440, 21, 21, 322, 19, 20, 18, 19, 19, 39, 291, 145
INVAR-4, Run: 011, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 492, 11, 11, 374, 19, 23, 15, 19, 19, 39, 481, 240
INVAR-4, Run: 012, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 312, 23, 23, 194, 19, 20, 18, 19, 19, 39, 259, 129
INVAR-4, Run: 013, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 766, 27, 27, 648, 19, 24, 14, 19, 19, 39, 175, 87
INVAR-4, Run: 014, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 646, 20, 20, 528, 19, 20, 18, 19, 19, 39, 359, 179
INVAR-4, Run: 015, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 391, 17, 17, 273, 19, 21, 17, 19, 19, 39, 331, 165
INVAR-4, Run: 016, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 439, 33, 33, 321, 19, 21, 17, 19, 19, 39, 283, 141
INVAR-4, Run: 017, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 488, 21, 21, 370, 19, 18, 20, 19, 19, 39, 517, 258
INVAR-4, Run: 018, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 594, 16, 16, 476, 19, 18, 20, 19, 19, 39, 445, 222
INVAR-4, Run: 019, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 267, 27, 27, 149, 19, 19, 19, 19, 19, 39, 347, 173
INVAR-4, Run: 020, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 561, 18, 18, 443, 19, 24, 14, 19, 19, 39, 273, 136
INVAR-4, Run: 021, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 657, 16, 16, 539, 19, 23, 15, 19, 19, 39, 391, 195
INVAR-4, Run: 022, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 695, 34, 34, 577, 19, 21, 17, 19, 19, 39, 365, 182
INVAR-4, Run: 023, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 507, 31, 31, 389, 19, 22, 16, 19, 19, 39, 117, 58
INVAR-4, Run: 024, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 635, 29, 29, 517, 19, 16, 22, 19, 19, 39, 721, 360
INVAR-4, Run: 025, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 669, 31, 31, 551, 19, 25, 13, 19, 19, 39, 269, 134
INVAR-4, Run: 026, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 380, 28, 28, 262, 19, 21, 17, 19, 19, 39, 243, 121
INVAR-4, Run: 027, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 631, 14, 14, 513, 19, 21, 17, 19, 19, 39, 285, 142
INVAR-4, Run: 028, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 424, 18, 18, 306, 19, 21, 17, 19, 19, 39, 411, 205
INVAR-4, Run: 029, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 623, 16, 16, 505, 19, 24, 14, 19, 19, 39, 323, 161
INVAR-4, Run: 030, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 743, 25, 25, 625, 19, 21, 17, 19, 19, 39, 425, 212
INVAR-4, Run: 031, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 423, 30, 30, 305, 19, 17, 21, 19, 19, 39, 379, 189
INVAR-4, Run: 032, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 369, 17, 17, 251, 19, 19, 19, 19, 19, 39, 293, 146
INVAR-4, Run: 033, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 538, 38, 38, 420, 19, 24, 14, 19, 19, 39, 155, 77
INVAR-4, Run: 034, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 666, 19, 19, 548, 19, 18, 20, 19, 19, 39, 303, 151
INVAR-4, Run: 035, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 800, 25, 25, 682, 19, 25, 13, 19, 19, 39, 373, 186
INVAR-4, Run: 036, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 486, 20, 20, 368, 19, 27, 11, 19, 19, 39, 215, 107
INVAR-4, Run: 037, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 745, 22, 22, 627, 19, 20, 18, 19, 19, 39, 235, 117
INVAR-4, Run: 038, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 638, 20, 20, 520, 19, 19, 19, 19, 19, 39, 517, 258
INVAR-4, Run: 039, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 389, 26, 26, 271, 19, 18, 20, 19, 19, 39, 363, 181
INVAR-4, Run: 040, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 725, 28, 28, 607, 19, 24, 14, 19, 19, 39, 201, 100
INVAR-4, Run: 041, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 441, 18, 18, 323, 19, 20, 18, 19, 19, 39, 437, 218
INVAR-4, Run: 042, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 333, 18, 18, 215, 19, 19, 19, 19, 19, 39, 247, 123
INVAR-4, Run: 043, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 906, 19, 19, 788, 19, 21, 17, 19, 19, 39, 147, 73
INVAR-4, Run: 044, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 824, 20, 20, 706, 19, 22, 16, 19, 19, 39, 339, 169
INVAR-4, Run: 045, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 596, 34, 34, 478, 19, 20, 18, 19, 19, 39, 333, 166
INVAR-4, Run: 046, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 432, 14, 14, 314, 19, 18, 20, 19, 19, 39, 243, 121
INVAR-4, Run: 047, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 534, 21, 21, 416, 19, 23, 15, 19, 19, 39, 325, 162
INVAR-4, Run: 048, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 645, 21, 21, 527, 19, 22, 16, 19, 19, 39, 333, 166
INVAR-4, Run: 049, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 640, 25, 25, 522, 19, 22, 16, 19, 19, 39, 489, 244
INVAR-4, Run: 050, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 603, 19, 19, 485, 19, 17, 21, 19, 19, 39, 257, 128
INVAR-4, Run: 051, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 757, 20, 20, 639, 19, 22, 16, 19, 19, 39, 321, 160
INVAR-4, Run: 052, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 552, 25, 25, 434, 19, 23, 15, 19, 19, 39, 357, 178
INVAR-4, Run: 053, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 553, 20, 20, 435, 19, 14, 24, 19, 19, 39, 613, 306
INVAR-4, Run: 054, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 376, 25, 25, 258, 19, 17, 21, 19, 19, 39, 147, 73
INVAR-4, Run: 055, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 435, 21, 21, 317, 19, 24, 14, 19, 19, 39, 261, 130
INVAR-4, Run: 056, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 331, 17, 17, 213, 19, 23, 15, 19, 19, 39, 305, 152
INVAR-4, Run: 057, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 476, 15, 15, 358, 19, 15, 23, 19, 19, 39, 227, 113
INVAR-4, Run: 058, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 854, 18, 18, 736, 19, 19, 19, 19, 19, 39, 209, 104
INVAR-4, Run: 059, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 430, 11, 11, 312, 19, 25, 13, 19, 19, 39, 371, 185
INVAR-4, Run: 060, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 634, 28, 28, 516, 19, 13, 25, 19, 19, 39, 373, 186
INVAR-4, Run: 061, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 282, 22, 22, 164, 19, 17, 21, 19, 19, 39, 451, 225
INVAR-4, Run: 062, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 536, 11, 11, 418, 19, 20, 18, 19, 19, 39, 321, 160
INVAR-4, Run: 063, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 531, 19, 19, 413, 19, 24, 14, 19, 19, 39, 369, 184
INVAR-4, Run: 064, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 534, 20, 20, 416, 19, 25, 13, 19, 19, 39, 269, 134
INVAR-4, Run: 065, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 577, 27, 27, 459, 19, 24, 14, 19, 19, 39, 417, 208
INVAR-4, Run: 066, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 449, 11, 11, 331, 19, 20, 18, 19, 19, 39, 265, 132
INVAR-4, Run: 067, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 455, 15, 15, 337, 19, 23, 15, 19, 19, 39, 507, 253
INVAR-4, Run: 068, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 582, 21, 21, 464, 19, 18, 20, 19, 19, 39, 255, 127
INVAR-4, Run: 069, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 412, 24, 24, 294, 19, 20, 18, 19, 19, 39, 277, 138
INVAR-4, Run: 070, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 327, 19, 19, 209, 19, 24, 14, 19, 19, 39, 239, 119
INVAR-4, Run: 071, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 494, 29, 29, 376, 19, 18, 20, 19, 19, 39, 257, 128
INVAR-4, Run: 072, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 566, 11, 11, 448, 19, 15, 23, 19, 19, 39, 315, 157
INVAR-4, Run: 073, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 649, 24, 24, 531, 19, 19, 19, 19, 19, 39, 351, 175
INVAR-4, Run: 074, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 743, 24, 24, 625, 19, 25, 13, 19, 19, 39, 291, 145
INVAR-4, Run: 075, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 891, 19, 19, 773, 19, 28, 10, 19, 19, 39, 309, 154
INVAR-4, Run: 076, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 695, 22, 22, 577, 19, 21, 17, 19, 19, 39, 397, 198
INVAR-4, Run: 077, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 572, 29, 29, 454, 19, 18, 20, 19, 19, 39, 449, 224
INVAR-4, Run: 078, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 888, 17, 17, 770, 19, 28, 10, 19, 19, 39, 583, 291
INVAR-4, Run: 079, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 799, 16, 16, 681, 19, 27, 11, 19, 19, 39, 427, 213
INVAR-4, Run: 080, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 672, 14, 14, 554, 19, 19, 19, 19, 19, 39, 471, 235
INVAR-4, Run: 081, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 441, 14, 14, 323, 19, 16, 22, 19, 19, 39, 275, 137
INVAR-4, Run: 082, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 414, 22, 22, 296, 19, 18, 20, 19, 19, 39, 363, 181
INVAR-4, Run: 083, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 306, 29, 29, 188, 19, 24, 14, 19, 19, 39, 277, 138
INVAR-4, Run: 084, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 380, 14, 14, 262, 19, 22, 16, 19, 19, 39, 287, 143
INVAR-4, Run: 085, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 497, 34, 34, 379, 19, 17, 21, 19, 19, 39, 483, 241
INVAR-4, Run: 086, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 718, 20, 20, 600, 19, 18, 20, 19, 19, 39, 331, 165
INVAR-4, Run: 087, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 624, 30, 30, 506, 19, 18, 20, 19, 19, 39, 379, 189
INVAR-4, Run: 088, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 557, 18, 18, 439, 19, 24, 14, 19, 19, 39, 375, 187
INVAR-4, Run: 089, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 849, 29, 29, 731, 19, 21, 17, 19, 19, 39, 565, 282
INVAR-4, Run: 090, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 463, 25, 25, 345, 19, 12, 26, 19, 19, 39, 693, 346
INVAR-4, Run: 091, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 367, 13, 13, 249, 19, 17, 21, 19, 19, 39, 147, 73
INVAR-4, Run: 092, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 551, 16, 16, 433, 19, 22, 16, 19, 19, 39, 409, 204
INVAR-4, Run: 093, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 562, 19, 19, 444, 19, 24, 14, 19, 19, 39, 269, 134
INVAR-4, Run: 094, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 584, 29, 29, 466, 19, 13, 25, 19, 19, 39, 307, 153
INVAR-4, Run: 095, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 552, 25, 25, 434, 19, 18, 20, 19, 19, 39, 313, 156
INVAR-4, Run: 096, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 433, 33, 33, 315, 19, 15, 23, 19, 19, 39, 383, 191
INVAR-4, Run: 097, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 664, 20, 20, 546, 19, 23, 15, 19, 19, 39, 353, 176
INVAR-4, Run: 098, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 681, 8, 8, 563, 19, 23, 15, 19, 19, 39, 467, 233
INVAR-4, Run: 099, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 417, 24, 24, 299, 19, 22, 16, 19, 19, 39, 263, 131
INVAR-4, Run: 100, P, 0, 1, 0, 0, 1, 0, 118, 118, 0, 0, 1, 39, 463, 20, 20, 345, 19, 19, 19, 19, 19, 39, 283, 141
INVAR-5, Run: 001, P, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1, 53, 822, 19, 19, 662, 26, 24, 28, 26, 26, 53, 617, 308
INVAR-5, Run: 002, P, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1, 53, 1045, 33, 33, 885, 26, 32, 20, 26, 26, 53, 697, 348
INVAR-5, Run: 003, P, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1, 53, 882, 16, 16, 722, 26, 28, 24, 26, 26, 53, 501, 250
INVAR-5, Run: 004, P, 0, 1, 0, 0, 1, 0, 160, 160, 0, 0, 1, 53, 680, 28, 28, 520, 26, 32, 20, 26, 26, 53, 393, 196
