Input Number, Run_Number, Result@ 100, X, XP, Z, YP, Reaction1, Reaction2, Reaction3
INVAR-2, Run: 008, P, 0, 0, 110, 50, 60, 110, 60
INVAR-2, Run: 009, P, 0, 0, 96, 36, 60, 96, 60
INVAR-2, Run: 010, P, 0, 0, 93, 33, 60, 93, 60
INVAR-2, Run: 011, P, 0, 0, 86, 26, 60, 86, 60
INVAR-2, Run: 012, P, 0, 0, 105, 45, 60, 105, 60
INVAR-2, Run: 013, P, 0, 0, 100, 40, 60, 100, 60
INVAR-2, Run: 014, P, 0, 0, 103, 43, 60, 103, 60
INVAR-2, Run: 015, P, 0, 0, 97, 37, 60, 97, 60
INVAR-2, Run: 016, P, 0, 0, 98, 38, 60, 98, 60
INVAR-2, Run: 017, P, 0, 0, 96, 36, 60, 96, 60
INVAR-2, Run: 018, P, 0, 0, 96, 36, 60, 96, 60
INVAR-2, Run: 019, P, 0, 0, 114, 54, 60, 114, 60
INVAR-2, Run: 020, P, 0, 0, 106, 46, 60, 106, 60
INVAR-2, Run: 021, P, 0, 0, 94, 34, 60, 94, 60
INVAR-2, Run: 022, P, 0, 0, 96, 36, 60, 96, 60
INVAR-2, Run: 023, P, 0, 0, 102, 42, 60, 102, 60
INVAR-2, Run: 024, P, 0, 0, 80, 20, 60, 80, 60
INVAR-2, Run: 025, P, 0, 0, 99, 39, 60, 99, 60
INVAR-2, Run: 026, P, 0, 0, 82, 22, 60, 82, 60
INVAR-2, Run: 027, P, 0, 0, 115, 55, 60, 115, 60
INVAR-2, Run: 028, P, 0, 0, 122, 62, 60, 122, 60
INVAR-2, Run: 029, P, 0, 0, 98, 38, 60, 98, 60
INVAR-2, Run: 030, P, 0, 0, 87, 27, 60, 87, 60
INVAR-2, Run: 031, P, 0, 0, 90, 30, 60, 90, 60
INVAR-2, Run: 032, P, 0, 0, 77, 17, 60, 77, 60
INVAR-2, Run: 033, P, 0, 0, 111, 51, 60, 111, 60
INVAR-2, Run: 034, P, 0, 0, 103, 43, 60, 103, 60
INVAR-2, Run: 035, P, 0, 0, 101, 41, 60, 101, 60
INVAR-2, Run: 036, P, 0, 0, 92, 32, 60, 92, 60
INVAR-2, Run: 037, P, 0, 0, 108, 48, 60, 108, 60
INVAR-2, Run: 038, P, 0, 0, 97, 37, 60, 97, 60
INVAR-2, Run: 039, P, 0, 0, 104, 44, 60, 104, 60
INVAR-2, Run: 040, P, 0, 0, 102, 42, 60, 102, 60
INVAR-2, Run: 041, P, 0, 0, 104, 44, 60, 104, 60
INVAR-2, Run: 042, P, 0, 0, 83, 23, 60, 83, 60
INVAR-2, Run: 043, P, 0, 0, 101, 41, 60, 101, 60
INVAR-2, Run: 044, P, 0, 0, 107, 47, 60, 107, 60
INVAR-2, Run: 045, P, 0, 0, 91, 31, 60, 91, 60
INVAR-2, Run: 046, P, 0, 0, 84, 24, 60, 84, 60
INVAR-2, Run: 047, P, 0, 0, 109, 49, 60, 109, 60
INVAR-2, Run: 048, P, 0, 0, 106, 46, 60, 106, 60
INVAR-2, Run: 049, P, 0, 0, 90, 30, 60, 90, 60
INVAR-2, Run: 050, P, 0, 0, 125, 65, 60, 125, 60
INVAR-2, Run: 051, P, 0, 0, 110, 50, 60, 110, 60
INVAR-2, Run: 052, P, 0, 0, 124, 64, 60, 124, 60
INVAR-2, Run: 053, P, 0, 0, 100, 40, 60, 100, 60
INVAR-2, Run: 054, P, 0, 0, 90, 30, 60, 90, 60
INVAR-2, Run: 055, P, 0, 0, 87, 27, 60, 87, 60
INVAR-2, Run: 056, P, 0, 0, 115, 55, 60, 115, 60
INVAR-2, Run: 057, P, 0, 0, 99, 39, 60, 99, 60
INVAR-2, Run: 058, P, 0, 0, 93, 33, 60, 93, 60
INVAR-2, Run: 059, P, 0, 0, 102, 42, 60, 102, 60
INVAR-2, Run: 060, P, 0, 0, 106, 46, 60, 106, 60
INVAR-2, Run: 061, P, 0, 0, 117, 57, 60, 117, 60
INVAR-2, Run: 062, P, 0, 0, 113, 53, 60, 113, 60
INVAR-2, Run: 063, P, 0, 0, 99, 39, 60, 99, 60
INVAR-2, Run: 064, P, 0, 0, 99, 39, 60, 99, 60
INVAR-2, Run: 065, P, 0, 0, 98, 38, 60, 98, 60
INVAR-2, Run: 066, P, 0, 0, 104, 44, 60, 104, 60
INVAR-2, Run: 067, P, 0, 0, 94, 34, 60, 94, 60
INVAR-2, Run: 068, P, 0, 0, 91, 31, 60, 91, 60
INVAR-2, Run: 069, P, 0, 0, 99, 39, 60, 99, 60
INVAR-2, Run: 070, P, 0, 0, 102, 42, 60, 102, 60
INVAR-2, Run: 071, P, 0, 0, 94, 34, 60, 94, 60
INVAR-2, Run: 072, P, 0, 0, 100, 40, 60, 100, 60
INVAR-2, Run: 073, P, 0, 0, 114, 54, 60, 114, 60
INVAR-2, Run: 074, P, 0, 0, 104, 44, 60, 104, 60
INVAR-2, Run: 075, P, 0, 0, 101, 41, 60, 101, 60
INVAR-2, Run: 076, P, 0, 0, 100, 40, 60, 100, 60
INVAR-2, Run: 077, P, 0, 0, 98, 38, 60, 98, 60
INVAR-2, Run: 078, P, 0, 0, 96, 36, 60, 96, 60
INVAR-2, Run: 079, P, 0, 0, 103, 43, 60, 103, 60
INVAR-2, Run: 080, P, 0, 0, 111, 51, 60, 111, 60
INVAR-2, Run: 081, P, 0, 0, 99, 39, 60, 99, 60
INVAR-2, Run: 082, P, 0, 0, 97, 37, 60, 97, 60
INVAR-2, Run: 083, P, 0, 0, 99, 39, 60, 99, 60
INVAR-2, Run: 084, P, 0, 0, 95, 35, 60, 95, 60
INVAR-2, Run: 085, P, 0, 0, 99, 39, 60, 99, 60
INVAR-2, Run: 086, P, 0, 0, 102, 42, 60, 102, 60
INVAR-2, Run: 087, P, 0, 0, 95, 35, 60, 95, 60
INVAR-2, Run: 088, P, 0, 0, 99, 39, 60, 99, 60
INVAR-2, Run: 089, P, 0, 0, 100, 40, 60, 100, 60
INVAR-2, Run: 090, P, 0, 0, 100, 40, 60, 100, 60
INVAR-2, Run: 091, P, 0, 0, 99, 39, 60, 99, 60
INVAR-2, Run: 092, P, 0, 0, 98, 38, 60, 98, 60
INVAR-2, Run: 093, P, 0, 0, 98, 38, 60, 98, 60
INVAR-2, Run: 094, P, 0, 0, 102, 42, 60, 102, 60
INVAR-2, Run: 095, P, 0, 0, 104, 44, 60, 104, 60
INVAR-2, Run: 096, P, 0, 0, 106, 46, 60, 106, 60
INVAR-2, Run: 097, P, 0, 0, 99, 39, 60, 99, 60
INVAR-2, Run: 098, P, 0, 0, 118, 58, 60, 118, 60
INVAR-2, Run: 099, P, 0, 0, 99, 39, 60, 99, 60
INVAR-2, Run: 100, P, 0, 0, 101, 41, 60, 101, 60
INVAR-20, Run: 001, P, 0, 0, 96, 5, 91, 96, 91
INVAR-20, Run: 002, P, 0, 0, 95, 4, 91, 95, 91
INVAR-20, Run: 003, P, 0, 0, 101, 10, 91, 101, 91
INVAR-20, Run: 004, P, 0, 0, 113, 22, 91, 113, 91
INVAR-20, Run: 005, P, 0, 0, 103, 12, 91, 103, 91
INVAR-20, Run: 006, P, 0, 0, 95, 4, 91, 95, 91
INVAR-20, Run: 007, P, 0, 0, 98, 7, 91, 98, 91
INVAR-20, Run: 008, P, 0, 0, 93, 2, 91, 93, 91
INVAR-20, Run: 009, P, 0, 0, 99, 8, 91, 99, 91
INVAR-20, Run: 010, P, 0, 0, 119, 28, 91, 119, 91
INVAR-20, Run: 011, P, 0, 0, 102, 11, 91, 102, 91
INVAR-20, Run: 012, P, 0, 0, 119, 28, 91, 119, 91
INVAR-20, Run: 013, P, 0, 0, 102, 11, 91, 102, 91
INVAR-20, Run: 014, P, 0, 0, 109, 18, 91, 109, 91
INVAR-20, Run: 015, P, 0, 0, 117, 26, 91, 117, 91
INVAR-20, Run: 016, P, 0, 0, 102, 11, 91, 102, 91
INVAR-20, Run: 017, P, 0, 0, 110, 19, 91, 110, 91
INVAR-20, Run: 018, P, 0, 0, 117, 26, 91, 117, 91
INVAR-20, Run: 019, P, 0, 0, 110, 19, 91, 110, 91
INVAR-20, Run: 020, P, 0, 10, 91, 0, 91, 81, 81
INVAR-20, Run: 021, P, 0, 0, 109, 18, 91, 109, 91
INVAR-20, Run: 022, P, 0, 0, 107, 16, 91, 107, 91
INVAR-20, Run: 023, P, 0, 0, 99, 8, 91, 99, 91
INVAR-20, Run: 024, P, 0, 11, 91, 0, 91, 80, 80
INVAR-20, Run: 025, P, 0, 0, 104, 13, 91, 104, 91
INVAR-20, Run: 026, P, 0, 5, 91, 0, 91, 86, 86
INVAR-20, Run: 027, P, 0, 0, 115, 24, 91, 115, 91
INVAR-20, Run: 028, P, 0, 0, 97, 6, 91, 97, 91
INVAR-20, Run: 029, P, 0, 3, 91, 0, 91, 88, 88
INVAR-20, Run: 030, P, 0, 0, 106, 15, 91, 106, 91
INVAR-20, Run: 031, P, 0, 0, 114, 23, 91, 114, 91
INVAR-20, Run: 032, P, 0, 0, 105, 14, 91, 105, 91
INVAR-20, Run: 033, P, 0, 0, 109, 18, 91, 109, 91
INVAR-20, Run: 034, P, 0, 0, 112, 21, 91, 112, 91
INVAR-20, Run: 035, P, 0, 0, 95, 4, 91, 95, 91
INVAR-20, Run: 036, P, 0, 0, 103, 12, 91, 103, 91
INVAR-20, Run: 037, P, 0, 0, 97, 6, 91, 97, 91
INVAR-20, Run: 038, P, 0, 15, 91, 0, 91, 76, 76
INVAR-20, Run: 039, P, 0, 0, 91, 0, 91, 91, 91
INVAR-20, Run: 040, P, 0, 0, 102, 11, 91, 102, 91
INVAR-20, Run: 041, P, 0, 0, 98, 7, 91, 98, 91
INVAR-20, Run: 042, P, 0, 0, 100, 9, 91, 100, 91
INVAR-20, Run: 043, P, 0, 0, 92, 1, 91, 92, 91
INVAR-20, Run: 044, P, 0, 0, 100, 9, 91, 100, 91
INVAR-20, Run: 045, P, 0, 0, 96, 5, 91, 96, 91
INVAR-20, Run: 046, P, 0, 0, 95, 4, 91, 95, 91
INVAR-20, Run: 047, P, 0, 0, 114, 23, 91, 114, 91
INVAR-20, Run: 048, P, 0, 0, 105, 14, 91, 105, 91
INVAR-20, Run: 049, P, 0, 0, 103, 12, 91, 103, 91
INVAR-20, Run: 050, P, 0, 0, 98, 7, 91, 98, 91
INVAR-20, Run: 051, P, 0, 0, 91, 0, 91, 91, 91
INVAR-20, Run: 052, P, 0, 0, 107, 16, 91, 107, 91
INVAR-20, Run: 053, P, 0, 0, 121, 30, 91, 121, 91
INVAR-20, Run: 054, P, 0, 0, 99, 8, 91, 99, 91
INVAR-20, Run: 055, P, 0, 20, 91, 0, 91, 71, 71
INVAR-20, Run: 056, P, 0, 3, 91, 0, 91, 88, 88
INVAR-20, Run: 057, P, 0, 9, 91, 0, 91, 82, 82
INVAR-20, Run: 058, P, 0, 0, 103, 12, 91, 103, 91
INVAR-20, Run: 059, P, 0, 0, 106, 15, 91, 106, 91
INVAR-20, Run: 060, P, 0, 0, 106, 15, 91, 106, 91
INVAR-20, Run: 061, P, 0, 0, 108, 17, 91, 108, 91
INVAR-20, Run: 062, P, 0, 0, 104, 13, 91, 104, 91
INVAR-20, Run: 063, P, 0, 0, 98, 7, 91, 98, 91
INVAR-20, Run: 064, P, 0, 0, 97, 6, 91, 97, 91
INVAR-20, Run: 065, P, 0, 0, 102, 11, 91, 102, 91
INVAR-20, Run: 066, P, 0, 0, 99, 8, 91, 99, 91
INVAR-20, Run: 067, P, 0, 0, 100, 9, 91, 100, 91
INVAR-20, Run: 068, P, 0, 0, 120, 29, 91, 120, 91
INVAR-20, Run: 069, P, 0, 2, 91, 0, 91, 89, 89
INVAR-20, Run: 070, P, 0, 0, 106, 15, 91, 106, 91
INVAR-20, Run: 071, P, 0, 0, 98, 7, 91, 98, 91
INVAR-20, Run: 072, P, 0, 0, 99, 8, 91, 99, 91
INVAR-20, Run: 073, P, 0, 0, 94, 3, 91, 94, 91
INVAR-20, Run: 074, P, 0, 0, 97, 6, 91, 97, 91
INVAR-20, Run: 075, P, 0, 0, 122, 31, 91, 122, 91
INVAR-20, Run: 076, P, 0, 0, 109, 18, 91, 109, 91
INVAR-20, Run: 077, P, 0, 0, 101, 10, 91, 101, 91
INVAR-20, Run: 078, P, 0, 0, 95, 4, 91, 95, 91
INVAR-20, Run: 079, P, 0, 3, 91, 0, 91, 88, 88
INVAR-20, Run: 080, P, 0, 0, 96, 5, 91, 96, 91
INVAR-20, Run: 081, P, 0, 0, 93, 2, 91, 93, 91
INVAR-20, Run: 082, P, 0, 0, 117, 26, 91, 117, 91
INVAR-20, Run: 083, P, 0, 0, 105, 14, 91, 105, 91
INVAR-20, Run: 084, P, 0, 0, 106, 15, 91, 106, 91
INVAR-20, Run: 085, P, 0, 0, 106, 15, 91, 106, 91
INVAR-20, Run: 086, P, 0, 0, 104, 13, 91, 104, 91
INVAR-20, Run: 087, P, 0, 10, 91, 0, 91, 81, 81
INVAR-20, Run: 088, P, 0, 0, 103, 12, 91, 103, 91
INVAR-20, Run: 089, P, 0, 0, 114, 23, 91, 114, 91
INVAR-20, Run: 090, P, 0, 0, 94, 3, 91, 94, 91
INVAR-20, Run: 091, P, 0, 0, 104, 13, 91, 104, 91
INVAR-20, Run: 092, P, 0, 5, 91, 0, 91, 86, 86
INVAR-20, Run: 093, P, 0, 0, 104, 13, 91, 104, 91
INVAR-20, Run: 094, P, 0, 0, 104, 13, 91, 104, 91
INVAR-20, Run: 095, P, 0, 0, 95, 4, 91, 95, 91
INVAR-20, Run: 096, P, 0, 4, 91, 0, 91, 87, 87
INVAR-20, Run: 097, P, 0, 0, 94, 3, 91, 94, 91
INVAR-20, Run: 098, P, 0, 0, 93, 2, 91, 93, 91
INVAR-20, Run: 099, P, 0, 9, 91, 0, 91, 82, 82
INVAR-20, Run: 100, P, 0, 0, 91, 0, 91, 91, 91
INVAR-21, Run: 001, P, 0, 27, 133, 0, 133, 106, 106
INVAR-21, Run: 002, P, 0, 23, 133, 0, 133, 110, 110
INVAR-21, Run: 003, P, 0, 39, 133, 0, 133, 94, 94
INVAR-21, Run: 004, P, 0, 30, 133, 0, 133, 103, 103
INVAR-21, Run: 005, P, 0, 36, 133, 0, 133, 97, 97
INVAR-21, Run: 006, P, 0, 21, 133, 0, 133, 112, 112
INVAR-21, Run: 007, P, 0, 0, 135, 2, 133, 135, 133
INVAR-21, Run: 008, P, 0, 42, 133, 0, 133, 91, 91
INVAR-21, Run: 009, P, 0, 35, 133, 0, 133, 98, 98
INVAR-21, Run: 010, P, 0, 32, 133, 0, 133, 101, 101
INVAR-21, Run: 011, P, 0, 29, 133, 0, 133, 104, 104
INVAR-21, Run: 012, P, 0, 51, 133, 0, 133, 82, 82
INVAR-21, Run: 013, P, 0, 52, 133, 0, 133, 81, 81
INVAR-21, Run: 014, P, 0, 22, 133, 0, 133, 111, 111
INVAR-21, Run: 015, P, 0, 38, 133, 0, 133, 95, 95
INVAR-21, Run: 016, P, 0, 43, 133, 0, 133, 90, 90
INVAR-21, Run: 017, P, 0, 30, 133, 0, 133, 103, 103
INVAR-21, Run: 018, P, 0, 55, 133, 0, 133, 78, 78
INVAR-21, Run: 019, P, 0, 32, 133, 0, 133, 101, 101
INVAR-21, Run: 020, P, 0, 27, 133, 0, 133, 106, 106
INVAR-21, Run: 021, P, 0, 31, 133, 0, 133, 102, 102
INVAR-21, Run: 022, P, 0, 43, 133, 0, 133, 90, 90
INVAR-21, Run: 023, P, 0, 29, 133, 0, 133, 104, 104
INVAR-21, Run: 024, P, 0, 38, 133, 0, 133, 95, 95
INVAR-21, Run: 025, P, 0, 20, 133, 0, 133, 113, 113
INVAR-21, Run: 026, P, 0, 32, 133, 0, 133, 101, 101
INVAR-21, Run: 027, P, 0, 37, 133, 0, 133, 96, 96
INVAR-21, Run: 028, P, 0, 35, 133, 0, 133, 98, 98
INVAR-21, Run: 029, P, 0, 19, 133, 0, 133, 114, 114
INVAR-21, Run: 030, P, 0, 30, 133, 0, 133, 103, 103
INVAR-21, Run: 031, P, 0, 27, 133, 0, 133, 106, 106
INVAR-21, Run: 032, P, 0, 27, 133, 0, 133, 106, 106
INVAR-21, Run: 033, P, 0, 15, 133, 0, 133, 118, 118
INVAR-21, Run: 034, P, 0, 46, 133, 0, 133, 87, 87
INVAR-21, Run: 035, P, 0, 30, 133, 0, 133, 103, 103
INVAR-21, Run: 036, P, 0, 27, 133, 0, 133, 106, 106
INVAR-21, Run: 037, P, 0, 26, 133, 0, 133, 107, 107
INVAR-21, Run: 038, P, 0, 38, 133, 0, 133, 95, 95
INVAR-21, Run: 039, P, 0, 33, 133, 0, 133, 100, 100
INVAR-21, Run: 040, P, 0, 35, 133, 0, 133, 98, 98
INVAR-21, Run: 041, P, 0, 53, 133, 0, 133, 80, 80
INVAR-21, Run: 042, P, 0, 30, 133, 0, 133, 103, 103
INVAR-21, Run: 043, P, 0, 39, 133, 0, 133, 94, 94
INVAR-21, Run: 044, P, 0, 28, 133, 0, 133, 105, 105
INVAR-21, Run: 045, P, 0, 37, 133, 0, 133, 96, 96
INVAR-21, Run: 046, P, 0, 45, 133, 0, 133, 88, 88
INVAR-21, Run: 047, P, 0, 8, 133, 0, 133, 125, 125
INVAR-21, Run: 048, P, 0, 46, 133, 0, 133, 87, 87
INVAR-21, Run: 049, P, 0, 26, 133, 0, 133, 107, 107
INVAR-21, Run: 050, P, 0, 33, 133, 0, 133, 100, 100
INVAR-21, Run: 051, P, 0, 29, 133, 0, 133, 104, 104
INVAR-21, Run: 052, P, 0, 15, 133, 0, 133, 118, 118
INVAR-21, Run: 053, P, 0, 32, 133, 0, 133, 101, 101
INVAR-21, Run: 054, P, 0, 44, 133, 0, 133, 89, 89
INVAR-21, Run: 055, P, 0, 34, 133, 0, 133, 99, 99
INVAR-21, Run: 056, P, 0, 26, 133, 0, 133, 107, 107
INVAR-21, Run: 057, P, 0, 33, 133, 0, 133, 100, 100
INVAR-21, Run: 058, P, 0, 36, 133, 0, 133, 97, 97
INVAR-21, Run: 059, P, 0, 30, 133, 0, 133, 103, 103
INVAR-21, Run: 060, P, 0, 38, 133, 0, 133, 95, 95
INVAR-21, Run: 061, P, 0, 47, 133, 0, 133, 86, 86
INVAR-21, Run: 062, P, 0, 32, 133, 0, 133, 101, 101
INVAR-21, Run: 063, P, 0, 29, 133, 0, 133, 104, 104
INVAR-21, Run: 064, P, 0, 52, 133, 0, 133, 81, 81
INVAR-21, Run: 065, P, 0, 50, 133, 0, 133, 83, 83
INVAR-21, Run: 066, P, 0, 35, 133, 0, 133, 98, 98
INVAR-21, Run: 067, P, 0, 41, 133, 0, 133, 92, 92
INVAR-21, Run: 068, P, 0, 24, 133, 0, 133, 109, 109
INVAR-21, Run: 069, P, 0, 31, 133, 0, 133, 102, 102
INVAR-21, Run: 070, P, 0, 50, 133, 0, 133, 83, 83
INVAR-21, Run: 071, P, 0, 26, 133, 0, 133, 107, 107
INVAR-21, Run: 072, P, 0, 24, 133, 0, 133, 109, 109
INVAR-21, Run: 073, P, 0, 17, 133, 0, 133, 116, 116
INVAR-21, Run: 074, P, 0, 24, 133, 0, 133, 109, 109
INVAR-21, Run: 075, P, 0, 32, 133, 0, 133, 101, 101
INVAR-21, Run: 076, P, 0, 41, 133, 0, 133, 92, 92
INVAR-21, Run: 077, P, 0, 40, 133, 0, 133, 93, 93
INVAR-21, Run: 078, P, 0, 29, 133, 0, 133, 104, 104
INVAR-21, Run: 079, P, 0, 34, 133, 0, 133, 99, 99
INVAR-21, Run: 080, P, 0, 35, 133, 0, 133, 98, 98
INVAR-21, Run: 081, P, 0, 35, 133, 0, 133, 98, 98
INVAR-21, Run: 082, P, 0, 35, 133, 0, 133, 98, 98
INVAR-21, Run: 083, P, 0, 38, 133, 0, 133, 95, 95
INVAR-21, Run: 084, P, 0, 53, 133, 0, 133, 80, 80
INVAR-21, Run: 085, P, 0, 32, 133, 0, 133, 101, 101
INVAR-21, Run: 086, P, 0, 32, 133, 0, 133, 101, 101
INVAR-21, Run: 087, P, 0, 20, 133, 0, 133, 113, 113
INVAR-21, Run: 088, P, 0, 19, 133, 0, 133, 114, 114
INVAR-21, Run: 089, P, 0, 17, 133, 0, 133, 116, 116
INVAR-21, Run: 090, P, 0, 41, 133, 0, 133, 92, 92
INVAR-21, Run: 091, P, 0, 51, 133, 0, 133, 82, 82
INVAR-21, Run: 092, P, 0, 22, 133, 0, 133, 111, 111
INVAR-21, Run: 093, P, 0, 45, 133, 0, 133, 88, 88
INVAR-21, Run: 094, P, 0, 29, 133, 0, 133, 104, 104
INVAR-21, Run: 095, P, 0, 38, 133, 0, 133, 95, 95
INVAR-21, Run: 096, P, 0, 28, 133, 0, 133, 105, 105
INVAR-21, Run: 097, P, 0, 35, 133, 0, 133, 98, 98
INVAR-21, Run: 098, P, 0, 35, 133, 0, 133, 98, 98
INVAR-21, Run: 099, P, 0, 24, 133, 0, 133, 109, 109
INVAR-21, Run: 100, P, 0, 42, 133, 0, 133, 91, 91
INVAR-22, Run: 001, P, 0, 0, 110, 89, 21, 110, 21
INVAR-22, Run: 002, P, 0, 0, 81, 60, 21, 81, 21
INVAR-22, Run: 003, P, 0, 0, 97, 76, 21, 97, 21
INVAR-22, Run: 004, P, 0, 0, 115, 94, 21, 115, 21
INVAR-22, Run: 005, P, 0, 0, 80, 59, 21, 80, 21
INVAR-22, Run: 006, P, 0, 0, 90, 69, 21, 90, 21
INVAR-22, Run: 007, P, 0, 0, 91, 70, 21, 91, 21
INVAR-22, Run: 008, P, 0, 0, 117, 96, 21, 117, 21
INVAR-22, Run: 009, P, 0, 0, 102, 81, 21, 102, 21
INVAR-22, Run: 010, P, 0, 0, 98, 77, 21, 98, 21
INVAR-22, Run: 011, P, 0, 0, 93, 72, 21, 93, 21
INVAR-22, Run: 012, P, 0, 0, 82, 61, 21, 82, 21
INVAR-22, Run: 013, P, 0, 0, 103, 82, 21, 103, 21
INVAR-22, Run: 014, P, 0, 0, 110, 89, 21, 110, 21
INVAR-22, Run: 015, P, 0, 0, 79, 58, 21, 79, 21
INVAR-22, Run: 016, P, 0, 0, 104, 83, 21, 104, 21
INVAR-22, Run: 017, P, 0, 0, 90, 69, 21, 90, 21
INVAR-22, Run: 018, P, 0, 0, 104, 83, 21, 104, 21
INVAR-22, Run: 019, P, 0, 0, 111, 90, 21, 111, 21
INVAR-22, Run: 020, P, 0, 0, 99, 78, 21, 99, 21
INVAR-22, Run: 021, P, 0, 0, 103, 82, 21, 103, 21
INVAR-22, Run: 022, P, 0, 0, 107, 86, 21, 107, 21
INVAR-22, Run: 023, P, 0, 0, 93, 72, 21, 93, 21
INVAR-22, Run: 024, P, 0, 0, 95, 74, 21, 95, 21
INVAR-22, Run: 025, P, 0, 0, 95, 74, 21, 95, 21
INVAR-22, Run: 026, P, 0, 0, 97, 76, 21, 97, 21
INVAR-22, Run: 027, P, 0, 0, 98, 77, 21, 98, 21
INVAR-22, Run: 028, P, 0, 0, 100, 79, 21, 100, 21
INVAR-22, Run: 029, P, 0, 0, 101, 80, 21, 101, 21
INVAR-22, Run: 030, P, 0, 0, 72, 51, 21, 72, 21
INVAR-22, Run: 031, P, 0, 0, 100, 79, 21, 100, 21
INVAR-22, Run: 032, P, 0, 0, 99, 78, 21, 99, 21
INVAR-22, Run: 033, P, 0, 0, 91, 70, 21, 91, 21
INVAR-22, Run: 034, P, 0, 0, 93, 72, 21, 93, 21
INVAR-22, Run: 035, P, 0, 0, 88, 67, 21, 88, 21
INVAR-22, Run: 036, P, 0, 0, 97, 76, 21, 97, 21
INVAR-22, Run: 037, P, 0, 0, 105, 84, 21, 105, 21
INVAR-22, Run: 038, P, 0, 0, 91, 70, 21, 91, 21
INVAR-22, Run: 039, P, 0, 0, 107, 86, 21, 107, 21
INVAR-22, Run: 040, P, 0, 0, 95, 74, 21, 95, 21
INVAR-22, Run: 041, P, 0, 0, 88, 67, 21, 88, 21
INVAR-22, Run: 042, P, 0, 0, 90, 69, 21, 90, 21
INVAR-22, Run: 043, P, 0, 0, 90, 69, 21, 90, 21
INVAR-22, Run: 044, P, 0, 0, 99, 78, 21, 99, 21
INVAR-22, Run: 045, P, 0, 0, 127, 106, 21, 127, 21
INVAR-22, Run: 046, P, 0, 0, 84, 63, 21, 84, 21
INVAR-22, Run: 047, P, 0, 0, 117, 96, 21, 117, 21
INVAR-22, Run: 048, P, 0, 0, 98, 77, 21, 98, 21
INVAR-22, Run: 049, P, 0, 0, 102, 81, 21, 102, 21
INVAR-22, Run: 050, P, 0, 0, 86, 65, 21, 86, 21
INVAR-22, Run: 051, P, 0, 0, 93, 72, 21, 93, 21
INVAR-22, Run: 052, P, 0, 0, 106, 85, 21, 106, 21
INVAR-22, Run: 053, P, 0, 0, 110, 89, 21, 110, 21
INVAR-22, Run: 054, P, 0, 0, 101, 80, 21, 101, 21
INVAR-22, Run: 055, P, 0, 0, 97, 76, 21, 97, 21
INVAR-22, Run: 056, P, 0, 0, 96, 75, 21, 96, 21
INVAR-22, Run: 057, P, 0, 0, 96, 75, 21, 96, 21
INVAR-22, Run: 058, P, 0, 0, 95, 74, 21, 95, 21
INVAR-22, Run: 059, P, 0, 0, 107, 86, 21, 107, 21
INVAR-22, Run: 060, P, 0, 0, 82, 61, 21, 82, 21
INVAR-22, Run: 061, P, 0, 0, 83, 62, 21, 83, 21
INVAR-22, Run: 062, P, 0, 0, 102, 81, 21, 102, 21
INVAR-22, Run: 063, P, 0, 0, 95, 74, 21, 95, 21
INVAR-22, Run: 064, P, 0, 0, 99, 78, 21, 99, 21
INVAR-22, Run: 065, P, 0, 0, 105, 84, 21, 105, 21
INVAR-22, Run: 066, P, 0, 0, 88, 67, 21, 88, 21
INVAR-22, Run: 067, P, 0, 0, 89, 68, 21, 89, 21
INVAR-22, Run: 068, P, 0, 0, 105, 84, 21, 105, 21
INVAR-22, Run: 069, P, 0, 0, 111, 90, 21, 111, 21
INVAR-22, Run: 070, P, 0, 0, 100, 79, 21, 100, 21
INVAR-22, Run: 071, P, 0, 0, 104, 83, 21, 104, 21
INVAR-22, Run: 072, P, 0, 0, 94, 73, 21, 94, 21
INVAR-22, Run: 073, P, 0, 0, 100, 79, 21, 100, 21
INVAR-22, Run: 074, P, 0, 0, 94, 73, 21, 94, 21
INVAR-22, Run: 075, P, 0, 0, 86, 65, 21, 86, 21
INVAR-22, Run: 076, P, 0, 0, 110, 89, 21, 110, 21
INVAR-22, Run: 077, P, 0, 0, 113, 92, 21, 113, 21
INVAR-22, Run: 078, P, 0, 0, 90, 69, 21, 90, 21
INVAR-22, Run: 079, P, 0, 0, 99, 78, 21, 99, 21
INVAR-22, Run: 080, P, 0, 0, 105, 84, 21, 105, 21
INVAR-22, Run: 081, P, 0, 0, 82, 61, 21, 82, 21
INVAR-22, Run: 082, P, 0, 0, 100, 79, 21, 100, 21
INVAR-22, Run: 083, P, 0, 0, 133, 112, 21, 133, 21
INVAR-22, Run: 084, P, 0, 0, 85, 64, 21, 85, 21
INVAR-22, Run: 085, P, 0, 0, 107, 86, 21, 107, 21
INVAR-22, Run: 086, P, 0, 0, 92, 71, 21, 92, 21
INVAR-22, Run: 087, P, 0, 0, 114, 93, 21, 114, 21
INVAR-22, Run: 088, P, 0, 0, 89, 68, 21, 89, 21
INVAR-22, Run: 089, P, 0, 0, 87, 66, 21, 87, 21
INVAR-22, Run: 090, P, 0, 0, 97, 76, 21, 97, 21
INVAR-22, Run: 091, P, 0, 0, 116, 95, 21, 116, 21
INVAR-22, Run: 092, P, 0, 0, 97, 76, 21, 97, 21
INVAR-22, Run: 093, P, 0, 0, 92, 71, 21, 92, 21
INVAR-22, Run: 094, P, 0, 0, 106, 85, 21, 106, 21
