Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B
INVAR-1, Run: 001, P, 0, 0, 0, 0, 0, 44, 9, 44, 0, 10, 0
INVAR-1, Run: 002, P, 0, 0, 0, 0, 0, 51, 9, 51, 0, 3, 0
INVAR-1, Run: 003, P, 0, 0, 0, 0, 0, 39, 9, 39, 0, 15, 0
INVAR-1, Run: 004, P, 0, 0, 0, 0, 0, 43, 9, 43, 0, 11, 0
INVAR-1, Run: 005, P, 0, 0, 0, 0, 0, 43, 9, 43, 0, 11, 0
INVAR-1, Run: 006, P, 0, 0, 0, 0, 0, 44, 9, 44, 0, 10, 0
INVAR-1, Run: 007, P, 0, 0, 0, 0, 0, 40, 9, 40, 0, 14, 0
INVAR-1, Run: 008, P, 0, 0, 0, 0, 0, 32, 9, 32, 0, 22, 0
INVAR-1, Run: 009, P, 0, 0, 0, 0, 0, 44, 9, 44, 0, 10, 0
INVAR-1, Run: 010, P, 0, 0, 0, 0, 0, 43, 9, 43, 0, 11, 0
INVAR-1, Run: 011, P, 0, 0, 0, 0, 0, 51, 9, 51, 0, 3, 0
INVAR-1, Run: 012, P, 0, 0, 0, 0, 0, 39, 9, 39, 0, 15, 0
INVAR-1, Run: 013, P, 0, 0, 0, 0, 0, 42, 9, 42, 0, 12, 0
INVAR-1, Run: 014, P, 0, 0, 0, 0, 0, 51, 9, 51, 0, 3, 0
INVAR-1, Run: 015, P, 0, 0, 0, 0, 0, 38, 9, 38, 0, 16, 0
INVAR-1, Run: 016, P, 0, 0, 0, 0, 0, 46, 9, 46, 0, 8, 0
INVAR-1, Run: 017, P, 0, 0, 0, 0, 0, 40, 9, 40, 0, 14, 0
INVAR-1, Run: 018, P, 0, 0, 0, 0, 0, 44, 9, 44, 0, 10, 0
INVAR-1, Run: 019, P, 0, 0, 0, 0, 0, 42, 9, 42, 0, 12, 0
INVAR-1, Run: 020, P, 0, 0, 0, 0, 0, 40, 9, 40, 0, 14, 0
INVAR-1, Run: 021, P, 0, 0, 0, 0, 0, 24, 9, 24, 0, 30, 0
INVAR-1, Run: 022, P, 0, 0, 0, 0, 0, 45, 9, 45, 0, 9, 0
INVAR-1, Run: 023, P, 0, 0, 0, 0, 0, 45, 9, 45, 0, 9, 0
INVAR-1, Run: 024, P, 0, 0, 0, 0, 0, 40, 9, 40, 0, 14, 0
INVAR-1, Run: 025, P, 0, 0, 0, 0, 0, 43, 9, 43, 0, 11, 0
INVAR-1, Run: 026, P, 0, 0, 0, 0, 0, 40, 9, 40, 0, 14, 0
INVAR-1, Run: 027, P, 0, 0, 0, 0, 0, 37, 9, 37, 0, 17, 0
