Input Number, Run_Number, Result@ 100, F1P, A1, F1, A2, F2, F2P, Y, NEW_REACTION, Reaction1, Reaction2, Reaction3, Reaction4, Reaction5
INVAR-16, Run: 071, P, 5, 505, 0, 0, 5, 0, 0, 475, 5, 0, 0, 0, 0
INVAR-16, Run: 072, P, 5, 495, 0, 0, 5, 0, 0, 465, 5, 0, 0, 0, 0
INVAR-16, Run: 073, P, 5, 572, 0, 0, 5, 0, 0, 542, 5, 0, 0, 0, 0
INVAR-16, Run: 074, P, 5, 540, 0, 0, 5, 0, 0, 510, 5, 0, 0, 0, 0
INVAR-16, Run: 075, P, 5, 498, 0, 0, 5, 0, 0, 468, 5, 0, 0, 0, 0
INVAR-16, Run: 076, P, 5, 547, 0, 0, 5, 0, 0, 517, 5, 0, 0, 0, 0
INVAR-16, Run: 077, P, 5, 543, 0, 0, 5, 0, 0, 513, 5, 0, 0, 0, 0
INVAR-16, Run: 078, P, 5, 549, 0, 0, 5, 0, 0, 519, 5, 0, 0, 0, 0
INVAR-16, Run: 079, P, 5, 555, 0, 0, 5, 0, 0, 525, 5, 0, 0, 0, 0
INVAR-16, Run: 080, P, 5, 544, 0, 0, 5, 0, 0, 514, 5, 0, 0, 0, 0
INVAR-16, Run: 081, P, 5, 539, 0, 0, 5, 0, 0, 508, 4, 1, 0, 0, 0
INVAR-16, Run: 082, P, 5, 571, 0, 0, 5, 0, 0, 540, 4, 1, 0, 0, 0
INVAR-16, Run: 083, P, 5, 537, 0, 0, 5, 0, 0, 507, 5, 0, 0, 0, 0
INVAR-16, Run: 084, P, 5, 518, 0, 0, 5, 0, 0, 488, 5, 0, 0, 0, 0
INVAR-16, Run: 085, P, 5, 556, 0, 0, 5, 0, 0, 525, 4, 1, 0, 0, 0
INVAR-16, Run: 086, P, 5, 522, 0, 0, 5, 0, 0, 491, 4, 1, 0, 0, 0
INVAR-16, Run: 087, P, 5, 546, 0, 0, 5, 0, 0, 514, 3, 2, 0, 0, 0
INVAR-16, Run: 088, P, 5, 539, 0, 0, 5, 0, 0, 508, 4, 1, 0, 0, 0
INVAR-16, Run: 089, P, 5, 535, 0, 0, 5, 0, 0, 505, 5, 0, 0, 0, 0
INVAR-16, Run: 090, P, 5, 510, 0, 0, 5, 0, 0, 480, 5, 0, 0, 0, 0
INVAR-16, Run: 091, P, 5, 557, 0, 0, 5, 0, 0, 527, 5, 0, 0, 0, 0
INVAR-16, Run: 092, P, 5, 513, 0, 0, 5, 0, 0, 483, 5, 0, 0, 0, 0
INVAR-16, Run: 093, P, 5, 524, 0, 0, 5, 0, 0, 493, 4, 1, 0, 0, 0
INVAR-16, Run: 094, P, 5, 516, 0, 0, 5, 0, 0, 484, 3, 2, 0, 0, 0
INVAR-16, Run: 095, P, 5, 525, 0, 0, 5, 0, 0, 495, 5, 0, 0, 0, 0
INVAR-16, Run: 096, P, 5, 521, 0, 0, 5, 0, 0, 491, 5, 0, 0, 0, 0
INVAR-16, Run: 097, P, 5, 525, 0, 0, 5, 0, 0, 495, 5, 0, 0, 0, 0
INVAR-16, Run: 098, P, 5, 527, 0, 0, 5, 0, 0, 497, 5, 0, 0, 0, 0
INVAR-16, Run: 099, P, 5, 555, 0, 0, 5, 0, 0, 525, 5, 0, 0, 0, 0
INVAR-16, Run: 100, P, 5, 505, 0, 0, 5, 0, 0, 475, 5, 0, 0, 0, 0
INVAR-17, Run: 001, P, 5, 598, 0, 0, 5, 0, 0, 512, 5, 0, 0, 0, 0
INVAR-17, Run: 002, P, 5, 576, 0, 0, 5, 0, 0, 490, 5, 0, 0, 0, 0
INVAR-17, Run: 003, P, 5, 571, 0, 0, 5, 0, 0, 485, 5, 0, 0, 0, 0
INVAR-17, Run: 004, P, 5, 575, 0, 0, 5, 0, 0, 489, 5, 0, 0, 0, 0
INVAR-17, Run: 005, P, 5, 571, 0, 0, 5, 0, 0, 484, 4, 1, 0, 0, 0
INVAR-17, Run: 006, P, 5, 595, 0, 0, 5, 0, 0, 509, 5, 0, 0, 0, 0
INVAR-17, Run: 007, P, 5, 578, 0, 0, 5, 0, 0, 492, 5, 0, 0, 0, 0
INVAR-17, Run: 008, P, 5, 570, 0, 0, 5, 0, 0, 484, 5, 0, 0, 0, 0
INVAR-17, Run: 009, P, 5, 590, 0, 0, 5, 0, 0, 504, 5, 0, 0, 0, 0
INVAR-17, Run: 010, P, 5, 573, 0, 0, 5, 0, 0, 487, 5, 0, 0, 0, 0
INVAR-17, Run: 011, P, 5, 607, 0, 0, 5, 0, 0, 520, 4, 1, 0, 0, 0
INVAR-17, Run: 012, P, 5, 576, 0, 0, 5, 0, 0, 489, 4, 1, 0, 0, 0
INVAR-17, Run: 013, P, 5, 594, 0, 0, 5, 0, 0, 508, 5, 0, 0, 0, 0
INVAR-17, Run: 014, P, 5, 584, 0, 0, 5, 0, 0, 498, 5, 0, 0, 0, 0
INVAR-17, Run: 015, P, 5, 538, 0, 0, 5, 0, 0, 452, 5, 0, 0, 0, 0
INVAR-17, Run: 016, P, 5, 593, 0, 0, 5, 0, 0, 507, 5, 0, 0, 0, 0
INVAR-17, Run: 017, P, 5, 557, 0, 0, 5, 0, 0, 471, 5, 0, 0, 0, 0
INVAR-17, Run: 018, P, 5, 625, 0, 0, 5, 0, 0, 538, 4, 1, 0, 0, 0
INVAR-17, Run: 019, P, 5, 592, 0, 0, 5, 0, 0, 506, 5, 0, 0, 0, 0
INVAR-17, Run: 020, P, 5, 606, 0, 0, 5, 0, 0, 520, 5, 0, 0, 0, 0
INVAR-17, Run: 021, P, 5, 600, 0, 0, 5, 0, 0, 514, 5, 0, 0, 0, 0
INVAR-17, Run: 022, P, 5, 585, 0, 0, 5, 0, 0, 499, 5, 0, 0, 0, 0
INVAR-17, Run: 023, P, 5, 569, 0, 0, 5, 0, 0, 483, 5, 0, 0, 0, 0
INVAR-17, Run: 024, P, 5, 613, 0, 0, 5, 0, 0, 527, 5, 0, 0, 0, 0
INVAR-17, Run: 025, P, 5, 556, 0, 0, 5, 0, 0, 470, 5, 0, 0, 0, 0
INVAR-17, Run: 026, P, 5, 572, 0, 0, 5, 0, 0, 486, 5, 0, 0, 0, 0
INVAR-17, Run: 027, P, 5, 578, 0, 0, 5, 0, 0, 492, 5, 0, 0, 0, 0
INVAR-17, Run: 028, P, 5, 592, 0, 0, 5, 0, 0, 506, 5, 0, 0, 0, 0
INVAR-17, Run: 029, P, 5, 605, 0, 0, 5, 0, 0, 519, 5, 0, 0, 0, 0
INVAR-17, Run: 030, P, 5, 589, 0, 0, 5, 0, 0, 503, 5, 0, 0, 0, 0
INVAR-17, Run: 031, P, 5, 613, 0, 0, 5, 0, 0, 527, 5, 0, 0, 0, 0
INVAR-17, Run: 032, P, 5, 596, 0, 0, 5, 0, 0, 510, 5, 0, 0, 0, 0
INVAR-17, Run: 033, P, 5, 584, 0, 0, 5, 0, 0, 498, 5, 0, 0, 0, 0
INVAR-17, Run: 034, P, 5, 578, 0, 0, 5, 0, 0, 492, 5, 0, 0, 0, 0
INVAR-17, Run: 035, P, 5, 566, 0, 0, 5, 0, 0, 480, 5, 0, 0, 0, 0
INVAR-17, Run: 036, P, 5, 566, 0, 0, 5, 0, 0, 480, 5, 0, 0, 0, 0
INVAR-17, Run: 037, P, 5, 580, 0, 0, 5, 0, 0, 493, 4, 1, 0, 0, 0
INVAR-17, Run: 038, P, 5, 555, 0, 0, 5, 0, 0, 469, 5, 0, 0, 0, 0
INVAR-17, Run: 039, P, 5, 561, 0, 0, 5, 0, 0, 475, 5, 0, 0, 0, 0
INVAR-17, Run: 040, P, 5, 581, 0, 0, 5, 0, 0, 494, 4, 1, 0, 0, 0
INVAR-17, Run: 041, P, 5, 549, 0, 0, 5, 0, 0, 463, 5, 0, 0, 0, 0
INVAR-17, Run: 042, P, 5, 565, 0, 0, 5, 0, 0, 479, 5, 0, 0, 0, 0
INVAR-17, Run: 043, P, 5, 624, 0, 0, 5, 0, 0, 538, 5, 0, 0, 0, 0
INVAR-17, Run: 044, P, 5, 581, 0, 0, 5, 0, 0, 495, 5, 0, 0, 0, 0
INVAR-17, Run: 045, P, 5, 563, 0, 0, 5, 0, 0, 477, 5, 0, 0, 0, 0
INVAR-17, Run: 046, P, 5, 606, 0, 0, 5, 0, 0, 520, 5, 0, 0, 0, 0
INVAR-17, Run: 047, P, 5, 609, 0, 0, 5, 0, 0, 523, 5, 0, 0, 0, 0
INVAR-17, Run: 048, P, 5, 565, 0, 0, 5, 0, 0, 479, 5, 0, 0, 0, 0
INVAR-17, Run: 049, P, 5, 558, 0, 0, 5, 0, 0, 472, 5, 0, 0, 0, 0
INVAR-17, Run: 050, P, 5, 579, 0, 0, 5, 0, 0, 493, 5, 0, 0, 0, 0
INVAR-17, Run: 051, P, 5, 572, 0, 0, 5, 0, 0, 486, 5, 0, 0, 0, 0
INVAR-17, Run: 052, P, 5, 585, 0, 0, 5, 0, 0, 499, 5, 0, 0, 0, 0
INVAR-17, Run: 053, P, 5, 573, 0, 0, 5, 0, 0, 487, 5, 0, 0, 0, 0
INVAR-17, Run: 054, P, 5, 585, 0, 0, 5, 0, 0, 499, 5, 0, 0, 0, 0
INVAR-17, Run: 055, P, 5, 566, 0, 0, 5, 0, 0, 480, 5, 0, 0, 0, 0
INVAR-17, Run: 056, P, 5, 567, 0, 0, 5, 0, 0, 481, 5, 0, 0, 0, 0
INVAR-17, Run: 057, P, 5, 600, 0, 0, 5, 0, 0, 514, 5, 0, 0, 0, 0
INVAR-17, Run: 058, P, 5, 581, 0, 0, 5, 0, 0, 495, 5, 0, 0, 0, 0
INVAR-17, Run: 059, P, 5, 606, 0, 0, 5, 0, 0, 519, 4, 1, 0, 0, 0
INVAR-17, Run: 060, P, 5, 627, 0, 0, 5, 0, 0, 541, 5, 0, 0, 0, 0
INVAR-17, Run: 061, P, 5, 556, 0, 0, 5, 0, 0, 469, 4, 1, 0, 0, 0
INVAR-17, Run: 062, P, 5, 593, 0, 0, 5, 0, 0, 507, 5, 0, 0, 0, 0
INVAR-17, Run: 063, P, 5, 578, 0, 0, 5, 0, 0, 492, 5, 0, 0, 0, 0
INVAR-17, Run: 064, P, 5, 603, 0, 0, 5, 0, 0, 517, 5, 0, 0, 0, 0
INVAR-17, Run: 065, P, 5, 607, 0, 0, 5, 0, 0, 521, 5, 0, 0, 0, 0
INVAR-17, Run: 066, P, 5, 584, 0, 0, 5, 0, 0, 498, 5, 0, 0, 0, 0
INVAR-17, Run: 067, P, 5, 565, 0, 0, 5, 0, 0, 479, 5, 0, 0, 0, 0
INVAR-17, Run: 068, P, 5, 601, 0, 0, 5, 0, 0, 515, 5, 0, 0, 0, 0
INVAR-17, Run: 069, P, 5, 612, 0, 0, 5, 0, 0, 526, 5, 0, 0, 0, 0
INVAR-17, Run: 070, P, 5, 621, 0, 0, 5, 0, 0, 535, 5, 0, 0, 0, 0
INVAR-17, Run: 071, P, 5, 594, 0, 0, 5, 0, 0, 508, 5, 0, 0, 0, 0
INVAR-17, Run: 072, P, 5, 612, 0, 0, 5, 0, 0, 526, 5, 0, 0, 0, 0
INVAR-17, Run: 073, P, 5, 604, 0, 0, 5, 0, 0, 518, 5, 0, 0, 0, 0
INVAR-17, Run: 074, P, 5, 575, 0, 0, 5, 0, 0, 489, 5, 0, 0, 0, 0
INVAR-17, Run: 075, P, 5, 579, 0, 0, 5, 0, 0, 493, 5, 0, 0, 0, 0
INVAR-17, Run: 076, P, 5, 574, 0, 0, 5, 0, 0, 488, 5, 0, 0, 0, 0
INVAR-17, Run: 077, P, 5, 566, 0, 0, 5, 0, 0, 480, 5, 0, 0, 0, 0
INVAR-17, Run: 078, P, 5, 538, 0, 0, 5, 0, 0, 451, 4, 1, 0, 0, 0
INVAR-17, Run: 079, P, 5, 558, 0, 0, 5, 0, 0, 472, 5, 0, 0, 0, 0
INVAR-17, Run: 080, P, 5, 596, 0, 0, 5, 0, 0, 510, 5, 0, 0, 0, 0
INVAR-17, Run: 081, P, 5, 609, 0, 0, 5, 0, 0, 522, 4, 1, 0, 0, 0
INVAR-17, Run: 082, P, 5, 612, 0, 0, 5, 0, 0, 526, 5, 0, 0, 0, 0
INVAR-17, Run: 083, P, 5, 606, 0, 0, 5, 0, 0, 520, 5, 0, 0, 0, 0
INVAR-17, Run: 084, P, 5, 583, 0, 0, 5, 0, 0, 497, 5, 0, 0, 0, 0
INVAR-17, Run: 085, P, 5, 638, 0, 0, 5, 0, 0, 552, 5, 0, 0, 0, 0
INVAR-17, Run: 086, P, 5, 556, 0, 0, 5, 0, 0, 470, 5, 0, 0, 0, 0
INVAR-17, Run: 087, P, 5, 590, 0, 0, 5, 0, 0, 504, 5, 0, 0, 0, 0
INVAR-17, Run: 088, P, 5, 594, 0, 0, 5, 0, 0, 508, 5, 0, 0, 0, 0
INVAR-17, Run: 089, P, 5, 558, 0, 0, 5, 0, 0, 472, 5, 0, 0, 0, 0
INVAR-17, Run: 090, P, 5, 583, 0, 0, 5, 0, 0, 497, 5, 0, 0, 0, 0
INVAR-17, Run: 091, P, 5, 550, 0, 0, 5, 0, 0, 464, 5, 0, 0, 0, 0
INVAR-17, Run: 092, P, 5, 568, 0, 0, 5, 0, 0, 482, 5, 0, 0, 0, 0
INVAR-17, Run: 093, P, 5, 580, 0, 0, 5, 0, 0, 493, 4, 1, 0, 0, 0
INVAR-17, Run: 094, P, 5, 630, 0, 0, 5, 0, 0, 544, 5, 0, 0, 0, 0
INVAR-17, Run: 095, P, 5, 572, 0, 0, 5, 0, 0, 486, 5, 0, 0, 0, 0
INVAR-17, Run: 096, P, 5, 586, 0, 0, 5, 0, 0, 500, 5, 0, 0, 0, 0
INVAR-17, Run: 097, P, 5, 562, 0, 0, 5, 0, 0, 476, 5, 0, 0, 0, 0
INVAR-17, Run: 098, P, 5, 573, 0, 0, 5, 0, 0, 487, 5, 0, 0, 0, 0
INVAR-17, Run: 099, P, 5, 570, 0, 0, 5, 0, 0, 484, 5, 0, 0, 0, 0
INVAR-17, Run: 100, P, 5, 557, 0, 0, 5, 0, 0, 470, 4, 1, 0, 0, 0
INVAR-18, Run: 001, P, 5, 645, 0, 0, 5, 0, 0, 517, 5, 0, 0, 0, 0
INVAR-18, Run: 002, P, 5, 610, 0, 0, 5, 0, 0, 482, 5, 0, 0, 0, 0
INVAR-18, Run: 003, P, 5, 650, 0, 0, 5, 0, 0, 522, 5, 0, 0, 0, 0
INVAR-18, Run: 004, P, 5, 642, 0, 0, 5, 0, 0, 514, 5, 0, 0, 0, 0
INVAR-18, Run: 005, P, 5, 632, 0, 0, 5, 0, 0, 504, 5, 0, 0, 0, 0
INVAR-18, Run: 006, P, 5, 627, 0, 0, 5, 0, 0, 499, 5, 0, 0, 0, 0
INVAR-18, Run: 007, P, 5, 618, 0, 0, 5, 0, 0, 490, 5, 0, 0, 0, 0
INVAR-18, Run: 008, P, 5, 614, 0, 0, 5, 0, 0, 486, 5, 0, 0, 0, 0
INVAR-18, Run: 009, P, 5, 617, 0, 0, 5, 0, 0, 489, 5, 0, 0, 0, 0
INVAR-18, Run: 010, P, 5, 595, 0, 0, 5, 0, 0, 467, 5, 0, 0, 0, 0
INVAR-18, Run: 011, P, 5, 643, 0, 0, 5, 0, 0, 515, 5, 0, 0, 0, 0
INVAR-18, Run: 012, P, 5, 627, 0, 0, 5, 0, 0, 499, 5, 0, 0, 0, 0
INVAR-18, Run: 013, P, 5, 646, 0, 0, 5, 0, 0, 518, 5, 0, 0, 0, 0
INVAR-18, Run: 014, P, 5, 593, 0, 0, 5, 0, 0, 465, 5, 0, 0, 0, 0
INVAR-18, Run: 015, P, 5, 643, 0, 0, 5, 0, 0, 515, 5, 0, 0, 0, 0
INVAR-18, Run: 016, P, 5, 619, 0, 0, 5, 0, 0, 491, 5, 0, 0, 0, 0
INVAR-18, Run: 017, P, 5, 610, 0, 0, 5, 0, 0, 482, 5, 0, 0, 0, 0
INVAR-18, Run: 018, P, 5, 638, 0, 0, 5, 0, 0, 510, 5, 0, 0, 0, 0
INVAR-18, Run: 019, P, 5, 658, 0, 0, 5, 0, 0, 530, 5, 0, 0, 0, 0
INVAR-18, Run: 020, P, 5, 622, 0, 0, 5, 0, 0, 494, 5, 0, 0, 0, 0
INVAR-18, Run: 021, P, 5, 607, 0, 0, 5, 0, 0, 479, 5, 0, 0, 0, 0
INVAR-18, Run: 022, P, 5, 641, 0, 0, 5, 0, 0, 513, 5, 0, 0, 0, 0
INVAR-18, Run: 023, P, 5, 606, 0, 0, 5, 0, 0, 478, 5, 0, 0, 0, 0
INVAR-18, Run: 024, P, 5, 643, 0, 0, 5, 0, 0, 515, 5, 0, 0, 0, 0
INVAR-18, Run: 025, P, 5, 605, 0, 0, 5, 0, 0, 476, 4, 1, 0, 0, 0
INVAR-18, Run: 026, P, 5, 618, 0, 0, 5, 0, 0, 490, 5, 0, 0, 0, 0
INVAR-18, Run: 027, P, 5, 624, 0, 0, 5, 0, 0, 496, 5, 0, 0, 0, 0
INVAR-18, Run: 028, P, 5, 619, 0, 0, 5, 0, 0, 491, 5, 0, 0, 0, 0
INVAR-18, Run: 029, P, 5, 628, 0, 0, 5, 0, 0, 500, 5, 0, 0, 0, 0
INVAR-18, Run: 030, P, 5, 564, 0, 0, 5, 0, 0, 436, 5, 0, 0, 0, 0
INVAR-18, Run: 031, P, 5, 632, 0, 0, 5, 0, 0, 504, 5, 0, 0, 0, 0
INVAR-18, Run: 032, P, 5, 627, 0, 0, 5, 0, 0, 498, 4, 1, 0, 0, 0
INVAR-18, Run: 033, P, 5, 637, 0, 0, 5, 0, 0, 509, 5, 0, 0, 0, 0
INVAR-18, Run: 034, P, 5, 631, 0, 0, 5, 0, 0, 503, 5, 0, 0, 0, 0
INVAR-18, Run: 035, P, 5, 630, 0, 0, 5, 0, 0, 502, 5, 0, 0, 0, 0
INVAR-18, Run: 036, P, 5, 646, 0, 0, 5, 0, 0, 518, 5, 0, 0, 0, 0
INVAR-18, Run: 037, P, 5, 611, 0, 0, 5, 0, 0, 483, 5, 0, 0, 0, 0
INVAR-18, Run: 038, P, 5, 606, 0, 0, 5, 0, 0, 478, 5, 0, 0, 0, 0
INVAR-18, Run: 039, P, 5, 591, 0, 0, 5, 0, 0, 463, 5, 0, 0, 0, 0
INVAR-18, Run: 040, P, 5, 619, 0, 0, 5, 0, 0, 491, 5, 0, 0, 0, 0
INVAR-18, Run: 041, P, 5, 605, 0, 0, 5, 0, 0, 477, 5, 0, 0, 0, 0
INVAR-18, Run: 042, P, 5, 651, 0, 0, 5, 0, 0, 523, 5, 0, 0, 0, 0
INVAR-18, Run: 043, P, 5, 640, 0, 0, 5, 0, 0, 512, 5, 0, 0, 0, 0
INVAR-18, Run: 044, P, 5, 633, 0, 0, 5, 0, 0, 505, 5, 0, 0, 0, 0
INVAR-18, Run: 045, P, 5, 643, 0, 0, 5, 0, 0, 515, 5, 0, 0, 0, 0
INVAR-18, Run: 046, P, 5, 596, 0, 0, 5, 0, 0, 468, 5, 0, 0, 0, 0
INVAR-18, Run: 047, P, 5, 632, 0, 0, 5, 0, 0, 504, 5, 0, 0, 0, 0
INVAR-18, Run: 048, P, 5, 618, 0, 0, 5, 0, 0, 490, 5, 0, 0, 0, 0
INVAR-18, Run: 049, P, 5, 641, 0, 0, 5, 0, 0, 513, 5, 0, 0, 0, 0
INVAR-18, Run: 050, P, 5, 655, 0, 0, 5, 0, 0, 527, 5, 0, 0, 0, 0
INVAR-18, Run: 051, P, 5, 624, 0, 0, 5, 0, 0, 495, 4, 1, 0, 0, 0
INVAR-18, Run: 052, P, 5, 625, 0, 0, 5, 0, 0, 496, 4, 1, 0, 0, 0
INVAR-18, Run: 053, P, 5, 630, 0, 0, 5, 0, 0, 501, 4, 1, 0, 0, 0
INVAR-18, Run: 054, P, 5, 632, 0, 0, 5, 0, 0, 504, 5, 0, 0, 0, 0
INVAR-18, Run: 055, P, 5, 641, 0, 0, 5, 0, 0, 513, 5, 0, 0, 0, 0
INVAR-18, Run: 056, P, 5, 632, 0, 0, 5, 0, 0, 504, 5, 0, 0, 0, 0
INVAR-18, Run: 057, P, 5, 626, 0, 0, 5, 0, 0, 498, 5, 0, 0, 0, 0
INVAR-18, Run: 058, P, 5, 617, 0, 0, 5, 0, 0, 489, 5, 0, 0, 0, 0
INVAR-18, Run: 059, P, 5, 647, 0, 0, 5, 0, 0, 519, 5, 0, 0, 0, 0
INVAR-18, Run: 060, P, 5, 654, 0, 0, 5, 0, 0, 526, 5, 0, 0, 0, 0
INVAR-18, Run: 061, P, 5, 604, 0, 0, 5, 0, 0, 476, 5, 0, 0, 0, 0
INVAR-18, Run: 062, P, 5, 652, 0, 0, 5, 0, 0, 524, 5, 0, 0, 0, 0
INVAR-18, Run: 063, P, 5, 607, 0, 0, 5, 0, 0, 479, 5, 0, 0, 0, 0
INVAR-18, Run: 064, P, 5, 636, 0, 0, 5, 0, 0, 508, 5, 0, 0, 0, 0
INVAR-18, Run: 065, P, 5, 600, 0, 0, 5, 0, 0, 472, 5, 0, 0, 0, 0
INVAR-18, Run: 066, P, 5, 625, 0, 0, 5, 0, 0, 497, 5, 0, 0, 0, 0
INVAR-18, Run: 067, P, 5, 619, 0, 0, 5, 0, 0, 491, 5, 0, 0, 0, 0
INVAR-18, Run: 068, P, 5, 607, 0, 0, 5, 0, 0, 479, 5, 0, 0, 0, 0
INVAR-18, Run: 069, P, 5, 626, 0, 0, 5, 0, 0, 498, 5, 0, 0, 0, 0
INVAR-18, Run: 070, P, 5, 646, 0, 0, 5, 0, 0, 517, 4, 1, 0, 0, 0
INVAR-18, Run: 071, P, 5, 578, 0, 0, 5, 0, 0, 450, 5, 0, 0, 0, 0
INVAR-18, Run: 072, P, 5, 673, 0, 0, 5, 0, 0, 545, 5, 0, 0, 0, 0
INVAR-18, Run: 073, P, 5, 637, 0, 0, 5, 0, 0, 508, 4, 1, 0, 0, 0
INVAR-18, Run: 074, P, 5, 659, 0, 0, 5, 0, 0, 531, 5, 0, 0, 0, 0
INVAR-18, Run: 075, P, 5, 627, 0, 0, 5, 0, 0, 499, 5, 0, 0, 0, 0
INVAR-18, Run: 076, P, 5, 663, 0, 0, 5, 0, 0, 534, 4, 1, 0, 0, 0
INVAR-18, Run: 077, P, 5, 649, 0, 0, 5, 0, 0, 521, 5, 0, 0, 0, 0
INVAR-18, Run: 078, P, 5, 650, 0, 0, 5, 0, 0, 522, 5, 0, 0, 0, 0
INVAR-18, Run: 079, P, 5, 637, 0, 0, 5, 0, 0, 509, 5, 0, 0, 0, 0
INVAR-18, Run: 080, P, 5, 603, 0, 0, 5, 0, 0, 475, 5, 0, 0, 0, 0
INVAR-18, Run: 081, P, 5, 598, 0, 0, 5, 0, 0, 470, 5, 0, 0, 0, 0
INVAR-18, Run: 082, P, 5, 635, 0, 0, 5, 0, 0, 507, 5, 0, 0, 0, 0
INVAR-18, Run: 083, P, 5, 646, 0, 0, 5, 0, 0, 517, 4, 1, 0, 0, 0
INVAR-18, Run: 084, P, 5, 647, 0, 0, 5, 0, 0, 519, 5, 0, 0, 0, 0
INVAR-18, Run: 085, P, 5, 650, 0, 0, 5, 0, 0, 522, 5, 0, 0, 0, 0
INVAR-18, Run: 086, P, 5, 616, 0, 0, 5, 0, 0, 488, 5, 0, 0, 0, 0
INVAR-18, Run: 087, P, 5, 622, 0, 0, 5, 0, 0, 494, 5, 0, 0, 0, 0
INVAR-18, Run: 088, P, 5, 630, 0, 0, 5, 0, 0, 502, 5, 0, 0, 0, 0
INVAR-18, Run: 089, P, 5, 584, 0, 0, 5, 0, 0, 456, 5, 0, 0, 0, 0
INVAR-18, Run: 090, P, 5, 640, 0, 0, 5, 0, 0, 512, 5, 0, 0, 0, 0
INVAR-18, Run: 091, P, 5, 666, 0, 0, 5, 0, 0, 538, 5, 0, 0, 0, 0
INVAR-18, Run: 092, P, 5, 638, 0, 0, 5, 0, 0, 510, 5, 0, 0, 0, 0
INVAR-18, Run: 093, P, 5, 618, 0, 0, 5, 0, 0, 490, 5, 0, 0, 0, 0
INVAR-18, Run: 094, P, 5, 655, 0, 0, 5, 0, 0, 527, 5, 0, 0, 0, 0
INVAR-18, Run: 095, P, 5, 638, 0, 0, 5, 0, 0, 510, 5, 0, 0, 0, 0
INVAR-18, Run: 096, P, 5, 649, 0, 0, 5, 0, 0, 521, 5, 0, 0, 0, 0
INVAR-18, Run: 097, P, 5, 614, 0, 0, 5, 0, 0, 486, 5, 0, 0, 0, 0
INVAR-18, Run: 098, P, 5, 624, 0, 0, 5, 0, 0, 496, 5, 0, 0, 0, 0
INVAR-18, Run: 099, P, 5, 654, 0, 0, 5, 0, 0, 526, 5, 0, 0, 0, 0
INVAR-18, Run: 100, P, 5, 630, 0, 0, 5, 0, 0, 502, 5, 0, 0, 0, 0
INVAR-19, Run: 001, P, 0, 0, 5, 15, 0, 5, 0, 0, 0, 0, 3, 2, 0
INVAR-19, Run: 002, P, 0, 0, 5, 13, 0, 5, 0, 0, 0, 0, 5, 0, 0
INVAR-19, Run: 003, P, 0, 0, 5, 14, 0, 5, 0, 0, 0, 0, 4, 1, 0
INVAR-19, Run: 004, P, 0, 0, 5, 15, 0, 5, 0, 0, 0, 0, 3, 2, 0
INVAR-19, Run: 005, P, 0, 0, 5, 13, 0, 5, 0, 0, 0, 0, 5, 0, 0
INVAR-19, Run: 006, P, 0, 0, 5, 13, 0, 5, 0, 0, 0, 0, 5, 0, 0
INVAR-19, Run: 007, P, 0, 0, 5, 15, 0, 5, 0, 0, 0, 0, 3, 2, 0
INVAR-19, Run: 008, P, 0, 0, 5, 14, 0, 5, 0, 0, 0, 0, 4, 1, 0
INVAR-19, Run: 009, P, 0, 0, 5, 15, 0, 5, 0, 0, 0, 0, 3, 2, 0
INVAR-19, Run: 010, P, 0, 0, 5, 13, 0, 5, 0, 0, 0, 0, 5, 0, 0
INVAR-19, Run: 011, P, 0, 0, 5, 13, 0, 5, 0, 0, 0, 0, 5, 0, 0
INVAR-19, Run: 012, P, 0, 0, 5, 14, 0, 5, 0, 0, 0, 0, 4, 1, 0
INVAR-19, Run: 013, P, 0, 0, 5, 13, 0, 5, 0, 0, 0, 0, 5, 0, 0
INVAR-19, Run: 014, P, 0, 0, 5, 14, 0, 5, 0, 0, 0, 0, 4, 1, 0
INVAR-19, Run: 015, P, 0, 0, 5, 13, 0, 5, 0, 0, 0, 0, 5, 0, 0
INVAR-19, Run: 016, P, 0, 0, 5, 16, 0, 5, 0, 0, 0, 0, 2, 3, 0
INVAR-19, Run: 017, P, 0, 0, 5, 15, 0, 5, 0, 0, 0, 0, 3, 2, 0
INVAR-19, Run: 018, P, 0, 0, 5, 13, 0, 5, 0, 0, 0, 0, 5, 0, 0
INVAR-19, Run: 019, P, 0, 0, 5, 13, 0, 5, 0, 0, 0, 0, 5, 0, 0
INVAR-19, Run: 020, P, 0, 0, 5, 13, 0, 5, 0, 0, 0, 0, 5, 0, 0
INVAR-19, Run: 021, P, 0, 0, 5, 15, 0, 5, 0, 0, 0, 0, 3, 2, 0
INVAR-19, Run: 022, P, 0, 0, 5, 13, 0, 5, 0, 0, 0, 0, 5, 0, 0
INVAR-19, Run: 023, P, 0, 0, 5, 14, 0, 5, 0, 0, 0, 0, 4, 1, 0
INVAR-19, Run: 024, P, 0, 0, 5, 13, 0, 5, 0, 0, 0, 0, 5, 0, 0
INVAR-19, Run: 025, P, 0, 0, 5, 14, 0, 5, 0, 0, 0, 0, 4, 1, 0
INVAR-19, Run: 026, P, 0, 0, 5, 13, 0, 5, 0, 0, 0, 0, 5, 0, 0
INVAR-19, Run: 027, P, 0, 0, 5, 13, 0, 5, 0, 0, 0, 0, 5, 0, 0
