Test, Input, Number_R, Number_F, Number_E, Number_TSE, Number_TEE, Number_NP
A12,INVAR-1,100,0,0,0,0,0
A12,INVAR-10,100,0,0,0,0,0
A12,INVAR-11,100,0,0,0,0,0
A12,INVAR-12,100,0,0,0,0,0
A12,INVAR-13,100,0,0,0,0,0
A12,INVAR-14,100,0,0,0,0,0
A12,INVAR-2,100,0,0,0,0,0
A12,INVAR-3,100,0,0,0,0,0
A12,INVAR-4,100,0,0,0,0,0
A12,INVAR-5,100,0,0,0,0,0
A12,INVAR-6,100,0,0,0,0,0
A12,INVAR-7,100,0,0,0,0,0
A12,INVAR-8,100,0,0,0,0,0
A12,INVAR-9,100,0,0,0,0,0
A13,INVAR-1,100,6,0,0,0,6
A13,INVAR-10,100,5,0,0,0,5
A13,INVAR-11,100,43,0,0,0,43
A13,INVAR-12,100,34,0,0,0,34
A13,INVAR-13,100,3,0,0,0,3
A13,INVAR-14,100,2,0,0,0,2
A13,INVAR-2,100,6,0,0,0,6
A13,INVAR-3,100,6,0,0,0,6
A13,INVAR-4,100,64,0,0,0,64
A13,INVAR-5,100,64,0,0,0,64
A13,INVAR-6,100,51,0,0,0,51
A13,INVAR-7,100,0,0,0,0,0
A13,INVAR-8,100,6,0,0,0,6
A13,INVAR-9,100,7,0,0,0,7
A14,INVAR-1,100,6,0,0,0,6
A14,INVAR-10,100,5,0,0,0,5
A14,INVAR-11,100,43,0,0,0,43
A14,INVAR-12,100,34,0,0,0,34
A14,INVAR-13,100,3,0,0,0,3
A14,INVAR-14,100,2,0,0,0,2
A14,INVAR-2,100,6,0,0,0,6
A14,INVAR-3,100,6,0,0,0,6
A14,INVAR-4,100,64,0,0,0,64
A14,INVAR-5,100,64,0,0,0,64
A14,INVAR-6,100,51,0,0,0,51
A14,INVAR-7,100,0,0,0,0,0
A14,INVAR-8,100,6,0,0,0,6
A14,INVAR-9,100,7,0,0,0,7
A15,INVAR-1,100,6,0,0,0,6
A15,INVAR-10,100,5,0,0,0,5
A15,INVAR-11,100,43,0,0,0,43
A15,INVAR-12,100,34,0,0,0,34
A15,INVAR-13,100,3,0,0,0,3
A15,INVAR-14,100,2,0,0,0,2
A15,INVAR-2,100,6,0,0,0,6
A15,INVAR-3,100,6,0,0,0,6
A15,INVAR-4,100,64,0,0,0,64
A15,INVAR-5,100,64,0,0,0,64
A15,INVAR-6,100,51,0,0,0,51
A15,INVAR-7,100,0,0,0,0,0
A15,INVAR-8,100,6,0,0,0,6
A15,INVAR-9,100,7,0,0,0,7
A16,INVAR-1,100,6,0,0,0,6
A16,INVAR-10,100,5,0,0,0,5
A16,INVAR-11,100,43,0,0,0,43
A16,INVAR-12,100,34,0,0,0,34
A16,INVAR-13,100,3,0,0,0,3
A16,INVAR-14,100,2,0,0,0,2
A16,INVAR-2,100,6,0,0,0,6
A16,INVAR-3,100,6,0,0,0,6
A16,INVAR-4,100,64,0,0,0,64
A16,INVAR-5,100,64,0,0,0,64
A16,INVAR-6,100,51,0,0,0,51
A16,INVAR-7,100,0,0,0,0,0
A16,INVAR-8,100,6,0,0,0,6
A16,INVAR-9,100,7,0,0,0,7
A17,INVAR-1,100,6,0,0,0,6
A17,INVAR-10,100,5,0,0,0,5
A17,INVAR-11,100,43,0,0,0,43
A17,INVAR-12,100,34,0,0,0,34
A17,INVAR-13,100,3,0,0,0,3
A17,INVAR-14,100,2,0,0,0,2
A17,INVAR-2,100,6,0,0,0,6
A17,INVAR-3,100,6,0,0,0,6
A17,INVAR-4,100,64,0,0,0,64
A17,INVAR-5,100,64,0,0,0,64
A17,INVAR-6,100,51,0,0,0,51
A17,INVAR-7,100,0,0,0,0,0
A17,INVAR-8,100,6,0,0,0,6
A17,INVAR-9,100,7,0,0,0,7
A18,INVAR-1,100,6,0,0,0,6
A18,INVAR-10,100,5,0,0,0,5
A18,INVAR-11,100,43,0,0,0,43
A18,INVAR-12,100,34,0,0,0,34
