Input Number, Run_Number, Result@ 100, M, X1, H, PO, CE, Y, D, CO, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 063, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 906, 0, 103, 200, 786, 5211, 100, 72, 27, 100, 302, 453, 886, 5211
INVAR-10, Run: 064, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 910, 1, 104, 200, 703, 4597, 100, 66, 33, 100, 303, 454, 803, 4597
INVAR-10, Run: 065, F, 2, 0, 0, 0, 100, 100, 0, 0, 1, 924, 0, 110, 200, 855, 4426, 100, 67, 32, 100, 308, 462, 955, 4426
INVAR-10, Run: 066, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 880, 1, 93, 200, 746, 4678, 100, 72, 27, 100, 293, 439, 846, 4678
INVAR-10, Run: 067, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 918, 0, 106, 200, 974, 5244, 100, 55, 44, 100, 306, 459, 1074, 5244
INVAR-10, Run: 068, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 864, 0, 88, 200, 839, 4642, 100, 62, 37, 100, 288, 432, 939, 4642
INVAR-10, Run: 069, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 900, 0, 100, 200, 780, 5104, 100, 60, 39, 100, 300, 450, 880, 5104
INVAR-10, Run: 070, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 900, 0, 101, 200, 911, 5038, 100, 63, 36, 100, 300, 450, 1011, 5038
INVAR-10, Run: 071, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 852, 0, 84, 200, 745, 4980, 100, 70, 29, 100, 284, 426, 845, 4980
INVAR-10, Run: 072, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 850, 1, 84, 200, 764, 4472, 100, 71, 28, 100, 283, 424, 864, 4472
INVAR-10, Run: 073, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 916, 1, 106, 200, 839, 4096, 100, 66, 33, 100, 305, 457, 939, 4096
INVAR-10, Run: 074, F, 2, 0, 0, 0, 100, 100, 0, 0, 1, 870, 0, 92, 200, 960, 5517, 100, 69, 30, 100, 290, 435, 1060, 5517
INVAR-10, Run: 075, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 906, 0, 102, 200, 698, 4626, 100, 60, 39, 100, 302, 453, 798, 4626
INVAR-10, Run: 076, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 924, 0, 108, 200, 841, 5339, 100, 57, 42, 100, 308, 462, 941, 5339
INVAR-10, Run: 077, F, 2, 0, 0, 0, 100, 100, 0, 0, 1, 828, 0, 78, 200, 975, 5920, 100, 52, 47, 100, 276, 414, 1075, 5920
INVAR-10, Run: 078, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 904, 1, 101, 200, 952, 5079, 100, 67, 32, 100, 301, 451, 1052, 5079
INVAR-10, Run: 079, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 900, 0, 101, 200, 923, 5845, 100, 58, 41, 100, 300, 450, 1023, 5845
INVAR-10, Run: 080, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 904, 1, 101, 200, 770, 4759, 100, 68, 31, 100, 301, 451, 870, 4759
INVAR-10, Run: 081, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 852, 0, 85, 200, 783, 4950, 100, 62, 37, 100, 284, 426, 883, 4950
INVAR-10, Run: 082, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 882, 0, 95, 200, 871, 4685, 100, 59, 40, 100, 294, 441, 971, 4685
INVAR-10, Run: 083, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 864, 0, 88, 200, 817, 5710, 100, 66, 33, 100, 288, 432, 917, 5710
INVAR-10, Run: 084, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 898, 1, 99, 200, 966, 4598, 100, 58, 41, 100, 299, 448, 1066, 4598
INVAR-10, Run: 085, F, 4, 0, 0, 0, 100, 100, 0, 0, 1, 954, 0, 122, 200, 964, 4927, 100, 53, 46, 100, 318, 477, 1064, 4927
INVAR-10, Run: 086, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 892, 1, 97, 200, 865, 5106, 100, 66, 33, 100, 297, 445, 965, 5106
INVAR-10, Run: 087, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 868, 1, 90, 200, 1135, 5726, 100, 65, 34, 100, 289, 433, 1235, 5726
INVAR-10, Run: 088, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 952, 1, 117, 200, 745, 5462, 100, 70, 29, 100, 317, 475, 845, 5462
INVAR-10, Run: 089, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 864, 0, 88, 200, 775, 5086, 100, 72, 27, 100, 288, 432, 875, 5086
INVAR-10, Run: 090, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 912, 0, 105, 200, 831, 5699, 100, 63, 36, 100, 304, 456, 931, 5699
INVAR-10, Run: 091, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 844, 1, 82, 200, 945, 5217, 100, 71, 28, 100, 281, 421, 1045, 5217
INVAR-10, Run: 092, F, 4, 0, 0, 0, 100, 100, 0, 0, 1, 898, 1, 103, 200, 947, 5298, 100, 52, 47, 100, 299, 448, 1047, 5298
INVAR-10, Run: 093, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 894, 0, 98, 200, 1032, 6066, 100, 65, 34, 100, 298, 447, 1132, 6066
INVAR-10, Run: 094, F, 3, 0, 0, 0, 100, 100, 0, 0, 1, 892, 1, 100, 200, 773, 5464, 100, 59, 40, 100, 297, 445, 873, 5464
INVAR-10, Run: 095, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 882, 0, 94, 200, 933, 6090, 100, 62, 37, 100, 294, 441, 1033, 6090
INVAR-10, Run: 096, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 876, 0, 92, 200, 1075, 6007, 100, 57, 42, 100, 292, 438, 1175, 6007
INVAR-10, Run: 097, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 894, 0, 99, 200, 817, 5038, 100, 53, 46, 100, 298, 447, 917, 5038
INVAR-10, Run: 098, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 942, 0, 114, 200, 695, 3764, 100, 61, 38, 100, 314, 471, 795, 3764
INVAR-10, Run: 099, F, 0, 0, 0, 0, 100, 100, 0, 0, 1, 922, 1, 107, 200, 843, 5713, 100, 59, 40, 100, 307, 460, 943, 5713
INVAR-10, Run: 100, F, 1, 0, 0, 0, 100, 100, 0, 0, 1, 868, 1, 90, 200, 984, 6518, 100, 67, 32, 100, 289, 433, 1084, 6518
INVAR-2, Run: 001, F, 2, 0, 0, 0, 28, 28, 0, 0, 1, 460, 1, 99, 56, 66, 412, 28, 11, 16, 28, 153, 229, 94, 412
INVAR-2, Run: 002, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 430, 1, 88, 56, 106, 892, 28, 20, 7, 28, 143, 214, 134, 892
INVAR-2, Run: 003, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 474, 0, 102, 56, 101, 558, 28, 19, 8, 28, 158, 237, 129, 558
INVAR-2, Run: 004, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 492, 0, 108, 56, 123, 807, 28, 19, 8, 28, 164, 246, 151, 807
INVAR-2, Run: 005, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 462, 0, 98, 56, 105, 530, 28, 11, 16, 28, 154, 231, 133, 530
INVAR-2, Run: 006, F, 2, 0, 0, 0, 28, 28, 0, 0, 1, 484, 1, 107, 56, 148, 732, 28, 14, 13, 28, 161, 241, 176, 732
INVAR-2, Run: 007, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 472, 1, 101, 56, 132, 798, 28, 14, 13, 28, 157, 235, 160, 798
INVAR-2, Run: 008, F, 3, 0, 0, 0, 28, 28, 0, 0, 1, 430, 1, 90, 56, 114, 533, 28, 15, 12, 28, 143, 214, 142, 533
INVAR-2, Run: 009, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 460, 1, 97, 56, 151, 828, 28, 16, 11, 28, 153, 229, 179, 828
INVAR-2, Run: 010, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 444, 0, 92, 56, 119, 662, 28, 18, 9, 28, 148, 222, 147, 662
INVAR-2, Run: 011, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 418, 1, 83, 56, 61, 607, 28, 14, 13, 28, 139, 208, 89, 607
INVAR-2, Run: 012, F, 3, 0, 0, 0, 28, 28, 0, 0, 1, 462, 0, 101, 56, 82, 678, 28, 19, 8, 28, 154, 231, 110, 678
INVAR-2, Run: 013, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 462, 0, 99, 56, 114, 367, 28, 12, 15, 28, 154, 231, 142, 367
INVAR-2, Run: 014, F, 3, 0, 0, 0, 28, 28, 0, 0, 1, 400, 1, 80, 56, 115, 825, 28, 14, 13, 28, 133, 199, 143, 825
INVAR-2, Run: 015, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 444, 0, 93, 56, 77, 517, 28, 18, 9, 28, 148, 222, 105, 517
INVAR-2, Run: 016, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 406, 1, 80, 56, 99, 400, 28, 20, 7, 28, 135, 202, 127, 400
INVAR-2, Run: 017, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 442, 1, 92, 56, 128, 595, 28, 14, 13, 28, 147, 220, 156, 595
INVAR-2, Run: 018, F, 2, 0, 0, 0, 28, 28, 0, 0, 1, 510, 0, 116, 56, 108, 678, 28, 20, 7, 28, 170, 255, 136, 678
INVAR-2, Run: 019, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 424, 1, 85, 56, 81, 267, 28, 15, 12, 28, 141, 211, 109, 267
INVAR-2, Run: 020, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 496, 1, 109, 56, 125, 727, 28, 12, 15, 28, 165, 247, 153, 727
INVAR-2, Run: 021, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 466, 1, 100, 56, 155, 704, 28, 15, 12, 28, 155, 232, 183, 704
INVAR-2, Run: 022, F, 2, 0, 0, 0, 28, 28, 0, 0, 1, 400, 1, 79, 56, 137, 885, 28, 17, 10, 28, 133, 199, 165, 885
INVAR-2, Run: 023, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 424, 1, 86, 56, 130, 988, 28, 22, 5, 28, 141, 211, 158, 988
INVAR-2, Run: 024, F, 2, 0, 0, 0, 28, 28, 0, 0, 1, 460, 1, 99, 56, 66, 439, 28, 13, 14, 28, 153, 229, 94, 439
INVAR-2, Run: 025, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 418, 1, 84, 56, 116, 707, 28, 16, 11, 28, 139, 208, 144, 707
INVAR-2, Run: 026, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 432, 0, 89, 56, 126, 954, 28, 20, 7, 28, 144, 216, 154, 954
INVAR-2, Run: 027, F, 3, 0, 0, 0, 28, 28, 0, 0, 1, 450, 0, 97, 56, 91, 607, 28, 17, 10, 28, 150, 225, 119, 607
INVAR-2, Run: 028, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 442, 1, 92, 56, 128, 622, 28, 19, 8, 28, 147, 220, 156, 622
INVAR-2, Run: 029, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 468, 0, 101, 56, 91, 679, 28, 13, 14, 28, 156, 234, 119, 679
INVAR-2, Run: 030, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 456, 0, 97, 56, 134, 750, 28, 15, 12, 28, 152, 228, 162, 750
INVAR-2, Run: 031, F, 3, 0, 0, 0, 28, 28, 0, 0, 1, 466, 1, 102, 56, 96, 472, 28, 20, 7, 28, 155, 232, 124, 472
INVAR-2, Run: 032, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 456, 0, 96, 56, 134, 857, 28, 18, 9, 28, 152, 228, 162, 857
INVAR-2, Run: 033, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 514, 1, 115, 56, 149, 970, 28, 19, 8, 28, 171, 256, 177, 970
INVAR-2, Run: 034, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 490, 1, 108, 56, 160, 1098, 28, 16, 11, 28, 163, 244, 188, 1098
INVAR-2, Run: 035, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 474, 0, 102, 56, 128, 912, 28, 20, 7, 28, 158, 237, 156, 912
INVAR-2, Run: 036, F, 2, 0, 0, 0, 28, 28, 0, 0, 1, 460, 1, 99, 56, 105, 1024, 28, 21, 6, 28, 153, 229, 133, 1024
INVAR-2, Run: 037, F, 2, 0, 0, 0, 28, 28, 0, 0, 1, 432, 0, 90, 56, 91, 750, 28, 19, 8, 28, 144, 216, 119, 750
INVAR-2, Run: 038, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 466, 1, 100, 56, 85, 829, 28, 16, 11, 28, 155, 232, 113, 829
INVAR-2, Run: 039, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 432, 0, 89, 56, 129, 703, 28, 9, 18, 28, 144, 216, 157, 703
INVAR-2, Run: 040, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 478, 1, 104, 56, 94, 762, 28, 21, 6, 28, 159, 238, 122, 762
INVAR-2, Run: 041, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 520, 1, 118, 56, 111, 700, 28, 20, 7, 28, 173, 259, 139, 700
INVAR-2, Run: 042, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 448, 1, 94, 56, 82, 662, 28, 16, 11, 28, 149, 223, 110, 662
INVAR-2, Run: 043, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 454, 1, 96, 56, 107, 716, 28, 19, 8, 28, 151, 226, 135, 716
INVAR-2, Run: 044, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 432, 0, 89, 56, 78, 692, 28, 19, 8, 28, 144, 216, 106, 692
INVAR-2, Run: 045, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 492, 0, 109, 56, 112, 663, 28, 15, 12, 28, 164, 246, 140, 663
INVAR-2, Run: 046, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 510, 0, 114, 56, 95, 655, 28, 13, 14, 28, 170, 255, 123, 655
INVAR-2, Run: 047, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 540, 0, 124, 56, 117, 406, 28, 17, 10, 28, 180, 270, 145, 406
INVAR-2, Run: 048, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 478, 1, 104, 56, 91, 830, 28, 19, 8, 28, 159, 238, 119, 830
INVAR-2, Run: 049, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 490, 1, 108, 56, 83, 469, 28, 18, 9, 28, 163, 244, 111, 469
INVAR-2, Run: 050, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 450, 0, 95, 56, 82, 524, 28, 21, 6, 28, 150, 225, 110, 524
INVAR-2, Run: 051, F, 4, 0, 0, 0, 28, 28, 0, 0, 1, 442, 1, 95, 56, 111, 559, 28, 17, 10, 28, 147, 220, 139, 559
INVAR-2, Run: 052, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 424, 1, 85, 56, 89, 638, 28, 19, 8, 28, 141, 211, 117, 638
INVAR-2, Run: 053, F, 5, 0, 0, 0, 28, 28, 0, 0, 1, 504, 0, 117, 56, 108, 887, 28, 14, 13, 28, 168, 252, 136, 887
INVAR-2, Run: 054, F, 2, 0, 0, 0, 28, 28, 0, 0, 1, 448, 1, 95, 56, 95, 790, 28, 19, 8, 28, 149, 223, 123, 790
INVAR-2, Run: 055, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 462, 0, 98, 56, 105, 775, 28, 15, 12, 28, 154, 231, 133, 775
INVAR-2, Run: 056, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 442, 1, 92, 56, 100, 447, 28, 16, 11, 28, 147, 220, 128, 447
INVAR-2, Run: 057, F, 2, 0, 0, 0, 28, 28, 0, 0, 1, 454, 1, 97, 56, 135, 824, 28, 17, 10, 28, 151, 226, 163, 824
INVAR-2, Run: 058, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 468, 0, 101, 56, 66, 528, 28, 21, 6, 28, 156, 234, 94, 528
INVAR-2, Run: 059, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 498, 0, 110, 56, 85, 528, 28, 17, 10, 28, 166, 249, 113, 528
INVAR-2, Run: 060, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 466, 1, 100, 56, 124, 490, 28, 16, 11, 28, 155, 232, 152, 490
INVAR-2, Run: 061, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 474, 0, 102, 56, 129, 704, 28, 16, 11, 28, 158, 237, 157, 704
INVAR-2, Run: 062, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 480, 0, 104, 56, 125, 960, 28, 18, 9, 28, 160, 240, 153, 960
INVAR-2, Run: 063, F, 3, 0, 0, 0, 28, 28, 0, 0, 1, 426, 0, 89, 56, 91, 789, 28, 22, 5, 28, 142, 213, 119, 789
INVAR-2, Run: 064, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 448, 1, 94, 56, 102, 855, 28, 21, 6, 28, 149, 223, 130, 855
INVAR-2, Run: 065, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 430, 1, 87, 56, 130, 852, 28, 22, 5, 28, 143, 214, 158, 852
INVAR-2, Run: 066, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 442, 1, 92, 56, 84, 636, 28, 19, 8, 28, 147, 220, 112, 636
INVAR-2, Run: 067, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 460, 1, 97, 56, 148, 968, 28, 20, 7, 28, 153, 229, 176, 968
INVAR-2, Run: 068, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 486, 0, 106, 56, 140, 788, 28, 12, 15, 28, 162, 243, 168, 788
INVAR-2, Run: 069, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 478, 1, 103, 56, 127, 716, 28, 14, 13, 28, 159, 238, 155, 716
INVAR-2, Run: 070, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 474, 0, 103, 56, 110, 811, 28, 18, 9, 28, 158, 237, 138, 811
INVAR-2, Run: 071, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 472, 1, 101, 56, 81, 707, 28, 22, 5, 28, 157, 235, 109, 707
INVAR-2, Run: 072, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 436, 1, 89, 56, 99, 609, 28, 16, 11, 28, 145, 217, 127, 609
INVAR-2, Run: 073, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 436, 1, 90, 56, 97, 564, 28, 18, 9, 28, 145, 217, 125, 564
INVAR-2, Run: 074, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 460, 1, 97, 56, 94, 548, 28, 14, 13, 28, 153, 229, 122, 548
INVAR-2, Run: 075, F, 3, 0, 0, 0, 28, 28, 0, 0, 1, 496, 1, 112, 56, 66, 718, 28, 20, 7, 28, 165, 247, 94, 718
INVAR-2, Run: 076, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 414, 0, 82, 56, 119, 577, 28, 16, 11, 28, 138, 207, 147, 577
INVAR-2, Run: 077, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 468, 0, 101, 56, 90, 850, 28, 21, 6, 28, 156, 234, 118, 850
INVAR-2, Run: 078, F, 2, 0, 0, 0, 28, 28, 0, 0, 1, 490, 1, 109, 56, 72, 559, 28, 19, 8, 28, 163, 244, 100, 559
INVAR-2, Run: 079, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 468, 0, 100, 56, 125, 628, 28, 18, 9, 28, 156, 234, 153, 628
INVAR-2, Run: 080, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 522, 0, 119, 56, 104, 421, 28, 18, 9, 28, 174, 261, 132, 421
INVAR-2, Run: 081, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 466, 1, 100, 56, 58, 720, 28, 19, 8, 28, 155, 232, 86, 720
INVAR-2, Run: 082, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 462, 0, 98, 56, 134, 691, 28, 18, 9, 28, 154, 231, 162, 691
INVAR-2, Run: 083, F, 2, 0, 0, 0, 28, 28, 0, 0, 1, 540, 0, 126, 56, 95, 597, 28, 19, 8, 28, 180, 270, 123, 597
INVAR-2, Run: 084, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 508, 1, 114, 56, 127, 723, 28, 17, 10, 28, 169, 253, 155, 723
INVAR-2, Run: 085, F, 3, 0, 0, 0, 28, 28, 0, 0, 1, 442, 1, 94, 56, 128, 770, 28, 16, 11, 28, 147, 220, 156, 770
INVAR-2, Run: 086, F, 2, 0, 0, 0, 28, 28, 0, 0, 1, 426, 0, 88, 56, 71, 515, 28, 15, 12, 28, 142, 213, 99, 515
INVAR-2, Run: 087, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 480, 0, 105, 56, 131, 864, 28, 17, 10, 28, 160, 240, 159, 864
INVAR-2, Run: 088, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 514, 1, 115, 56, 93, 605, 28, 15, 12, 28, 171, 256, 121, 605
INVAR-2, Run: 089, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 474, 0, 102, 56, 110, 922, 28, 21, 6, 28, 158, 237, 138, 922
INVAR-2, Run: 090, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 450, 0, 94, 56, 95, 767, 28, 18, 9, 28, 150, 225, 123, 767
INVAR-2, Run: 091, F, 1, 0, 0, 0, 28, 28, 0, 0, 1, 460, 1, 98, 56, 92, 650, 28, 20, 7, 28, 153, 229, 120, 650
INVAR-2, Run: 092, F, 3, 0, 0, 0, 28, 28, 0, 0, 1, 472, 1, 104, 56, 79, 602, 28, 13, 14, 28, 157, 235, 107, 602
INVAR-2, Run: 093, F, 2, 0, 0, 0, 28, 28, 0, 0, 1, 484, 1, 107, 56, 113, 752, 28, 18, 9, 28, 161, 241, 141, 752
INVAR-2, Run: 094, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 480, 0, 104, 56, 131, 645, 28, 9, 18, 28, 160, 240, 159, 645
INVAR-2, Run: 095, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 516, 0, 116, 56, 160, 715, 28, 19, 8, 28, 172, 258, 188, 715
INVAR-2, Run: 096, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 514, 1, 115, 56, 132, 670, 28, 19, 8, 28, 171, 256, 160, 670
INVAR-2, Run: 097, F, 3, 0, 0, 0, 28, 28, 0, 0, 1, 444, 0, 95, 56, 122, 804, 28, 17, 10, 28, 148, 222, 150, 804
INVAR-2, Run: 098, F, 0, 0, 0, 0, 28, 28, 0, 0, 1, 480, 0, 104, 56, 106, 755, 28, 16, 11, 28, 160, 240, 134, 755
INVAR-2, Run: 099, F, 2, 0, 0, 0, 28, 28, 0, 0, 1, 498, 0, 112, 56, 105, 564, 28, 16, 11, 28, 166, 249, 133, 564
INVAR-2, Run: 100, F, 2, 0, 0, 0, 28, 28, 0, 0, 1, 424, 1, 87, 56, 69, 408, 28, 15, 12, 28, 141, 211, 97, 408
INVAR-3, Run: 001, F, 0, 0, 0, 0, 82, 82, 0, 0, 1, 798, 0, 102, 164, 769, 4382, 82, 49, 32, 82, 266, 399, 851, 4382
INVAR-3, Run: 002, F, 1, 0, 0, 0, 82, 82, 0, 0, 1, 798, 0, 103, 164, 774, 3724, 82, 33, 48, 82, 266, 399, 856, 3724
INVAR-3, Run: 003, F, 1, 0, 0, 0, 82, 82, 0, 0, 1, 778, 1, 96, 164, 551, 3338, 82, 51, 30, 82, 259, 388, 633, 3338
INVAR-3, Run: 004, F, 2, 0, 0, 0, 82, 82, 0, 0, 1, 774, 0, 96, 164, 601, 3572, 82, 55, 26, 82, 258, 387, 683, 3572
INVAR-3, Run: 005, F, 1, 0, 0, 0, 82, 82, 0, 0, 1, 786, 0, 99, 164, 661, 3703, 82, 44, 37, 82, 262, 393, 743, 3703
INVAR-3, Run: 006, F, 0, 0, 0, 0, 82, 82, 0, 0, 1, 798, 0, 102, 164, 723, 4511, 82, 53, 28, 82, 266, 399, 805, 4511
INVAR-3, Run: 007, F, 2, 0, 0, 0, 82, 82, 0, 0, 1, 790, 1, 101, 164, 631, 3346, 82, 52, 29, 82, 263, 394, 713, 3346
INVAR-3, Run: 008, F, 2, 0, 0, 0, 82, 82, 0, 0, 1, 778, 1, 97, 164, 592, 4274, 82, 59, 22, 82, 259, 388, 674, 4274
INVAR-3, Run: 009, F, 2, 0, 0, 0, 82, 82, 0, 0, 1, 778, 1, 97, 164, 409, 2944, 82, 50, 31, 82, 259, 388, 491, 2944
INVAR-3, Run: 010, F, 1, 0, 0, 0, 82, 82, 0, 0, 1, 784, 1, 98, 164, 669, 3486, 82, 59, 22, 82, 261, 391, 751, 3486
INVAR-3, Run: 011, F, 1, 0, 0, 0, 82, 82, 0, 0, 1, 760, 1, 90, 164, 577, 3342, 82, 52, 29, 82, 253, 379, 659, 3342
INVAR-3, Run: 012, F, 2, 0, 0, 0, 82, 82, 0, 0, 1, 780, 0, 98, 164, 659, 3932, 82, 48, 33, 82, 260, 390, 741, 3932
INVAR-3, Run: 013, F, 2, 0, 0, 0, 82, 82, 0, 0, 1, 780, 0, 98, 164, 551, 2202, 82, 42, 39, 82, 260, 390, 633, 2202
INVAR-3, Run: 014, F, 0, 0, 0, 0, 82, 82, 0, 0, 1, 784, 1, 97, 164, 311, 3165, 82, 56, 25, 82, 261, 391, 393, 3165
INVAR-3, Run: 015, F, 0, 0, 0, 0, 82, 82, 0, 0, 1, 828, 0, 112, 164, 818, 4808, 82, 51, 30, 82, 276, 414, 900, 4808
INVAR-3, Run: 016, F, 0, 0, 0, 0, 82, 82, 0, 0, 1, 766, 1, 91, 164, 668, 3900, 82, 50, 31, 82, 255, 382, 750, 3900
INVAR-3, Run: 017, F, 2, 0, 0, 0, 82, 82, 0, 0, 1, 808, 1, 107, 164, 615, 3314, 82, 46, 35, 82, 269, 403, 697, 3314
INVAR-3, Run: 018, F, 1, 0, 0, 0, 82, 82, 0, 0, 1, 774, 0, 95, 164, 533, 4005, 82, 50, 31, 82, 258, 387, 615, 4005
INVAR-3, Run: 019, F, 1, 0, 0, 0, 82, 82, 0, 0, 1, 748, 1, 86, 164, 653, 3955, 82, 45, 36, 82, 249, 373, 735, 3955
INVAR-3, Run: 020, F, 1, 0, 0, 0, 82, 82, 0, 0, 1, 816, 0, 109, 164, 758, 4457, 82, 45, 36, 82, 272, 408, 840, 4457
INVAR-3, Run: 021, F, 0, 0, 0, 0, 82, 82, 0, 0, 1, 772, 1, 93, 164, 531, 2522, 82, 40, 41, 82, 257, 385, 613, 2522
INVAR-3, Run: 022, F, 2, 0, 0, 0, 82, 82, 0, 0, 1, 798, 0, 104, 164, 687, 3778, 82, 58, 23, 82, 266, 399, 769, 3778
INVAR-3, Run: 023, F, 0, 0, 0, 0, 82, 82, 0, 0, 1, 720, 0, 76, 164, 531, 2700, 82, 48, 33, 82, 240, 360, 613, 2700
INVAR-3, Run: 024, F, 3, 0, 0, 0, 82, 82, 0, 0, 1, 790, 1, 102, 164, 596, 3312, 82, 48, 33, 82, 263, 394, 678, 3312
INVAR-3, Run: 025, F, 2, 0, 0, 0, 82, 82, 0, 0, 1, 796, 1, 103, 164, 633, 3428, 82, 54, 27, 82, 265, 397, 715, 3428
