Input Number, Run_Number, Result@ 100, H, X1, M, PO, CE, Y, D, CO, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-3, Run: 020, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 634, 3800, 82, 52, 29, 73, 164, 246, 707, 3800
INVAR-3, Run: 021, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 450, 3384, 82, 55, 26, 72, 164, 246, 522, 3384
INVAR-3, Run: 022, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 587, 3526, 82, 53, 28, 73, 164, 246, 660, 3526
INVAR-3, Run: 023, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 615, 3340, 82, 50, 31, 75, 164, 246, 690, 3340
INVAR-3, Run: 024, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 634, 2470, 82, 44, 37, 74, 164, 246, 708, 2470
INVAR-3, Run: 025, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 543, 3488, 82, 54, 27, 73, 164, 246, 616, 3488
INVAR-3, Run: 026, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 470, 3476, 82, 50, 31, 75, 164, 246, 545, 3476
INVAR-3, Run: 027, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 497, 2852, 82, 48, 33, 72, 164, 246, 569, 2852
INVAR-3, Run: 028, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 507, 4194, 82, 62, 19, 73, 164, 246, 580, 4194
INVAR-3, Run: 029, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 507, 4126, 82, 56, 25, 73, 164, 246, 580, 4126
INVAR-3, Run: 030, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 567, 3926, 82, 55, 26, 73, 164, 246, 640, 3926
INVAR-3, Run: 031, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 533, 3072, 82, 43, 38, 75, 164, 246, 608, 3072
INVAR-3, Run: 032, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 607, 4075, 82, 56, 25, 75, 164, 246, 682, 4075
INVAR-3, Run: 033, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 523, 3959, 82, 61, 20, 74, 164, 246, 597, 3959
INVAR-3, Run: 034, P, 0, 0, 0, 0, 71, 71, 0, 0, 1, 492, 0, 22, 164, 663, 4333, 82, 47, 34, 71, 164, 246, 734, 4333
INVAR-3, Run: 035, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 598, 4446, 82, 57, 24, 74, 164, 246, 672, 4446
INVAR-3, Run: 036, P, 0, 0, 0, 0, 71, 71, 0, 0, 1, 492, 0, 22, 164, 541, 3166, 82, 59, 22, 71, 164, 246, 612, 3166
INVAR-3, Run: 037, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 572, 3918, 82, 55, 26, 75, 164, 246, 647, 3918
INVAR-3, Run: 038, P, 0, 0, 0, 0, 71, 71, 0, 0, 1, 492, 0, 22, 164, 504, 4377, 82, 54, 27, 71, 164, 246, 575, 4377
INVAR-3, Run: 039, P, 0, 0, 0, 0, 69, 69, 0, 0, 1, 492, 0, 26, 164, 596, 2684, 82, 47, 34, 69, 164, 246, 665, 2684
INVAR-3, Run: 040, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 606, 3461, 82, 50, 31, 73, 164, 246, 679, 3461
INVAR-3, Run: 041, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 713, 4843, 82, 46, 35, 75, 164, 246, 788, 4843
INVAR-3, Run: 042, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 516, 4080, 82, 56, 25, 73, 164, 246, 589, 4080
INVAR-3, Run: 043, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 631, 3816, 82, 48, 33, 73, 164, 246, 704, 3816
INVAR-3, Run: 044, P, 0, 0, 0, 0, 70, 70, 0, 0, 1, 492, 0, 24, 164, 514, 3768, 82, 56, 25, 70, 164, 246, 584, 3768
INVAR-3, Run: 045, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 510, 4952, 82, 56, 25, 73, 164, 246, 583, 4952
INVAR-3, Run: 046, P, 0, 0, 0, 0, 71, 71, 0, 0, 1, 492, 0, 22, 164, 631, 3876, 82, 54, 27, 71, 164, 246, 702, 3876
INVAR-3, Run: 047, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 482, 4097, 82, 44, 37, 72, 164, 246, 554, 4097
INVAR-3, Run: 048, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 503, 3383, 82, 58, 23, 74, 164, 246, 577, 3383
INVAR-3, Run: 049, P, 0, 0, 0, 0, 69, 69, 0, 0, 1, 492, 0, 26, 164, 594, 2959, 82, 45, 36, 69, 164, 246, 663, 2959
INVAR-3, Run: 050, P, 0, 0, 0, 0, 77, 77, 0, 0, 1, 492, 0, 10, 164, 444, 3173, 82, 54, 27, 77, 164, 246, 521, 3173
INVAR-3, Run: 051, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 566, 3948, 82, 50, 31, 73, 164, 246, 639, 3948
INVAR-3, Run: 052, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 499, 4218, 82, 52, 29, 72, 164, 246, 571, 4218
INVAR-3, Run: 053, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 567, 3170, 82, 52, 29, 75, 164, 246, 642, 3170
INVAR-3, Run: 054, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 555, 4825, 82, 49, 32, 72, 164, 246, 627, 4825
INVAR-3, Run: 055, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 622, 4458, 82, 50, 31, 75, 164, 246, 697, 4458
INVAR-3, Run: 056, P, 0, 0, 0, 0, 71, 71, 0, 0, 1, 492, 0, 22, 164, 595, 3051, 82, 50, 31, 71, 164, 246, 666, 3051
INVAR-3, Run: 057, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 580, 4153, 82, 47, 34, 73, 164, 246, 653, 4153
INVAR-3, Run: 058, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 534, 3776, 82, 48, 33, 73, 164, 246, 607, 3776
INVAR-3, Run: 059, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 542, 4280, 82, 53, 28, 75, 164, 246, 617, 4280
INVAR-3, Run: 060, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 529, 3054, 82, 48, 33, 74, 164, 246, 603, 3054
INVAR-3, Run: 061, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 514, 4246, 82, 48, 33, 75, 164, 246, 589, 4246
INVAR-3, Run: 062, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 637, 3515, 82, 54, 27, 72, 164, 246, 709, 3515
INVAR-3, Run: 063, P, 0, 0, 0, 0, 70, 70, 0, 0, 1, 492, 0, 24, 164, 521, 3438, 82, 50, 31, 70, 164, 246, 591, 3438
INVAR-3, Run: 064, P, 0, 0, 0, 0, 70, 70, 0, 0, 1, 492, 0, 24, 164, 611, 4303, 82, 47, 34, 70, 164, 246, 681, 4303
INVAR-3, Run: 065, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 690, 3784, 82, 57, 24, 75, 164, 246, 765, 3784
INVAR-3, Run: 066, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 453, 3040, 82, 50, 31, 74, 164, 246, 527, 3040
INVAR-3, Run: 067, P, 0, 0, 0, 0, 76, 76, 0, 0, 1, 492, 0, 12, 164, 643, 3023, 82, 42, 39, 76, 164, 246, 719, 3023
INVAR-3, Run: 068, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 675, 4431, 82, 45, 36, 75, 164, 246, 750, 4431
INVAR-3, Run: 069, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 765, 5213, 82, 53, 28, 72, 164, 246, 837, 5213
INVAR-3, Run: 070, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 544, 3261, 82, 53, 28, 75, 164, 246, 619, 3261
INVAR-3, Run: 071, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 469, 3225, 82, 42, 39, 73, 164, 246, 542, 3225
INVAR-3, Run: 072, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 525, 4240, 82, 50, 31, 73, 164, 246, 598, 4240
INVAR-3, Run: 073, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 566, 3650, 82, 45, 36, 75, 164, 246, 641, 3650
INVAR-3, Run: 074, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 616, 3401, 82, 55, 26, 73, 164, 246, 689, 3401
INVAR-3, Run: 075, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 601, 3665, 82, 57, 24, 74, 164, 246, 675, 3665
INVAR-3, Run: 076, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 516, 3540, 82, 57, 24, 74, 164, 246, 590, 3540
INVAR-3, Run: 077, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 542, 3091, 82, 46, 35, 73, 164, 246, 615, 3091
INVAR-3, Run: 078, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 612, 4449, 82, 50, 31, 74, 164, 246, 686, 4449
INVAR-3, Run: 079, P, 0, 0, 0, 0, 71, 71, 0, 0, 1, 492, 0, 22, 164, 499, 3619, 82, 52, 29, 71, 164, 246, 570, 3619
INVAR-3, Run: 080, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 602, 3472, 82, 55, 26, 72, 164, 246, 674, 3472
INVAR-3, Run: 081, P, 0, 0, 0, 0, 69, 69, 0, 0, 1, 492, 0, 26, 164, 431, 3691, 82, 51, 30, 69, 164, 246, 500, 3691
INVAR-3, Run: 082, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 618, 3471, 82, 52, 29, 74, 164, 246, 692, 3471
INVAR-3, Run: 083, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 473, 3415, 82, 49, 32, 74, 164, 246, 547, 3415
INVAR-3, Run: 084, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 631, 3941, 82, 45, 36, 72, 164, 246, 703, 3941
INVAR-3, Run: 085, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 572, 3416, 82, 45, 36, 73, 164, 246, 645, 3416
INVAR-3, Run: 086, P, 0, 0, 0, 0, 71, 71, 0, 0, 1, 492, 0, 22, 164, 643, 4131, 82, 54, 27, 71, 164, 246, 714, 4131
INVAR-3, Run: 087, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 582, 2926, 82, 46, 35, 75, 164, 246, 657, 2926
INVAR-3, Run: 088, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 401, 3203, 82, 50, 31, 74, 164, 246, 475, 3203
INVAR-3, Run: 089, P, 0, 0, 0, 0, 70, 70, 0, 0, 1, 492, 0, 24, 164, 548, 4026, 82, 48, 33, 70, 164, 246, 618, 4026
INVAR-3, Run: 090, P, 0, 0, 0, 0, 76, 76, 0, 0, 1, 492, 0, 12, 164, 537, 2813, 82, 58, 23, 76, 164, 246, 613, 2813
INVAR-3, Run: 091, P, 0, 0, 0, 0, 76, 76, 0, 0, 1, 492, 0, 12, 164, 473, 2537, 82, 46, 35, 76, 164, 246, 549, 2537
INVAR-3, Run: 092, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 433, 2799, 82, 56, 25, 72, 164, 246, 505, 2799
INVAR-3, Run: 093, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 532, 4537, 82, 54, 27, 73, 164, 246, 605, 4537
INVAR-3, Run: 094, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 782, 4603, 82, 59, 22, 75, 164, 246, 857, 4603
INVAR-3, Run: 095, P, 0, 0, 0, 0, 76, 76, 0, 0, 1, 492, 0, 12, 164, 582, 4308, 82, 60, 21, 76, 164, 246, 658, 4308
INVAR-3, Run: 096, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 491, 3269, 82, 52, 29, 74, 164, 246, 565, 3269
INVAR-3, Run: 097, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 478, 2674, 82, 48, 33, 74, 164, 246, 552, 2674
INVAR-3, Run: 098, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 595, 3898, 82, 50, 31, 73, 164, 246, 668, 3898
INVAR-3, Run: 099, P, 0, 0, 0, 0, 69, 69, 0, 0, 1, 492, 0, 26, 164, 542, 4696, 82, 51, 30, 69, 164, 246, 611, 4696
INVAR-3, Run: 100, P, 0, 0, 0, 0, 71, 71, 0, 0, 1, 492, 0, 22, 164, 522, 3270, 82, 55, 26, 71, 164, 246, 593, 3270
INVAR-4, Run: 001, P, 0, 0, 0, 1, 0, 118, 17, 118, 0, 0, 1, 5, 39, 89, 601, 19, 14, 5, 17, 39, 58, 89, 719
INVAR-4, Run: 002, P, 0, 0, 0, 1, 0, 118, 15, 118, 0, 0, 1, 9, 39, 57, 282, 19, 11, 8, 15, 39, 58, 57, 400
INVAR-4, Run: 003, P, 0, 0, 0, 1, 0, 118, 13, 118, 0, 0, 1, 13, 39, 41, 422, 19, 14, 5, 13, 39, 58, 41, 540
INVAR-4, Run: 004, P, 0, 0, 0, 1, 0, 118, 14, 118, 0, 0, 1, 11, 39, 85, 539, 19, 14, 5, 14, 39, 58, 85, 657
INVAR-4, Run: 005, P, 0, 0, 0, 1, 0, 118, 14, 118, 0, 0, 1, 11, 39, 67, 500, 19, 16, 3, 14, 39, 58, 67, 618
INVAR-4, Run: 006, P, 0, 0, 0, 1, 0, 118, 15, 118, 0, 0, 1, 9, 39, 78, 338, 19, 15, 4, 15, 39, 58, 78, 456
INVAR-4, Run: 007, P, 0, 0, 0, 1, 0, 118, 15, 118, 0, 0, 1, 9, 39, 42, 316, 19, 15, 4, 15, 39, 58, 42, 434
INVAR-4, Run: 008, P, 0, 0, 0, 1, 0, 118, 18, 118, 0, 0, 1, 3, 39, 59, 257, 19, 13, 6, 18, 39, 58, 59, 375
INVAR-4, Run: 009, P, 0, 0, 0, 1, 0, 118, 16, 118, 0, 0, 1, 7, 39, 35, 154, 19, 11, 8, 16, 39, 58, 35, 272
INVAR-4, Run: 010, P, 0, 0, 0, 1, 0, 118, 13, 118, 0, 0, 1, 13, 39, 76, 565, 19, 13, 6, 13, 39, 58, 76, 683
INVAR-4, Run: 011, P, 0, 0, 0, 1, 0, 118, 15, 118, 0, 0, 1, 9, 39, 60, 285, 19, 10, 9, 15, 39, 58, 60, 403
INVAR-4, Run: 012, P, 0, 0, 0, 1, 0, 118, 15, 118, 0, 0, 1, 9, 39, 51, 259, 19, 13, 6, 15, 39, 58, 51, 377
INVAR-4, Run: 013, P, 0, 0, 0, 1, 0, 118, 17, 118, 0, 0, 1, 5, 39, 56, 297, 19, 11, 8, 17, 39, 58, 56, 415
INVAR-4, Run: 014, P, 0, 0, 0, 1, 0, 118, 17, 118, 0, 0, 1, 5, 39, 67, 388, 19, 14, 5, 17, 39, 58, 67, 506
INVAR-4, Run: 015, P, 0, 0, 0, 1, 0, 118, 16, 118, 0, 0, 1, 7, 39, 67, 352, 19, 13, 6, 16, 39, 58, 67, 470
INVAR-4, Run: 016, P, 0, 0, 0, 1, 0, 118, 16, 118, 0, 0, 1, 7, 39, 40, 289, 19, 13, 6, 16, 39, 58, 40, 407
INVAR-4, Run: 017, P, 0, 0, 0, 1, 0, 118, 18, 118, 0, 0, 1, 3, 39, 93, 409, 19, 12, 7, 18, 39, 58, 93, 527
INVAR-4, Run: 018, P, 0, 0, 0, 1, 0, 118, 16, 118, 0, 0, 1, 7, 39, 78, 360, 19, 12, 7, 16, 39, 58, 78, 478
INVAR-4, Run: 019, P, 0, 0, 0, 1, 0, 118, 15, 118, 0, 0, 1, 9, 39, 48, 444, 19, 13, 6, 15, 39, 58, 48, 562
INVAR-4, Run: 020, P, 0, 0, 0, 1, 0, 118, 14, 118, 0, 0, 1, 11, 39, 53, 333, 19, 8, 11, 14, 39, 58, 53, 451
INVAR-4, Run: 021, P, 0, 0, 0, 1, 0, 118, 17, 118, 0, 0, 1, 5, 39, 156, 1013, 19, 11, 8, 17, 39, 58, 156, 1131
INVAR-4, Run: 022, P, 0, 0, 0, 1, 0, 118, 13, 118, 0, 0, 1, 13, 39, 43, 235, 19, 15, 4, 13, 39, 58, 43, 353
INVAR-4, Run: 023, P, 0, 0, 0, 1, 0, 118, 17, 118, 0, 0, 1, 5, 39, 76, 368, 19, 14, 5, 17, 39, 58, 76, 486
INVAR-4, Run: 024, P, 0, 0, 0, 1, 0, 118, 16, 118, 0, 0, 1, 7, 39, 43, 550, 19, 15, 4, 16, 39, 58, 43, 668
INVAR-4, Run: 025, P, 0, 0, 0, 1, 0, 118, 18, 118, 0, 0, 1, 3, 39, 90, 423, 19, 13, 6, 18, 39, 58, 90, 541
INVAR-4, Run: 026, P, 0, 0, 0, 1, 0, 118, 16, 118, 0, 0, 1, 7, 39, 49, 422, 19, 12, 7, 16, 39, 58, 49, 540
INVAR-4, Run: 027, P, 0, 0, 0, 1, 0, 118, 15, 118, 0, 0, 1, 9, 39, 81, 284, 19, 8, 11, 15, 39, 58, 81, 402
INVAR-4, Run: 028, P, 0, 0, 0, 1, 0, 118, 15, 118, 0, 0, 1, 9, 39, 44, 305, 19, 10, 9, 15, 39, 58, 44, 423
INVAR-4, Run: 029, P, 0, 0, 0, 1, 0, 118, 17, 118, 0, 0, 1, 5, 39, 101, 655, 19, 12, 7, 17, 39, 58, 101, 773
INVAR-4, Run: 030, P, 0, 0, 0, 1, 0, 118, 16, 118, 0, 0, 1, 7, 39, 49, 254, 19, 13, 6, 16, 39, 58, 49, 372
INVAR-4, Run: 031, P, 0, 0, 0, 1, 0, 118, 15, 118, 0, 0, 1, 9, 39, 53, 356, 19, 14, 5, 15, 39, 58, 53, 474
INVAR-4, Run: 032, P, 0, 0, 0, 1, 0, 118, 15, 118, 0, 0, 1, 9, 39, 64, 326, 19, 12, 7, 15, 39, 58, 64, 444
INVAR-4, Run: 033, P, 0, 0, 0, 1, 0, 118, 15, 118, 0, 0, 1, 9, 39, 76, 561, 19, 13, 6, 15, 39, 58, 76, 679
INVAR-4, Run: 034, P, 0, 0, 0, 1, 0, 118, 15, 118, 0, 0, 1, 9, 39, 59, 368, 19, 14, 5, 15, 39, 58, 59, 486
INVAR-4, Run: 035, P, 0, 0, 0, 1, 0, 118, 15, 118, 0, 0, 1, 9, 39, 75, 311, 19, 8, 11, 15, 39, 58, 75, 429
INVAR-4, Run: 036, P, 0, 0, 0, 1, 0, 118, 16, 118, 0, 0, 1, 7, 39, 61, 350, 19, 15, 4, 16, 39, 58, 61, 468
INVAR-4, Run: 037, P, 0, 0, 0, 1, 0, 118, 14, 118, 0, 0, 1, 11, 39, 72, 393, 19, 15, 4, 14, 39, 58, 72, 511
INVAR-4, Run: 038, P, 0, 0, 0, 1, 0, 118, 17, 118, 0, 0, 1, 5, 39, 76, 270, 19, 10, 9, 17, 39, 58, 76, 388
INVAR-4, Run: 039, P, 0, 0, 0, 1, 0, 118, 19, 118, 0, 0, 1, 1, 39, 120, 610, 19, 12, 7, 19, 39, 58, 120, 728
INVAR-4, Run: 040, P, 0, 0, 0, 1, 0, 118, 14, 118, 0, 0, 1, 11, 39, 39, 346, 19, 14, 5, 14, 39, 58, 39, 464
INVAR-4, Run: 041, P, 0, 0, 0, 1, 0, 118, 16, 118, 0, 0, 1, 7, 39, 88, 567, 19, 9, 10, 16, 39, 58, 88, 685
INVAR-4, Run: 042, P, 0, 0, 0, 1, 0, 118, 17, 118, 0, 0, 1, 5, 39, 90, 373, 19, 14, 5, 17, 39, 58, 90, 491
INVAR-4, Run: 043, P, 0, 0, 0, 1, 0, 118, 15, 118, 0, 0, 1, 9, 39, 59, 290, 19, 15, 4, 15, 39, 58, 59, 408
INVAR-4, Run: 044, P, 0, 0, 0, 1, 0, 118, 17, 118, 0, 0, 1, 5, 39, 49, 235, 19, 14, 5, 17, 39, 58, 49, 353
INVAR-4, Run: 045, P, 0, 0, 0, 1, 0, 118, 15, 118, 0, 0, 1, 9, 39, 65, 397, 19, 12, 7, 15, 39, 58, 65, 515
INVAR-4, Run: 046, P, 0, 0, 0, 1, 0, 118, 16, 118, 0, 0, 1, 7, 39, 44, 341, 19, 14, 5, 16, 39, 58, 44, 459
INVAR-4, Run: 047, P, 0, 0, 0, 1, 0, 118, 15, 118, 0, 0, 1, 9, 39, 51, 322, 19, 12, 7, 15, 39, 58, 51, 440
INVAR-4, Run: 048, P, 0, 0, 0, 1, 0, 118, 14, 118, 0, 0, 1, 11, 39, 60, 350, 19, 14, 5, 14, 39, 58, 60, 468
INVAR-4, Run: 049, P, 0, 0, 0, 1, 0, 118, 17, 118, 0, 0, 1, 5, 39, 75, 571, 19, 13, 6, 17, 39, 58, 75, 689
INVAR-4, Run: 050, P, 0, 0, 0, 1, 0, 118, 16, 118, 0, 0, 1, 7, 39, 72, 511, 19, 9, 10, 16, 39, 58, 72, 629
INVAR-4, Run: 051, P, 0, 0, 0, 1, 0, 118, 14, 118, 0, 0, 1, 11, 39, 43, 197, 19, 11, 8, 14, 39, 58, 43, 315
INVAR-4, Run: 052, P, 0, 0, 0, 1, 0, 118, 14, 118, 0, 0, 1, 11, 39, 60, 567, 19, 12, 7, 14, 39, 58, 60, 685
INVAR-4, Run: 053, P, 0, 0, 0, 1, 0, 118, 17, 118, 0, 0, 1, 5, 39, 71, 378, 19, 12, 7, 17, 39, 58, 71, 496
INVAR-4, Run: 054, P, 0, 0, 0, 1, 0, 118, 15, 118, 0, 0, 1, 9, 39, 66, 455, 19, 11, 8, 15, 39, 58, 66, 573
INVAR-4, Run: 055, P, 0, 0, 0, 1, 0, 118, 14, 118, 0, 0, 1, 11, 39, 77, 418, 19, 13, 6, 14, 39, 58, 77, 536
INVAR-4, Run: 056, P, 0, 0, 0, 1, 0, 118, 15, 118, 0, 0, 1, 9, 39, 52, 179, 19, 14, 5, 15, 39, 58, 52, 297
INVAR-4, Run: 057, P, 0, 0, 0, 1, 0, 118, 14, 118, 0, 0, 1, 11, 39, 92, 528, 19, 11, 8, 14, 39, 58, 92, 646
INVAR-4, Run: 058, P, 0, 0, 0, 1, 0, 118, 16, 118, 0, 0, 1, 7, 39, 59, 309, 19, 11, 8, 16, 39, 58, 59, 427
INVAR-4, Run: 059, P, 0, 0, 0, 1, 0, 118, 17, 118, 0, 0, 1, 5, 39, 78, 331, 19, 16, 3, 17, 39, 58, 78, 449
INVAR-4, Run: 060, P, 0, 0, 0, 1, 0, 118, 17, 118, 0, 0, 1, 5, 39, 47, 237, 19, 13, 6, 17, 39, 58, 47, 355
INVAR-4, Run: 061, P, 0, 0, 0, 1, 0, 118, 13, 118, 0, 0, 1, 13, 39, 39, 359, 19, 17, 2, 13, 39, 58, 39, 477
INVAR-4, Run: 062, P, 0, 0, 0, 1, 0, 118, 16, 118, 0, 0, 1, 7, 39, 42, 217, 19, 12, 7, 16, 39, 58, 42, 335
INVAR-4, Run: 063, P, 0, 0, 0, 1, 0, 118, 16, 118, 0, 0, 1, 7, 39, 43, 286, 19, 13, 6, 16, 39, 58, 43, 404
INVAR-4, Run: 064, P, 0, 0, 0, 1, 0, 118, 11, 118, 0, 0, 1, 17, 39, 49, 505, 19, 14, 5, 11, 39, 58, 49, 623
INVAR-4, Run: 065, P, 0, 0, 0, 1, 0, 118, 15, 118, 0, 0, 1, 9, 39, 56, 363, 19, 14, 5, 15, 39, 58, 56, 481
INVAR-4, Run: 066, P, 0, 0, 0, 1, 0, 118, 17, 118, 0, 0, 1, 5, 39, 65, 388, 19, 11, 8, 17, 39, 58, 65, 506
INVAR-4, Run: 067, P, 0, 0, 0, 1, 0, 118, 15, 118, 0, 0, 1, 9, 39, 54, 324, 19, 12, 7, 15, 39, 58, 54, 442
INVAR-4, Run: 068, P, 0, 0, 0, 1, 0, 118, 12, 118, 0, 0, 1, 15, 39, 57, 560, 19, 10, 9, 12, 39, 58, 57, 678
INVAR-4, Run: 069, P, 0, 0, 0, 1, 0, 118, 17, 118, 0, 0, 1, 5, 39, 44, 202, 19, 14, 5, 17, 39, 58, 44, 320
INVAR-4, Run: 070, P, 0, 0, 0, 1, 0, 118, 13, 118, 0, 0, 1, 13, 39, 49, 250, 19, 14, 5, 13, 39, 58, 49, 368
INVAR-4, Run: 071, P, 0, 0, 0, 1, 0, 118, 13, 118, 0, 0, 1, 13, 39, 37, 383, 19, 11, 8, 13, 39, 58, 37, 501
INVAR-4, Run: 072, P, 0, 0, 0, 1, 0, 118, 16, 118, 0, 0, 1, 7, 39, 100, 345, 19, 13, 6, 16, 39, 58, 100, 463
INVAR-4, Run: 073, P, 0, 0, 0, 1, 0, 118, 14, 118, 0, 0, 1, 11, 39, 42, 349, 19, 13, 6, 14, 39, 58, 42, 467
INVAR-4, Run: 074, P, 0, 0, 0, 1, 0, 118, 16, 118, 0, 0, 1, 7, 39, 87, 605, 19, 10, 9, 16, 39, 58, 87, 723
INVAR-4, Run: 075, P, 0, 0, 0, 1, 0, 118, 14, 118, 0, 0, 1, 11, 39, 37, 247, 19, 14, 5, 14, 39, 58, 37, 365
INVAR-4, Run: 076, P, 0, 0, 0, 1, 0, 118, 16, 118, 0, 0, 1, 7, 39, 58, 436, 19, 11, 8, 16, 39, 58, 58, 554
INVAR-4, Run: 077, P, 0, 0, 0, 1, 0, 118, 14, 118, 0, 0, 1, 11, 39, 52, 284, 19, 12, 7, 14, 39, 58, 52, 402
INVAR-4, Run: 078, P, 0, 0, 0, 1, 0, 118, 14, 118, 0, 0, 1, 11, 39, 53, 343, 19, 16, 3, 14, 39, 58, 53, 461
INVAR-4, Run: 079, P, 0, 0, 0, 1, 0, 118, 15, 118, 0, 0, 1, 9, 39, 41, 268, 19, 15, 4, 15, 39, 58, 41, 386
INVAR-4, Run: 080, P, 0, 0, 0, 1, 0, 118, 14, 118, 0, 0, 1, 11, 39, 57, 253, 19, 8, 11, 14, 39, 58, 57, 371
INVAR-4, Run: 081, P, 0, 0, 0, 1, 0, 118, 14, 118, 0, 0, 1, 11, 39, 20, 147, 19, 13, 6, 14, 39, 58, 20, 265
INVAR-4, Run: 082, P, 0, 0, 0, 1, 0, 118, 17, 118, 0, 0, 1, 5, 39, 95, 683, 19, 14, 5, 17, 39, 58, 95, 801
