Input Number, Run_Number, Result@ 100, H, X1, M, PO, CE, Y, D, CO, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 057, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 678, 4247, 100, 58, 41, 89, 200, 300, 767, 4247
INVAR-10, Run: 058, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 738, 5152, 100, 68, 31, 91, 200, 300, 829, 5152
INVAR-10, Run: 059, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 736, 5638, 100, 65, 34, 90, 200, 300, 826, 5638
INVAR-10, Run: 060, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 780, 5927, 100, 67, 32, 88, 200, 300, 868, 5927
INVAR-10, Run: 061, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 863, 4928, 100, 57, 42, 88, 200, 300, 951, 4928
INVAR-10, Run: 062, P, 0, 0, 0, 0, 86, 86, 0, 0, 1, 600, 0, 28, 200, 857, 4424, 100, 60, 39, 86, 200, 300, 943, 4424
INVAR-10, Run: 063, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 813, 4274, 100, 50, 49, 90, 200, 300, 903, 4274
INVAR-10, Run: 064, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 780, 4427, 100, 51, 48, 92, 200, 300, 872, 4427
INVAR-10, Run: 065, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 795, 6877, 100, 63, 36, 89, 200, 300, 884, 6877
INVAR-10, Run: 066, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 953, 5052, 100, 64, 35, 91, 200, 300, 1044, 5052
INVAR-10, Run: 067, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 764, 5453, 100, 64, 35, 92, 200, 300, 856, 5453
INVAR-10, Run: 068, P, 0, 0, 0, 0, 87, 87, 0, 0, 1, 600, 0, 26, 200, 919, 4394, 100, 59, 40, 87, 200, 300, 1006, 4394
INVAR-10, Run: 069, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 663, 4891, 100, 51, 48, 91, 200, 300, 754, 4891
INVAR-10, Run: 070, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 916, 6473, 100, 67, 32, 90, 200, 300, 1006, 6473
INVAR-10, Run: 071, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 805, 5726, 100, 67, 32, 91, 200, 300, 896, 5726
INVAR-10, Run: 072, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 875, 5456, 100, 57, 42, 89, 200, 300, 964, 5456
INVAR-10, Run: 073, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 766, 4246, 100, 58, 41, 92, 200, 300, 858, 4246
INVAR-10, Run: 074, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 566, 4436, 100, 62, 37, 92, 200, 300, 658, 4436
INVAR-10, Run: 075, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 687, 4414, 100, 63, 36, 92, 200, 300, 779, 4414
INVAR-10, Run: 076, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 815, 5072, 100, 66, 33, 88, 200, 300, 903, 5072
INVAR-10, Run: 077, P, 0, 0, 0, 0, 85, 85, 0, 0, 1, 600, 0, 30, 200, 680, 4221, 100, 57, 42, 85, 200, 300, 765, 4221
INVAR-10, Run: 078, P, 0, 0, 0, 0, 96, 96, 0, 0, 1, 600, 0, 8, 200, 610, 4810, 100, 71, 28, 96, 200, 300, 706, 4810
INVAR-10, Run: 079, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 785, 4928, 100, 67, 32, 91, 200, 300, 876, 4928
INVAR-10, Run: 080, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 949, 5434, 100, 67, 32, 90, 200, 300, 1039, 5434
INVAR-10, Run: 081, P, 0, 0, 0, 0, 93, 93, 0, 0, 1, 600, 0, 14, 200, 958, 4957, 100, 70, 29, 93, 200, 300, 1051, 4957
INVAR-10, Run: 082, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 996, 4890, 100, 58, 41, 90, 200, 300, 1086, 4890
INVAR-10, Run: 083, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 693, 4344, 100, 54, 45, 88, 200, 300, 781, 4344
INVAR-10, Run: 084, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 804, 5520, 100, 66, 33, 90, 200, 300, 894, 5520
INVAR-10, Run: 085, P, 0, 0, 0, 0, 93, 93, 0, 0, 1, 600, 0, 14, 200, 707, 5177, 100, 66, 33, 93, 200, 300, 800, 5177
INVAR-10, Run: 086, P, 0, 0, 0, 0, 93, 93, 0, 0, 1, 600, 0, 14, 200, 724, 5506, 100, 60, 39, 93, 200, 300, 817, 5506
INVAR-10, Run: 087, P, 0, 0, 0, 0, 85, 85, 0, 0, 1, 600, 0, 30, 200, 875, 5129, 100, 58, 41, 85, 200, 300, 960, 5129
INVAR-10, Run: 088, P, 0, 0, 0, 0, 86, 86, 0, 0, 1, 600, 0, 28, 200, 723, 4080, 100, 65, 34, 86, 200, 300, 809, 4080
INVAR-10, Run: 089, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 768, 5236, 100, 61, 38, 91, 200, 300, 859, 5236
INVAR-10, Run: 090, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 722, 6035, 100, 55, 44, 91, 200, 300, 813, 6035
INVAR-10, Run: 091, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 790, 5046, 100, 65, 34, 90, 200, 300, 880, 5046
INVAR-10, Run: 092, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 783, 4169, 100, 62, 37, 92, 200, 300, 875, 4169
INVAR-10, Run: 093, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 943, 5895, 100, 54, 45, 89, 200, 300, 1032, 5895
INVAR-10, Run: 094, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 880, 4775, 100, 64, 35, 91, 200, 300, 971, 4775
INVAR-10, Run: 095, P, 0, 0, 0, 0, 87, 87, 0, 0, 1, 600, 0, 26, 200, 766, 5136, 100, 69, 30, 87, 200, 300, 853, 5136
INVAR-10, Run: 096, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 905, 6763, 100, 60, 39, 89, 200, 300, 994, 6763
INVAR-10, Run: 097, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 649, 4527, 100, 71, 28, 90, 200, 300, 739, 4527
INVAR-10, Run: 098, P, 0, 0, 0, 0, 93, 93, 0, 0, 1, 600, 0, 14, 200, 884, 6885, 100, 65, 34, 93, 200, 300, 977, 6885
INVAR-10, Run: 099, P, 0, 0, 0, 0, 87, 87, 0, 0, 1, 600, 0, 26, 200, 782, 3938, 100, 69, 30, 87, 200, 300, 869, 3938
INVAR-10, Run: 100, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 713, 4741, 100, 59, 40, 88, 200, 300, 801, 4741
INVAR-2, Run: 001, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 120, 718, 28, 20, 7, 23, 56, 84, 143, 718
INVAR-2, Run: 002, P, 0, 0, 0, 0, 26, 26, 0, 0, 1, 168, 0, 4, 56, 137, 819, 28, 18, 9, 26, 56, 84, 163, 819
INVAR-2, Run: 003, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 136, 789, 28, 11, 16, 25, 56, 84, 161, 789
INVAR-2, Run: 004, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 107, 643, 28, 19, 8, 24, 56, 84, 131, 643
INVAR-2, Run: 005, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 65, 710, 28, 20, 7, 21, 56, 84, 86, 710
INVAR-2, Run: 006, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 65, 639, 28, 16, 11, 21, 56, 84, 86, 639
INVAR-2, Run: 007, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 91, 600, 28, 14, 13, 23, 56, 84, 114, 600
INVAR-2, Run: 008, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 80, 531, 28, 16, 11, 23, 56, 84, 103, 531
INVAR-2, Run: 009, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 108, 1007, 28, 19, 8, 24, 56, 84, 132, 1007
INVAR-2, Run: 010, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 101, 948, 28, 20, 7, 23, 56, 84, 124, 948
INVAR-2, Run: 011, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 89, 418, 28, 15, 12, 24, 56, 84, 113, 418
INVAR-2, Run: 012, P, 0, 0, 0, 0, 20, 20, 0, 0, 1, 168, 0, 16, 56, 89, 538, 28, 20, 7, 20, 56, 84, 109, 538
INVAR-2, Run: 013, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 103, 666, 28, 17, 10, 23, 56, 84, 126, 666
INVAR-2, Run: 014, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 103, 727, 28, 20, 7, 23, 56, 84, 126, 727
INVAR-2, Run: 015, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 84, 814, 28, 13, 14, 23, 56, 84, 107, 814
INVAR-2, Run: 016, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 125, 592, 28, 14, 13, 22, 56, 84, 147, 592
INVAR-2, Run: 017, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 130, 694, 28, 16, 11, 21, 56, 84, 151, 694
INVAR-2, Run: 018, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 89, 553, 28, 20, 7, 25, 56, 84, 114, 553
INVAR-2, Run: 019, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 146, 1065, 28, 21, 6, 25, 56, 84, 171, 1065
INVAR-2, Run: 020, P, 0, 0, 0, 0, 20, 20, 0, 0, 1, 168, 0, 16, 56, 113, 676, 28, 19, 8, 20, 56, 84, 133, 676
INVAR-2, Run: 021, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 145, 822, 28, 18, 9, 22, 56, 84, 167, 822
INVAR-2, Run: 022, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 51, 841, 28, 18, 9, 23, 56, 84, 74, 841
INVAR-2, Run: 023, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 93, 676, 28, 19, 8, 21, 56, 84, 114, 676
INVAR-2, Run: 024, P, 0, 0, 0, 0, 20, 20, 0, 0, 1, 168, 0, 16, 56, 77, 610, 28, 17, 10, 20, 56, 84, 97, 610
INVAR-2, Run: 025, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 104, 752, 28, 18, 9, 23, 56, 84, 127, 752
INVAR-2, Run: 026, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 103, 770, 28, 18, 9, 23, 56, 84, 126, 770
INVAR-2, Run: 027, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 105, 648, 28, 15, 12, 23, 56, 84, 128, 648
INVAR-2, Run: 028, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 59, 575, 28, 20, 7, 21, 56, 84, 80, 575
INVAR-2, Run: 029, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 109, 748, 28, 21, 6, 23, 56, 84, 132, 748
INVAR-2, Run: 030, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 60, 583, 28, 22, 5, 23, 56, 84, 83, 583
INVAR-2, Run: 031, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 94, 688, 28, 18, 9, 23, 56, 84, 117, 688
INVAR-2, Run: 032, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 107, 550, 28, 17, 10, 21, 56, 84, 128, 550
INVAR-2, Run: 033, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 112, 580, 28, 13, 14, 22, 56, 84, 134, 580
INVAR-2, Run: 034, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 100, 432, 28, 15, 12, 22, 56, 84, 122, 432
INVAR-2, Run: 035, P, 0, 0, 0, 0, 27, 27, 0, 0, 1, 168, 0, 2, 56, 88, 794, 28, 19, 8, 27, 56, 84, 115, 794
INVAR-2, Run: 036, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 94, 578, 28, 16, 11, 23, 56, 84, 117, 578
INVAR-2, Run: 037, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 99, 566, 28, 15, 12, 22, 56, 84, 121, 566
INVAR-2, Run: 038, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 110, 709, 28, 17, 10, 23, 56, 84, 133, 709
INVAR-2, Run: 039, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 113, 607, 28, 15, 12, 23, 56, 84, 136, 607
INVAR-2, Run: 040, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 94, 539, 28, 15, 12, 23, 56, 84, 117, 539
INVAR-2, Run: 041, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 131, 806, 28, 15, 12, 23, 56, 84, 154, 806
INVAR-2, Run: 042, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 50, 721, 28, 22, 5, 23, 56, 84, 73, 721
INVAR-2, Run: 043, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 101, 680, 28, 19, 8, 24, 56, 84, 125, 680
INVAR-2, Run: 044, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 78, 474, 28, 17, 10, 22, 56, 84, 100, 474
INVAR-2, Run: 045, P, 0, 0, 0, 0, 26, 26, 0, 0, 1, 168, 0, 4, 56, 64, 545, 28, 18, 9, 26, 56, 84, 90, 545
INVAR-2, Run: 046, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 93, 420, 28, 15, 12, 24, 56, 84, 117, 420
INVAR-2, Run: 047, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 94, 967, 28, 13, 14, 23, 56, 84, 117, 967
INVAR-2, Run: 048, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 90, 494, 28, 18, 9, 23, 56, 84, 113, 494
INVAR-2, Run: 049, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 107, 696, 28, 16, 11, 24, 56, 84, 131, 696
INVAR-2, Run: 050, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 141, 756, 28, 14, 13, 25, 56, 84, 166, 756
INVAR-2, Run: 051, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 89, 649, 28, 21, 6, 23, 56, 84, 112, 649
INVAR-2, Run: 052, P, 0, 0, 0, 0, 26, 26, 0, 0, 1, 168, 0, 4, 56, 123, 465, 28, 16, 11, 26, 56, 84, 149, 465
INVAR-2, Run: 053, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 75, 456, 28, 20, 7, 23, 56, 84, 98, 456
INVAR-2, Run: 054, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 82, 710, 28, 14, 13, 22, 56, 84, 104, 710
INVAR-2, Run: 055, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 74, 348, 28, 17, 10, 23, 56, 84, 97, 348
INVAR-2, Run: 056, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 142, 1056, 28, 17, 10, 23, 56, 84, 165, 1056
INVAR-2, Run: 057, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 74, 415, 28, 23, 4, 25, 56, 84, 99, 415
INVAR-2, Run: 058, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 128, 859, 28, 17, 10, 24, 56, 84, 152, 859
INVAR-2, Run: 059, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 104, 703, 28, 13, 14, 23, 56, 84, 127, 703
INVAR-2, Run: 060, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 96, 916, 28, 20, 7, 24, 56, 84, 120, 916
INVAR-2, Run: 061, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 112, 369, 28, 15, 12, 23, 56, 84, 135, 369
INVAR-2, Run: 062, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 107, 615, 28, 20, 7, 25, 56, 84, 132, 615
INVAR-2, Run: 063, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 146, 850, 28, 17, 10, 22, 56, 84, 168, 850
INVAR-2, Run: 064, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 126, 915, 28, 15, 12, 21, 56, 84, 147, 915
INVAR-2, Run: 065, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 89, 735, 28, 20, 7, 22, 56, 84, 111, 735
INVAR-2, Run: 066, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 96, 879, 28, 22, 5, 21, 56, 84, 117, 879
INVAR-2, Run: 067, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 63, 602, 28, 17, 10, 24, 56, 84, 87, 602
INVAR-2, Run: 068, P, 0, 0, 0, 0, 20, 20, 0, 0, 1, 168, 0, 16, 56, 58, 616, 28, 20, 7, 20, 56, 84, 78, 616
INVAR-2, Run: 069, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 87, 464, 28, 16, 11, 23, 56, 84, 110, 464
INVAR-2, Run: 070, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 86, 445, 28, 15, 12, 24, 56, 84, 110, 445
INVAR-2, Run: 071, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 82, 454, 28, 16, 11, 23, 56, 84, 105, 454
INVAR-2, Run: 072, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 83, 770, 28, 19, 8, 21, 56, 84, 104, 770
INVAR-2, Run: 073, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 82, 581, 28, 16, 11, 21, 56, 84, 103, 581
INVAR-2, Run: 074, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 81, 522, 28, 20, 7, 24, 56, 84, 105, 522
INVAR-2, Run: 075, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 151, 808, 28, 12, 15, 24, 56, 84, 175, 808
INVAR-2, Run: 076, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 99, 680, 28, 20, 7, 22, 56, 84, 121, 680
INVAR-2, Run: 077, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 57, 440, 28, 15, 12, 23, 56, 84, 80, 440
INVAR-2, Run: 078, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 70, 467, 28, 17, 10, 22, 56, 84, 92, 467
INVAR-2, Run: 079, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 93, 644, 28, 18, 9, 23, 56, 84, 116, 644
INVAR-2, Run: 080, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 127, 678, 28, 20, 7, 24, 56, 84, 151, 678
INVAR-2, Run: 081, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 98, 630, 28, 21, 6, 24, 56, 84, 122, 630
INVAR-2, Run: 082, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 106, 673, 28, 13, 14, 21, 56, 84, 127, 673
INVAR-2, Run: 083, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 91, 546, 28, 17, 10, 21, 56, 84, 112, 546
INVAR-2, Run: 084, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 99, 559, 28, 20, 7, 22, 56, 84, 121, 559
INVAR-2, Run: 085, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 76, 794, 28, 17, 10, 23, 56, 84, 99, 794
INVAR-2, Run: 086, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 65, 285, 28, 10, 17, 24, 56, 84, 89, 285
INVAR-2, Run: 087, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 76, 519, 28, 15, 12, 25, 56, 84, 101, 519
INVAR-2, Run: 088, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 87, 780, 28, 17, 10, 21, 56, 84, 108, 780
INVAR-2, Run: 089, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 80, 575, 28, 19, 8, 22, 56, 84, 102, 575
INVAR-2, Run: 090, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 82, 492, 28, 21, 6, 23, 56, 84, 105, 492
INVAR-2, Run: 091, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 110, 743, 28, 17, 10, 22, 56, 84, 132, 743
INVAR-2, Run: 092, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 108, 964, 28, 19, 8, 24, 56, 84, 132, 964
INVAR-2, Run: 093, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 55, 442, 28, 20, 7, 24, 56, 84, 79, 442
INVAR-2, Run: 094, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 93, 587, 28, 17, 10, 23, 56, 84, 116, 587
INVAR-2, Run: 095, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 96, 341, 28, 18, 9, 24, 56, 84, 120, 341
INVAR-2, Run: 096, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 73, 662, 28, 19, 8, 22, 56, 84, 95, 662
INVAR-2, Run: 097, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 94, 524, 28, 16, 11, 21, 56, 84, 115, 524
INVAR-2, Run: 098, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 101, 845, 28, 17, 10, 24, 56, 84, 125, 845
INVAR-2, Run: 099, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 87, 617, 28, 19, 8, 25, 56, 84, 112, 617
INVAR-2, Run: 100, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 98, 550, 28, 17, 10, 23, 56, 84, 121, 550
INVAR-3, Run: 001, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 506, 3607, 82, 57, 24, 73, 164, 246, 579, 3607
INVAR-3, Run: 002, P, 0, 0, 0, 0, 76, 76, 0, 0, 1, 492, 0, 12, 164, 517, 2581, 82, 51, 30, 76, 164, 246, 593, 2581
INVAR-3, Run: 003, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 482, 3921, 82, 57, 24, 73, 164, 246, 555, 3921
INVAR-3, Run: 004, P, 0, 0, 0, 0, 71, 71, 0, 0, 1, 492, 0, 22, 164, 595, 3347, 82, 44, 37, 71, 164, 246, 666, 3347
INVAR-3, Run: 005, P, 0, 0, 0, 0, 71, 71, 0, 0, 1, 492, 0, 22, 164, 609, 3743, 82, 42, 39, 71, 164, 246, 680, 3743
INVAR-3, Run: 006, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 396, 3131, 82, 55, 26, 74, 164, 246, 470, 3131
INVAR-3, Run: 007, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 569, 3739, 82, 51, 30, 75, 164, 246, 644, 3739
INVAR-3, Run: 008, P, 0, 0, 0, 0, 71, 71, 0, 0, 1, 492, 0, 22, 164, 497, 2761, 82, 46, 35, 71, 164, 246, 568, 2761
INVAR-3, Run: 009, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 596, 3487, 82, 56, 25, 74, 164, 246, 670, 3487
INVAR-3, Run: 010, P, 0, 0, 0, 0, 71, 71, 0, 0, 1, 492, 0, 22, 164, 722, 3778, 82, 49, 32, 71, 164, 246, 793, 3778
INVAR-3, Run: 011, P, 0, 0, 0, 0, 78, 78, 0, 0, 1, 492, 0, 8, 164, 544, 3060, 82, 53, 28, 78, 164, 246, 622, 3060
INVAR-3, Run: 012, P, 0, 0, 0, 0, 71, 71, 0, 0, 1, 492, 0, 22, 164, 707, 3797, 82, 47, 34, 71, 164, 246, 778, 3797
INVAR-3, Run: 013, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 510, 3757, 82, 44, 37, 73, 164, 246, 583, 3757
INVAR-3, Run: 014, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 548, 2643, 82, 52, 29, 74, 164, 246, 622, 2643
INVAR-3, Run: 015, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 576, 3098, 82, 53, 28, 72, 164, 246, 648, 3098
INVAR-3, Run: 016, P, 0, 0, 0, 0, 76, 76, 0, 0, 1, 492, 0, 12, 164, 496, 3494, 82, 56, 25, 76, 164, 246, 572, 3494
INVAR-3, Run: 017, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 527, 2830, 82, 54, 27, 74, 164, 246, 601, 2830
INVAR-3, Run: 018, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 597, 4342, 82, 55, 26, 74, 164, 246, 671, 4342
INVAR-3, Run: 019, P, 0, 0, 0, 0, 70, 70, 0, 0, 1, 492, 0, 24, 164, 556, 3783, 82, 56, 25, 70, 164, 246, 626, 3783
