Input Number, Run_Number, Result@ 100, A1, F1, F1P, A2, F2, F2P
INVAR-1, Run: 097, E, 21, 0, 0, 33, 0, 0
INVAR-1, Run: 098, E, 20, 0, 0, 33, 0, 0
INVAR-1, Run: 099, E, 19, 0, 0, 33, 0, 0
INVAR-1, Run: 100, E, 19, 0, 0, 33, 0, 0
INVAR-10, Run: 001, E, 1, 0, 0, 15, 0, 0
INVAR-10, Run: 002, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 003, E, 0, 0, 0, 15, 0, 0
INVAR-10, Run: 004, E, 3, 0, 0, 13, 0, 0
INVAR-10, Run: 005, E, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 006, E, 0, 0, 0, 14, 0, 0
INVAR-10, Run: 007, E, 2, 0, 0, 14, 0, 0
INVAR-10, Run: 008, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 009, E, 2, 0, 0, 14, 0, 0
INVAR-10, Run: 010, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 011, E, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 012, E, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 013, E, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 014, E, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 015, E, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 016, E, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 017, E, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 018, E, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 019, E, 2, 0, 0, 14, 0, 0
INVAR-10, Run: 020, E, 0, 0, 0, 13, 0, 0
INVAR-10, Run: 021, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 022, E, 3, 0, 0, 14, 0, 0
INVAR-10, Run: 023, E, 0, 0, 0, 13, 0, 0
INVAR-10, Run: 024, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 025, E, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 026, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 027, E, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 028, E, 3, 0, 0, 13, 0, 0
INVAR-10, Run: 029, E, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 030, E, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 031, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 032, E, 0, 0, 0, 13, 0, 0
INVAR-10, Run: 033, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 034, E, 3, 0, 0, 13, 0, 0
INVAR-10, Run: 035, E, 3, 0, 0, 14, 0, 0
INVAR-10, Run: 036, E, 2, 0, 0, 14, 0, 0
INVAR-10, Run: 037, E, 3, 0, 0, 13, 0, 0
INVAR-10, Run: 038, E, 0, 0, 0, 13, 0, 0
INVAR-10, Run: 039, E, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 040, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 041, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 042, E, 0, 0, 0, 13, 0, 0
INVAR-10, Run: 043, E, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 044, E, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 045, E, 2, 0, 0, 14, 0, 0
INVAR-10, Run: 046, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 047, E, 2, 0, 0, 14, 0, 0
INVAR-10, Run: 048, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 049, E, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 050, E, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 051, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 052, E, 2, 0, 0, 14, 0, 0
INVAR-10, Run: 053, E, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 054, E, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 055, E, 2, 0, 0, 14, 0, 0
INVAR-10, Run: 056, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 057, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 058, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 059, E, 0, 0, 0, 13, 0, 0
INVAR-10, Run: 060, E, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 061, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 062, E, 0, 0, 0, 13, 0, 0
INVAR-10, Run: 063, E, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 064, E, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 065, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 066, E, 2, 0, 0, 15, 0, 0
INVAR-10, Run: 067, E, 2, 0, 0, 14, 0, 0
INVAR-10, Run: 068, E, 4, 0, 0, 13, 0, 0
INVAR-10, Run: 069, E, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 070, E, 1, 0, 0, 15, 0, 0
INVAR-10, Run: 071, E, 3, 0, 0, 14, 0, 0
INVAR-10, Run: 072, E, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 073, E, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 074, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 075, E, 0, 0, 0, 14, 0, 0
INVAR-10, Run: 076, E, 0, 0, 0, 14, 0, 0
INVAR-10, Run: 077, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 078, E, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 079, E, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 080, E, 0, 0, 0, 14, 0, 0
INVAR-10, Run: 081, E, 3, 0, 0, 14, 0, 0
INVAR-10, Run: 082, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 083, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 084, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 085, E, 3, 0, 0, 15, 0, 0
INVAR-10, Run: 086, E, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 087, E, 2, 0, 0, 14, 0, 0
INVAR-10, Run: 088, E, 2, 0, 0, 14, 0, 0
INVAR-10, Run: 089, E, 2, 0, 0, 14, 0, 0
INVAR-10, Run: 090, E, 0, 0, 0, 13, 0, 0
INVAR-10, Run: 091, E, 1, 0, 0, 13, 0, 0
INVAR-10, Run: 092, E, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 093, E, 2, 0, 0, 14, 0, 0
INVAR-10, Run: 094, E, 0, 0, 0, 14, 0, 0
INVAR-10, Run: 095, E, 0, 0, 0, 14, 0, 0
INVAR-10, Run: 096, E, 1, 0, 0, 14, 0, 0
INVAR-10, Run: 097, E, 2, 0, 0, 13, 0, 0
INVAR-10, Run: 098, E, 3, 0, 0, 14, 0, 0
INVAR-10, Run: 099, E, 2, 0, 0, 15, 0, 0
INVAR-10, Run: 100, E, 2, 0, 0, 14, 0, 0
INVAR-11, Run: 001, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 002, E, 88, 0, 0, 82, 0, 0
INVAR-11, Run: 003, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 004, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 005, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 006, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 007, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 008, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 009, E, 88, 0, 0, 82, 0, 0
INVAR-11, Run: 010, E, 89, 0, 0, 81, 0, 0
INVAR-11, Run: 011, E, 89, 0, 0, 81, 0, 0
INVAR-11, Run: 012, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 013, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 014, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 015, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 016, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 017, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 018, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 019, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 020, E, 88, 0, 0, 82, 0, 0
INVAR-11, Run: 021, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 022, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 023, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 024, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 025, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 026, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 027, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 028, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 029, E, 90, 0, 0, 81, 0, 0
INVAR-11, Run: 030, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 031, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 032, E, 89, 0, 0, 81, 0, 0
INVAR-11, Run: 033, E, 88, 0, 0, 82, 0, 0
INVAR-11, Run: 034, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 035, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 036, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 037, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 038, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 039, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 040, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 041, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 042, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 043, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 044, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 045, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 046, E, 88, 0, 0, 82, 0, 0
INVAR-11, Run: 047, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 048, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 049, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 050, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 051, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 052, E, 89, 0, 0, 81, 0, 0
INVAR-11, Run: 053, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 054, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 055, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 056, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 057, E, 89, 0, 0, 81, 0, 0
INVAR-11, Run: 058, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 059, E, 90, 0, 0, 81, 0, 0
INVAR-11, Run: 060, E, 89, 0, 0, 81, 0, 0
INVAR-11, Run: 061, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 062, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 063, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 064, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 065, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 066, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 067, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 068, E, 89, 0, 0, 81, 0, 0
INVAR-11, Run: 069, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 070, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 071, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 072, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 073, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 074, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 075, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 076, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 077, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 078, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 079, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 080, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 081, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 082, E, 89, 0, 0, 81, 0, 0
INVAR-11, Run: 083, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 084, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 085, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 086, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 087, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 088, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 089, E, 89, 0, 0, 81, 0, 0
INVAR-11, Run: 090, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 091, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 092, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 093, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 094, E, 89, 0, 0, 81, 0, 0
INVAR-11, Run: 095, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 096, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 097, E, 89, 0, 0, 81, 0, 0
INVAR-11, Run: 098, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 099, E, 88, 0, 0, 81, 0, 0
INVAR-11, Run: 100, E, 88, 0, 0, 81, 0, 0
INVAR-12, Run: 001, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 002, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 003, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 004, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 005, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 006, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 007, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 008, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 009, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 010, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 011, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 012, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 013, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 014, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 015, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 016, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 017, E, 168, 0, 0, 158, 0, 0
INVAR-12, Run: 018, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 019, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 020, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 021, E, 169, 0, 0, 157, 0, 0
INVAR-12, Run: 022, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 023, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 024, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 025, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 026, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 027, E, 169, 0, 0, 157, 0, 0
INVAR-12, Run: 028, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 029, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 030, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 031, E, 169, 0, 0, 157, 0, 0
INVAR-12, Run: 032, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 033, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 034, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 035, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 036, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 037, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 038, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 039, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 040, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 041, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 042, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 043, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 044, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 045, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 046, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 047, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 048, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 049, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 050, E, 168, 0, 0, 158, 0, 0
INVAR-12, Run: 051, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 052, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 053, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 054, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 055, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 056, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 057, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 058, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 059, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 060, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 061, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 062, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 063, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 064, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 065, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 066, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 067, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 068, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 069, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 070, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 071, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 072, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 073, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 074, E, 169, 0, 0, 157, 0, 0
INVAR-12, Run: 075, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 076, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 077, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 078, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 079, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 080, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 081, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 082, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 083, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 084, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 085, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 086, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 087, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 088, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 089, E, 169, 0, 0, 157, 0, 0
INVAR-12, Run: 090, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 091, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 092, E, 168, 0, 0, 158, 0, 0
INVAR-12, Run: 093, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 094, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 095, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 096, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 097, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 098, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 099, E, 168, 0, 0, 157, 0, 0
INVAR-12, Run: 100, E, 168, 0, 0, 157, 0, 0
INVAR-13, Run: 001, E, 10, 0, 0, 10, 0, 0
INVAR-13, Run: 002, E, 10, 0, 0, 10, 0, 0
INVAR-13, Run: 003, E, 10, 0, 0, 10, 0, 0
INVAR-13, Run: 004, E, 11, 0, 0, 10, 0, 0
INVAR-13, Run: 005, E, 10, 0, 0, 12, 0, 0
INVAR-13, Run: 006, E, 12, 0, 0, 12, 0, 0
INVAR-13, Run: 007, E, 11, 0, 0, 11, 0, 0
INVAR-13, Run: 008, E, 10, 0, 0, 11, 0, 0
INVAR-13, Run: 009, E, 10, 0, 0, 10, 0, 0
INVAR-13, Run: 010, E, 12, 0, 0, 11, 0, 0
INVAR-13, Run: 011, E, 10, 0, 0, 11, 0, 0
INVAR-13, Run: 012, E, 10, 0, 0, 12, 0, 0
INVAR-13, Run: 013, E, 11, 0, 0, 10, 0, 0
INVAR-13, Run: 014, E, 11, 0, 0, 11, 0, 0
INVAR-13, Run: 015, E, 10, 0, 0, 12, 0, 0
INVAR-13, Run: 016, E, 10, 0, 0, 11, 0, 0
INVAR-13, Run: 017, E, 10, 0, 0, 10, 0, 0
INVAR-13, Run: 018, E, 11, 0, 0, 10, 0, 0
INVAR-13, Run: 019, E, 10, 0, 0, 10, 0, 0
INVAR-13, Run: 020, E, 11, 0, 0, 10, 0, 0
