Input Number, Run_Number, Result@ 100, X1, X2, U, Reaction1, Reaction2, Reaction3, Reaction4
INVAR-1, Run: 001, P, 38, 0, 0, 14, 24, 0, 10
INVAR-1, Run: 002, P, 38, 0, 0, 43, 71, 29, 57
INVAR-1, Run: 003, P, 0, 38, 0, 45, 34, 69, 58
INVAR-1, Run: 004, P, 38, 0, 0, 16, 29, 2, 15
INVAR-1, Run: 005, P, 38, 0, 0, 28, 41, 14, 27
INVAR-1, Run: 006, P, 38, 0, 0, 19, 31, 5, 17
INVAR-1, Run: 007, P, 38, 0, 0, 16, 21, 2, 7
INVAR-1, Run: 008, P, 38, 0, 0, 20, 31, 6, 17
INVAR-1, Run: 009, P, 38, 0, 0, 14, 20, 0, 6
INVAR-1, Run: 010, P, 38, 0, 0, 22, 33, 8, 19
INVAR-1, Run: 011, P, 38, 0, 0, 36, 47, 22, 33
INVAR-1, Run: 012, P, 38, 0, 0, 25, 44, 11, 30
INVAR-1, Run: 013, P, 38, 0, 0, 18, 23, 4, 9
INVAR-1, Run: 014, P, 38, 0, 0, 21, 39, 7, 25
INVAR-1, Run: 015, P, 38, 0, 0, 17, 25, 3, 11
INVAR-1, Run: 016, P, 38, 0, 0, 17, 28, 3, 14
INVAR-1, Run: 017, P, 38, 0, 0, 18, 31, 4, 17
INVAR-1, Run: 018, P, 38, 0, 0, 18, 23, 4, 9
INVAR-1, Run: 019, P, 38, 0, 0, 18, 22, 4, 8
INVAR-1, Run: 020, P, 38, 0, 0, 58, 82, 44, 68
INVAR-1, Run: 021, P, 38, 0, 0, 19, 34, 5, 20
INVAR-1, Run: 022, P, 38, 0, 0, 15, 18, 1, 4
INVAR-1, Run: 023, P, 38, 0, 0, 15, 23, 1, 9
INVAR-1, Run: 024, P, 38, 0, 0, 23, 46, 9, 32
INVAR-1, Run: 025, P, 38, 0, 0, 22, 37, 8, 23
INVAR-1, Run: 026, P, 38, 0, 0, 16, 31, 2, 17
INVAR-1, Run: 027, P, 38, 0, 0, 24, 44, 10, 30
INVAR-1, Run: 028, P, 38, 0, 0, 15, 18, 1, 4
INVAR-1, Run: 029, P, 38, 0, 0, 15, 25, 1, 11
INVAR-1, Run: 030, P, 38, 0, 0, 20, 44, 6, 30
INVAR-1, Run: 031, P, 38, 0, 0, 23, 39, 9, 25
INVAR-1, Run: 032, P, 38, 0, 0, 18, 37, 4, 23
INVAR-1, Run: 033, P, 38, 0, 0, 23, 34, 9, 20
INVAR-1, Run: 034, P, 38, 0, 0, 23, 38, 9, 24
INVAR-1, Run: 035, P, 38, 0, 0, 16, 24, 2, 10
INVAR-1, Run: 036, P, 38, 0, 0, 18, 27, 4, 13
INVAR-1, Run: 037, P, 38, 0, 0, 50, 77, 36, 63
INVAR-1, Run: 038, P, 38, 0, 0, 16, 23, 2, 9
INVAR-1, Run: 039, P, 38, 0, 0, 18, 23, 4, 9
INVAR-1, Run: 040, P, 38, 0, 0, 20, 40, 6, 26
INVAR-1, Run: 041, P, 38, 0, 0, 19, 36, 5, 22
INVAR-1, Run: 042, P, 38, 0, 0, 17, 39, 3, 25
INVAR-1, Run: 043, P, 0, 38, 0, 39, 31, 63, 55
INVAR-1, Run: 044, P, 38, 0, 0, 22, 36, 8, 22
INVAR-1, Run: 045, P, 38, 0, 0, 36, 53, 22, 39
INVAR-1, Run: 046, P, 38, 0, 0, 25, 45, 11, 31
INVAR-1, Run: 047, P, 38, 0, 0, 18, 30, 4, 16
INVAR-1, Run: 048, P, 38, 0, 0, 18, 34, 4, 20
INVAR-1, Run: 049, P, 38, 0, 0, 19, 34, 5, 20
INVAR-1, Run: 050, P, 38, 0, 0, 14, 28, 0, 14
INVAR-1, Run: 051, P, 38, 0, 0, 24, 36, 10, 22
INVAR-1, Run: 052, P, 38, 0, 0, 15, 26, 1, 12
INVAR-1, Run: 053, P, 38, 0, 0, 21, 26, 7, 12
INVAR-1, Run: 054, P, 38, 0, 0, 23, 40, 9, 26
INVAR-1, Run: 055, P, 38, 0, 0, 17, 29, 3, 15
INVAR-1, Run: 056, P, 38, 0, 0, 28, 45, 14, 31
INVAR-1, Run: 057, P, 38, 0, 0, 17, 22, 3, 8
INVAR-1, Run: 058, P, 38, 0, 0, 16, 34, 2, 20
INVAR-1, Run: 059, P, 38, 0, 0, 30, 40, 16, 26
INVAR-1, Run: 060, P, 38, 0, 0, 35, 45, 21, 31
INVAR-1, Run: 061, P, 38, 0, 0, 26, 34, 12, 20
INVAR-1, Run: 062, P, 38, 0, 0, 21, 29, 7, 15
INVAR-1, Run: 063, P, 38, 0, 0, 20, 37, 6, 23
INVAR-1, Run: 064, P, 38, 0, 0, 20, 39, 6, 25
INVAR-1, Run: 065, P, 38, 0, 0, 15, 29, 1, 15
INVAR-1, Run: 066, P, 38, 0, 0, 26, 34, 12, 20
INVAR-1, Run: 067, P, 38, 0, 0, 17, 20, 3, 6
INVAR-1, Run: 068, P, 38, 0, 0, 45, 72, 31, 58
INVAR-1, Run: 069, P, 38, 0, 0, 20, 30, 6, 16
INVAR-1, Run: 070, P, 38, 0, 0, 29, 51, 15, 37
INVAR-1, Run: 071, P, 38, 0, 0, 22, 45, 8, 31
INVAR-1, Run: 072, P, 38, 0, 0, 27, 39, 13, 25
INVAR-1, Run: 073, P, 38, 0, 0, 29, 49, 15, 35
INVAR-1, Run: 074, P, 38, 0, 0, 22, 43, 8, 29
INVAR-1, Run: 075, P, 38, 0, 0, 17, 29, 3, 15
INVAR-1, Run: 076, P, 38, 0, 0, 22, 32, 8, 18
INVAR-1, Run: 077, P, 38, 0, 0, 15, 27, 1, 13
INVAR-1, Run: 078, P, 38, 0, 0, 17, 34, 3, 20
INVAR-1, Run: 079, P, 38, 0, 0, 16, 24, 2, 10
INVAR-1, Run: 080, P, 38, 0, 0, 23, 40, 9, 26
INVAR-1, Run: 081, P, 38, 0, 0, 20, 32, 6, 18
INVAR-1, Run: 082, P, 38, 0, 0, 21, 34, 7, 20
INVAR-1, Run: 083, P, 38, 0, 0, 14, 21, 0, 7
INVAR-1, Run: 084, P, 38, 0, 0, 21, 24, 7, 10
INVAR-1, Run: 085, P, 38, 0, 0, 17, 31, 3, 17
INVAR-1, Run: 086, P, 38, 0, 0, 20, 35, 6, 21
