Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B
INVAR-1, Run: 001, F, 0, 0, 0, 0, 0, 0, 0, 9, 1, 45, 0
INVAR-1, Run: 002, F, 0, 0, 0, 0, 0, 0, 0, 23, 1, 31, 0
INVAR-1, Run: 003, F, 0, 0, 0, 0, 0, 0, 0, 12, 1, 42, 0
INVAR-1, Run: 004, F, 0, 0, 0, 0, 0, 0, 0, 13, 1, 41, 0
INVAR-1, Run: 005, F, 0, 0, 0, 0, 0, 0, 0, 2, 1, 52, 0
INVAR-1, Run: 006, F, 0, 0, 0, 0, 0, 0, 0, 4, 1, 50, 0
INVAR-1, Run: 007, F, 0, 0, 0, 0, 0, 0, 0, 8, 1, 46, 0
INVAR-1, Run: 008, F, 0, 0, 0, 0, 0, 0, 0, 30, 1, 24, 0
INVAR-1, Run: 009, F, 0, 0, 0, 0, 0, 0, 0, 6, 1, 48, 0
INVAR-1, Run: 010, F, 0, 0, 0, 0, 0, 0, 0, 15, 1, 39, 0
INVAR-1, Run: 011, F, 0, 0, 0, 0, 0, 0, 0, 31, 1, 23, 0
INVAR-1, Run: 012, F, 0, 0, 0, 0, 0, 0, 0, 7, 1, 47, 0
INVAR-1, Run: 013, F, 0, 0, 0, 0, 0, 0, 0, 15, 1, 39, 0
INVAR-1, Run: 014, F, 0, 0, 0, 0, 0, 0, 0, 14, 1, 40, 0
INVAR-1, Run: 015, F, 0, 0, 0, 0, 0, 0, 0, 10, 1, 44, 0
INVAR-1, Run: 016, P, 0, 0, 0, 0, 0, 0, 0, 0, 1, 54, 0
INVAR-1, Run: 017, F, 0, 0, 0, 0, 0, 0, 0, 13, 1, 41, 0
INVAR-1, Run: 018, F, 0, 0, 0, 0, 0, 0, 0, 7, 1, 47, 0
INVAR-1, Run: 019, F, 0, 0, 0, 0, 0, 0, 0, 8, 1, 46, 0
INVAR-1, Run: 020, F, 0, 0, 0, 0, 0, 0, 0, 14, 1, 40, 0
INVAR-1, Run: 021, F, 0, 0, 0, 0, 0, 0, 0, 10, 1, 44, 0
INVAR-1, Run: 022, F, 0, 0, 0, 0, 0, 0, 0, 14, 1, 40, 0
INVAR-1, Run: 023, F, 0, 0, 0, 0, 0, 0, 0, 14, 1, 40, 0
INVAR-1, Run: 024, F, 0, 0, 0, 0, 0, 0, 0, 10, 1, 44, 0
INVAR-1, Run: 025, F, 0, 0, 0, 0, 0, 0, 0, 18, 1, 36, 0
