Input Number, Run_Number, Result@ 1000, A, B, H, C, T1, L3, L4, L1, L5, Y, T2, T3, T4, T5, T6, R, U, L2, D, O1, O2, O3, O4, Reaction New, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction3, Reaction4, Reaction5, Reaction6, Reaction8, Reaction9
INVAR-2, Run: 071, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 96, 106, 16, 96, 50, 129, 53, 68, 162, 158, 157, 156, 156, 4, 2053, 1, 1, 0, 1, 155, 155, 743, 400, 271, 218, 1310, 393
INVAR-2, Run: 072, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 92, 102, 112, 92, 50, 148, 67, 81, 112, 107, 105, 103, 103, 5, 2329, 2, 2, 0, 1, 102, 102, 797, 446, 298, 231, 1532, 401
INVAR-2, Run: 073, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 566, 576, 486, 566, 50, 160, 88, 138, 17, 17, 14, 13, 13, 0, 3567, 3, 1, 0, 0, 13, 13, 894, 536, 376, 288, 2673, 408
INVAR-2, Run: 074, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 95, 105, 15, 95, 50, 169, 72, 66, 22, 20, 19, 19, 19, 2, 2595, 1, 0, 0, 0, 19, 19, 890, 457, 288, 216, 1705, 483
INVAR-2, Run: 075, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 93, 3, 13, 93, 50, 185, 102, 163, 475, 471, 465, 458, 454, 4, 2528, 6, 7, 4, 5, 449, 449, 969, 600, 415, 313, 1559, 419
INVAR-2, Run: 076, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 317, 327, 237, 317, 50, 165, 89, 94, 0, 0, 0, 0, 0, 0, 3586, 0, 0, 0, 0, 0, 0, 944, 498, 333, 244, 2642, 496
INVAR-2, Run: 077, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 523, 533, 543, 523, 50, 119, 63, 137, 168, 168, 168, 165, 164, 0, 3802, 0, 3, 1, 1, 163, 163, 831, 469, 350, 287, 2971, 412
INVAR-2, Run: 078, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 198, 208, 218, 198, 50, 127, 55, 98, 0, 0, 0, 0, 0, 0, 2888, 0, 0, 0, 0, 0, 0, 839, 430, 303, 248, 2049, 459
INVAR-2, Run: 079, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 530, 440, 450, 530, 50, 260, 128, 156, 173, 170, 170, 170, 163, 3, 4761, 0, 0, 7, 0, 163, 163, 1309, 694, 434, 306, 3452, 665
INVAR-2, Run: 080, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 91, 101, 11, 91, 50, 166, 88, 234, 119, 117, 115, 114, 113, 2, 2571, 2, 1, 1, 0, 113, 113, 989, 638, 472, 384, 1582, 401
INVAR-2, Run: 081, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 199, 109, 119, 199, 50, 158, 82, 123, 7, 6, 6, 6, 6, 1, 3201, 0, 0, 0, 0, 6, 6, 977, 513, 355, 273, 2224, 514
INVAR-2, Run: 082, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 91, 101, 11, 91, 50, 196, 99, 298, 624, 615, 613, 609, 603, 9, 2686, 2, 4, 6, 7, 596, 596, 1191, 743, 547, 448, 1495, 498
INVAR-2, Run: 083, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 707, 717, 727, 707, 50, 146, 61, 153, 673, 669, 664, 659, 654, 4, 4254, 5, 5, 5, 6, 648, 648, 900, 510, 364, 303, 3354, 440
INVAR-2, Run: 084, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 91, 101, 111, 91, 50, 130, 63, 97, 398, 394, 390, 388, 381, 4, 2159, 4, 2, 7, 4, 377, 377, 742, 440, 310, 247, 1417, 352
INVAR-2, Run: 085, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 101, 111, 121, 101, 50, 123, 34, 30, 130, 129, 129, 128, 127, 1, 2521, 0, 1, 1, 0, 127, 127, 720, 337, 214, 180, 1801, 433
INVAR-2, Run: 086, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 201, 111, 121, 201, 50, 125, 77, 76, 153, 152, 151, 150, 150, 1, 2789, 1, 1, 0, 3, 147, 147, 832, 428, 303, 226, 1957, 454
INVAR-2, Run: 087, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 89, 99, 109, 89, 50, 101, 51, 54, 1281, 1265, 1257, 1246, 1236, 16, 1985, 8, 11, 10, 12, 1224, 1224, 620, 356, 255, 204, 1365, 314
INVAR-2, Run: 088, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 102, 112, 122, 102, 50, 160, 77, 112, 31, 31, 31, 30, 28, 0, 2449, 0, 1, 2, 1, 27, 27, 866, 499, 339, 262, 1583, 417
INVAR-2, Run: 089, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 95, 105, 15, 95, 50, 117, 36, 67, 0, 0, 0, 0, 0, 0, 2154, 0, 0, 0, 0, 0, 0, 658, 370, 253, 217, 1496, 338
INVAR-2, Run: 090, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 91, 101, 111, 91, 50, 129, 49, 30, 407, 398, 393, 389, 386, 9, 2458, 5, 4, 3, 1, 385, 385, 767, 358, 229, 180, 1691, 459
INVAR-2, Run: 091, P, 100, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 562, 572, 582, 562, 50, 158, 62, 88, 2, 2, 2, 2, 1, 0, 4146, 0, 0, 1, 0, 1, 1, 927, 458, 300, 238, 3219, 519
INVAR-2, Run: 092, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 195, 105, 115, 195, 50, 145, 84, 223, 368, 367, 360, 358, 356, 1, 2986, 7, 2, 2, 2, 354, 354, 934, 602, 457, 373, 2052, 382
INVAR-2, Run: 093, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 89, 99, 9, 89, 50, 126, 68, 86, 466, 461, 455, 450, 446, 5, 2033, 6, 5, 4, 1, 445, 445, 780, 430, 304, 236, 1253, 400
INVAR-2, Run: 094, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 316, 226, 236, 316, 50, 134, 65, 179, 348, 345, 342, 337, 331, 3, 3159, 3, 5, 6, 3, 328, 328, 921, 528, 394, 329, 2238, 443
INVAR-2, Run: 095, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 200, 110, 120, 200, 50, 192, 92, 223, 153, 152, 150, 148, 145, 1, 3497, 2, 2, 3, 1, 144, 144, 1148, 657, 465, 373, 2349, 541
INVAR-2, Run: 096, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 197, 107, 117, 197, 50, 185, 89, 225, 0, 0, 0, 0, 0, 0, 3369, 0, 0, 0, 0, 0, 0, 1115, 649, 464, 375, 2254, 516
INVAR-2, Run: 097, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 90, 100, 10, 90, 50, 159, 70, 69, 484, 479, 476, 471, 469, 5, 2238, 3, 5, 2, 4, 465, 465, 794, 448, 289, 219, 1444, 396
INVAR-2, Run: 098, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 587, 497, 507, 587, 50, 142, 66, 72, 0, 0, 0, 0, 0, 0, 3881, 0, 0, 0, 0, 0, 0, 846, 430, 288, 222, 3035, 466
INVAR-2, Run: 099, P, 0, 0, 0, 100, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 199, 209, 119, 199, 50, 80, 31, 28, 156, 154, 153, 152, 151, 2, 2513, 1, 1, 1, 0, 151, 151, 617, 289, 209, 178, 1896, 378
INVAR-2, Run: 100, P, 0, 100, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 91, 1, 11, 91, 50, 139, 88, 221, 928, 921, 908, 902, 897, 7, 2387, 13, 6, 5, 5, 892, 892, 973, 598, 459, 371, 1414, 425
INVAR-3, Run: 001, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 1953, 1053, 1153, 1953, 50, 161, 78, 95, 198, 193, 192, 192, 191, 5, 5137, 1, 0, 1, 3, 188, 188, 986, 484, 323, 245, 4151, 552
INVAR-3, Run: 002, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 8208, 8308, 7408, 8208, 50, 111, 59, 91, 0, 0, 0, 0, 0, 0, 5821, 0, 0, 0, 0, 0, 0, 797, 411, 300, 241, 5024, 436
INVAR-3, Run: 003, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 17424, 17524, 16624, 17424, 50, 163, 99, 172, 0, 0, 0, 0, 0, 0, 6894, 0, 0, 0, 0, 0, 0, 1012, 584, 421, 322, 5882, 478
INVAR-3, Run: 004, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 4069, 4169, 4269, 4069, 50, 171, 73, 95, 0, 0, 0, 0, 0, 0, 5771, 0, 0, 0, 0, 0, 0, 961, 489, 318, 245, 4810, 522
INVAR-3, Run: 005, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 27912, 27012, 27112, 27912, 50, 132, 62, 97, 0, 0, 0, 0, 0, 0, 7348, 0, 0, 0, 0, 0, 0, 843, 441, 309, 247, 6505, 452
INVAR-3, Run: 006, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 90919, 91019, 90119, 90919, 50, 160, 98, 211, 0, 0, 0, 0, 0, 0, 8851, 0, 0, 0, 0, 0, 0, 1008, 619, 459, 361, 7843, 439
INVAR-3, Run: 007, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 9456, 9556, 8656, 9456, 50, 137, 47, 45, 0, 0, 0, 0, 0, 0, 6620, 0, 0, 0, 0, 0, 0, 822, 379, 242, 195, 5798, 493
INVAR-3, Run: 008, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 18269, 18369, 17469, 18269, 50, 119, 58, 68, 0, 0, 0, 0, 0, 0, 6823, 0, 0, 0, 0, 0, 0, 799, 395, 276, 218, 6024, 454
INVAR-3, Run: 009, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 8431, 8531, 8631, 8431, 50, 156, 78, 186, 0, 0, 0, 0, 0, 0, 6417, 0, 0, 0, 0, 0, 0, 1030, 570, 414, 336, 5387, 510
INVAR-3, Run: 010, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 2991, 3091, 2191, 2991, 50, 233, 130, 382, 0, 0, 0, 0, 0, 0, 6010, 0, 0, 0, 0, 0, 0, 1455, 895, 662, 532, 4555, 610
INVAR-3, Run: 011, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 11472, 11572, 10672, 11472, 50, 138, 71, 128, 0, 0, 0, 0, 0, 0, 6742, 0, 0, 0, 0, 0, 0, 890, 487, 349, 278, 5852, 453
INVAR-3, Run: 012, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 29934, 30034, 29134, 29934, 50, 127, 68, 151, 0, 0, 0, 0, 0, 0, 7392, 0, 0, 0, 0, 0, 0, 910, 496, 369, 301, 6482, 464
INVAR-3, Run: 013, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 4115, 4215, 4315, 4115, 50, 116, 54, 46, 0, 0, 0, 0, 0, 0, 5813, 0, 0, 0, 0, 0, 0, 810, 366, 250, 196, 5003, 494
INVAR-3, Run: 014, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 3008, 3108, 2208, 3008, 50, 100, 38, 36, 0, 0, 0, 0, 0, 0, 5196, 0, 0, 0, 0, 0, 0, 746, 324, 224, 186, 4450, 472
INVAR-3, Run: 015, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 9407, 8507, 8607, 9407, 50, 123, 43, 42, 0, 0, 0, 0, 0, 0, 6473, 0, 0, 0, 0, 0, 0, 810, 358, 235, 192, 5663, 502
INVAR-3, Run: 016, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 4027, 4127, 3227, 4027, 50, 95, 38, 17, 0, 0, 0, 0, 0, 0, 5131, 0, 0, 0, 0, 0, 0, 678, 300, 205, 167, 4453, 428
INVAR-3, Run: 017, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 122857, 122957, 123057, 122857, 50, 138, 78, 155, 0, 0, 0, 0, 0, 0, 9226, 0, 0, 0, 0, 0, 0, 926, 521, 383, 305, 8300, 455
INVAR-3, Run: 018, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 25094, 24194, 24294, 25094, 50, 142, 80, 169, 0, 0, 0, 0, 0, 0, 7453, 0, 0, 0, 0, 0, 0, 1000, 541, 399, 319, 6453, 509
INVAR-3, Run: 019, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 8381, 8481, 7581, 8381, 50, 108, 53, 50, 0, 0, 0, 0, 0, 0, 5698, 0, 0, 0, 0, 0, 0, 746, 361, 253, 200, 4952, 435
INVAR-3, Run: 020, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 16741, 16841, 16941, 16741, 50, 127, 40, 55, 0, 0, 0, 0, 0, 0, 6622, 0, 0, 0, 0, 0, 0, 788, 372, 245, 205, 5834, 466
INVAR-3, Run: 021, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 143407, 143507, 143607, 143407, 50, 149, 88, 197, 0, 0, 0, 0, 0, 0, 9721, 0, 0, 0, 0, 0, 0, 1020, 584, 435, 347, 8701, 486
INVAR-3, Run: 022, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 9233, 8333, 8433, 9233, 50, 159, 56, 82, 0, 0, 0, 0, 0, 0, 6702, 0, 0, 0, 0, 0, 0, 931, 447, 288, 232, 5771, 534
INVAR-3, Run: 023, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 31398, 30498, 30598, 31398, 50, 142, 63, 74, 0, 0, 0, 0, 0, 0, 7874, 0, 0, 0, 0, 0, 0, 919, 429, 287, 224, 6955, 540
INVAR-3, Run: 024, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 41884, 41984, 41084, 41884, 50, 115, 64, 173, 0, 0, 0, 0, 0, 0, 7545, 0, 0, 0, 0, 0, 0, 858, 502, 387, 323, 6687, 406
INVAR-3, Run: 025, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 3002, 3102, 3202, 3002, 50, 222, 106, 137, 0, 0, 0, 0, 0, 0, 5894, 0, 0, 0, 0, 0, 0, 1228, 615, 393, 287, 4666, 663
INVAR-3, Run: 026, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 94206, 94306, 93406, 94206, 50, 187, 124, 289, 0, 0, 0, 0, 0, 0, 9413, 0, 0, 0, 0, 0, 0, 1235, 750, 563, 439, 8178, 535
INVAR-3, Run: 027, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 9188, 8288, 8388, 9188, 50, 184, 125, 296, 0, 0, 0, 0, 0, 0, 6731, 0, 0, 0, 0, 0, 0, 1249, 755, 571, 446, 5482, 544
INVAR-3, Run: 028, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 18625, 18725, 18825, 18625, 50, 210, 101, 201, 0, 0, 0, 0, 0, 0, 7486, 0, 0, 0, 0, 0, 0, 1185, 662, 452, 351, 6301, 573
INVAR-3, Run: 029, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 3975, 4075, 4175, 3975, 50, 210, 88, 187, 79, 79, 79, 79, 78, 0, 5809, 0, 0, 1, 2, 76, 76, 1148, 635, 425, 337, 4661, 563
INVAR-3, Run: 030, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 4020, 3120, 3220, 4020, 50, 123, 72, 85, 0, 0, 0, 0, 0, 0, 5240, 0, 0, 0, 0, 0, 0, 782, 430, 307, 235, 4458, 402
INVAR-3, Run: 031, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 7373, 7473, 6573, 7373, 50, 164, 84, 183, 0, 0, 0, 0, 0, 0, 5655, 0, 0, 0, 0, 0, 0, 957, 581, 417, 333, 4698, 426
INVAR-3, Run: 032, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 37737, 37837, 36937, 37737, 50, 115, 52, 134, 0, 0, 0, 0, 0, 0, 7411, 0, 0, 0, 0, 0, 0, 802, 451, 336, 284, 6609, 401
INVAR-3, Run: 033, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 33302, 33402, 33502, 33302, 50, 95, 56, 39, 0, 0, 0, 0, 0, 0, 7545, 0, 0, 0, 0, 0, 0, 762, 340, 245, 189, 6783, 472
INVAR-3, Run: 034, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 23685, 23785, 23885, 23685, 50, 66, 22, 9, 0, 0, 0, 0, 0, 0, 6781, 0, 0, 0, 0, 0, 0, 573, 247, 181, 159, 6208, 376
INVAR-3, Run: 035, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 4020, 3120, 3220, 4020, 50, 123, 61, 46, 0, 0, 0, 0, 0, 0, 5412, 0, 0, 0, 0, 0, 0, 798, 380, 257, 196, 4614, 468
INVAR-3, Run: 036, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 14133, 14233, 14333, 14133, 50, 161, 76, 156, 0, 0, 0, 0, 0, 0, 6888, 0, 0, 0, 0, 0, 0, 1002, 543, 382, 306, 5886, 509
INVAR-3, Run: 037, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 9251, 9351, 8451, 9251, 50, 132, 58, 57, 0, 0, 0, 0, 0, 0, 6402, 0, 0, 0, 0, 0, 0, 794, 397, 265, 207, 5608, 447
INVAR-3, Run: 038, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 3045, 3145, 2245, 3045, 50, 207, 103, 220, 0, 0, 0, 0, 0, 0, 5630, 0, 0, 0, 0, 0, 0, 1197, 680, 473, 370, 4433, 567
INVAR-3, Run: 039, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 6135, 6235, 6335, 6135, 50, 216, 120, 234, 0, 0, 0, 0, 0, 0, 6218, 0, 0, 0, 0, 0, 0, 1255, 720, 504, 384, 4963, 585
INVAR-3, Run: 040, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 6154, 5254, 5354, 6154, 50, 173, 63, 67, 0, 0, 0, 0, 0, 0, 6342, 0, 0, 0, 0, 0, 0, 939, 453, 280, 217, 5403, 536
INVAR-3, Run: 041, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 1964, 2064, 2164, 1964, 50, 70, 33, 48, 0, 0, 0, 0, 0, 0, 4187, 0, 0, 0, 0, 0, 0, 623, 301, 231, 198, 3564, 372
INVAR-3, Run: 042, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 54012, 54112, 54212, 54012, 50, 74, 29, 15, 0, 0, 0, 0, 0, 0, 7565, 0, 0, 0, 0, 0, 0, 609, 268, 194, 165, 6956, 391
INVAR-3, Run: 043, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 29308, 29408, 28508, 29308, 50, 116, 56, 57, 0, 0, 0, 0, 0, 0, 7627, 0, 0, 0, 0, 0, 0, 817, 379, 263, 207, 6810, 488
INVAR-3, Run: 044, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 1987, 2087, 2187, 1987, 50, 106, 61, 112, 0, 0, 0, 0, 0, 0, 4630, 0, 0, 0, 0, 0, 0, 783, 429, 323, 262, 3847, 404
INVAR-3, Run: 045, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 11401, 11501, 11601, 11401, 50, 143, 68, 89, 0, 0, 0, 0, 0, 0, 6920, 0, 0, 0, 0, 0, 0, 965, 450, 307, 239, 5955, 565
INVAR-3, Run: 046, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 9503, 9603, 9703, 9503, 50, 161, 68, 78, 0, 0, 0, 0, 0, 0, 6419, 0, 0, 0, 0, 0, 0, 923, 457, 296, 228, 5496, 516
INVAR-3, Run: 047, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 9330, 8430, 8530, 9330, 50, 198, 78, 112, 0, 0, 0, 0, 0, 0, 6839, 0, 0, 0, 0, 0, 0, 1050, 538, 340, 262, 5789, 562
INVAR-3, Run: 048, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 81855, 81955, 81055, 81855, 50, 124, 50, 58, 0, 0, 0, 0, 0, 0, 8418, 0, 0, 0, 0, 0, 0, 759, 382, 258, 208, 7659, 427
INVAR-3, Run: 049, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 7245, 6345, 6445, 7245, 50, 188, 95, 220, 0, 0, 0, 0, 0, 0, 6651, 0, 0, 0, 0, 0, 0, 1168, 653, 465, 370, 5483, 565
INVAR-3, Run: 050, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 8215, 7315, 7415, 8215, 50, 182, 92, 176, 0, 0, 0, 0, 0, 0, 6411, 0, 0, 0, 0, 0, 0, 1060, 600, 418, 326, 5351, 510
INVAR-3, Run: 051, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 4020, 4120, 3220, 4020, 50, 158, 70, 118, 0, 0, 0, 0, 0, 0, 6128, 0, 0, 0, 0, 0, 0, 956, 496, 338, 268, 5172, 510
INVAR-3, Run: 052, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 7170, 6270, 6370, 7170, 50, 166, 74, 252, 0, 0, 0, 0, 0, 0, 5804, 0, 0, 0, 0, 0, 0, 1004, 642, 476, 402, 4800, 412
INVAR-3, Run: 053, P, 0, 1000, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 12531, 11631, 11731, 12531, 50, 189, 85, 152, 0, 0, 0, 0, 0, 0, 6895, 0, 0, 0, 0, 0, 0, 1029, 576, 387, 302, 5866, 503
INVAR-3, Run: 054, P, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 25076, 25176, 25276, 25076, 50, 196, 86, 108, 0, 0, 0, 0, 0, 0, 8035, 0, 0, 0, 0, 0, 0, 1079, 540, 344, 258, 6956, 589
INVAR-3, Run: 055, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 19913, 20013, 19113, 19913, 50, 160, 75, 99, 0, 0, 0, 0, 0, 0, 7504, 0, 0, 0, 0, 0, 0, 974, 484, 324, 249, 6530, 540
INVAR-3, Run: 056, P, 0, 0, 0, 1000, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 7480, 7580, 6680, 7480, 50, 205, 94, 237, 0, 0, 0, 0, 0, 0, 6922, 0, 0, 0, 0, 0, 0, 1241, 686, 481, 387, 5681, 605
