Input Number, Run_Number, Result@ 100, CO, X1, Y, H, M, PO, CE, D, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 064, F, 0, 0, 202, 0, 0, 0, 66, 0, 1, 328, 0, 68, 132, 247, 594, 66, 44, 21, 66, 132, 198, 313, 662
INVAR-10, Run: 065, F, 0, 0, 211, 0, 0, 0, 63, 0, 1, 304, 0, 74, 126, 341, 1056, 63, 32, 30, 63, 126, 189, 404, 1130
INVAR-10, Run: 066, F, 0, 0, 208, 0, 0, 0, 64, 0, 1, 312, 0, 72, 128, 262, 1038, 64, 38, 25, 64, 128, 192, 326, 1110
INVAR-10, Run: 067, F, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1, 75, 125, 381, 985, 62, 33, 29, 62, 125, 187, 381, 1361
INVAR-10, Run: 068, F, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0, 80, 120, 273, 712, 60, 33, 26, 60, 120, 180, 333, 792
INVAR-10, Run: 069, F, 0, 0, 217, 0, 0, 0, 61, 0, 1, 288, 0, 78, 122, 237, 760, 61, 44, 16, 61, 122, 183, 298, 838
INVAR-10, Run: 070, F, 309, 0, 455, 1, 0, 1, 0, 63, 0, 0, 1, 73, 127, 349, 590, 63, 38, 25, 63, 127, 190, 349, 972
INVAR-10, Run: 071, F, 317, 0, 459, 1, 0, 1, 0, 64, 0, 0, 1, 71, 129, 257, 522, 64, 37, 27, 64, 129, 193, 257, 910
INVAR-10, Run: 072, F, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1, 75, 125, 206, 563, 62, 45, 17, 62, 125, 187, 206, 939
INVAR-10, Run: 073, F, 0, 0, 223, 0, 0, 0, 59, 0, 1, 272, 0, 82, 118, 270, 742, 59, 37, 21, 59, 118, 177, 329, 824
INVAR-10, Run: 074, F, 261, 0, 431, 1, 0, 1, 0, 57, 0, 0, 1, 85, 115, 312, 697, 57, 36, 21, 57, 115, 172, 312, 1043
INVAR-10, Run: 075, F, 261, 0, 431, 1, 0, 1, 0, 57, 0, 0, 1, 85, 115, 336, 705, 57, 36, 21, 57, 115, 172, 336, 1051
INVAR-10, Run: 076, F, 0, 0, 214, 0, 0, 0, 62, 0, 1, 296, 0, 76, 124, 273, 979, 62, 35, 26, 62, 124, 186, 335, 1055
INVAR-10, Run: 077, F, 325, 0, 463, 1, 0, 1, 0, 65, 0, 0, 1, 69, 131, 401, 782, 65, 43, 22, 65, 131, 196, 401, 1176
INVAR-10, Run: 078, F, 317, 0, 459, 1, 0, 1, 0, 64, 0, 0, 1, 71, 129, 361, 670, 64, 42, 22, 64, 129, 193, 361, 1058
INVAR-10, Run: 079, F, 0, 0, 217, 0, 0, 0, 61, 0, 1, 288, 0, 78, 122, 311, 562, 61, 33, 27, 61, 122, 183, 372, 640
INVAR-10, Run: 080, F, 0, 0, 217, 0, 0, 0, 61, 0, 1, 288, 0, 78, 122, 348, 853, 61, 36, 24, 61, 122, 183, 409, 931
INVAR-10, Run: 081, F, 325, 0, 463, 1, 0, 1, 0, 65, 0, 0, 1, 69, 131, 520, 896, 65, 32, 33, 65, 131, 196, 520, 1290
INVAR-10, Run: 082, F, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1, 77, 123, 332, 647, 61, 38, 23, 61, 123, 184, 332, 1017
INVAR-10, Run: 083, F, 0, 0, 223, 0, 0, 0, 59, 0, 1, 272, 0, 82, 118, 173, 505, 59, 34, 24, 59, 118, 177, 232, 587
INVAR-10, Run: 084, F, 309, 0, 455, 1, 0, 1, 0, 63, 0, 0, 1, 73, 127, 306, 504, 63, 34, 29, 63, 127, 190, 306, 886
INVAR-10, Run: 085, F, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1, 79, 121, 310, 823, 60, 37, 23, 60, 121, 181, 310, 1187
INVAR-10, Run: 086, F, 285, 0, 443, 1, 0, 1, 0, 60, 0, 0, 1, 79, 121, 264, 676, 60, 39, 21, 60, 121, 181, 264, 1040
INVAR-10, Run: 087, F, 0, 0, 211, 0, 0, 0, 63, 0, 1, 304, 0, 74, 126, 308, 941, 63, 37, 25, 63, 126, 189, 371, 1015
INVAR-10, Run: 088, F, 333, 0, 467, 1, 0, 1, 0, 66, 0, 0, 1, 67, 133, 292, 563, 66, 37, 29, 66, 133, 199, 292, 963
INVAR-10, Run: 089, F, 317, 0, 459, 1, 0, 1, 0, 64, 0, 0, 1, 71, 129, 468, 1776, 64, 37, 27, 64, 129, 193, 468, 2164
INVAR-10, Run: 090, F, 0, 0, 211, 0, 0, 0, 63, 0, 1, 304, 0, 74, 126, 268, 632, 63, 28, 34, 63, 126, 189, 331, 706
INVAR-10, Run: 091, F, 301, 0, 451, 1, 0, 1, 0, 62, 0, 0, 1, 75, 125, 347, 767, 62, 41, 21, 62, 125, 187, 347, 1143
INVAR-10, Run: 092, F, 0, 0, 229, 0, 0, 0, 57, 0, 1, 256, 0, 86, 114, 164, 543, 57, 40, 16, 57, 114, 171, 221, 629
INVAR-10, Run: 093, F, 237, 0, 419, 1, 0, 1, 0, 54, 0, 0, 1, 91, 109, 197, 525, 54, 33, 21, 54, 109, 163, 197, 853
INVAR-10, Run: 094, F, 309, 0, 455, 1, 0, 1, 0, 63, 0, 0, 1, 73, 127, 307, 709, 63, 38, 25, 63, 127, 190, 307, 1091
INVAR-10, Run: 095, F, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0, 80, 120, 173, 709, 60, 33, 26, 60, 120, 180, 233, 789
INVAR-10, Run: 096, F, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1, 77, 123, 438, 1493, 61, 41, 20, 61, 123, 184, 438, 1863
INVAR-10, Run: 097, F, 293, 0, 447, 1, 0, 1, 0, 61, 0, 0, 1, 77, 123, 392, 1094, 61, 38, 23, 61, 123, 184, 392, 1464
INVAR-10, Run: 098, F, 277, 0, 439, 1, 0, 1, 0, 59, 0, 0, 1, 81, 119, 325, 864, 59, 37, 22, 59, 119, 178, 325, 1222
INVAR-10, Run: 099, F, 0, 0, 211, 0, 0, 0, 63, 0, 1, 304, 0, 74, 126, 213, 569, 63, 43, 19, 63, 126, 189, 276, 643
INVAR-10, Run: 100, F, 0, 0, 220, 0, 0, 0, 60, 0, 1, 280, 0, 80, 120, 278, 828, 60, 40, 19, 60, 120, 180, 338, 908
INVAR-2, Run: 001, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 25, 35, 17, 11, 6, 17, 35, 52, 25, 141
INVAR-2, Run: 002, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 47, 110, 17, 11, 6, 17, 35, 52, 47, 216
INVAR-2, Run: 003, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0, 22, 34, 30, 89, 17, 10, 6, 17, 34, 51, 47, 111
INVAR-2, Run: 004, F, 0, 0, 64, 0, 0, 0, 16, 0, 1, 72, 0, 24, 32, 23, 65, 16, 14, 1, 16, 32, 48, 39, 89
INVAR-2, Run: 005, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1, 19, 37, 68, 127, 18, 12, 6, 18, 37, 55, 68, 239
INVAR-2, Run: 006, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0, 22, 34, 55, 119, 17, 10, 6, 17, 34, 51, 72, 141
INVAR-2, Run: 007, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 34, 40, 16, 11, 5, 16, 33, 49, 34, 140
INVAR-2, Run: 008, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0, 20, 36, 47, 126, 18, 11, 6, 18, 36, 54, 65, 146
INVAR-2, Run: 009, F, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1, 17, 39, 114, 303, 19, 11, 8, 19, 39, 58, 114, 421
INVAR-2, Run: 010, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0, 18, 38, 40, 168, 19, 8, 10, 19, 38, 57, 59, 186
INVAR-2, Run: 011, F, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1, 17, 39, 62, 158, 19, 10, 9, 19, 39, 58, 62, 276
INVAR-2, Run: 012, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0, 20, 36, 75, 117, 18, 13, 4, 18, 36, 54, 93, 137
INVAR-2, Run: 013, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 59, 192, 16, 9, 7, 16, 33, 49, 59, 292
INVAR-2, Run: 014, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 76, 211, 17, 11, 6, 17, 35, 52, 76, 317
INVAR-2, Run: 015, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 59, 101, 17, 12, 5, 17, 35, 52, 59, 207
INVAR-2, Run: 016, F, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0, 16, 40, 72, 201, 20, 8, 11, 20, 40, 60, 92, 217
INVAR-2, Run: 017, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0, 20, 36, 34, 192, 18, 6, 11, 18, 36, 54, 52, 212
INVAR-2, Run: 018, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1, 19, 37, 42, 63, 18, 15, 3, 18, 37, 55, 42, 175
INVAR-2, Run: 019, F, 69, 0, 119, 1, 0, 1, 0, 15, 0, 0, 1, 25, 31, 26, 39, 15, 9, 6, 15, 31, 46, 26, 133
INVAR-2, Run: 020, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 105, 389, 16, 11, 5, 16, 33, 49, 105, 489
INVAR-2, Run: 021, F, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0, 16, 40, 42, 141, 20, 9, 10, 20, 40, 60, 62, 157
INVAR-2, Run: 022, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 34, 83, 17, 11, 6, 17, 35, 52, 34, 189
INVAR-2, Run: 023, F, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1, 17, 39, 93, 226, 19, 11, 8, 19, 39, 58, 93, 344
INVAR-2, Run: 024, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 57, 89, 16, 10, 6, 16, 33, 49, 57, 189
INVAR-2, Run: 025, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0, 18, 38, 67, 149, 19, 7, 11, 19, 38, 57, 86, 167
INVAR-2, Run: 026, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1, 19, 37, 46, 87, 18, 10, 8, 18, 37, 55, 46, 199
INVAR-2, Run: 027, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1, 19, 37, 60, 158, 18, 10, 8, 18, 37, 55, 60, 270
INVAR-2, Run: 028, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 46, 125, 17, 14, 3, 17, 35, 52, 46, 231
INVAR-2, Run: 029, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0, 22, 34, 61, 128, 17, 11, 5, 17, 34, 51, 78, 150
INVAR-2, Run: 030, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 46, 67, 16, 9, 7, 16, 33, 49, 46, 167
INVAR-2, Run: 031, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 54, 181, 17, 15, 2, 17, 35, 52, 54, 287
INVAR-2, Run: 032, F, 69, 0, 119, 1, 0, 1, 0, 15, 0, 0, 1, 25, 31, 50, 150, 15, 9, 6, 15, 31, 46, 50, 244
INVAR-2, Run: 033, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1, 19, 37, 61, 136, 18, 13, 5, 18, 37, 55, 61, 248
INVAR-2, Run: 034, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 15, 60, 16, 11, 5, 16, 33, 49, 15, 160
INVAR-2, Run: 035, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1, 19, 37, 75, 129, 18, 9, 9, 18, 37, 55, 75, 241
INVAR-2, Run: 036, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 43, 89, 16, 12, 4, 16, 33, 49, 43, 189
INVAR-2, Run: 037, F, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0, 16, 40, 47, 118, 20, 12, 7, 20, 40, 60, 67, 134
INVAR-2, Run: 038, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0, 22, 34, 41, 116, 17, 9, 7, 17, 34, 51, 58, 138
INVAR-2, Run: 039, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0, 20, 36, 41, 133, 18, 13, 4, 18, 36, 54, 59, 153
INVAR-2, Run: 040, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 81, 216, 17, 10, 7, 17, 35, 52, 81, 322
INVAR-2, Run: 041, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0, 22, 34, 32, 115, 17, 8, 8, 17, 34, 51, 49, 137
INVAR-2, Run: 042, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 30, 79, 17, 12, 5, 17, 35, 52, 30, 185
INVAR-2, Run: 043, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0, 20, 36, 34, 129, 18, 12, 5, 18, 36, 54, 52, 149
INVAR-2, Run: 044, F, 0, 0, 49, 0, 0, 0, 21, 0, 1, 112, 0, 14, 42, 45, 78, 21, 10, 10, 21, 42, 63, 66, 92
INVAR-2, Run: 045, F, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1, 17, 39, 73, 187, 19, 12, 7, 19, 39, 58, 73, 305
INVAR-2, Run: 046, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 76, 216, 17, 9, 8, 17, 35, 52, 76, 322
INVAR-2, Run: 047, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0, 18, 38, 50, 142, 19, 4, 14, 19, 38, 57, 69, 160
INVAR-2, Run: 048, F, 69, 0, 119, 1, 0, 1, 0, 15, 0, 0, 1, 25, 31, 31, 123, 15, 12, 3, 15, 31, 46, 31, 217
INVAR-2, Run: 049, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 77, 192, 16, 13, 3, 16, 33, 49, 77, 292
INVAR-2, Run: 050, F, 0, 0, 67, 0, 0, 0, 15, 0, 1, 64, 0, 26, 30, 30, 125, 15, 9, 5, 15, 30, 45, 45, 151
INVAR-2, Run: 051, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0, 20, 36, 76, 203, 18, 10, 7, 18, 36, 54, 94, 223
INVAR-2, Run: 052, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1, 19, 37, 99, 354, 18, 10, 8, 18, 37, 55, 99, 466
INVAR-2, Run: 053, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 39, 141, 17, 9, 8, 17, 35, 52, 39, 247
INVAR-2, Run: 054, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0, 18, 38, 58, 157, 19, 12, 6, 19, 38, 57, 77, 175
INVAR-2, Run: 055, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 30, 101, 17, 8, 9, 17, 35, 52, 30, 207
INVAR-2, Run: 056, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 39, 82, 17, 12, 5, 17, 35, 52, 39, 188
INVAR-2, Run: 057, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0, 22, 34, 21, 212, 17, 14, 2, 17, 34, 51, 38, 234
INVAR-2, Run: 058, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0, 20, 36, 44, 217, 18, 12, 5, 18, 36, 54, 62, 237
INVAR-2, Run: 059, F, 0, 0, 70, 0, 0, 0, 14, 0, 1, 56, 0, 28, 28, 18, 45, 14, 9, 4, 14, 28, 42, 32, 73
INVAR-2, Run: 060, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1, 19, 37, 38, 66, 18, 11, 7, 18, 37, 55, 38, 178
INVAR-2, Run: 061, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0, 22, 34, 28, 88, 17, 11, 5, 17, 34, 51, 45, 110
INVAR-2, Run: 062, F, 0, 0, 55, 0, 0, 0, 19, 0, 1, 96, 0, 18, 38, 48, 101, 19, 10, 8, 19, 38, 57, 67, 119
INVAR-2, Run: 063, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0, 20, 36, 38, 121, 18, 11, 6, 18, 36, 54, 56, 141
INVAR-2, Run: 064, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0, 20, 36, 58, 164, 18, 11, 6, 18, 36, 54, 76, 184
INVAR-2, Run: 065, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 43, 114, 16, 11, 5, 16, 33, 49, 43, 214
INVAR-2, Run: 066, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 133, 412, 17, 10, 7, 17, 35, 52, 133, 518
INVAR-2, Run: 067, F, 109, 0, 139, 1, 0, 1, 0, 20, 0, 0, 1, 15, 41, 51, 149, 20, 13, 7, 20, 41, 61, 51, 273
INVAR-2, Run: 068, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 52, 70, 17, 12, 5, 17, 35, 52, 52, 176
INVAR-2, Run: 069, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 34, 92, 16, 12, 4, 16, 33, 49, 34, 192
INVAR-2, Run: 070, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1, 19, 37, 67, 226, 18, 13, 5, 18, 37, 55, 67, 338
INVAR-2, Run: 071, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0, 20, 36, 41, 114, 18, 9, 8, 18, 36, 54, 59, 134
INVAR-2, Run: 072, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 71, 190, 16, 9, 7, 16, 33, 49, 71, 290
INVAR-2, Run: 073, F, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1, 17, 39, 43, 135, 19, 13, 6, 19, 39, 58, 43, 253
INVAR-2, Run: 074, F, 0, 0, 64, 0, 0, 0, 16, 0, 1, 72, 0, 24, 32, 21, 88, 16, 11, 4, 16, 32, 48, 37, 112
INVAR-2, Run: 075, F, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1, 17, 39, 58, 176, 19, 12, 7, 19, 39, 58, 58, 294
INVAR-2, Run: 076, F, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1, 17, 39, 74, 134, 19, 13, 6, 19, 39, 58, 74, 252
INVAR-2, Run: 077, F, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0, 16, 40, 68, 215, 20, 10, 9, 20, 40, 60, 88, 231
INVAR-2, Run: 078, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0, 22, 34, 42, 125, 17, 11, 5, 17, 34, 51, 59, 147
INVAR-2, Run: 079, F, 0, 0, 46, 0, 0, 0, 22, 0, 1, 120, 0, 12, 44, 85, 210, 22, 10, 11, 22, 44, 66, 107, 222
INVAR-2, Run: 080, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 110, 340, 17, 12, 5, 17, 35, 52, 110, 446
INVAR-2, Run: 081, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 29, 140, 16, 12, 4, 16, 33, 49, 29, 240
INVAR-2, Run: 082, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 57, 65, 16, 14, 2, 16, 33, 49, 57, 165
INVAR-2, Run: 083, F, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0, 16, 40, 61, 89, 20, 9, 10, 20, 40, 60, 81, 105
INVAR-2, Run: 084, F, 85, 0, 127, 1, 0, 1, 0, 17, 0, 0, 1, 21, 35, 60, 198, 17, 8, 9, 17, 35, 52, 60, 304
INVAR-2, Run: 085, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1, 19, 37, 94, 281, 18, 10, 8, 18, 37, 55, 94, 393
INVAR-2, Run: 086, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0, 20, 36, 37, 167, 18, 15, 2, 18, 36, 54, 55, 187
INVAR-2, Run: 087, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 33, 80, 16, 11, 5, 16, 33, 49, 33, 180
INVAR-2, Run: 088, F, 93, 0, 131, 1, 0, 1, 0, 18, 0, 0, 1, 19, 37, 66, 151, 18, 15, 3, 18, 37, 55, 66, 263
INVAR-2, Run: 089, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 37, 138, 16, 9, 7, 16, 33, 49, 37, 238
INVAR-2, Run: 090, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 55, 192, 16, 13, 3, 16, 33, 49, 55, 292
INVAR-2, Run: 091, F, 101, 0, 135, 1, 0, 1, 0, 19, 0, 0, 1, 17, 39, 44, 71, 19, 10, 9, 19, 39, 58, 44, 189
INVAR-2, Run: 092, F, 0, 0, 61, 0, 0, 0, 17, 0, 1, 80, 0, 22, 34, 18, 49, 17, 13, 3, 17, 34, 51, 35, 71
INVAR-2, Run: 093, F, 0, 0, 64, 0, 0, 0, 16, 0, 1, 72, 0, 24, 32, 28, 115, 16, 8, 7, 16, 32, 48, 44, 139
INVAR-2, Run: 094, F, 0, 0, 52, 0, 0, 0, 20, 0, 1, 104, 0, 16, 40, 52, 152, 20, 13, 6, 20, 40, 60, 72, 168
INVAR-2, Run: 095, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0, 20, 36, 23, 71, 18, 12, 5, 18, 36, 54, 41, 91
INVAR-2, Run: 096, F, 109, 0, 139, 1, 0, 1, 0, 20, 0, 0, 1, 15, 41, 61, 126, 20, 13, 7, 20, 41, 61, 61, 250
INVAR-2, Run: 097, F, 0, 0, 58, 0, 0, 0, 18, 0, 1, 88, 0, 20, 36, 63, 75, 18, 6, 11, 18, 36, 54, 81, 95
INVAR-2, Run: 098, F, 77, 0, 123, 1, 0, 1, 0, 16, 0, 0, 1, 23, 33, 30, 59, 16, 14, 2, 16, 33, 49, 30, 159
INVAR-2, Run: 099, F, 0, 0, 70, 0, 0, 0, 14, 0, 1, 56, 0, 28, 28, 28, 66, 14, 7, 6, 14, 28, 42, 42, 94
INVAR-2, Run: 100, F, 0, 0, 64, 0, 0, 0, 16, 0, 1, 72, 0, 24, 32, 27, 152, 16, 13, 2, 16, 32, 48, 43, 176
INVAR-3, Run: 001, F, 0, 0, 175, 0, 0, 0, 51, 0, 1, 244, 0, 62, 102, 259, 613, 51, 34, 16, 51, 102, 153, 310, 675
INVAR-3, Run: 002, F, 233, 0, 363, 1, 0, 1, 0, 49, 0, 0, 1, 65, 99, 345, 1023, 49, 34, 15, 49, 99, 148, 345, 1321
INVAR-3, Run: 003, F, 217, 0, 355, 1, 0, 1, 0, 47, 0, 0, 1, 69, 95, 224, 445, 47, 26, 21, 47, 95, 142, 224, 731
INVAR-3, Run: 004, F, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1, 63, 101, 310, 510, 50, 30, 20, 50, 101, 151, 310, 814
INVAR-3, Run: 005, F, 0, 0, 178, 0, 0, 0, 50, 0, 1, 236, 0, 64, 100, 230, 750, 50, 26, 23, 50, 100, 150, 280, 814
INVAR-3, Run: 006, F, 233, 0, 363, 1, 0, 1, 0, 49, 0, 0, 1, 65, 99, 305, 766, 49, 29, 20, 49, 99, 148, 305, 1064
INVAR-3, Run: 007, F, 225, 0, 359, 1, 0, 1, 0, 48, 0, 0, 1, 67, 97, 130, 448, 48, 32, 16, 48, 97, 145, 130, 740
INVAR-3, Run: 008, F, 0, 0, 172, 0, 0, 0, 52, 0, 1, 252, 0, 60, 104, 161, 370, 52, 37, 14, 52, 104, 156, 213, 430
INVAR-3, Run: 009, F, 233, 0, 363, 1, 0, 1, 0, 49, 0, 0, 1, 65, 99, 294, 608, 49, 32, 17, 49, 99, 148, 294, 906
INVAR-3, Run: 010, F, 0, 0, 181, 0, 0, 0, 49, 0, 1, 228, 0, 66, 98, 150, 475, 49, 31, 17, 49, 98, 147, 199, 541
INVAR-3, Run: 011, F, 0, 0, 157, 0, 0, 0, 57, 0, 1, 292, 0, 50, 114, 306, 1167, 57, 44, 12, 57, 114, 171, 363, 1217
INVAR-3, Run: 012, F, 0, 0, 175, 0, 0, 0, 51, 0, 1, 244, 0, 62, 102, 172, 477, 51, 36, 14, 51, 102, 153, 223, 539
INVAR-3, Run: 013, F, 0, 0, 175, 0, 0, 0, 51, 0, 1, 244, 0, 62, 102, 235, 415, 51, 24, 26, 51, 102, 153, 286, 477
INVAR-3, Run: 014, F, 217, 0, 355, 1, 0, 1, 0, 47, 0, 0, 1, 69, 95, 310, 947, 47, 29, 18, 47, 95, 142, 310, 1233
INVAR-3, Run: 015, F, 273, 0, 383, 1, 0, 1, 0, 54, 0, 0, 1, 55, 109, 198, 787, 54, 31, 23, 54, 109, 163, 198, 1115
INVAR-3, Run: 016, F, 0, 0, 172, 0, 0, 0, 52, 0, 1, 252, 0, 60, 104, 194, 416, 52, 32, 19, 52, 104, 156, 246, 476
INVAR-3, Run: 017, F, 273, 0, 383, 1, 0, 1, 0, 54, 0, 0, 1, 55, 109, 295, 694, 54, 37, 17, 54, 109, 163, 295, 1022
INVAR-3, Run: 018, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1, 61, 103, 191, 696, 51, 33, 18, 51, 103, 154, 191, 1006
INVAR-3, Run: 019, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1, 61, 103, 305, 902, 51, 38, 13, 51, 103, 154, 305, 1212
INVAR-3, Run: 020, F, 0, 0, 187, 0, 0, 0, 47, 0, 1, 212, 0, 70, 94, 155, 537, 47, 31, 15, 47, 94, 141, 202, 607
INVAR-3, Run: 021, F, 201, 0, 347, 1, 0, 1, 0, 45, 0, 0, 1, 73, 91, 168, 345, 45, 28, 17, 45, 91, 136, 168, 619
INVAR-3, Run: 022, F, 209, 0, 351, 1, 0, 1, 0, 46, 0, 0, 1, 71, 93, 244, 755, 46, 28, 18, 46, 93, 139, 244, 1035
INVAR-3, Run: 023, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1, 61, 103, 388, 711, 51, 32, 19, 51, 103, 154, 388, 1021
INVAR-3, Run: 024, F, 257, 0, 375, 1, 0, 1, 0, 52, 0, 0, 1, 59, 105, 226, 488, 52, 35, 17, 52, 105, 157, 226, 804
INVAR-3, Run: 025, F, 265, 0, 379, 1, 0, 1, 0, 53, 0, 0, 1, 57, 107, 457, 1590, 53, 35, 18, 53, 107, 160, 457, 1912
INVAR-3, Run: 026, F, 249, 0, 371, 1, 0, 1, 0, 51, 0, 0, 1, 61, 103, 241, 666, 51, 28, 23, 51, 103, 154, 241, 976
INVAR-3, Run: 027, F, 241, 0, 367, 1, 0, 1, 0, 50, 0, 0, 1, 63, 101, 275, 513, 50, 27, 23, 50, 101, 151, 275, 817
