Input Number, Run_Number, Result@ 100, V, X, Y
1, Run: 001, P, 108, 0, 0
1, Run: 002, P, 103, 0, 0
1, Run: 003, P, 98, 0, 0
1, Run: 004, P, 91, 0, 0
1, Run: 005, P, 105, 0, 0
1, Run: 006, P, 119, 0, 0
1, Run: 007, P, 123, 0, 0
1, Run: 008, P, 125, 0, 0
1, Run: 009, P, 91, 0, 0
1, Run: 010, P, 99, 0, 0
1, Run: 011, P, 108, 0, 0
1, Run: 012, P, 102, 0, 0
1, Run: 013, P, 81, 0, 0
1, Run: 014, P, 91, 0, 0
1, Run: 015, P, 113, 0, 0
1, Run: 016, P, 123, 0, 0
1, Run: 017, P, 98, 0, 0
1, Run: 018, P, 90, 0, 0
1, Run: 019, P, 109, 0, 0
1, Run: 020, P, 107, 0, 0
1, Run: 021, P, 99, 0, 0
1, Run: 022, P, 103, 0, 0
1, Run: 023, P, 105, 0, 0
1, Run: 024, P, 91, 0, 0
1, Run: 025, P, 100, 0, 0
1, Run: 026, P, 99, 0, 0
1, Run: 027, P, 115, 0, 0
1, Run: 028, P, 98, 0, 0
1, Run: 029, P, 114, 0, 0
1, Run: 030, P, 102, 0, 0
1, Run: 031, P, 116, 0, 0
1, Run: 032, P, 107, 0, 0
1, Run: 033, P, 110, 0, 0
1, Run: 034, P, 114, 0, 0
1, Run: 035, P, 87, 0, 0
1, Run: 036, P, 132, 0, 0
1, Run: 037, P, 104, 0, 0
1, Run: 038, P, 92, 0, 0
1, Run: 039, P, 104, 0, 0
1, Run: 040, P, 110, 0, 0
1, Run: 041, P, 110, 0, 0
1, Run: 042, P, 102, 0, 0
1, Run: 043, P, 80, 0, 0
1, Run: 044, P, 96, 0, 0
1, Run: 045, P, 113, 0, 0
1, Run: 046, P, 108, 0, 0
1, Run: 047, P, 116, 0, 0
1, Run: 048, P, 118, 0, 0
1, Run: 049, P, 100, 0, 0
1, Run: 050, P, 96, 0, 0
1, Run: 051, P, 104, 0, 0
1, Run: 052, P, 110, 0, 0
1, Run: 053, P, 122, 0, 0
1, Run: 054, P, 117, 0, 0
1, Run: 055, P, 112, 0, 0
1, Run: 056, P, 125, 0, 0
1, Run: 057, P, 102, 0, 0
1, Run: 058, P, 122, 0, 0
1, Run: 059, P, 125, 0, 0
1, Run: 060, P, 108, 0, 0
1, Run: 061, P, 103, 0, 0
1, Run: 062, P, 84, 0, 0
1, Run: 063, P, 114, 0, 0
1, Run: 064, P, 115, 0, 0
1, Run: 065, P, 108, 0, 0
1, Run: 066, P, 100, 0, 0
1, Run: 067, P, 104, 0, 0
1, Run: 068, P, 110, 0, 0
1, Run: 069, P, 132, 0, 0
1, Run: 070, P, 98, 0, 0
1, Run: 071, P, 74, 0, 0
1, Run: 072, P, 98, 0, 0
1, Run: 073, P, 98, 0, 0
1, Run: 074, P, 126, 0, 0
1, Run: 075, P, 108, 0, 0
1, Run: 076, P, 92, 0, 0
1, Run: 077, P, 112, 0, 0
1, Run: 078, P, 103, 0, 0
1, Run: 079, P, 107, 0, 0
1, Run: 080, P, 122, 0, 0
1, Run: 081, P, 107, 0, 0
1, Run: 082, P, 125, 0, 0
1, Run: 083, P, 82, 0, 0
1, Run: 084, P, 114, 0, 0
1, Run: 085, P, 125, 0, 0
1, Run: 086, P, 111, 0, 0
1, Run: 087, P, 98, 0, 0
1, Run: 088, P, 107, 0, 0
1, Run: 089, P, 108, 0, 0
1, Run: 090, P, 110, 0, 0
1, Run: 091, P, 86, 0, 0
1, Run: 092, P, 92, 0, 0
1, Run: 093, P, 103, 0, 0
1, Run: 094, P, 94, 0, 0
1, Run: 095, P, 105, 0, 0
1, Run: 096, P, 105, 0, 0
1, Run: 097, P, 122, 0, 0
1, Run: 098, P, 103, 0, 0
1, Run: 099, P, 109, 0, 0
1, Run: 100, P, 111, 0, 0
2, Run: 001, P, 92, 0, 0
2, Run: 002, P, 95, 0, 0
2, Run: 003, P, 122, 0, 0
2, Run: 004, P, 94, 0, 0
2, Run: 005, P, 129, 0, 0
2, Run: 006, P, 114, 0, 0
2, Run: 007, P, 111, 0, 0
2, Run: 008, P, 89, 0, 0
2, Run: 009, P, 86, 0, 0
2, Run: 010, P, 127, 0, 0
2, Run: 011, P, 109, 0, 0
2, Run: 012, P, 112, 0, 0
2, Run: 013, P, 110, 0, 0
2, Run: 014, P, 126, 0, 0
2, Run: 015, P, 131, 0, 0
2, Run: 016, P, 104, 0, 0
2, Run: 017, P, 101, 0, 0
2, Run: 018, P, 100, 0, 0
2, Run: 019, P, 130, 0, 0
2, Run: 020, P, 129, 0, 0
2, Run: 021, P, 143, 0, 0
2, Run: 022, P, 111, 0, 0
2, Run: 023, P, 142, 0, 0
2, Run: 024, P, 97, 0, 0
2, Run: 025, P, 142, 0, 0
2, Run: 026, P, 93, 0, 0
2, Run: 027, P, 126, 0, 0
2, Run: 028, P, 109, 0, 0
2, Run: 029, P, 106, 0, 0
2, Run: 030, P, 102, 0, 0
2, Run: 031, P, 133, 0, 0
2, Run: 032, P, 108, 0, 0
2, Run: 033, P, 109, 0, 0
2, Run: 034, P, 104, 0, 0
2, Run: 035, P, 125, 0, 0
2, Run: 036, P, 102, 0, 0
2, Run: 037, P, 127, 0, 0
2, Run: 038, P, 96, 0, 0
2, Run: 039, P, 97, 0, 0
2, Run: 040, P, 92, 0, 0
2, Run: 041, P, 126, 0, 0
2, Run: 042, P, 138, 0, 0
2, Run: 043, P, 137, 0, 0
2, Run: 044, P, 102, 0, 0
2, Run: 045, P, 125, 0, 0
2, Run: 046, P, 130, 0, 0
2, Run: 047, P, 109, 0, 0
2, Run: 048, P, 112, 0, 0
2, Run: 049, P, 114, 0, 0
2, Run: 050, P, 102, 0, 0
2, Run: 051, P, 92, 0, 0
2, Run: 052, P, 116, 0, 0
2, Run: 053, P, 98, 0, 0
2, Run: 054, P, 108, 0, 0
2, Run: 055, P, 112, 0, 0
2, Run: 056, P, 107, 0, 0
2, Run: 057, P, 113, 0, 0
2, Run: 058, P, 122, 0, 0
2, Run: 059, P, 131, 0, 0
2, Run: 060, P, 96, 0, 0
2, Run: 061, P, 105, 0, 0
2, Run: 062, P, 137, 0, 0
2, Run: 063, P, 97, 0, 0
2, Run: 064, P, 122, 0, 0
2, Run: 065, P, 105, 0, 0
2, Run: 066, P, 93, 0, 0
2, Run: 067, P, 144, 0, 0
2, Run: 068, P, 135, 0, 0
2, Run: 069, P, 116, 0, 0
2, Run: 070, P, 94, 0, 0
2, Run: 071, P, 90, 0, 0
2, Run: 072, P, 116, 0, 0
2, Run: 073, P, 120, 0, 0
2, Run: 074, P, 116, 0, 0
2, Run: 075, P, 113, 0, 0
2, Run: 076, P, 102, 0, 0
2, Run: 077, P, 85, 0, 0
2, Run: 078, P, 99, 0, 0
2, Run: 079, P, 109, 0, 0
2, Run: 080, P, 130, 0, 0
2, Run: 081, P, 130, 0, 0
2, Run: 082, P, 107, 0, 0
2, Run: 083, P, 105, 0, 0
2, Run: 084, P, 148, 0, 0
2, Run: 085, P, 102, 0, 0
2, Run: 086, P, 91, 0, 0
2, Run: 087, P, 108, 0, 0
2, Run: 088, P, 139, 0, 0
2, Run: 089, P, 94, 0, 0
2, Run: 090, P, 129, 0, 0
2, Run: 091, P, 104, 0, 0
2, Run: 092, P, 110, 0, 0
2, Run: 093, P, 101, 0, 0
2, Run: 094, P, 117, 0, 0
2, Run: 095, P, 112, 0, 0
2, Run: 096, P, 97, 0, 0
2, Run: 097, P, 101, 0, 0
2, Run: 098, P, 105, 0, 0
2, Run: 099, P, 129, 0, 0
2, Run: 100, P, 115, 0, 0
3, Run: 001, P, 112, 0, 0
3, Run: 002, P, 125, 0, 0
3, Run: 003, P, 130, 0, 0
3, Run: 004, P, 178, 0, 0
3, Run: 005, P, 145, 0, 0
3, Run: 006, P, 107, 0, 0
3, Run: 007, P, 127, 0, 0
3, Run: 008, P, 107, 0, 0
3, Run: 009, P, 88, 0, 0
3, Run: 010, P, 93, 0, 0
3, Run: 011, P, 122, 0, 0
