Input Number, Run_Number, Result@ 100, A, F, X1, B, C, PO, D, CO, Y, PE, CE, E, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 042, F, 0, 1, 0, 0, 0, 0, 550, 0, 0, 1, 0, 49, 51, 200, 4387, 47, 47, 4387, 100, 59, 40, 49, 125, 200, 5820, 2935
INVAR-10, Run: 043, F, 0, 0, 0, 0, 0, 0, 552, 0, 0, 1, 0, 52, 48, 200, 4751, 43, 43, 4751, 100, 55, 44, 52, 124, 200, 9240, 4644
INVAR-10, Run: 044, F, 0, 0, 0, 0, 0, 0, 552, 0, 0, 1, 0, 52, 48, 200, 4883, 47, 47, 4883, 100, 66, 33, 52, 124, 200, 4948, 2498
INVAR-10, Run: 045, F, 0, 1, 0, 0, 0, 0, 548, 0, 0, 1, 0, 47, 53, 200, 4339, 52, 52, 4339, 100, 63, 36, 47, 126, 200, 4426, 2239
INVAR-10, Run: 046, F, 0, 1, 0, 0, 0, 0, 556, 0, 0, 1, 0, 55, 45, 200, 3414, 47, 47, 3414, 100, 56, 43, 55, 122, 200, 5270, 2657
INVAR-10, Run: 047, F, 0, 0, 0, 0, 0, 0, 540, 0, 0, 1, 0, 40, 60, 200, 4655, 58, 58, 4655, 100, 59, 40, 40, 130, 200, 6020, 3040
INVAR-10, Run: 048, F, 0, 1, 0, 0, 0, 0, 552, 0, 2, 1, 2, 50, 49, 200, 4382, 58, 56, 4382, 100, 63, 36, 50, 124, 200, 4436, 2242
INVAR-10, Run: 049, F, 0, 1, 0, 0, 0, 0, 558, 0, 0, 1, 0, 57, 43, 200, 5122, 65, 65, 5122, 100, 67, 32, 57, 121, 200, 4056, 2049
INVAR-10, Run: 050, F, 0, 0, 0, 0, 0, 0, 552, 0, 0, 1, 0, 52, 48, 200, 6391, 52, 52, 6391, 100, 66, 33, 52, 124, 200, 8570, 4309
INVAR-10, Run: 051, F, 0, 0, 0, 0, 0, 0, 558, 0, 0, 1, 0, 58, 42, 200, 4085, 54, 54, 4085, 100, 70, 29, 58, 121, 200, 3822, 1932
INVAR-10, Run: 052, F, 0, 0, 0, 0, 0, 0, 556, 0, 0, 1, 0, 56, 44, 200, 3664, 39, 39, 3664, 100, 60, 39, 56, 122, 200, 5128, 2586
INVAR-10, Run: 053, F, 0, 1, 0, 0, 0, 0, 558, 0, 0, 1, 0, 57, 43, 200, 4648, 37, 37, 4648, 100, 50, 49, 57, 121, 200, 4498, 2270
INVAR-10, Run: 054, F, 0, 0, 0, 0, 0, 0, 552, 0, 2, 1, 2, 51, 48, 200, 3946, 53, 51, 3946, 100, 68, 31, 51, 124, 200, 3920, 1984
INVAR-10, Run: 055, F, 0, 1, 0, 0, 0, 0, 556, 0, 0, 1, 0, 55, 45, 200, 4128, 43, 43, 4128, 100, 62, 37, 55, 122, 200, 4038, 2041
INVAR-10, Run: 056, F, 0, 0, 0, 0, 0, 0, 552, 0, 2, 1, 2, 51, 48, 200, 3379, 52, 50, 3379, 100, 67, 32, 51, 124, 200, 3808, 1928
INVAR-10, Run: 057, F, 0, 1, 0, 0, 0, 0, 554, 0, 0, 1, 0, 53, 47, 200, 7049, 75, 75, 7049, 100, 56, 43, 53, 123, 200, 6668, 3357
INVAR-10, Run: 058, F, 0, 0, 0, 0, 0, 0, 554, 0, 0, 1, 0, 54, 46, 200, 4291, 34, 34, 4291, 100, 68, 31, 54, 123, 200, 4202, 2124
INVAR-10, Run: 059, F, 0, 1, 0, 0, 0, 0, 552, 0, 0, 1, 0, 51, 49, 200, 2764, 43, 43, 2764, 100, 61, 38, 51, 124, 200, 3918, 1983
INVAR-10, Run: 060, F, 0, 1, 0, 0, 0, 0, 554, 0, 0, 1, 0, 53, 47, 200, 4306, 43, 43, 4306, 100, 67, 32, 53, 123, 200, 4738, 2392
INVAR-10, Run: 061, F, 0, 0, 0, 0, 0, 0, 554, 0, 2, 1, 2, 53, 46, 200, 5015, 39, 37, 5015, 100, 62, 37, 53, 123, 200, 4198, 2122
INVAR-10, Run: 062, F, 0, 1, 0, 0, 0, 0, 556, 0, 0, 1, 0, 55, 45, 200, 4848, 45, 45, 4848, 100, 55, 44, 55, 122, 200, 5528, 2786
INVAR-10, Run: 063, F, 0, 1, 0, 0, 0, 0, 550, 0, 2, 1, 2, 48, 51, 200, 3463, 43, 41, 3463, 100, 64, 35, 48, 125, 200, 4378, 2214
INVAR-10, Run: 064, F, 0, 1, 0, 0, 0, 0, 550, 0, 0, 1, 0, 49, 51, 200, 4371, 36, 36, 4371, 100, 66, 33, 49, 125, 200, 4300, 2175
INVAR-10, Run: 065, F, 0, 0, 0, 0, 0, 0, 544, 0, 0, 1, 0, 44, 56, 200, 4157, 56, 56, 4157, 100, 63, 36, 44, 128, 200, 4012, 2034
INVAR-10, Run: 066, F, 0, 0, 0, 0, 0, 0, 552, 0, 2, 1, 2, 51, 48, 200, 2960, 64, 62, 2960, 100, 57, 42, 51, 124, 200, 4388, 2218
INVAR-10, Run: 067, F, 0, 0, 0, 0, 0, 0, 550, 0, 0, 1, 0, 50, 50, 200, 4200, 41, 41, 4200, 100, 67, 32, 50, 125, 200, 5030, 2540
INVAR-10, Run: 068, F, 0, 1, 0, 0, 0, 0, 554, 0, 0, 1, 0, 53, 47, 200, 5532, 43, 43, 5532, 100, 62, 37, 53, 123, 200, 3804, 1925
INVAR-10, Run: 069, F, 0, 0, 0, 0, 0, 0, 548, 0, 0, 1, 0, 48, 52, 200, 3553, 65, 65, 3553, 100, 72, 27, 48, 126, 200, 4032, 2042
INVAR-10, Run: 070, F, 0, 0, 0, 0, 0, 0, 552, 0, 2, 1, 2, 51, 48, 200, 4979, 59, 57, 4979, 100, 63, 36, 51, 124, 200, 7356, 3702
INVAR-10, Run: 071, F, 0, 0, 0, 0, 0, 0, 542, 0, 0, 1, 0, 42, 58, 200, 3108, 45, 45, 3108, 100, 58, 41, 42, 129, 200, 4016, 2037
INVAR-10, Run: 072, F, 0, 0, 0, 0, 0, 0, 558, 0, 0, 1, 0, 58, 42, 200, 5335, 49, 49, 5335, 100, 59, 40, 58, 121, 200, 4612, 2327
INVAR-10, Run: 073, F, 0, 0, 0, 0, 0, 0, 558, 0, 0, 1, 0, 58, 42, 200, 4493, 52, 52, 4493, 100, 59, 40, 58, 121, 200, 3040, 1541
INVAR-10, Run: 074, F, 0, 1, 0, 0, 0, 0, 554, 0, 0, 1, 0, 53, 47, 200, 3940, 35, 35, 3940, 100, 62, 37, 53, 123, 200, 5318, 2682
INVAR-10, Run: 075, F, 0, 1, 0, 0, 0, 0, 554, 0, 0, 1, 0, 53, 47, 200, 3990, 48, 48, 3990, 100, 61, 38, 53, 123, 200, 4838, 2442
INVAR-10, Run: 076, F, 0, 1, 0, 0, 0, 0, 556, 0, 0, 1, 0, 55, 45, 200, 3851, 58, 58, 3851, 100, 63, 36, 55, 122, 200, 4720, 2382
INVAR-10, Run: 077, F, 0, 1, 0, 0, 0, 0, 556, 0, 0, 1, 0, 55, 45, 200, 4781, 51, 51, 4781, 100, 65, 34, 55, 122, 200, 3686, 1865
INVAR-10, Run: 078, F, 0, 0, 0, 0, 0, 0, 558, 0, 0, 1, 0, 58, 42, 200, 5527, 43, 43, 5527, 100, 67, 32, 58, 121, 200, 5862, 2952
INVAR-10, Run: 079, F, 0, 1, 0, 0, 0, 0, 554, 0, 0, 1, 0, 53, 47, 200, 3737, 56, 56, 3737, 100, 63, 36, 53, 123, 200, 4946, 2496
INVAR-10, Run: 080, F, 0, 1, 0, 0, 0, 0, 552, 0, 0, 1, 0, 51, 49, 200, 3621, 45, 45, 3621, 100, 71, 28, 51, 124, 200, 4078, 2063
INVAR-10, Run: 081, F, 0, 0, 0, 0, 0, 0, 554, 0, 2, 1, 2, 53, 46, 200, 4978, 41, 39, 4978, 100, 67, 32, 53, 123, 200, 7096, 3571
INVAR-10, Run: 082, F, 0, 1, 0, 0, 0, 0, 552, 0, 0, 1, 0, 51, 49, 200, 4733, 58, 58, 4733, 100, 65, 34, 51, 124, 200, 4142, 2095
INVAR-10, Run: 083, F, 0, 0, 0, 0, 0, 0, 544, 0, 0, 1, 0, 44, 56, 200, 4036, 50, 50, 4036, 100, 57, 42, 44, 128, 200, 5810, 2933
INVAR-10, Run: 084, F, 0, 1, 0, 0, 0, 0, 554, 0, 0, 1, 0, 53, 47, 200, 3865, 52, 52, 3865, 100, 59, 40, 53, 123, 200, 4414, 2230
INVAR-10, Run: 085, F, 0, 0, 0, 0, 0, 0, 556, 0, 2, 1, 2, 55, 44, 200, 3390, 56, 54, 3390, 100, 63, 36, 55, 122, 200, 5374, 2709
INVAR-10, Run: 086, F, 0, 0, 0, 0, 0, 0, 554, 0, 0, 1, 0, 54, 46, 200, 5184, 35, 35, 5184, 100, 70, 29, 54, 123, 200, 5834, 2940
INVAR-10, Run: 087, F, 0, 0, 0, 0, 0, 0, 544, 0, 0, 1, 0, 44, 56, 200, 5455, 42, 42, 5455, 100, 74, 25, 44, 128, 200, 4710, 2383
INVAR-10, Run: 088, F, 0, 1, 0, 0, 0, 0, 544, 0, 2, 1, 2, 42, 57, 200, 3467, 51, 49, 3467, 100, 60, 39, 42, 128, 200, 3740, 1898
INVAR-10, Run: 089, F, 0, 1, 0, 0, 0, 0, 558, 0, 0, 1, 0, 57, 43, 200, 5216, 45, 45, 5216, 100, 62, 37, 57, 121, 200, 4248, 2145
INVAR-10, Run: 090, F, 0, 1, 0, 0, 0, 0, 544, 0, 0, 1, 0, 43, 57, 200, 4504, 43, 43, 4504, 100, 59, 40, 43, 128, 200, 4458, 2257
INVAR-10, Run: 091, F, 0, 1, 0, 0, 0, 0, 546, 0, 2, 1, 2, 44, 55, 200, 4256, 57, 55, 4256, 100, 58, 41, 44, 127, 200, 3874, 1964
INVAR-10, Run: 092, F, 0, 1, 0, 0, 0, 0, 558, 0, 0, 1, 0, 57, 43, 200, 3825, 63, 63, 3825, 100, 46, 53, 57, 121, 200, 5284, 2663
INVAR-10, Run: 093, F, 0, 1, 0, 0, 0, 0, 550, 0, 0, 1, 0, 49, 51, 200, 4610, 45, 45, 4610, 100, 70, 29, 49, 125, 200, 4248, 2149
INVAR-10, Run: 094, F, 0, 0, 0, 0, 0, 0, 552, 0, 0, 1, 0, 52, 48, 200, 5742, 38, 38, 5742, 100, 70, 29, 52, 124, 200, 6352, 3200
INVAR-10, Run: 095, F, 0, 1, 0, 0, 0, 0, 554, 0, 0, 1, 0, 53, 47, 200, 3792, 57, 57, 3792, 100, 62, 37, 53, 123, 200, 4586, 2316
INVAR-10, Run: 096, F, 0, 0, 0, 0, 0, 0, 540, 0, 0, 1, 0, 40, 60, 200, 4806, 29, 29, 4806, 100, 65, 34, 40, 130, 200, 4768, 2414
INVAR-10, Run: 097, F, 0, 1, 0, 0, 0, 0, 548, 0, 0, 1, 0, 47, 53, 200, 5840, 37, 37, 5840, 100, 67, 32, 47, 126, 200, 4920, 2486
INVAR-10, Run: 098, F, 0, 0, 0, 0, 0, 0, 542, 0, 2, 1, 2, 41, 58, 200, 3466, 45, 43, 3466, 100, 61, 38, 41, 129, 200, 3624, 1841
INVAR-10, Run: 099, F, 0, 0, 0, 0, 0, 0, 546, 0, 0, 1, 0, 46, 54, 200, 4763, 34, 34, 4763, 100, 57, 42, 46, 127, 200, 7228, 3641
INVAR-10, Run: 100, F, 0, 1, 0, 0, 0, 0, 542, 0, 0, 1, 0, 41, 59, 200, 4421, 32, 32, 4421, 100, 64, 35, 41, 129, 200, 5216, 2637
INVAR-2, Run: 001, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 639, 6, 6, 639, 28, 19, 8, 14, 35, 56, 766, 390
INVAR-2, Run: 002, F, 0, 1, 0, 0, 0, 0, 150, 0, 0, 1, 0, 9, 19, 56, 318, 11, 11, 318, 28, 14, 13, 9, 37, 56, 434, 226
INVAR-2, Run: 003, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 589, 25, 25, 589, 28, 19, 8, 14, 35, 56, 554, 284
INVAR-2, Run: 004, F, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15, 13, 56, 779, 13, 13, 779, 28, 16, 11, 15, 34, 56, 712, 362
INVAR-2, Run: 005, F, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15, 13, 56, 436, 20, 20, 436, 28, 14, 13, 15, 34, 56, 840, 426
INVAR-2, Run: 006, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 580, 24, 24, 580, 28, 19, 8, 14, 35, 56, 1568, 791
INVAR-2, Run: 007, F, 0, 0, 0, 0, 0, 0, 156, 0, 2, 1, 2, 15, 12, 56, 632, 11, 9, 632, 28, 21, 6, 15, 34, 56, 956, 484
INVAR-2, Run: 008, F, 0, 1, 0, 0, 0, 0, 150, 0, 0, 1, 0, 9, 19, 56, 796, 14, 14, 796, 28, 18, 9, 9, 37, 56, 532, 275
INVAR-2, Run: 009, F, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11, 17, 56, 390, 17, 17, 390, 28, 12, 15, 11, 36, 56, 324, 170
INVAR-2, Run: 010, F, 0, 1, 0, 0, 0, 0, 158, 0, 0, 1, 0, 17, 11, 56, 592, 7, 7, 592, 28, 16, 11, 17, 33, 56, 682, 346
INVAR-2, Run: 011, F, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13, 15, 56, 318, 17, 17, 318, 28, 14, 13, 13, 35, 56, 458, 236
INVAR-2, Run: 012, F, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11, 17, 56, 406, 10, 10, 406, 28, 18, 9, 11, 36, 56, 450, 233
INVAR-2, Run: 013, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 527, 12, 12, 527, 28, 19, 8, 14, 35, 56, 466, 240
INVAR-2, Run: 014, F, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12, 16, 56, 494, 17, 17, 494, 28, 13, 14, 12, 36, 56, 732, 374
INVAR-2, Run: 015, F, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15, 13, 56, 450, 11, 11, 450, 28, 21, 6, 15, 34, 56, 364, 188
INVAR-2, Run: 016, F, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12, 16, 56, 713, 19, 19, 713, 28, 14, 13, 12, 36, 56, 942, 479
INVAR-2, Run: 017, F, 0, 1, 0, 0, 0, 0, 154, 0, 2, 1, 2, 12, 15, 56, 407, 11, 9, 407, 28, 20, 7, 12, 35, 56, 512, 263
INVAR-2, Run: 018, F, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15, 13, 56, 622, 6, 6, 622, 28, 13, 14, 15, 34, 56, 678, 345
INVAR-2, Run: 019, F, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15, 13, 56, 560, 13, 13, 560, 28, 19, 8, 15, 34, 56, 572, 292
INVAR-2, Run: 020, F, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13, 15, 56, 329, 15, 15, 329, 28, 12, 15, 13, 35, 56, 406, 210
INVAR-2, Run: 021, F, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16, 12, 56, 614, 13, 13, 614, 28, 11, 16, 16, 34, 56, 774, 393
INVAR-2, Run: 022, F, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11, 17, 56, 728, 16, 16, 728, 28, 15, 12, 11, 36, 56, 392, 204
INVAR-2, Run: 023, F, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15, 13, 56, 578, 12, 12, 578, 28, 19, 8, 15, 34, 56, 578, 295
INVAR-2, Run: 024, F, 0, 0, 0, 0, 0, 0, 156, 0, 2, 1, 2, 15, 12, 56, 415, 17, 15, 415, 28, 13, 14, 15, 34, 56, 1278, 645
INVAR-2, Run: 025, F, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15, 13, 56, 451, 10, 10, 451, 28, 17, 10, 15, 34, 56, 454, 233
INVAR-2, Run: 026, F, 0, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 18, 10, 56, 803, 12, 12, 803, 28, 16, 11, 18, 33, 56, 1028, 519
INVAR-2, Run: 027, F, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16, 12, 56, 500, 13, 13, 500, 28, 15, 12, 16, 34, 56, 1066, 539
INVAR-2, Run: 028, F, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12, 16, 56, 645, 16, 16, 645, 28, 15, 12, 12, 36, 56, 786, 401
INVAR-2, Run: 029, F, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11, 17, 56, 704, 10, 10, 704, 28, 14, 13, 11, 36, 56, 832, 424
INVAR-2, Run: 030, F, 0, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 10, 18, 56, 466, 18, 18, 466, 28, 19, 8, 10, 37, 56, 790, 404
INVAR-2, Run: 031, F, 0, 1, 0, 0, 0, 0, 158, 0, 0, 1, 0, 17, 11, 56, 472, 10, 10, 472, 28, 16, 11, 17, 33, 56, 528, 269
INVAR-2, Run: 032, F, 0, 0, 0, 0, 0, 0, 152, 0, 2, 1, 2, 11, 16, 56, 635, 22, 20, 635, 28, 19, 8, 11, 36, 56, 580, 298
INVAR-2, Run: 033, F, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15, 13, 56, 705, 16, 16, 705, 28, 21, 6, 15, 34, 56, 532, 272
INVAR-2, Run: 034, F, 0, 0, 0, 0, 0, 0, 148, 0, 0, 1, 0, 8, 20, 56, 573, 13, 13, 573, 28, 18, 9, 8, 38, 56, 634, 327
INVAR-2, Run: 035, F, 0, 1, 0, 0, 0, 0, 156, 0, 2, 1, 2, 14, 13, 56, 383, 11, 9, 383, 28, 15, 12, 14, 34, 56, 580, 296
INVAR-2, Run: 036, F, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16, 12, 56, 797, 12, 12, 797, 28, 20, 7, 16, 34, 56, 638, 325
INVAR-2, Run: 037, F, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12, 16, 56, 600, 8, 8, 600, 28, 19, 8, 12, 36, 56, 646, 331
INVAR-2, Run: 038, F, 0, 1, 0, 0, 0, 0, 156, 0, 2, 1, 2, 14, 13, 56, 648, 13, 11, 648, 28, 19, 8, 14, 34, 56, 620, 316
INVAR-2, Run: 039, F, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16, 12, 56, 648, 18, 18, 648, 28, 18, 9, 16, 34, 56, 1140, 576
INVAR-2, Run: 040, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 485, 15, 15, 485, 28, 14, 13, 14, 35, 56, 862, 438
INVAR-2, Run: 041, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 613, 18, 18, 613, 28, 11, 16, 14, 35, 56, 948, 481
INVAR-2, Run: 042, F, 0, 1, 0, 0, 0, 0, 160, 0, 0, 1, 0, 19, 9, 56, 732, 9, 9, 732, 28, 20, 7, 19, 32, 56, 474, 241
INVAR-2, Run: 043, F, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16, 12, 56, 624, 9, 9, 624, 28, 15, 12, 16, 34, 56, 608, 310
INVAR-2, Run: 044, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 563, 10, 10, 563, 28, 14, 13, 14, 35, 56, 952, 483
INVAR-2, Run: 045, F, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13, 15, 56, 560, 15, 15, 560, 28, 20, 7, 13, 35, 56, 720, 367
INVAR-2, Run: 046, F, 0, 1, 0, 0, 0, 0, 154, 0, 2, 1, 2, 12, 15, 56, 914, 20, 18, 914, 28, 13, 14, 12, 35, 56, 974, 494
INVAR-2, Run: 047, F, 0, 0, 0, 0, 0, 0, 156, 0, 2, 1, 2, 15, 12, 56, 690, 17, 15, 690, 28, 16, 11, 15, 34, 56, 1118, 565
INVAR-2, Run: 048, F, 0, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0, 20, 8, 56, 645, 8, 8, 645, 28, 19, 8, 20, 32, 56, 1530, 769
INVAR-2, Run: 049, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 643, 10, 10, 643, 28, 20, 7, 14, 35, 56, 786, 400
INVAR-2, Run: 050, F, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12, 16, 56, 687, 13, 13, 687, 28, 18, 9, 12, 36, 56, 1222, 619
INVAR-2, Run: 051, F, 0, 1, 0, 0, 0, 0, 154, 0, 2, 1, 2, 12, 15, 56, 714, 18, 16, 714, 28, 24, 3, 12, 35, 56, 640, 327
INVAR-2, Run: 052, F, 0, 0, 0, 0, 0, 0, 150, 0, 2, 1, 2, 9, 18, 56, 684, 13, 11, 684, 28, 20, 7, 9, 37, 56, 1164, 591
INVAR-2, Run: 053, F, 0, 1, 0, 0, 0, 0, 160, 0, 0, 1, 0, 19, 9, 56, 698, 11, 11, 698, 28, 15, 12, 19, 32, 56, 136, 72
INVAR-2, Run: 054, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 770, 10, 10, 770, 28, 18, 9, 14, 35, 56, 966, 490
INVAR-2, Run: 055, F, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12, 16, 56, 703, 12, 12, 703, 28, 19, 8, 12, 36, 56, 954, 485
INVAR-2, Run: 056, F, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13, 15, 56, 589, 9, 9, 589, 28, 19, 8, 13, 35, 56, 546, 280
INVAR-2, Run: 057, F, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13, 15, 56, 593, 13, 13, 593, 28, 21, 6, 13, 35, 56, 604, 309
INVAR-2, Run: 058, F, 0, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 10, 18, 56, 470, 14, 14, 470, 28, 19, 8, 10, 37, 56, 1752, 885
INVAR-2, Run: 059, F, 0, 1, 0, 0, 0, 0, 156, 0, 2, 1, 2, 14, 13, 56, 717, 10, 8, 717, 28, 18, 9, 14, 34, 56, 526, 269
INVAR-2, Run: 060, F, 0, 1, 0, 0, 0, 0, 158, 0, 0, 1, 0, 17, 11, 56, 517, 17, 17, 517, 28, 12, 15, 17, 33, 56, 508, 259
INVAR-2, Run: 061, F, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11, 17, 56, 410, 13, 13, 410, 28, 19, 8, 11, 36, 56, 662, 339
INVAR-2, Run: 062, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 610, 7, 7, 610, 28, 26, 1, 14, 35, 56, 870, 442
INVAR-2, Run: 063, F, 0, 0, 0, 0, 0, 0, 154, 0, 2, 1, 2, 13, 14, 56, 597, 10, 8, 597, 28, 13, 14, 13, 35, 56, 744, 379
INVAR-2, Run: 064, F, 0, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 10, 18, 56, 441, 11, 11, 441, 28, 21, 6, 10, 37, 56, 718, 368
INVAR-2, Run: 065, F, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16, 12, 56, 549, 18, 18, 549, 28, 18, 9, 16, 34, 56, 1046, 529
INVAR-2, Run: 066, F, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11, 17, 56, 454, 19, 19, 454, 28, 21, 6, 11, 36, 56, 452, 234
INVAR-2, Run: 067, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 832, 24, 24, 832, 28, 22, 5, 14, 35, 56, 616, 315
INVAR-2, Run: 068, F, 0, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 10, 18, 56, 482, 15, 15, 482, 28, 17, 10, 10, 37, 56, 936, 477
INVAR-2, Run: 069, F, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15, 13, 56, 619, 13, 13, 619, 28, 22, 5, 15, 34, 56, 426, 219
INVAR-2, Run: 070, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 597, 22, 22, 597, 28, 17, 10, 14, 35, 56, 554, 284
INVAR-2, Run: 071, F, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16, 12, 56, 812, 12, 12, 812, 28, 20, 7, 16, 34, 56, 644, 328
INVAR-2, Run: 072, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 491, 20, 20, 491, 28, 18, 9, 14, 35, 56, 514, 264
INVAR-2, Run: 073, F, 0, 1, 0, 0, 0, 0, 154, 0, 0, 1, 0, 13, 15, 56, 303, 19, 19, 303, 28, 19, 8, 13, 35, 56, 458, 236
INVAR-2, Run: 074, F, 0, 1, 0, 0, 0, 0, 158, 0, 0, 1, 0, 17, 11, 56, 557, 17, 17, 557, 28, 17, 10, 17, 33, 56, 736, 373
INVAR-2, Run: 075, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 525, 8, 8, 525, 28, 23, 4, 14, 35, 56, 746, 380
INVAR-2, Run: 076, F, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12, 16, 56, 779, 18, 18, 779, 28, 16, 11, 12, 36, 56, 922, 469
INVAR-2, Run: 077, F, 0, 0, 0, 0, 0, 0, 156, 0, 2, 1, 2, 15, 12, 56, 510, 13, 11, 510, 28, 15, 12, 15, 34, 56, 728, 370
INVAR-2, Run: 078, F, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11, 17, 56, 743, 17, 17, 743, 28, 18, 9, 11, 36, 56, 534, 275
INVAR-2, Run: 079, F, 0, 0, 0, 0, 0, 0, 156, 0, 2, 1, 2, 15, 12, 56, 711, 18, 16, 711, 28, 18, 9, 15, 34, 56, 650, 331
INVAR-2, Run: 080, F, 0, 0, 0, 0, 0, 0, 158, 0, 0, 1, 0, 18, 10, 56, 729, 13, 13, 729, 28, 16, 11, 18, 33, 56, 568, 289
INVAR-2, Run: 081, F, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15, 13, 56, 541, 12, 12, 541, 28, 19, 8, 15, 34, 56, 468, 240
INVAR-2, Run: 082, F, 0, 0, 0, 0, 0, 0, 156, 0, 0, 1, 0, 16, 12, 56, 550, 19, 19, 550, 28, 15, 12, 16, 34, 56, 518, 265
INVAR-2, Run: 083, F, 0, 0, 0, 0, 0, 0, 156, 0, 2, 1, 2, 15, 12, 56, 614, 11, 9, 614, 28, 22, 5, 15, 34, 56, 824, 418
INVAR-2, Run: 084, F, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12, 16, 56, 381, 23, 23, 381, 28, 14, 13, 12, 36, 56, 598, 307
INVAR-2, Run: 085, F, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 745, 17, 17, 745, 28, 15, 12, 14, 35, 56, 462, 238
INVAR-2, Run: 086, F, 0, 0, 0, 0, 0, 0, 160, 0, 0, 1, 0, 20, 8, 56, 654, 13, 13, 654, 28, 17, 10, 20, 32, 56, 852, 430
INVAR-2, Run: 087, F, 0, 1, 0, 0, 0, 0, 150, 0, 2, 1, 2, 8, 19, 56, 431, 19, 17, 431, 28, 15, 12, 8, 37, 56, 664, 341
