Input Number, Run_Number, Result@ 100, PO, A, H, X1, M, CE, Y, D, CO, PE, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-3, Run: 026, P, 0, 12, 0, 0, 0, 0, 494, 89, 494, 0, 0, 14, 164, 498, 1944, 75, 49, 26, 89, 164, 246, 498, 2438
INVAR-3, Run: 027, P, 0, 508, 0, 0, 0, 90, 90, 0, 0, 1, 0, 16, 164, 672, 3412, 74, 48, 25, 90, 164, 246, 762, 3412
INVAR-3, Run: 028, P, 0, 504, 0, 0, 0, 88, 88, 0, 0, 1, 0, 12, 164, 547, 3045, 76, 43, 32, 88, 164, 246, 635, 3045
INVAR-3, Run: 029, P, 0, 512, 0, 0, 0, 92, 92, 0, 0, 1, 0, 20, 164, 783, 2844, 72, 45, 26, 92, 164, 246, 875, 2844
INVAR-3, Run: 030, P, 0, 500, 0, 0, 0, 86, 86, 0, 0, 1, 0, 8, 164, 557, 2738, 78, 44, 33, 86, 164, 246, 643, 2738
INVAR-3, Run: 031, P, 0, 46, 0, 0, 0, 0, 466, 92, 466, 0, 0, 20, 164, 735, 3310, 72, 42, 30, 92, 164, 246, 735, 3776
INVAR-3, Run: 032, P, 0, 508, 0, 0, 0, 90, 90, 0, 0, 1, 0, 16, 164, 610, 3382, 74, 48, 25, 90, 164, 246, 700, 3382
INVAR-3, Run: 033, P, 0, 474, 0, 0, 0, 3, 45, 91, 42, 0, 0, 24, 164, 732, 3106, 70, 47, 23, 94, 164, 246, 735, 3148
INVAR-3, Run: 034, P, 0, 510, 0, 0, 0, 91, 91, 0, 0, 1, 0, 18, 164, 519, 3304, 73, 47, 25, 91, 164, 246, 610, 3304
INVAR-3, Run: 035, P, 0, 518, 0, 0, 0, 95, 95, 0, 0, 1, 0, 26, 164, 467, 2387, 69, 43, 25, 95, 164, 246, 562, 2387
INVAR-3, Run: 036, P, 0, 508, 0, 0, 0, 90, 90, 0, 0, 1, 0, 16, 164, 535, 2626, 74, 39, 34, 90, 164, 246, 625, 2626
INVAR-3, Run: 037, P, 0, 488, 0, 0, 0, 10, 30, 80, 20, 0, 0, 16, 164, 588, 3017, 74, 51, 23, 90, 164, 246, 598, 3037
INVAR-3, Run: 038, P, 0, 369, 0, 0, 0, 0, 137, 89, 137, 0, 0, 14, 164, 520, 3184, 75, 50, 25, 89, 164, 246, 520, 3321
INVAR-3, Run: 039, P, 0, 81, 0, 0, 0, 0, 433, 93, 433, 0, 0, 22, 164, 584, 3067, 71, 53, 18, 93, 164, 246, 584, 3500
INVAR-3, Run: 040, P, 0, 512, 0, 0, 0, 92, 92, 0, 0, 1, 0, 20, 164, 659, 2842, 72, 47, 24, 92, 164, 246, 751, 2842
INVAR-3, Run: 041, P, 0, 504, 0, 0, 0, 88, 88, 0, 0, 1, 0, 12, 164, 576, 2958, 76, 52, 23, 88, 164, 246, 664, 2958
INVAR-3, Run: 042, P, 0, 500, 0, 0, 0, 86, 86, 0, 0, 1, 0, 8, 164, 711, 2894, 78, 39, 38, 86, 164, 246, 797, 2894
INVAR-3, Run: 043, P, 0, 510, 0, 0, 0, 91, 91, 0, 0, 1, 0, 18, 164, 592, 2849, 73, 47, 25, 91, 164, 246, 683, 2849
INVAR-3, Run: 044, P, 0, 157, 0, 0, 0, 0, 351, 90, 351, 0, 0, 16, 164, 511, 2402, 74, 46, 28, 90, 164, 246, 511, 2753
INVAR-3, Run: 045, P, 0, 518, 0, 0, 0, 95, 95, 0, 0, 1, 0, 26, 164, 600, 2856, 69, 48, 20, 95, 164, 246, 695, 2856
INVAR-3, Run: 046, P, 0, 41, 0, 0, 0, 0, 469, 91, 469, 0, 0, 18, 164, 600, 3006, 73, 45, 28, 91, 164, 246, 600, 3475
INVAR-3, Run: 047, P, 0, 350, 0, 0, 0, 0, 158, 90, 158, 0, 0, 16, 164, 535, 2325, 74, 43, 31, 90, 164, 246, 535, 2483
INVAR-3, Run: 048, P, 0, 508, 0, 0, 0, 90, 90, 0, 0, 1, 0, 16, 164, 627, 3733, 74, 52, 21, 90, 164, 246, 717, 3733
INVAR-3, Run: 049, P, 0, 508, 0, 0, 0, 90, 90, 0, 0, 1, 0, 16, 164, 739, 3149, 74, 45, 28, 90, 164, 246, 829, 3149
INVAR-3, Run: 050, P, 0, 504, 0, 0, 0, 88, 88, 0, 0, 1, 0, 12, 164, 532, 3487, 76, 50, 25, 88, 164, 246, 620, 3487
INVAR-3, Run: 051, P, 0, 518, 0, 0, 0, 95, 95, 0, 0, 1, 0, 26, 164, 538, 2783, 69, 47, 21, 95, 164, 246, 633, 2783
INVAR-3, Run: 052, P, 0, 6, 0, 0, 0, 0, 506, 92, 506, 0, 0, 20, 164, 442, 2431, 72, 50, 22, 92, 164, 246, 442, 2937
INVAR-3, Run: 053, P, 0, 15, 0, 0, 0, 0, 495, 91, 495, 0, 0, 18, 164, 484, 2723, 73, 44, 29, 91, 164, 246, 484, 3218
INVAR-3, Run: 054, P, 0, 512, 0, 0, 0, 92, 92, 0, 0, 1, 0, 20, 164, 551, 2803, 72, 48, 23, 92, 164, 246, 643, 2803
INVAR-3, Run: 055, P, 0, 76, 0, 0, 0, 0, 430, 89, 430, 0, 0, 14, 164, 490, 2450, 75, 48, 27, 89, 164, 246, 490, 2880
INVAR-3, Run: 056, P, 0, 506, 0, 0, 0, 89, 89, 0, 0, 1, 0, 14, 164, 522, 2608, 75, 40, 34, 89, 164, 246, 611, 2608
INVAR-3, Run: 057, P, 0, 504, 0, 0, 0, 88, 88, 0, 0, 1, 0, 12, 164, 602, 3246, 76, 47, 28, 88, 164, 246, 690, 3246
INVAR-3, Run: 058, P, 0, 512, 0, 0, 0, 92, 92, 0, 0, 1, 0, 20, 164, 636, 4506, 72, 54, 17, 92, 164, 246, 728, 4506
INVAR-3, Run: 059, P, 0, 13, 0, 0, 0, 0, 495, 90, 495, 0, 0, 16, 164, 564, 2864, 74, 43, 31, 90, 164, 246, 564, 3359
INVAR-3, Run: 060, P, 0, 508, 0, 0, 0, 90, 90, 0, 0, 1, 0, 16, 164, 514, 3311, 74, 48, 25, 90, 164, 246, 604, 3311
INVAR-3, Run: 061, P, 0, 512, 0, 0, 0, 92, 92, 0, 0, 1, 0, 20, 164, 548, 3149, 72, 51, 20, 92, 164, 246, 640, 3149
INVAR-3, Run: 062, P, 0, 45, 0, 0, 0, 0, 459, 88, 459, 0, 0, 12, 164, 595, 4336, 76, 50, 26, 88, 164, 246, 595, 4795
INVAR-3, Run: 063, P, 0, 506, 0, 0, 0, 89, 89, 0, 0, 1, 0, 14, 164, 677, 2401, 75, 39, 35, 89, 164, 246, 766, 2401
INVAR-3, Run: 064, P, 0, 510, 0, 0, 0, 91, 91, 0, 0, 1, 0, 18, 164, 654, 2950, 73, 47, 25, 91, 164, 246, 745, 2950
INVAR-3, Run: 065, P, 0, 33, 0, 0, 0, 0, 479, 92, 479, 0, 0, 20, 164, 543, 3247, 72, 47, 25, 92, 164, 246, 543, 3726
INVAR-3, Run: 066, P, 0, 459, 0, 0, 0, 0, 57, 94, 57, 0, 0, 24, 164, 582, 3219, 70, 49, 21, 94, 164, 246, 582, 3276
INVAR-3, Run: 067, P, 0, 500, 0, 0, 0, 86, 86, 0, 0, 1, 0, 8, 164, 745, 3340, 78, 42, 35, 86, 164, 246, 831, 3340
INVAR-3, Run: 068, P, 0, 157, 0, 0, 0, 0, 349, 89, 349, 0, 0, 14, 164, 762, 2705, 75, 43, 32, 89, 164, 246, 762, 3054
INVAR-3, Run: 069, P, 0, 504, 0, 0, 0, 88, 88, 0, 0, 1, 0, 12, 164, 693, 3462, 76, 55, 20, 88, 164, 246, 781, 3462
INVAR-3, Run: 070, P, 0, 504, 0, 0, 0, 88, 88, 0, 0, 1, 0, 12, 164, 586, 2692, 76, 49, 26, 88, 164, 246, 674, 2692
INVAR-3, Run: 071, P, 0, 506, 0, 0, 0, 89, 89, 0, 0, 1, 0, 14, 164, 734, 2803, 75, 46, 28, 89, 164, 246, 823, 2803
INVAR-3, Run: 072, P, 0, 42, 0, 0, 0, 0, 476, 95, 476, 0, 0, 26, 164, 500, 2855, 69, 44, 25, 95, 164, 246, 500, 3331
INVAR-3, Run: 073, P, 0, 486, 0, 0, 0, 4, 30, 88, 26, 0, 0, 20, 164, 546, 2926, 72, 48, 24, 92, 164, 246, 550, 2952
INVAR-3, Run: 074, P, 0, 93, 0, 0, 0, 0, 413, 89, 413, 0, 0, 14, 164, 717, 3042, 75, 48, 27, 89, 164, 246, 717, 3455
INVAR-3, Run: 075, P, 0, 508, 0, 0, 0, 90, 90, 0, 0, 1, 0, 16, 164, 735, 3501, 74, 41, 32, 90, 164, 246, 825, 3501
INVAR-3, Run: 076, P, 0, 512, 0, 0, 0, 92, 92, 0, 0, 1, 0, 20, 164, 559, 3016, 72, 47, 24, 92, 164, 246, 651, 3016
INVAR-3, Run: 077, P, 0, 506, 0, 0, 0, 89, 89, 0, 0, 1, 0, 14, 164, 782, 3399, 75, 48, 26, 89, 164, 246, 871, 3399
INVAR-3, Run: 078, P, 0, 508, 0, 0, 0, 90, 90, 0, 0, 1, 0, 16, 164, 885, 3580, 74, 46, 27, 90, 164, 246, 975, 3580
INVAR-3, Run: 079, P, 0, 155, 0, 0, 0, 0, 349, 88, 349, 0, 0, 12, 164, 500, 2603, 76, 51, 25, 88, 164, 246, 500, 2952
INVAR-3, Run: 080, P, 0, 19, 0, 0, 0, 0, 489, 90, 489, 0, 0, 16, 164, 600, 3165, 74, 48, 26, 90, 164, 246, 600, 3654
INVAR-3, Run: 081, P, 0, 305, 0, 0, 0, 0, 209, 93, 209, 0, 0, 22, 164, 708, 4256, 71, 40, 31, 93, 164, 246, 708, 4465
INVAR-3, Run: 082, P, 0, 3, 0, 0, 0, 0, 507, 91, 507, 0, 0, 18, 164, 636, 2692, 73, 46, 27, 91, 164, 246, 636, 3199
INVAR-3, Run: 083, P, 0, 108, 0, 0, 0, 0, 406, 93, 406, 0, 0, 22, 164, 478, 2954, 71, 53, 18, 93, 164, 246, 478, 3360
INVAR-3, Run: 084, P, 0, 510, 0, 0, 0, 91, 91, 0, 0, 1, 0, 18, 164, 763, 4192, 73, 38, 34, 91, 164, 246, 854, 4192
INVAR-3, Run: 085, P, 0, 467, 0, 0, 0, 1, 44, 90, 43, 0, 0, 18, 164, 870, 3703, 73, 47, 26, 91, 164, 246, 871, 3746
INVAR-3, Run: 086, P, 0, 508, 0, 0, 0, 90, 90, 0, 0, 1, 0, 16, 164, 422, 2902, 74, 50, 23, 90, 164, 246, 512, 2902
INVAR-3, Run: 087, P, 0, 506, 0, 0, 0, 89, 89, 0, 0, 1, 0, 14, 164, 632, 2318, 75, 38, 36, 89, 164, 246, 721, 2318
INVAR-3, Run: 088, P, 0, 512, 0, 0, 0, 92, 92, 0, 0, 1, 0, 20, 164, 606, 3710, 72, 44, 27, 92, 164, 246, 698, 3710
INVAR-3, Run: 089, P, 0, 510, 0, 0, 0, 91, 91, 0, 0, 1, 0, 18, 164, 586, 2648, 73, 38, 34, 91, 164, 246, 677, 2648
INVAR-3, Run: 090, P, 0, 506, 0, 0, 0, 89, 89, 0, 0, 1, 0, 14, 164, 593, 2980, 75, 46, 28, 89, 164, 246, 682, 2980
INVAR-3, Run: 091, P, 0, 321, 0, 0, 0, 0, 189, 91, 189, 0, 0, 18, 164, 603, 2656, 73, 45, 28, 91, 164, 246, 603, 2845
INVAR-3, Run: 092, P, 0, 218, 0, 0, 0, 0, 294, 92, 294, 0, 0, 20, 164, 716, 3552, 72, 50, 22, 92, 164, 246, 716, 3846
INVAR-3, Run: 093, P, 0, 502, 0, 0, 0, 87, 87, 0, 0, 1, 0, 10, 164, 537, 2503, 77, 49, 27, 87, 164, 246, 624, 2503
INVAR-3, Run: 094, P, 0, 514, 0, 0, 0, 93, 93, 0, 0, 1, 0, 22, 164, 718, 3380, 71, 43, 27, 93, 164, 246, 811, 3380
INVAR-3, Run: 095, P, 0, 2, 0, 0, 0, 0, 508, 91, 508, 0, 0, 18, 164, 546, 3458, 73, 41, 32, 91, 164, 246, 546, 3966
INVAR-3, Run: 096, P, 0, 3, 0, 0, 0, 0, 505, 90, 505, 0, 0, 16, 164, 642, 2380, 74, 38, 36, 90, 164, 246, 642, 2885
INVAR-3, Run: 097, P, 0, 31, 0, 0, 0, 0, 487, 95, 487, 0, 0, 26, 164, 640, 3743, 69, 43, 26, 95, 164, 246, 640, 4230
INVAR-3, Run: 098, P, 0, 476, 0, 0, 0, 2, 26, 84, 24, 0, 0, 8, 164, 805, 3661, 78, 45, 33, 86, 164, 246, 807, 3685
INVAR-3, Run: 099, P, 0, 121, 0, 0, 0, 0, 387, 90, 387, 0, 0, 16, 164, 707, 2564, 74, 46, 28, 90, 164, 246, 707, 2951
INVAR-3, Run: 100, P, 0, 262, 0, 0, 0, 0, 238, 86, 238, 0, 0, 8, 164, 844, 3950, 78, 49, 29, 86, 164, 246, 844, 4188
INVAR-4, Run: 001, P, 0, 125, 0, 0, 0, 23, 23, 0, 0, 1, 1, 7, 39, 79, 356, 16, 10, 5, 23, 39, 58, 102, 356
INVAR-4, Run: 002, P, 0, 63, 0, 0, 0, 0, 62, 23, 62, 0, 1, 7, 39, 58, 300, 16, 12, 4, 23, 39, 58, 58, 362
INVAR-4, Run: 003, P, 0, 80, 0, 0, 0, 0, 49, 25, 49, 0, 1, 11, 39, 64, 296, 14, 8, 6, 25, 39, 58, 64, 345
INVAR-4, Run: 004, P, 0, 129, 0, 0, 0, 25, 25, 0, 0, 1, 1, 11, 39, 117, 510, 14, 12, 1, 25, 39, 58, 142, 510
INVAR-4, Run: 005, P, 0, 42, 0, 0, 0, 0, 83, 23, 83, 0, 1, 7, 39, 57, 268, 16, 15, 1, 23, 39, 58, 57, 351
INVAR-4, Run: 006, P, 0, 123, 0, 0, 0, 22, 22, 0, 0, 1, 1, 5, 39, 36, 126, 17, 5, 11, 22, 39, 58, 58, 126
INVAR-4, Run: 007, P, 0, 125, 0, 0, 0, 23, 23, 0, 0, 1, 1, 7, 39, 31, 230, 16, 11, 4, 23, 39, 58, 54, 230
INVAR-4, Run: 008, P, 0, 125, 0, 0, 0, 23, 23, 0, 0, 1, 1, 7, 39, 66, 362, 16, 13, 2, 23, 39, 58, 89, 362
INVAR-4, Run: 009, P, 0, 110, 0, 0, 0, 1, 16, 22, 15, 0, 1, 7, 39, 98, 323, 16, 11, 5, 23, 39, 58, 99, 338
INVAR-4, Run: 010, P, 0, 42, 0, 0, 0, 0, 81, 22, 81, 0, 1, 5, 39, 63, 284, 17, 11, 6, 22, 39, 58, 63, 365
INVAR-4, Run: 011, P, 0, 18, 0, 0, 0, 0, 107, 23, 107, 0, 1, 7, 39, 49, 168, 16, 10, 6, 23, 39, 58, 49, 275
INVAR-4, Run: 012, P, 0, 116, 0, 0, 0, 1, 10, 22, 9, 0, 1, 7, 39, 71, 344, 16, 9, 7, 23, 39, 58, 72, 353
INVAR-4, Run: 013, P, 0, 125, 0, 0, 0, 23, 23, 0, 0, 1, 1, 7, 39, 53, 292, 16, 9, 6, 23, 39, 58, 76, 292
INVAR-4, Run: 014, P, 0, 123, 0, 0, 0, 22, 22, 0, 0, 1, 1, 5, 39, 96, 244, 17, 7, 9, 22, 39, 58, 118, 244
INVAR-4, Run: 015, P, 0, 4, 0, 0, 0, 0, 123, 24, 123, 0, 1, 9, 39, 51, 278, 15, 10, 5, 24, 39, 58, 51, 401
INVAR-4, Run: 016, P, 0, 89, 0, 0, 0, 0, 40, 25, 40, 0, 1, 11, 39, 61, 228, 14, 6, 8, 25, 39, 58, 61, 268
INVAR-4, Run: 017, P, 0, 121, 0, 0, 0, 21, 21, 0, 0, 1, 1, 3, 39, 54, 198, 18, 9, 8, 21, 39, 58, 75, 198
INVAR-4, Run: 018, P, 0, 88, 0, 0, 0, 0, 39, 24, 39, 0, 1, 9, 39, 76, 209, 15, 11, 4, 24, 39, 58, 76, 248
INVAR-4, Run: 019, P, 0, 125, 0, 0, 0, 23, 23, 0, 0, 1, 1, 7, 39, 72, 185, 16, 11, 4, 23, 39, 58, 95, 185
INVAR-4, Run: 020, P, 0, 44, 0, 0, 0, 0, 85, 25, 85, 0, 1, 11, 39, 83, 284, 14, 10, 4, 25, 39, 58, 83, 369
INVAR-4, Run: 021, P, 0, 129, 0, 0, 0, 25, 25, 0, 0, 1, 1, 11, 39, 100, 284, 14, 7, 6, 25, 39, 58, 125, 284
INVAR-4, Run: 022, P, 0, 125, 0, 0, 0, 23, 23, 0, 0, 1, 1, 7, 39, 62, 255, 16, 10, 5, 23, 39, 58, 85, 255
INVAR-4, Run: 023, P, 0, 46, 0, 0, 0, 0, 79, 23, 79, 0, 1, 7, 39, 83, 364, 16, 7, 9, 23, 39, 58, 83, 443
INVAR-4, Run: 024, P, 0, 38, 0, 0, 0, 0, 87, 23, 87, 0, 1, 7, 39, 107, 405, 16, 7, 9, 23, 39, 58, 107, 492
INVAR-4, Run: 025, P, 0, 30, 0, 0, 0, 0, 97, 24, 97, 0, 1, 9, 39, 56, 233, 15, 11, 4, 24, 39, 58, 56, 330
INVAR-4, Run: 026, P, 0, 57, 0, 0, 0, 0, 70, 24, 70, 0, 1, 9, 39, 36, 158, 15, 11, 4, 24, 39, 58, 36, 228
INVAR-4, Run: 027, P, 0, 15, 0, 0, 0, 0, 116, 26, 116, 0, 1, 13, 39, 62, 273, 13, 12, 1, 26, 39, 58, 62, 389
INVAR-4, Run: 028, P, 0, 26, 0, 0, 0, 0, 101, 24, 101, 0, 1, 9, 39, 52, 258, 15, 14, 1, 24, 39, 58, 52, 359
INVAR-4, Run: 029, P, 0, 56, 0, 0, 0, 0, 71, 24, 71, 0, 1, 9, 39, 75, 212, 15, 12, 3, 24, 39, 58, 75, 283
INVAR-4, Run: 030, P, 0, 125, 0, 0, 0, 23, 23, 0, 0, 1, 1, 7, 39, 73, 394, 16, 9, 6, 23, 39, 58, 96, 394
INVAR-4, Run: 031, P, 0, 2, 0, 0, 0, 0, 123, 23, 123, 0, 1, 7, 39, 39, 277, 16, 10, 6, 23, 39, 58, 39, 400
INVAR-4, Run: 032, P, 0, 71, 0, 0, 0, 0, 52, 22, 52, 0, 1, 5, 39, 36, 270, 17, 10, 7, 22, 39, 58, 36, 322
INVAR-4, Run: 033, P, 0, 44, 0, 0, 0, 0, 85, 25, 85, 0, 1, 11, 39, 50, 257, 14, 10, 4, 25, 39, 58, 50, 342
INVAR-4, Run: 034, P, 0, 67, 0, 0, 0, 0, 58, 23, 58, 0, 1, 7, 39, 80, 295, 16, 13, 3, 23, 39, 58, 80, 353
INVAR-4, Run: 035, P, 0, 125, 0, 0, 0, 23, 23, 0, 0, 1, 1, 7, 39, 58, 188, 16, 11, 4, 23, 39, 58, 81, 188
INVAR-4, Run: 036, P, 0, 129, 0, 0, 0, 25, 25, 0, 0, 1, 1, 11, 39, 23, 211, 14, 8, 5, 25, 39, 58, 48, 211
INVAR-4, Run: 037, P, 0, 127, 0, 0, 0, 24, 24, 0, 0, 1, 1, 9, 39, 89, 389, 15, 11, 3, 24, 39, 58, 113, 389
INVAR-4, Run: 038, P, 0, 54, 0, 0, 0, 0, 71, 23, 71, 0, 1, 7, 39, 64, 245, 16, 10, 6, 23, 39, 58, 64, 316
INVAR-4, Run: 039, P, 0, 44, 0, 0, 0, 0, 79, 22, 79, 0, 1, 5, 39, 69, 216, 17, 13, 4, 22, 39, 58, 69, 295
INVAR-4, Run: 040, P, 0, 19, 0, 0, 0, 0, 116, 28, 116, 0, 1, 17, 39, 70, 539, 11, 8, 3, 28, 39, 58, 70, 655
INVAR-4, Run: 041, P, 0, 125, 0, 0, 0, 23, 23, 0, 0, 1, 1, 7, 39, 30, 231, 16, 12, 3, 23, 39, 58, 53, 231
INVAR-4, Run: 042, P, 0, 35, 0, 0, 0, 0, 90, 23, 90, 0, 1, 7, 39, 51, 324, 16, 10, 6, 23, 39, 58, 51, 414
INVAR-4, Run: 043, P, 0, 125, 0, 0, 0, 23, 23, 0, 0, 1, 1, 7, 39, 33, 341, 16, 13, 2, 23, 39, 58, 56, 341
INVAR-4, Run: 044, P, 0, 87, 0, 0, 0, 0, 42, 25, 42, 0, 1, 11, 39, 75, 331, 14, 8, 6, 25, 39, 58, 75, 373
INVAR-4, Run: 045, P, 0, 101, 0, 0, 0, 0, 28, 25, 28, 0, 1, 11, 39, 124, 415, 14, 13, 1, 25, 39, 58, 124, 443
INVAR-4, Run: 046, P, 0, 123, 0, 0, 0, 22, 22, 0, 0, 1, 1, 5, 39, 37, 198, 17, 14, 2, 22, 39, 58, 59, 198
INVAR-4, Run: 047, P, 0, 11, 0, 0, 0, 0, 116, 24, 116, 0, 1, 9, 39, 59, 214, 15, 8, 7, 24, 39, 58, 59, 330
INVAR-4, Run: 048, P, 0, 68, 0, 0, 0, 0, 61, 25, 61, 0, 1, 11, 39, 126, 563, 14, 10, 4, 25, 39, 58, 126, 624
INVAR-4, Run: 049, P, 0, 52, 0, 0, 0, 0, 75, 24, 75, 0, 1, 9, 39, 85, 405, 15, 10, 5, 24, 39, 58, 85, 480
INVAR-4, Run: 050, P, 0, 127, 0, 0, 0, 24, 24, 0, 0, 1, 1, 9, 39, 44, 243, 15, 11, 3, 24, 39, 58, 68, 243
INVAR-4, Run: 051, P, 0, 127, 0, 0, 0, 24, 24, 0, 0, 1, 1, 9, 39, 69, 388, 15, 7, 7, 24, 39, 58, 93, 388
INVAR-4, Run: 052, P, 0, 131, 0, 0, 0, 26, 26, 0, 0, 1, 1, 13, 39, 71, 321, 13, 9, 3, 26, 39, 58, 97, 321
INVAR-4, Run: 053, P, 0, 123, 0, 0, 0, 22, 22, 0, 0, 1, 1, 5, 39, 82, 348, 17, 7, 9, 22, 39, 58, 104, 348
INVAR-4, Run: 054, P, 0, 127, 0, 0, 0, 24, 24, 0, 0, 1, 1, 9, 39, 62, 242, 15, 10, 4, 24, 39, 58, 86, 242
INVAR-4, Run: 055, P, 0, 34, 0, 0, 0, 0, 93, 24, 93, 0, 1, 9, 39, 131, 565, 15, 13, 2, 24, 39, 58, 131, 658
INVAR-4, Run: 056, P, 0, 38, 0, 0, 0, 0, 85, 22, 85, 0, 1, 5, 39, 76, 281, 17, 8, 9, 22, 39, 58, 76, 366
INVAR-4, Run: 057, P, 0, 11, 0, 0, 0, 0, 116, 24, 116, 0, 1, 9, 39, 36, 262, 15, 8, 7, 24, 39, 58, 36, 378
INVAR-4, Run: 058, P, 0, 123, 0, 0, 0, 22, 22, 0, 0, 1, 1, 5, 39, 39, 231, 17, 11, 5, 22, 39, 58, 61, 231
INVAR-4, Run: 059, P, 0, 55, 0, 0, 0, 0, 74, 25, 74, 0, 1, 11, 39, 67, 456, 14, 10, 4, 25, 39, 58, 67, 530
INVAR-4, Run: 060, P, 0, 125, 0, 0, 0, 23, 23, 0, 0, 1, 1, 7, 39, 77, 393, 16, 10, 5, 23, 39, 58, 100, 393
INVAR-4, Run: 061, P, 0, 35, 0, 0, 0, 0, 92, 24, 92, 0, 1, 9, 39, 46, 203, 15, 10, 5, 24, 39, 58, 46, 295
INVAR-4, Run: 062, P, 0, 125, 0, 0, 0, 23, 23, 0, 0, 1, 1, 7, 39, 69, 331, 16, 9, 6, 23, 39, 58, 92, 331
INVAR-4, Run: 063, P, 0, 127, 0, 0, 0, 24, 24, 0, 0, 1, 1, 9, 39, 44, 230, 15, 13, 1, 24, 39, 58, 68, 230
INVAR-4, Run: 064, P, 0, 123, 0, 0, 0, 22, 22, 0, 0, 1, 1, 5, 39, 51, 390, 17, 12, 4, 22, 39, 58, 73, 390
INVAR-4, Run: 065, P, 0, 34, 0, 0, 0, 0, 93, 24, 93, 0, 1, 9, 39, 69, 366, 15, 7, 8, 24, 39, 58, 69, 459
INVAR-4, Run: 066, P, 0, 123, 0, 0, 0, 22, 22, 0, 0, 1, 1, 5, 39, 82, 330, 17, 8, 8, 22, 39, 58, 104, 330
INVAR-4, Run: 067, P, 0, 127, 0, 0, 0, 24, 24, 0, 0, 1, 1, 9, 39, 32, 250, 15, 13, 1, 24, 39, 58, 56, 250
INVAR-4, Run: 068, P, 0, 48, 0, 0, 0, 0, 79, 24, 79, 0, 1, 9, 39, 51, 237, 15, 11, 4, 24, 39, 58, 51, 316
INVAR-4, Run: 069, P, 0, 125, 0, 0, 0, 23, 23, 0, 0, 1, 1, 7, 39, 53, 248, 16, 9, 6, 23, 39, 58, 76, 248
INVAR-4, Run: 070, P, 0, 30, 0, 0, 0, 0, 97, 24, 97, 0, 1, 9, 39, 68, 304, 15, 12, 3, 24, 39, 58, 68, 401
INVAR-4, Run: 071, P, 0, 5, 0, 0, 0, 0, 122, 24, 122, 0, 1, 9, 39, 112, 460, 15, 10, 5, 24, 39, 58, 112, 582
INVAR-4, Run: 072, P, 0, 89, 0, 0, 0, 0, 38, 24, 38, 0, 1, 9, 39, 77, 201, 15, 11, 4, 24, 39, 58, 77, 239
INVAR-4, Run: 073, P, 0, 129, 0, 0, 0, 25, 25, 0, 0, 1, 1, 11, 39, 104, 413, 14, 7, 6, 25, 39, 58, 129, 413
INVAR-4, Run: 074, P, 0, 2, 0, 0, 0, 0, 127, 25, 127, 0, 1, 11, 39, 32, 148, 14, 9, 5, 25, 39, 58, 32, 275
INVAR-4, Run: 075, P, 0, 23, 0, 0, 0, 0, 106, 25, 106, 0, 1, 11, 39, 80, 191, 14, 12, 2, 25, 39, 58, 80, 297
INVAR-4, Run: 076, P, 0, 123, 0, 0, 0, 22, 22, 0, 0, 1, 1, 5, 39, 57, 314, 17, 10, 6, 22, 39, 58, 79, 314
INVAR-4, Run: 077, P, 0, 100, 0, 0, 0, 0, 29, 25, 29, 0, 1, 11, 39, 66, 407, 14, 13, 1, 25, 39, 58, 66, 436
INVAR-4, Run: 078, P, 0, 63, 0, 0, 0, 0, 58, 21, 58, 0, 1, 3, 39, 62, 214, 18, 10, 8, 21, 39, 58, 62, 272
INVAR-4, Run: 079, P, 0, 15, 0, 0, 0, 0, 110, 23, 110, 0, 1, 7, 39, 88, 465, 16, 11, 5, 23, 39, 58, 88, 575
INVAR-4, Run: 080, P, 0, 127, 0, 0, 0, 24, 24, 0, 0, 1, 1, 9, 39, 101, 428, 15, 6, 8, 24, 39, 58, 125, 428
INVAR-4, Run: 081, P, 0, 129, 0, 0, 0, 25, 25, 0, 0, 1, 1, 11, 39, 63, 290, 14, 5, 8, 25, 39, 58, 88, 290
INVAR-4, Run: 082, P, 0, 37, 0, 0, 0, 0, 90, 24, 90, 0, 1, 9, 39, 89, 332, 15, 10, 5, 24, 39, 58, 89, 422
INVAR-4, Run: 083, P, 0, 23, 0, 0, 0, 0, 108, 26, 108, 0, 1, 13, 39, 79, 244, 13, 9, 4, 26, 39, 58, 79, 352
INVAR-4, Run: 084, P, 0, 21, 0, 0, 0, 0, 104, 23, 104, 0, 1, 7, 39, 84, 342, 16, 10, 6, 23, 39, 58, 84, 446
INVAR-4, Run: 085, P, 0, 80, 0, 0, 0, 0, 47, 24, 47, 0, 1, 9, 39, 68, 287, 15, 8, 7, 24, 39, 58, 68, 334
INVAR-4, Run: 086, P, 0, 47, 0, 0, 0, 0, 76, 22, 76, 0, 1, 5, 39, 84, 237, 17, 11, 6, 22, 39, 58, 84, 313
INVAR-4, Run: 087, P, 0, 129, 0, 0, 0, 25, 25, 0, 0, 1, 1, 11, 39, 45, 257, 14, 10, 3, 25, 39, 58, 70, 257
INVAR-4, Run: 088, P, 0, 127, 0, 0, 0, 24, 24, 0, 0, 1, 1, 9, 39, 82, 502, 15, 8, 6, 24, 39, 58, 106, 502
