Input Number, Run_Number, Result@ 100, X, XP, Z, Y, YP
1, Run: 001, F, 0, 38, 2485, 24, 0
1, Run: 002, F, 0, 38, 2409, 24, 0
1, Run: 003, F, 0, 38, 2481, 24, 0
1, Run: 004, F, 0, 38, 2462, 24, 0
1, Run: 005, F, 0, 38, 2471, 24, 0
1, Run: 006, F, 0, 38, 2455, 24, 0
1, Run: 007, F, 0, 38, 2404, 24, 0
1, Run: 008, F, 0, 38, 2491, 24, 0
1, Run: 009, F, 0, 38, 2499, 24, 0
1, Run: 010, F, 0, 38, 2501, 24, 0
1, Run: 011, F, 0, 38, 2487, 24, 0
1, Run: 012, F, 0, 38, 2471, 24, 0
1, Run: 013, F, 0, 38, 2459, 24, 0
1, Run: 014, F, 0, 38, 2495, 24, 0
1, Run: 015, F, 0, 38, 2455, 24, 0
1, Run: 016, F, 0, 38, 2465, 24, 0
1, Run: 017, F, 0, 38, 2504, 24, 0
1, Run: 018, F, 0, 38, 2481, 24, 0
1, Run: 019, F, 0, 38, 2534, 24, 0
1, Run: 020, F, 0, 38, 2479, 24, 0
1, Run: 021, F, 0, 38, 2451, 24, 0
1, Run: 022, F, 0, 38, 2406, 24, 0
1, Run: 023, F, 0, 38, 2466, 24, 0
1, Run: 024, F, 0, 38, 2465, 24, 0
1, Run: 025, F, 0, 38, 2445, 24, 0
1, Run: 026, F, 0, 38, 2383, 24, 0
1, Run: 027, F, 0, 38, 2429, 24, 0
1, Run: 028, F, 0, 38, 2436, 24, 0
1, Run: 029, F, 0, 38, 2435, 24, 0
1, Run: 030, F, 0, 38, 2483, 24, 0
1, Run: 031, F, 0, 38, 2423, 24, 0
1, Run: 032, F, 0, 38, 2444, 24, 0
1, Run: 033, F, 0, 38, 2430, 24, 0
1, Run: 034, F, 0, 38, 2417, 24, 0
1, Run: 035, F, 0, 38, 2363, 24, 0
1, Run: 036, F, 0, 38, 2444, 24, 0
1, Run: 037, F, 0, 38, 2497, 24, 0
1, Run: 038, F, 0, 38, 2481, 24, 0
1, Run: 039, F, 0, 38, 2354, 24, 0
1, Run: 040, F, 0, 38, 2492, 24, 0
1, Run: 041, F, 0, 38, 2473, 24, 0
1, Run: 042, F, 0, 38, 2405, 24, 0
1, Run: 043, F, 0, 38, 2381, 24, 0
1, Run: 044, F, 0, 38, 2434, 24, 0
1, Run: 045, F, 0, 38, 2558, 24, 0
1, Run: 046, F, 0, 38, 2485, 24, 0
1, Run: 047, F, 0, 38, 2348, 24, 0
1, Run: 048, F, 0, 38, 2517, 24, 0
1, Run: 049, F, 0, 38, 2488, 24, 0
1, Run: 050, F, 0, 38, 2543, 24, 0
1, Run: 051, F, 0, 38, 2500, 24, 0
1, Run: 052, F, 0, 38, 2474, 24, 0
1, Run: 053, F, 0, 38, 2426, 24, 0
1, Run: 054, F, 0, 38, 2419, 24, 0
1, Run: 055, F, 0, 38, 2435, 24, 0
1, Run: 056, F, 0, 38, 2380, 24, 0
1, Run: 057, F, 0, 38, 2412, 24, 0
1, Run: 058, F, 0, 38, 2417, 24, 0
1, Run: 059, F, 0, 38, 2485, 24, 0
1, Run: 060, F, 0, 38, 2430, 24, 0
1, Run: 061, F, 0, 38, 2409, 24, 0
1, Run: 062, F, 0, 38, 2479, 24, 0
1, Run: 063, F, 0, 38, 2446, 24, 0
1, Run: 064, F, 0, 38, 2464, 24, 0
1, Run: 065, F, 0, 38, 2393, 24, 0
1, Run: 066, F, 0, 38, 2385, 24, 0
1, Run: 067, F, 0, 38, 2337, 24, 0
1, Run: 068, F, 0, 38, 2410, 24, 0
1, Run: 069, F, 0, 38, 2443, 24, 0
1, Run: 070, F, 0, 38, 2472, 24, 0
1, Run: 071, F, 0, 38, 2466, 24, 0
1, Run: 072, F, 0, 38, 2497, 24, 0
1, Run: 073, F, 0, 38, 2391, 24, 0
1, Run: 074, F, 0, 38, 2374, 24, 0
1, Run: 075, F, 0, 38, 2371, 24, 0
1, Run: 076, F, 0, 38, 2441, 24, 0
1, Run: 077, F, 0, 38, 2442, 24, 0
1, Run: 078, F, 0, 38, 2359, 24, 0
1, Run: 079, F, 0, 38, 2439, 24, 0
1, Run: 080, F, 0, 38, 2409, 24, 0
1, Run: 081, F, 0, 38, 2494, 24, 0
1, Run: 082, F, 0, 38, 2493, 24, 0
1, Run: 083, F, 0, 38, 2413, 24, 0
1, Run: 084, F, 0, 38, 2465, 24, 0
1, Run: 085, F, 0, 38, 2357, 24, 0
1, Run: 086, F, 0, 38, 2423, 24, 0
1, Run: 087, F, 0, 38, 2371, 24, 0
1, Run: 088, F, 0, 38, 2397, 24, 0
1, Run: 089, F, 0, 38, 2438, 24, 0
1, Run: 090, F, 0, 38, 2326, 24, 0
1, Run: 091, F, 0, 38, 2485, 24, 0
1, Run: 092, F, 0, 38, 2365, 24, 0
1, Run: 093, F, 0, 38, 2451, 24, 0
1, Run: 094, F, 0, 38, 2399, 24, 0
1, Run: 095, F, 0, 38, 2359, 24, 0
1, Run: 096, F, 0, 38, 2468, 24, 0
1, Run: 097, F, 0, 38, 2500, 24, 0
1, Run: 098, F, 0, 38, 2440, 24, 0
1, Run: 099, F, 0, 38, 2429, 24, 0
1, Run: 100, F, 0, 38, 2449, 24, 0
10, Run: 001, F, 0, 50, 4170, 42, 0
10, Run: 002, F, 0, 50, 4253, 42, 0
10, Run: 003, F, 0, 50, 4318, 42, 0
10, Run: 004, F, 0, 50, 4212, 42, 0
10, Run: 005, F, 0, 50, 4246, 42, 0
10, Run: 006, F, 0, 50, 4175, 42, 0
10, Run: 007, F, 0, 50, 4269, 42, 0
10, Run: 008, F, 0, 50, 4207, 42, 0
10, Run: 009, F, 0, 50, 4102, 42, 0
10, Run: 010, F, 0, 50, 4266, 42, 0
10, Run: 011, F, 0, 50, 4247, 42, 0
10, Run: 012, F, 0, 50, 4342, 42, 0
10, Run: 013, F, 0, 50, 4204, 42, 0
10, Run: 014, F, 0, 50, 4282, 42, 0
10, Run: 015, F, 0, 50, 4319, 42, 0
10, Run: 016, F, 0, 50, 4200, 42, 0
10, Run: 017, F, 0, 50, 4094, 42, 0
10, Run: 018, F, 0, 50, 4251, 42, 0
10, Run: 019, F, 0, 50, 4323, 42, 0
10, Run: 020, F, 0, 50, 4157, 42, 0
10, Run: 021, F, 0, 50, 4308, 42, 0
10, Run: 022, F, 0, 50, 4291, 42, 0
10, Run: 023, F, 0, 50, 4286, 42, 0
10, Run: 024, F, 0, 50, 4229, 42, 0
10, Run: 025, F, 0, 50, 4150, 42, 0
10, Run: 026, F, 0, 50, 4263, 42, 0
10, Run: 027, F, 0, 50, 4322, 42, 0
10, Run: 028, F, 0, 50, 4199, 42, 0
10, Run: 029, F, 0, 50, 4186, 42, 0
10, Run: 030, F, 0, 50, 4392, 42, 0
10, Run: 031, F, 0, 50, 4225, 42, 0
10, Run: 032, F, 0, 50, 4232, 42, 0
10, Run: 033, F, 0, 50, 4326, 42, 0
10, Run: 034, F, 0, 50, 4257, 42, 0
10, Run: 035, F, 0, 50, 4233, 42, 0
10, Run: 036, F, 0, 50, 4210, 42, 0
10, Run: 037, F, 0, 50, 4233, 42, 0
10, Run: 038, F, 0, 50, 4374, 42, 0
10, Run: 039, F, 0, 50, 4215, 42, 0
10, Run: 040, F, 0, 50, 4268, 42, 0
10, Run: 041, F, 0, 50, 4240, 42, 0
10, Run: 042, F, 0, 50, 4157, 42, 0
10, Run: 043, F, 0, 50, 4281, 42, 0
10, Run: 044, F, 0, 50, 4287, 42, 0
10, Run: 045, F, 0, 50, 4145, 42, 0
10, Run: 046, F, 0, 50, 4390, 42, 0
10, Run: 047, F, 0, 50, 4239, 42, 0
10, Run: 048, F, 0, 50, 4244, 42, 0
10, Run: 049, F, 0, 50, 4359, 42, 0
10, Run: 050, F, 0, 50, 4304, 42, 0
10, Run: 051, F, 0, 50, 4165, 42, 0
10, Run: 052, F, 0, 50, 4340, 42, 0
10, Run: 053, F, 0, 50, 4219, 42, 0
10, Run: 054, F, 0, 50, 4328, 42, 0
10, Run: 055, F, 0, 50, 4259, 42, 0
10, Run: 056, F, 0, 50, 4175, 42, 0
10, Run: 057, F, 0, 50, 4221, 42, 0
