Input Number, Run_Number, Result@ 100, X1, A, B, C, PO, D, CO, Y, PE, CE, E, F, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, P, 0, 0, 0, 0, 0, 7, 48, 48, 0, 0, 9, 1, 18, 48, 0, 0, 0, 9, 0, 0, 9, 13, 18, 47, 23
INVAR-1, Run: 002, P, 0, 0, 1, 0, 0, 0, 54, 54, 0, 0, 9, 0, 18, 54, 0, 0, 0, 9, 0, 0, 9, 13, 18, 72, 36
INVAR-1, Run: 003, P, 0, 0, 0, 0, 0, 28, 27, 27, 0, 0, 9, 1, 18, 27, 0, 0, 0, 9, 0, 0, 9, 13, 18, 23, 11
INVAR-1, Run: 004, P, 0, 0, 0, 0, 0, 19, 36, 36, 0, 0, 9, 1, 18, 36, 0, 0, 0, 9, 0, 0, 9, 13, 18, 57, 28
INVAR-1, Run: 005, P, 0, 0, 1, 0, 0, 0, 54, 54, 0, 0, 9, 0, 18, 54, 0, 0, 0, 9, 0, 0, 9, 13, 18, 32, 16
INVAR-1, Run: 006, P, 0, 0, 0, 0, 0, 15, 40, 40, 0, 0, 9, 1, 18, 40, 0, 0, 0, 9, 0, 0, 9, 13, 18, 29, 14
INVAR-1, Run: 007, P, 0, 0, 0, 0, 0, 26, 29, 29, 0, 0, 9, 1, 18, 29, 0, 0, 0, 9, 0, 0, 9, 13, 18, 27, 13
INVAR-1, Run: 008, P, 0, 0, 0, 0, 0, 14, 41, 41, 0, 0, 9, 1, 18, 41, 0, 0, 0, 9, 0, 0, 9, 13, 18, 39, 19
INVAR-1, Run: 009, P, 0, 0, 0, 0, 0, 21, 34, 34, 0, 0, 9, 1, 18, 34, 0, 0, 0, 9, 0, 0, 9, 13, 18, 43, 21
INVAR-1, Run: 010, P, 0, 0, 0, 0, 0, 11, 44, 44, 0, 0, 9, 1, 18, 44, 0, 0, 0, 9, 0, 0, 9, 13, 18, 53, 26
INVAR-1, Run: 011, P, 0, 0, 0, 0, 0, 6, 49, 49, 0, 0, 9, 1, 18, 49, 0, 0, 0, 9, 0, 0, 9, 13, 18, 37, 18
INVAR-1, Run: 012, P, 0, 0, 0, 0, 0, 32, 23, 23, 0, 0, 9, 1, 18, 23, 0, 0, 0, 9, 0, 0, 9, 13, 18, 61, 30
INVAR-1, Run: 013, P, 0, 0, 0, 0, 0, 6, 49, 49, 0, 0, 9, 1, 18, 49, 0, 0, 0, 9, 0, 0, 9, 13, 18, 65, 32
INVAR-1, Run: 014, P, 0, 0, 0, 0, 0, 24, 31, 31, 0, 0, 9, 1, 18, 31, 0, 0, 0, 9, 0, 0, 9, 13, 18, 15, 7
INVAR-1, Run: 015, P, 0, 0, 0, 0, 0, 22, 33, 33, 0, 0, 9, 1, 18, 33, 0, 0, 0, 9, 0, 0, 9, 13, 18, 11, 5
INVAR-1, Run: 016, P, 0, 0, 0, 0, 0, 13, 42, 42, 0, 0, 9, 1, 18, 42, 0, 0, 0, 9, 0, 0, 9, 13, 18, 35, 17
INVAR-1, Run: 017, P, 0, 0, 0, 0, 0, 10, 45, 45, 0, 0, 9, 1, 18, 45, 0, 0, 0, 9, 0, 0, 9, 13, 18, 39, 19
INVAR-1, Run: 018, P, 0, 0, 0, 0, 0, 33, 22, 22, 0, 0, 9, 1, 18, 22, 0, 0, 0, 9, 0, 0, 9, 13, 18, 41, 20
INVAR-1, Run: 019, P, 0, 0, 0, 0, 0, 16, 39, 39, 0, 0, 9, 1, 18, 39, 0, 0, 0, 9, 0, 0, 9, 13, 18, 61, 30
INVAR-1, Run: 020, P, 0, 0, 0, 0, 0, 22, 33, 33, 0, 0, 9, 1, 18, 33, 0, 0, 0, 9, 0, 0, 9, 13, 18, 17, 8
INVAR-1, Run: 021, P, 0, 0, 0, 0, 0, 35, 20, 20, 0, 0, 9, 1, 18, 20, 0, 0, 0, 9, 0, 0, 9, 13, 18, 21, 10
INVAR-1, Run: 022, P, 0, 0, 0, 0, 0, 3, 52, 52, 0, 0, 9, 1, 18, 52, 0, 0, 0, 9, 0, 0, 9, 13, 18, 45, 22
INVAR-1, Run: 023, P, 0, 0, 0, 0, 0, 13, 42, 42, 0, 0, 9, 1, 18, 42, 0, 0, 0, 9, 0, 0, 9, 13, 18, 31, 15
INVAR-1, Run: 024, P, 0, 0, 0, 0, 0, 11, 44, 44, 0, 0, 9, 1, 18, 44, 0, 0, 0, 9, 0, 0, 9, 13, 18, 71, 35
INVAR-1, Run: 025, P, 0, 0, 0, 0, 0, 17, 38, 38, 0, 0, 9, 1, 18, 38, 0, 0, 0, 9, 0, 0, 9, 13, 18, 23, 11
INVAR-1, Run: 026, P, 0, 0, 0, 0, 0, 8, 47, 47, 0, 0, 9, 1, 18, 47, 0, 0, 0, 9, 0, 0, 9, 13, 18, 45, 22
INVAR-1, Run: 027, P, 0, 0, 0, 0, 0, 9, 46, 46, 0, 0, 9, 1, 18, 46, 0, 0, 0, 9, 0, 0, 9, 13, 18, 59, 29
INVAR-1, Run: 028, P, 0, 0, 0, 0, 0, 19, 36, 36, 0, 0, 9, 1, 18, 36, 0, 0, 0, 9, 0, 0, 9, 13, 18, 37, 18
INVAR-1, Run: 029, P, 0, 0, 0, 0, 0, 6, 49, 49, 0, 0, 9, 1, 18, 49, 0, 0, 0, 9, 0, 0, 9, 13, 18, 53, 26
INVAR-1, Run: 030, P, 0, 0, 0, 0, 0, 5, 50, 50, 0, 0, 9, 1, 18, 50, 0, 0, 0, 9, 0, 0, 9, 13, 18, 37, 18
INVAR-1, Run: 031, P, 0, 0, 0, 0, 0, 15, 40, 40, 0, 0, 9, 1, 18, 40, 0, 0, 0, 9, 0, 0, 9, 13, 18, 39, 19
INVAR-1, Run: 032, P, 0, 0, 0, 0, 0, 35, 20, 20, 0, 0, 9, 1, 18, 20, 0, 0, 0, 9, 0, 0, 9, 13, 18, 49, 24
INVAR-1, Run: 033, P, 0, 0, 0, 0, 0, 5, 50, 50, 0, 0, 9, 1, 18, 50, 0, 0, 0, 9, 0, 0, 9, 13, 18, 41, 20
INVAR-1, Run: 034, P, 0, 0, 0, 0, 0, 18, 37, 37, 0, 0, 9, 1, 18, 37, 0, 0, 0, 9, 0, 0, 9, 13, 18, 49, 24
INVAR-1, Run: 035, P, 0, 0, 0, 0, 0, 19, 36, 36, 0, 0, 9, 1, 18, 36, 0, 0, 0, 9, 0, 0, 9, 13, 18, 45, 22
INVAR-1, Run: 036, P, 0, 0, 0, 0, 0, 10, 45, 45, 0, 0, 9, 1, 18, 45, 0, 0, 0, 9, 0, 0, 9, 13, 18, 37, 18
INVAR-1, Run: 037, P, 0, 0, 0, 0, 0, 11, 44, 44, 0, 0, 9, 1, 18, 44, 0, 0, 0, 9, 0, 0, 9, 13, 18, 35, 17
INVAR-1, Run: 038, P, 0, 0, 0, 0, 0, 5, 50, 50, 0, 0, 9, 1, 18, 50, 0, 0, 0, 9, 0, 0, 9, 13, 18, 59, 29
INVAR-1, Run: 039, P, 0, 0, 0, 0, 0, 29, 26, 26, 0, 0, 9, 1, 18, 26, 0, 0, 0, 9, 0, 0, 9, 13, 18, 39, 19
INVAR-1, Run: 040, P, 0, 0, 0, 0, 0, 21, 34, 34, 0, 0, 9, 1, 18, 34, 0, 0, 0, 9, 0, 0, 9, 13, 18, 27, 13
INVAR-1, Run: 041, P, 0, 0, 0, 0, 0, 3, 52, 52, 0, 0, 9, 1, 18, 52, 0, 0, 0, 9, 0, 0, 9, 13, 18, 25, 12
INVAR-1, Run: 042, P, 0, 0, 0, 0, 0, 8, 47, 47, 0, 0, 9, 1, 18, 47, 0, 0, 0, 9, 0, 0, 9, 13, 18, 45, 22
INVAR-1, Run: 043, P, 0, 0, 0, 0, 0, 9, 46, 46, 0, 0, 9, 1, 18, 46, 0, 0, 0, 9, 0, 0, 9, 13, 18, 27, 13
INVAR-1, Run: 044, P, 0, 0, 0, 0, 0, 29, 26, 26, 0, 0, 9, 1, 18, 26, 0, 0, 0, 9, 0, 0, 9, 13, 18, 27, 13
INVAR-1, Run: 045, P, 0, 0, 0, 0, 0, 27, 28, 28, 0, 0, 9, 1, 18, 28, 0, 0, 0, 9, 0, 0, 9, 13, 18, 25, 12
INVAR-1, Run: 046, P, 0, 0, 0, 0, 0, 7, 48, 48, 0, 0, 9, 1, 18, 48, 0, 0, 0, 9, 0, 0, 9, 13, 18, 33, 16
INVAR-1, Run: 047, P, 0, 0, 0, 0, 0, 19, 36, 36, 0, 0, 9, 1, 18, 36, 0, 0, 0, 9, 0, 0, 9, 13, 18, 37, 18
INVAR-1, Run: 048, P, 0, 0, 0, 0, 0, 16, 39, 39, 0, 0, 9, 1, 18, 39, 0, 0, 0, 9, 0, 0, 9, 13, 18, 25, 12
INVAR-1, Run: 049, P, 0, 0, 0, 0, 0, 11, 44, 44, 0, 0, 9, 1, 18, 44, 0, 0, 0, 9, 0, 0, 9, 13, 18, 35, 17
INVAR-1, Run: 050, P, 0, 0, 0, 0, 0, 15, 40, 40, 0, 0, 9, 1, 18, 40, 0, 0, 0, 9, 0, 0, 9, 13, 18, 63, 31
INVAR-1, Run: 051, P, 0, 0, 0, 0, 0, 20, 35, 35, 0, 0, 9, 1, 18, 35, 0, 0, 0, 9, 0, 0, 9, 13, 18, 55, 27
INVAR-1, Run: 052, P, 0, 0, 0, 0, 0, 39, 16, 16, 0, 0, 9, 1, 18, 16, 0, 0, 0, 9, 0, 0, 9, 13, 18, 39, 19
