Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 097, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 16, 106, 9, 8, 9, 18, 27, 25, 106
INVAR-1, Run: 098, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 14, 152, 9, 8, 9, 18, 27, 23, 152
INVAR-1, Run: 099, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 33, 160, 9, 8, 9, 18, 27, 42, 160
INVAR-1, Run: 100, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 54, 0, 18, 19, 120, 9, 8, 9, 18, 27, 28, 120
INVAR-10, Run: 001, P, 0, 0, 0, 0, 100, 100, 0, 0, 3, 600, 0, 200, 1570, 4851, 100, 97, 100, 200, 300, 1670, 4851
INVAR-10, Run: 002, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1400, 5523, 100, 99, 100, 200, 300, 1500, 5523
INVAR-10, Run: 003, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1255, 5875, 100, 98, 100, 200, 300, 1355, 5875
INVAR-10, Run: 004, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1536, 6431, 100, 99, 100, 200, 300, 1636, 6431
INVAR-10, Run: 005, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 2029, 4820, 100, 99, 100, 200, 300, 2129, 4820
INVAR-10, Run: 006, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1463, 5499, 100, 99, 100, 200, 300, 1563, 5499
INVAR-10, Run: 007, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1292, 4551, 100, 98, 100, 200, 300, 1392, 4551
INVAR-10, Run: 008, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 973, 4945, 100, 99, 100, 200, 300, 1073, 4945
INVAR-10, Run: 009, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1674, 6402, 100, 99, 100, 200, 300, 1774, 6402
INVAR-10, Run: 010, P, 0, 0, 0, 0, 100, 100, 0, 0, 3, 600, 0, 200, 1515, 4476, 100, 97, 100, 200, 300, 1615, 4476
INVAR-10, Run: 011, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1495, 4196, 100, 99, 100, 200, 300, 1595, 4196
INVAR-10, Run: 012, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1215, 5126, 100, 99, 100, 200, 300, 1315, 5126
INVAR-10, Run: 013, P, 0, 0, 0, 0, 100, 100, 0, 0, 3, 600, 0, 200, 1586, 5501, 100, 97, 100, 200, 300, 1686, 5501
INVAR-10, Run: 014, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1116, 5078, 100, 99, 100, 200, 300, 1216, 5078
INVAR-10, Run: 015, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1071, 4692, 100, 98, 100, 200, 300, 1171, 4692
INVAR-10, Run: 016, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1427, 5474, 100, 99, 100, 200, 300, 1527, 5474
INVAR-10, Run: 017, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1313, 5902, 100, 98, 100, 200, 300, 1413, 5902
INVAR-10, Run: 018, P, 0, 0, 0, 0, 100, 100, 0, 0, 3, 600, 0, 200, 1492, 4980, 100, 97, 100, 200, 300, 1592, 4980
INVAR-10, Run: 019, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1714, 4888, 100, 98, 100, 200, 300, 1814, 4888
INVAR-10, Run: 020, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1306, 6175, 100, 99, 100, 200, 300, 1406, 6175
INVAR-10, Run: 021, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1373, 5181, 100, 99, 100, 200, 300, 1473, 5181
INVAR-10, Run: 022, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1316, 5550, 100, 99, 100, 200, 300, 1416, 5550
INVAR-10, Run: 023, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1627, 5256, 100, 98, 100, 200, 300, 1727, 5256
INVAR-10, Run: 024, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 952, 4523, 100, 99, 100, 200, 300, 1052, 4523
INVAR-10, Run: 025, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1183, 5132, 100, 99, 100, 200, 300, 1283, 5132
INVAR-10, Run: 026, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1319, 5386, 100, 99, 100, 200, 300, 1419, 5386
INVAR-10, Run: 027, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1786, 5762, 100, 99, 100, 200, 300, 1886, 5762
INVAR-10, Run: 028, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1027, 4711, 100, 99, 100, 200, 300, 1127, 4711
INVAR-10, Run: 029, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1289, 4594, 100, 98, 100, 200, 300, 1389, 4594
INVAR-10, Run: 030, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 977, 4749, 100, 98, 100, 200, 300, 1077, 4749
INVAR-10, Run: 031, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 937, 4588, 100, 98, 100, 200, 300, 1037, 4588
INVAR-10, Run: 032, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 972, 7034, 100, 99, 100, 200, 300, 1072, 7034
INVAR-10, Run: 033, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1097, 5961, 100, 99, 100, 200, 300, 1197, 5961
INVAR-10, Run: 034, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1541, 4286, 100, 99, 100, 200, 300, 1641, 4286
INVAR-10, Run: 035, P, 0, 0, 0, 0, 100, 100, 0, 0, 3, 600, 0, 200, 1515, 5072, 100, 97, 100, 200, 300, 1615, 5072
INVAR-10, Run: 036, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 940, 4780, 100, 99, 100, 200, 300, 1040, 4780
INVAR-10, Run: 037, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1428, 4581, 100, 99, 100, 200, 300, 1528, 4581
INVAR-10, Run: 038, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1321, 4458, 100, 99, 100, 200, 300, 1421, 4458
INVAR-10, Run: 039, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1306, 5148, 100, 99, 100, 200, 300, 1406, 5148
INVAR-10, Run: 040, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1357, 4967, 100, 99, 100, 200, 300, 1457, 4967
INVAR-10, Run: 041, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1338, 6221, 100, 99, 100, 200, 300, 1438, 6221
INVAR-10, Run: 042, P, 0, 0, 0, 0, 100, 100, 0, 0, 4, 600, 0, 200, 1556, 5013, 100, 96, 100, 200, 300, 1656, 5013
INVAR-10, Run: 043, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1627, 5001, 100, 99, 100, 200, 300, 1727, 5001
INVAR-10, Run: 044, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1153, 5514, 100, 99, 100, 200, 300, 1253, 5514
INVAR-10, Run: 045, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1373, 5209, 100, 99, 100, 200, 300, 1473, 5209
INVAR-10, Run: 046, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1357, 4559, 100, 98, 100, 200, 300, 1457, 4559
INVAR-10, Run: 047, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1817, 7047, 100, 99, 100, 200, 300, 1917, 7047
INVAR-10, Run: 048, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1334, 4634, 100, 99, 100, 200, 300, 1434, 4634
INVAR-10, Run: 049, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1004, 5654, 100, 99, 100, 200, 300, 1104, 5654
INVAR-10, Run: 050, P, 0, 0, 0, 0, 100, 100, 0, 0, 5, 600, 0, 200, 1269, 3717, 100, 95, 100, 200, 300, 1369, 3717
INVAR-10, Run: 051, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1519, 5376, 100, 99, 100, 200, 300, 1619, 5376
INVAR-10, Run: 052, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1865, 6146, 100, 99, 100, 200, 300, 1965, 6146
INVAR-10, Run: 053, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1363, 6266, 100, 98, 100, 200, 300, 1463, 6266
INVAR-10, Run: 054, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1239, 4890, 100, 98, 100, 200, 300, 1339, 4890
INVAR-10, Run: 055, P, 0, 0, 0, 0, 100, 100, 0, 0, 4, 600, 0, 200, 994, 4264, 100, 96, 100, 200, 300, 1094, 4264
INVAR-10, Run: 056, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1324, 4922, 100, 98, 100, 200, 300, 1424, 4922
INVAR-10, Run: 057, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1615, 5625, 100, 99, 100, 200, 300, 1715, 5625
INVAR-10, Run: 058, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1438, 7127, 100, 98, 100, 200, 300, 1538, 7127
INVAR-10, Run: 059, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1371, 4494, 100, 98, 100, 200, 300, 1471, 4494
INVAR-10, Run: 060, P, 0, 0, 0, 0, 100, 100, 0, 0, 3, 600, 0, 200, 1188, 4038, 100, 97, 100, 200, 300, 1288, 4038
INVAR-10, Run: 061, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1669, 5861, 100, 99, 100, 200, 300, 1769, 5861
INVAR-10, Run: 062, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1080, 5262, 100, 99, 100, 200, 300, 1180, 5262
INVAR-10, Run: 063, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1248, 4792, 100, 98, 100, 200, 300, 1348, 4792
INVAR-10, Run: 064, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1465, 4442, 100, 99, 100, 200, 300, 1565, 4442
INVAR-10, Run: 065, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1250, 4822, 100, 99, 100, 200, 300, 1350, 4822
INVAR-10, Run: 066, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1396, 4177, 100, 99, 100, 200, 300, 1496, 4177
INVAR-10, Run: 067, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1390, 4618, 100, 99, 100, 200, 300, 1490, 4618
INVAR-10, Run: 068, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1089, 5120, 100, 99, 100, 200, 300, 1189, 5120
INVAR-10, Run: 069, P, 0, 0, 0, 0, 100, 100, 0, 0, 2, 600, 0, 200, 1534, 5865, 100, 98, 100, 200, 300, 1634, 5865
INVAR-10, Run: 070, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1239, 6417, 100, 99, 100, 200, 300, 1339, 6417
INVAR-10, Run: 071, P, 0, 0, 0, 0, 100, 100, 0, 0, 1, 600, 0, 200, 1317, 6100, 100, 99, 100, 200, 300, 1417, 6100
