Input Number, Run_Number, Result@ 100, X1, H, M, PO, CE, Y, D, CO, PE, A, B, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 001, P, 0, 0, 0, 0, 0, 17, 9, 17, 0, 37, 0, 18, 1, 9, 9, 0, 0, 9, 18, 27, 1, 26
INVAR-1, Run: 002, P, 0, 0, 0, 0, 0, 42, 9, 42, 0, 12, 0, 18, 2, 8, 9, 1, 0, 9, 18, 27, 2, 50
INVAR-1, Run: 003, P, 0, 0, 0, 0, 0, 38, 9, 38, 0, 16, 0, 18, 1, 9, 9, 0, 0, 9, 18, 27, 1, 47
INVAR-1, Run: 004, P, 0, 0, 0, 0, 0, 48, 9, 48, 0, 6, 0, 18, 4, 6, 9, 2, 1, 9, 18, 27, 4, 54
INVAR-1, Run: 005, P, 0, 0, 0, 0, 0, 42, 9, 42, 0, 12, 0, 18, 4, 9, 9, 0, 0, 9, 18, 27, 4, 51
INVAR-1, Run: 006, P, 0, 0, 0, 0, 0, 52, 9, 52, 0, 2, 0, 18, 5, 8, 9, 1, 0, 9, 18, 27, 5, 60
INVAR-1, Run: 007, P, 0, 0, 0, 0, 0, 44, 9, 44, 0, 10, 0, 18, 3, 6, 9, 3, 0, 9, 18, 27, 3, 50
INVAR-1, Run: 008, P, 0, 0, 0, 0, 0, 28, 9, 28, 0, 26, 0, 18, 1, 9, 9, 0, 0, 9, 18, 27, 1, 37
INVAR-1, Run: 009, P, 0, 0, 0, 0, 0, 46, 9, 46, 0, 8, 0, 18, 0, 8, 9, 1, 0, 9, 18, 27, 0, 54
INVAR-1, Run: 010, P, 0, 0, 0, 0, 0, 28, 9, 28, 0, 26, 0, 18, 1, 7, 9, 1, 1, 9, 18, 27, 1, 35
INVAR-1, Run: 011, P, 0, 0, 0, 0, 0, 46, 9, 46, 0, 8, 0, 18, 1, 5, 9, 3, 1, 9, 18, 27, 1, 51
INVAR-1, Run: 012, P, 0, 0, 0, 0, 0, 24, 9, 24, 0, 30, 0, 18, 6, 4, 9, 3, 2, 9, 18, 27, 6, 28
INVAR-1, Run: 013, P, 0, 0, 0, 0, 0, 50, 9, 50, 0, 4, 0, 18, 1, 8, 9, 1, 0, 9, 18, 27, 1, 58
INVAR-1, Run: 014, P, 0, 0, 0, 0, 0, 26, 9, 26, 0, 28, 0, 18, 2, 6, 9, 3, 0, 9, 18, 27, 2, 32
INVAR-1, Run: 015, P, 0, 0, 0, 0, 0, 31, 9, 31, 0, 23, 0, 18, 0, 6, 9, 3, 0, 9, 18, 27, 0, 37
INVAR-1, Run: 016, P, 0, 0, 0, 0, 0, 41, 9, 41, 0, 13, 0, 18, 1, 5, 9, 3, 1, 9, 18, 27, 1, 46
INVAR-1, Run: 017, P, 0, 0, 0, 0, 0, 32, 9, 32, 0, 22, 0, 18, 0, 9, 9, 0, 0, 9, 18, 27, 0, 41
INVAR-1, Run: 018, P, 0, 0, 0, 0, 0, 50, 9, 50, 0, 4, 0, 18, 3, 6, 9, 2, 1, 9, 18, 27, 3, 56
INVAR-1, Run: 019, P, 0, 0, 0, 0, 0, 39, 9, 39, 0, 15, 0, 18, 1, 8, 9, 1, 0, 9, 18, 27, 1, 47
INVAR-1, Run: 020, P, 0, 0, 0, 0, 0, 36, 9, 36, 0, 18, 0, 18, 1, 7, 9, 1, 1, 9, 18, 27, 1, 43
INVAR-1, Run: 021, P, 0, 0, 0, 0, 0, 32, 9, 32, 0, 22, 0, 18, 2, 7, 9, 2, 0, 9, 18, 27, 2, 39
INVAR-1, Run: 022, P, 0, 0, 0, 0, 0, 47, 9, 47, 0, 7, 0, 18, 2, 7, 9, 2, 0, 9, 18, 27, 2, 54
INVAR-1, Run: 023, P, 0, 0, 0, 0, 0, 46, 9, 46, 0, 8, 0, 18, 1, 7, 9, 2, 0, 9, 18, 27, 1, 53
