Input Number, Run_Number, Result@ 1000, A, B, H, C, L4, L1, L5, U, Y, T1, T2, T3, T4, T5, T6, R, L2, D, L3
1, Run: 015, P, 0, 10, 0, 0, 0, 96, 4, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
1, Run: 016, P, 0, 10, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
1, Run: 017, P, 10, 0, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
1, Run: 018, P, 0, 10, 0, 0, 0, 94, 6, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
1, Run: 019, F, 10, 0, 0, 0, 0, 0, 0, 6, 100, 2, 0, 1, 0, 0, 0, 1, 0, 47, 0
1, Run: 020, P, 0, 10, 0, 0, 1, 89, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 7, 0, 2
1, Run: 021, P, 0, 10, 0, 0, 0, 97, 3, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
1, Run: 022, F, 0, 10, 0, 0, 0, 87, 13, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
1, Run: 023, P, 0, 10, 0, 0, 0, 98, 2, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
1, Run: 024, P, 0, 10, 0, 0, 1, 99, 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
1, Run: 025, P, 0, 10, 0, 0, 0, 99, 1, 0, 0, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0
