Input Number, Run_Number, Result@ 100, H, PO, X1, M, CE, Y, D, CO, PE, A, B, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 061, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 672, 5233, 110, 67, 42, 90, 200, 300, 762, 5233
INVAR-10, Run: 062, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 983, 4176, 110, 67, 42, 90, 200, 300, 1073, 4176
INVAR-10, Run: 063, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 670, 3881, 108, 64, 43, 92, 200, 300, 762, 3881
INVAR-10, Run: 064, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 853, 6546, 110, 70, 39, 90, 200, 300, 943, 6546
INVAR-10, Run: 065, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 988, 6549, 111, 74, 36, 89, 200, 300, 1077, 6549
INVAR-10, Run: 066, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 944, 5969, 108, 73, 34, 92, 200, 300, 1036, 5969
INVAR-10, Run: 067, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 1206, 6984, 112, 66, 45, 88, 200, 300, 1294, 6984
INVAR-10, Run: 068, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 816, 4565, 111, 68, 42, 89, 200, 300, 905, 4565
INVAR-10, Run: 069, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 720, 6238, 112, 74, 37, 88, 200, 300, 808, 6238
INVAR-10, Run: 070, P, 0, 0, 0, 0, 85, 85, 0, 0, 1, 600, 0, 30, 200, 804, 5920, 115, 73, 41, 85, 200, 300, 889, 5920
INVAR-10, Run: 071, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 821, 4608, 108, 66, 41, 92, 200, 300, 913, 4608
INVAR-10, Run: 072, P, 0, 0, 0, 0, 93, 93, 0, 0, 1, 600, 0, 14, 200, 901, 6583, 107, 72, 34, 93, 200, 300, 994, 6583
INVAR-10, Run: 073, P, 0, 0, 0, 0, 93, 93, 0, 0, 1, 600, 0, 14, 200, 827, 4878, 107, 74, 32, 93, 200, 300, 920, 4878
INVAR-10, Run: 074, P, 0, 0, 0, 0, 86, 86, 0, 0, 1, 600, 0, 28, 200, 994, 5895, 114, 63, 50, 86, 200, 300, 1080, 5895
INVAR-10, Run: 075, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 952, 6342, 108, 70, 37, 92, 200, 300, 1044, 6342
INVAR-10, Run: 076, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 680, 5215, 110, 69, 40, 90, 200, 300, 770, 5215
INVAR-10, Run: 077, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 1056, 6730, 109, 65, 43, 91, 200, 300, 1147, 6730
INVAR-10, Run: 078, P, 0, 0, 0, 0, 87, 87, 0, 0, 1, 600, 0, 26, 200, 968, 5258, 113, 73, 39, 87, 200, 300, 1055, 5258
INVAR-10, Run: 079, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 670, 4531, 111, 70, 40, 89, 200, 300, 759, 4531
INVAR-10, Run: 080, P, 0, 0, 0, 0, 94, 94, 0, 0, 1, 600, 0, 12, 200, 911, 4960, 106, 67, 38, 94, 200, 300, 1005, 4960
INVAR-10, Run: 081, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 768, 6384, 109, 75, 33, 91, 200, 300, 859, 6384
INVAR-10, Run: 082, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 756, 5329, 108, 72, 35, 92, 200, 300, 848, 5329
INVAR-10, Run: 083, P, 0, 0, 0, 0, 91, 91, 0, 0, 1, 600, 0, 18, 200, 881, 5486, 109, 67, 41, 91, 200, 300, 972, 5486
INVAR-10, Run: 084, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 789, 6336, 108, 69, 38, 92, 200, 300, 881, 6336
INVAR-10, Run: 085, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 700, 4352, 108, 69, 38, 92, 200, 300, 792, 4352
INVAR-10, Run: 086, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 897, 4695, 108, 61, 46, 92, 200, 300, 989, 4695
INVAR-10, Run: 087, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 905, 4796, 111, 65, 45, 89, 200, 300, 994, 4796
INVAR-10, Run: 088, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 804, 5974, 110, 69, 40, 90, 200, 300, 894, 5974
INVAR-10, Run: 089, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 889, 5128, 110, 63, 46, 90, 200, 300, 979, 5128
INVAR-10, Run: 090, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 979, 5798, 110, 62, 47, 90, 200, 300, 1069, 5798
INVAR-10, Run: 091, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 826, 7195, 112, 75, 36, 88, 200, 300, 914, 7195
INVAR-10, Run: 092, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 1054, 5427, 108, 66, 41, 92, 200, 300, 1146, 5427
INVAR-10, Run: 093, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 1011, 5242, 112, 69, 42, 88, 200, 300, 1099, 5242
INVAR-10, Run: 094, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 1020, 5681, 110, 67, 42, 90, 200, 300, 1110, 5681
INVAR-10, Run: 095, P, 0, 0, 0, 0, 88, 88, 0, 0, 1, 600, 0, 24, 200, 958, 7309, 112, 78, 33, 88, 200, 300, 1046, 7309
INVAR-10, Run: 096, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 780, 4194, 111, 59, 51, 89, 200, 300, 869, 4194
INVAR-10, Run: 097, P, 0, 0, 0, 0, 94, 94, 0, 0, 1, 600, 0, 12, 200, 947, 3721, 106, 52, 53, 94, 200, 300, 1041, 3721
INVAR-10, Run: 098, P, 0, 0, 0, 0, 89, 89, 0, 0, 1, 600, 0, 22, 200, 616, 4705, 111, 73, 37, 89, 200, 300, 705, 4705
INVAR-10, Run: 099, P, 0, 0, 0, 0, 90, 90, 0, 0, 1, 600, 0, 20, 200, 800, 5678, 110, 73, 36, 90, 200, 300, 890, 5678
INVAR-10, Run: 100, P, 0, 0, 0, 0, 92, 92, 0, 0, 1, 600, 0, 16, 200, 847, 5407, 108, 65, 42, 92, 200, 300, 939, 5407
INVAR-2, Run: 001, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 92, 798, 33, 27, 5, 23, 56, 84, 115, 798
INVAR-2, Run: 002, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 118, 999, 35, 27, 7, 21, 56, 84, 139, 999
INVAR-2, Run: 003, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 154, 929, 33, 19, 13, 23, 56, 84, 177, 929
INVAR-2, Run: 004, P, 0, 0, 0, 0, 20, 20, 0, 0, 1, 168, 0, 16, 56, 155, 1258, 36, 18, 17, 20, 56, 84, 175, 1258
INVAR-2, Run: 005, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 108, 1073, 35, 23, 11, 21, 56, 84, 129, 1073
INVAR-2, Run: 006, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 108, 739, 35, 20, 14, 21, 56, 84, 129, 739
INVAR-2, Run: 007, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 73, 669, 33, 22, 10, 23, 56, 84, 96, 669
INVAR-2, Run: 008, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 130, 691, 32, 21, 10, 24, 56, 84, 154, 691
INVAR-2, Run: 009, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 106, 749, 33, 21, 11, 23, 56, 84, 129, 749
INVAR-2, Run: 010, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 114, 701, 32, 22, 9, 24, 56, 84, 138, 701
INVAR-2, Run: 011, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 127, 972, 34, 23, 10, 22, 56, 84, 149, 972
INVAR-2, Run: 012, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 113, 774, 32, 23, 8, 24, 56, 84, 137, 774
INVAR-2, Run: 013, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 101, 502, 33, 16, 16, 23, 56, 84, 124, 502
INVAR-2, Run: 014, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 122, 1029, 34, 21, 12, 22, 56, 84, 144, 1029
INVAR-2, Run: 015, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 111, 644, 33, 21, 11, 23, 56, 84, 134, 644
INVAR-2, Run: 016, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 115, 841, 31, 21, 9, 25, 56, 84, 140, 841
INVAR-2, Run: 017, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 74, 517, 31, 18, 12, 25, 56, 84, 99, 517
INVAR-2, Run: 018, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 107, 630, 32, 22, 9, 24, 56, 84, 131, 630
INVAR-2, Run: 019, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 104, 564, 33, 16, 16, 23, 56, 84, 127, 564
INVAR-2, Run: 020, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 136, 686, 33, 20, 12, 23, 56, 84, 159, 686
INVAR-2, Run: 021, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 91, 532, 31, 19, 11, 25, 56, 84, 116, 532
INVAR-2, Run: 022, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 85, 632, 34, 24, 9, 22, 56, 84, 107, 632
INVAR-2, Run: 023, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 123, 701, 33, 22, 10, 23, 56, 84, 146, 701
INVAR-2, Run: 024, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 118, 1162, 35, 24, 10, 21, 56, 84, 139, 1162
INVAR-2, Run: 025, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 148, 1251, 35, 24, 10, 21, 56, 84, 169, 1251
INVAR-2, Run: 026, P, 0, 0, 0, 0, 20, 20, 0, 0, 1, 168, 0, 16, 56, 99, 905, 36, 20, 15, 20, 56, 84, 119, 905
INVAR-2, Run: 027, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 89, 821, 32, 23, 8, 24, 56, 84, 113, 821
INVAR-2, Run: 028, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 154, 1159, 35, 26, 8, 21, 56, 84, 175, 1159
INVAR-2, Run: 029, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 138, 831, 32, 19, 12, 24, 56, 84, 162, 831
INVAR-2, Run: 030, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 185, 770, 33, 19, 13, 23, 56, 84, 208, 770
INVAR-2, Run: 031, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 107, 791, 34, 18, 15, 22, 56, 84, 129, 791
INVAR-2, Run: 032, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 104, 683, 31, 21, 9, 25, 56, 84, 129, 683
INVAR-2, Run: 033, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 61, 582, 33, 25, 7, 23, 56, 84, 84, 582
INVAR-2, Run: 034, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 116, 1026, 32, 21, 10, 24, 56, 84, 140, 1026
INVAR-2, Run: 035, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 116, 519, 31, 15, 15, 25, 56, 84, 141, 519
INVAR-2, Run: 036, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 124, 651, 33, 17, 15, 23, 56, 84, 147, 651
INVAR-2, Run: 037, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 103, 972, 34, 24, 9, 22, 56, 84, 125, 972
INVAR-2, Run: 038, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 138, 788, 32, 19, 12, 24, 56, 84, 162, 788
INVAR-2, Run: 039, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 85, 1029, 35, 24, 10, 21, 56, 84, 106, 1029
INVAR-2, Run: 040, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 121, 1114, 32, 20, 11, 24, 56, 84, 145, 1114
INVAR-2, Run: 041, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 163, 1009, 31, 23, 7, 25, 56, 84, 188, 1009
INVAR-2, Run: 042, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 93, 908, 34, 20, 13, 22, 56, 84, 115, 908
INVAR-2, Run: 043, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 96, 1168, 33, 25, 7, 23, 56, 84, 119, 1168
INVAR-2, Run: 044, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 146, 752, 32, 20, 11, 24, 56, 84, 170, 752
INVAR-2, Run: 045, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 128, 1253, 34, 24, 9, 22, 56, 84, 150, 1253
INVAR-2, Run: 046, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 118, 905, 31, 19, 11, 25, 56, 84, 143, 905
INVAR-2, Run: 047, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 130, 1193, 35, 21, 13, 21, 56, 84, 151, 1193
INVAR-2, Run: 048, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 168, 906, 34, 23, 10, 22, 56, 84, 190, 906
INVAR-2, Run: 049, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 75, 690, 33, 22, 10, 23, 56, 84, 98, 690
INVAR-2, Run: 050, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 123, 598, 32, 18, 13, 24, 56, 84, 147, 598
INVAR-2, Run: 051, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 122, 1132, 35, 25, 9, 21, 56, 84, 143, 1132
INVAR-2, Run: 052, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 105, 811, 32, 16, 15, 24, 56, 84, 129, 811
INVAR-2, Run: 053, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 96, 897, 34, 23, 10, 22, 56, 84, 118, 897
INVAR-2, Run: 054, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 121, 980, 32, 23, 8, 24, 56, 84, 145, 980
INVAR-2, Run: 055, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 117, 626, 33, 21, 11, 23, 56, 84, 140, 626
INVAR-2, Run: 056, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 128, 872, 33, 22, 10, 23, 56, 84, 151, 872
INVAR-2, Run: 057, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 120, 865, 33, 24, 8, 23, 56, 84, 143, 865
INVAR-2, Run: 058, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 165, 1038, 33, 16, 16, 23, 56, 84, 188, 1038
INVAR-2, Run: 059, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 75, 698, 34, 25, 8, 22, 56, 84, 97, 698
INVAR-2, Run: 060, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 134, 942, 33, 24, 8, 23, 56, 84, 157, 942
INVAR-2, Run: 061, P, 0, 0, 0, 0, 20, 20, 0, 0, 1, 168, 0, 16, 56, 165, 964, 36, 23, 12, 20, 56, 84, 185, 964
INVAR-2, Run: 062, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 109, 463, 31, 13, 17, 25, 56, 84, 134, 463
INVAR-2, Run: 063, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 123, 796, 31, 20, 10, 25, 56, 84, 148, 796
INVAR-2, Run: 064, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 143, 1004, 33, 23, 9, 23, 56, 84, 166, 1004
INVAR-2, Run: 065, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 127, 1129, 31, 21, 9, 25, 56, 84, 152, 1129
INVAR-2, Run: 066, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 93, 551, 32, 22, 9, 24, 56, 84, 117, 551
INVAR-2, Run: 067, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 147, 834, 34, 21, 12, 22, 56, 84, 169, 834
INVAR-2, Run: 068, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 122, 726, 33, 17, 15, 23, 56, 84, 145, 726
INVAR-2, Run: 069, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 148, 554, 32, 18, 13, 24, 56, 84, 172, 554
INVAR-2, Run: 070, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 140, 801, 32, 20, 11, 24, 56, 84, 164, 801
INVAR-2, Run: 071, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 103, 783, 35, 24, 10, 21, 56, 84, 124, 783
INVAR-2, Run: 072, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 121, 450, 31, 18, 12, 25, 56, 84, 146, 450
INVAR-2, Run: 073, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 99, 697, 32, 18, 13, 24, 56, 84, 123, 697
INVAR-2, Run: 074, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 130, 682, 33, 20, 12, 23, 56, 84, 153, 682
INVAR-2, Run: 075, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 146, 873, 33, 22, 10, 23, 56, 84, 169, 873
INVAR-2, Run: 076, P, 0, 0, 0, 0, 26, 26, 0, 0, 1, 168, 0, 4, 56, 110, 513, 30, 23, 6, 26, 56, 84, 136, 513
INVAR-2, Run: 077, P, 0, 0, 0, 0, 20, 20, 0, 0, 1, 168, 0, 16, 56, 92, 882, 36, 22, 13, 20, 56, 84, 112, 882
INVAR-2, Run: 078, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 136, 1088, 33, 19, 13, 23, 56, 84, 159, 1088
INVAR-2, Run: 079, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 167, 1134, 33, 18, 14, 23, 56, 84, 190, 1134
INVAR-2, Run: 080, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 138, 807, 34, 22, 11, 22, 56, 84, 160, 807
INVAR-2, Run: 081, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 150, 685, 34, 16, 17, 22, 56, 84, 172, 685
INVAR-2, Run: 082, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 105, 743, 32, 21, 10, 24, 56, 84, 129, 743
INVAR-2, Run: 083, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 97, 970, 35, 24, 10, 21, 56, 84, 118, 970
INVAR-2, Run: 084, P, 0, 0, 0, 0, 20, 20, 0, 0, 1, 168, 0, 16, 56, 111, 969, 36, 22, 13, 20, 56, 84, 131, 969
INVAR-2, Run: 085, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 130, 809, 32, 16, 15, 24, 56, 84, 154, 809
INVAR-2, Run: 086, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 98, 843, 33, 18, 14, 23, 56, 84, 121, 843
INVAR-2, Run: 087, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 111, 847, 33, 23, 9, 23, 56, 84, 134, 847
INVAR-2, Run: 088, P, 0, 0, 0, 0, 20, 20, 0, 0, 1, 168, 0, 16, 56, 122, 868, 36, 20, 15, 20, 56, 84, 142, 868
INVAR-2, Run: 089, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 95, 783, 31, 21, 9, 25, 56, 84, 120, 783
INVAR-2, Run: 090, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 156, 1269, 31, 21, 9, 25, 56, 84, 181, 1269
INVAR-2, Run: 091, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 70, 517, 32, 17, 14, 24, 56, 84, 94, 517
INVAR-2, Run: 092, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 111, 1079, 31, 22, 8, 25, 56, 84, 136, 1079
INVAR-2, Run: 093, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 177, 1024, 33, 14, 18, 23, 56, 84, 200, 1024
INVAR-2, Run: 094, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 134, 728, 33, 23, 9, 23, 56, 84, 157, 728
INVAR-2, Run: 095, P, 0, 0, 0, 0, 23, 23, 0, 0, 1, 168, 0, 10, 56, 131, 817, 33, 17, 15, 23, 56, 84, 154, 817
INVAR-2, Run: 096, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 94, 645, 34, 19, 14, 22, 56, 84, 116, 645
INVAR-2, Run: 097, P, 0, 0, 0, 0, 21, 21, 0, 0, 1, 168, 0, 14, 56, 118, 882, 35, 20, 14, 21, 56, 84, 139, 882
INVAR-2, Run: 098, P, 0, 0, 0, 0, 24, 24, 0, 0, 1, 168, 0, 8, 56, 150, 1026, 32, 22, 9, 24, 56, 84, 174, 1026
INVAR-2, Run: 099, P, 0, 0, 0, 0, 25, 25, 0, 0, 1, 168, 0, 6, 56, 87, 564, 31, 23, 7, 25, 56, 84, 112, 564
INVAR-2, Run: 100, P, 0, 0, 0, 0, 22, 22, 0, 0, 1, 168, 0, 12, 56, 129, 977, 34, 21, 12, 22, 56, 84, 151, 977
INVAR-3, Run: 001, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 703, 3631, 90, 56, 33, 74, 164, 246, 777, 3631
INVAR-3, Run: 002, P, 0, 0, 0, 0, 71, 71, 0, 0, 1, 492, 0, 22, 164, 653, 4978, 93, 55, 37, 71, 164, 246, 724, 4978
INVAR-3, Run: 003, P, 0, 0, 0, 0, 76, 76, 0, 0, 1, 492, 0, 12, 164, 633, 3601, 88, 46, 41, 76, 164, 246, 709, 3601
INVAR-3, Run: 004, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 617, 4039, 89, 62, 26, 75, 164, 246, 692, 4039
INVAR-3, Run: 005, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 660, 3925, 89, 62, 26, 75, 164, 246, 735, 3925
INVAR-3, Run: 006, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 623, 4260, 91, 54, 36, 73, 164, 246, 696, 4260
INVAR-3, Run: 007, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 596, 4004, 92, 56, 35, 72, 164, 246, 668, 4004
INVAR-3, Run: 008, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 665, 3831, 91, 49, 41, 73, 164, 246, 738, 3831
INVAR-3, Run: 009, P, 0, 0, 0, 0, 78, 78, 0, 0, 1, 492, 0, 8, 164, 516, 3336, 86, 49, 36, 78, 164, 246, 594, 3336
INVAR-3, Run: 010, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 561, 3211, 92, 58, 33, 72, 164, 246, 633, 3211
INVAR-3, Run: 011, P, 0, 0, 0, 0, 75, 75, 0, 0, 1, 492, 0, 14, 164, 594, 4666, 89, 57, 31, 75, 164, 246, 669, 4666
INVAR-3, Run: 012, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 591, 3514, 90, 57, 32, 74, 164, 246, 665, 3514
INVAR-3, Run: 013, P, 0, 0, 0, 0, 71, 71, 0, 0, 1, 492, 0, 22, 164, 729, 4161, 93, 61, 31, 71, 164, 246, 800, 4161
INVAR-3, Run: 014, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 542, 2661, 90, 57, 32, 74, 164, 246, 616, 2661
INVAR-3, Run: 015, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 646, 4032, 90, 58, 31, 74, 164, 246, 720, 4032
INVAR-3, Run: 016, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 642, 4024, 92, 56, 35, 72, 164, 246, 714, 4024
INVAR-3, Run: 017, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 463, 3136, 91, 54, 36, 73, 164, 246, 536, 3136
INVAR-3, Run: 018, P, 0, 0, 0, 0, 73, 73, 0, 0, 1, 492, 0, 18, 164, 693, 4725, 91, 51, 39, 73, 164, 246, 766, 4725
INVAR-3, Run: 019, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 822, 4802, 90, 62, 27, 74, 164, 246, 896, 4802
INVAR-3, Run: 020, P, 0, 0, 0, 0, 74, 74, 0, 0, 1, 492, 0, 16, 164, 639, 3200, 90, 49, 40, 74, 164, 246, 713, 3200
INVAR-3, Run: 021, P, 0, 0, 0, 0, 72, 72, 0, 0, 1, 492, 0, 20, 164, 631, 5213, 92, 62, 29, 72, 164, 246, 703, 5213
INVAR-3, Run: 022, P, 0, 0, 0, 0, 79, 79, 0, 0, 1, 492, 0, 6, 164, 616, 2917, 85, 45, 39, 79, 164, 246, 695, 2917
