Input Number, Run_Number, Result@ 100, A, F, X1, B, C, PO, D, CO, Y, PE, CE, E, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-2, Run: 091, P, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 703, 14, 14, 703, 28, 19, 8, 14, 35, 56, 1160, 587
INVAR-2, Run: 092, P, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15, 13, 56, 511, 15, 15, 511, 28, 19, 8, 15, 34, 56, 530, 271
INVAR-2, Run: 093, P, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15, 13, 56, 534, 4, 4, 534, 28, 15, 12, 15, 34, 56, 576, 294
INVAR-2, Run: 094, P, 0, 0, 0, 0, 0, 0, 152, 0, 0, 1, 0, 12, 16, 56, 470, 9, 9, 470, 28, 19, 8, 12, 36, 56, 1086, 551
INVAR-2, Run: 095, P, 0, 0, 0, 0, 0, 0, 150, 0, 0, 1, 0, 10, 18, 56, 374, 24, 24, 374, 28, 14, 13, 10, 37, 56, 992, 505
INVAR-2, Run: 096, P, 0, 1, 0, 0, 0, 0, 158, 0, 0, 1, 0, 17, 11, 56, 493, 23, 23, 493, 28, 12, 15, 17, 33, 56, 312, 161
INVAR-2, Run: 097, P, 0, 0, 0, 0, 0, 0, 154, 0, 0, 1, 0, 14, 14, 56, 1022, 17, 17, 1022, 28, 19, 8, 14, 35, 56, 618, 316
INVAR-2, Run: 098, P, 0, 1, 0, 0, 0, 0, 152, 0, 0, 1, 0, 11, 17, 56, 541, 14, 14, 541, 28, 16, 11, 11, 36, 56, 684, 350
INVAR-2, Run: 099, P, 0, 1, 0, 0, 0, 0, 156, 0, 0, 1, 0, 15, 13, 56, 543, 18, 18, 543, 28, 12, 15, 15, 34, 56, 808, 410
INVAR-2, Run: 100, P, 0, 1, 0, 0, 0, 0, 150, 0, 0, 1, 0, 9, 19, 56, 626, 14, 14, 626, 28, 17, 10, 9, 37, 56, 444, 231
INVAR-3, Run: 001, P, 0, 1, 0, 0, 0, 0, 448, 0, 0, 1, 0, 37, 45, 164, 3257, 36, 36, 3257, 82, 54, 27, 37, 104, 164, 3656, 1850
INVAR-3, Run: 002, P, 0, 1, 0, 0, 0, 0, 450, 0, 0, 1, 0, 39, 43, 164, 3334, 32, 32, 3334, 82, 56, 25, 39, 103, 164, 3078, 1560
INVAR-3, Run: 003, P, 0, 1, 0, 0, 0, 0, 454, 0, 0, 1, 0, 43, 39, 164, 2519, 36, 36, 2519, 82, 52, 29, 43, 101, 164, 2458, 1248
INVAR-3, Run: 004, P, 0, 1, 0, 0, 0, 0, 452, 0, 0, 1, 0, 41, 41, 164, 3884, 32, 32, 3884, 82, 51, 30, 41, 102, 164, 3386, 1713
INVAR-3, Run: 005, P, 0, 1, 0, 0, 0, 0, 446, 0, 0, 1, 0, 35, 47, 164, 4124, 37, 37, 4124, 82, 53, 28, 35, 105, 164, 3148, 1597
INVAR-3, Run: 006, P, 0, 0, 0, 0, 0, 0, 450, 0, 0, 1, 0, 40, 42, 164, 3796, 52, 52, 3796, 82, 56, 25, 40, 103, 164, 4748, 2395
INVAR-3, Run: 007, P, 0, 0, 0, 0, 0, 0, 448, 0, 0, 1, 0, 38, 44, 164, 2288, 30, 30, 2288, 82, 52, 29, 38, 104, 164, 4700, 2372
INVAR-3, Run: 008, P, 0, 0, 0, 0, 0, 0, 454, 0, 0, 1, 0, 44, 38, 164, 3166, 24, 24, 3166, 82, 57, 24, 44, 101, 164, 3852, 1945
INVAR-3, Run: 009, P, 0, 1, 0, 0, 0, 0, 456, 0, 0, 1, 0, 45, 37, 164, 3384, 23, 23, 3384, 82, 57, 24, 45, 100, 164, 3698, 1867
INVAR-3, Run: 010, P, 0, 0, 0, 0, 0, 0, 448, 0, 0, 1, 0, 38, 44, 164, 2397, 23, 23, 2397, 82, 56, 25, 38, 104, 164, 2722, 1383
INVAR-3, Run: 011, P, 0, 1, 0, 0, 0, 0, 450, 0, 0, 1, 0, 39, 43, 164, 2725, 41, 41, 2725, 82, 54, 27, 39, 103, 164, 2872, 1457
INVAR-3, Run: 012, P, 0, 0, 0, 0, 0, 0, 448, 0, 0, 1, 0, 38, 44, 164, 3520, 27, 27, 3520, 82, 49, 32, 38, 104, 164, 4738, 2391
INVAR-3, Run: 013, P, 0, 0, 0, 0, 0, 0, 452, 0, 0, 1, 0, 42, 40, 164, 3159, 33, 33, 3159, 82, 50, 31, 42, 102, 164, 3856, 1948
INVAR-3, Run: 014, P, 0, 0, 0, 0, 0, 0, 450, 0, 2, 1, 2, 39, 42, 164, 2814, 33, 31, 2814, 82, 53, 28, 39, 103, 164, 2762, 1402
INVAR-3, Run: 015, P, 0, 1, 0, 0, 0, 0, 458, 0, 0, 1, 0, 47, 35, 164, 3559, 43, 43, 3559, 82, 55, 26, 47, 99, 164, 3194, 1614
INVAR-3, Run: 016, P, 0, 1, 0, 0, 0, 0, 450, 0, 0, 1, 0, 39, 43, 164, 2269, 34, 34, 2269, 82, 46, 35, 39, 103, 164, 3286, 1664
INVAR-3, Run: 017, P, 0, 1, 0, 0, 0, 0, 450, 0, 0, 1, 0, 39, 43, 164, 2012, 33, 33, 2012, 82, 50, 31, 39, 103, 164, 1956, 999
INVAR-3, Run: 018, P, 0, 0, 0, 0, 0, 0, 456, 0, 0, 1, 0, 46, 36, 164, 3545, 45, 45, 3545, 82, 47, 34, 46, 100, 164, 4784, 2410
INVAR-3, Run: 019, P, 0, 0, 0, 0, 0, 0, 450, 0, 0, 1, 0, 40, 42, 164, 2519, 35, 35, 2519, 82, 54, 27, 40, 103, 164, 3048, 1545
INVAR-3, Run: 020, P, 0, 1, 0, 0, 0, 0, 454, 0, 0, 1, 0, 43, 39, 164, 3149, 35, 35, 3149, 82, 44, 37, 43, 101, 164, 3260, 1649
INVAR-3, Run: 021, P, 0, 0, 0, 0, 0, 0, 458, 0, 0, 1, 0, 48, 34, 164, 3562, 50, 50, 3562, 82, 49, 32, 48, 99, 164, 3552, 1793
INVAR-3, Run: 022, P, 0, 1, 0, 0, 0, 0, 450, 0, 0, 1, 0, 39, 43, 164, 2984, 39, 39, 2984, 82, 46, 35, 39, 103, 164, 4566, 2304
INVAR-3, Run: 023, P, 0, 0, 0, 0, 0, 0, 454, 0, 0, 1, 0, 44, 38, 164, 4071, 45, 45, 4071, 82, 50, 31, 44, 101, 164, 4916, 2477
INVAR-3, Run: 024, P, 0, 0, 0, 0, 0, 0, 452, 0, 0, 1, 0, 42, 40, 164, 3224, 33, 33, 3224, 82, 54, 27, 42, 102, 164, 3164, 1602
INVAR-3, Run: 025, P, 0, 1, 0, 0, 0, 0, 450, 0, 0, 1, 0, 39, 43, 164, 3185, 36, 36, 3185, 82, 53, 28, 39, 103, 164, 2196, 1119
INVAR-3, Run: 026, P, 0, 0, 0, 0, 0, 0, 450, 0, 2, 1, 2, 39, 42, 164, 3674, 32, 30, 3674, 82, 45, 36, 39, 103, 164, 4412, 2227
INVAR-3, Run: 027, P, 0, 1, 0, 0, 0, 0, 446, 0, 0, 1, 0, 35, 47, 164, 2518, 49, 49, 2518, 82, 39, 42, 35, 105, 164, 2304, 1175
INVAR-3, Run: 028, P, 0, 1, 0, 0, 0, 0, 448, 0, 2, 1, 2, 36, 45, 164, 2723, 48, 46, 2723, 82, 47, 34, 36, 104, 164, 2912, 1478
INVAR-3, Run: 029, P, 0, 0, 0, 0, 0, 0, 438, 0, 0, 1, 0, 28, 54, 164, 2942, 42, 42, 2942, 82, 45, 36, 28, 109, 164, 3898, 1976
INVAR-3, Run: 030, P, 0, 0, 0, 0, 0, 0, 452, 0, 0, 1, 0, 42, 40, 164, 3911, 44, 44, 3911, 82, 57, 24, 42, 102, 164, 2660, 1350
INVAR-3, Run: 031, P, 0, 1, 0, 0, 0, 0, 450, 0, 0, 1, 0, 39, 43, 164, 2865, 44, 44, 2865, 82, 52, 29, 39, 103, 164, 2668, 1355
INVAR-3, Run: 032, P, 0, 1, 0, 0, 0, 0, 452, 0, 0, 1, 0, 41, 41, 164, 2806, 36, 36, 2806, 82, 50, 31, 41, 102, 164, 3648, 1844
INVAR-3, Run: 033, P, 0, 0, 0, 0, 0, 0, 450, 0, 0, 1, 0, 40, 42, 164, 3240, 35, 35, 3240, 82, 52, 29, 40, 103, 164, 4200, 2121
INVAR-3, Run: 034, P, 0, 0, 0, 0, 0, 0, 454, 0, 0, 1, 0, 44, 38, 164, 2717, 39, 39, 2717, 82, 51, 30, 44, 101, 164, 4446, 2242
INVAR-3, Run: 035, P, 0, 1, 0, 0, 0, 0, 460, 0, 0, 1, 0, 49, 33, 164, 2248, 37, 37, 2248, 82, 49, 32, 49, 98, 164, 3560, 1796
INVAR-3, Run: 036, P, 0, 1, 0, 0, 0, 0, 456, 0, 0, 1, 0, 45, 37, 164, 3337, 33, 33, 3337, 82, 49, 32, 45, 100, 164, 3282, 1659
INVAR-3, Run: 037, P, 0, 1, 0, 0, 0, 0, 454, 0, 0, 1, 0, 43, 39, 164, 2981, 49, 49, 2981, 82, 35, 46, 43, 101, 164, 3074, 1556
INVAR-3, Run: 038, P, 0, 0, 0, 0, 0, 0, 452, 0, 0, 1, 0, 42, 40, 164, 2883, 47, 47, 2883, 82, 42, 39, 42, 102, 164, 4368, 2204
INVAR-3, Run: 039, P, 0, 1, 0, 0, 0, 0, 452, 0, 0, 1, 0, 41, 41, 164, 2846, 38, 38, 2846, 82, 49, 32, 41, 102, 164, 2960, 1500
INVAR-3, Run: 040, P, 0, 1, 0, 0, 0, 0, 446, 0, 0, 1, 0, 35, 47, 164, 3144, 44, 44, 3144, 82, 50, 31, 35, 105, 164, 2866, 1456
INVAR-3, Run: 041, P, 0, 0, 0, 0, 0, 0, 444, 0, 0, 1, 0, 34, 48, 164, 2849, 55, 55, 2849, 82, 46, 35, 34, 106, 164, 4642, 2345
INVAR-3, Run: 042, P, 0, 1, 0, 0, 0, 0, 448, 0, 0, 1, 0, 37, 45, 164, 2966, 35, 35, 2966, 82, 57, 24, 37, 104, 164, 2482, 1263
INVAR-3, Run: 043, P, 0, 1, 0, 0, 0, 0, 454, 0, 0, 1, 0, 43, 39, 164, 3343, 33, 33, 3343, 82, 47, 34, 43, 101, 164, 3524, 1781
INVAR-3, Run: 044, P, 0, 1, 0, 0, 0, 0, 448, 0, 2, 1, 2, 36, 45, 164, 2875, 43, 41, 2875, 82, 56, 25, 36, 104, 164, 3272, 1658
INVAR-3, Run: 045, P, 0, 1, 0, 0, 0, 0, 440, 0, 0, 1, 0, 29, 53, 164, 3830, 38, 38, 3830, 82, 39, 42, 29, 108, 164, 3438, 1745
INVAR-3, Run: 046, P, 0, 1, 0, 0, 0, 0, 452, 0, 0, 1, 0, 41, 41, 164, 2863, 44, 44, 2863, 82, 53, 28, 41, 102, 164, 2340, 1190
INVAR-3, Run: 047, P, 0, 1, 0, 0, 0, 0, 456, 0, 0, 1, 0, 45, 37, 164, 2937, 32, 32, 2937, 82, 47, 34, 45, 100, 164, 3732, 1884
INVAR-3, Run: 048, P, 0, 1, 0, 0, 0, 0, 450, 0, 0, 1, 0, 39, 43, 164, 4146, 41, 41, 4146, 82, 52, 29, 39, 103, 164, 4236, 2139
INVAR-3, Run: 049, P, 0, 1, 0, 0, 0, 0, 450, 0, 0, 1, 0, 39, 43, 164, 3456, 41, 41, 3456, 82, 56, 25, 39, 103, 164, 3150, 1596
INVAR-3, Run: 050, P, 0, 1, 0, 0, 0, 0, 450, 0, 0, 1, 0, 39, 43, 164, 3392, 55, 55, 3392, 82, 56, 25, 39, 103, 164, 3388, 1715
INVAR-3, Run: 051, P, 0, 1, 0, 0, 0, 0, 456, 0, 2, 1, 2, 44, 37, 164, 4125, 39, 37, 4125, 82, 62, 19, 44, 100, 164, 3570, 1803
INVAR-3, Run: 052, P, 0, 0, 0, 0, 0, 0, 448, 0, 0, 1, 0, 38, 44, 164, 2998, 41, 41, 2998, 82, 51, 30, 38, 104, 164, 2938, 1491
INVAR-3, Run: 053, P, 0, 0, 0, 0, 0, 0, 454, 0, 0, 1, 0, 44, 38, 164, 4241, 31, 31, 4241, 82, 51, 30, 44, 101, 164, 2862, 1450
INVAR-3, Run: 054, P, 0, 0, 0, 0, 0, 0, 454, 0, 0, 1, 0, 44, 38, 164, 2760, 36, 36, 2760, 82, 51, 30, 44, 101, 164, 3604, 1821
INVAR-3, Run: 055, P, 0, 1, 0, 0, 0, 0, 460, 0, 0, 1, 0, 49, 33, 164, 2915, 28, 28, 2915, 82, 51, 30, 49, 98, 164, 2924, 1478
INVAR-3, Run: 056, P, 0, 1, 0, 0, 0, 0, 454, 0, 0, 1, 0, 43, 39, 164, 2121, 28, 28, 2121, 82, 49, 32, 43, 101, 164, 4804, 2421
INVAR-3, Run: 057, P, 0, 1, 0, 0, 0, 0, 452, 0, 0, 1, 0, 41, 41, 164, 3480, 41, 41, 3480, 82, 46, 35, 41, 102, 164, 2828, 1434
INVAR-3, Run: 058, P, 0, 1, 0, 0, 0, 0, 452, 0, 0, 1, 0, 41, 41, 164, 3326, 39, 39, 3326, 82, 45, 36, 41, 102, 164, 4186, 2113
INVAR-3, Run: 059, P, 0, 1, 0, 0, 0, 0, 442, 0, 2, 1, 2, 30, 51, 164, 3228, 54, 52, 3228, 82, 48, 33, 30, 107, 164, 3290, 1670
INVAR-3, Run: 060, P, 0, 0, 0, 0, 0, 0, 456, 0, 0, 1, 0, 46, 36, 164, 2341, 37, 37, 2341, 82, 50, 31, 46, 100, 164, 6804, 3420
INVAR-3, Run: 061, P, 0, 0, 0, 0, 0, 0, 454, 0, 0, 1, 0, 44, 38, 164, 2517, 33, 33, 2517, 82, 53, 28, 44, 101, 164, 3916, 1977
INVAR-3, Run: 062, P, 0, 0, 0, 0, 0, 0, 448, 0, 0, 1, 0, 38, 44, 164, 3984, 59, 59, 3984, 82, 54, 27, 38, 104, 164, 5314, 2679
INVAR-3, Run: 063, P, 0, 1, 0, 0, 0, 0, 454, 0, 0, 1, 0, 43, 39, 164, 3054, 41, 41, 3054, 82, 51, 30, 43, 101, 164, 3600, 1819
INVAR-3, Run: 064, P, 0, 1, 0, 0, 0, 0, 454, 0, 0, 1, 0, 43, 39, 164, 4129, 48, 48, 4129, 82, 49, 32, 43, 101, 164, 3296, 1667
INVAR-3, Run: 065, P, 0, 0, 0, 0, 0, 0, 452, 0, 0, 1, 0, 42, 40, 164, 3310, 37, 37, 3310, 82, 49, 32, 42, 102, 164, 4328, 2184
INVAR-3, Run: 066, P, 0, 1, 0, 0, 0, 0, 456, 0, 0, 1, 0, 45, 37, 164, 2849, 33, 33, 2849, 82, 47, 34, 45, 100, 164, 2208, 1122
INVAR-3, Run: 067, P, 0, 0, 0, 0, 0, 0, 458, 0, 0, 1, 0, 48, 34, 164, 2966, 43, 43, 2966, 82, 53, 28, 48, 99, 164, 2954, 1494
INVAR-3, Run: 068, P, 0, 1, 0, 0, 0, 0, 452, 0, 0, 1, 0, 41, 41, 164, 3123, 38, 38, 3123, 82, 53, 28, 41, 102, 164, 3948, 1994
INVAR-3, Run: 069, P, 0, 1, 0, 0, 0, 0, 452, 0, 0, 1, 0, 41, 41, 164, 3310, 33, 33, 3310, 82, 50, 31, 41, 102, 164, 3462, 1751
INVAR-3, Run: 070, P, 0, 0, 0, 0, 0, 0, 452, 0, 0, 1, 0, 42, 40, 164, 3537, 37, 37, 3537, 82, 53, 28, 42, 102, 164, 3276, 1658
INVAR-3, Run: 071, P, 0, 1, 0, 0, 0, 0, 450, 0, 0, 1, 0, 39, 43, 164, 3112, 43, 43, 3112, 82, 48, 33, 39, 103, 164, 3378, 1710
INVAR-3, Run: 072, P, 0, 1, 0, 0, 0, 0, 452, 0, 0, 1, 0, 41, 41, 164, 2968, 55, 55, 2968, 82, 45, 36, 41, 102, 164, 2842, 1441
INVAR-3, Run: 073, P, 0, 1, 0, 0, 0, 0, 458, 0, 0, 1, 0, 47, 35, 164, 3468, 38, 38, 3468, 82, 55, 26, 47, 99, 164, 2992, 1513
INVAR-3, Run: 074, P, 0, 1, 0, 0, 0, 0, 450, 0, 0, 1, 0, 39, 43, 164, 2663, 38, 38, 2663, 82, 51, 30, 39, 103, 164, 3632, 1837
INVAR-3, Run: 075, P, 0, 1, 0, 0, 0, 0, 448, 0, 0, 1, 0, 37, 45, 164, 3464, 38, 38, 3464, 82, 53, 28, 37, 104, 164, 4192, 2118
INVAR-3, Run: 076, P, 0, 0, 0, 0, 0, 0, 444, 0, 0, 1, 0, 34, 48, 164, 4162, 31, 31, 4162, 82, 49, 32, 34, 106, 164, 4610, 2329
INVAR-3, Run: 077, P, 0, 1, 0, 0, 0, 0, 446, 0, 0, 1, 0, 35, 47, 164, 3291, 41, 41, 3291, 82, 50, 31, 35, 105, 164, 5066, 2556
INVAR-3, Run: 078, P, 0, 1, 0, 0, 0, 0, 456, 0, 0, 1, 0, 45, 37, 164, 3632, 40, 40, 3632, 82, 57, 24, 45, 100, 164, 3758, 1897
INVAR-3, Run: 079, P, 0, 0, 0, 0, 0, 0, 446, 0, 2, 1, 2, 35, 46, 164, 2690, 33, 31, 2690, 82, 56, 25, 35, 105, 164, 3006, 1526
INVAR-3, Run: 080, P, 0, 0, 0, 0, 0, 0, 456, 0, 0, 1, 0, 46, 36, 164, 3351, 46, 46, 3351, 82, 53, 28, 46, 100, 164, 3040, 1538
INVAR-3, Run: 081, P, 0, 0, 0, 0, 0, 0, 452, 0, 0, 1, 0, 42, 40, 164, 3011, 42, 42, 3011, 82, 57, 24, 42, 102, 164, 4094, 2067
INVAR-3, Run: 082, P, 0, 0, 0, 0, 0, 0, 442, 0, 0, 1, 0, 32, 50, 164, 2207, 36, 36, 2207, 82, 56, 25, 32, 107, 164, 3048, 1549
INVAR-3, Run: 083, P, 0, 0, 0, 0, 0, 0, 454, 0, 0, 1, 0, 44, 38, 164, 3037, 39, 39, 3037, 82, 50, 31, 44, 101, 164, 3482, 1760
INVAR-3, Run: 084, P, 0, 1, 0, 0, 0, 0, 456, 0, 0, 1, 0, 45, 37, 164, 3307, 38, 38, 3307, 82, 61, 20, 45, 100, 164, 2554, 1295
INVAR-3, Run: 085, P, 0, 1, 0, 0, 0, 0, 458, 0, 0, 1, 0, 47, 35, 164, 2443, 35, 35, 2443, 82, 60, 21, 47, 99, 164, 3008, 1521
INVAR-3, Run: 086, P, 0, 1, 0, 0, 0, 0, 448, 0, 0, 1, 0, 37, 45, 164, 2599, 37, 37, 2599, 82, 46, 35, 37, 104, 164, 2926, 1485
INVAR-3, Run: 087, P, 0, 1, 0, 0, 0, 0, 450, 0, 0, 1, 0, 39, 43, 164, 3211, 44, 44, 3211, 82, 50, 31, 39, 103, 164, 3774, 1908
INVAR-3, Run: 088, P, 0, 0, 0, 0, 0, 0, 450, 0, 0, 1, 0, 40, 42, 164, 2323, 33, 33, 2323, 82, 42, 39, 40, 103, 164, 3214, 1628
INVAR-3, Run: 089, P, 0, 1, 0, 0, 0, 0, 450, 0, 0, 1, 0, 39, 43, 164, 3584, 53, 53, 3584, 82, 50, 31, 39, 103, 164, 3898, 1970
INVAR-3, Run: 090, P, 0, 1, 0, 0, 0, 0, 444, 0, 0, 1, 0, 33, 49, 164, 2823, 38, 38, 2823, 82, 52, 29, 33, 106, 164, 3034, 1541
INVAR-3, Run: 091, P, 0, 1, 0, 0, 0, 0, 450, 0, 0, 1, 0, 39, 43, 164, 3426, 42, 42, 3426, 82, 58, 23, 39, 103, 164, 3094, 1568
INVAR-3, Run: 092, P, 0, 0, 0, 0, 0, 0, 448, 0, 0, 1, 0, 38, 44, 164, 3094, 33, 33, 3094, 82, 59, 22, 38, 104, 164, 2780, 1412
INVAR-3, Run: 093, P, 0, 0, 0, 0, 0, 0, 446, 0, 0, 1, 0, 36, 46, 164, 2967, 43, 43, 2967, 82, 55, 26, 36, 105, 164, 3712, 1879
INVAR-3, Run: 094, P, 0, 0, 0, 0, 0, 0, 448, 0, 0, 1, 0, 38, 44, 164, 3241, 36, 36, 3241, 82, 52, 29, 38, 104, 164, 3306, 1675
INVAR-3, Run: 095, P, 0, 0, 0, 0, 0, 0, 452, 0, 2, 1, 2, 41, 40, 164, 3303, 40, 38, 3303, 82, 39, 42, 41, 102, 164, 4746, 2393
INVAR-3, Run: 096, P, 0, 0, 0, 0, 0, 0, 456, 0, 2, 1, 2, 45, 36, 164, 2732, 49, 47, 2732, 82, 53, 28, 45, 100, 164, 3382, 1709
INVAR-3, Run: 097, P, 0, 0, 0, 0, 0, 0, 454, 0, 0, 1, 0, 44, 38, 164, 2808, 34, 34, 2808, 82, 41, 40, 44, 101, 164, 3518, 1778
INVAR-3, Run: 098, P, 0, 1, 0, 0, 0, 0, 452, 0, 0, 1, 0, 41, 41, 164, 3271, 51, 51, 3271, 82, 52, 29, 41, 102, 164, 3620, 1830
INVAR-3, Run: 099, P, 0, 0, 0, 0, 0, 0, 448, 0, 0, 1, 0, 38, 44, 164, 3215, 46, 46, 3215, 82, 57, 24, 38, 104, 164, 4294, 2169
INVAR-3, Run: 100, P, 0, 1, 0, 0, 0, 0, 458, 0, 0, 1, 0, 47, 35, 164, 2845, 31, 31, 2845, 82, 53, 28, 47, 99, 164, 3858, 1946
INVAR-4, Run: 001, P, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9, 10, 39, 388, 10, 10, 280, 19, 11, 8, 9, 24, 39, 335, 172
INVAR-4, Run: 002, P, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9, 10, 39, 337, 8, 8, 229, 19, 15, 4, 9, 24, 39, 231, 120
INVAR-4, Run: 003, P, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9, 10, 39, 533, 7, 7, 425, 19, 15, 4, 9, 24, 39, 335, 172
INVAR-4, Run: 004, P, 1, 1, 0, 0, 0, 1, 0, 110, 110, 0, 0, 11, 8, 39, 456, 8, 8, 346, 19, 10, 9, 11, 23, 39, 479, 243
INVAR-4, Run: 005, P, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8, 11, 39, 349, 13, 13, 243, 19, 15, 4, 8, 25, 39, 301, 156
INVAR-4, Run: 006, P, 1, 0, 0, 0, 0, 1, 0, 110, 110, 0, 0, 12, 7, 39, 593, 8, 8, 483, 19, 13, 6, 12, 23, 39, 505, 256
INVAR-4, Run: 007, P, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10, 9, 39, 394, 8, 8, 286, 19, 13, 6, 10, 24, 39, 257, 133
INVAR-4, Run: 008, P, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9, 10, 39, 320, 13, 13, 212, 19, 14, 5, 9, 24, 39, 415, 212
INVAR-4, Run: 009, P, 1, 1, 0, 0, 0, 1, 0, 112, 112, 0, 0, 13, 6, 39, 566, 11, 11, 454, 19, 10, 9, 13, 22, 39, 351, 178
INVAR-4, Run: 010, P, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9, 10, 39, 578, 7, 7, 470, 19, 16, 3, 9, 24, 39, 443, 226
INVAR-4, Run: 011, P, 1, 1, 0, 0, 0, 1, 0, 110, 110, 0, 0, 11, 8, 39, 474, 11, 11, 364, 19, 9, 10, 11, 23, 39, 317, 162
INVAR-4, Run: 012, P, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8, 11, 39, 333, 14, 14, 227, 19, 10, 9, 8, 25, 39, 277, 144
INVAR-4, Run: 013, P, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9, 10, 39, 320, 17, 17, 212, 19, 15, 4, 9, 24, 39, 397, 203
INVAR-4, Run: 014, P, 1, 1, 0, 0, 0, 1, 0, 110, 110, 0, 0, 11, 8, 39, 443, 8, 8, 333, 19, 15, 4, 11, 23, 39, 207, 107
INVAR-4, Run: 015, P, 1, 0, 0, 0, 0, 1, 0, 104, 104, 0, 0, 6, 13, 39, 274, 13, 13, 170, 19, 13, 6, 6, 26, 39, 405, 209
INVAR-4, Run: 016, P, 1, 1, 0, 0, 0, 1, 0, 106, 106, 0, 0, 7, 12, 39, 528, 10, 10, 422, 19, 9, 10, 7, 25, 39, 305, 158
INVAR-4, Run: 017, P, 1, 0, 0, 0, 0, 1, 0, 104, 104, 0, 0, 6, 13, 39, 396, 11, 11, 292, 19, 18, 1, 6, 26, 39, 365, 189
INVAR-4, Run: 018, P, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9, 10, 39, 329, 9, 9, 221, 19, 12, 7, 9, 24, 39, 175, 92
INVAR-4, Run: 019, P, 1, 1, 0, 0, 0, 1, 0, 114, 114, 0, 0, 15, 4, 39, 407, 5, 5, 293, 19, 14, 5, 15, 21, 39, 225, 114
INVAR-4, Run: 020, P, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10, 9, 39, 278, 12, 12, 170, 19, 12, 7, 10, 24, 39, 187, 98
INVAR-4, Run: 021, P, 1, 0, 0, 0, 0, 1, 0, 110, 110, 0, 0, 12, 7, 39, 643, 12, 12, 533, 19, 15, 4, 12, 23, 39, 485, 246
INVAR-4, Run: 022, P, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10, 9, 39, 473, 8, 8, 365, 19, 13, 6, 10, 24, 39, 269, 139
INVAR-4, Run: 023, P, 1, 1, 0, 0, 0, 1, 0, 106, 106, 0, 0, 7, 12, 39, 347, 15, 15, 241, 19, 13, 6, 7, 25, 39, 237, 124
INVAR-4, Run: 024, P, 1, 1, 0, 0, 0, 1, 0, 108, 108, 0, 0, 9, 10, 39, 469, 10, 10, 361, 19, 11, 8, 9, 24, 39, 241, 125
INVAR-4, Run: 025, P, 1, 1, 0, 0, 0, 1, 0, 114, 114, 0, 0, 15, 4, 39, 388, 7, 7, 274, 19, 9, 10, 15, 21, 39, 331, 167
INVAR-4, Run: 026, P, 1, 1, 0, 0, 0, 1, 0, 106, 106, 0, 0, 7, 12, 39, 364, 15, 15, 258, 19, 14, 5, 7, 25, 39, 177, 94
INVAR-4, Run: 027, P, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8, 11, 39, 668, 15, 15, 562, 19, 9, 10, 8, 25, 39, 769, 390
INVAR-4, Run: 028, P, 1, 0, 0, 0, 0, 1, 0, 104, 104, 0, 0, 6, 13, 39, 371, 10, 10, 267, 19, 11, 8, 6, 26, 39, 251, 132
INVAR-4, Run: 029, P, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10, 9, 39, 405, 12, 12, 297, 19, 13, 6, 10, 24, 39, 453, 231
INVAR-4, Run: 030, P, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8, 11, 39, 303, 12, 12, 197, 19, 12, 7, 8, 25, 39, 309, 160
INVAR-4, Run: 031, P, 1, 1, 0, 0, 0, 1, 0, 112, 112, 0, 0, 13, 6, 39, 397, 12, 12, 285, 19, 13, 6, 13, 22, 39, 377, 191
INVAR-4, Run: 032, P, 1, 0, 0, 0, 0, 1, 0, 108, 108, 0, 0, 10, 9, 39, 600, 15, 15, 492, 19, 15, 4, 10, 24, 39, 343, 176
INVAR-4, Run: 033, P, 1, 0, 0, 0, 0, 1, 0, 110, 110, 0, 0, 12, 7, 39, 454, 11, 11, 344, 19, 13, 6, 12, 23, 39, 575, 291
INVAR-4, Run: 034, P, 1, 0, 0, 0, 0, 1, 0, 106, 106, 0, 0, 8, 11, 39, 595, 13, 13, 489, 19, 13, 6, 8, 25, 39, 403, 207
