Input Number, Run_Number, Result@ 100, CO, PE, B, X1, H, M, PO, CE, Y, D, A, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-10, Run: 063, F, 0, 1, 1, 0, 0, 0, 0, 100, 151, 0, 499, 51, 200, 193, 2660, 100, 33, 15, 100, 200, 325, 293, 2711
INVAR-10, Run: 064, F, 279, 0, 1, 0, 0, 0, 0, 0, 330, 100, 220, 51, 200, 224, 2281, 100, 31, 18, 100, 200, 325, 224, 2611
INVAR-10, Run: 065, F, 24, 0, 0, 0, 0, 0, 0, 0, 74, 100, 476, 50, 200, 288, 2902, 100, 34, 16, 100, 200, 325, 288, 2976
INVAR-10, Run: 066, F, 175, 0, 0, 0, 0, 0, 0, 0, 229, 100, 317, 54, 200, 230, 3206, 100, 37, 9, 100, 200, 327, 230, 3435
INVAR-10, Run: 067, F, 92, 0, 1, 0, 0, 0, 0, 0, 141, 100, 411, 49, 200, 252, 2201, 100, 28, 23, 100, 200, 324, 252, 2342
INVAR-10, Run: 068, F, 237, 0, 1, 0, 0, 0, 0, 1, 281, 99, 278, 43, 200, 324, 2764, 100, 40, 17, 100, 200, 321, 325, 3044
INVAR-10, Run: 069, F, 0, 1, 0, 0, 0, 0, 0, 100, 148, 0, 504, 48, 200, 212, 3308, 100, 33, 18, 100, 200, 324, 312, 3356
INVAR-10, Run: 070, F, 0, 1, 0, 0, 0, 0, 0, 100, 152, 0, 496, 52, 200, 247, 3151, 100, 39, 8, 100, 200, 326, 347, 3203
INVAR-10, Run: 071, F, 486, 0, 1, 0, 0, 0, 0, 0, 531, 100, 25, 45, 200, 229, 2246, 100, 40, 15, 100, 200, 322, 229, 2777
INVAR-10, Run: 072, F, 0, 1, 1, 0, 0, 0, 0, 100, 149, 0, 503, 49, 200, 229, 2642, 100, 34, 16, 100, 200, 324, 329, 2691
INVAR-10, Run: 073, F, 330, 0, 0, 0, 0, 0, 0, 0, 374, 100, 182, 44, 200, 219, 2404, 100, 34, 22, 100, 200, 322, 219, 2778
INVAR-10, Run: 074, F, 201, 0, 0, 0, 0, 0, 0, 0, 249, 100, 303, 48, 200, 212, 2540, 100, 37, 15, 100, 200, 324, 212, 2789
INVAR-10, Run: 075, F, 163, 0, 1, 0, 0, 0, 0, 0, 200, 100, 364, 37, 200, 356, 2794, 100, 47, 16, 100, 200, 318, 356, 2994
INVAR-10, Run: 076, F, 0, 1, 1, 0, 0, 0, 0, 100, 147, 0, 507, 47, 200, 242, 3235, 100, 31, 21, 100, 200, 323, 342, 3282
INVAR-10, Run: 077, F, 469, 0, 1, 0, 0, 0, 0, 0, 518, 100, 34, 49, 200, 250, 2279, 100, 31, 20, 100, 200, 324, 250, 2797
INVAR-10, Run: 078, F, 0, 1, 1, 0, 0, 0, 0, 100, 147, 0, 507, 47, 200, 284, 3466, 100, 37, 15, 100, 200, 323, 384, 3513
INVAR-10, Run: 079, F, 0, 1, 0, 0, 0, 0, 0, 100, 150, 0, 500, 50, 200, 282, 2463, 100, 31, 18, 100, 200, 325, 382, 2513
INVAR-10, Run: 080, F, 0, 1, 0, 0, 0, 0, 0, 100, 150, 0, 500, 50, 200, 270, 2949, 100, 33, 16, 100, 200, 325, 370, 2999
INVAR-10, Run: 081, F, 213, 0, 0, 0, 0, 0, 0, 0, 263, 100, 287, 50, 200, 281, 3324, 100, 36, 14, 100, 200, 325, 281, 3587
INVAR-10, Run: 082, F, 59, 0, 1, 0, 0, 0, 0, 0, 106, 100, 448, 47, 200, 237, 3059, 100, 44, 9, 100, 200, 323, 237, 3165
INVAR-10, Run: 083, F, 159, 0, 0, 0, 0, 0, 0, 0, 211, 100, 337, 52, 200, 215, 2912, 100, 36, 12, 100, 200, 326, 215, 3123
INVAR-10, Run: 084, F, 371, 0, 0, 0, 0, 0, 0, 0, 417, 100, 137, 46, 200, 222, 2273, 100, 37, 17, 100, 200, 323, 222, 2690
INVAR-10, Run: 085, F, 149, 0, 0, 0, 0, 0, 0, 0, 195, 100, 359, 46, 200, 272, 2885, 100, 36, 18, 100, 200, 323, 272, 3080
INVAR-10, Run: 086, F, 117, 0, 1, 0, 0, 0, 0, 0, 166, 100, 386, 49, 200, 269, 3120, 100, 33, 18, 100, 200, 324, 269, 3286
INVAR-10, Run: 087, F, 39, 0, 0, 0, 0, 0, 0, 2, 93, 98, 457, 52, 200, 247, 3125, 100, 34, 14, 100, 200, 326, 249, 3216
INVAR-10, Run: 088, F, 27, 0, 1, 0, 0, 0, 0, 1, 83, 99, 464, 55, 200, 383, 3166, 100, 30, 15, 100, 200, 327, 384, 3248
INVAR-10, Run: 089, F, 53, 0, 1, 0, 0, 0, 0, 0, 102, 100, 450, 49, 200, 308, 3296, 100, 28, 23, 100, 200, 324, 308, 3398
INVAR-10, Run: 090, F, 331, 0, 1, 0, 0, 0, 0, 1, 377, 99, 180, 45, 200, 174, 2659, 100, 31, 24, 100, 200, 322, 175, 3035
INVAR-10, Run: 091, F, 372, 0, 0, 0, 0, 0, 0, 0, 422, 100, 128, 50, 200, 275, 3004, 100, 35, 15, 100, 200, 325, 275, 3426
INVAR-10, Run: 092, F, 0, 1, 1, 0, 0, 0, 0, 100, 151, 0, 499, 51, 200, 246, 3336, 100, 38, 10, 100, 200, 325, 346, 3387
INVAR-10, Run: 093, F, 384, 0, 1, 0, 0, 0, 0, 0, 427, 100, 131, 43, 200, 246, 2552, 100, 37, 20, 100, 200, 321, 246, 2979
INVAR-10, Run: 094, F, 210, 0, 1, 0, 0, 0, 0, 0, 251, 100, 309, 41, 200, 334, 2749, 100, 43, 16, 100, 200, 320, 334, 3000
INVAR-10, Run: 095, F, 180, 0, 1, 0, 0, 0, 0, 1, 230, 99, 323, 49, 200, 381, 2725, 100, 40, 11, 100, 200, 324, 382, 2954
INVAR-10, Run: 096, F, 218, 0, 0, 0, 0, 0, 0, 1, 269, 99, 282, 50, 200, 227, 2538, 100, 42, 8, 100, 200, 325, 228, 2806
INVAR-10, Run: 097, F, 132, 0, 1, 0, 0, 0, 0, 0, 175, 100, 383, 43, 200, 205, 3137, 100, 46, 11, 100, 200, 321, 205, 3312
INVAR-10, Run: 098, F, 0, 1, 0, 0, 0, 0, 0, 100, 142, 0, 516, 42, 200, 231, 3194, 100, 39, 18, 100, 200, 321, 331, 3236
INVAR-10, Run: 099, F, 179, 0, 0, 0, 0, 0, 0, 1, 222, 99, 337, 42, 200, 347, 3298, 100, 40, 18, 100, 200, 321, 348, 3519
INVAR-10, Run: 100, F, 286, 0, 0, 0, 0, 0, 0, 0, 332, 100, 222, 46, 200, 248, 2147, 100, 31, 23, 100, 200, 323, 248, 2479
INVAR-2, Run: 001, F, 56, 0, 1, 0, 0, 0, 0, 1, 72, 27, 83, 15, 56, 33, 311, 28, 10, 3, 28, 56, 91, 34, 382
INVAR-2, Run: 002, F, 74, 0, 0, 0, 0, 0, 0, 0, 88, 28, 66, 14, 56, 33, 150, 28, 10, 4, 28, 56, 91, 33, 238
INVAR-2, Run: 003, F, 0, 1, 0, 0, 0, 0, 0, 28, 42, 0, 140, 14, 56, 41, 364, 28, 8, 5, 28, 56, 91, 69, 378
INVAR-2, Run: 004, F, 3, 0, 0, 0, 0, 0, 0, 2, 19, 26, 137, 14, 56, 37, 339, 28, 7, 7, 28, 56, 91, 39, 356
INVAR-2, Run: 005, F, 0, 1, 1, 0, 0, 0, 0, 28, 45, 0, 135, 17, 56, 44, 433, 28, 6, 4, 28, 56, 92, 72, 450
INVAR-2, Run: 006, F, 48, 0, 1, 0, 0, 0, 0, 0, 61, 28, 95, 13, 56, 77, 383, 28, 11, 4, 28, 56, 90, 77, 444
INVAR-2, Run: 007, F, 95, 0, 0, 0, 0, 0, 0, 0, 107, 28, 49, 12, 56, 25, 213, 28, 6, 10, 28, 56, 90, 25, 320
INVAR-2, Run: 008, F, 5, 0, 0, 0, 0, 0, 0, 4, 23, 24, 135, 14, 56, 39, 323, 28, 7, 7, 28, 56, 91, 43, 342
INVAR-2, Run: 009, F, 8, 0, 0, 0, 0, 0, 0, 2, 26, 26, 128, 16, 56, 31, 316, 28, 9, 3, 28, 56, 92, 33, 340
INVAR-2, Run: 010, F, 41, 0, 1, 0, 0, 0, 0, 0, 58, 28, 94, 17, 56, 30, 502, 28, 9, 2, 28, 56, 92, 30, 560
INVAR-2, Run: 011, F, 24, 0, 0, 0, 0, 0, 0, 0, 40, 28, 112, 16, 56, 57, 411, 28, 10, 2, 28, 56, 92, 57, 451
INVAR-2, Run: 012, F, 52, 0, 1, 0, 0, 0, 0, 0, 67, 28, 87, 15, 56, 29, 442, 28, 10, 3, 28, 56, 91, 29, 509
INVAR-2, Run: 013, F, 36, 0, 0, 0, 0, 0, 0, 0, 50, 28, 104, 14, 56, 35, 296, 28, 9, 5, 28, 56, 91, 35, 346
INVAR-2, Run: 014, F, 0, 1, 1, 0, 0, 0, 0, 28, 41, 0, 143, 13, 56, 47, 392, 28, 11, 3, 28, 56, 90, 75, 405
INVAR-2, Run: 015, F, 47, 0, 1, 0, 0, 0, 0, 1, 67, 27, 84, 19, 56, 21, 394, 28, 7, 2, 28, 56, 93, 22, 460
INVAR-2, Run: 016, F, 52, 0, 1, 0, 0, 0, 0, 0, 67, 28, 87, 15, 56, 14, 331, 28, 8, 5, 28, 56, 91, 14, 398
INVAR-2, Run: 017, F, 74, 0, 0, 0, 0, 0, 0, 0, 88, 28, 66, 14, 56, 30, 338, 28, 9, 5, 28, 56, 91, 30, 426
INVAR-2, Run: 018, F, 114, 0, 0, 0, 0, 0, 0, 0, 132, 28, 18, 18, 56, 20, 199, 28, 8, 2, 28, 56, 93, 20, 331
INVAR-2, Run: 019, F, 0, 1, 1, 0, 0, 0, 0, 28, 41, 0, 143, 13, 56, 31, 368, 28, 12, 2, 28, 56, 90, 59, 381
INVAR-2, Run: 020, F, 0, 1, 1, 0, 0, 0, 0, 28, 41, 0, 143, 13, 56, 72, 527, 28, 12, 2, 28, 56, 90, 100, 540
INVAR-2, Run: 021, F, 73, 0, 0, 0, 0, 0, 0, 0, 87, 28, 67, 14, 56, 34, 409, 28, 12, 2, 28, 56, 91, 34, 496
INVAR-2, Run: 022, F, 52, 0, 1, 0, 0, 0, 0, 0, 65, 28, 91, 13, 56, 42, 419, 28, 13, 2, 28, 56, 90, 42, 484
INVAR-2, Run: 023, F, 92, 0, 1, 0, 0, 0, 0, 0, 105, 28, 51, 13, 56, 32, 319, 28, 12, 3, 28, 56, 90, 32, 424
INVAR-2, Run: 024, F, 23, 0, 1, 0, 0, 0, 0, 0, 38, 28, 116, 15, 56, 20, 201, 28, 9, 4, 28, 56, 91, 20, 239
INVAR-2, Run: 025, F, 47, 0, 1, 0, 0, 0, 0, 0, 62, 28, 92, 15, 56, 21, 244, 28, 9, 4, 28, 56, 91, 21, 306
INVAR-2, Run: 026, F, 108, 0, 1, 0, 0, 0, 0, 0, 123, 28, 31, 15, 56, 27, 278, 28, 12, 1, 28, 56, 91, 27, 401
INVAR-2, Run: 027, F, 55, 0, 1, 0, 0, 0, 0, 0, 70, 28, 84, 15, 56, 33, 242, 28, 11, 2, 28, 56, 91, 33, 312
INVAR-2, Run: 028, F, 20, 0, 1, 0, 0, 0, 0, 0, 33, 28, 123, 13, 56, 51, 358, 28, 11, 4, 28, 56, 90, 51, 391
INVAR-2, Run: 029, F, 94, 0, 0, 0, 0, 0, 0, 0, 108, 28, 46, 14, 56, 28, 245, 28, 9, 5, 28, 56, 91, 28, 353
INVAR-2, Run: 030, F, 0, 1, 1, 0, 0, 0, 0, 28, 41, 0, 143, 13, 56, 34, 406, 28, 9, 5, 28, 56, 90, 62, 419
INVAR-2, Run: 031, F, 94, 0, 1, 0, 0, 0, 0, 0, 109, 28, 45, 15, 56, 50, 252, 28, 11, 2, 28, 56, 91, 50, 361
INVAR-2, Run: 032, F, 69, 0, 0, 0, 0, 0, 0, 0, 83, 28, 71, 14, 56, 41, 270, 28, 12, 2, 28, 56, 91, 41, 353
INVAR-2, Run: 033, F, 1, 0, 0, 0, 0, 0, 0, 2, 17, 26, 139, 14, 56, 55, 360, 28, 9, 5, 28, 56, 91, 57, 375
INVAR-2, Run: 034, F, 35, 0, 0, 0, 0, 0, 0, 2, 53, 26, 101, 16, 56, 46, 293, 28, 7, 5, 28, 56, 92, 48, 344
INVAR-2, Run: 035, F, 79, 0, 0, 0, 0, 0, 0, 0, 91, 28, 65, 12, 56, 62, 297, 28, 10, 6, 28, 56, 90, 62, 388
INVAR-2, Run: 036, F, 54, 0, 0, 0, 0, 0, 0, 0, 68, 28, 86, 14, 56, 79, 312, 28, 8, 6, 28, 56, 91, 79, 380
INVAR-2, Run: 037, F, 10, 0, 0, 0, 0, 0, 0, 1, 27, 27, 126, 16, 56, 35, 305, 28, 8, 4, 28, 56, 92, 36, 331
INVAR-2, Run: 038, F, 80, 0, 0, 0, 0, 0, 0, 0, 96, 28, 56, 16, 56, 47, 277, 28, 9, 3, 28, 56, 92, 47, 373
INVAR-2, Run: 039, F, 65, 0, 0, 0, 0, 0, 0, 0, 81, 28, 71, 16, 56, 24, 399, 28, 8, 4, 28, 56, 92, 24, 480
INVAR-2, Run: 040, F, 0, 1, 1, 0, 0, 0, 0, 28, 41, 0, 143, 13, 56, 27, 226, 28, 12, 2, 28, 56, 90, 55, 239
INVAR-2, Run: 041, F, 0, 1, 0, 0, 0, 0, 0, 28, 42, 0, 140, 14, 56, 32, 352, 28, 9, 4, 28, 56, 91, 60, 366
INVAR-2, Run: 042, F, 69, 0, 1, 0, 0, 0, 0, 0, 86, 28, 66, 17, 56, 27, 366, 28, 5, 6, 28, 56, 92, 27, 452
INVAR-2, Run: 043, F, 31, 0, 0, 0, 0, 0, 0, 0, 51, 28, 97, 20, 56, 58, 361, 28, 2, 6, 28, 56, 94, 58, 412
INVAR-2, Run: 044, F, 45, 0, 0, 0, 0, 0, 0, 0, 59, 28, 95, 14, 56, 37, 397, 28, 11, 3, 28, 56, 91, 37, 456
INVAR-2, Run: 045, F, 13, 0, 1, 0, 0, 0, 0, 1, 27, 27, 130, 13, 56, 43, 359, 28, 11, 4, 28, 56, 90, 44, 385
INVAR-2, Run: 046, F, 21, 0, 1, 0, 0, 0, 0, 1, 39, 27, 114, 17, 56, 37, 330, 28, 10, 1, 28, 56, 92, 38, 368
INVAR-2, Run: 047, F, 21, 0, 0, 0, 0, 0, 0, 1, 38, 27, 115, 16, 56, 30, 314, 28, 9, 3, 28, 56, 92, 31, 351
INVAR-2, Run: 048, F, 35, 0, 0, 0, 0, 0, 0, 2, 57, 26, 93, 20, 56, 42, 388, 28, 4, 4, 28, 56, 94, 44, 443
INVAR-2, Run: 049, F, 114, 0, 1, 0, 0, 0, 0, 0, 131, 28, 21, 17, 56, 54, 306, 28, 8, 3, 28, 56, 92, 54, 437
INVAR-2, Run: 050, F, 36, 0, 1, 0, 0, 0, 0, 0, 51, 28, 103, 15, 56, 29, 386, 28, 10, 3, 28, 56, 91, 29, 437
INVAR-2, Run: 051, F, 59, 0, 0, 0, 0, 0, 0, 0, 75, 28, 77, 16, 56, 33, 371, 28, 8, 4, 28, 56, 92, 33, 446
INVAR-2, Run: 052, F, 14, 0, 0, 0, 0, 0, 0, 1, 31, 27, 122, 16, 56, 32, 373, 28, 7, 5, 28, 56, 92, 33, 403
INVAR-2, Run: 053, F, 47, 0, 0, 0, 0, 0, 0, 0, 61, 28, 93, 14, 56, 31, 286, 28, 10, 4, 28, 56, 91, 31, 347
INVAR-2, Run: 054, F, 9, 0, 1, 0, 0, 0, 0, 1, 27, 27, 126, 17, 56, 43, 452, 28, 5, 6, 28, 56, 92, 44, 478
INVAR-2, Run: 055, F, 58, 0, 0, 0, 0, 0, 0, 1, 77, 27, 74, 18, 56, 59, 417, 28, 8, 2, 28, 56, 93, 60, 493
INVAR-2, Run: 056, F, 20, 0, 1, 0, 0, 0, 0, 0, 39, 28, 111, 19, 56, 46, 416, 28, 8, 1, 28, 56, 93, 46, 455
INVAR-2, Run: 057, F, 0, 1, 0, 0, 0, 0, 0, 28, 42, 0, 140, 14, 56, 41, 376, 28, 8, 5, 28, 56, 91, 69, 390
INVAR-2, Run: 058, F, 48, 0, 0, 0, 0, 0, 0, 1, 61, 27, 96, 12, 56, 56, 328, 28, 13, 3, 28, 56, 90, 57, 388
INVAR-2, Run: 059, F, 38, 0, 0, 0, 0, 0, 0, 1, 55, 27, 98, 16, 56, 40, 243, 28, 10, 2, 28, 56, 92, 41, 297
INVAR-2, Run: 060, F, 0, 1, 1, 0, 0, 0, 0, 28, 41, 0, 143, 13, 56, 35, 257, 28, 11, 3, 28, 56, 90, 63, 270
INVAR-2, Run: 061, F, 113, 0, 1, 0, 0, 0, 0, 0, 126, 28, 30, 13, 56, 36, 263, 28, 11, 4, 28, 56, 90, 36, 389
INVAR-2, Run: 062, F, 23, 0, 0, 0, 0, 0, 0, 1, 38, 27, 117, 14, 56, 63, 265, 28, 7, 7, 28, 56, 91, 64, 302
INVAR-2, Run: 063, F, 24, 0, 0, 0, 0, 0, 0, 0, 40, 28, 112, 16, 56, 35, 333, 28, 9, 3, 28, 56, 92, 35, 373
INVAR-2, Run: 064, F, 60, 0, 1, 0, 0, 0, 0, 0, 75, 28, 79, 15, 56, 25, 213, 28, 9, 4, 28, 56, 91, 25, 288
INVAR-2, Run: 065, F, 27, 0, 1, 0, 0, 0, 0, 0, 44, 28, 108, 17, 56, 27, 263, 28, 7, 4, 28, 56, 92, 27, 307
INVAR-2, Run: 066, F, 47, 0, 1, 0, 0, 0, 0, 0, 58, 28, 100, 11, 56, 48, 208, 28, 11, 6, 28, 56, 89, 48, 266
INVAR-2, Run: 067, F, 46, 0, 0, 0, 0, 0, 0, 0, 60, 28, 94, 14, 56, 27, 264, 28, 13, 1, 28, 56, 91, 27, 324
INVAR-2, Run: 068, F, 100, 0, 0, 0, 0, 0, 0, 0, 114, 28, 40, 14, 56, 26, 317, 28, 10, 4, 28, 56, 91, 26, 431
INVAR-2, Run: 069, F, 20, 0, 0, 0, 0, 0, 0, 1, 37, 27, 116, 16, 56, 52, 275, 28, 7, 5, 28, 56, 92, 53, 311
INVAR-2, Run: 070, F, 16, 0, 0, 0, 0, 0, 0, 1, 31, 27, 124, 14, 56, 39, 454, 28, 7, 7, 28, 56, 91, 40, 484
INVAR-2, Run: 071, F, 2, 0, 0, 0, 0, 0, 0, 2, 22, 26, 130, 18, 56, 30, 402, 28, 10, 0, 28, 56, 93, 32, 422
INVAR-2, Run: 072, F, 0, 1, 1, 0, 0, 0, 0, 28, 41, 0, 143, 13, 56, 29, 424, 28, 12, 2, 28, 56, 90, 57, 437
INVAR-2, Run: 073, F, 51, 0, 0, 0, 0, 0, 0, 1, 68, 27, 85, 16, 56, 62, 325, 28, 10, 2, 28, 56, 92, 63, 392
INVAR-2, Run: 074, F, 27, 0, 1, 0, 0, 0, 0, 0, 42, 28, 112, 15, 56, 20, 251, 28, 9, 4, 28, 56, 91, 20, 293
INVAR-2, Run: 075, F, 8, 0, 1, 0, 0, 0, 0, 2, 23, 26, 135, 13, 56, 32, 317, 28, 10, 5, 28, 56, 90, 34, 338
INVAR-2, Run: 076, F, 0, 1, 0, 0, 0, 0, 0, 28, 42, 0, 140, 14, 56, 49, 338, 28, 7, 6, 28, 56, 91, 77, 352
INVAR-2, Run: 077, F, 77, 0, 0, 0, 0, 0, 0, 0, 89, 28, 67, 12, 56, 46, 283, 28, 12, 4, 28, 56, 90, 46, 372
INVAR-2, Run: 078, F, 9, 0, 0, 0, 0, 0, 0, 1, 24, 27, 131, 14, 56, 20, 340, 28, 13, 1, 28, 56, 91, 21, 363
INVAR-2, Run: 079, F, 75, 0, 0, 0, 0, 0, 0, 0, 89, 28, 65, 14, 56, 21, 364, 28, 10, 4, 28, 56, 91, 21, 453
INVAR-2, Run: 080, F, 0, 1, 0, 0, 0, 0, 0, 28, 44, 0, 136, 16, 56, 20, 304, 28, 7, 4, 28, 56, 92, 48, 320
INVAR-2, Run: 081, F, 20, 0, 1, 0, 0, 0, 0, 0, 35, 28, 119, 15, 56, 34, 377, 28, 11, 2, 28, 56, 91, 34, 412
INVAR-2, Run: 082, F, 8, 0, 1, 0, 0, 0, 0, 1, 24, 27, 131, 15, 56, 43, 408, 28, 8, 5, 28, 56, 91, 44, 431
INVAR-2, Run: 083, F, 18, 0, 0, 0, 0, 0, 0, 0, 32, 28, 122, 14, 56, 45, 410, 28, 6, 8, 28, 56, 91, 45, 442
INVAR-2, Run: 084, F, 1, 0, 1, 0, 0, 0, 0, 3, 17, 25, 142, 13, 56, 55, 435, 28, 11, 4, 28, 56, 90, 58, 449
INVAR-2, Run: 085, F, 15, 0, 1, 0, 0, 0, 0, 2, 28, 26, 132, 11, 56, 30, 270, 28, 10, 7, 28, 56, 89, 32, 296
INVAR-2, Run: 086, F, 88, 0, 0, 0, 0, 0, 0, 0, 100, 28, 56, 12, 56, 48, 230, 28, 12, 4, 28, 56, 90, 48, 330
INVAR-2, Run: 087, F, 42, 0, 0, 0, 0, 0, 0, 0, 58, 28, 94, 16, 56, 41, 321, 28, 9, 3, 28, 56, 92, 41, 379
INVAR-2, Run: 088, F, 112, 0, 1, 0, 0, 0, 0, 0, 125, 28, 31, 13, 56, 30, 217, 28, 12, 3, 28, 56, 90, 30, 342
INVAR-2, Run: 089, F, 85, 0, 0, 0, 0, 0, 0, 0, 99, 28, 55, 14, 56, 32, 210, 28, 10, 4, 28, 56, 91, 32, 309
INVAR-2, Run: 090, F, 4, 0, 0, 0, 0, 0, 0, 3, 17, 25, 144, 10, 56, 33, 393, 28, 14, 4, 28, 56, 89, 36, 407
INVAR-2, Run: 091, F, 53, 0, 0, 0, 0, 0, 0, 0, 69, 28, 83, 16, 56, 27, 337, 28, 9, 3, 28, 56, 92, 27, 406
INVAR-2, Run: 092, F, 40, 0, 0, 0, 0, 0, 0, 0, 52, 28, 104, 12, 56, 51, 410, 28, 10, 6, 28, 56, 90, 51, 462
INVAR-2, Run: 093, F, 68, 0, 0, 0, 0, 0, 0, 0, 82, 28, 72, 14, 56, 47, 209, 28, 11, 3, 28, 56, 91, 47, 291
INVAR-2, Run: 094, F, 12, 0, 1, 0, 0, 0, 0, 0, 27, 28, 127, 15, 56, 26, 284, 28, 8, 5, 28, 56, 91, 26, 311
INVAR-2, Run: 095, F, 36, 0, 0, 0, 0, 0, 0, 0, 54, 28, 96, 18, 56, 33, 245, 28, 8, 2, 28, 56, 93, 33, 299
INVAR-2, Run: 096, F, 119, 0, 1, 0, 0, 0, 0, 0, 138, 28, 12, 19, 56, 35, 308, 28, 6, 3, 28, 56, 93, 35, 446
INVAR-2, Run: 097, F, 0, 1, 0, 0, 0, 0, 0, 28, 40, 0, 144, 12, 56, 61, 416, 28, 9, 6, 28, 56, 90, 89, 428
INVAR-2, Run: 098, F, 0, 1, 1, 0, 0, 0, 0, 28, 41, 0, 143, 13, 56, 17, 246, 28, 10, 4, 28, 56, 90, 45, 259
INVAR-2, Run: 099, F, 83, 0, 1, 0, 0, 0, 0, 0, 98, 28, 56, 15, 56, 38, 206, 28, 10, 3, 28, 56, 91, 38, 304
INVAR-2, Run: 100, F, 78, 0, 1, 0, 0, 0, 0, 0, 91, 28, 65, 13, 56, 43, 322, 28, 12, 3, 28, 56, 90, 43, 413
INVAR-3, Run: 001, F, 142, 0, 0, 0, 0, 0, 0, 0, 178, 82, 278, 36, 164, 143, 2214, 82, 31, 15, 82, 164, 264, 143, 2392
INVAR-3, Run: 002, F, 271, 0, 1, 0, 0, 0, 0, 0, 312, 82, 140, 41, 164, 223, 2276, 82, 36, 5, 82, 164, 266, 223, 2588
INVAR-3, Run: 003, F, 0, 1, 1, 0, 0, 0, 0, 82, 117, 0, 423, 35, 164, 131, 2470, 82, 38, 8, 82, 164, 263, 213, 2505
INVAR-3, Run: 004, F, 164, 0, 1, 0, 0, 0, 0, 0, 207, 82, 243, 43, 164, 205, 2140, 82, 28, 11, 82, 164, 267, 205, 2347
INVAR-3, Run: 005, F, 103, 0, 0, 0, 0, 0, 0, 1, 142, 81, 313, 38, 164, 202, 2381, 82, 29, 15, 82, 164, 265, 203, 2522
INVAR-3, Run: 006, F, 84, 0, 1, 0, 0, 0, 0, 0, 129, 82, 319, 45, 164, 139, 1921, 82, 27, 10, 82, 164, 268, 139, 2050
INVAR-3, Run: 007, F, 10, 0, 0, 0, 0, 0, 0, 4, 46, 78, 418, 32, 164, 161, 2247, 82, 32, 18, 82, 164, 262, 165, 2289
INVAR-3, Run: 008, F, 169, 0, 0, 0, 0, 0, 0, 0, 209, 82, 243, 40, 164, 184, 1800, 82, 28, 14, 82, 164, 266, 184, 2009
INVAR-3, Run: 009, F, 93, 0, 1, 0, 0, 0, 0, 1, 133, 81, 322, 39, 164, 182, 2040, 82, 31, 12, 82, 164, 265, 183, 2172
INVAR-3, Run: 010, F, 353, 0, 0, 0, 0, 0, 0, 0, 391, 82, 63, 38, 164, 174, 1758, 82, 26, 18, 82, 164, 265, 174, 2149
INVAR-3, Run: 011, F, 207, 0, 1, 0, 0, 0, 0, 0, 254, 82, 192, 47, 164, 155, 1566, 82, 27, 8, 82, 164, 269, 155, 1820
INVAR-3, Run: 012, F, 106, 0, 0, 0, 0, 0, 0, 0, 146, 82, 306, 40, 164, 331, 2025, 82, 27, 15, 82, 164, 266, 331, 2171
INVAR-3, Run: 013, F, 200, 0, 0, 0, 0, 0, 0, 0, 246, 82, 200, 46, 164, 241, 1911, 82, 25, 11, 82, 164, 269, 241, 2157
INVAR-3, Run: 014, F, 0, 1, 0, 0, 0, 0, 0, 82, 122, 0, 412, 40, 164, 174, 2309, 82, 25, 16, 82, 164, 266, 256, 2349
INVAR-3, Run: 015, F, 368, 0, 0, 0, 0, 0, 0, 0, 408, 82, 44, 40, 164, 202, 1975, 82, 28, 14, 82, 164, 266, 202, 2383
INVAR-3, Run: 016, F, 345, 0, 0, 0, 0, 0, 0, 0, 385, 82, 67, 40, 164, 212, 1949, 82, 30, 12, 82, 164, 266, 212, 2334
INVAR-3, Run: 017, F, 66, 0, 0, 0, 0, 0, 0, 0, 106, 82, 346, 40, 164, 164, 1863, 82, 26, 16, 82, 164, 266, 164, 1969
INVAR-3, Run: 018, F, 235, 0, 1, 0, 0, 0, 0, 0, 276, 82, 176, 41, 164, 122, 2475, 82, 35, 6, 82, 164, 266, 122, 2751
INVAR-3, Run: 019, F, 88, 0, 1, 0, 0, 0, 0, 0, 123, 82, 335, 35, 164, 168, 2208, 82, 34, 13, 82, 164, 263, 168, 2331
INVAR-3, Run: 020, F, 173, 0, 0, 0, 0, 0, 0, 0, 205, 82, 255, 32, 164, 187, 1861, 82, 28, 22, 82, 164, 262, 187, 2066
INVAR-3, Run: 021, F, 216, 0, 1, 0, 0, 0, 0, 1, 256, 81, 199, 39, 164, 245, 2110, 82, 27, 16, 82, 164, 265, 246, 2365
INVAR-3, Run: 022, F, 0, 1, 1, 0, 0, 0, 0, 82, 127, 0, 403, 45, 164, 130, 2564, 82, 30, 6, 82, 164, 268, 212, 2609
INVAR-3, Run: 023, F, 265, 0, 0, 0, 0, 0, 0, 0, 305, 82, 147, 40, 164, 218, 2015, 82, 29, 13, 82, 164, 266, 218, 2320
INVAR-3, Run: 024, F, 29, 0, 1, 0, 0, 0, 0, 1, 69, 81, 386, 39, 164, 188, 1693, 82, 36, 7, 82, 164, 265, 189, 1761
INVAR-3, Run: 025, F, 342, 0, 0, 0, 0, 0, 0, 0, 384, 82, 66, 42, 164, 151, 1673, 82, 30, 10, 82, 164, 267, 151, 2057
