Input Number, Run_Number, Result@ 100, X, V, Y
16, Run: 033, F, 1, 90, 0
16, Run: 034, P, 0, 0, 2
16, Run: 035, F, 1, 62, 0
16, Run: 036, P, 0, 0, 2
16, Run: 037, F, 1, 96, 0
16, Run: 038, P, 0, 0, 2
16, Run: 039, F, 1, 29, 0
16, Run: 040, F, 1, 96, 0
16, Run: 041, F, 1, 105, 0
16, Run: 042, F, 1, 44, 0
16, Run: 043, F, 1, 51, 0
16, Run: 044, F, 1, 113, 0
16, Run: 045, F, 1, 65, 0
16, Run: 046, F, 1, 102, 0
16, Run: 047, P, 0, 0, 2
16, Run: 048, F, 1, 102, 0
16, Run: 049, F, 1, 82, 0
16, Run: 050, F, 1, 66, 0
16, Run: 051, F, 1, 83, 0
16, Run: 052, F, 1, 84, 0
16, Run: 053, F, 1, 60, 0
16, Run: 054, F, 1, 24, 0
16, Run: 055, F, 1, 70, 0
16, Run: 056, F, 1, 53, 0
16, Run: 057, F, 1, 36, 0
16, Run: 058, P, 0, 0, 2
16, Run: 059, F, 1, 35, 0
16, Run: 060, F, 1, 108, 0
16, Run: 061, F, 1, 108, 0
16, Run: 062, F, 1, 102, 0
16, Run: 063, F, 1, 90, 0
16, Run: 064, F, 1, 74, 0
16, Run: 065, F, 1, 69, 0
16, Run: 066, F, 1, 47, 0
16, Run: 067, F, 1, 52, 0
16, Run: 068, F, 1, 73, 0
16, Run: 069, P, 0, 0, 2
16, Run: 070, F, 1, 57, 0
16, Run: 071, F, 1, 57, 0
16, Run: 072, P, 0, 0, 2
16, Run: 073, F, 1, 85, 0
16, Run: 074, F, 1, 104, 0
16, Run: 075, P, 0, 0, 2
16, Run: 076, F, 1, 96, 0
16, Run: 077, P, 0, 0, 2
16, Run: 078, F, 1, 101, 0
16, Run: 079, P, 0, 0, 2
16, Run: 080, F, 1, 110, 0
16, Run: 081, F, 1, 100, 0
16, Run: 082, P, 0, 0, 2
16, Run: 083, F, 1, 80, 0
16, Run: 084, F, 1, 76, 0
16, Run: 085, P, 0, 0, 2
16, Run: 086, F, 1, 103, 0
16, Run: 087, P, 0, 0, 2
16, Run: 088, F, 1, 62, 0
16, Run: 089, F, 1, 84, 0
16, Run: 090, F, 1, 78, 0
16, Run: 091, P, 0, 0, 2
16, Run: 092, F, 1, 63, 0
16, Run: 093, P, 0, 0, 2
16, Run: 094, F, 1, 20, 0
16, Run: 095, F, 1, 82, 0
16, Run: 096, F, 1, 31, 0
16, Run: 097, P, 0, 0, 2
16, Run: 098, P, 0, 0, 2
16, Run: 099, P, 0, 0, 2
16, Run: 100, P, 0, 0, 2
17, Run: 001, F, 2, 30, 0
17, Run: 002, F, 2, 12, 0
17, Run: 003, P, 0, 0, 1
17, Run: 004, F, 2, 28, 0
17, Run: 005, P, 0, 0, 1
17, Run: 006, P, 0, 0, 1
17, Run: 007, P, 0, 0, 1
17, Run: 008, P, 0, 0, 1
17, Run: 009, P, 0, 0, 1
17, Run: 010, P, 0, 0, 1
17, Run: 011, P, 0, 0, 1
17, Run: 012, P, 0, 0, 1
17, Run: 013, P, 0, 0, 1
17, Run: 014, P, 0, 0, 1
17, Run: 015, P, 0, 0, 1
17, Run: 016, P, 0, 0, 1
17, Run: 017, P, 0, 0, 1
17, Run: 018, P, 0, 0, 1
17, Run: 019, P, 0, 0, 1
17, Run: 020, P, 0, 0, 1
17, Run: 021, P, 0, 0, 1
17, Run: 022, P, 0, 0, 1
17, Run: 023, P, 0, 0, 1
17, Run: 024, F, 2, 29, 0
17, Run: 025, P, 0, 0, 1
17, Run: 026, P, 0, 0, 1
17, Run: 027, F, 2, 25, 0
17, Run: 028, F, 2, 28, 0
17, Run: 029, F, 2, 30, 0
17, Run: 030, P, 0, 0, 1
17, Run: 031, F, 2, 30, 0
17, Run: 032, P, 0, 0, 1
17, Run: 033, F, 2, 24, 0
17, Run: 034, P, 0, 0, 1
17, Run: 035, P, 0, 0, 1
17, Run: 036, F, 2, 26, 0
17, Run: 037, P, 0, 0, 1
17, Run: 038, P, 0, 0, 1
17, Run: 039, F, 2, 19, 0
17, Run: 040, P, 0, 0, 1
17, Run: 041, F, 2, 26, 0
17, Run: 042, F, 2, 27, 0
17, Run: 043, P, 0, 0, 1
17, Run: 044, P, 0, 0, 1
17, Run: 045, F, 2, 25, 0
17, Run: 046, P, 0, 0, 1
17, Run: 047, F, 2, 11, 0
17, Run: 048, F, 2, 28, 0
17, Run: 049, P, 0, 0, 1
17, Run: 050, P, 0, 0, 1
17, Run: 051, P, 0, 0, 1
17, Run: 052, P, 0, 0, 1
17, Run: 053, P, 0, 0, 1
17, Run: 054, P, 0, 0, 1
17, Run: 055, P, 0, 0, 1
17, Run: 056, P, 0, 0, 1
17, Run: 057, F, 2, 18, 0
17, Run: 058, P, 0, 0, 1
17, Run: 059, P, 0, 0, 1
17, Run: 060, P, 0, 0, 1
17, Run: 061, P, 0, 0, 1
17, Run: 062, P, 0, 0, 1
17, Run: 063, F, 2, 20, 0
17, Run: 064, P, 0, 0, 1
17, Run: 065, P, 0, 0, 1
17, Run: 066, F, 2, 24, 0
17, Run: 067, F, 2, 27, 0
17, Run: 068, P, 0, 0, 1
17, Run: 069, P, 0, 0, 1
17, Run: 070, P, 0, 0, 1
17, Run: 071, P, 0, 0, 1
17, Run: 072, F, 2, 25, 0
17, Run: 073, P, 0, 0, 1
17, Run: 074, F, 2, 19, 0
17, Run: 075, P, 0, 0, 1
17, Run: 076, P, 0, 0, 1
17, Run: 077, F, 2, 26, 0
17, Run: 078, P, 0, 0, 1
17, Run: 079, P, 0, 0, 1
17, Run: 080, F, 2, 30, 0
17, Run: 081, P, 0, 0, 1
17, Run: 082, P, 0, 0, 1
17, Run: 083, P, 0, 0, 1
17, Run: 084, P, 0, 0, 1
17, Run: 085, P, 0, 0, 1
17, Run: 086, P, 0, 0, 1
17, Run: 087, P, 0, 0, 1
17, Run: 088, P, 0, 0, 1
17, Run: 089, P, 0, 0, 1
17, Run: 090, P, 0, 0, 1
17, Run: 091, P, 0, 0, 1
17, Run: 092, P, 0, 0, 1
17, Run: 093, P, 0, 0, 1
17, Run: 094, P, 0, 0, 1
17, Run: 095, P, 0, 0, 1
17, Run: 096, P, 0, 0, 1
17, Run: 097, P, 0, 0, 1
17, Run: 098, P, 0, 0, 1
17, Run: 099, P, 0, 0, 1
17, Run: 100, P, 0, 0, 1
18, Run: 001, F, 2, 46, 0
18, Run: 002, P, 0, 0, 1
18, Run: 003, P, 0, 0, 1
18, Run: 004, F, 2, 44, 0
18, Run: 005, P, 0, 0, 1
18, Run: 006, P, 0, 0, 1
18, Run: 007, P, 0, 0, 1
18, Run: 008, F, 2, 19, 0
18, Run: 009, P, 0, 0, 1
18, Run: 010, P, 0, 0, 1
18, Run: 011, P, 0, 0, 1
18, Run: 012, F, 2, 45, 0
18, Run: 013, P, 0, 0, 1
18, Run: 014, P, 0, 0, 1
18, Run: 015, P, 0, 0, 1
18, Run: 016, P, 0, 0, 1
18, Run: 017, P, 0, 0, 1
18, Run: 018, F, 2, 46, 0
18, Run: 019, P, 0, 0, 1
18, Run: 020, P, 0, 0, 1
18, Run: 021, F, 2, 32, 0
18, Run: 022, F, 2, 8, 0
18, Run: 023, P, 0, 0, 1
18, Run: 024, P, 0, 0, 1
18, Run: 025, P, 0, 0, 1
18, Run: 026, P, 0, 0, 1
18, Run: 027, P, 0, 0, 1
18, Run: 028, P, 0, 0, 1
18, Run: 029, P, 0, 0, 1
18, Run: 030, P, 0, 0, 1
18, Run: 031, F, 2, 36, 0
18, Run: 032, P, 0, 0, 1
18, Run: 033, F, 2, 35, 0
18, Run: 034, F, 2, 33, 0
18, Run: 035, P, 0, 0, 1
18, Run: 036, P, 0, 0, 1
18, Run: 037, P, 0, 0, 1
18, Run: 038, P, 0, 0, 1
18, Run: 039, F, 2, 26, 0
18, Run: 040, F, 2, 29, 0
18, Run: 041, P, 0, 0, 1
18, Run: 042, F, 2, 17, 0
18, Run: 043, P, 0, 0, 1
18, Run: 044, P, 0, 0, 1
18, Run: 045, F, 2, 32, 0
18, Run: 046, P, 0, 0, 1
18, Run: 047, P, 0, 0, 1
18, Run: 048, P, 0, 0, 1
18, Run: 049, P, 0, 0, 1
18, Run: 050, F, 2, 46, 0
18, Run: 051, F, 2, 29, 0
18, Run: 052, F, 2, 48, 0
18, Run: 053, F, 2, 40, 0
18, Run: 054, F, 2, 27, 0
18, Run: 055, P, 0, 0, 1
18, Run: 056, P, 0, 0, 1
18, Run: 057, P, 0, 0, 1
18, Run: 058, P, 0, 0, 1
18, Run: 059, F, 2, 44, 0
18, Run: 060, F, 2, 40, 0
18, Run: 061, P, 0, 0, 1
18, Run: 062, P, 0, 0, 1
18, Run: 063, P, 0, 0, 1
18, Run: 064, F, 2, 31, 0
18, Run: 065, P, 0, 0, 1
18, Run: 066, P, 0, 0, 1
18, Run: 067, P, 0, 0, 1
18, Run: 068, P, 0, 0, 1
18, Run: 069, F, 2, 49, 0
18, Run: 070, P, 0, 0, 1
18, Run: 071, P, 0, 0, 1
18, Run: 072, P, 0, 0, 1
18, Run: 073, F, 2, 38, 0
18, Run: 074, F, 2, 36, 0
18, Run: 075, P, 0, 0, 1
18, Run: 076, P, 0, 0, 1
18, Run: 077, F, 2, 40, 0
18, Run: 078, F, 2, 47, 0
18, Run: 079, P, 0, 0, 1
18, Run: 080, P, 0, 0, 1
18, Run: 081, P, 0, 0, 1
18, Run: 082, P, 0, 0, 1
18, Run: 083, P, 0, 0, 1
18, Run: 084, F, 2, 42, 0
18, Run: 085, P, 0, 0, 1
18, Run: 086, P, 0, 0, 1
18, Run: 087, P, 0, 0, 1
18, Run: 088, P, 0, 0, 1
18, Run: 089, P, 0, 0, 1
18, Run: 090, P, 0, 0, 1
18, Run: 091, P, 0, 0, 1
18, Run: 092, F, 2, 33, 0
18, Run: 093, F, 2, 41, 0
18, Run: 094, P, 0, 0, 1
18, Run: 095, P, 0, 0, 1
18, Run: 096, P, 0, 0, 1
18, Run: 097, P, 0, 0, 1
18, Run: 098, P, 0, 0, 1
18, Run: 099, F, 2, 27, 0
18, Run: 100, P, 0, 0, 1
19, Run: 001, F, 1, 59, 0
19, Run: 002, F, 1, 91, 0
19, Run: 003, F, 1, 97, 0
19, Run: 004, F, 1, 38, 0
19, Run: 005, F, 1, 57, 0
19, Run: 006, P, 0, 0, 2
19, Run: 007, F, 1, 20, 0
19, Run: 008, F, 1, 77, 0
19, Run: 009, F, 1, 54, 0
19, Run: 010, F, 1, 105, 0
19, Run: 011, P, 0, 0, 2
19, Run: 012, F, 1, 114, 0
19, Run: 013, F, 1, 56, 0
19, Run: 014, F, 1, 41, 0
19, Run: 015, P, 0, 0, 2
19, Run: 016, P, 0, 0, 2
19, Run: 017, F, 1, 15, 0
19, Run: 018, F, 1, 57, 0
19, Run: 019, P, 0, 0, 2
19, Run: 020, P, 0, 0, 2
19, Run: 021, F, 1, 101, 0
19, Run: 022, F, 1, 58, 0
19, Run: 023, F, 1, 41, 0
19, Run: 024, P, 0, 0, 2
19, Run: 025, F, 1, 37, 0
19, Run: 026, P, 0, 0, 2
19, Run: 027, F, 1, 65, 0
19, Run: 028, P, 0, 0, 2
19, Run: 029, P, 0, 0, 2
19, Run: 030, F, 1, 83, 0
19, Run: 031, F, 1, 50, 0
19, Run: 032, P, 0, 0, 2
19, Run: 033, F, 1, 94, 0
19, Run: 034, F, 1, 66, 0
19, Run: 035, F, 1, 83, 0
19, Run: 036, F, 1, 64, 0
19, Run: 037, P, 0, 0, 2
19, Run: 038, F, 1, 69, 0
19, Run: 039, F, 1, 76, 0
19, Run: 040, P, 0, 0, 2
19, Run: 041, F, 1, 64, 0
19, Run: 042, P, 0, 0, 2
19, Run: 043, F, 1, 48, 0
19, Run: 044, F, 1, 81, 0
19, Run: 045, F, 1, 89, 0
19, Run: 046, F, 1, 92, 0
19, Run: 047, F, 1, 23, 0
19, Run: 048, F, 1, 58, 0
19, Run: 049, P, 0, 0, 2
19, Run: 050, F, 1, 68, 0
19, Run: 051, P, 0, 0, 2
19, Run: 052, F, 1, 84, 0
19, Run: 053, P, 0, 0, 2
19, Run: 054, F, 1, 88, 0
19, Run: 055, P, 0, 0, 2
19, Run: 056, P, 0, 0, 2
19, Run: 057, F, 1, 98, 0
19, Run: 058, F, 1, 81, 0
19, Run: 059, F, 1, 78, 0
19, Run: 060, F, 1, 23, 0
19, Run: 061, F, 1, 108, 0
19, Run: 062, F, 1, 50, 0
19, Run: 063, P, 0, 0, 2
19, Run: 064, F, 1, 107, 0
19, Run: 065, P, 0, 0, 2
19, Run: 066, F, 1, 47, 0
19, Run: 067, F, 1, 5, 0
19, Run: 068, P, 0, 0, 2
19, Run: 069, F, 1, 94, 0
19, Run: 070, F, 1, 35, 0
19, Run: 071, F, 1, 106, 0
19, Run: 072, F, 1, 96, 0
19, Run: 073, F, 1, 40, 0
19, Run: 074, F, 1, 63, 0
19, Run: 075, F, 1, 48, 0
19, Run: 076, F, 1, 95, 0
19, Run: 077, F, 1, 72, 0
19, Run: 078, F, 1, 94, 0
19, Run: 079, F, 1, 43, 0
19, Run: 080, F, 1, 43, 0
19, Run: 081, F, 1, 64, 0
19, Run: 082, P, 0, 0, 2
19, Run: 083, F, 1, 20, 0
19, Run: 084, P, 0, 0, 2
19, Run: 085, F, 1, 29, 0
19, Run: 086, F, 1, 27, 0
19, Run: 087, P, 0, 0, 2
19, Run: 088, P, 0, 0, 2
19, Run: 089, P, 0, 0, 2
19, Run: 090, F, 1, 83, 0
19, Run: 091, F, 1, 103, 0
19, Run: 092, P, 0, 0, 2
19, Run: 093, F, 1, 75, 0
19, Run: 094, P, 0, 0, 2
19, Run: 095, P, 0, 0, 2
19, Run: 096, F, 1, 92, 0
19, Run: 097, F, 1, 75, 0
19, Run: 098, P, 0, 0, 2
19, Run: 099, F, 1, 87, 0
19, Run: 100, F, 1, 65, 0
2, Run: 001, P, 0, 0, 2
2, Run: 002, F, 1, 28, 0
2, Run: 003, F, 1, 42, 0
2, Run: 004, P, 0, 0, 2
2, Run: 005, F, 1, 40, 0
2, Run: 006, F, 1, 37, 0
2, Run: 007, F, 1, 16, 0
2, Run: 008, F, 1, 23, 0
2, Run: 009, F, 1, 32, 0
2, Run: 010, P, 0, 0, 2
2, Run: 011, F, 1, 17, 0
2, Run: 012, P, 0, 0, 2
2, Run: 013, F, 1, 20, 0
2, Run: 014, F, 1, 21, 0
2, Run: 015, F, 1, 34, 0
2, Run: 016, F, 1, 33, 0
2, Run: 017, P, 0, 0, 2
2, Run: 018, P, 0, 0, 2
2, Run: 019, F, 1, 35, 0
2, Run: 020, F, 1, 29, 0
2, Run: 021, P, 0, 0, 2
2, Run: 022, F, 1, 21, 0
2, Run: 023, F, 1, 32, 0
2, Run: 024, F, 1, 40, 0
2, Run: 025, F, 1, 17, 0
2, Run: 026, P, 0, 0, 2
2, Run: 027, P, 0, 0, 2
2, Run: 028, F, 1, 36, 0
2, Run: 029, P, 0, 0, 2
2, Run: 030, F, 1, 37, 0
2, Run: 031, F, 1, 26, 0
2, Run: 032, F, 1, 25, 0
2, Run: 033, F, 1, 36, 0
2, Run: 034, F, 1, 29, 0
2, Run: 035, F, 1, 30, 0
2, Run: 036, F, 1, 25, 0
2, Run: 037, F, 1, 18, 0
2, Run: 038, F, 1, 26, 0
2, Run: 039, F, 1, 30, 0
2, Run: 040, F, 1, 24, 0
2, Run: 041, F, 1, 39, 0
2, Run: 042, P, 0, 0, 2
2, Run: 043, F, 1, 19, 0
2, Run: 044, F, 1, 31, 0
2, Run: 045, F, 1, 24, 0
2, Run: 046, F, 1, 15, 0
2, Run: 047, F, 1, 28, 0
2, Run: 048, P, 0, 0, 2
2, Run: 049, P, 0, 0, 2
2, Run: 050, F, 1, 3, 0
2, Run: 051, P, 0, 0, 2
2, Run: 052, F, 1, 31, 0
2, Run: 053, F, 1, 15, 0
2, Run: 054, F, 1, 32, 0
2, Run: 055, F, 1, 15, 0
2, Run: 056, F, 1, 4, 0
2, Run: 057, F, 1, 28, 0
2, Run: 058, F, 1, 20, 0
2, Run: 059, F, 1, 26, 0
2, Run: 060, F, 1, 14, 0
2, Run: 061, F, 1, 23, 0
2, Run: 062, F, 1, 16, 0
2, Run: 063, F, 1, 12, 0
2, Run: 064, F, 1, 31, 0
2, Run: 065, F, 1, 33, 0
2, Run: 066, P, 0, 0, 2
2, Run: 067, F, 1, 16, 0
2, Run: 068, P, 0, 0, 2
2, Run: 069, F, 1, 25, 0
2, Run: 070, F, 1, 7, 0
2, Run: 071, F, 1, 30, 0
2, Run: 072, P, 0, 0, 2
2, Run: 073, F, 1, 16, 0
2, Run: 074, F, 1, 32, 0
2, Run: 075, P, 0, 0, 2
2, Run: 076, P, 0, 0, 2
2, Run: 077, F, 1, 38, 0
2, Run: 078, P, 0, 0, 2
2, Run: 079, F, 1, 37, 0
2, Run: 080, P, 0, 0, 2
2, Run: 081, F, 1, 21, 0
2, Run: 082, P, 0, 0, 2
2, Run: 083, F, 1, 30, 0
2, Run: 084, F, 1, 36, 0
2, Run: 085, P, 0, 0, 2
2, Run: 086, F, 1, 38, 0
2, Run: 087, F, 1, 23, 0
2, Run: 088, F, 1, 29, 0
2, Run: 089, P, 0, 0, 2
2, Run: 090, F, 1, 28, 0
2, Run: 091, F, 1, 19, 0
2, Run: 092, F, 1, 2, 0
2, Run: 093, P, 0, 0, 2
2, Run: 094, F, 1, 18, 0
2, Run: 095, F, 1, 25, 0
2, Run: 096, F, 1, 14, 0
2, Run: 097, P, 0, 0, 2
2, Run: 098, P, 0, 0, 2
2, Run: 099, F, 1, 22, 0
2, Run: 100, F, 1, 19, 0
20, Run: 001, F, 1, 10, 0
20, Run: 002, F, 1, 19, 0
20, Run: 003, P, 0, 0, 2
20, Run: 004, F, 1, 13, 0
20, Run: 005, P, 0, 0, 2
20, Run: 006, F, 1, 19, 0
20, Run: 007, F, 1, 10, 0
20, Run: 008, F, 1, 22, 0
20, Run: 009, F, 1, 15, 0
20, Run: 010, F, 1, 25, 0
20, Run: 011, F, 1, 19, 0
20, Run: 012, F, 1, 14, 0
20, Run: 013, F, 1, 16, 0
20, Run: 014, P, 0, 0, 2
20, Run: 015, F, 1, 19, 0
20, Run: 016, P, 0, 0, 2
20, Run: 017, P, 0, 0, 2
20, Run: 018, F, 1, 14, 0
20, Run: 019, F, 1, 19, 0
20, Run: 020, F, 1, 20, 0
20, Run: 021, P, 0, 0, 2
20, Run: 022, F, 1, 12, 0
20, Run: 023, P, 0, 0, 2
20, Run: 024, F, 1, 24, 0
20, Run: 025, P, 0, 0, 2
20, Run: 026, P, 0, 0, 2
20, Run: 027, F, 1, 17, 0
20, Run: 028, F, 1, 14, 0
20, Run: 029, F, 1, 26, 0
20, Run: 030, F, 1, 6, 0
20, Run: 031, F, 1, 21, 0
20, Run: 032, F, 1, 14, 0
20, Run: 033, F, 1, 9, 0
20, Run: 034, F, 1, 19, 0
20, Run: 035, F, 1, 17, 0
20, Run: 036, F, 1, 15, 0
20, Run: 037, P, 0, 0, 2
20, Run: 038, F, 1, 10, 0
20, Run: 039, F, 1, 4, 0
20, Run: 040, F, 1, 14, 0
20, Run: 041, P, 0, 0, 2
20, Run: 042, F, 1, 20, 0
20, Run: 043, F, 1, 24, 0
20, Run: 044, F, 1, 27, 0
20, Run: 045, F, 1, 21, 0
20, Run: 046, P, 0, 0, 2
20, Run: 047, F, 1, 13, 0
20, Run: 048, F, 1, 11, 0
20, Run: 049, F, 1, 18, 0
20, Run: 050, F, 1, 21, 0
20, Run: 051, F, 1, 13, 0
20, Run: 052, P, 0, 0, 2
20, Run: 053, F, 1, 20, 0
20, Run: 054, P, 0, 0, 2
20, Run: 055, P, 0, 0, 2
20, Run: 056, F, 1, 20, 0
20, Run: 057, F, 1, 10, 0
20, Run: 058, F, 1, 21, 0
20, Run: 059, F, 1, 9, 0
20, Run: 060, F, 1, 16, 0
20, Run: 061, P, 0, 0, 2
20, Run: 062, F, 1, 19, 0
20, Run: 063, F, 1, 20, 0
20, Run: 064, P, 0, 0, 2
20, Run: 065, P, 0, 0, 2
20, Run: 066, F, 1, 21, 0
20, Run: 067, F, 1, 19, 0
20, Run: 068, F, 1, 18, 0
20, Run: 069, F, 1, 26, 0
20, Run: 070, F, 1, 16, 0
20, Run: 071, F, 1, 16, 0
20, Run: 072, P, 0, 0, 2
20, Run: 073, P, 0, 0, 2
20, Run: 074, F, 1, 9, 0
20, Run: 075, F, 1, 24, 0
20, Run: 076, F, 1, 8, 0
20, Run: 077, P, 0, 0, 2
20, Run: 078, F, 1, 24, 0
20, Run: 079, P, 0, 0, 2
20, Run: 080, F, 1, 22, 0
20, Run: 081, F, 1, 22, 0
20, Run: 082, F, 1, 3, 0
20, Run: 083, F, 1, 15, 0
20, Run: 084, F, 1, 18, 0
20, Run: 085, F, 1, 12, 0
20, Run: 086, F, 1, 14, 0
20, Run: 087, P, 0, 0, 2
20, Run: 088, P, 0, 0, 2
20, Run: 089, P, 0, 0, 2
20, Run: 090, F, 1, 22, 0
20, Run: 091, F, 1, 20, 0
20, Run: 092, F, 1, 22, 0
20, Run: 093, F, 1, 9, 0
20, Run: 094, P, 0, 0, 2
20, Run: 095, F, 1, 23, 0
20, Run: 096, F, 1, 19, 0
20, Run: 097, F, 1, 9, 0
20, Run: 098, F, 1, 16, 0
20, Run: 099, F, 1, 5, 0
20, Run: 100, F, 1, 18, 0
21, Run: 001, F, 2, 17, 0
21, Run: 002, P, 0, 0, 1
21, Run: 003, P, 0, 0, 1
21, Run: 004, P, 0, 0, 1
21, Run: 005, P, 0, 0, 1
21, Run: 006, P, 0, 0, 1
21, Run: 007, P, 0, 0, 1
21, Run: 008, F, 2, 50, 0
21, Run: 009, P, 0, 0, 1
21, Run: 010, P, 0, 0, 1
21, Run: 011, P, 0, 0, 1
21, Run: 012, P, 0, 0, 1
21, Run: 013, F, 2, 45, 0
21, Run: 014, P, 0, 0, 1
21, Run: 015, P, 0, 0, 1
21, Run: 016, F, 2, 45, 0
21, Run: 017, F, 2, 35, 0
21, Run: 018, P, 0, 0, 1
21, Run: 019, F, 2, 41, 0
21, Run: 020, F, 2, 47, 0
21, Run: 021, P, 0, 0, 1
21, Run: 022, P, 0, 0, 1
21, Run: 023, P, 0, 0, 1
21, Run: 024, P, 0, 0, 1
21, Run: 025, P, 0, 0, 1
21, Run: 026, F, 2, 43, 0
21, Run: 027, P, 0, 0, 1
21, Run: 028, P, 0, 0, 1
21, Run: 029, P, 0, 0, 1
21, Run: 030, F, 2, 47, 0
21, Run: 031, P, 0, 0, 1
21, Run: 032, P, 0, 0, 1
21, Run: 033, P, 0, 0, 1
21, Run: 034, F, 2, 43, 0
21, Run: 035, P, 0, 0, 1
21, Run: 036, F, 2, 50, 0
21, Run: 037, P, 0, 0, 1
21, Run: 038, P, 0, 0, 1
21, Run: 039, P, 0, 0, 1
21, Run: 040, F, 2, 52, 0
21, Run: 041, P, 0, 0, 1
21, Run: 042, F, 2, 46, 0
21, Run: 043, P, 0, 0, 1
21, Run: 044, P, 0, 0, 1
21, Run: 045, P, 0, 0, 1
21, Run: 046, F, 2, 27, 0
21, Run: 047, F, 2, 41, 0
21, Run: 048, P, 0, 0, 1
21, Run: 049, F, 2, 38, 0
21, Run: 050, F, 2, 48, 0
21, Run: 051, F, 2, 36, 0
21, Run: 052, P, 0, 0, 1
21, Run: 053, P, 0, 0, 1
21, Run: 054, F, 2, 45, 0
21, Run: 055, P, 0, 0, 1
21, Run: 056, P, 0, 0, 1
21, Run: 057, P, 0, 0, 1
21, Run: 058, F, 2, 41, 0
21, Run: 059, P, 0, 0, 1
21, Run: 060, P, 0, 0, 1
21, Run: 061, F, 2, 47, 0
21, Run: 062, P, 0, 0, 1
21, Run: 063, F, 2, 29, 0
21, Run: 064, P, 0, 0, 1
21, Run: 065, P, 0, 0, 1
21, Run: 066, P, 0, 0, 1
21, Run: 067, P, 0, 0, 1
21, Run: 068, P, 0, 0, 1
21, Run: 069, P, 0, 0, 1
21, Run: 070, P, 0, 0, 1
21, Run: 071, P, 0, 0, 1
21, Run: 072, F, 2, 50, 0
21, Run: 073, F, 2, 53, 0
21, Run: 074, F, 2, 49, 0
21, Run: 075, P, 0, 0, 1
21, Run: 076, P, 0, 0, 1
21, Run: 077, P, 0, 0, 1
21, Run: 078, P, 0, 0, 1
21, Run: 079, P, 0, 0, 1
21, Run: 080, P, 0, 0, 1
21, Run: 081, P, 0, 0, 1
21, Run: 082, P, 0, 0, 1
21, Run: 083, P, 0, 0, 1
21, Run: 084, P, 0, 0, 1
21, Run: 085, F, 2, 46, 0
21, Run: 086, P, 0, 0, 1
21, Run: 087, P, 0, 0, 1
21, Run: 088, P, 0, 0, 1
21, Run: 089, F, 2, 37, 0
21, Run: 090, F, 2, 45, 0
21, Run: 091, P, 0, 0, 1
21, Run: 092, P, 0, 0, 1
21, Run: 093, F, 2, 50, 0
21, Run: 094, P, 0, 0, 1
21, Run: 095, P, 0, 0, 1
21, Run: 096, P, 0, 0, 1
21, Run: 097, P, 0, 0, 1
21, Run: 098, P, 0, 0, 1
21, Run: 099, F, 2, 44, 0
21, Run: 100, P, 0, 0, 1
22, Run: 001, P, 0, 0, 1
22, Run: 002, P, 0, 0, 1
22, Run: 003, P, 0, 0, 1
22, Run: 004, P, 0, 0, 1
22, Run: 005, P, 0, 0, 1
22, Run: 006, F, 2, 62, 0
22, Run: 007, P, 0, 0, 1
22, Run: 008, P, 0, 0, 1
22, Run: 009, F, 2, 61, 0
22, Run: 010, P, 0, 0, 1
22, Run: 011, P, 0, 0, 1
22, Run: 012, P, 0, 0, 1
22, Run: 013, P, 0, 0, 1
22, Run: 014, P, 0, 0, 1
22, Run: 015, P, 0, 0, 1
22, Run: 016, F, 2, 88, 0
22, Run: 017, F, 2, 63, 0
22, Run: 018, F, 2, 79, 0
22, Run: 019, F, 2, 95, 0
22, Run: 020, F, 2, 92, 0
22, Run: 021, P, 0, 0, 1
22, Run: 022, P, 0, 0, 1
22, Run: 023, P, 0, 0, 1
22, Run: 024, P, 0, 0, 1
22, Run: 025, P, 0, 0, 1
22, Run: 026, P, 0, 0, 1
22, Run: 027, P, 0, 0, 1
22, Run: 028, P, 0, 0, 1
22, Run: 029, P, 0, 0, 1
22, Run: 030, F, 2, 101, 0
22, Run: 031, F, 2, 27, 0
22, Run: 032, P, 0, 0, 1
22, Run: 033, P, 0, 0, 1
22, Run: 034, P, 0, 0, 1
22, Run: 035, P, 0, 0, 1
22, Run: 036, P, 0, 0, 1
22, Run: 037, P, 0, 0, 1
22, Run: 038, P, 0, 0, 1
22, Run: 039, F, 2, 88, 0
22, Run: 040, P, 0, 0, 1
22, Run: 041, P, 0, 0, 1
22, Run: 042, F, 2, 61, 0
22, Run: 043, P, 0, 0, 1
22, Run: 044, P, 0, 0, 1
22, Run: 045, P, 0, 0, 1
22, Run: 046, P, 0, 0, 1
22, Run: 047, P, 0, 0, 1
22, Run: 048, F, 2, 89, 0
22, Run: 049, F, 2, 64, 0
22, Run: 050, P, 0, 0, 1
22, Run: 051, P, 0, 0, 1
22, Run: 052, P, 0, 0, 1
22, Run: 053, F, 2, 95, 0
22, Run: 054, P, 0, 0, 1
22, Run: 055, F, 2, 83, 0
22, Run: 056, P, 0, 0, 1
22, Run: 057, P, 0, 0, 1
22, Run: 058, P, 0, 0, 1
22, Run: 059, F, 2, 42, 0
22, Run: 060, P, 0, 0, 1
22, Run: 061, P, 0, 0, 1
22, Run: 062, P, 0, 0, 1
22, Run: 063, P, 0, 0, 1
22, Run: 064, F, 2, 94, 0
22, Run: 065, P, 0, 0, 1
22, Run: 066, F, 2, 87, 0
22, Run: 067, P, 0, 0, 1
