Test, Input, Number_R, Number_F, Number_E, Number_TSE, Number_TEE, Number_NP
M1,1,100,0,0,0,0,0
M1,10,100,0,0,0,0,0
M1,11,100,0,0,0,0,0
M1,12,100,0,0,0,0,0
M1,2,100,0,0,0,0,0
M1,3,100,0,0,0,0,0
M1,4,100,0,0,0,0,0
M1,5,100,0,0,0,0,0
M1,6,100,0,0,0,0,0
M1,7,100,0,0,0,0,0
M1,8,100,0,0,0,0,0
M1,9,100,0,0,0,0,0
M2,1,100,0,0,0,0,0
M2,10,100,0,0,0,0,0
M2,11,100,0,0,0,0,0
M2,12,100,0,0,0,0,0
M2,2,100,0,0,0,0,0
M2,3,100,0,0,0,0,0
M2,4,100,0,0,0,0,0
M2,5,100,0,0,0,0,0
M2,6,100,0,0,0,0,0
M2,7,100,0,0,0,0,0
M2,8,100,0,0,0,0,0
M2,9,100,0,0,0,0,0
M3,1,100,0,0,0,0,0
M3,10,100,0,0,0,0,0
M3,11,100,0,0,0,0,0
M3,12,100,0,0,0,0,0
M3,13,100,0,0,0,0,0
M3,14,100,0,0,0,0,0
M3,15,100,0,0,0,0,0
M3,16,100,0,0,0,0,0
M3,17,100,0,0,0,0,0
M3,18,100,0,0,0,0,0
M3,19,100,0,0,0,0,0
M3,2,100,0,0,0,0,0
M3,20,100,0,0,0,0,0
M3,21,100,0,0,0,0,0
M3,22,100,0,0,0,0,0
M3,3,100,0,0,0,0,0
M3,4,100,0,0,0,0,0
M3,5,100,0,0,0,0,0
M3,6,100,0,0,0,0,0
M3,7,100,0,0,0,0,0
M3,8,100,0,0,0,0,0
M3,9,100,0,0,0,0,0
M4,1,100,62,0,0,0,62
M4,10,100,38,0,0,0,38
M4,11,100,73,0,0,0,73
M4,12,100,24,0,0,0,24
M4,13,100,65,0,0,0,65
M4,14,100,73,0,0,0,73
M4,15,100,32,0,0,0,32
M4,16,100,69,0,0,0,69
M4,17,100,24,0,0,0,24
M4,18,100,31,0,0,0,31
M4,19,100,69,0,0,0,69
M4,2,100,73,0,0,0,73
M4,20,100,74,0,0,0,74
M4,21,100,30,0,0,0,30
M4,22,100,31,0,0,0,31
M4,3,100,69,0,0,0,69
M4,4,100,82,0,0,0,82
M4,5,100,60,0,0,0,60
M4,6,100,26,0,0,0,26
M4,7,100,74,0,0,0,74
M4,8,100,75,0,0,0,75
M4,9,100,33,0,0,0,33
M5,1,100,0,0,0,0,0
M5,2,100,0,0,0,0,0
M5,3,100,0,0,0,0,0
M5,4,100,0,0,0,0,0
M5,5,100,0,0,0,0,0
M5,6,100,0,0,0,0,0
