Input Number, Run_Number, Result@ 100, F, X1, A, B, C, PO, D, CO, Y, PE, CE, E
4, Run: 001, F, 100, 0, 1, 0, 0, 1, 0, 112, 112, 0, 0, 19
4, Run: 002, F, 80, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19
4, Run: 003, F, 88, 0, 1, 0, 0, 1, 0, 112, 112, 0, 0, 19
4, Run: 004, F, 84, 0, 1, 1, 0, 1, 0, 105, 105, 0, 0, 19
4, Run: 005, F, 101, 0, 1, 0, 0, 1, 0, 116, 116, 0, 0, 19
4, Run: 006, F, 93, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19
4, Run: 007, F, 96, 0, 1, 0, 0, 1, 0, 112, 112, 0, 0, 19
4, Run: 008, F, 79, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19
4, Run: 009, F, 83, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19
4, Run: 010, F, 99, 0, 1, 0, 0, 1, 0, 112, 112, 0, 0, 19
4, Run: 011, F, 81, 0, 1, 0, 0, 1, 0, 104, 104, 0, 0, 19
4, Run: 012, F, 102, 0, 1, 0, 0, 1, 0, 104, 104, 0, 0, 19
4, Run: 013, F, 94, 0, 1, 0, 0, 1, 0, 116, 116, 0, 0, 19
4, Run: 014, F, 93, 0, 1, 1, 0, 1, 0, 109, 109, 0, 0, 19
4, Run: 015, F, 103, 0, 1, 1, 0, 1, 0, 111, 111, 0, 0, 19
4, Run: 016, F, 86, 0, 1, 1, 0, 1, 0, 105, 105, 0, 0, 19
4, Run: 017, F, 89, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19
4, Run: 018, F, 94, 0, 1, 0, 0, 1, 0, 112, 112, 0, 0, 19
4, Run: 019, F, 107, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19
4, Run: 020, F, 88, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19
4, Run: 021, F, 75, 0, 1, 0, 0, 1, 0, 112, 112, 0, 0, 19
4, Run: 022, F, 96, 0, 1, 0, 0, 1, 0, 112, 112, 0, 0, 19
4, Run: 023, F, 73, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19
4, Run: 024, F, 96, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19
4, Run: 025, F, 80, 0, 1, 0, 0, 1, 0, 114, 114, 0, 0, 19
4, Run: 026, F, 121, 0, 1, 0, 0, 1, 0, 112, 112, 0, 0, 19
4, Run: 027, F, 88, 0, 1, 1, 0, 1, 0, 111, 111, 0, 0, 19
4, Run: 028, F, 104, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19
4, Run: 029, F, 92, 0, 1, 0, 0, 1, 0, 114, 114, 0, 0, 19
4, Run: 030, F, 97, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19
4, Run: 031, F, 82, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19
4, Run: 032, F, 78, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19
4, Run: 033, F, 98, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 19
4, Run: 034, F, 81, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19
4, Run: 035, F, 96, 0, 1, 1, 0, 1, 0, 113, 113, 0, 0, 19
4, Run: 036, F, 70, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 19
4, Run: 037, F, 114, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19
4, Run: 038, F, 85, 0, 1, 1, 0, 1, 0, 109, 109, 0, 0, 19
4, Run: 039, F, 81, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19
4, Run: 040, F, 75, 0, 1, 1, 0, 1, 0, 107, 107, 0, 0, 19
4, Run: 041, F, 99, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19
4, Run: 042, F, 101, 0, 1, 0, 0, 1, 0, 102, 102, 0, 0, 19
4, Run: 043, F, 77, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19
4, Run: 044, F, 106, 0, 1, 0, 0, 1, 0, 112, 112, 0, 0, 19
4, Run: 045, F, 105, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19
4, Run: 046, F, 95, 0, 1, 0, 0, 1, 0, 112, 112, 0, 0, 19
4, Run: 047, F, 83, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19
4, Run: 048, F, 101, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19
4, Run: 049, F, 85, 0, 1, 0, 0, 1, 0, 100, 100, 0, 0, 19
4, Run: 050, F, 88, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19
4, Run: 051, F, 100, 0, 1, 0, 0, 1, 0, 104, 104, 0, 0, 19
4, Run: 052, F, 96, 0, 1, 0, 0, 1, 0, 104, 104, 0, 0, 19
4, Run: 053, F, 87, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19
4, Run: 054, F, 96, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19
4, Run: 055, F, 93, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19
4, Run: 056, F, 86, 0, 1, 0, 0, 1, 0, 94, 94, 0, 0, 19
4, Run: 057, F, 91, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19
4, Run: 058, F, 94, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19
4, Run: 059, F, 102, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19
4, Run: 060, F, 81, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19
4, Run: 061, F, 94, 0, 1, 0, 0, 1, 0, 112, 112, 0, 0, 19
4, Run: 062, F, 108, 0, 1, 1, 0, 1, 0, 111, 111, 0, 0, 19
4, Run: 063, F, 91, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19
4, Run: 064, F, 103, 0, 1, 0, 0, 1, 0, 104, 104, 0, 0, 19
4, Run: 065, F, 73, 0, 1, 1, 0, 1, 0, 109, 109, 0, 0, 19
4, Run: 066, F, 98, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19
4, Run: 067, F, 95, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19
4, Run: 068, F, 81, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19
4, Run: 069, F, 83, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19
4, Run: 070, F, 85, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19
4, Run: 071, F, 85, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19
4, Run: 072, F, 91, 0, 1, 1, 0, 1, 0, 111, 111, 0, 0, 19
4, Run: 073, F, 94, 0, 1, 0, 0, 1, 0, 112, 112, 0, 0, 19
4, Run: 074, F, 99, 0, 1, 0, 0, 1, 0, 112, 112, 0, 0, 19
4, Run: 075, F, 101, 0, 1, 0, 0, 1, 0, 114, 114, 0, 0, 19
4, Run: 076, F, 73, 0, 1, 0, 0, 1, 0, 112, 112, 0, 0, 19
4, Run: 077, F, 87, 0, 1, 0, 0, 1, 0, 112, 112, 0, 0, 19
4, Run: 078, F, 84, 0, 1, 0, 0, 1, 0, 108, 108, 0, 0, 19
4, Run: 079, F, 83, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19
4, Run: 080, F, 89, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19
4, Run: 081, F, 91, 0, 1, 1, 0, 1, 0, 107, 107, 0, 0, 19
4, Run: 082, F, 84, 0, 1, 1, 0, 1, 0, 109, 109, 0, 0, 19
4, Run: 083, F, 81, 0, 1, 0, 0, 1, 0, 114, 114, 0, 0, 19
4, Run: 084, F, 94, 0, 1, 1, 0, 1, 0, 111, 111, 0, 0, 19
4, Run: 085, F, 77, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19
4, Run: 086, F, 84, 0, 1, 0, 0, 1, 0, 114, 114, 0, 0, 19
4, Run: 087, F, 104, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19
4, Run: 088, F, 104, 0, 1, 0, 0, 1, 0, 110, 110, 0, 0, 19
4, Run: 089, F, 82, 0, 1, 0, 0, 1, 0, 106, 106, 0, 0, 19
