Input Number, Run_Number, Result@ 100, M, X1, H, PO, CE, Y, D, CO, PE, A, B
7, Run: 001, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 294, 0
7, Run: 002, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 316, 1
7, Run: 003, P, 1, 0, 0, 0, 0, 0, 0, 0, 0, 256, 1
7, Run: 004, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 328, 1
7, Run: 005, P, 1, 0, 0, 0, 0, 0, 0, 0, 0, 298, 1
7, Run: 006, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 312, 0
7, Run: 007, P, 1, 0, 0, 0, 0, 0, 0, 0, 0, 304, 1
7, Run: 008, P, 1, 0, 0, 0, 0, 0, 0, 0, 0, 316, 1
7, Run: 009, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 322, 1
7, Run: 010, P, 1, 0, 0, 0, 0, 0, 0, 0, 0, 328, 1
7, Run: 011, P, 1, 0, 0, 0, 0, 0, 0, 0, 0, 282, 0
7, Run: 012, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 300, 0
7, Run: 013, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 226, 1
7, Run: 014, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 310, 1
7, Run: 015, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 276, 0
7, Run: 016, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 354, 0
7, Run: 017, P, 1, 0, 0, 0, 0, 0, 0, 0, 0, 276, 0
7, Run: 018, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 330, 0
7, Run: 019, P, 2, 0, 0, 0, 0, 0, 0, 0, 0, 360, 0
7, Run: 020, P, 5, 0, 0, 0, 0, 0, 0, 0, 0, 318, 0
7, Run: 021, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 274, 1
7, Run: 022, P, 1, 0, 0, 0, 0, 0, 0, 0, 0, 340, 1
7, Run: 023, P, 1, 0, 0, 0, 0, 0, 0, 0, 0, 292, 1
7, Run: 024, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 298, 1
7, Run: 025, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 328, 1
7, Run: 026, P, 0, 0, 0, 0, 0, 0, 0, 0, 0, 286, 1
7, Run: 027, P, 1, 0, 0, 0, 0, 0, 0, 0, 0, 316, 1
