Input Number, Run_Number, Result@ 100, M, X1, H, PO, CE, Y, D, CO, PE, A, B
4, Run: 001, F, 4, 0, 1, 1, 0, 432, 19, 432, 0, 6, 0
4, Run: 002, F, 2, 0, 1, 1, 0, 495, 19, 495, 0, 7, 1
4, Run: 003, F, 0, 0, 1, 1, 0, 422, 19, 422, 0, 8, 1
4, Run: 004, F, 1, 0, 1, 1, 0, 407, 19, 407, 0, 1, 0
4, Run: 005, F, 1, 0, 1, 1, 0, 453, 19, 453, 0, 1, 1
4, Run: 006, F, 0, 0, 1, 1, 0, 399, 19, 399, 0, 7, 1
4, Run: 007, F, 1, 0, 1, 1, 0, 419, 19, 419, 0, 1, 0
4, Run: 008, F, 2, 0, 1, 1, 0, 331, 19, 331, 0, 5, 0
4, Run: 009, F, 2, 0, 1, 1, 0, 419, 19, 419, 0, 5, 1
4, Run: 010, F, 2, 0, 1, 1, 0, 431, 19, 431, 0, 5, 1
4, Run: 011, F, 5, 0, 1, 1, 0, 430, 19, 430, 0, 2, 0
4, Run: 012, F, 0, 0, 1, 1, 0, 442, 19, 442, 0, 0, 1
4, Run: 013, F, 0, 0, 1, 1, 0, 431, 19, 431, 0, 7, 0
4, Run: 014, F, 1, 0, 1, 1, 0, 447, 19, 447, 0, 1, 1
4, Run: 015, F, 0, 0, 1, 1, 0, 436, 19, 436, 0, 6, 1
4, Run: 016, F, 0, 0, 1, 1, 0, 420, 19, 420, 0, 0, 0
4, Run: 017, F, 1, 0, 1, 1, 0, 398, 19, 398, 0, 2, 1
4, Run: 018, F, 0, 0, 1, 1, 0, 406, 19, 406, 0, 2, 0
4, Run: 019, F, 0, 0, 1, 1, 0, 395, 19, 395, 0, 1, 0
4, Run: 020, F, 0, 0, 1, 1, 0, 412, 19, 412, 0, 6, 1
4, Run: 021, F, 5, 0, 1, 1, 0, 407, 19, 407, 0, 1, 0
4, Run: 022, F, 1, 0, 1, 1, 0, 394, 19, 394, 0, 2, 0
4, Run: 023, F, 4, 0, 1, 1, 0, 366, 19, 366, 0, 4, 1
4, Run: 024, F, 0, 0, 1, 1, 0, 441, 19, 441, 0, 7, 1
4, Run: 025, F, 3, 0, 1, 1, 0, 472, 19, 472, 0, 0, 1
4, Run: 026, F, 3, 0, 1, 1, 0, 468, 19, 468, 0, 0, 0
4, Run: 027, F, 3, 0, 1, 1, 0, 382, 19, 382, 0, 0, 1
4, Run: 028, F, 1, 0, 1, 1, 0, 366, 19, 366, 0, 4, 1
4, Run: 029, F, 1, 0, 1, 1, 0, 369, 19, 369, 0, 1, 1
4, Run: 030, F, 0, 0, 1, 1, 0, 437, 19, 437, 0, 7, 0
4, Run: 031, F, 0, 0, 1, 1, 0, 404, 19, 404, 0, 2, 1
4, Run: 032, F, 1, 0, 1, 1, 0, 413, 19, 413, 0, 3, 2
4, Run: 033, F, 0, 0, 1, 1, 0, 431, 19, 431, 0, 1, 0
4, Run: 034, F, 0, 0, 1, 1, 0, 459, 19, 459, 0, 1, 1
4, Run: 035, F, 2, 0, 1, 1, 0, 353, 19, 353, 0, 1, 0
4, Run: 036, F, 0, 0, 1, 1, 0, 373, 19, 373, 0, 3, 1
4, Run: 037, F, 0, 0, 1, 1, 0, 429, 19, 429, 0, 5, 2
4, Run: 038, F, 2, 0, 1, 1, 0, 360, 19, 360, 0, 0, 0
4, Run: 039, F, 1, 0, 1, 1, 0, 431, 19, 431, 0, 1, 0
4, Run: 040, F, 1, 0, 1, 1, 0, 382, 19, 382, 0, 6, 1
4, Run: 041, F, 1, 0, 1, 1, 0, 440, 19, 440, 0, 8, 1
4, Run: 042, F, 2, 0, 1, 1, 0, 441, 19, 441, 0, 3, 0
