Input Number, Run_Number, Result@ 100, M, X1, H, PO, CE, Y, D, CO, PE, A, B
1, Run: 043, P, 1, 0, 0, 0, 9, 9, 0, 0, 1, 394, 1
1, Run: 044, P, 1, 0, 0, 0, 9, 9, 0, 0, 1, 358, 1
1, Run: 045, P, 2, 0, 0, 0, 9, 9, 0, 0, 1, 348, 0
1, Run: 046, P, 1, 0, 0, 0, 9, 9, 0, 0, 1, 358, 1
1, Run: 047, P, 2, 0, 0, 0, 9, 9, 0, 0, 1, 370, 1
1, Run: 048, P, 3, 0, 0, 0, 9, 9, 0, 0, 1, 376, 1
1, Run: 049, P, 1, 0, 0, 0, 9, 9, 0, 0, 1, 396, 0
1, Run: 050, P, 1, 0, 0, 0, 9, 9, 0, 0, 1, 316, 1
1, Run: 051, P, 1, 0, 0, 0, 9, 9, 0, 0, 1, 370, 1
1, Run: 052, P, 1, 0, 0, 0, 9, 9, 0, 0, 1, 330, 0
1, Run: 053, P, 2, 0, 0, 0, 9, 9, 0, 0, 1, 376, 1
1, Run: 054, P, 2, 0, 0, 0, 9, 9, 0, 0, 1, 330, 0
1, Run: 055, P, 2, 0, 0, 0, 9, 9, 0, 0, 1, 370, 1
1, Run: 056, P, 3, 0, 0, 0, 9, 9, 0, 0, 1, 364, 1
1, Run: 057, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 372, 0
1, Run: 058, P, 2, 0, 0, 0, 9, 9, 0, 0, 1, 318, 0
1, Run: 059, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 384, 0
1, Run: 060, P, 2, 0, 0, 0, 9, 9, 0, 0, 1, 312, 0
1, Run: 061, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 376, 1
1, Run: 062, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 346, 1
1, Run: 063, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 390, 0
1, Run: 064, P, 1, 0, 0, 0, 9, 9, 0, 0, 1, 328, 1
1, Run: 065, P, 1, 0, 0, 0, 9, 9, 0, 0, 1, 336, 0
1, Run: 066, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 310, 1
1, Run: 067, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 310, 1
1, Run: 068, P, 2, 0, 0, 0, 9, 9, 0, 0, 1, 402, 0
1, Run: 069, P, 1, 0, 0, 0, 9, 9, 0, 0, 1, 342, 0
1, Run: 070, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 346, 1
1, Run: 071, P, 3, 0, 0, 0, 9, 9, 0, 0, 1, 406, 1
1, Run: 072, P, 1, 0, 0, 0, 9, 9, 0, 0, 1, 364, 1
1, Run: 073, P, 2, 0, 0, 0, 9, 9, 0, 0, 1, 342, 0
1, Run: 074, P, 0, 0, 0, 0, 9, 9, 0, 0, 1, 334, 1
1, Run: 075, P, 1, 0, 0, 0, 9, 9, 0, 0, 1, 348, 0
1, Run: 076, P, 1, 0, 0, 0, 9, 9, 0, 0, 1, 336, 0
