Input Number, Run_Number, Result@ 100, predator_g494, predator_mrna495, predator_g532_Q2b_H2, predator_mrna533, predator_A, predator_g555, predator_mrna556, predator_ccdB, predator_Q1a, predator_H1, predator_H2, predator_Q2b, predator_Q2b_H2, prey_g594, prey_mrna595, prey_H1_Q1b, prey_g594_H1_Q1b, prey_ccdB, prey_g616, prey_mrna617, prey_Q1b, prey_Q2a, prey_H2, prey_H1, H1, H2, predator_g532, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 055, P, 1, 0, 1, 4, 4, 1, 2, 1, 1, 2, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 118, 39, 108, 94, 198, 107, 105, 95, 52, 77, 32, 118, 31, 42, 36, 42, 27, 79, 22, 22, 20, 98, 95, 95, 95, 116, 116, 106, 106, 101, 73, 84, 20, 93, 20, 41, 37, 27, 39, 39, 43, 43, 107, 79, 73, 30, 29
INVAR-1, Run: 056, P, 1, 1, 0, 0, 0, 1, 2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 1, 1, 113, 40, 112, 130, 242, 103, 101, 101, 37, 78, 12, 112, 12, 63, 37, 32, 19, 84, 21, 21, 11, 95, 94, 79, 79, 116, 115, 106, 104, 99, 75, 67, 32, 94, 32, 34, 40, 24, 40, 40, 33, 32, 95, 76, 72, 20, 20
INVAR-1, Run: 057, P, 1, 3, 0, 0, 2, 1, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 1, 2, 1, 3, 2, 0, 0, 0, 1, 0, 1, 97, 10, 96, 89, 183, 92, 92, 108, 37, 80, 9, 94, 9, 71, 41, 25, 18, 77, 22, 21, 14, 91, 81, 95, 93, 107, 104, 101, 98, 100, 52, 53, 26, 80, 25, 28, 35, 48, 37, 36, 25, 25, 104, 85, 86, 8, 8
INVAR-1, Run: 058, P, 1, 2, 0, 1, 1, 1, 2, 0, 2, 0, 0, 2, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 90, 2, 94, 99, 192, 93, 91, 79, 43, 48, 6, 88, 5, 36, 25, 17, 12, 84, 14, 14, 13, 96, 73, 106, 106, 90, 89, 62, 61, 66, 48, 40, 14, 70, 14, 22, 21, 18, 23, 22, 18, 18, 68, 54, 93, 2, 2
INVAR-1, Run: 059, P, 1, 1, 0, 1, 5, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 1, 87, 6, 95, 100, 190, 104, 104, 106, 45, 77, 18, 86, 18, 61, 32, 25, 15, 86, 22, 22, 18, 104, 92, 103, 103, 79, 78, 87, 84, 83, 40, 48, 30, 92, 29, 22, 44, 43, 45, 45, 26, 26, 84, 69, 90, 13, 13
INVAR-1, Run: 060, P, 1, 1, 0, 1, 2, 1, 4, 2, 0, 0, 0, 3, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 92, 13, 89, 69, 156, 111, 107, 121, 54, 63, 30, 91, 29, 65, 30, 36, 21, 92, 24, 24, 25, 116, 104, 103, 102, 119, 119, 118, 117, 133, 81, 84, 32, 100, 32, 46, 33, 52, 33, 33, 38, 37, 88, 67, 77, 25, 25
INVAR-1, Run: 061, P, 1, 1, 1, 2, 5, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 103, 12, 79, 64, 138, 99, 99, 92, 44, 76, 18, 102, 17, 48, 39, 34, 19, 71, 19, 18, 15, 85, 90, 84, 82, 105, 103, 73, 71, 85, 52, 56, 34, 88, 32, 21, 35, 33, 37, 37, 35, 35, 110, 91, 69, 16, 15
INVAR-1, Run: 062, P, 1, 0, 1, 1, 2, 1, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 1, 4, 1, 0, 0, 0, 0, 0, 2, 0, 0, 107, 24, 109, 112, 219, 95, 95, 102, 36, 63, 24, 107, 22, 66, 27, 49, 16, 74, 20, 19, 7, 79, 113, 74, 70, 109, 109, 109, 108, 144, 97, 104, 20, 111, 19, 53, 32, 47, 35, 33, 51, 51, 89, 73, 86, 19, 18
INVAR-1, Run: 063, P, 1, 1, 0, 1, 1, 1, 0, 0, 2, 2, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 99, 9, 98, 115, 212, 77, 77, 79, 29, 94, 31, 98, 31, 50, 54, 32, 21, 98, 13, 13, 9, 106, 105, 94, 93, 105, 104, 94, 94, 105, 60, 54, 34, 104, 34, 22, 37, 45, 38, 38, 32, 32, 95, 72, 90, 21, 21
INVAR-1, Run: 064, P, 1, 1, 1, 1, 0, 1, 1, 1, 2, 0, 1, 0, 3, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 3, 0, 0, 0, 111, 19, 87, 82, 169, 101, 100, 91, 47, 89, 36, 110, 32, 43, 42, 47, 20, 95, 19, 19, 19, 113, 108, 116, 116, 104, 104, 108, 106, 116, 72, 86, 29, 104, 28, 34, 43, 44, 47, 47, 52, 52, 111, 89, 69, 32, 31
INVAR-1, Run: 065, P, 1, 3, 0, 1, 0, 1, 1, 0, 2, 1, 0, 1, 1, 1, 2, 2, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 83, 26, 92, 90, 182, 123, 122, 105, 54, 71, 75, 80, 74, 51, 37, 52, 26, 46, 29, 29, 47, 91, 95, 89, 87, 115, 115, 115, 112, 143, 101, 108, 57, 93, 55, 55, 31, 42, 33, 33, 53, 53, 90, 62, 67, 33, 33
INVAR-1, Run: 066, P, 1, 1, 0, 0, 0, 1, 0, 2, 1, 1, 0, 3, 1, 1, 1, 0, 0, 0, 1, 0, 1, 2, 1, 1, 1, 1, 1, 117, 4, 93, 106, 199, 107, 107, 106, 45, 92, 6, 116, 5, 59, 44, 24, 26, 83, 35, 35, 21, 103, 140, 66, 66, 88, 88, 74, 73, 78, 57, 48, 52, 136, 52, 21, 45, 19, 47, 46, 26, 25, 117, 90, 89, 8, 8
INVAR-1, Run: 067, P, 1, 1, 1, 1, 1, 1, 2, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 88, 22, 88, 84, 171, 99, 97, 103, 46, 79, 25, 87, 24, 56, 42, 26, 19, 86, 11, 11, 3, 88, 97, 85, 84, 88, 87, 78, 77, 79, 58, 48, 14, 95, 14, 20, 37, 20, 37, 37, 28, 27, 80, 61, 67, 26, 25
INVAR-1, Run: 068, P, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 2, 0, 1, 0, 0, 1, 118, 16, 94, 75, 169, 102, 101, 112, 46, 69, 51, 118, 51, 66, 35, 41, 19, 46, 39, 39, 45, 91, 103, 94, 93, 114, 113, 112, 112, 126, 77, 87, 49, 102, 49, 45, 33, 47, 34, 34, 42, 42, 95, 76, 78, 22, 22
INVAR-1, Run: 069, P, 1, 1, 0, 0, 1, 1, 1, 0, 1, 3, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 97, 24, 101, 102, 202, 105, 104, 92, 38, 86, 41, 96, 41, 54, 43, 31, 19, 73, 25, 25, 25, 97, 93, 101, 101, 104, 103, 95, 94, 103, 65, 62, 27, 93, 26, 30, 38, 37, 40, 40, 32, 31, 98, 78, 77, 27, 27
INVAR-1, Run: 070, P, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 2, 0, 0, 0, 0, 1, 99, 10, 96, 103, 199, 95, 95, 100, 37, 72, 10, 98, 10, 63, 25, 22, 26, 81, 26, 26, 26, 107, 91, 105, 104, 104, 103, 103, 102, 86, 64, 53, 46, 91, 46, 29, 47, 20, 47, 47, 24, 24, 89, 62, 86, 6, 6
INVAR-1, Run: 071, P, 1, 1, 0, 2, 3, 1, 1, 1, 3, 2, 0, 0, 0, 0, 2, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 96, 17, 102, 130, 229, 93, 92, 111, 44, 57, 22, 95, 22, 66, 32, 31, 11, 75, 14, 13, 10, 83, 78, 78, 78, 102, 101, 79, 77, 82, 58, 65, 13, 78, 11, 34, 21, 24, 23, 23, 31, 31, 71, 57, 87, 28, 28
INVAR-1, Run: 072, P, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 1, 3, 2, 0, 1, 0, 0, 1, 104, 28, 94, 107, 200, 95, 95, 105, 45, 51, 36, 104, 36, 60, 22, 38, 20, 79, 28, 27, 27, 104, 98, 90, 90, 103, 102, 103, 99, 88, 52, 57, 45, 98, 44, 19, 27, 34, 29, 29, 38, 38, 96, 75, 66, 17, 17
INVAR-1, Run: 073, P, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 2, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 88, 15, 109, 97, 205, 87, 87, 85, 42, 65, 17, 87, 17, 43, 36, 35, 24, 86, 25, 25, 25, 109, 83, 96, 96, 102, 101, 95, 95, 113, 66, 74, 25, 82, 25, 38, 29, 46, 29, 29, 36, 36, 75, 51, 94, 19, 19
INVAR-1, Run: 074, P, 1, 2, 0, 2, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 2, 0, 0, 1, 0, 0, 1, 101, 42, 100, 138, 238, 88, 87, 94, 38, 37, 28, 99, 28, 55, 13, 32, 13, 90, 18, 18, 19, 108, 85, 118, 117, 108, 108, 129, 127, 113, 76, 62, 22, 85, 22, 30, 23, 37, 24, 24, 32, 32, 77, 64, 60, 27, 27
INVAR-1, Run: 075, P, 1, 3, 0, 0, 4, 1, 2, 0, 3, 1, 0, 3, 1, 0, 2, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 104, 23, 97, 100, 193, 85, 83, 66, 21, 91, 56, 101, 55, 45, 54, 48, 23, 63, 37, 36, 28, 89, 106, 70, 70, 118, 118, 144, 142, 132, 92, 92, 46, 102, 45, 43, 34, 40, 36, 36, 49, 49, 126, 100, 74, 30, 30
INVAR-1, Run: 076, P, 1, 1, 0, 0, 5, 1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 103, 22, 101, 119, 215, 81, 81, 85, 24, 50, 22, 102, 22, 61, 24, 17, 17, 78, 7, 7, 9, 87, 123, 95, 95, 81, 81, 65, 63, 66, 46, 32, 10, 121, 9, 15, 25, 20, 26, 26, 17, 17, 80, 63, 79, 19, 19
INVAR-1, Run: 077, P, 1, 1, 0, 2, 3, 1, 0, 0, 1, 0, 2, 1, 0, 0, 1, 3, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 101, 21, 94, 125, 216, 103, 103, 100, 43, 66, 36, 100, 36, 57, 33, 32, 30, 80, 12, 11, 14, 93, 87, 91, 90, 106, 105, 117, 113, 113, 73, 61, 38, 86, 34, 27, 28, 40, 33, 33, 34, 34, 110, 79, 75, 24, 24
INVAR-1, Run: 078, P, 1, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 108, 36, 94, 67, 159, 102, 102, 90, 52, 97, 31, 108, 30, 38, 51, 30, 32, 77, 29, 29, 24, 101, 122, 108, 106, 109, 109, 111, 111, 130, 89, 78, 46, 121, 46, 47, 45, 41, 46, 46, 31, 31, 133, 101, 59, 31, 30
INVAR-1, Run: 079, P, 1, 1, 0, 1, 2, 1, 1, 2, 0, 0, 0, 2, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 97, 4, 104, 95, 197, 113, 112, 119, 45, 51, 17, 96, 17, 72, 25, 28, 17, 86, 11, 11, 8, 93, 93, 100, 99, 83, 83, 78, 78, 100, 60, 66, 20, 91, 20, 38, 26, 40, 26, 26, 28, 28, 79, 62, 101, 14, 14
INVAR-1, Run: 080, P, 1, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 3, 2, 3, 0, 0, 0, 1, 0, 110, 33, 98, 98, 195, 107, 107, 121, 57, 90, 53, 109, 52, 64, 49, 34, 33, 83, 16, 16, 17, 100, 100, 106, 106, 106, 103, 84, 82, 115, 74, 83, 30, 98, 30, 47, 41, 38, 41, 41, 36, 35, 110, 77, 67, 35, 34
INVAR-1, Run: 081, P, 1, 4, 1, 1, 4, 1, 0, 0, 2, 0, 1, 3, 0, 0, 1, 1, 1, 4, 1, 0, 1, 0, 0, 1, 2, 0, 0, 93, 37, 96, 98, 190, 87, 87, 71, 26, 99, 43, 89, 42, 45, 48, 46, 15, 104, 22, 21, 9, 112, 103, 131, 127, 108, 108, 109, 106, 109, 78, 86, 47, 99, 45, 38, 46, 31, 51, 49, 48, 48, 105, 88, 60, 26, 25
INVAR-1, Run: 082, P, 1, 2, 1, 0, 3, 1, 2, 1, 0, 0, 0, 4, 0, 0, 0, 0, 1, 0, 1, 1, 1, 2, 0, 1, 0, 0, 0, 106, 12, 97, 76, 170, 85, 83, 104, 36, 84, 22, 104, 21, 67, 50, 32, 18, 76, 16, 15, 14, 90, 92, 87, 87, 92, 91, 84, 82, 105, 73, 59, 24, 87, 23, 26, 32, 30, 34, 34, 33, 33, 85, 67, 85, 13, 12
INVAR-1, Run: 083, P, 1, 1, 0, 1, 5, 1, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 116, 26, 119, 126, 240, 106, 106, 87, 30, 82, 24, 115, 24, 57, 42, 22, 17, 94, 3, 3, 5, 96, 105, 97, 96, 83, 83, 80, 80, 85, 52, 50, 11, 105, 11, 28, 40, 33, 40, 40, 22, 22, 102, 85, 94, 21, 21
INVAR-1, Run: 084, P, 1, 0, 0, 2, 1, 1, 2, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 98, 15, 92, 112, 203, 95, 93, 83, 34, 71, 35, 98, 35, 47, 43, 34, 14, 81, 27, 27, 30, 111, 92, 127, 127, 96, 96, 97, 95, 105, 44, 53, 28, 92, 27, 19, 27, 60, 28, 28, 34, 34, 84, 70, 79, 18, 18
INVAR-1, Run: 085, P, 1, 1, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 1, 96, 3, 112, 93, 203, 81, 81, 83, 36, 64, 5, 95, 5, 47, 30, 15, 11, 98, 19, 19, 17, 114, 84, 159, 158, 85, 85, 82, 80, 73, 32, 33, 22, 84, 22, 18, 34, 41, 34, 34, 15, 15, 81, 70, 110, 3, 3
INVAR-1, Run: 086, P, 1, 1, 0, 0, 0, 1, 1, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 2, 1, 107, 17, 87, 87, 174, 93, 92, 97, 42, 94, 22, 106, 22, 53, 43, 25, 19, 63, 26, 25, 28, 91, 93, 115, 115, 105, 105, 95, 94, 96, 51, 61, 49, 93, 48, 33, 50, 44, 51, 51, 28, 26, 104, 84, 70, 20, 20
INVAR-1, Run: 087, P, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 1, 1, 1, 2, 0, 0, 1, 0, 0, 1, 110, 10, 68, 58, 125, 95, 95, 87, 52, 91, 39, 109, 39, 35, 46, 30, 27, 58, 41, 41, 47, 103, 105, 113, 112, 88, 87, 83, 81, 82, 46, 73, 42, 104, 42, 43, 44, 36, 45, 45, 30, 30, 119, 92, 59, 26, 26
INVAR-1, Run: 088, P, 1, 0, 0, 1, 3, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 2, 1, 1, 1, 90, 13, 117, 129, 243, 109, 109, 96, 27, 65, 11, 90, 11, 68, 34, 19, 13, 80, 25, 24, 22, 102, 73, 122, 121, 95, 95, 90, 87, 109, 64, 46, 34, 73, 32, 24, 26, 45, 31, 30, 21, 20, 81, 68, 105, 7, 7
INVAR-1, Run: 089, P, 1, 2, 0, 2, 3, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 2, 1, 2, 2, 0, 0, 0, 1, 101, 4, 98, 89, 184, 103, 102, 108, 52, 89, 15, 99, 15, 55, 47, 14, 23, 91, 19, 19, 16, 107, 132, 95, 95, 91, 89, 71, 70, 80, 50, 29, 28, 131, 28, 13, 42, 28, 42, 42, 14, 14, 122, 99, 96, 7, 7
INVAR-1, Run: 090, P, 1, 4, 0, 2, 2, 1, 1, 0, 3, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 1, 105, 14, 92, 69, 159, 79, 78, 74, 32, 70, 19, 101, 19, 42, 40, 19, 20, 87, 22, 22, 21, 107, 115, 135, 135, 89, 89, 88, 87, 94, 53, 30, 28, 114, 27, 11, 25, 41, 29, 26, 19, 19, 97, 74, 80, 12, 12
INVAR-1, Run: 091, P, 1, 0, 1, 2, 2, 1, 2, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 104, 32, 125, 109, 232, 91, 89, 93, 33, 66, 35, 104, 34, 58, 38, 37, 16, 76, 10, 10, 18, 94, 94, 77, 77, 103, 103, 98, 97, 111, 76, 61, 23, 93, 23, 23, 28, 35, 28, 28, 38, 38, 104, 87, 95, 29, 28
INVAR-1, Run: 092, P, 1, 1, 0, 0, 1, 1, 2, 0, 1, 1, 0, 2, 2, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 110, 16, 104, 109, 212, 97, 95, 115, 55, 110, 39, 109, 37, 60, 56, 31, 31, 64, 32, 32, 31, 95, 134, 92, 92, 112, 111, 103, 103, 112, 76, 69, 65, 130, 65, 36, 52, 36, 53, 53, 33, 33, 132, 100, 88, 25, 25
INVAR-1, Run: 093, P, 1, 0, 0, 4, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 2, 2, 1, 1, 0, 0, 0, 1, 112, 30, 121, 154, 271, 107, 106, 110, 33, 68, 18, 112, 18, 77, 41, 25, 19, 94, 12, 11, 17, 110, 112, 132, 132, 126, 124, 116, 113, 107, 60, 51, 24, 112, 23, 25, 26, 46, 27, 27, 25, 25, 100, 81, 95, 14, 14
INVAR-1, Run: 094, P, 1, 1, 0, 0, 1, 1, 0, 0, 7, 2, 1, 3, 1, 1, 2, 2, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 104, 14, 95, 86, 180, 87, 87, 93, 39, 83, 31, 103, 30, 54, 40, 32, 18, 73, 15, 15, 12, 83, 109, 92, 91, 100, 99, 84, 81, 102, 64, 76, 16, 105, 14, 42, 37, 37, 41, 40, 34, 34, 112, 87, 81, 18, 18
INVAR-1, Run: 095, P, 1, 2, 0, 2, 3, 1, 0, 0, 1, 3, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 1, 96, 36, 85, 88, 170, 90, 90, 112, 60, 91, 29, 94, 28, 52, 45, 42, 35, 73, 27, 27, 26, 99, 110, 88, 88, 112, 112, 117, 117, 115, 83, 91, 65, 108, 65, 48, 41, 32, 43, 43, 43, 43, 120, 84, 51, 33, 33
INVAR-1, Run: 096, P, 1, 1, 0, 3, 2, 1, 3, 2, 1, 0, 0, 0, 0, 1, 2, 0, 0, 1, 1, 1, 2, 0, 0, 1, 0, 0, 1, 101, 27, 99, 94, 191, 118, 115, 121, 50, 90, 41, 100, 41, 69, 42, 43, 25, 74, 25, 25, 23, 95, 97, 88, 87, 94, 93, 102, 100, 124, 71, 76, 30, 97, 30, 33, 47, 53, 48, 48, 43, 43, 99, 73, 75, 21, 21
INVAR-1, Run: 097, P, 1, 0, 0, 1, 0, 1, 1, 0, 2, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 2, 0, 0, 1, 100, 20, 99, 64, 163, 95, 94, 107, 50, 68, 12, 100, 12, 57, 38, 16, 24, 84, 21, 20, 19, 103, 106, 82, 82, 106, 106, 107, 106, 76, 47, 42, 19, 105, 18, 26, 26, 29, 29, 29, 16, 16, 88, 62, 80, 18, 18
INVAR-1, Run: 098, P, 1, 1, 0, 0, 1, 1, 2, 0, 1, 0, 1, 1, 0, 1, 1, 3, 0, 1, 1, 1, 2, 2, 0, 0, 0, 0, 1, 90, 0, 115, 82, 196, 110, 108, 92, 34, 67, 2, 89, 2, 58, 28, 19, 13, 68, 39, 39, 34, 101, 80, 118, 117, 101, 100, 123, 118, 83, 39, 49, 49, 79, 46, 29, 36, 42, 39, 39, 20, 20, 104, 90, 115, 1, 1
INVAR-1, Run: 099, P, 1, 0, 0, 1, 2, 1, 2, 1, 0, 0, 1, 0, 0, 1, 2, 0, 0, 1, 1, 3, 5, 1, 0, 0, 0, 0, 1, 99, 26, 117, 123, 238, 108, 106, 115, 39, 71, 15, 99, 15, 75, 36, 32, 19, 82, 11, 11, 11, 91, 79, 75, 74, 116, 113, 108, 103, 103, 59, 58, 16, 79, 16, 25, 35, 43, 35, 35, 33, 33, 94, 75, 92, 15, 15
INVAR-1, Run: 100, P, 1, 0, 0, 2, 5, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 96, 15, 90, 89, 174, 90, 89, 98, 44, 78, 28, 96, 28, 53, 43, 27, 23, 68, 30, 30, 14, 82, 92, 81, 81, 101, 100, 120, 120, 116, 77, 52, 38, 92, 38, 25, 35, 38, 35, 35, 27, 27, 106, 83, 77, 20, 20
