Input Number, Run_Number, Result@ 100, X2, Y, X1, NEW_REACTION, Reaction1, Reaction2
INVAR-1, Run: 001, P, 0, 14, 0, 107, 38, 131
INVAR-1, Run: 002, P, 0, 14, 0, 107, 38, 131
INVAR-1, Run: 003, P, 0, 14, 0, 86, 38, 110
INVAR-1, Run: 004, P, 0, 14, 0, 96, 38, 120
INVAR-1, Run: 005, P, 0, 14, 0, 96, 38, 120
INVAR-1, Run: 006, P, 0, 14, 0, 104, 38, 128
INVAR-1, Run: 007, P, 0, 14, 0, 87, 38, 111
INVAR-1, Run: 008, P, 0, 14, 0, 97, 38, 121
INVAR-1, Run: 009, P, 0, 14, 0, 96, 38, 120
INVAR-1, Run: 010, P, 0, 14, 0, 104, 38, 128
INVAR-1, Run: 011, P, 0, 14, 0, 93, 38, 117
INVAR-1, Run: 012, P, 0, 14, 0, 112, 38, 136
INVAR-1, Run: 013, P, 1, 15, 0, 106, 38, 129
INVAR-1, Run: 014, P, 0, 14, 0, 108, 38, 132
INVAR-1, Run: 015, P, 0, 14, 0, 97, 38, 121
INVAR-1, Run: 016, P, 0, 14, 0, 80, 38, 104
INVAR-1, Run: 017, P, 0, 14, 0, 97, 38, 121
INVAR-1, Run: 018, P, 0, 14, 0, 102, 38, 126
INVAR-1, Run: 019, P, 0, 14, 0, 108, 38, 132
INVAR-1, Run: 020, P, 0, 14, 0, 96, 38, 120
INVAR-1, Run: 021, P, 0, 14, 0, 105, 38, 129
INVAR-1, Run: 022, P, 0, 14, 0, 87, 38, 111
INVAR-1, Run: 023, P, 0, 14, 0, 100, 38, 124
INVAR-1, Run: 024, P, 0, 14, 0, 90, 38, 114
INVAR-1, Run: 025, P, 0, 14, 0, 98, 38, 122
INVAR-1, Run: 026, P, 0, 14, 0, 88, 38, 112
INVAR-1, Run: 027, P, 0, 14, 0, 105, 38, 129
INVAR-1, Run: 028, P, 0, 14, 0, 103, 38, 127
INVAR-1, Run: 029, P, 0, 14, 0, 81, 38, 105
INVAR-1, Run: 030, P, 1, 15, 0, 104, 38, 127
INVAR-1, Run: 031, P, 0, 14, 0, 99, 38, 123
INVAR-1, Run: 032, P, 0, 14, 0, 118, 38, 142
INVAR-1, Run: 033, P, 0, 14, 0, 113, 38, 137
INVAR-1, Run: 034, P, 0, 14, 0, 81, 38, 105
INVAR-1, Run: 035, P, 0, 14, 0, 106, 38, 130
INVAR-1, Run: 036, P, 1, 15, 0, 112, 38, 135
INVAR-1, Run: 037, P, 0, 14, 0, 92, 38, 116
INVAR-1, Run: 038, P, 0, 14, 0, 113, 38, 137
INVAR-1, Run: 039, P, 1, 15, 0, 109, 38, 132
INVAR-1, Run: 040, P, 0, 14, 0, 112, 38, 136
INVAR-1, Run: 041, P, 0, 14, 0, 96, 38, 120
INVAR-1, Run: 042, P, 0, 14, 0, 104, 38, 128
INVAR-1, Run: 043, P, 0, 14, 0, 115, 38, 139
INVAR-1, Run: 044, P, 0, 14, 0, 111, 38, 135
INVAR-1, Run: 045, P, 0, 14, 0, 106, 38, 130
INVAR-1, Run: 046, P, 0, 14, 0, 93, 38, 117
INVAR-1, Run: 047, P, 0, 14, 0, 99, 38, 123
INVAR-1, Run: 048, P, 0, 14, 0, 97, 38, 121
INVAR-1, Run: 049, P, 0, 14, 0, 109, 38, 133
INVAR-1, Run: 050, P, 0, 14, 0, 104, 38, 128
INVAR-1, Run: 051, P, 0, 14, 0, 99, 38, 123
INVAR-1, Run: 052, P, 0, 14, 0, 106, 38, 130
INVAR-1, Run: 053, P, 0, 14, 0, 97, 38, 121
INVAR-1, Run: 054, P, 0, 14, 0, 81, 38, 105
INVAR-1, Run: 055, P, 1, 15, 0, 106, 38, 129
INVAR-1, Run: 056, P, 0, 14, 0, 94, 38, 118
INVAR-1, Run: 057, P, 0, 14, 0, 93, 38, 117
INVAR-1, Run: 058, P, 0, 14, 0, 102, 38, 126
INVAR-1, Run: 059, P, 0, 14, 0, 108, 38, 132
INVAR-1, Run: 060, P, 0, 14, 0, 124, 38, 148
INVAR-1, Run: 061, P, 0, 14, 0, 107, 38, 131
INVAR-1, Run: 062, P, 0, 14, 0, 98, 38, 122
INVAR-1, Run: 063, P, 0, 14, 0, 99, 38, 123
INVAR-1, Run: 064, P, 0, 14, 0, 96, 38, 120
INVAR-1, Run: 065, P, 0, 14, 0, 99, 38, 123
INVAR-1, Run: 066, P, 0, 14, 0, 102, 38, 126
INVAR-1, Run: 067, P, 0, 14, 0, 116, 38, 140
INVAR-1, Run: 068, P, 1, 15, 0, 90, 38, 113
INVAR-1, Run: 069, P, 0, 14, 0, 81, 38, 105
INVAR-1, Run: 070, P, 0, 14, 0, 94, 38, 118
INVAR-1, Run: 071, P, 0, 14, 0, 96, 38, 120
INVAR-1, Run: 072, P, 0, 14, 0, 107, 38, 131
INVAR-1, Run: 073, P, 0, 14, 0, 103, 38, 127
INVAR-1, Run: 074, P, 0, 14, 0, 95, 38, 119
INVAR-1, Run: 075, P, 0, 14, 0, 103, 38, 127
INVAR-1, Run: 076, P, 0, 14, 0, 93, 38, 117
INVAR-1, Run: 077, P, 0, 14, 0, 72, 38, 96
INVAR-1, Run: 078, P, 0, 14, 0, 88, 38, 112
INVAR-1, Run: 079, P, 0, 14, 0, 84, 38, 108
INVAR-1, Run: 080, P, 0, 14, 0, 90, 38, 114
INVAR-1, Run: 081, P, 0, 14, 0, 108, 38, 132
INVAR-1, Run: 082, P, 0, 14, 0, 117, 38, 141
INVAR-1, Run: 083, P, 2, 16, 0, 94, 38, 116
INVAR-1, Run: 084, P, 0, 14, 0, 114, 38, 138
INVAR-1, Run: 085, P, 0, 14, 0, 98, 38, 122
INVAR-1, Run: 086, P, 0, 14, 0, 104, 38, 128
INVAR-1, Run: 087, P, 0, 14, 0, 99, 38, 123
INVAR-1, Run: 088, P, 0, 14, 0, 118, 38, 142
INVAR-1, Run: 089, P, 0, 14, 0, 102, 38, 126
INVAR-1, Run: 090, P, 1, 15, 0, 89, 38, 112
INVAR-1, Run: 091, P, 0, 14, 0, 96, 38, 120
INVAR-1, Run: 092, P, 1, 15, 0, 105, 38, 128
INVAR-1, Run: 093, P, 0, 14, 0, 100, 38, 124
INVAR-1, Run: 094, P, 0, 14, 0, 114, 38, 138
INVAR-1, Run: 095, P, 0, 14, 0, 97, 38, 121
INVAR-1, Run: 096, P, 0, 14, 0, 102, 38, 126
INVAR-1, Run: 097, P, 0, 14, 0, 100, 38, 124
INVAR-1, Run: 098, P, 0, 14, 0, 99, 38, 123
INVAR-1, Run: 099, P, 0, 14, 0, 102, 38, 126
INVAR-1, Run: 100, P, 0, 14, 0, 95, 38, 119
INVAR-10, Run: 001, P, 0, 8, 0, 98, 50, 140
INVAR-10, Run: 002, P, 0, 8, 0, 94, 50, 136
INVAR-10, Run: 003, P, 0, 8, 0, 94, 50, 136
INVAR-10, Run: 004, P, 0, 8, 0, 94, 50, 136
INVAR-10, Run: 005, P, 0, 8, 0, 104, 50, 146
INVAR-10, Run: 006, P, 2, 10, 0, 87, 50, 127
INVAR-10, Run: 007, P, 0, 8, 0, 84, 50, 126
INVAR-10, Run: 008, P, 0, 8, 0, 102, 50, 144
INVAR-10, Run: 009, P, 0, 8, 0, 93, 50, 135
INVAR-10, Run: 010, P, 0, 8, 0, 87, 50, 129
INVAR-10, Run: 011, P, 0, 8, 0, 99, 50, 141
INVAR-10, Run: 012, P, 0, 8, 0, 107, 50, 149
INVAR-10, Run: 013, P, 0, 8, 0, 100, 50, 142
INVAR-10, Run: 014, P, 1, 9, 0, 81, 50, 122
INVAR-10, Run: 015, P, 0, 8, 0, 101, 50, 143
INVAR-10, Run: 016, P, 0, 8, 0, 96, 50, 138
INVAR-10, Run: 017, P, 0, 8, 0, 104, 50, 146
INVAR-10, Run: 018, P, 0, 8, 0, 105, 50, 147
INVAR-10, Run: 019, P, 0, 8, 0, 93, 50, 135
INVAR-10, Run: 020, P, 1, 9, 0, 89, 50, 130
INVAR-10, Run: 021, P, 0, 8, 0, 113, 50, 155
INVAR-10, Run: 022, P, 0, 8, 0, 106, 50, 148
INVAR-10, Run: 023, P, 0, 8, 0, 96, 50, 138
INVAR-10, Run: 024, P, 0, 8, 0, 98, 50, 140
INVAR-10, Run: 025, P, 0, 8, 0, 110, 50, 152
INVAR-10, Run: 026, P, 0, 8, 0, 107, 50, 149
INVAR-10, Run: 027, P, 0, 8, 0, 98, 50, 140
