Input Number, Run_Number, Result@ 100, predator_g494, predator_mrna495, predator_g532_Q2b_H2, predator_mrna533, predator_A, predator_g555, predator_mrna556, predator_ccdB, predator_Q1a, predator_H1, predator_H2, predator_Q2b, predator_Q2b_H2, prey_g594, prey_mrna595, prey_H1_Q1b, prey_g594_H1_Q1b, prey_ccdB, prey_g616, prey_mrna617, prey_Q1b, prey_Q2a, prey_H2, prey_H1, H1, H2, predator_g532, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction18, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction26, Reaction27, Reaction28, Reaction29, Reaction3, Reaction30, Reaction31, Reaction32, Reaction33, Reaction34, Reaction35, Reaction36, Reaction37, Reaction38, Reaction39, Reaction4, Reaction40, Reaction41, Reaction42, Reaction43, Reaction44, Reaction45, Reaction46, Reaction47, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-1, Run: 053, P, 1, 0, 1, 2, 1, 1, 2, 3, 0, 0, 0, 1, 0, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 99, 8, 68, 67, 66, 127, 125, 142, 110, 85, 15, 99, 14, 29, 40, 22, 52, 91, 9, 9, 7, 96, 116, 100, 99, 85, 85, 67, 67, 90, 51, 60, 20, 114, 20, 35, 45, 39, 45, 45, 25, 23, 132, 80, 91, 13, 12
INVAR-1, Run: 054, P, 1, 0, 0, 3, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 93, 30, 72, 82, 81, 97, 97, 107, 75, 64, 27, 93, 27, 32, 37, 23, 46, 80, 22, 22, 14, 94, 87, 103, 102, 99, 98, 109, 109, 94, 61, 52, 27, 87, 27, 28, 26, 33, 27, 27, 24, 24, 108, 62, 77, 28, 28
INVAR-1, Run: 055, P, 1, 1, 0, 1, 0, 1, 0, 0, 3, 3, 0, 0, 0, 1, 2, 1, 0, 1, 1, 0, 2, 0, 0, 1, 0, 0, 1, 111, 20, 75, 80, 80, 96, 96, 98, 67, 86, 40, 110, 40, 31, 41, 27, 28, 95, 14, 14, 18, 111, 96, 138, 137, 96, 96, 93, 90, 100, 55, 54, 43, 96, 42, 27, 40, 45, 42, 42, 27, 27, 101, 70, 87, 22, 22
INVAR-1, Run: 056, P, 1, 2, 0, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 0, 0, 3, 1, 0, 1, 1, 1, 2, 3, 0, 1, 1, 1, 104, 11, 67, 79, 78, 98, 97, 100, 72, 60, 23, 102, 22, 27, 31, 34, 26, 87, 18, 17, 18, 105, 109, 92, 92, 103, 102, 128, 123, 110, 74, 74, 36, 105, 32, 34, 23, 34, 28, 27, 37, 36, 82, 54, 84, 19, 19
INVAR-1, Run: 057, P, 1, 1, 0, 0, 2, 1, 2, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 104, 32, 75, 62, 60, 95, 93, 85, 61, 53, 48, 103, 48, 23, 23, 35, 23, 79, 21, 21, 10, 88, 112, 81, 81, 96, 96, 100, 98, 102, 62, 50, 35, 111, 35, 15, 30, 40, 30, 30, 35, 35, 97, 74, 66, 33, 33
INVAR-1, Run: 058, P, 1, 1, 0, 2, 2, 1, 1, 0, 2, 2, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 3, 1, 0, 1, 2, 0, 1, 102, 4, 76, 73, 71, 113, 112, 123, 85, 44, 16, 101, 16, 38, 19, 23, 39, 80, 11, 11, 9, 88, 118, 112, 111, 99, 98, 92, 89, 85, 59, 48, 21, 117, 21, 24, 20, 25, 23, 21, 24, 24, 104, 63, 112, 4, 4
INVAR-1, Run: 059, P, 1, 1, 0, 0, 0, 1, 3, 2, 2, 3, 2, 1, 1, 1, 3, 0, 0, 5, 1, 1, 0, 1, 0, 0, 0, 0, 1, 99, 0, 97, 83, 83, 98, 95, 90, 62, 60, 7, 98, 6, 26, 29, 23, 24, 86, 25, 25, 16, 99, 72, 104, 99, 86, 85, 80, 80, 89, 48, 51, 25, 70, 25, 25, 28, 40, 28, 28, 26, 26, 76, 50, 123, 2, 2
INVAR-1, Run: 060, P, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 1, 94, 31, 96, 71, 70, 102, 102, 126, 94, 39, 20, 94, 20, 32, 20, 27, 41, 98, 6, 6, 4, 102, 85, 112, 112, 98, 97, 94, 92, 87, 63, 53, 4, 84, 4, 25, 19, 24, 19, 19, 28, 28, 82, 41, 98, 18, 18
INVAR-1, Run: 061, P, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 2, 0, 0, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 98, 14, 66, 67, 67, 94, 93, 104, 85, 89, 34, 97, 33, 18, 48, 30, 33, 69, 25, 24, 22, 90, 79, 100, 100, 102, 100, 120, 119, 109, 58, 64, 36, 76, 35, 32, 40, 51, 41, 41, 32, 32, 112, 78, 71, 21, 20
INVAR-1, Run: 062, P, 1, 0, 1, 1, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 2, 2, 1, 0, 1, 4, 1, 0, 117, 9, 81, 75, 75, 108, 108, 117, 90, 80, 21, 117, 19, 27, 40, 26, 28, 96, 6, 5, 3, 98, 121, 102, 102, 94, 92, 107, 103, 98, 55, 59, 14, 119, 12, 29, 33, 42, 40, 36, 30, 29, 100, 70, 100, 13, 12
INVAR-1, Run: 063, P, 1, 1, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 103, 35, 74, 61, 60, 100, 100, 113, 91, 85, 43, 102, 42, 22, 40, 28, 45, 72, 25, 25, 21, 93, 94, 128, 128, 96, 96, 75, 75, 96, 52, 60, 36, 93, 36, 31, 45, 44, 45, 45, 29, 29, 102, 57, 63, 32, 31
INVAR-1, Run: 064, P, 1, 0, 0, 2, 2, 1, 2, 0, 0, 0, 1, 0, 0, 1, 4, 0, 0, 1, 1, 1, 3, 0, 0, 0, 0, 0, 1, 92, 14, 86, 104, 102, 100, 98, 82, 58, 56, 15, 92, 15, 24, 28, 23, 25, 87, 18, 18, 9, 92, 86, 71, 70, 88, 87, 84, 81, 70, 50, 44, 9, 86, 9, 20, 28, 20, 28, 28, 24, 24, 81, 56, 98, 12, 12
INVAR-1, Run: 065, P, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 1, 0, 1, 0, 0, 0, 0, 0, 1, 94, 39, 82, 80, 80, 104, 103, 132, 103, 45, 23, 93, 23, 29, 24, 25, 42, 94, 11, 11, 11, 105, 96, 101, 98, 95, 95, 81, 80, 88, 56, 54, 7, 95, 7, 29, 21, 32, 21, 21, 25, 25, 111, 69, 73, 23, 23
INVAR-1, Run: 066, P, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 101, 21, 64, 75, 74, 104, 104, 138, 108, 88, 36, 101, 34, 30, 47, 32, 36, 70, 26, 26, 23, 91, 104, 104, 104, 120, 120, 92, 92, 95, 61, 60, 62, 102, 62, 24, 40, 34, 40, 40, 35, 35, 102, 65, 73, 17, 16
INVAR-1, Run: 067, P, 1, 2, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 2, 0, 0, 2, 1, 1, 1, 0, 0, 1, 0, 0, 1, 99, 8, 84, 77, 77, 96, 96, 95, 69, 83, 9, 97, 9, 25, 45, 19, 31, 102, 12, 12, 15, 115, 92, 101, 99, 85, 84, 82, 81, 65, 42, 34, 19, 92, 19, 14, 37, 23, 38, 38, 20, 20, 117, 86, 101, 11, 11
INVAR-1, Run: 068, P, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 2, 1, 0, 2, 0, 0, 1, 2, 2, 3, 1, 2, 1, 0, 1, 110, 43, 71, 66, 65, 121, 120, 127, 101, 89, 76, 110, 74, 25, 45, 51, 38, 69, 18, 18, 25, 94, 113, 82, 82, 101, 99, 103, 99, 106, 66, 90, 40, 111, 38, 36, 39, 37, 44, 43, 53, 53, 114, 76, 53, 38, 38
INVAR-1, Run: 069, P, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 2, 4, 1, 1, 2, 0, 0, 1, 98, 7, 66, 80, 79, 99, 99, 120, 90, 52, 16, 97, 15, 30, 23, 20, 34, 86, 21, 21, 15, 100, 100, 95, 94, 97, 95, 80, 75, 88, 54, 39, 23, 99, 22, 17, 26, 33, 29, 29, 21, 21, 78, 44, 89, 9, 9
INVAR-1, Run: 070, P, 1, 1, 0, 0, 2, 1, 2, 1, 0, 0, 0, 0, 0, 1, 4, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 88, 27, 70, 66, 64, 98, 96, 112, 81, 65, 28, 87, 28, 30, 41, 30, 33, 94, 22, 22, 15, 105, 99, 94, 94, 98, 97, 103, 102, 100, 52, 66, 12, 99, 11, 35, 22, 48, 24, 23, 30, 30, 97, 64, 73, 30, 30
INVAR-1, Run: 071, P, 1, 0, 0, 1, 1, 1, 3, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 109, 13, 69, 45, 44, 98, 95, 110, 94, 60, 29, 109, 29, 15, 28, 43, 42, 79, 27, 27, 16, 95, 101, 98, 97, 112, 111, 111, 110, 114, 79, 81, 41, 101, 41, 37, 31, 35, 32, 31, 43, 43, 97, 55, 72, 20, 20
INVAR-1, Run: 072, P, 1, 4, 0, 1, 0, 1, 2, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 101, 3, 73, 52, 52, 81, 79, 98, 77, 59, 8, 97, 8, 20, 31, 23, 25, 102, 8, 8, 12, 114, 84, 96, 96, 109, 109, 93, 93, 92, 57, 46, 13, 83, 13, 23, 28, 34, 28, 28, 23, 23, 91, 66, 91, 3, 3
INVAR-1, Run: 073, P, 1, 3, 0, 1, 1, 1, 0, 1, 0, 0, 0, 3, 1, 1, 2, 0, 0, 3, 1, 0, 1, 0, 0, 1, 1, 0, 1, 96, 2, 77, 93, 92, 116, 116, 128, 98, 61, 8, 93, 7, 29, 24, 17, 33, 77, 16, 16, 8, 83, 99, 103, 100, 103, 103, 86, 85, 83, 47, 40, 20, 95, 20, 22, 35, 36, 37, 36, 18, 18, 84, 51, 105, 3, 3
INVAR-1, Run: 074, P, 1, 0, 0, 1, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 2, 0, 1, 107, 18, 93, 83, 82, 100, 100, 93, 65, 69, 21, 107, 21, 28, 35, 25, 23, 77, 19, 18, 17, 93, 74, 83, 82, 97, 97, 102, 101, 96, 60, 53, 25, 74, 24, 28, 29, 36, 33, 31, 25, 25, 100, 75, 104, 12, 12
INVAR-1, Run: 075, P, 1, 1, 1, 1, 0, 1, 2, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 1, 2, 0, 0, 106, 22, 80, 61, 61, 93, 91, 96, 76, 71, 23, 105, 22, 20, 36, 18, 30, 64, 28, 28, 23, 86, 96, 98, 96, 102, 102, 107, 107, 95, 53, 36, 28, 95, 28, 17, 31, 42, 34, 32, 19, 19, 94, 64, 79, 23, 22
INVAR-1, Run: 076, P, 1, 2, 0, 1, 0, 1, 0, 1, 1, 0, 2, 0, 0, 1, 0, 1, 0, 0, 1, 3, 0, 1, 1, 0, 0, 0, 1, 78, 20, 81, 90, 90, 107, 107, 107, 78, 47, 22, 76, 22, 28, 24, 42, 20, 79, 24, 24, 25, 104, 77, 130, 130, 112, 109, 98, 97, 126, 72, 80, 39, 77, 38, 35, 22, 53, 23, 23, 44, 44, 77, 56, 90, 12, 12
INVAR-1, Run: 077, P, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 93, 32, 68, 61, 59, 118, 117, 119, 92, 70, 28, 93, 28, 27, 36, 30, 36, 89, 17, 17, 14, 102, 87, 98, 98, 101, 101, 126, 126, 105, 62, 54, 28, 87, 28, 24, 33, 42, 34, 33, 30, 30, 94, 58, 64, 20, 20
INVAR-1, Run: 078, P, 1, 1, 0, 1, 0, 1, 3, 2, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 3, 7, 1, 0, 0, 0, 0, 1, 82, 30, 84, 75, 75, 97, 94, 75, 59, 57, 33, 81, 33, 14, 22, 29, 27, 75, 26, 25, 16, 90, 89, 60, 59, 112, 109, 91, 83, 83, 61, 63, 35, 89, 34, 33, 34, 21, 35, 35, 30, 30, 96, 69, 69, 28, 28
INVAR-1, Run: 079, P, 1, 2, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 91, 20, 79, 61, 61, 111, 110, 89, 68, 62, 19, 89, 19, 20, 31, 25, 27, 78, 23, 23, 32, 110, 99, 115, 115, 123, 123, 140, 140, 150, 76, 65, 38, 98, 38, 39, 30, 74, 31, 31, 26, 25, 97, 69, 80, 19, 19
INVAR-1, Run: 080, P, 1, 1, 0, 0, 2, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 2, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 106, 19, 71, 83, 81, 101, 100, 119, 93, 65, 44, 105, 44, 25, 29, 36, 38, 59, 22, 21, 25, 84, 116, 79, 78, 109, 108, 115, 111, 113, 76, 67, 31, 115, 28, 31, 31, 37, 36, 35, 36, 36, 114, 76, 77, 33, 33
INVAR-1, Run: 081, P, 1, 1, 1, 3, 0, 1, 2, 1, 3, 1, 0, 4, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 109, 14, 71, 87, 87, 90, 88, 91, 54, 43, 15, 108, 14, 36, 17, 26, 25, 89, 9, 9, 8, 97, 81, 96, 96, 106, 104, 111, 111, 115, 74, 57, 14, 76, 14, 30, 24, 41, 25, 24, 27, 27, 83, 55, 96, 14, 13
INVAR-1, Run: 082, P, 1, 0, 0, 0, 0, 1, 3, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 87, 6, 71, 53, 53, 95, 92, 107, 85, 50, 9, 87, 9, 21, 23, 22, 34, 76, 18, 18, 22, 97, 71, 85, 85, 98, 98, 95, 95, 82, 48, 45, 18, 71, 18, 23, 26, 34, 27, 26, 22, 22, 83, 49, 86, 3, 3
INVAR-1, Run: 083, P, 1, 1, 1, 0, 1, 1, 2, 2, 1, 0, 2, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 109, 10, 69, 65, 64, 101, 99, 101, 78, 79, 20, 108, 19, 21, 35, 22, 35, 55, 39, 39, 47, 100, 88, 85, 85, 101, 101, 104, 104, 87, 47, 48, 51, 87, 51, 22, 43, 39, 44, 44, 25, 25, 116, 80, 80, 11, 10
INVAR-1, Run: 084, P, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 97, 11, 75, 96, 95, 96, 96, 79, 59, 90, 12, 96, 12, 20, 38, 27, 20, 83, 26, 25, 30, 113, 95, 87, 86, 99, 98, 95, 91, 92, 48, 50, 42, 95, 38, 20, 46, 43, 52, 51, 29, 29, 99, 79, 84, 12, 12
INVAR-1, Run: 085, P, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 100, 26, 72, 74, 73, 101, 101, 89, 66, 74, 43, 99, 40, 23, 30, 55, 31, 60, 37, 37, 34, 94, 102, 83, 82, 103, 103, 128, 128, 116, 92, 93, 53, 99, 53, 35, 44, 22, 44, 44, 58, 58, 100, 68, 70, 24, 23
INVAR-1, Run: 086, P, 1, 2, 0, 1, 0, 1, 1, 1, 0, 0, 1, 3, 0, 1, 0, 0, 0, 0, 1, 0, 2, 0, 2, 0, 0, 1, 1, 99, 16, 91, 99, 99, 92, 91, 91, 60, 56, 38, 97, 38, 30, 28, 42, 29, 93, 7, 7, 7, 100, 108, 97, 97, 109, 109, 95, 93, 119, 77, 100, 30, 105, 30, 54, 28, 42, 28, 28, 44, 43, 96, 67, 106, 19, 19
INVAR-1, Run: 087, P, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 3, 0, 1, 4, 1, 1, 1, 0, 0, 0, 0, 1, 0, 87, 16, 94, 52, 52, 85, 85, 80, 69, 60, 15, 87, 14, 11, 37, 24, 34, 94, 7, 6, 13, 104, 102, 112, 108, 93, 92, 91, 89, 78, 35, 60, 14, 99, 13, 34, 22, 43, 23, 23, 26, 25, 96, 62, 89, 17, 16
INVAR-1, Run: 088, P, 1, 2, 0, 3, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 2, 1, 1, 0, 3, 1, 2, 0, 1, 1, 93, 19, 86, 78, 78, 85, 84, 112, 83, 54, 29, 91, 28, 28, 28, 42, 29, 98, 9, 9, 9, 106, 77, 104, 102, 106, 105, 107, 107, 102, 60, 75, 19, 75, 19, 29, 23, 39, 25, 25, 45, 44, 86, 56, 98, 10, 10
INVAR-1, Run: 089, P, 1, 1, 0, 2, 1, 1, 1, 1, 0, 0, 0, 2, 0, 1, 1, 1, 0, 2, 1, 0, 0, 0, 0, 2, 0, 0, 1, 100, 9, 82, 65, 64, 95, 94, 80, 60, 58, 35, 99, 35, 19, 32, 37, 21, 66, 20, 20, 43, 108, 88, 112, 110, 109, 109, 107, 106, 109, 63, 72, 15, 86, 14, 35, 23, 46, 26, 26, 37, 37, 85, 64, 94, 16, 16
INVAR-1, Run: 090, P, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 3, 0, 0, 2, 1, 2, 1, 2, 2, 0, 1, 4, 1, 72, 36, 86, 92, 91, 101, 101, 95, 57, 49, 24, 72, 23, 37, 21, 38, 19, 62, 17, 17, 24, 83, 66, 84, 82, 103, 101, 110, 109, 91, 61, 78, 19, 65, 19, 33, 27, 28, 28, 27, 43, 39, 64, 45, 88, 18, 18
INVAR-1, Run: 091, P, 1, 0, 0, 0, 0, 1, 2, 3, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 1, 2, 3, 1, 1, 1, 0, 0, 1, 104, 9, 75, 68, 68, 104, 102, 63, 47, 67, 11, 104, 11, 13, 30, 34, 30, 75, 25, 25, 32, 105, 95, 104, 104, 107, 105, 139, 135, 103, 69, 60, 53, 95, 52, 25, 35, 33, 37, 37, 34, 34, 105, 75, 79, 9, 9
INVAR-1, Run: 092, P, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 4, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 2, 0, 2, 0, 0, 102, 22, 99, 98, 98, 94, 94, 94, 70, 57, 21, 102, 20, 24, 23, 30, 26, 79, 22, 22, 19, 98, 114, 92, 92, 100, 99, 94, 93, 96, 54, 58, 24, 109, 24, 25, 32, 42, 34, 32, 31, 31, 113, 86, 101, 18, 17
INVAR-1, Run: 093, P, 1, 0, 0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 108, 5, 75, 73, 71, 109, 108, 88, 64, 81, 12, 108, 12, 24, 38, 16, 38, 76, 31, 31, 20, 95, 116, 89, 89, 88, 88, 86, 85, 90, 58, 43, 28, 116, 27, 27, 40, 32, 43, 42, 16, 16, 114, 75, 94, 5, 5
INVAR-1, Run: 094, P, 1, 0, 1, 3, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 100, 7, 87, 76, 72, 94, 93, 87, 73, 62, 13, 100, 12, 14, 26, 19, 12, 77, 21, 20, 21, 96, 94, 102, 102, 92, 91, 92, 91, 80, 48, 40, 30, 93, 29, 20, 34, 32, 36, 36, 20, 20, 79, 67, 97, 9, 8
INVAR-1, Run: 095, P, 1, 2, 0, 0, 2, 1, 1, 0, 1, 0, 0, 3, 0, 0, 1, 1, 1, 1, 1, 1, 2, 0, 0, 1, 0, 0, 1, 95, 15, 66, 71, 69, 111, 110, 108, 73, 56, 19, 93, 19, 35, 26, 36, 40, 73, 17, 16, 16, 88, 88, 89, 88, 89, 88, 83, 79, 91, 61, 77, 22, 85, 20, 41, 27, 30, 30, 30, 36, 36, 92, 51, 86, 16, 16
INVAR-1, Run: 096, P, 1, 3, 1, 2, 2, 1, 1, 0, 0, 0, 0, 4, 2, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 1, 0, 106, 16, 76, 59, 57, 104, 103, 88, 74, 82, 34, 103, 31, 14, 46, 28, 33, 81, 31, 31, 38, 117, 101, 115, 115, 100, 100, 106, 106, 90, 52, 59, 45, 94, 45, 27, 34, 38, 36, 34, 32, 31, 104, 71, 76, 20, 19
INVAR-1, Run: 097, P, 1, 2, 0, 1, 2, 1, 3, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 105, 24, 75, 70, 68, 89, 86, 89, 61, 91, 31, 103, 31, 28, 45, 29, 36, 81, 15, 15, 17, 98, 104, 89, 88, 100, 100, 96, 95, 108, 76, 58, 21, 104, 20, 29, 44, 32, 46, 46, 29, 29, 121, 84, 80, 23, 23
INVAR-1, Run: 098, P, 1, 2, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 1, 0, 1, 0, 0, 1, 3, 0, 1, 119, 38, 78, 72, 71, 98, 98, 97, 67, 100, 60, 117, 60, 29, 53, 29, 36, 59, 33, 33, 24, 83, 138, 94, 92, 93, 93, 82, 81, 81, 56, 54, 45, 137, 45, 25, 43, 25, 47, 44, 29, 29, 149, 113, 69, 33, 33
INVAR-1, Run: 099, P, 1, 1, 0, 2, 3, 1, 2, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 92, 19, 74, 85, 82, 101, 99, 113, 79, 68, 16, 91, 16, 34, 34, 36, 38, 87, 16, 16, 18, 103, 99, 126, 126, 114, 114, 100, 100, 115, 69, 93, 26, 99, 26, 57, 34, 46, 34, 34, 36, 36, 104, 65, 91, 12, 12
INVAR-1, Run: 100, P, 1, 1, 0, 0, 1, 1, 1, 4, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 114, 9, 77, 63, 62, 92, 91, 96, 71, 76, 19, 113, 19, 21, 37, 27, 47, 76, 26, 25, 33, 108, 116, 107, 105, 102, 101, 106, 105, 95, 66, 58, 43, 116, 42, 31, 38, 29, 39, 39, 27, 27, 117, 70, 89, 10, 10
