Input Number, Run_Number, Result@ 100, CO, X1, A, B, C, PO, D, Y, PE, CE, E, F, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction12, Reaction13, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-2, Run: 091, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 194, 56, 914, 33, 31, 914, 28, 14, 13, 27, 28, 56, 788, 394
INVAR-2, Run: 092, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 309, 56, 747, 29, 29, 747, 28, 19, 8, 28, 28, 56, 1168, 584
INVAR-2, Run: 093, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 109, 56, 692, 22, 22, 692, 28, 19, 8, 28, 28, 56, 1460, 730
INVAR-2, Run: 094, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 594, 56, 805, 22, 22, 805, 28, 15, 12, 28, 28, 56, 642, 321
INVAR-2, Run: 095, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 45, 56, 793, 23, 23, 793, 28, 17, 10, 28, 28, 56, 1170, 585
INVAR-2, Run: 096, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 43, 56, 502, 25, 23, 502, 28, 15, 12, 27, 28, 56, 744, 372
INVAR-2, Run: 097, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 16, 56, 511, 31, 29, 511, 28, 12, 15, 27, 28, 56, 662, 331
INVAR-2, Run: 098, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 182, 56, 523, 20, 20, 523, 28, 15, 12, 28, 28, 56, 356, 178
INVAR-2, Run: 099, P, 0, 0, 0, 0, 0, 0, 168, 0, 1, 0, 28, 0, 219, 56, 714, 18, 18, 714, 28, 20, 7, 28, 28, 56, 566, 283
INVAR-2, Run: 100, P, 0, 0, 0, 0, 0, 0, 168, 2, 1, 2, 27, 0, 57, 56, 706, 15, 13, 706, 28, 21, 6, 27, 28, 56, 890, 445
INVAR-3, Run: 001, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 392, 164, 3379, 49, 47, 3379, 82, 54, 27, 81, 82, 164, 5192, 2596
INVAR-3, Run: 002, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 504, 164, 4363, 63, 63, 4363, 82, 48, 33, 82, 82, 164, 4528, 2264
INVAR-3, Run: 003, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 223, 164, 3835, 51, 51, 3835, 82, 49, 32, 82, 82, 164, 2528, 1264
INVAR-3, Run: 004, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 145, 164, 4156, 71, 71, 4156, 82, 49, 32, 82, 82, 164, 3752, 1876
INVAR-3, Run: 005, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 1230, 164, 3622, 60, 60, 3622, 82, 51, 30, 82, 82, 164, 4714, 2357
INVAR-3, Run: 006, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 579, 164, 3429, 58, 58, 3429, 82, 39, 42, 82, 82, 164, 4498, 2249
INVAR-3, Run: 007, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 281, 164, 3605, 41, 41, 3605, 82, 52, 29, 82, 82, 164, 6756, 3378
INVAR-3, Run: 008, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 261, 164, 3118, 32, 32, 3118, 82, 56, 25, 82, 82, 164, 3848, 1924
INVAR-3, Run: 009, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 469, 164, 4253, 54, 54, 4253, 82, 48, 33, 82, 82, 164, 5060, 2530
INVAR-3, Run: 010, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 102, 164, 3224, 57, 57, 3224, 82, 53, 28, 82, 82, 164, 5736, 2868
INVAR-3, Run: 011, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 261, 164, 3650, 55, 55, 3650, 82, 51, 30, 82, 82, 164, 4478, 2239
INVAR-3, Run: 012, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 361, 164, 3531, 59, 59, 3531, 82, 49, 32, 82, 82, 164, 5516, 2758
INVAR-3, Run: 013, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 443, 164, 4269, 47, 45, 4269, 82, 49, 32, 81, 82, 164, 3688, 1844
INVAR-3, Run: 014, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 104, 164, 2648, 52, 50, 2648, 82, 49, 32, 81, 82, 164, 4066, 2033
INVAR-3, Run: 015, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 639, 164, 5060, 68, 68, 5060, 82, 56, 25, 82, 82, 164, 5900, 2950
INVAR-3, Run: 016, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 135, 164, 3839, 47, 47, 3839, 82, 43, 38, 82, 82, 164, 4890, 2445
INVAR-3, Run: 017, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 201, 164, 3676, 56, 54, 3676, 82, 58, 23, 81, 82, 164, 2974, 1487
INVAR-3, Run: 018, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 373, 164, 2953, 56, 56, 2953, 82, 51, 30, 82, 82, 164, 3636, 1818
INVAR-3, Run: 019, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 76, 164, 2647, 59, 57, 2647, 82, 54, 27, 81, 82, 164, 5602, 2801
INVAR-3, Run: 020, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 382, 164, 4252, 58, 58, 4252, 82, 53, 28, 82, 82, 164, 4716, 2358
INVAR-3, Run: 021, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 168, 164, 3824, 42, 42, 3824, 82, 51, 30, 82, 82, 164, 4514, 2257
INVAR-3, Run: 022, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 403, 164, 2910, 49, 49, 2910, 82, 43, 38, 82, 82, 164, 4344, 2172
INVAR-3, Run: 023, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 99, 164, 3345, 66, 64, 3345, 82, 55, 26, 81, 82, 164, 5090, 2545
INVAR-3, Run: 024, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 99, 164, 2815, 49, 47, 2815, 82, 45, 36, 81, 82, 164, 3172, 1586
INVAR-3, Run: 025, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 1065, 164, 3478, 51, 51, 3478, 82, 47, 34, 82, 82, 164, 2968, 1484
INVAR-3, Run: 026, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 639, 164, 3900, 66, 66, 3900, 82, 49, 32, 82, 82, 164, 2748, 1374
INVAR-3, Run: 027, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 306, 164, 3415, 62, 60, 3415, 82, 48, 33, 81, 82, 164, 3088, 1544
INVAR-3, Run: 028, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 330, 164, 3348, 50, 50, 3348, 82, 51, 30, 82, 82, 164, 4270, 2135
INVAR-3, Run: 029, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 218, 164, 3066, 54, 54, 3066, 82, 54, 27, 82, 82, 164, 3422, 1711
INVAR-3, Run: 030, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 172, 164, 3015, 66, 64, 3015, 82, 51, 30, 81, 82, 164, 4608, 2304
INVAR-3, Run: 031, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 661, 164, 3539, 51, 51, 3539, 82, 59, 22, 82, 82, 164, 2706, 1353
INVAR-3, Run: 032, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 150, 164, 3609, 37, 37, 3609, 82, 56, 25, 82, 82, 164, 3890, 1945
INVAR-3, Run: 033, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 271, 164, 4009, 54, 52, 4009, 82, 48, 33, 81, 82, 164, 3882, 1941
INVAR-3, Run: 034, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 316, 164, 3261, 44, 44, 3261, 82, 49, 32, 82, 82, 164, 3248, 1624
INVAR-3, Run: 035, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 369, 164, 3954, 66, 66, 3954, 82, 53, 28, 82, 82, 164, 3530, 1765
INVAR-3, Run: 036, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 146, 164, 3824, 60, 58, 3824, 82, 47, 34, 81, 82, 164, 2750, 1375
INVAR-3, Run: 037, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 107, 164, 3160, 44, 44, 3160, 82, 56, 25, 82, 82, 164, 4470, 2235
INVAR-3, Run: 038, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 217, 164, 3609, 42, 42, 3609, 82, 52, 29, 82, 82, 164, 3846, 1923
INVAR-3, Run: 039, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 183, 164, 2787, 59, 57, 2787, 82, 60, 21, 81, 82, 164, 6778, 3389
INVAR-3, Run: 040, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 150, 164, 3552, 61, 61, 3552, 82, 52, 29, 82, 82, 164, 2594, 1297
INVAR-3, Run: 041, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 289, 164, 4358, 60, 60, 4358, 82, 52, 29, 82, 82, 164, 3970, 1985
INVAR-3, Run: 042, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 185, 164, 4082, 59, 57, 4082, 82, 47, 34, 81, 82, 164, 3860, 1930
INVAR-3, Run: 043, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 151, 164, 3425, 55, 53, 3425, 82, 51, 30, 81, 82, 164, 4630, 2315
INVAR-3, Run: 044, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 338, 164, 4166, 59, 59, 4166, 82, 51, 30, 82, 82, 164, 5072, 2536
INVAR-3, Run: 045, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 195, 164, 3907, 45, 45, 3907, 82, 56, 25, 82, 82, 164, 3416, 1708
INVAR-3, Run: 046, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 134, 164, 4879, 51, 51, 4879, 82, 47, 34, 82, 82, 164, 5006, 2503
INVAR-3, Run: 047, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 126, 164, 3293, 49, 49, 3293, 82, 58, 23, 82, 82, 164, 3616, 1808
INVAR-3, Run: 048, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 231, 164, 3377, 61, 61, 3377, 82, 49, 32, 82, 82, 164, 3682, 1841
INVAR-3, Run: 049, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 89, 164, 3545, 54, 52, 3545, 82, 57, 24, 81, 82, 164, 3806, 1903
INVAR-3, Run: 050, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 143, 164, 3457, 70, 68, 3457, 82, 54, 27, 81, 82, 164, 4160, 2080
INVAR-3, Run: 051, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 108, 164, 4024, 54, 54, 4024, 82, 44, 37, 82, 82, 164, 3884, 1942
INVAR-3, Run: 052, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 371, 164, 3228, 60, 60, 3228, 82, 52, 29, 82, 82, 164, 3042, 1521
INVAR-3, Run: 053, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 371, 164, 3800, 61, 61, 3800, 82, 47, 34, 82, 82, 164, 3544, 1772
INVAR-3, Run: 054, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 178, 164, 3852, 49, 49, 3852, 82, 51, 30, 82, 82, 164, 5528, 2764
INVAR-3, Run: 055, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 415, 164, 4346, 69, 69, 4346, 82, 52, 29, 82, 82, 164, 3604, 1802
INVAR-3, Run: 056, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 725, 164, 4364, 59, 59, 4364, 82, 47, 34, 82, 82, 164, 3694, 1847
INVAR-3, Run: 057, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 182, 164, 3932, 48, 46, 3932, 82, 50, 31, 81, 82, 164, 4556, 2278
INVAR-3, Run: 058, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 203, 164, 3819, 47, 47, 3819, 82, 47, 34, 82, 82, 164, 2888, 1444
INVAR-3, Run: 059, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 454, 164, 4076, 54, 54, 4076, 82, 47, 34, 82, 82, 164, 4262, 2131
INVAR-3, Run: 060, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 401, 164, 4159, 53, 53, 4159, 82, 51, 30, 82, 82, 164, 3616, 1808
INVAR-3, Run: 061, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 307, 164, 2871, 71, 71, 2871, 82, 42, 39, 82, 82, 164, 3872, 1936
INVAR-3, Run: 062, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 140, 164, 3755, 59, 59, 3755, 82, 50, 31, 82, 82, 164, 7198, 3599
INVAR-3, Run: 063, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 284, 164, 4481, 77, 75, 4481, 82, 44, 37, 81, 82, 164, 4828, 2414
INVAR-3, Run: 064, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 476, 164, 4149, 60, 60, 4149, 82, 49, 32, 82, 82, 164, 4180, 2090
INVAR-3, Run: 065, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 705, 164, 3035, 52, 52, 3035, 82, 44, 37, 82, 82, 164, 3826, 1913
INVAR-3, Run: 066, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 404, 164, 4479, 55, 55, 4479, 82, 54, 27, 82, 82, 164, 3848, 1924
INVAR-3, Run: 067, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 184, 164, 4453, 53, 53, 4453, 82, 47, 34, 82, 82, 164, 2456, 1228
INVAR-3, Run: 068, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 94, 164, 3273, 53, 51, 3273, 82, 56, 25, 81, 82, 164, 3668, 1834
INVAR-3, Run: 069, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 277, 164, 2756, 52, 52, 2756, 82, 56, 25, 82, 82, 164, 2614, 1307
INVAR-3, Run: 070, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 87, 164, 2793, 60, 58, 2793, 82, 43, 38, 81, 82, 164, 5860, 2930
INVAR-3, Run: 071, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 933, 164, 3734, 48, 48, 3734, 82, 46, 35, 82, 82, 164, 3212, 1606
INVAR-3, Run: 072, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 113, 164, 3538, 48, 48, 3538, 82, 51, 30, 82, 82, 164, 3488, 1744
INVAR-3, Run: 073, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 378, 164, 3939, 57, 57, 3939, 82, 55, 26, 82, 82, 164, 4946, 2473
INVAR-3, Run: 074, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 277, 164, 3093, 47, 47, 3093, 82, 51, 30, 82, 82, 164, 3582, 1791
INVAR-3, Run: 075, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 124, 164, 3098, 55, 55, 3098, 82, 52, 29, 82, 82, 164, 4672, 2336
INVAR-3, Run: 076, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 1894, 164, 3447, 53, 51, 3447, 82, 52, 29, 81, 82, 164, 4878, 2439
INVAR-3, Run: 077, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 123, 164, 3445, 52, 50, 3445, 82, 55, 26, 81, 82, 164, 4928, 2464
INVAR-3, Run: 078, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 145, 164, 3365, 60, 58, 3365, 82, 53, 28, 81, 82, 164, 3746, 1873
INVAR-3, Run: 079, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 395, 164, 2948, 53, 53, 2948, 82, 54, 27, 82, 82, 164, 3744, 1872
INVAR-3, Run: 080, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 112, 164, 4089, 67, 65, 4089, 82, 48, 33, 81, 82, 164, 5132, 2566
INVAR-3, Run: 081, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 168, 164, 3193, 49, 49, 3193, 82, 50, 31, 82, 82, 164, 5826, 2913
INVAR-3, Run: 082, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 105, 164, 3472, 52, 52, 3472, 82, 56, 25, 82, 82, 164, 4138, 2069
INVAR-3, Run: 083, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 454, 164, 3864, 58, 58, 3864, 82, 53, 28, 82, 82, 164, 4922, 2461
INVAR-3, Run: 084, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 198, 164, 3434, 57, 55, 3434, 82, 56, 25, 81, 82, 164, 3574, 1787
INVAR-3, Run: 085, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 71, 164, 2598, 51, 49, 2598, 82, 49, 32, 81, 82, 164, 4616, 2308
INVAR-3, Run: 086, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 140, 164, 3921, 69, 69, 3921, 82, 49, 32, 82, 82, 164, 3688, 1844
INVAR-3, Run: 087, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 177, 164, 4159, 53, 53, 4159, 82, 53, 28, 82, 82, 164, 6012, 3006
INVAR-3, Run: 088, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 685, 164, 3629, 58, 56, 3629, 82, 60, 21, 81, 82, 164, 3916, 1958
INVAR-3, Run: 089, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 96, 164, 3281, 57, 57, 3281, 82, 54, 27, 82, 82, 164, 4964, 2482
INVAR-3, Run: 090, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 811, 164, 3290, 70, 68, 3290, 82, 46, 35, 81, 82, 164, 3432, 1716
INVAR-3, Run: 091, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 170, 164, 3841, 44, 44, 3841, 82, 52, 29, 82, 82, 164, 3378, 1689
INVAR-3, Run: 092, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 520, 164, 3648, 63, 63, 3648, 82, 55, 26, 82, 82, 164, 3352, 1676
INVAR-3, Run: 093, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 1096, 164, 3690, 67, 65, 3690, 82, 51, 30, 81, 82, 164, 3006, 1503
INVAR-3, Run: 094, P, 0, 0, 0, 0, 0, 0, 492, 2, 1, 2, 81, 0, 192, 164, 4073, 36, 34, 4073, 82, 50, 31, 81, 82, 164, 4134, 2067
INVAR-3, Run: 095, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 745, 164, 4253, 67, 67, 4253, 82, 57, 24, 82, 82, 164, 4098, 2049
INVAR-3, Run: 096, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 209, 164, 5424, 48, 48, 5424, 82, 61, 20, 82, 82, 164, 3240, 1620
INVAR-3, Run: 097, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 773, 164, 3767, 56, 56, 3767, 82, 54, 27, 82, 82, 164, 2704, 1352
INVAR-3, Run: 098, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 658, 164, 3833, 54, 54, 3833, 82, 56, 25, 82, 82, 164, 3478, 1739
INVAR-3, Run: 099, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 312, 164, 3685, 79, 79, 3685, 82, 48, 33, 82, 82, 164, 6854, 3427
INVAR-3, Run: 100, P, 0, 0, 0, 0, 0, 0, 492, 0, 1, 0, 82, 0, 122, 164, 4043, 51, 51, 4043, 82, 40, 41, 82, 82, 164, 5728, 2864
INVAR-4, Run: 001, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11044, 39, 582, 9, 9, 464, 19, 16, 3, 19, 19, 39, 469, 234
INVAR-4, Run: 002, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11331, 39, 460, 25, 25, 342, 19, 9, 10, 19, 19, 39, 235, 117
INVAR-4, Run: 003, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 10372, 39, 670, 16, 16, 552, 19, 13, 6, 19, 19, 39, 635, 317
INVAR-4, Run: 004, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11109, 39, 475, 10, 10, 357, 19, 14, 5, 19, 19, 39, 327, 163
INVAR-4, Run: 005, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 10269, 39, 761, 19, 19, 643, 19, 17, 2, 19, 19, 39, 409, 204
INVAR-4, Run: 006, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11065, 39, 460, 18, 18, 342, 19, 10, 9, 19, 19, 39, 269, 134
INVAR-4, Run: 007, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 10991, 39, 612, 11, 11, 494, 19, 15, 4, 19, 19, 39, 363, 181
INVAR-4, Run: 008, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11178, 39, 385, 14, 14, 267, 19, 11, 8, 19, 19, 39, 277, 138
INVAR-4, Run: 009, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11448, 39, 280, 15, 15, 162, 19, 10, 9, 19, 19, 39, 329, 164
INVAR-4, Run: 010, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11212, 39, 386, 14, 14, 268, 19, 9, 10, 19, 19, 39, 209, 104
INVAR-4, Run: 011, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 10984, 39, 707, 15, 15, 589, 19, 13, 6, 19, 19, 39, 331, 165
INVAR-4, Run: 012, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11115, 39, 540, 14, 14, 422, 19, 13, 6, 19, 19, 39, 273, 136
INVAR-4, Run: 013, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11159, 39, 379, 9, 9, 261, 19, 13, 6, 19, 19, 39, 361, 180
INVAR-4, Run: 014, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11014, 39, 728, 13, 13, 610, 19, 12, 7, 19, 19, 39, 397, 198
INVAR-4, Run: 015, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 10782, 39, 1000, 14, 14, 882, 19, 16, 3, 19, 19, 39, 503, 251
INVAR-4, Run: 016, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 10840, 39, 427, 10, 10, 309, 19, 11, 8, 19, 19, 39, 797, 398
INVAR-4, Run: 017, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11103, 39, 265, 14, 14, 147, 19, 13, 6, 19, 19, 39, 425, 212
INVAR-4, Run: 018, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 10932, 39, 642, 10, 10, 524, 19, 16, 3, 19, 19, 39, 309, 154
INVAR-4, Run: 019, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11180, 39, 489, 15, 15, 371, 19, 11, 8, 19, 19, 39, 491, 245
INVAR-4, Run: 020, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 10900, 39, 658, 10, 10, 540, 19, 12, 7, 19, 19, 39, 403, 201
INVAR-4, Run: 021, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11486, 39, 364, 10, 10, 246, 19, 14, 5, 19, 19, 39, 327, 163
INVAR-4, Run: 022, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11250, 39, 585, 15, 15, 467, 19, 18, 1, 19, 19, 39, 139, 69
INVAR-4, Run: 023, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 10884, 39, 466, 13, 13, 348, 19, 16, 3, 19, 19, 39, 341, 170
INVAR-4, Run: 024, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11236, 39, 423, 11, 11, 305, 19, 14, 5, 19, 19, 39, 281, 140
INVAR-4, Run: 025, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11175, 39, 530, 15, 15, 412, 19, 16, 3, 19, 19, 39, 445, 222
INVAR-4, Run: 026, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11320, 39, 452, 21, 21, 334, 19, 14, 5, 19, 19, 39, 229, 114
INVAR-4, Run: 027, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11363, 39, 425, 12, 12, 307, 19, 11, 8, 19, 19, 39, 389, 194
INVAR-4, Run: 028, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11324, 39, 440, 13, 13, 322, 19, 18, 1, 19, 19, 39, 327, 163
INVAR-4, Run: 029, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11412, 39, 462, 12, 12, 344, 19, 15, 4, 19, 19, 39, 257, 128
INVAR-4, Run: 030, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11162, 39, 654, 12, 12, 536, 19, 16, 3, 19, 19, 39, 245, 122
INVAR-4, Run: 031, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11329, 39, 479, 15, 15, 361, 19, 14, 5, 19, 19, 39, 449, 224
INVAR-4, Run: 032, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11237, 39, 440, 11, 11, 322, 19, 12, 7, 19, 19, 39, 285, 142
INVAR-4, Run: 033, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 10974, 39, 592, 21, 21, 474, 19, 10, 9, 19, 19, 39, 341, 170
INVAR-4, Run: 034, P, 118, 0, 1, 0, 0, 1, 0, 118, 0, 0, 19, 1, 11335, 39, 549, 17, 17, 431, 19, 13, 6, 19, 19, 39, 317, 158
