Input Number, Run_Number, Result@ 100, X1, X2, U, Reaction1, Reaction2, Reaction3, Reaction4
INVAR-1, Run: 001, P, 53, 0, 0, 29, 58, 15, 44
INVAR-1, Run: 002, P, 57, 0, 0, 33, 51, 19, 37
INVAR-1, Run: 003, P, 46, 0, 0, 22, 46, 8, 32
INVAR-1, Run: 004, P, 41, 0, 0, 17, 18, 3, 4
INVAR-1, Run: 005, P, 39, 0, 0, 15, 23, 1, 9
INVAR-1, Run: 006, P, 49, 0, 0, 25, 43, 11, 29
INVAR-1, Run: 007, P, 50, 0, 0, 26, 53, 12, 39
INVAR-1, Run: 008, P, 47, 0, 0, 23, 54, 9, 40
INVAR-1, Run: 009, P, 44, 0, 0, 20, 48, 6, 34
INVAR-1, Run: 010, P, 41, 0, 0, 17, 30, 3, 16
INVAR-1, Run: 011, P, 45, 0, 0, 21, 36, 7, 22
INVAR-1, Run: 012, P, 43, 0, 0, 19, 31, 5, 17
INVAR-1, Run: 013, P, 41, 0, 0, 17, 34, 3, 20
INVAR-1, Run: 014, P, 52, 0, 0, 28, 53, 14, 39
INVAR-1, Run: 015, P, 44, 0, 0, 20, 39, 6, 25
INVAR-1, Run: 016, P, 43, 0, 0, 19, 35, 5, 21
INVAR-1, Run: 017, P, 41, 0, 0, 17, 29, 3, 15
INVAR-1, Run: 018, P, 39, 0, 0, 15, 29, 1, 15
INVAR-1, Run: 019, P, 40, 0, 0, 16, 28, 2, 14
INVAR-1, Run: 020, P, 39, 0, 0, 15, 30, 1, 16
INVAR-1, Run: 021, P, 45, 0, 0, 21, 32, 7, 18
INVAR-1, Run: 022, P, 49, 0, 0, 25, 40, 11, 26
INVAR-1, Run: 023, P, 46, 0, 0, 22, 37, 8, 23
INVAR-1, Run: 024, P, 46, 0, 0, 22, 40, 8, 26
INVAR-1, Run: 025, P, 43, 0, 0, 19, 36, 5, 22
INVAR-1, Run: 026, P, 41, 0, 0, 17, 28, 3, 14
INVAR-1, Run: 027, P, 54, 0, 0, 30, 49, 16, 35
INVAR-1, Run: 028, P, 42, 0, 0, 18, 30, 4, 16
INVAR-1, Run: 029, P, 41, 0, 0, 17, 29, 3, 15
INVAR-1, Run: 030, P, 38, 0, 0, 14, 29, 0, 15
INVAR-1, Run: 031, P, 43, 0, 0, 19, 33, 5, 19
INVAR-1, Run: 032, P, 39, 0, 0, 15, 18, 1, 4
INVAR-1, Run: 033, P, 39, 0, 0, 15, 25, 1, 11
INVAR-1, Run: 034, P, 41, 0, 0, 17, 30, 3, 16
INVAR-1, Run: 035, P, 44, 0, 0, 20, 35, 6, 21
INVAR-1, Run: 036, P, 39, 0, 0, 15, 21, 1, 7
INVAR-1, Run: 037, P, 42, 0, 0, 18, 27, 4, 13
INVAR-1, Run: 038, P, 45, 0, 0, 21, 27, 7, 13
INVAR-1, Run: 039, P, 43, 0, 0, 19, 28, 5, 14
INVAR-1, Run: 040, P, 44, 0, 0, 20, 27, 6, 13
INVAR-1, Run: 041, P, 40, 0, 0, 16, 24, 2, 10
INVAR-1, Run: 042, P, 44, 0, 0, 20, 36, 6, 22
INVAR-1, Run: 043, P, 45, 0, 0, 21, 39, 7, 25
INVAR-1, Run: 044, P, 42, 0, 0, 18, 28, 4, 14
INVAR-1, Run: 045, P, 46, 0, 0, 22, 39, 8, 25
INVAR-1, Run: 046, P, 41, 0, 0, 17, 22, 3, 8
INVAR-1, Run: 047, P, 47, 0, 0, 23, 39, 9, 25
INVAR-1, Run: 048, P, 39, 0, 0, 15, 23, 1, 9
INVAR-1, Run: 049, P, 38, 0, 0, 14, 18, 0, 4
INVAR-1, Run: 050, P, 41, 0, 0, 17, 21, 3, 7
INVAR-1, Run: 051, P, 45, 0, 0, 21, 38, 7, 24
INVAR-1, Run: 052, P, 39, 0, 0, 15, 26, 1, 12
INVAR-1, Run: 053, P, 54, 0, 0, 30, 44, 16, 30
INVAR-1, Run: 054, P, 45, 0, 0, 21, 41, 7, 27
INVAR-1, Run: 055, P, 56, 0, 0, 32, 55, 18, 41
INVAR-1, Run: 056, P, 40, 0, 0, 16, 26, 2, 12
INVAR-1, Run: 057, P, 42, 0, 0, 18, 29, 4, 15
INVAR-1, Run: 058, P, 43, 0, 0, 19, 39, 5, 25
INVAR-1, Run: 059, P, 42, 0, 0, 18, 26, 4, 12
INVAR-1, Run: 060, P, 41, 0, 0, 17, 30, 3, 16
INVAR-1, Run: 061, P, 42, 0, 0, 18, 24, 4, 10
INVAR-1, Run: 062, P, 52, 0, 0, 28, 44, 14, 30
INVAR-1, Run: 063, P, 47, 0, 0, 23, 41, 9, 27
INVAR-1, Run: 064, P, 40, 0, 0, 16, 30, 2, 16
INVAR-1, Run: 065, P, 52, 0, 0, 28, 50, 14, 36
INVAR-1, Run: 066, P, 47, 0, 0, 23, 41, 9, 27
INVAR-1, Run: 067, P, 39, 0, 0, 15, 20, 1, 6
INVAR-1, Run: 068, P, 42, 0, 0, 18, 36, 4, 22
INVAR-1, Run: 069, P, 42, 0, 0, 18, 29, 4, 15
INVAR-1, Run: 070, P, 40, 0, 0, 16, 28, 2, 14
INVAR-1, Run: 071, P, 43, 0, 0, 19, 29, 5, 15
INVAR-1, Run: 072, P, 41, 0, 0, 17, 32, 3, 18
INVAR-1, Run: 073, P, 43, 0, 0, 19, 22, 5, 8
INVAR-1, Run: 074, P, 47, 0, 0, 23, 40, 9, 26
INVAR-1, Run: 075, P, 51, 0, 0, 27, 45, 13, 31
INVAR-1, Run: 076, P, 42, 0, 0, 18, 34, 4, 20
INVAR-1, Run: 077, P, 39, 0, 0, 15, 29, 1, 15
INVAR-1, Run: 078, P, 39, 0, 0, 15, 33, 1, 19
INVAR-1, Run: 079, P, 50, 0, 0, 26, 47, 12, 33
INVAR-1, Run: 080, P, 38, 0, 0, 14, 24, 0, 10
INVAR-1, Run: 081, P, 42, 0, 0, 18, 32, 4, 18
INVAR-1, Run: 082, P, 50, 0, 0, 26, 51, 12, 37
INVAR-1, Run: 083, P, 43, 0, 0, 19, 28, 5, 14
INVAR-1, Run: 084, P, 48, 0, 0, 24, 47, 10, 33
INVAR-1, Run: 085, P, 40, 0, 0, 16, 32, 2, 18
INVAR-1, Run: 086, P, 45, 0, 0, 21, 40, 7, 26
INVAR-1, Run: 087, P, 49, 0, 0, 25, 40, 11, 26
INVAR-1, Run: 088, P, 45, 0, 0, 21, 36, 7, 22
INVAR-1, Run: 089, P, 38, 0, 0, 14, 21, 0, 7
INVAR-1, Run: 090, P, 42, 0, 0, 18, 27, 4, 13
INVAR-1, Run: 091, P, 48, 0, 0, 24, 32, 10, 18
INVAR-1, Run: 092, P, 46, 0, 0, 22, 35, 8, 21
INVAR-1, Run: 093, P, 53, 0, 0, 29, 48, 15, 34
INVAR-1, Run: 094, P, 41, 0, 0, 17, 28, 3, 14
INVAR-1, Run: 095, P, 42, 0, 0, 18, 30, 4, 16
INVAR-1, Run: 096, P, 39, 0, 0, 15, 23, 1, 9
INVAR-1, Run: 097, P, 42, 0, 0, 18, 30, 4, 16
INVAR-1, Run: 098, P, 44, 0, 0, 20, 28, 6, 14
INVAR-1, Run: 099, P, 47, 0, 0, 23, 33, 9, 19
INVAR-1, Run: 100, P, 50, 0, 0, 26, 48, 12, 34
