Input Number, Run_Number, Result@ 1000, A, B, H, C, T2, R, L4, L1, L5, Y, T1, T3, T4, T5, T6, U, L2, D, L3, O1, O2, O3, O4, Reaction New, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction3, Reaction4, Reaction5, Reaction6, Reaction8, Reaction9
INVAR-2, Run: 065, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 93, 3, 13, 93, 50, 117, 46, 38, 5203, 3748, 2754, 2029, 1549, 1405, 1859, 994, 725, 480, 382, 1167, 1167, 584, 301, 184, 138, 1275, 283
INVAR-2, Run: 066, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 294, 204, 214, 294, 50, 138, 65, 83, 3203, 2102, 1453, 1024, 711, 1051, 2843, 649, 429, 313, 219, 492, 492, 772, 386, 248, 183, 2071, 386
INVAR-2, Run: 067, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 192, 102, 112, 192, 50, 117, 57, 96, 3415, 2243, 1488, 1006, 722, 1122, 2390, 755, 482, 284, 215, 507, 507, 705, 370, 253, 196, 1685, 335
INVAR-2, Run: 068, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 91, 101, 11, 91, 50, 95, 49, 50, 5349, 3707, 2639, 1855, 1354, 1592, 2007, 1068, 784, 501, 365, 989, 989, 629, 294, 199, 150, 1378, 335
INVAR-2, Run: 069, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 96, 106, 116, 96, 50, 143, 71, 154, 4104, 2696, 1780, 1209, 811, 1358, 2137, 916, 571, 398, 254, 557, 557, 791, 468, 325, 254, 1346, 323
INVAR-2, Run: 070, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 192, 102, 112, 192, 50, 131, 79, 194, 4152, 2738, 1819, 1206, 807, 1364, 2607, 919, 613, 399, 246, 561, 561, 875, 504, 373, 294, 1732, 371
INVAR-2, Run: 071, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 97, 107, 17, 97, 50, 95, 56, 56, 3380, 2225, 1512, 1032, 723, 1105, 1524, 713, 480, 309, 216, 507, 507, 550, 307, 212, 156, 974, 243
INVAR-2, Run: 072, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 191, 201, 211, 191, 50, 61, 21, 22, 4143, 2924, 2133, 1518, 1072, 1169, 1768, 791, 615, 446, 328, 744, 744, 431, 204, 143, 122, 1337, 227
INVAR-2, Run: 073, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 93, 103, 113, 93, 50, 97, 39, 66, 3805, 2560, 1768, 1257, 902, 1195, 1722, 792, 511, 355, 273, 629, 629, 578, 302, 205, 166, 1144, 276
INVAR-2, Run: 074, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 192, 102, 112, 192, 50, 64, 28, 54, 3784, 2668, 1919, 1330, 961, 1066, 2052, 749, 589, 369, 263, 698, 698, 490, 246, 182, 154, 1562, 244
INVAR-2, Run: 075, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 90, 0, 10, 90, 50, 111, 65, 103, 3942, 2610, 1742, 1193, 811, 1282, 1925, 868, 549, 382, 249, 562, 562, 681, 379, 268, 203, 1244, 302
INVAR-2, Run: 076, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 734, 744, 754, 734, 50, 83, 36, 38, 5336, 3641, 2613, 1914, 1400, 1645, 3156, 1028, 699, 514, 373, 1027, 1027, 555, 257, 174, 138, 2601, 298
INVAR-2, Run: 077, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 91, 1, 11, 91, 50, 87, 47, 41, 5054, 3594, 2593, 1856, 1347, 1410, 1608, 1001, 737, 509, 377, 970, 970, 538, 275, 188, 141, 1070, 263
INVAR-2, Run: 078, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 198, 208, 218, 198, 50, 77, 39, 40, 4490, 3146, 2286, 1644, 1223, 1294, 1950, 860, 642, 421, 290, 933, 933, 511, 256, 179, 140, 1439, 255
INVAR-2, Run: 079, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 98, 108, 18, 98, 50, 83, 35, 47, 4953, 3606, 2685, 2032, 1491, 1297, 1445, 921, 653, 541, 366, 1125, 1125, 478, 265, 182, 147, 967, 213
INVAR-2, Run: 080, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 91, 101, 11, 91, 50, 141, 57, 67, 3743, 2365, 1597, 1093, 747, 1328, 2051, 768, 504, 346, 238, 509, 509, 705, 365, 224, 167, 1346, 340
INVAR-2, Run: 081, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 92, 2, 12, 92, 50, 71, 38, 32, 5310, 3779, 2731, 2027, 1472, 1481, 1525, 1048, 704, 555, 390, 1082, 1082, 437, 241, 170, 132, 1088, 196
INVAR-2, Run: 082, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 202, 112, 122, 202, 50, 90, 34, 26, 4290, 3153, 2394, 1852, 1422, 1087, 2035, 759, 542, 430, 334, 1088, 1088, 486, 250, 160, 126, 1549, 236
INVAR-2, Run: 083, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 209, 219, 129, 209, 50, 103, 53, 70, 3886, 2661, 1910, 1364, 951, 1175, 2354, 751, 546, 413, 287, 664, 664, 648, 326, 223, 170, 1706, 322
INVAR-2, Run: 084, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 303, 313, 323, 303, 50, 68, 37, 45, 3473, 2454, 1758, 1278, 934, 969, 2348, 696, 480, 344, 250, 684, 684, 509, 250, 182, 145, 1839, 259
INVAR-2, Run: 085, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 92, 2, 12, 92, 50, 85, 41, 48, 5254, 3658, 2622, 1955, 1442, 1546, 1800, 1036, 667, 513, 367, 1075, 1075, 526, 274, 189, 148, 1274, 252
INVAR-2, Run: 086, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 323, 333, 343, 323, 50, 46, 16, 11, 5026, 3739, 2812, 2172, 1646, 1237, 2093, 927, 640, 526, 370, 1276, 1276, 386, 173, 127, 111, 1707, 213
INVAR-2, Run: 087, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1330, 1340, 1350, 1330, 50, 73, 43, 119, 4388, 3040, 2192, 1582, 1100, 1298, 3725, 848, 610, 482, 332, 768, 768, 655, 335, 262, 219, 3070, 320
INVAR-2, Run: 088, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 89, 99, 109, 89, 50, 95, 38, 77, 4067, 2788, 1945, 1360, 975, 1229, 1749, 843, 585, 385, 300, 675, 675, 590, 310, 215, 177, 1159, 280
INVAR-2, Run: 089, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 548, 558, 568, 548, 50, 74, 40, 48, 4600, 3234, 2269, 1639, 1153, 1316, 2801, 965, 630, 486, 314, 839, 839, 567, 262, 188, 148, 2234, 305
INVAR-2, Run: 090, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 88, 98, 108, 88, 50, 83, 39, 89, 6225, 4397, 3134, 2266, 1622, 1778, 1457, 1263, 868, 644, 444, 1178, 1178, 556, 311, 228, 189, 901, 245
INVAR-2, Run: 091, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 91, 101, 111, 91, 50, 96, 38, 41, 5088, 3828, 2959, 2326, 1841, 1210, 1781, 869, 633, 485, 406, 1435, 1435, 550, 275, 179, 141, 1231, 275
INVAR-2, Run: 092, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 321, 231, 241, 321, 50, 78, 37, 14, 4393, 3303, 2546, 1973, 1550, 1040, 2476, 757, 573, 423, 321, 1229, 1229, 514, 229, 151, 114, 1962, 285
INVAR-2, Run: 093, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 196, 206, 116, 196, 50, 116, 38, 70, 3616, 2399, 1598, 1047, 730, 1167, 2643, 801, 551, 317, 215, 515, 515, 692, 324, 208, 170, 1951, 368
INVAR-2, Run: 094, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 93, 103, 113, 93, 50, 84, 32, 29, 3855, 2765, 2032, 1493, 1118, 1040, 1625, 733, 539, 375, 305, 813, 813, 539, 245, 161, 129, 1086, 294
INVAR-2, Run: 095, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 196, 106, 116, 196, 50, 77, 38, 74, 4023, 2804, 1969, 1414, 1025, 1169, 2004, 835, 555, 389, 295, 730, 730, 525, 289, 212, 174, 1479, 236
INVAR-2, Run: 096, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 550, 560, 470, 550, 50, 81, 29, 33, 3602, 2405, 1681, 1207, 827, 1147, 2732, 724, 474, 380, 214, 613, 613, 514, 243, 162, 133, 2218, 271
INVAR-2, Run: 097, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 99, 109, 119, 99, 50, 82, 27, 28, 3715, 2639, 1933, 1424, 1058, 1026, 1719, 706, 509, 366, 251, 807, 807, 487, 237, 155, 128, 1232, 250
INVAR-2, Run: 098, P, 100, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 96, 106, 116, 96, 50, 84, 61, 150, 3280, 2038, 1335, 880, 562, 1192, 1703, 703, 455, 318, 185, 377, 377, 622, 395, 311, 250, 1081, 227
INVAR-2, Run: 099, P, 0, 0, 0, 100, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 94, 104, 14, 94, 50, 93, 31, 36, 3457, 2341, 1636, 1141, 802, 1066, 1624, 705, 495, 339, 243, 559, 559, 519, 260, 167, 136, 1105, 259
INVAR-2, Run: 100, P, 0, 100, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 198, 108, 118, 198, 50, 102, 50, 124, 4501, 3036, 2130, 1488, 1012, 1415, 2255, 906, 642, 476, 288, 724, 724, 664, 376, 274, 224, 1591, 288
INVAR-3, Run: 001, P, 0, 0, 0, 1000, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 3015, 3115, 2215, 3015, 50, 100, 47, 43, 3801, 2595, 1860, 1338, 994, 1156, 3684, 735, 522, 344, 288, 706, 706, 581, 290, 190, 143, 3103, 291
INVAR-3, Run: 002, P, 0, 0, 0, 1000, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 4014, 4114, 3214, 4014, 50, 95, 37, 64, 4813, 3341, 2313, 1649, 1182, 1422, 4179, 1028, 664, 467, 324, 858, 858, 617, 296, 201, 164, 3562, 321
INVAR-3, Run: 003, P, 1000, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9338, 9438, 9538, 9338, 50, 144, 60, 116, 3725, 2496, 1727, 1219, 893, 1179, 4692, 769, 508, 326, 264, 629, 629, 755, 420, 276, 216, 3937, 335
INVAR-3, Run: 004, P, 0, 1000, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 8296, 7396, 7496, 8296, 50, 108, 46, 71, 3563, 2413, 1698, 1237, 886, 1100, 4450, 715, 461, 351, 209, 677, 677, 619, 325, 217, 171, 3831, 294
INVAR-3, Run: 005, P, 0, 0, 0, 1000, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 5038, 5138, 4238, 5038, 50, 33, 10, 7, 4148, 3119, 2388, 1816, 1381, 979, 3609, 731, 572, 435, 305, 1076, 1076, 343, 150, 117, 107, 3266, 193
INVAR-3, Run: 006, P, 1000, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 5171, 5271, 5371, 5171, 50, 118, 57, 126, 3837, 2557, 1781, 1247, 888, 1230, 4556, 776, 534, 359, 256, 632, 632, 785, 401, 283, 226, 3771, 384
INVAR-3, Run: 007, P, 0, 0, 0, 1000, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 11283, 11383, 10483, 11283, 50, 95, 49, 58, 3312, 2242, 1514, 1055, 746, 1020, 4576, 728, 459, 309, 227, 519, 519, 593, 302, 207, 158, 3983, 291
INVAR-3, Run: 008, P, 0, 1000, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 16241, 15341, 15441, 16241, 50, 142, 58, 142, 3331, 2088, 1375, 898, 623, 1193, 5081, 713, 477, 275, 200, 423, 423, 798, 442, 300, 242, 4283, 356
INVAR-3, Run: 009, P, 0, 1000, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 18324, 17424, 17524, 18324, 50, 73, 42, 55, 3215, 2333, 1736, 1296, 974, 832, 4867, 597, 440, 322, 246, 728, 728, 555, 270, 197, 155, 4312, 285
INVAR-3, Run: 010, P, 1000, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 5234, 5334, 5434, 5234, 50, 78, 40, 59, 3676, 2528, 1783, 1260, 914, 1098, 3945, 745, 523, 346, 260, 654, 654, 529, 277, 199, 159, 3416, 252
INVAR-3, Run: 011, P, 0, 1000, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 7203, 6303, 6403, 7203, 50, 61, 28, 41, 3411, 2396, 1719, 1248, 913, 965, 4057, 677, 471, 335, 240, 673, 673, 464, 230, 169, 141, 3593, 234
INVAR-3, Run: 012, P, 0, 0, 0, 1000, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 19331, 19431, 18531, 19331, 50, 67, 40, 37, 4813, 3466, 2536, 1886, 1402, 1297, 4940, 930, 650, 484, 353, 1049, 1049, 505, 244, 177, 137, 4435, 261
INVAR-3, Run: 013, P, 0, 1000, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 5096, 4196, 4296, 5096, 50, 83, 38, 117, 5438, 3667, 2539, 1721, 1223, 1721, 4157, 1128, 818, 498, 369, 854, 854, 647, 338, 255, 217, 3510, 309
INVAR-3, Run: 014, P, 0, 0, 0, 1000, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 8426, 8526, 7626, 8426, 50, 88, 41, 71, 4602, 3086, 2152, 1504, 1103, 1466, 4361, 934, 648, 401, 313, 790, 790, 597, 300, 212, 171, 3764, 297
INVAR-3, Run: 015, P, 1000, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 17724, 17824, 17924, 17724, 50, 109, 49, 42, 3716, 2690, 2009, 1537, 1185, 976, 4969, 681, 472, 352, 273, 912, 912, 637, 300, 191, 142, 4332, 337
INVAR-3, Run: 016, P, 1000, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 16826, 16926, 17026, 16826, 50, 107, 45, 77, 4108, 2812, 2012, 1466, 1058, 1246, 4733, 800, 546, 408, 277, 781, 781, 667, 329, 222, 177, 4066, 338
INVAR-3, Run: 017, P, 1000, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 10493, 10593, 10693, 10493, 50, 74, 31, 42, 4702, 3243, 2321, 1719, 1271, 1409, 4401, 922, 602, 448, 347, 924, 924, 517, 247, 173, 142, 3884, 270
INVAR-3, Run: 018, P, 0, 0, 0, 1000, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 7523, 7623, 6723, 7523, 50, 91, 53, 121, 4120, 2777, 1857, 1299, 910, 1293, 4323, 920, 558, 389, 257, 653, 653, 636, 365, 274, 221, 3687, 271
INVAR-3, Run: 019, P, 0, 0, 0, 1000, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 18226, 18326, 17426, 18226, 50, 96, 44, 112, 3109, 2168, 1574, 1104, 779, 891, 5082, 594, 470, 325, 227, 552, 552, 653, 352, 256, 212, 4429, 301
INVAR-3, Run: 020, P, 0, 0, 0, 1000, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 36714, 36814, 35914, 36714, 50, 77, 27, 54, 4734, 3610, 2812, 2208, 1760, 1074, 5428, 798, 604, 448, 355, 1405, 1405, 542, 258, 181, 154, 4886, 284
INVAR-3, Run: 021, P, 0, 1000, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 22587, 21687, 21787, 22587, 50, 88, 26, 56, 4979, 3552, 2630, 1946, 1479, 1377, 4903, 922, 684, 467, 395, 1084, 1084, 528, 270, 182, 156, 4375, 258
INVAR-3, Run: 022, P, 0, 1000, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 6225, 5325, 5425, 6225, 50, 166, 74, 111, 3772, 2368, 1596, 1102, 769, 1354, 4725, 772, 494, 333, 217, 552, 552, 856, 451, 285, 211, 3869, 405
INVAR-3, Run: 023, P, 0, 1000, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 18066, 17166, 17266, 18066, 50, 96, 44, 62, 5009, 3439, 2414, 1682, 1181, 1520, 5038, 1025, 732, 501, 338, 843, 843, 626, 302, 206, 162, 4412, 324
INVAR-3, Run: 024, P, 0, 1000, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 29253, 28353, 28453, 29253, 50, 87, 46, 48, 5162, 3623, 2601, 1859, 1343, 1489, 5092, 1022, 742, 516, 337, 1006, 1006, 575, 281, 194, 148, 4517, 294
INVAR-3, Run: 025, P, 1000, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 7197, 7297, 7397, 7197, 50, 60, 26, 25, 5211, 3858, 2925, 2230, 1697, 1303, 4039, 933, 695, 533, 378, 1319, 1319, 456, 211, 151, 125, 3583, 245
INVAR-3, Run: 026, P, 1000, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 16265, 16365, 16465, 16265, 50, 82, 40, 47, 4400, 2994, 2117, 1496, 1098, 1356, 4876, 877, 621, 398, 277, 821, 821, 563, 269, 187, 147, 4313, 294
INVAR-3, Run: 027, P, 0, 1000, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 20552, 19652, 19752, 20552, 50, 71, 19, 20, 5324, 3829, 2826, 2102, 1561, 1445, 4622, 1003, 724, 541, 406, 1155, 1155, 436, 210, 139, 120, 4186, 226
INVAR-3, Run: 028, P, 0, 1000, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1944, 1044, 1144, 1944, 50, 89, 37, 31, 4155, 2931, 2173, 1616, 1240, 1174, 3362, 758, 557, 376, 315, 925, 925, 512, 257, 168, 131, 2850, 255
INVAR-3, Run: 029, P, 1000, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 11753, 11853, 11953, 11753, 50, 119, 45, 98, 3011, 1949, 1321, 864, 573, 1012, 4604, 628, 457, 291, 198, 375, 375, 630, 362, 243, 198, 3974, 268
INVAR-3, Run: 030, P, 0, 1000, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 13430, 12530, 12630, 13430, 50, 89, 29, 31, 4256, 2937, 2096, 1490, 1138, 1269, 4458, 841, 606, 352, 310, 828, 828, 526, 249, 160, 131, 3932, 277
INVAR-3, Run: 031, P, 1000, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 50622, 50722, 50822, 50622, 50, 90, 33, 46, 4376, 3142, 2334, 1738, 1298, 1184, 5362, 808, 596, 440, 327, 971, 971, 514, 269, 179, 146, 4848, 245
INVAR-3, Run: 032, P, 0, 1000, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1944, 1044, 1144, 1944, 50, 109, 75, 95, 4056, 2812, 1951, 1401, 980, 1194, 3499, 861, 550, 421, 283, 697, 697, 686, 379, 270, 195, 2813, 307
INVAR-3, Run: 033, P, 0, 1000, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 49547, 48647, 48747, 49547, 50, 142, 85, 234, 3398, 2006, 1254, 771, 487, 1342, 6163, 752, 483, 284, 159, 328, 328, 972, 561, 419, 334, 5191, 411
INVAR-3, Run: 034, P, 1000, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 18158, 18258, 18358, 18158, 50, 118, 57, 100, 4905, 3310, 2253, 1551, 1091, 1545, 5198, 1057, 702, 460, 337, 754, 754, 708, 375, 257, 200, 4490, 333
INVAR-3, Run: 035, P, 0, 0, 0, 1000, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 2991, 3091, 2191, 2991, 50, 115, 62, 134, 4493, 2979, 2069, 1410, 969, 1464, 3952, 910, 659, 441, 265, 704, 704, 699, 411, 296, 234, 3253, 288
INVAR-3, Run: 036, P, 0, 1000, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 2982, 2082, 2182, 2982, 50, 85, 40, 75, 4743, 3289, 2281, 1615, 1163, 1404, 3779, 1008, 666, 452, 331, 832, 832, 541, 300, 215, 175, 3238, 241
INVAR-3, Run: 037, P, 0, 1000, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1941, 1041, 1141, 1941, 50, 64, 16, 9, 3984, 2763, 1981, 1392, 995, 1171, 3297, 782, 589, 397, 270, 725, 725, 431, 189, 125, 109, 2866, 242
INVAR-3, Run: 038, P, 1000, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 18631, 18731, 18831, 18631, 50, 77, 33, 35, 3750, 2534, 1790, 1242, 881, 1166, 4699, 744, 548, 361, 243, 638, 638, 512, 245, 168, 135, 4187, 267
INVAR-3, Run: 039, P, 0, 0, 0, 1000, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 11888, 11988, 11088, 11888, 50, 117, 55, 135, 4170, 2729, 1821, 1198, 812, 1391, 4944, 908, 623, 386, 260, 552, 552, 726, 407, 290, 235, 4218, 319
INVAR-3, Run: 040, P, 0, 0, 0, 1000, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 63136, 63236, 62336, 63136, 50, 101, 42, 48, 3363, 2209, 1545, 1093, 776, 1104, 6043, 664, 452, 317, 248, 528, 528, 622, 291, 190, 148, 5421, 331
INVAR-3, Run: 041, P, 0, 0, 0, 1000, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 22133, 22233, 21333, 22133, 50, 58, 21, 25, 5197, 3681, 2688, 1969, 1457, 1466, 4659, 993, 719, 512, 387, 1070, 1070, 422, 204, 146, 125, 4237, 218
INVAR-3, Run: 042, P, 0, 0, 0, 1000, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 20615, 20715, 19815, 20615, 50, 104, 53, 72, 3568, 2349, 1608, 1114, 823, 1169, 4901, 741, 494, 291, 240, 583, 583, 637, 329, 225, 172, 4264, 308
INVAR-3, Run: 043, P, 0, 1000, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 2966, 2066, 2166, 2966, 50, 187, 97, 123, 4684, 3117, 2120, 1404, 986, 1517, 4116, 997, 716, 418, 264, 722, 722, 885, 507, 320, 223, 3231, 378
INVAR-3, Run: 044, P, 1000, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 49695, 49795, 49895, 49695, 50, 96, 53, 69, 5962, 4233, 3134, 2314, 1726, 1679, 5734, 1099, 820, 588, 436, 1290, 1290, 647, 318, 222, 169, 5087, 329
INVAR-3, Run: 045, P, 1000, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1953, 2053, 2153, 1953, 50, 160, 94, 185, 3099, 1861, 1121, 684, 441, 1188, 4047, 740, 437, 243, 141, 300, 300, 946, 539, 379, 285, 3101, 407
INVAR-3, Run: 046, P, 0, 0, 0, 1000, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 2984, 3084, 2184, 2984, 50, 117, 45, 88, 2936, 1941, 1333, 943, 632, 945, 3845, 608, 390, 311, 191, 441, 441, 663, 350, 233, 188, 3182, 313
INVAR-3, Run: 047, P, 1000, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 14722, 14822, 14922, 14722, 50, 72, 32, 30, 4577, 3250, 2351, 1771, 1301, 1277, 4675, 899, 580, 470, 343, 958, 958, 476, 234, 162, 130, 4199, 242
INVAR-3, Run: 048, P, 1000, 0, 0, 0, 0, 51, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 6253, 6353, 6453, 6253, 50, 68, 22, 17, 5567, 3953, 2892, 2132, 1613, 1564, 4310, 1061, 760, 519, 402, 1211, 1211, 498, 207, 139, 117, 3812, 291
