Input Number, Run_Number, Result@ 1000, A, B, H, C, L4, L1, L5, Y, T1, T2, T3, T4, T5, T6, R, U, L2, D, L3, O1, O2, O3, O4, Reaction10, Reaction11, Reaction12, Reaction13, Reaction14, Reaction15, Reaction16, Reaction17, Reaction19, Reaction2, Reaction20, Reaction21, Reaction22, Reaction23, Reaction24, Reaction25, Reaction3, Reaction4, Reaction5, Reaction6, Reaction8, Reaction9
INVAR-1, Run: 011, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 10, 1, 2, 10, 46, 36, 0, 0, 0, 0, 0, 0, 0, 347, 0, 0, 100, 0, 0, 0, 241, 182, 136, 100, 106, 59
INVAR-1, Run: 012, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 58, 23, 0, 0, 0, 0, 0, 0, 0, 439, 0, 0, 100, 0, 0, 0, 261, 181, 123, 100, 178, 80
INVAR-1, Run: 013, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 84, 41, 0, 0, 0, 0, 0, 0, 0, 507, 0, 0, 100, 0, 0, 0, 335, 225, 141, 100, 172, 110
INVAR-1, Run: 014, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 58, 27, 0, 0, 0, 0, 0, 0, 0, 374, 0, 0, 100, 0, 0, 0, 260, 185, 127, 100, 114, 75
INVAR-1, Run: 015, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 11, 2, 3, 11, 104, 50, 0, 0, 0, 0, 0, 0, 0, 849, 0, 0, 100, 0, 0, 0, 441, 254, 150, 100, 408, 187
INVAR-1, Run: 016, F, 0, 0, 0, 10, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 10, 1, 9, 54, 39, 0, 0, 0, 0, 0, 0, 0, 427, 0, 0, 100, 0, 0, 0, 272, 193, 139, 100, 155, 79
INVAR-1, Run: 017, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 43, 31, 0, 0, 0, 0, 0, 0, 0, 373, 0, 0, 100, 0, 0, 0, 247, 174, 131, 100, 126, 73
INVAR-1, Run: 018, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 48, 36, 0, 0, 0, 0, 0, 0, 0, 433, 0, 0, 100, 0, 0, 0, 276, 184, 136, 100, 157, 92
INVAR-1, Run: 019, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 50, 40, 0, 0, 0, 0, 0, 0, 0, 469, 0, 0, 100, 0, 0, 0, 288, 190, 140, 100, 181, 98
INVAR-1, Run: 020, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 10, 1, 2, 10, 57, 33, 0, 0, 0, 0, 0, 0, 0, 459, 0, 0, 100, 0, 0, 0, 281, 190, 133, 100, 178, 91
INVAR-1, Run: 021, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 50, 39, 0, 0, 0, 0, 0, 0, 0, 373, 0, 0, 100, 0, 0, 0, 263, 189, 139, 100, 110, 74
INVAR-1, Run: 022, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 54, 40, 0, 0, 0, 0, 0, 0, 0, 475, 0, 0, 100, 0, 0, 0, 306, 194, 140, 100, 169, 112
INVAR-1, Run: 023, F, 0, 0, 0, 10, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 8, 9, 0, 8, 54, 46, 0, 0, 0, 0, 0, 0, 0, 397, 0, 0, 100, 0, 0, 0, 274, 200, 146, 100, 123, 74
INVAR-1, Run: 024, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 69, 41, 0, 0, 0, 0, 0, 0, 0, 492, 0, 0, 100, 0, 0, 0, 321, 210, 141, 100, 171, 111
INVAR-1, Run: 025, F, 0, 0, 0, 10, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 10, 1, 9, 56, 35, 0, 0, 0, 0, 0, 0, 0, 518, 0, 0, 100, 0, 0, 0, 300, 191, 135, 100, 218, 109
INVAR-1, Run: 026, F, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 027, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 112, 65, 0, 0, 0, 0, 0, 0, 0, 967, 0, 0, 100, 0, 0, 0, 507, 277, 165, 100, 460, 230
INVAR-1, Run: 028, F, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 029, F, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 030, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 47, 20, 0, 0, 0, 0, 0, 0, 0, 431, 0, 0, 100, 0, 0, 0, 252, 167, 120, 100, 179, 85
INVAR-1, Run: 031, F, 0, 0, 0, 10, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 18, 19, 10, 18, 64, 26, 0, 0, 0, 0, 0, 0, 0, 491, 0, 0, 100, 0, 0, 0, 294, 190, 126, 100, 197, 104
INVAR-1, Run: 032, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 49, 24, 0, 0, 0, 0, 0, 0, 0, 409, 0, 0, 100, 0, 0, 0, 259, 173, 124, 100, 150, 86
INVAR-1, Run: 033, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 52, 32, 0, 0, 0, 0, 0, 0, 0, 352, 0, 0, 100, 0, 0, 0, 255, 184, 132, 100, 97, 71
INVAR-1, Run: 034, F, 0, 0, 0, 10, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 8, 9, 0, 8, 78, 37, 0, 0, 0, 0, 0, 0, 0, 570, 0, 0, 100, 0, 0, 0, 319, 215, 137, 100, 251, 104
INVAR-1, Run: 035, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 70, 45, 0, 0, 0, 0, 0, 0, 0, 424, 0, 0, 100, 0, 0, 0, 304, 215, 145, 100, 120, 89
INVAR-1, Run: 036, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 47, 32, 0, 0, 0, 0, 0, 0, 0, 396, 0, 0, 100, 0, 0, 0, 251, 179, 132, 100, 145, 72
INVAR-1, Run: 037, F, 0, 0, 0, 10, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 8, 9, 0, 8, 65, 33, 0, 0, 0, 0, 0, 0, 0, 474, 0, 0, 100, 0, 0, 0, 294, 198, 133, 100, 180, 96
INVAR-1, Run: 038, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 47, 30, 0, 0, 0, 0, 0, 0, 0, 371, 0, 0, 100, 0, 0, 0, 245, 177, 130, 100, 126, 68
INVAR-1, Run: 039, F, 0, 0, 0, 10, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 8, 9, 0, 8, 53, 23, 0, 0, 0, 0, 0, 0, 0, 412, 0, 0, 100, 0, 0, 0, 249, 176, 123, 100, 163, 73
INVAR-1, Run: 040, F, 0, 0, 0, 10, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 8, 9, 0, 8, 57, 35, 0, 0, 0, 0, 0, 0, 0, 443, 0, 0, 100, 0, 0, 0, 296, 192, 135, 100, 147, 104
INVAR-1, Run: 041, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 47, 33, 0, 0, 0, 0, 0, 0, 0, 390, 0, 0, 100, 0, 0, 0, 265, 180, 133, 100, 125, 85
INVAR-1, Run: 042, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 55, 37, 0, 0, 0, 0, 0, 0, 0, 359, 0, 0, 100, 0, 0, 0, 257, 192, 137, 100, 102, 65
INVAR-1, Run: 043, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 10, 1, 2, 10, 62, 35, 0, 0, 0, 0, 0, 0, 0, 418, 0, 0, 100, 0, 0, 0, 276, 197, 135, 100, 142, 79
INVAR-1, Run: 044, F, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 7, 8, 9, 7, 65, 36, 0, 0, 0, 0, 0, 0, 0, 467, 0, 0, 100, 0, 0, 0, 312, 201, 136, 100, 155, 111
INVAR-1, Run: 045, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 32, 26, 0, 0, 0, 0, 0, 0, 0, 254, 0, 0, 100, 0, 0, 0, 196, 158, 126, 100, 58, 38
INVAR-1, Run: 046, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 72, 39, 0, 0, 0, 0, 0, 0, 0, 553, 0, 0, 100, 0, 0, 0, 332, 211, 139, 100, 221, 121
INVAR-1, Run: 047, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 60, 26, 0, 0, 0, 0, 0, 0, 0, 384, 0, 0, 100, 0, 0, 0, 261, 186, 126, 100, 123, 75
INVAR-1, Run: 048, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 103, 57, 0, 0, 0, 0, 0, 0, 0, 726, 0, 0, 100, 0, 0, 0, 426, 260, 157, 100, 300, 166
INVAR-1, Run: 049, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 49, 18, 0, 0, 0, 0, 0, 0, 0, 334, 0, 0, 100, 0, 0, 0, 229, 167, 118, 100, 105, 62
INVAR-1, Run: 050, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 64, 55, 0, 0, 0, 0, 0, 0, 0, 529, 0, 0, 100, 0, 0, 0, 333, 219, 155, 100, 196, 114
INVAR-1, Run: 051, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 61, 48, 0, 0, 0, 0, 0, 0, 0, 498, 0, 0, 100, 0, 0, 0, 306, 209, 148, 100, 192, 97
INVAR-1, Run: 052, F, 0, 0, 0, 10, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 8, 9, 0, 8, 63, 23, 0, 0, 0, 0, 0, 0, 0, 384, 0, 0, 100, 0, 0, 0, 271, 186, 123, 100, 113, 85
INVAR-1, Run: 053, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 54, 38, 0, 0, 0, 0, 0, 0, 0, 479, 0, 0, 100, 0, 0, 0, 299, 192, 138, 100, 180, 107
INVAR-1, Run: 054, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 48, 43, 0, 0, 0, 0, 0, 0, 0, 354, 0, 0, 100, 0, 0, 0, 254, 191, 143, 100, 100, 63
INVAR-1, Run: 055, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 79, 44, 0, 0, 0, 0, 0, 0, 0, 600, 0, 0, 100, 0, 0, 0, 364, 223, 144, 100, 236, 141
INVAR-1, Run: 056, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 60, 52, 0, 0, 0, 0, 0, 0, 0, 462, 0, 0, 100, 0, 0, 0, 303, 212, 152, 100, 159, 91
INVAR-1, Run: 057, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 71, 36, 0, 0, 0, 0, 0, 0, 0, 433, 0, 0, 100, 0, 0, 0, 295, 207, 136, 100, 138, 88
INVAR-1, Run: 058, F, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 10, 11, 9, 67, 38, 0, 0, 0, 0, 0, 0, 0, 502, 0, 0, 100, 0, 0, 0, 303, 205, 138, 100, 199, 98
INVAR-1, Run: 059, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 57, 39, 0, 0, 0, 0, 0, 0, 0, 466, 0, 0, 100, 0, 0, 0, 294, 196, 139, 100, 172, 98
INVAR-1, Run: 060, F, 0, 0, 0, 10, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 8, 9, 0, 8, 60, 32, 0, 0, 0, 0, 0, 0, 0, 487, 0, 0, 100, 0, 0, 0, 306, 192, 132, 100, 181, 114
INVAR-1, Run: 061, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 59, 43, 0, 0, 0, 0, 0, 0, 0, 480, 0, 0, 100, 0, 0, 0, 312, 202, 143, 100, 168, 110
INVAR-1, Run: 062, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 45, 30, 0, 0, 0, 0, 0, 0, 0, 437, 0, 0, 100, 0, 0, 0, 270, 175, 130, 100, 167, 95
INVAR-1, Run: 063, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 61, 32, 0, 0, 0, 0, 0, 0, 0, 450, 0, 0, 100, 0, 0, 0, 286, 193, 132, 100, 164, 93
INVAR-1, Run: 064, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 75, 51, 0, 0, 0, 0, 0, 0, 0, 509, 0, 0, 100, 0, 0, 0, 326, 226, 151, 100, 183, 100
INVAR-1, Run: 065, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 52, 31, 0, 0, 0, 0, 0, 0, 0, 418, 0, 0, 100, 0, 0, 0, 266, 183, 131, 100, 152, 83
INVAR-1, Run: 066, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 57, 29, 0, 0, 0, 0, 0, 0, 0, 463, 0, 0, 100, 0, 0, 0, 291, 186, 129, 100, 172, 105
INVAR-1, Run: 067, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 58, 41, 0, 0, 0, 0, 0, 0, 0, 438, 0, 0, 100, 0, 0, 0, 284, 199, 141, 100, 154, 85
INVAR-1, Run: 068, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 48, 25, 0, 0, 0, 0, 0, 0, 0, 371, 0, 0, 100, 0, 0, 0, 240, 173, 125, 100, 131, 67
INVAR-1, Run: 069, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 76, 41, 0, 0, 0, 0, 0, 0, 0, 597, 0, 0, 100, 0, 0, 0, 355, 217, 141, 100, 242, 138
INVAR-1, Run: 070, F, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 100, 100, 100, 100, 0, 0
INVAR-1, Run: 071, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 79, 50, 0, 0, 0, 0, 0, 0, 0, 636, 0, 0, 100, 0, 0, 0, 377, 229, 150, 100, 259, 148
INVAR-1, Run: 072, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 61, 47, 0, 0, 0, 0, 0, 0, 0, 480, 0, 0, 100, 0, 0, 0, 300, 208, 147, 100, 180, 92
INVAR-1, Run: 073, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 56, 29, 0, 0, 0, 0, 0, 0, 0, 442, 0, 0, 100, 0, 0, 0, 268, 185, 129, 100, 174, 83
INVAR-1, Run: 074, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 34, 28, 0, 0, 0, 0, 0, 0, 0, 300, 0, 0, 100, 0, 0, 0, 222, 162, 128, 100, 78, 60
INVAR-1, Run: 075, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 52, 35, 0, 0, 0, 0, 0, 0, 0, 422, 0, 0, 100, 0, 0, 0, 275, 187, 135, 100, 147, 88
INVAR-1, Run: 076, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 43, 29, 0, 0, 0, 0, 0, 0, 0, 424, 0, 0, 100, 0, 0, 0, 250, 172, 129, 100, 174, 78
INVAR-1, Run: 077, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 49, 34, 0, 0, 0, 0, 0, 0, 0, 399, 0, 0, 100, 0, 0, 0, 270, 183, 134, 100, 129, 87
INVAR-1, Run: 078, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 39, 39, 0, 0, 0, 0, 0, 0, 0, 393, 0, 0, 100, 0, 0, 0, 251, 178, 139, 100, 142, 73
INVAR-1, Run: 079, F, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 2, 3, 4, 2, 23, 16, 0, 0, 0, 0, 0, 0, 0, 228, 0, 0, 100, 0, 0, 0, 178, 139, 116, 100, 50, 39
INVAR-1, Run: 080, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 44, 37, 0, 0, 0, 0, 0, 0, 0, 365, 0, 0, 100, 0, 0, 0, 259, 181, 137, 100, 106, 78
INVAR-1, Run: 081, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 70, 50, 0, 0, 0, 0, 0, 0, 0, 542, 0, 0, 100, 0, 0, 0, 359, 220, 150, 100, 183, 139
INVAR-1, Run: 082, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 39, 17, 0, 0, 0, 0, 0, 0, 0, 357, 0, 0, 100, 0, 0, 0, 225, 156, 117, 100, 132, 69
INVAR-1, Run: 083, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 10, 1, 2, 10, 75, 54, 0, 0, 0, 0, 0, 0, 0, 571, 0, 0, 100, 0, 0, 0, 349, 229, 154, 100, 222, 120
INVAR-1, Run: 084, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 27, 12, 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 100, 0, 0, 0, 152, 139, 112, 100, 30, 13
INVAR-1, Run: 085, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 43, 27, 0, 0, 0, 0, 0, 0, 0, 370, 0, 0, 100, 0, 0, 0, 234, 170, 127, 100, 136, 64
INVAR-1, Run: 086, F, 10, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 7, 8, 9, 7, 70, 39, 0, 0, 0, 0, 0, 0, 0, 531, 0, 0, 100, 0, 0, 0, 325, 209, 139, 100, 206, 116
INVAR-1, Run: 087, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 47, 21, 0, 0, 0, 0, 0, 0, 0, 377, 0, 0, 100, 0, 0, 0, 252, 168, 121, 100, 125, 84
INVAR-1, Run: 088, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 36, 30, 0, 0, 0, 0, 0, 0, 0, 323, 0, 0, 100, 0, 0, 0, 230, 166, 130, 100, 93, 64
INVAR-1, Run: 089, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 64, 41, 0, 0, 0, 0, 0, 0, 0, 414, 0, 0, 100, 0, 0, 0, 291, 205, 141, 100, 123, 86
INVAR-1, Run: 090, F, 0, 10, 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 9, 0, 1, 9, 33, 25, 0, 0, 0, 0, 0, 0, 0, 339, 0, 0, 100, 0, 0, 0, 233, 158, 125, 100, 106, 75
