Input Number, Run_Number, Result@ 100, CE, B, PE, X1, H, M, PO, Y, D, CO, A, NEW_REACTION, Reaction1, Reaction10, Reaction11, Reaction2, Reaction3, Reaction4, Reaction5, Reaction6, Reaction7, Reaction8, Reaction9
INVAR-3, Run: 022, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 643, 4085, 82, 57, 106, 82, 164, 287, 725, 4085
INVAR-3, Run: 023, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 867, 4804, 82, 59, 104, 82, 164, 287, 949, 4804
INVAR-3, Run: 024, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 593, 3341, 82, 50, 113, 82, 164, 287, 675, 3341
INVAR-3, Run: 025, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 1114, 5600, 82, 54, 109, 82, 164, 287, 1196, 5600
INVAR-3, Run: 026, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 534, 2598, 82, 48, 115, 82, 164, 287, 616, 2598
INVAR-3, Run: 027, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 641, 2931, 82, 50, 113, 82, 164, 287, 723, 2931
INVAR-3, Run: 028, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 693, 4179, 82, 57, 106, 82, 164, 287, 775, 4179
INVAR-3, Run: 029, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 663, 3514, 82, 60, 103, 82, 164, 287, 745, 3514
INVAR-3, Run: 030, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 613, 3498, 82, 54, 109, 82, 164, 287, 695, 3498
INVAR-3, Run: 031, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 626, 2871, 82, 55, 108, 82, 164, 287, 708, 2871
INVAR-3, Run: 032, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 690, 4054, 82, 60, 103, 82, 164, 287, 772, 4054
INVAR-3, Run: 033, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 738, 3364, 82, 58, 105, 82, 164, 287, 820, 3364
INVAR-3, Run: 034, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 592, 3527, 82, 60, 103, 82, 164, 287, 674, 3527
INVAR-3, Run: 035, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 745, 4324, 82, 67, 96, 82, 164, 287, 827, 4324
INVAR-3, Run: 036, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 641, 3217, 82, 61, 102, 82, 164, 287, 723, 3217
INVAR-3, Run: 037, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 752, 3295, 82, 44, 119, 82, 164, 287, 834, 3295
INVAR-3, Run: 038, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 750, 3189, 82, 47, 116, 82, 164, 287, 832, 3189
INVAR-3, Run: 039, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 608, 3177, 82, 47, 116, 82, 164, 287, 690, 3177
INVAR-3, Run: 040, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 734, 3984, 82, 51, 112, 82, 164, 287, 816, 3984
INVAR-3, Run: 041, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 764, 3558, 82, 53, 110, 82, 164, 287, 846, 3558
INVAR-3, Run: 042, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 732, 5078, 82, 53, 110, 82, 164, 287, 814, 5078
INVAR-3, Run: 043, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 776, 3598, 82, 50, 113, 82, 164, 287, 858, 3598
INVAR-3, Run: 044, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 632, 4284, 82, 61, 102, 82, 164, 287, 714, 4284
INVAR-3, Run: 045, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 618, 3842, 82, 60, 103, 82, 164, 287, 700, 3842
INVAR-3, Run: 046, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 696, 4091, 82, 61, 102, 82, 164, 287, 778, 4091
INVAR-3, Run: 047, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 536, 3069, 82, 56, 107, 82, 164, 287, 618, 3069
INVAR-3, Run: 048, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 614, 3975, 82, 61, 102, 82, 164, 287, 696, 3975
INVAR-3, Run: 049, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 697, 2456, 82, 53, 110, 82, 164, 287, 779, 2456
INVAR-3, Run: 050, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 547, 4317, 82, 56, 107, 82, 164, 287, 629, 4317
INVAR-3, Run: 051, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 559, 3369, 82, 56, 107, 82, 164, 287, 641, 3369
INVAR-3, Run: 052, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 813, 4339, 82, 52, 111, 82, 164, 287, 895, 4339
INVAR-3, Run: 053, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 627, 3419, 82, 57, 106, 82, 164, 287, 709, 3419
INVAR-3, Run: 054, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 624, 3147, 82, 65, 98, 82, 164, 287, 706, 3147
INVAR-3, Run: 055, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 810, 3217, 82, 53, 110, 82, 164, 287, 892, 3217
INVAR-3, Run: 056, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 677, 4149, 82, 57, 106, 82, 164, 287, 759, 4149
INVAR-3, Run: 057, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 886, 5434, 82, 59, 104, 82, 164, 287, 968, 5434
INVAR-3, Run: 058, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 625, 4213, 82, 56, 107, 82, 164, 287, 707, 4213
INVAR-3, Run: 059, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 653, 2997, 82, 56, 107, 82, 164, 287, 735, 2997
INVAR-3, Run: 060, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 788, 3862, 82, 48, 115, 82, 164, 287, 870, 3862
INVAR-3, Run: 061, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 700, 3936, 82, 52, 111, 82, 164, 287, 782, 3936
INVAR-3, Run: 062, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 608, 3783, 82, 59, 104, 82, 164, 287, 690, 3783
INVAR-3, Run: 063, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 695, 3319, 82, 53, 110, 82, 164, 287, 777, 3319
INVAR-3, Run: 064, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 638, 3341, 82, 51, 112, 82, 164, 287, 720, 3341
INVAR-3, Run: 065, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 868, 4771, 82, 61, 102, 82, 164, 287, 950, 4771
INVAR-3, Run: 066, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 742, 3688, 82, 62, 101, 82, 164, 287, 824, 3688
INVAR-3, Run: 067, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 606, 4254, 82, 54, 109, 82, 164, 287, 688, 4254
INVAR-3, Run: 068, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 540, 3743, 82, 57, 106, 82, 164, 287, 622, 3743
INVAR-3, Run: 069, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 595, 4295, 82, 61, 102, 82, 164, 287, 677, 4295
INVAR-3, Run: 070, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 585, 3457, 82, 59, 104, 82, 164, 287, 667, 3457
INVAR-3, Run: 071, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 740, 4085, 82, 55, 108, 82, 164, 287, 822, 4085
INVAR-3, Run: 072, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 780, 4446, 82, 63, 100, 82, 164, 287, 862, 4446
INVAR-3, Run: 073, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 577, 2696, 82, 51, 112, 82, 164, 287, 659, 2696
INVAR-3, Run: 074, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 855, 4250, 82, 51, 112, 82, 164, 287, 937, 4250
INVAR-3, Run: 075, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 871, 4870, 82, 62, 101, 82, 164, 287, 953, 4870
INVAR-3, Run: 076, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 701, 3746, 82, 59, 104, 82, 164, 287, 783, 3746
INVAR-3, Run: 077, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 681, 4060, 82, 57, 106, 82, 164, 287, 763, 4060
INVAR-3, Run: 078, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 672, 3968, 82, 62, 101, 82, 164, 287, 754, 3968
INVAR-3, Run: 079, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 675, 4002, 82, 58, 105, 82, 164, 287, 757, 4002
INVAR-3, Run: 080, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 730, 4199, 82, 55, 108, 82, 164, 287, 812, 4199
INVAR-3, Run: 081, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 915, 4532, 82, 58, 105, 82, 164, 287, 997, 4532
INVAR-3, Run: 082, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 520, 3241, 82, 47, 116, 82, 164, 287, 602, 3241
INVAR-3, Run: 083, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 731, 4029, 82, 62, 101, 82, 164, 287, 813, 4029
INVAR-3, Run: 084, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 568, 3516, 82, 59, 104, 82, 164, 287, 650, 3516
INVAR-3, Run: 085, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 650, 3324, 82, 52, 111, 82, 164, 287, 732, 3324
INVAR-3, Run: 086, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 590, 3581, 82, 69, 94, 82, 164, 287, 672, 3581
INVAR-3, Run: 087, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 624, 3601, 82, 49, 114, 82, 164, 287, 706, 3601
INVAR-3, Run: 088, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 723, 3642, 82, 50, 113, 82, 164, 287, 805, 3642
INVAR-3, Run: 089, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 808, 3632, 82, 57, 106, 82, 164, 287, 890, 3632
INVAR-3, Run: 090, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 857, 4089, 82, 64, 99, 82, 164, 287, 939, 4089
INVAR-3, Run: 091, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 724, 4238, 82, 65, 98, 82, 164, 287, 806, 4238
INVAR-3, Run: 092, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 565, 2890, 82, 62, 101, 82, 164, 287, 647, 2890
INVAR-3, Run: 093, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 779, 4191, 82, 59, 104, 82, 164, 287, 861, 4191
INVAR-3, Run: 094, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 544, 4034, 82, 62, 101, 82, 164, 287, 626, 4034
INVAR-3, Run: 095, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 630, 3339, 82, 55, 108, 82, 164, 287, 712, 3339
INVAR-3, Run: 096, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 485, 3244, 82, 56, 107, 82, 164, 287, 567, 3244
INVAR-3, Run: 097, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 727, 3518, 82, 54, 109, 82, 164, 287, 809, 3518
INVAR-3, Run: 098, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 778, 3510, 82, 51, 112, 82, 164, 287, 860, 3510
INVAR-3, Run: 099, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 748, 4594, 82, 66, 97, 82, 164, 287, 830, 4594
INVAR-3, Run: 100, P, 0, 0, 1, 0, 0, 0, 0, 82, 0, 0, 410, 82, 164, 799, 3872, 82, 68, 95, 82, 164, 287, 881, 3872
INVAR-4, Run: 001, P, 0, 0, 0, 0, 1, 0, 1, 117, 0, 98, 0, 19, 39, 46, 644, 19, 16, 22, 19, 39, 68, 65, 742
INVAR-4, Run: 002, P, 0, 1, 0, 0, 1, 0, 1, 118, 3, 102, 0, 16, 39, 61, 399, 19, 13, 22, 19, 39, 66, 77, 501
INVAR-4, Run: 003, P, 0, 1, 0, 0, 1, 0, 1, 118, 9, 108, 0, 10, 39, 57, 297, 19, 10, 19, 19, 39, 63, 67, 405
INVAR-4, Run: 004, P, 0, 0, 0, 0, 1, 0, 1, 117, 4, 102, 0, 15, 39, 101, 675, 19, 16, 18, 19, 39, 66, 116, 777
INVAR-4, Run: 005, P, 0, 0, 0, 0, 1, 0, 1, 117, 18, 116, 0, 1, 39, 49, 414, 19, 13, 7, 19, 39, 59, 50, 530
INVAR-4, Run: 006, P, 0, 0, 0, 0, 1, 0, 1, 117, 16, 114, 0, 3, 39, 70, 198, 19, 14, 8, 19, 39, 60, 73, 312
INVAR-4, Run: 007, P, 0, 1, 0, 0, 1, 0, 1, 118, 13, 112, 0, 6, 39, 63, 333, 19, 13, 12, 19, 39, 61, 69, 445
INVAR-4, Run: 008, P, 0, 0, 0, 0, 1, 0, 1, 117, 10, 108, 0, 9, 39, 69, 408, 19, 15, 13, 19, 39, 63, 78, 516
INVAR-4, Run: 009, P, 0, 1, 0, 0, 1, 0, 1, 118, 5, 104, 0, 14, 39, 61, 472, 19, 12, 21, 19, 39, 65, 75, 576
INVAR-4, Run: 010, P, 0, 1, 0, 0, 1, 0, 1, 118, 9, 108, 0, 10, 39, 104, 497, 19, 13, 16, 19, 39, 63, 114, 605
INVAR-4, Run: 011, P, 0, 1, 0, 0, 1, 0, 1, 118, 5, 104, 0, 14, 39, 56, 541, 19, 14, 19, 19, 39, 65, 70, 645
INVAR-4, Run: 012, P, 0, 0, 0, 0, 1, 0, 1, 117, 14, 112, 0, 5, 39, 67, 499, 19, 21, 3, 19, 39, 61, 72, 611
INVAR-4, Run: 013, P, 0, 0, 0, 0, 1, 0, 1, 117, 12, 110, 0, 7, 39, 81, 297, 19, 11, 15, 19, 39, 62, 88, 407
INVAR-4, Run: 014, P, 0, 1, 0, 0, 1, 0, 1, 118, 17, 116, 0, 2, 39, 60, 369, 19, 14, 7, 19, 39, 59, 62, 485
INVAR-4, Run: 015, P, 0, 1, 0, 0, 1, 0, 1, 118, 5, 104, 0, 14, 39, 64, 428, 19, 11, 22, 19, 39, 65, 78, 532
INVAR-4, Run: 016, P, 0, 0, 0, 0, 1, 0, 1, 117, 6, 104, 0, 13, 39, 73, 604, 19, 20, 12, 19, 39, 65, 86, 708
INVAR-4, Run: 017, P, 0, 1, 0, 0, 1, 0, 1, 118, 13, 112, 0, 6, 39, 77, 439, 19, 16, 9, 19, 39, 61, 83, 551
INVAR-4, Run: 018, P, 0, 0, 0, 0, 1, 0, 1, 117, 12, 110, 0, 7, 39, 86, 385, 19, 17, 9, 19, 39, 62, 93, 495
INVAR-4, Run: 019, P, 0, 0, 0, 0, 1, 0, 1, 117, 12, 110, 0, 7, 39, 78, 375, 19, 16, 10, 19, 39, 62, 85, 485
INVAR-4, Run: 020, P, 0, 0, 0, 0, 1, 0, 1, 117, 16, 114, 0, 3, 39, 60, 303, 19, 16, 6, 19, 39, 60, 63, 417
INVAR-4, Run: 021, P, 0, 0, 0, 0, 1, 0, 1, 117, 16, 114, 0, 3, 39, 58, 410, 19, 15, 7, 19, 39, 60, 61, 524
INVAR-4, Run: 022, P, 0, 1, 0, 0, 1, 0, 1, 118, 7, 106, 0, 12, 39, 84, 507, 19, 16, 15, 19, 39, 64, 96, 613
INVAR-4, Run: 023, P, 0, 0, 0, 0, 1, 0, 1, 117, 8, 106, 0, 11, 39, 66, 376, 19, 15, 15, 19, 39, 64, 77, 482
INVAR-4, Run: 024, P, 0, 1, 0, 0, 1, 0, 1, 118, 17, 116, 0, 2, 39, 77, 359, 19, 16, 5, 19, 39, 59, 79, 475
INVAR-4, Run: 025, P, 0, 1, 0, 0, 1, 0, 1, 118, 17, 116, 0, 2, 39, 47, 383, 19, 16, 5, 19, 39, 59, 49, 499
INVAR-4, Run: 026, P, 0, 0, 0, 0, 1, 0, 1, 117, 8, 106, 0, 11, 39, 61, 374, 19, 13, 17, 19, 39, 64, 72, 480
INVAR-4, Run: 027, P, 0, 1, 0, 0, 1, 0, 1, 118, 11, 110, 0, 8, 39, 79, 436, 19, 15, 12, 19, 39, 62, 87, 546
INVAR-4, Run: 028, P, 0, 0, 0, 0, 1, 0, 1, 117, 12, 110, 0, 7, 39, 80, 464, 19, 17, 9, 19, 39, 62, 87, 574
INVAR-4, Run: 029, P, 0, 1, 0, 0, 1, 0, 1, 118, 11, 110, 0, 8, 39, 51, 194, 19, 11, 16, 19, 39, 62, 59, 304
INVAR-4, Run: 030, P, 0, 0, 0, 0, 1, 0, 1, 117, 8, 106, 0, 11, 39, 52, 317, 19, 14, 16, 19, 39, 64, 63, 423
INVAR-4, Run: 031, P, 0, 1, 0, 0, 1, 0, 1, 118, 1, 100, 0, 18, 39, 45, 216, 19, 12, 25, 19, 39, 67, 63, 316
INVAR-4, Run: 032, P, 0, 0, 0, 0, 1, 0, 1, 117, 2, 100, 0, 17, 39, 61, 582, 19, 14, 22, 19, 39, 67, 78, 682
INVAR-4, Run: 033, P, 0, 1, 0, 0, 1, 0, 1, 118, 9, 108, 0, 10, 39, 68, 574, 19, 19, 10, 19, 39, 63, 78, 682
INVAR-4, Run: 034, P, 0, 0, 0, 0, 1, 0, 1, 117, 10, 108, 0, 9, 39, 55, 444, 19, 17, 11, 19, 39, 63, 64, 552
INVAR-4, Run: 035, P, 0, 0, 0, 0, 1, 0, 1, 117, 8, 106, 0, 11, 39, 79, 406, 19, 14, 16, 19, 39, 64, 90, 512
INVAR-4, Run: 036, P, 0, 0, 0, 0, 1, 0, 1, 117, 10, 108, 0, 9, 39, 80, 320, 19, 15, 13, 19, 39, 63, 89, 428
INVAR-4, Run: 037, P, 0, 1, 0, 0, 1, 0, 1, 118, 7, 106, 0, 12, 39, 65, 348, 19, 13, 18, 19, 39, 64, 77, 454
INVAR-4, Run: 038, P, 0, 1, 0, 0, 1, 0, 1, 118, 15, 114, 0, 4, 39, 77, 614, 19, 16, 7, 19, 39, 60, 81, 728
INVAR-4, Run: 039, P, 0, 1, 0, 0, 1, 0, 1, 118, 13, 112, 0, 6, 39, 108, 763, 19, 16, 9, 19, 39, 61, 114, 875
INVAR-4, Run: 040, P, 0, 1, 0, 0, 1, 0, 1, 118, 3, 102, 0, 16, 39, 48, 440, 19, 13, 22, 19, 39, 66, 64, 542
INVAR-4, Run: 041, P, 0, 1, 0, 0, 1, 0, 1, 118, 11, 110, 0, 8, 39, 85, 444, 19, 14, 13, 19, 39, 62, 93, 554
INVAR-4, Run: 042, P, 0, 1, 0, 0, 1, 0, 1, 118, 11, 110, 0, 8, 39, 88, 587, 19, 18, 9, 19, 39, 62, 96, 697
INVAR-4, Run: 043, P, 0, 0, 0, 0, 1, 0, 1, 117, 12, 110, 0, 7, 39, 92, 591, 19, 17, 9, 19, 39, 62, 99, 701
INVAR-4, Run: 044, P, 0, 1, 0, 0, 1, 0, 1, 118, 7, 106, 0, 12, 39, 65, 557, 19, 18, 13, 19, 39, 64, 77, 663
INVAR-4, Run: 045, P, 0, 1, 0, 0, 1, 0, 1, 118, 5, 104, 0, 14, 39, 101, 967, 19, 23, 10, 19, 39, 65, 115, 1071
INVAR-4, Run: 046, P, 0, 1, 0, 0, 1, 0, 1, 118, 13, 112, 0, 6, 39, 164, 923, 19, 16, 9, 19, 39, 61, 170, 1035
INVAR-4, Run: 047, P, 0, 1, 0, 0, 1, 0, 1, 118, 7, 106, 0, 12, 39, 66, 309, 19, 15, 16, 19, 39, 64, 78, 415
INVAR-4, Run: 048, P, 0, 0, 0, 0, 1, 0, 1, 117, 2, 100, 0, 17, 39, 61, 339, 19, 18, 18, 19, 39, 67, 78, 439
INVAR-4, Run: 049, P, 0, 0, 0, 0, 1, 0, 1, 117, 6, 104, 0, 13, 39, 101, 656, 19, 17, 15, 19, 39, 65, 114, 760
INVAR-4, Run: 050, P, 0, 0, 0, 0, 1, 0, 1, 117, 14, 112, 0, 5, 39, 105, 711, 19, 11, 13, 19, 39, 61, 110, 823
INVAR-4, Run: 051, P, 0, 1, 0, 0, 1, 0, 1, 118, 15, 114, 0, 4, 39, 76, 422, 19, 11, 12, 19, 39, 60, 80, 536
INVAR-4, Run: 052, P, 0, 0, 0, 0, 1, 0, 1, 117, 16, 114, 0, 3, 39, 39, 425, 19, 16, 6, 19, 39, 60, 42, 539
INVAR-4, Run: 053, P, 0, 1, 0, 0, 1, 0, 1, 118, 3, 102, 0, 16, 39, 55, 451, 19, 20, 15, 19, 39, 66, 71, 553
INVAR-4, Run: 054, P, 0, 1, 0, 0, 1, 0, 1, 118, 7, 106, 0, 12, 39, 62, 328, 19, 19, 12, 19, 39, 64, 74, 434
INVAR-4, Run: 055, P, 0, 1, 0, 0, 1, 0, 1, 118, 9, 108, 0, 10, 39, 111, 839, 19, 13, 16, 19, 39, 63, 121, 947
INVAR-4, Run: 056, P, 0, 0, 0, 0, 1, 0, 1, 117, 10, 108, 0, 9, 39, 131, 546, 19, 14, 14, 19, 39, 63, 140, 654
INVAR-4, Run: 057, P, 0, 0, 0, 0, 1, 0, 1, 117, 4, 102, 0, 15, 39, 74, 572, 19, 17, 17, 19, 39, 66, 89, 674
INVAR-4, Run: 058, P, 0, 0, 0, 0, 1, 0, 1, 117, 14, 112, 0, 5, 39, 62, 434, 19, 13, 11, 19, 39, 61, 67, 546
INVAR-4, Run: 059, P, 0, 0, 0, 0, 1, 0, 1, 117, 14, 112, 0, 5, 39, 92, 506, 19, 15, 9, 19, 39, 61, 97, 618
INVAR-4, Run: 060, P, 0, 1, 0, 0, 1, 0, 1, 118, 1, 100, 0, 18, 39, 33, 488, 19, 17, 20, 19, 39, 67, 51, 588
INVAR-4, Run: 061, P, 0, 0, 0, 0, 1, 0, 1, 117, 10, 108, 0, 9, 39, 92, 589, 19, 15, 13, 19, 39, 63, 101, 697
INVAR-4, Run: 062, P, 0, 1, 0, 0, 1, 0, 1, 118, 17, 116, 0, 2, 39, 70, 393, 19, 15, 6, 19, 39, 59, 72, 509
INVAR-4, Run: 063, P, 0, 1, 0, 0, 1, 0, 1, 118, 9, 108, 0, 10, 39, 84, 765, 19, 12, 17, 19, 39, 63, 94, 873
INVAR-4, Run: 064, P, 0, 1, 0, 0, 1, 0, 1, 118, 15, 114, 0, 4, 39, 46, 311, 19, 12, 11, 19, 39, 60, 50, 425
INVAR-4, Run: 065, P, 0, 0, 0, 0, 1, 0, 1, 117, 16, 114, 0, 3, 39, 80, 377, 19, 16, 6, 19, 39, 60, 83, 491
INVAR-4, Run: 066, P, 0, 1, 0, 0, 1, 0, 1, 118, 15, 114, 0, 4, 39, 113, 556, 19, 15, 8, 19, 39, 60, 117, 670
INVAR-4, Run: 067, P, 0, 1, 0, 0, 1, 0, 1, 118, 1, 100, 0, 18, 39, 54, 321, 19, 15, 22, 19, 39, 67, 72, 421
INVAR-4, Run: 068, P, 0, 1, 0, 0, 1, 0, 1, 118, 11, 110, 0, 8, 39, 80, 431, 19, 17, 10, 19, 39, 62, 88, 541
INVAR-4, Run: 069, P, 0, 1, 0, 0, 1, 0, 1, 118, 9, 108, 0, 10, 39, 36, 280, 19, 16, 13, 19, 39, 63, 46, 388
INVAR-4, Run: 070, P, 0, 0, 0, 0, 1, 0, 1, 117, 6, 104, 0, 13, 39, 80, 453, 19, 15, 17, 19, 39, 65, 93, 557
INVAR-4, Run: 071, P, 0, 0, 0, 0, 1, 0, 1, 117, 12, 110, 0, 7, 39, 119, 557, 19, 15, 11, 19, 39, 62, 126, 667
INVAR-4, Run: 072, P, 0, 0, 0, 0, 1, 0, 1, 117, 6, 104, 0, 13, 39, 49, 207, 19, 10, 22, 19, 39, 65, 62, 311
INVAR-4, Run: 073, P, 0, 1, 0, 0, 1, 0, 1, 118, 11, 110, 0, 8, 39, 85, 520, 19, 19, 8, 19, 39, 62, 93, 630
INVAR-4, Run: 074, P, 0, 1, 0, 0, 1, 0, 1, 118, 19, 118, 0, 0, 39, 39, 292, 19, 16, 3, 19, 39, 58, 39, 410
INVAR-4, Run: 075, P, 0, 0, 0, 0, 1, 0, 1, 117, 8, 106, 0, 11, 39, 63, 423, 19, 19, 11, 19, 39, 64, 74, 529
INVAR-4, Run: 076, P, 0, 0, 0, 0, 1, 0, 1, 117, 4, 102, 0, 15, 39, 43, 368, 19, 15, 19, 19, 39, 66, 58, 470
INVAR-4, Run: 077, P, 0, 1, 0, 0, 1, 0, 1, 118, 9, 108, 0, 10, 39, 177, 1383, 19, 20, 9, 19, 39, 63, 187, 1491
INVAR-4, Run: 078, P, 0, 1, 0, 0, 1, 0, 1, 118, 11, 110, 0, 8, 39, 124, 842, 19, 13, 14, 19, 39, 62, 132, 952
INVAR-4, Run: 079, P, 0, 0, 0, 0, 1, 0, 1, 117, 12, 110, 0, 7, 39, 54, 324, 19, 15, 11, 19, 39, 62, 61, 434
INVAR-4, Run: 080, P, 0, 1, 0, 0, 1, 0, 1, 118, 5, 104, 0, 14, 39, 72, 496, 19, 11, 22, 19, 39, 65, 86, 600
INVAR-4, Run: 081, P, 0, 0, 0, 0, 1, 0, 1, 117, 2, 100, 0, 17, 39, 59, 348, 19, 16, 20, 19, 39, 67, 76, 448
INVAR-4, Run: 082, P, 0, 1, 0, 0, 1, 0, 1, 118, 3, 102, 0, 16, 39, 71, 473, 19, 15, 20, 19, 39, 66, 87, 575
INVAR-4, Run: 083, P, 0, 1, 0, 0, 1, 0, 1, 118, 5, 104, 0, 14, 39, 76, 460, 19, 10, 23, 19, 39, 65, 90, 564
INVAR-4, Run: 084, P, 0, 0, 0, 0, 1, 0, 1, 117, 14, 112, 0, 5, 39, 89, 633, 19, 11, 13, 19, 39, 61, 94, 745
